"the_geom","id","business_name","full_address","city","state","zip","business_naics_code","phone_number","website","resource_type","sub_resource_type","abc","address_authority","address_id","business_id"
"POINT (-91.062772170936 30.388802341931)","37505","POBOY EXPRESS","6606 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","722211",,,"RESTAURANT","FAST FOOD","NO","PARISH","0","6633"
"POINT (-91.141473519535 30.481957285881)","108446","SATISFACTION MAINTENANCE LLC","4925 CHARLES ST","BATON ROUGE","LOUISIANA","70805","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","35458"
"POINT (-91.015322468877 30.410086439278)","173211","LANGLEY JAMES DDS","4809 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","621210",,,"HEALTH CARE",,"NO","PARISH","0","11425"
"POINT (-91.1154420239 30.472178387628)","156974","INTERIOR EXTERIOR BLDG SUPPLY","7350 E INDUSTRIAL AVE","BATON ROUGE","LOUISIANA","70805","423000",,,"DISTRIBUTOR",,"NO","BATON ROUGE","0","30455"
"POINT (-90.994356742498 30.402612837552)","80086","FLUID CONCEPTS INC","17043 SHARPSBURG AVE","BATON ROUGE","LOUISIANA","70817","423000",,,"DISTRIBUTOR",,"NO","PARISH","0","28900"
"POINT (-91.131661505917 30.424522579803)","149721","POTTERY WORKS","5720 CORPORATE BLVD, STE B","BATON ROUGE","LOUISIANA","70808","327112",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","11927"
"POINT (-91.082982717597 30.428436498398)","152781","MIKE GLOVER CPA","9497 BROOKLINE AVE","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES","ACCOUNTING","NO","BATON ROUGE","0","32831"
"POINT (-91.049061705326 30.380757385492)","49547","SAMUEL'S RESTAURANT","6721 EXCHEQUER DR","BATON ROUGE","LOUISIANA","70809","722110",,,"RESTAURANT",,"NO","PARISH","0","36963"
"POINT (-91.049891482727 30.388051991192)","177406","FRANKLY NO.1","11725 SUN BELT CT, STE A","BATON ROUGE","LOUISIANA","70809","453998",,,"RETAIL",,"NO","PARISH","0","37214"
"POINT (-91.18616204005 30.439338122978)","30247","CITY CITRUS","400 SOUTH BLVD","BATON ROUGE","LOUISIANA","70802",,"(225) 381-0037","http://citycitrus.com/","FOOD ACCESS","PUBLIC ORCHARD","NO","BATON ROUGE","0","43482"
"POINT (-91.179803204123 30.443313809079)","20288","MANESSAH GILL AND KNIPE ATTYS","982 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","BATON ROUGE","0","34296"
"POINT (-91.09852258525 30.381615621945)","173418","MATHERNES SUPERMARKET","7580 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","445110","225-767-0074","http://mathernes.com/","RETAIL","GROCERY","NO","PARISH","0","59858"
"POINT (-91.033307756673 30.550091021399)","156039","LES B TROIS","11237 SULLIVAN RD","CENTRAL","LOUISIANA","70818","453000",,,"RETAIL",,"NO","CENTRAL","0","48799"
"POINT (-91.050648485514 30.425575149238)","46952","COUNSELING FOR GROWTH LLC","2924 BRAKLEY DR, STE A-B","BATON ROUGE","LOUISIANA","70816","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","32793"
"POINT (-91.069880715998 30.456192346804)","173441","AMERICAN PAWN #2","10224 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","453000",,,"PAWN SHOP",,"NO","BATON ROUGE","0","24275"
"POINT (-91.158344965008 30.424630721082)","175532","BOLTONS HEALTH MART","2958 PERKINS RD","BATON ROUGE","LOUISIANA","70808","446110","(225) 343-4869","http://healthmart.com","RETAIL","PHARMACY","NO","BATON ROUGE","0","25501"
"POINT (-91.047790399787 30.393375128374)","65483","BRIAN HARRIS CHRYSLER JEEP","11977 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","441110",,,"AUTO","SALES","NO","PARISH","0","33675"
"POINT (-91.053475892019 30.389027152312)","36040","LITTLE HOUSE LLC","11572 CEDAR PARK AVE","BATON ROUGE","LOUISIANA","70809","512240",,,"MEDIA",,"NO","PARISH","0","39901"
"POINT (-91.17665732787 30.42693294588)","177852","THOMAS GROCERY","600 E POLK ST","BATON ROUGE","LOUISIANA","70802","445000",,,"RETAIL","CONVENIENCE STORE","YES","BATON ROUGE","0","37248"
"POINT (-91.168230627207 30.58365390791)","1913","JACKSON HEWITT TAX SERVICE","810 MAIN ST, STE A","BAKER","LOUISIANA","70714","541213",,,"PROFESSIONAL SERVICES",,"NO","BAKER","0","4472"
"POINT (-91.10325618176 30.467950103329)","34446","ELECTRICAL WORKERS LOCAL UNION 995","8181 TOM DR","BATON ROUGE","LOUISIANA","70815","813930",,,"CIVIC ORGANIZATION",,"NO","BATON ROUGE","0","3082"
"POINT (-91.08043865156 30.43037842744)","43758","B.R. AUTOPLEX","9712 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","441120",,,"AUTO","SALES","NO","BATON ROUGE","0","24801"
"POINT (-91.177723875028 30.520193864099)","22985","TOP CHOICE","1492 HARDING BLVD","BATON ROUGE","LOUISIANA","70807","453000",,,"RETAIL",,"NO","BATON ROUGE","0","37418"
"POINT (-91.057917451295 30.431297818202)","26609","CHUCK E CHEESE","11324 BOARDWALK DR","BATON ROUGE","LOUISIANA","70816","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","26527"
"POINT (-91.048974074648 30.425704639262)","180288","MORTGAGE FINANAICAL SERVICES","11940 BRICKSOME AVE, STE D","BATON ROUGE","LOUISIANA","70816",,,,"FINANCIAL INSTITUTION","MORTGAGE LENDER",,"BATON ROUGE","0","42033"
"POINT (-91.079603557802 30.431412056619)","25972","WALGREENS # 06028","9820 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","446110","225-248-1104","http://walgreens.com/","RETAIL","SNAP RETAILER","YES","BATON ROUGE","0","38063"
"POINT (-91.104635865322 30.441834575868)","153423","JEANSONNE LOUIS O MD, ASSOCIATES IN PEDIATRIC & ADOLESCENT MEDICINE","7964 GOODWOOD BLVD, STE A","BATON ROUGE","LOUISIANA","70806","621112",,,"HEALTH CARE",,"NO","BATON ROUGE","0","15243"
"POINT (-91.149111018291 30.452659919831)","178687","CRIBB'S ROOFING & SHEET METAL","523 LIVE OAK BLVD","BATON ROUGE","LOUISIANA","70806","444190",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","27152"
"POINT (-91.061494338641 30.377483357066)","91344","WOODFOREST NATIONAL BANK","10606 N MALL DR","BATON ROUGE","LOUISIANA","70809","521000",,,"FINANCIAL INSTITUTION","BANK","NO","BATON ROUGE","0","38410"
"POINT (-91.147899553284 30.451268065538)","126405","JTM GENERAL CONTRACTING","360 ROSELAWN AVE","BATON ROUGE","LOUISIANA","70806","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","32973"
"POINT (-91.156412207908 30.463142050723)","113577","BOYD'S BAKERY","1659 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802","311811",,,"FOOD ACCESS","FOOD PRODUCTION","NO","BATON ROUGE","0","1251"
"POINT (-91.043825712899 30.383309481812)","150205","ALLA'S FINE ART INC","12232 INDUSTRIPLEX BLVD, STE 29","BATON ROUGE","LOUISIANA","70809","453220",,,"RETAIL",,"NO","PARISH","0","21580"
"POINT (-91.062266662393 30.356209801308)","65452","THE LOUVER SHOP OF CENTRAL LOUISIANA","14543 COTTAGE OAK AVE","BATON ROUGE","LOUISIANA","70810","454000",,,"RETAIL",,"NO","PARISH","0","38873"
"POINT (-91.137378045303 30.416074407185)","86009","CHARLES N MALONE","4866 REVERE AVE","BATON ROUGE","LOUISIANA","70808","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","33881"
"POINT (-91.131500957271 30.444828821191)","40386","FLEUR DE LIS COCKTAIL LOUNGE, INC.","5655 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806","722000",,,"BAR/NIGHTCLUB/LOUNGE",,"YES","BATON ROUGE","0","28871"
"POINT (-91.044198812234 30.383271486705)","150202","D & W SYSTEM SALES, INC.","12232 INDUSTRIPLEX BLVD, STE 4","BATON ROUGE","LOUISIANA","70809","335314",,,"INDUSTRIAL",,"NO","PARISH","0","10140"
"POINT (-91.162732705153 30.389453163488)","29692","ROUSES MARKET  #70","600 ARLINGTON CREEK CENTRE BLVD","BATON ROUGE","LOUISIANA","70820","445000",,,"RETAIL","SNAP RETAILER","NO","BATON ROUGE","0","64577"
"POINT (-91.1129407127 30.400667881327)","28452","DERMASURGERY CENTER","7414 PICARDY AVE","BATON ROUGE","LOUISIANA","70808","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","31473"
"POINT (-91.135985833525 30.346379508314)","85459","SANTA ROSA HEIGHTS CLUBHOUSE","8602 SANTA ROSA AVE","BATON ROUGE","LOUISIANA","70810","713940",,,"RECREATION",,"NO","PARISH","0","19706"
"POINT (-91.063688381008 30.457413523191)","29177","EL RANCHO MEXICAN GRILL","10820 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","722110",,,"RESTAURANT",,"YES","BATON ROUGE","0","13431"
"POINT (-91.110819579163 30.423226035792)","134616","DOREEN ATCHISON TARAVELLA ATTY AT LAW","3033 GILBERT DR","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE","NO","BATON ROUGE","0","27921"
"POINT (-91.195412106681 30.535063761419)","99010","BROWN'S CONFIDENTIAL INVESTIGATIONS","9927 AVENUE F","BATON ROUGE","LOUISIANA","70807","561611",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","1537"
"POINT (-91.117630297876 30.469740283032)","119733","VETERAN CONRACTORS LLC","7058 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70806","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","39087"
"POINT (-91.128227459086 30.495340537994)","15167","DOROTHY'S BOUTIQUE","4824 E BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805","448190",,,"RETAIL",,"NO","BATON ROUGE","0","2881"
"POINT (-91.135564022509 30.408271902598)","52422","INLAND MARINE SERVICES LLC","1959 WOODCHASE BLVD","BATON ROUGE","LOUISIANA","70808","237000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","30396"
"POINT (-91.13274443433 30.438715714825)","26619","LOUISIANA TRAVEL PROMOTION ASSOCIATION","1165 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","813910",,,"CIVIC ORGANIZATION",,"NO","BATON ROUGE","0","5326"
"POINT (-91.179893489159 30.438543631911)","52749","LEO SERVICE MARKET & GROCERY","945 EAST BLVD","BATON ROUGE","LOUISIANA","70802","445000",,,"RETAIL","CONVENIENCE STORE","YES","BATON ROUGE","0","31803"
"POINT (-91.056181234409 30.394611171226)","42026","CABINET AND GRANITE","11059 CLOVERLAND AVE","BATON ROUGE","LOUISIANA","70809","337000",,,"INDUSTRIAL",,"NO","PARISH","0","28500"
"POINT (-91.105682053618 30.496860207185)","137731","ALISSA PHILLIPS REALTY LLC","8055 HANKS DR","BATON ROUGE","LOUISIANA","70812","531000",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","PARISH","0","34222"
"POINT (-91.055812909358 30.54292837911)","1133","JOOR ROAD VETERINARY HOSP LLC","10433 JOOR RD","CENTRAL","LOUISIANA","70818","541940",,,"PETS","VETERINARY","NO","CENTRAL","0","48679"
"POINT (-91.054134928492 30.548844462154)","192715","AUTO ZONE","11205 JOOR RD","CENTRAL","LOUISIANA","70818","441000",,,"AUTO","AUTO PARTS","NO","CENTRAL","0","40412"
"POINT (-91.050014715654 30.419723142096)","21434","UNIQUE FAMILY TIES REALTY LLC","11832 NEWCASTLE AVE","BATON ROUGE","LOUISIANA","70816","531000",,,"FINANCIAL INSTITUTION",,"NO","BATON ROUGE","0","37733"
"POINT (-91.146540019563 30.510112085967)","147124","LEGACY MEDICAL TRANSPORTATION","4303 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","488000",,,"SHIPPING",,"NO","BATON ROUGE","0","18129"
"POINT (-91.09351392438 30.447326134632)","147572","US AGENCIES","8894 AIRLINE HWY, STE F","BATON ROUGE","LOUISIANA","70806","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","12274"
"POINT (-91.114540080843 30.462137198122)","31259","ASSOCIATED TECHNOLOGIES AND MANUFACTURING INC","7284 TOM DR","BATON ROUGE","LOUISIANA","70806","339000",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","24605"
"POINT (-91.187117848092 30.432985446273)","101954","ENTERPRISE RENT A CAR 1452","1575 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","532000",,,"AUTO","RENTAL","NO","BATON ROUGE","0","28399"
"POINT (-91.08546273963 30.432624818044)","147733","MARSHALLS #225","9630 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","454000",,,"RETAIL",,"NO","BATON ROUGE","0","39002"
"POINT (-91.046604769754 30.459489850956)","5703","SURPLUS WAREHOUSE BATON ROUGE","12152 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","444000",,,"RETAIL","HOME IMPROVEMENT STORE","NO","BATON ROUGE","0","36577"
"POINT (-91.182095678783 30.446201715895)","16799","VOLUNTEERS OF AMERICA EMERGENCY SHELTER CARE-ADULT","827 AMERICA ST","BATON ROUGE","LOUISIANA","70802","624190",,,"HEALTH CARE",,"NO","BATON ROUGE","0","8670"
"POINT (-91.049998336792 30.430984113434)","181265","PRINTING TECH","11930 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","541850",,,"MERCHANT","OFFICE SUPPLY STORE","NO","BATON ROUGE","0","11069"
"POINT (-91.075329625341 30.487286231727)","19483","TOTS N TODDLERS INC","4006 PLATT DR","BATON ROUGE","LOUISIANA","70814","624000",,,"COMMUNITY RESOURCE","CHILD DAY CARE","NO","BATON ROUGE","0","37458"
"POINT (-91.05878154061 30.459245475185)","28550","WALGREENS #2996","11297 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","446110","225-272-9769","http://walgreens.com/","RETAIL","PHARMACY","YES","BATON ROUGE","0","38071"
"POINT (-91.114077950984 30.550355640215)","107493","BARTONS OF BATON ROUGE","11260 FOSTER RD","BATON ROUGE","LOUISIANA","70811","453000",,,"RETAIL",,"NO","PARISH","0","24913"
"POINT (-91.121458349983 30.650400553888)","190905","MEDCOMP TOX LLC","20203 MACHOST RD","ZACHARY","LOUISIANA","70791","621000",,,"HEALTH CARE",,"NO","ZACHARY","0","48908"
"POINT (-91.098996736474 30.463721774219)","33456","CATERING CAJUN OF LOUISIANA","1625 N AIRWAY DR","BATON ROUGE","LOUISIANA","70815","722000",,,"RESTAURANT",,"YES","BATON ROUGE","0","48110"
"POINT (-91.055695851683 30.403408495787)","173922","QUALITY GROUP, THE","11095 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","484110",,,"SHIPPING",,"NO","PARISH","0","16732"
"POINT (-91.053517137144 30.42211336207)","97348","GRESHAM & ASSOCIATES","11607 SOUTHFORK AVE","BATON ROUGE","LOUISIANA","70816","524113",,,"PROFESSIONAL SERVICES","INSURANCE","NO","PARISH","0","15533"
"POINT (-91.107945964438 30.470812204756)","28569","JACK IN THE BOX","7725 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","4465"
"POINT (-91.087580331197 30.38887693489)","39352","GAMESTOP INC  #4544","6401 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70836","453000",,,"RETAIL",,"NO","BATON ROUGE","0","38833"
"POINT (-91.13537764161 30.418583487154)","26049","BRYAN BUSH CONSTRUCTION COMPANY","3003 OLD FORGE DR","BATON ROUGE","LOUISIANA","70808","551114",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","17705"
"POINT (-91.086950838213 30.371270459833)","46389","ROBERT D HOOVER","1737 OAKDALE DR","BATON ROUGE","LOUISIANA","70810","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","35061"
"POINT (-91.098899667861 30.446147154801)","34164","FRESENIUS MEDICAL CARE","524 COLONIAL DR","BATON ROUGE","LOUISIANA","70806","621492",,,"HEALTH CARE",,"NO","BATON ROUGE","0","24791"
"POINT (-91.156463034083 30.444951402957)","120189","CUSTOM HOUSE LIMITED LLC","429 HEARTHSTONE DR","BATON ROUGE","LOUISIANA","70806","423000",,,"DISTRIBUTOR",,"NO","BATON ROUGE","0","27237"
"POINT (-91.127058037075 30.457100079635)","125329","TIMS FOOD MART","824 N ARDENWOOD DR","BATON ROUGE","LOUISIANA","70806","445110","225-356-3445",,"RETAIL","SNAP RETAILER","YES","BATON ROUGE","0","37333"
"POINT (-91.007266720844 30.42928429849)","36649","WHITE OAK ANIMAL HOSPITAL INC","2721 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","541940",,,"HEALTH CARE",,"NO","PARISH","0","38241"
"POINT (-91.059666735953 30.458231520211)","174468","BASKIN ROBBINS #1801","11222 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","24919"
"POINT (-91.083686665537 30.432631535163)","174388","SPRINT STORE","9638 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","517212",,,"MERCHANT","OFFICE SUPPLY STORE","NO","BATON ROUGE","0","26208"
"POINT (-91.050648485514 30.425575149238)","46945","KATHERINE HATCHER,LMT & CAROLINE LAMY,MEDLPC","2924 BRAKLEY DR, STE A-B","BATON ROUGE","LOUISIANA","70816","621111",,,"HEALTH CARE",,"NO","BATON ROUGE","0","32793"
"POINT (-91.083409548819 30.428053959211)","43513","NATIONAL ADVANTAGE INSURANCE AGENCY","9418 BROOKLINE AVE","BATON ROUGE","LOUISIANA","70809","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","22190"
"POINT (-91.169444958704 30.443974140845)","18189","THE MARKET","1857 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802","453000",,,"RETAIL",,"NO","BATON ROUGE","0","38520"
"POINT (-91.107044804937 30.428410065297)","46323","JUNIOR ACHIEVEMENT OF GREATER BATON ROUGE","7809 JEFFERSON HWY, STE A1","BATON ROUGE","LOUISIANA","70809","611710","225-928-7008","http://batonrouge.ja.org","COMMUNITY RESOURCE","YOUTH SERVICES","NO","BATON ROUGE","0","21747"
"POINT (-91.049002507343 30.378441716492)","36387","R JAMES TATUM INC","6920 N MERCHANT CT","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","34539"
"POINT (-91.131048221485 30.442566905403)","28873","MARGO E BOUANCHAUD INC","5744 CAPITAL HEIGHTS AVE","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL",,"NO","BATON ROUGE","0","32399"
"POINT (-91.040013128208 30.440830117564)","146270","KECIA'S KAKES","12351 ELVA DR","BATON ROUGE","LOUISIANA","70816","454000",,,"RETAIL",,"NO","BATON ROUGE","0","40809"
"POINT (-91.13415379945 30.513198883742)","101280","PALA INTERSTATE INC","5650 SUMRALL DR","BATON ROUGE","LOUISIANA","70811","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","33629"
"POINT (-91.05200884311 30.414033168741)","176284","SOUTHERN CARE","4324 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","621610",,,"HEALTH CARE",,"NO","BATON ROUGE","0","38218"
"POINT (-91.085904747502 30.475456112996)","5935","METRO INDUSTRIAL CORP.","9231 RATON AVE","BATON ROUGE","LOUISIANA","70814","238220",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","4162"
"POINT (-91.099972621707 30.398485594113)","27452","SOUTHERN HEALTH CARE CONSULTANTS INC","8338 SUMMA AVE","BATON ROUGE","LOUISIANA","70809","541918",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","7680"
"POINT (-91.134822833518 30.419987598873)","42737","RED LANE PRODUCTIONS","4919 JAMESTOWN AVE","BATON ROUGE","LOUISIANA","70808","512240",,,"MEDIA",,"NO","BATON ROUGE","0","39151"
"POINT (-91.164496992268 30.463220528932)","117946","DOUGLAS REAL ESTATE LLC","1629 N 24TH ST","BATON ROUGE","LOUISIANA","70802","531000",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","BATON ROUGE","0","27936"
"POINT (-91.04390406969 30.383501221916)","151127","TECH QUIP INC","12232 INDUSTRIPLEX BLVD, STE 31","BATON ROUGE","LOUISIANA","70809","339000",,,"INDUSTRIAL",,"NO","PARISH","0","38464"
"POINT (-91.11609748704 30.452114240766)","31896","DOLLAR TREE # 4872","7119 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","453000","225-928-8618","http://dollartree.com","DOLLAR STORE","SNAP RETAILER","NO","BATON ROUGE","0","27862"
"POINT (-91.099680417397 30.452857029661)","169401","RENT A WHEEL","8345 FLORIDA BLVD, STE A","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL",,"NO","BATON ROUGE","0","40404"
"POINT (-91.096797317367 30.411799696268)","46634","DAVID WARE & ASSOCIATES","8550 UNITED PLAZA BLVD","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","39862"
"POINT (-91.017386138519 30.4021955294)","172660","STATE FARM INSURANCE","5664 JONES CREEK RD, STE A","BATON ROUGE","LOUISIANA","70817","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","PARISH","0","7908"
"POINT (-91.080411895871 30.394371399281)","35309","ARAMARK SRVC INC- BLUE CROSS#5586","5525 REITZ AVE","BATON ROUGE","LOUISIANA","70809","454000",,,"RETAIL",,"NO","PARISH","0","36089"
"POINT (-91.188381113973 30.450033618279)","23803","AMERICAN UTILITY METALS LLC","341 3RD ST","BATON ROUGE","LOUISIANA","70801","423000",,,"DISTRIBUTOR",,"NO","BATON ROUGE","0","48234"
"POINT (-91.005150054521 30.407476675818)","40739","CLIPPER SHIP FURNITURE OUTLET","16333 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","70817","442000",,,"RETAIL","FURNITURE STORE","NO","PARISH","0","11441"
"POINT (-91.046553128726 30.436360346215)","139543","J C H PAINTING","1860 BOULEVARD DE PROVINCE","BATON ROUGE","LOUISIANA","70816","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","40389"
"POINT (-91.092633638528 30.482640001542)","147564","HARRIS ENTERPRISE","8854 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","441120",,,"AUTO","SALES","NO","BATON ROUGE","0","21793"
"POINT (-91.115244067814 30.467699747364)","20592","A & B AUTOMOTIVE","2071 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806","811111",,,"AUTO","REPAIR","NO","BATON ROUGE","0","16931"
"POINT (-91.066019440499 30.385329291443)","172564","HAIR WORLD","7014 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","453000",,,"RETAIL",,"NO","PARISH","0","29758"
"POINT (-91.184359029577 30.451441053911)","18072","MICHAEL C PALMINTIER A PROFESS","618 MAIN ST","BATON ROUGE","LOUISIANA","70801","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","32762"
"POINT (-91.079413544959 30.471675862491)","29909","PIT STOP TIRE & CAR CARE LLC","9556 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","811000",,,"AUTO","REPAIR","NO","BATON ROUGE","0","34021"
"POINT (-91.005126081541 30.476947722383)","130660","JL & SM REMODELING LLC","16546 STEPHANIE AVE","BATON ROUGE","LOUISIANA","70819","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","48660"
"POINT (-91.188379480424 30.447361567276)","150695","STROUBE'S CHOP HOUSE","107 3RD ST","BATON ROUGE","LOUISIANA","70801","722000",,,"RESTAURANT",,"YES","BATON ROUGE","0","19245"
"POINT (-91.130097920224 30.443249033632)","180637","BLOCK BUILDERS LLC","619 JEFFERSON HWY, STE G","BATON ROUGE","LOUISIANA","70806","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","25411"
"POINT (-91.008835796238 30.455584604891)","151894","PIZZA HUT 33399","930 O'NEAL LN, STE E2","BATON ROUGE","LOUISIANA","70816","722000",,,"RESTAURANT",,"NO","PARISH","0","38827"
"POINT (-91.101454630064 30.421048433416)","148783","THIRD COAST SOCCER","8312 JEFFERSON HWY, STE 1","BATON ROUGE","LOUISIANA","70809","713990",,,"RECREATION",,"NO","PARISH","0","10934"
"POINT (-91.063638650583 30.493403335865)","21802","ROBERTSON AUTOMOTIVE & FLEET REPAIR","10808 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","811000",,,"AUTO","REPAIR","NO","BATON ROUGE","0","35089"
"POINT (-91.076554020308 30.363951253808)","175856","SUNRISE SENIOR LIVING","9351 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","623110",,,"HEALTH CARE",,"NO","PARISH","0","36515"
"POINT (-91.051404718489 30.43057209067)","176025","AM PM","11768 S HARRELL'S FERRY RD, STE A","BATON ROUGE","LOUISIANA","70816","811000",,,"REPAIR",,"NO","BATON ROUGE","0","34241"
"POINT (-91.103517078192 30.399321998655)","148428","ST JOSEPH HOSPICE","5215 ESSEN LN","BATON ROUGE","LOUISIANA","70809","623110",,,"HEALTH CARE",,"NO","PARISH","0","43528"
"POINT (-91.083120795967 30.484923212622)","23764","JAZZ AUTO GLASS","9420 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","812000",,,"PERSONAL SERVICES",,"NO","BATON ROUGE","0","19540"
"POINT (-91.127239941789 30.469564487205)","139051","LOUIS LOUNGE","6347 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806","722000",,,"BAR/NIGHTCLUB/LOUNGE",,"YES","BATON ROUGE","0","32031"
"POINT (-91.182486174971 30.43642031437)","52734","SPURLOCK & SONS CO INC","765 TERRACE ST","BATON ROUGE","LOUISIANA","70802","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","36204"
"POINT (-91.061316781435 30.409853662827)","30382","SECURITY DATA BATON ROUGE","10652 ALCO AVE, STE A","BATON ROUGE","LOUISIANA","70816","453000",,,"RETAIL",,"NO","PARISH","0","35574"
"POINT (-91.087580331197 30.38887693489)","39369","THE SHOE DEPT #505","6401 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70836","448000",,,"RETAIL",,"NO","BATON ROUGE","0","38833"
"POINT (-91.071902949787 30.490485404037)","146687","CLASSIC BRIDAL AND LIMOUSINE SERVICE","10130 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","453000",,,"RETAIL",,"NO","BATON ROUGE","0","35153"
"POINT (-91.007908325517 30.456859684573)","29263","FAMILY DOLLAR STORES OF LA INC # 8831","801 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","453000","225-273-5992","http://familydollar.com","RETAIL","SNAP RETAILER","NO","PARISH","0","28660"
"POINT (-91.112244304769 30.398036369018)","43075","BATON ROUGE CLINIC AMC","7373 PERKINS RD","BATON ROUGE","LOUISIANA","70808","621000","225-769-4044","https://batonrougeclinic.com/","HEALTH CARE","PRENATAL CARE","NO","BATON ROUGE","0","24956"
"POINT (-91.206080265033 30.380367452834)","88889","SUPERFIT LLC","6124 RIVERBROOK DR","BATON ROUGE","LOUISIANA","70820","454000",,,"RETAIL",,"NO","BATON ROUGE","0","36547"
"POINT (-91.060185968243 30.48569803509)","19472","FAMILY DOLLAR STORES OF LA INC #11623","3777 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814","453000",,,"DOLLAR STORE",,"NO","BATON ROUGE","0","46788"
