"the_geom","id","church_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.154752009266 30.583875922424)","323","HARDING STREET BAPTIST CHURCH","4345 HARDING ST","BAKER","LOUISIANA","70714",,
"POINT (-90.999909022851 30.468285079769)","357","CENTRAL BAPTIST CHURCH","17017 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.051802076849 30.426820587386)","4","MOODY ADAMS EVANGELISTIC ASSN","11715 BRICKSOME AVE, STE B3","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.183426808297 30.528423974437)","548","GREATER CENTRAL BAPTIST CHURCH, THE","9012 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.176679294285 30.436152799865)","690","NEW PROSPECT MISSIONARY BAPTIST CHURCH","1174 TERRACE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.141958175145 30.457199520202)","117","HOUSE OF REFUGE FULL GOSPEL CHURCH","977 N 48TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.06399182067 30.425091116375)","168","ANTIOCH MISSIONARY BAPTIST CHURCH","2835 AUBIN LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.177927622794 30.433127713878)","695","NEW JERUSALEM BAPTIST CHURCH","1627 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.123984190474 30.472197810414)","252","GLORYLAND BAPTIST CHURCH","6745 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.067664317005 30.446188989752)","214","GOODWOOD CHURCH OF CHRIST","10715 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70815","225-272-8936","http://goodwoodchurch.org"
"POINT (-91.090824690015 30.431590597533)","686","ST. PAUL LUTHERAN CHURCH","2021 TARA BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.161655082239 30.484487875304)","208","RESURRECTION LIFE ASSEMBLY OF GOD","3884 GERONIMO ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.108805324909 30.464798037547)","623","METROPOLITAN COMMUNITY CHURCH OF BR","7747 TOM DR","BATON ROUGE","LOUISIANA","70806","225-248-0404","http://mccbr.org"
"POINT (-91.184456544974 30.44325022755)","224","WESLEY UNITED METHODIST CHURCH","544 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.144931666196 30.474579561708)","415","GOOD SHEPHERD BAPTIST CHURCH","2873 MISSION DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.077525229799 30.432125903381)","586","FIRST CHURCH OF THE NAZARENE","9955 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.072083948987 30.420677393468)","535","ISTROUMA BAPTIST CHURCH ADMIN OFFICES","10200 SAM RUSHING DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.167823510627 30.576547797432)","715","HARDING STREET BAPTIST CHURCH","250 MAIN ST","BAKER","LOUISIANA","70714",,
"POINT (-91.114999369391 30.46741203654)","653","EMMANUEL INTERNATIONAL MINISTRY","2035 WOODDALE BLVD, STE A","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.157715263007 30.394066912066)","21","KOREAN BAPTIST MISSIONARY CHURCH","264 BURGIN AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.134536924917 30.324818465307)","578","EBENEZER BAPTIST CHURCH","16891 RIVER RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.12843456141 30.502128845354)","234","EVER INCREASING LIFE MINISTRIES","6363 GREENWELL ST","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.167334230095 30.469283266578)","424","PROFESSIONAL SERVICE IND INC","2166 MONROE AVE","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.158535277714 30.479232515561)","596","CHURCH OF GOD, THE","3135 OZARK ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.12831033144 30.486870893472)","13","BELIEVERS FAITH FELLOWSHIP CHURCH","3965 E BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.199767287275 30.539205461337)","195","GREATER KING DAVID BAPTIST CHURCH","222 BLOUNT AVE","BATON ROUGE","LOUISIANA","70807","225-927-0577","http://greaterkingdavid.org/"
"POINT (-91.056644544575 30.395553165064)","446","CATHEDRAL OF DELIVERANCE WORLD OUTREACH CENTER","5810 MC CANN DR","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.026509764068 30.428815971833)","331","EPISCOPAL CHURCH OF THE HOLY SPIRIT, THE","14344 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.183177208832 30.439374057691)","701","LIBERTY CHAPEL","720 SOUTH BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.156231556002 30.472493824364)","136","CHRISTLAND CHRISTIAN COMMUNITY CHURCH","2708 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.122317381928 30.361304037162)","204","GREATER SIXTY AID BAPTIST CHURCH","655 GARDERE LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.025271001006 30.463451370482)","359","AL AZAR GROTTO","14332 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.143139085013 30.457179596252)","113","NEW JERUSALEM FAITH FELLOWSHIP","960 N 46TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.143262950003 30.489261439646)","186","GOD FIRST EVANGELISTIC MINISTRIES","4224 BEECHWOOD DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.140175291423 30.475153127445)","387","NEW GALILEE BAPTIST CHURCH","2870 N FOSTER DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.122498542935 30.458354746651)","582","WORLD LINK OF CHURCHES AND MINISTRIES","928 RODIN DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.059607781491 30.459082034292)","363","THE KINGDOM OF GOD CHRISTIAN MINI","11255 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.176875443992 30.537793906237)","520","GREATER FAITH M. B. C.","1615 PROGRESS RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.124702603414 30.471387982274)","561","CHURCH OF GOD, NTJ, THE","2552 SHELDON DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.05701113659 30.382522547691)","527","BETHANY WORLD PRAYER CENTER, SOUTH CAMPUS","10897 RIEGER RD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.165420593521 30.514329198214)","124","KING SOLOMON BAPTIST CHURCH","2612 72ND AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.160007586669 30.483443967626)","680","NEW FREEDOM BAPTIST CHURCH","2909 WINNEBAGO ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.180592551532 30.444566150775)","721","MT. ZION FIRST BAPTIST CHURCH","356 S T.J. JEMISON BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.120811976611 30.450723848418)","158","FAITH FULL GOSPEL MINISTRIES","135 ALELLO DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-90.983409363792 30.357209660387)","284","NEW LIGHT BAPTIST CHURCH","18515 HOO SHOO TOO RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.206169809844 30.569140400233)","541","GREATER MT. BETHEL BAPTIST CHURCH","13530 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.143170988918 30.501819360712)","581","CHOSEN LIFE MINISTRIES","5685 ROBERTSON AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.184230793686 30.598151558501)","59","FREEDOM LAND MISSIONARY","2635 CHAMBERLAIN AVE","BAKER","LOUISIANA","70714",,
"POINT (-91.057826889556 30.394596305271)","574","CRISTO PARA TODOS LAS NACIONES","6031 SIEGEN LN, STE F","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.166690335659 30.45328094115)","441","FRIENDSHIP CHAPEL BAPTIST CHURCH","2111 NORTH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.181947924654 30.431864756048)","160","GREATER MT. GIDEON BAPTIST CHURCH","205 ALICE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.163779123288 30.447702130662)","437","NORTH BOULEVARD MACEDONIA FULL GOSPEL MINISTRY","2342 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.175742943752 30.446418681939)","50","SHILOH BAPTIST CHURCH","185 EDDIE ROBINSON SR DR","BATON ROUGE","LOUISIANA","70802","225-388-9998",
"POINT (-91.100826083765 30.419743337386)","304","COMMUNITY BIBLE CHURCH","8354 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.170228081026 30.531256738484)","54","BEECH GROVE BAPTIST CHURCH","9455 ELM GROVE GARDEN DR","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.022040929769 30.368247029817)","149","ALL SAINTS ANGLICAN CHURCH","14141 AIRLINE HWY, STE 4Y","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.077494793193 30.348997293483)","271","WORD TABERNACLE CHURCH","13653 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.119544906994 30.45534060857)","633","ABOUNDING LOVE MINISTRIES","6947 VAN GOGH AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.064058355344 30.493172641373)","250","ONE WAY DELIVERANCE MINISTRIES","10770 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.070559416187 30.378730399345)","713","ST. GEORGE CATHOLIC CHURCH","7808 SAINT GEORGE DR","BATON ROUGE","LOUISIANA","70809",,
"POINT (-90.976969814607 30.6862890207)","467","SANDY CREEK BAPTIST CHURCH","22834 LIBERTY RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.018252064387 30.426394517592)","332","SOUTHERN DISTRICT LUTHERAN CHURCH","15160 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.156804566757 30.461794731662)","98","N 32ND ST CHURCH OF CHRIST","1414 N 32ND ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.165128836952 30.526112087629)","301","NEW BETHEL BAPTIST CHURCH","2746 JAY ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.051630226201 30.458885454632)","396","JUBILEE CHRISTIAN CENTER CHURCH","230 LITTLE JOHN DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.045415753125 30.461824812218)","371","NEW SAINTS IN CHRIST","12333 FLORIDA BLVD, STE B","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.164130694045 30.592743403413)","156","ROCK ZION BAPTIST CHURCH","1768 ALABAMA AVE","BAKER","LOUISIANA","70714",,
"POINT (-91.174098014781 30.436277991105)","689","NEW ARK BAPTIST CHURCH","1344 TERRACE ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.027998017457 30.663906865199)","524","MOUNT WADE BAPTIST CHURCH","21255 REAMES RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.063889560652 30.359403620293)","394","PRAYER CARE","1133 KNOLLHAVEN DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.150361183114 30.460633462772)","192","ROCK ZION BAPTIST CHURCH","3996 BILLOPS ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.016496203855 30.400656008402)","469","WOODLAWN BAPTIST CHURCH","5805 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.17519840054 30.515939201824)","126","FEED MY SHEEP CHURCH","1689 75TH AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.118723060877 30.456384460047)","47","THE LIFE CENTER","753 N DONMOOR AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.175431920482 30.439120853927)","51","SHILOH BAPTIST CHURCH BARGAIN CENTER","945 EDDIE ROBINSON SR DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.200748353725 30.538224708823)","55","GREATER KING DAVID BAPTIST CHURCH ANNEX BUILDING","131 ELMER AVE","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.11500341694 30.469076315627)","656","TEMPLO CRISTANO ASAMBLEAS DE DIOS","2156 WOODDALE BLVD, STE 140 B","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.13087194884 30.467555522409)","240","NEW HOPE BAPTIST CHURCH EDUCATION CENTER","5925 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.177973337985 30.446385934945)","710","GETHESAMINE BAPTIST CHURCH","1101 CHARLES T. SMITH DR","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.139243307904 30.487325585794)","515","MEMORIAL CHAPEL CHURCH OF GOD","5064 PRESCOTT RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.05078263057 30.496979937953)","247","GREENWELL SPRINGS ROAD CHURCH","11932 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.054622973055 30.546131065258)","291","ZOAR BAPTIST CHURCH","11848 HOOPER RD","CENTRAL","LOUISIANA","70818",,
"POINT (-91.134637543252 30.526539146314)","285","CAPITAL MISSIONARY BAPTIST CHURCH","5565 HOOPER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.010056305995 30.368137043094)","311","ST. LUKE BAPTIST CHURCH","16262 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-90.945351246926 30.623237064132)","237","JESUS CHRIST CHURCH ASSEMBLY","30231 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739",,
"POINT (-90.915220133789 30.710563548756)","517","CEDAR GROVE CHURCH OF GOD","19984 PRIDE-BAYWOOD RD","GREENWELL SPRINGS","LOUISIANA","70739",,
"POINT (-91.156209435907 30.458881816363)","133","MOUNT NEBO BAPTIST CHURCH","1215 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.180335912588 30.527380479508)","25","FAITH BIBLE CHURCH","1292 CARDINAL ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.145487167663 30.518288550181)","616","JORDAN UNITED METHODIST CHURCH","4619 STEARNS ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.153189790287 30.438856522614)","141","THE MED CENTER OF WEST AFRICA","1012 S ACADIAN THWY, STE 21","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.110034570071 30.465027504489)","38","HIJRAH SERVICES","1717 DALLAS DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.167334230095 30.469283266578)","423","CHILDREN IN GOD BAPTIST CHURCH","2166 MONROE AVE","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.10653750715 30.59490106876)","538","EVENING STAR BAPTIST CHURCH","16301 AL SANFORD RD","BAKER","LOUISIANA","70714",,
"POINT (-91.101023727663 30.449208770476)","154","ISLAMIC CENTER OF BATON ROUGE","285 E AIRPORT AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.138247330004 30.502640718662)","231","CALVARY LUTHERAN CHURCH","5219 GREENWELL ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.004825806339 30.360555980878)","266","GOSPEL LIGHT BAPTIST CHURCH","20440 HIGHLAND RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-90.988394152884 30.349889298724)","308","MILFORD MASONIC LODGE 117","18768 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.113304745453 30.393441506706)","534","STRAIGHT WAY MINISTRIES (CHURCHES)","1915 RYDER DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.168101931083 30.470952287509)","542","NEW FAITH CHURCH OF GOD IN FELLOWSHIP","2580 SCENIC HWY","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.181141309598 30.424887711067)","19","SWEETHOME BAPTIST CHURCH","343 W BUCHANAN ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.110034570071 30.465027504489)","35","IN HIS PRESENCE FAITH MINISTRY","1717 DALLAS DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.135431692667 30.493053055223)","343","IN JESUS NAME REFUGE MINISTRY","5474 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.163241974658 30.484542373939)","507","STRAIGHT LIFE BAPTIST CHURCH","3891 POCASSET ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.153577680455 30.455352347748)","101","NEW PILGRIM BAPTIST CHURCH","736 N 35TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.144898293572 30.453416009186)","443","MINISTRY OF RECONCILIATION CHURCH","4360 NORTH ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.110034570071 30.465027504489)","36","ONE TOUCH MINISTRY","1717 DALLAS DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.128111121804 30.49665035886)","143","JEHOVAH MINISTRY","6356 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.152140488143 30.485141954606)","418","TIMES OF REFRESHING EVANGELISTIC MINISTRIES","3745 MOHICAN ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.114999369391 30.46741203654)","654","GODS ANGELS IN THE FIELD","2035 WOODDALE BLVD, STE A","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.140491334669 30.458888462671)","384","PLAINVIEW CHURCH OF CHRIST HOLINESS","1111 N FOSTER DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.125113017845 30.356815821113)","556","HOLY TRINITY COMMUNITY BAPTIST CHURCH","1412 SEABORD DR","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.096282960419 30.462484406893)","155","FELLOWSHIP TABERNACLE","1450 AIRWAY DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.121625681417 30.366138703986)","276","ST JUDE APOSTLE SCHOOL","9150 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.122407447709 30.455219708295)","634","GOD'S BLESSING LODGING HOUSE","6673 VAN GOGH AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.132012851267 30.350346610968)","205","COMMUNITY BAPTIST CHURCH PASTOR'S RESIDENCE","2261 GENERAL JACKSON AVE","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.065239117544 30.456651390108)","449","CALVARY PRESBYTERIAN CHURCH","130 MC GEHEE DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.136628343894 30.487310550949)","512","MOUNT CARMEL BAPTIST CHURCH","5262 PRESCOTT RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.148793358146 30.490257134364)","572","NEW LIFE COMMUNITY BAPTIST CHURCH","4143 SHERWOOD ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.171553556928 30.447492559245)","440","JEHOVAH JIREH MINISTIRES","1700 NORTH BLVD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.129483793069 30.493298235404)","340","CHURCH OF LIFE BAPTIST FELLOWSHIP","6066 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.18257532265 30.525746089597)","543","CHURCH OF THE FAITH","8607 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.008775752538 30.439837219181)","664","CALVARY CHAPEL","1962 O'NEAL LN, STE B","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.17401802089 30.525546189527)","691","JORDAN STONE BAPTIST CHURCH","8523 THELMA ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.084331647476 30.414799223199)","310","JEFFERSON BAPTIST CHURCH","9135 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","225-295-2129","http://jack-and-jill.org"
"POINT (-91.122441416803 30.526329587614)","288","APOSTOLIC CHRISTIAN TEMPLE OF SANTIFICATION OUTREACH CENTER","6892 HOOPER RD","BAKER","LOUISIANA","70714",,
"POINT (-91.132478308853 30.499160707727)","337","SERENITY OF HOPE LLC","5420 ENTERPRISE ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.04872577872 30.499511501545)","244","FAITH A-G WORSHIP CENTER","12219 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.092148162462 30.442498943909)","217","HOSANNA FIRST ASSEMBLY OF GOD CHURCH","8850 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.157058963091 30.458544016759)","434","FIRST BAPTIST CHURCH OF RICHMOND PARK","3109 NEWTON ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.113807910262 30.458741339161)","398","GREATER KING DAVID BAPTIST CHURCH","911 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70806","225-927-0577","http://greaterkingdavid.org/"
"POINT (-90.989454780665 30.538327107607)","258","GREENWELL SPRINGS BAPTIST CHURCH","19421 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739",,
"POINT (-91.120666492124 30.454584823685)","631","MELROSE EAST BAPTIST MISSION","6844 VAN GOGH AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.14160811012 30.456783751973)","120","NEW GALILEE BAPTIST CHURCH","946 N 48TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.171663035676 30.455269790767)","703","NAZARENE BAPTIST CHURCH","1707 SPANISH TOWN RD","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.110174760685 30.574651105601)","605","HIGHTIME EVANGELISTIC CENTER","8160 PETTIT RD","BAKER","LOUISIANA","70714",,
"POINT (-91.127233381268 30.467206121967)","198","PLEASANT VALLEY CHURCH","6159 BLUEBERRY ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.042091049997 30.403918414266)","9","ST. PATRICK CATHOLIC CHURCH","12424 BROGDON LN","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.118825584691 30.474256272448)","242","VIETNAMESE HOPE BAPTIST CHURCH","7133 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.133693994486 30.478521358926)","676","CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS","5686 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.193144190028 30.538642668379)","173","RCA 1","10362 AVENUE D","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.024933592729 30.367298312661)","147","ALL SAINTS ANGLICAN CHURCH","14141 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.109578597796 30.536118929214)","390","CHURCH OF CHRIST","9724 FOSTER RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.165320644448 30.444613740875)","96","JEHOVAH'S WITNESS MID-CITY CONGREGATION","401 S 22ND ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.154985309363 30.430535530066)","139","CATHOLIC DIOCESE OF BATON ROUGE","1900 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.071385108837 30.451757393885)","420","BROADMOOR UNITED METHODIST CHURCH","10230 MOLLYLEA DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.186353051665 30.530872514429)","709","RICHARDSON CHAPEL OUTREACH MINISTRY","757 W.K. GORDON ST","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.139015421831 30.519819579215)","383","ANTIOCH FULL GOSPEL BAPTIST CHURCH","5247 FORD ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.167013291444 30.444998673515)","95","LIVING WORD CHURCH","360 S 21ST ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.156783577926 30.437519416142)","392","SISTERS OF ST. JOSEPH OF MEDAILLE CONVENT","3080 KLEINERT AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.147214762182 30.513828601628)","28","NEW BEACHGROVE BAPTIST CHURCH","4420 CROWN AVE","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.050022123452 30.497578989752)","241","NEW LIFE CHRISTIAN CENTER","12116 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.147411233606 30.481733451271)","641","OPEN FAITH TABERNACLE","3580 WAYNE DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.006645249511 30.379578942271)","162","COVENANT PRESBYTERIAN CHURCH","8025 ANTIOCH RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.152785079767 30.454898161007)","103","FAITH BAPTIST CHURCH","721 N 37TH ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.071094298916 30.455298701321)","372","VICTORY INTERNATIONAL MINISTRIES","10128 FLORIDA BLVD, STE B","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.183700980653 30.530992842442)","668","CHURCH OF THE LIVING GOD-PILLAR 7 GROUND OF THE TRUTH, THE","1042 ROSENWALD RD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.155961815833 30.460413987545)","130","KING OF KINGS REVIVAL MINISTRY","1402 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.1556533079 30.455931100707)","137","SECOND BAPTIST CHURCH EDUC BLDG","902 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.164631827399 30.489573247227)","571","LITTLE ROCK MISSIONARY BAPTIST CHURCH","2585 SHERWOOD ST","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.050879984799 30.425536104594)","2","CHRISTIAN FAITH CHURCH OF BATON ROUGE","2924 BRAKLEY DR, STE B6","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.035601834878 30.487775088373)","353","VICTORY HARVEST CHURCH","3953 N FLANNERY RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.061008391285 30.495162247358)","253","WHITE DOVE FELLOWSHIP","10957 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.113176797968 30.391461230882)","626","JOY OF DELIVERANCE MINISTRIES","7435 TOWN SOUTH AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.136958043382 30.516149503148)","421","GREATER ST. MICHAELS SPIRITUAL CHURCH, THE","5355 MONARCH AVE","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.165334420411 30.45106397558)","405","SACRED HEART OF JESUS CATHOLIC CHURCH","2250 MAIN ST","BATON ROUGE","LOUISIANA","70802","225-665-3600","http://sacredheartbr.com"
"POINT (-91.135137311829 30.508072378543)","447","FIRST UNITY MISSIONARY BAPTIST","6262 MC CLELLAND DR","BATON ROUGE","LOUISIANA","70812",,
"POINT (-91.1490429372 30.47104693437)","68","FAITH HOPE & LOVE WORSHIP CENTER","4055 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.160897136538 30.485361866272)","643","NEW REVELATION BAPTIST CHURCH","2864 WELLER AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.126053556842 30.450846196059)","364","ST. GARABED ARMENIAN CHURCH","6208 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.020953480194 30.378877808283)","45","ABIDING HOPE FELLOWSHIP","7935 DIRECTOR DR","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.121857574805 30.449503832259)","187","ARISE MINISTRIES","185 BELLEWOOD DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.14218236082 30.478958858745)","675","HEALING PLACE CHURCH - BATON ROUGE DREAMCENTER","4829 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.112067766075 30.39330573352)","614","BELIEVERS ASSEMBLY OF BATON ROUGE","1981 STARING LN","BATON ROUGE","LOUISIANA","70808",,
