"uniqueid","accountid","charactercode","charactercodedescription","objectcode","object","projectcode","project","fullaccount","fundcode","fund","segment2code","segment2","segment3code","segment3","segment4code","segment4","segment5code","segment5","segment6code","segment6","accountdescription","accountstatus","fiscalyear","fiscalmonth","originalbudget","revisedbudget","actual"
"2022-7-4636","4636","44","CHARGES FOR SERVICES","440002","JUDICIARY COURT COSTS",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440002-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","JUDICIARY COURT COSTS","Active","2022","2022-07-01T00:00:00.000","0","0","22790.14"
"2022-7-4063","4063","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","5100-0000-00-0000-0000-0000-000000-413000-","5100","SEWERAGE-OPERATIONS & MAINT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","4988956.04"
"2022-7-4143","4143","41","TAXES","416000","GAMING ADMISSIONS TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-416000-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","GAMING ADMISSIONS TAX","Active","2022","2022-07-01T00:00:00.000","0","0","858946.88"
"2022-7-4647","4647","44","CHARGES FOR SERVICES","440012","CTY CT-BD POST FEE FROM EBRSO",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440012-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CTY CT-BD POST FEE FROM EBRSO","Active","2022","2022-07-01T00:00:00.000","0","0","530"
"2022-7-4193","4193","41","TAXES","419500","INT/PEN-OCCUPATIONAL LIC TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419500-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-OCCUPATIONAL LIC TAX","Active","2022","2022-07-01T00:00:00.000","0","0","41445.74"
"2022-7-4203","4203","42","LICENSES AND PERMITS","422210","A/C & HEATING LICENSES",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-422210-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","A/C & HEATING LICENSES","Active","2022","2022-07-01T00:00:00.000","0","0","1775"
"2022-7-4797","4797","44","CHARGES FOR SERVICES","442502","LEASES-LAND",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442502-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","LEASES-LAND","Active","2022","2022-07-01T00:00:00.000","0","0","143602.91"
"2022-7-4173","4173","41","TAXES","419300","INT/PEN-GENERAL SALES/USE TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419300-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","49606.31"
"2022-7-51174","51174","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","3308-0000-00-0000-0000-0000-000000-461000-","3308","2020 $19M LCDA ROAD IMPR REF","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","307.62"
"2022-7-4774","4774","44","CHARGES FOR SERVICES","442303","RENTALS-OFFICE TENANTS",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442303-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","RENTALS-OFFICE TENANTS","Active","2022","2022-07-01T00:00:00.000","0","0","27982.35"
"2022-7-4135","4135","41","TAXES","414000","OCCUPANCY TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-414000-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","OCCUPANCY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","155348.72"
"2022-7-4794","4794","44","CHARGES FOR SERVICES","442411","FINGERPRINTING FEE",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442411-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FINGERPRINTING FEE","Active","2022","2022-07-01T00:00:00.000","0","0","1216"
"2022-7-4783","4783","44","CHARGES FOR SERVICES","442315","COMMISSIONS-GROUND TRANSP SRV",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442315-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMISSIONS-GROUND TRANSP SRV","Active","2022","2022-07-01T00:00:00.000","0","0","75"
"2022-7-4220","4220","42","LICENSES AND PERMITS","422510","CHAUFFEURS LICENSES",,"UNKNOWN","1000-0000-21-0000-0000-0000-000000-422510-","1000","GENERAL FUND","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CHAUFFEURS LICENSES","Active","2022","2022-07-01T00:00:00.000","0","0","135"
"2022-7-4726","4726","44","CHARGES FOR SERVICES","441507","POLICE-REIMB FOR OVERTIME",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-441507-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","POLICE-REIMB FOR OVERTIME","Active","2022","2022-07-01T00:00:00.000","0","0","21614.07"
"2022-7-4775","4775","44","CHARGES FOR SERVICES","442304","RENTALS-OTHERS",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442304-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","RENTALS-OTHERS","Active","2022","2022-07-01T00:00:00.000","0","0","27708.23"
"2022-7-4410","4410","43","INTERGOVERNMENT REV","432103","GOHSEP",,"UNKNOWN","1000-0000-22-0000-0000-0000-000000-432103-","1000","GENERAL FUND","0000","UNDEFINED","22","PUBL SAF REV-OPER GRANT/CONTR","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GOHSEP","Active","2022","2022-07-01T00:00:00.000","0","0","-111759.05"
"2022-7-4749","4749","44","CHARGES FOR SERVICES","441802","FIRE PROTECTION SERVICE CHARGE",,"UNKNOWN","2408-0000-21-0000-0000-0000-000000-441802-","2408","PRIDE FIRE PROTECTION DISTRICT","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FIRE PROTECTION SERVICE CHARGE","Active","2022","2022-07-01T00:00:00.000","0","0","128.16"
"2022-7-5114","5114","47","MISCELLANEOUS REV","472310","OIL GAS & MINERAL ROYALTIES",,"UNKNOWN","1000-0000-11-0000-0000-0000-000000-472310-","1000","GENERAL FUND","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","OIL GAS & MINERAL ROYALTIES","Active","2022","2022-07-01T00:00:00.000","0","0","5849.82"
"2022-7-4651","4651","44","CHARGES FOR SERVICES","440016","CTY CT-PUB TAG AGT SRV FEE",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440016-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CTY CT-PUB TAG AGT SRV FEE","Active","2022","2022-07-01T00:00:00.000","0","0","230"
"2022-7-4748","4748","44","CHARGES FOR SERVICES","441802","FIRE PROTECTION SERVICE CHARGE",,"UNKNOWN","2407-0000-21-0000-0000-0000-000000-441802-","2407","CHANEYVILLE FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FIRE PROTECTION SERVICE CHARGE","Active","2022","2022-07-01T00:00:00.000","0","0","128"
"2022-7-4776","4776","44","CHARGES FOR SERVICES","442305","RENTALS-CHECKPOINT AREA RENOV",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442305-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","RENTALS-CHECKPOINT AREA RENOV","Active","2022","2022-07-01T00:00:00.000","0","0","55575.83"
"2022-7-47006","47006","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2006-0000-00-0000-0000-0000-000000-411000-","2006","MENTAL HLTH & SUBST TRMNT CTR","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","166.72"
"2022-7-4655","4655","44","CHARGES FOR SERVICES","440020","CTY CT-CRIMINAL TECHNOLOGY FEE",,"UNKNOWN","2205-2000-11-0000-0000-0000-000000-440020-","2205","CITY COURT TECHNOLOGY FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CTY CT-CRIMINAL TECHNOLOGY FEE","Active","2022","2022-07-01T00:00:00.000","0","0","160"
"2022-7-4666","4666","44","CHARGES FOR SERVICES","440105","EVIDENCE TESTING",,"UNKNOWN","2210-0000-11-0000-0000-0000-000000-440105-","2210","CITY CONSTABLE COURT COSTS FD","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","EVIDENCE TESTING","Active","2022","2022-07-01T00:00:00.000","0","0","615"
"2022-7-43472","43472","41","TAXES","419110","INT/PEN-GENERAL PROPERTY TAX",,"UNKNOWN","2005-0000-00-0000-0000-0000-000000-419110-","2005","EBRP COUNCIL ON AGING","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","1472.62"
"2022-7-4638","4638","44","CHARGES FOR SERVICES","440003","CITY COURT SCHOOL FEES",,"UNKNOWN","1000-2000-11-0000-0000-0000-000000-440003-","1000","GENERAL FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY COURT SCHOOL FEES","Active","2022","2022-07-01T00:00:00.000","0","0","3870"
"2022-7-4195","4195","41","TAXES","419600","INT/PEN-INSURANCE PREMIUM TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419600-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-INSURANCE PREMIUM TAX","Active","2022","2022-07-01T00:00:00.000","0","0","174.81"
"2022-7-5138","5138","47","MISCELLANEOUS REV","474200","CONTINGENT RECEIPTS",,"UNKNOWN","2002-0000-61-0000-0000-0000-000000-474200-","2002","LIBRARY BOARD OF CONTROL","0000","UNDEFINED","61","C&R REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONTINGENT RECEIPTS","Active","2022","2022-07-01T00:00:00.000","0","0","1332.97"
"2022-7-4026","4026","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2002-0000-00-0000-0000-0000-000000-411000-","2002","LIBRARY BOARD OF CONTROL","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","5350.12"
"2022-7-4719","4719","44","CHARGES FOR SERVICES","441501","SALE OF REPORTS AND PHOTOS",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-441501-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","SALE OF REPORTS AND PHOTOS","Active","2022","2022-07-01T00:00:00.000","0","0","21851.5"
"2022-7-4784","4784","44","CHARGES FOR SERVICES","442316","COMMISSIONS-GIFT SHOP",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442316-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMISSIONS-GIFT SHOP","Active","2022","2022-07-01T00:00:00.000","0","0","10166.67"
"2022-7-5245","5245","47","MISCELLANEOUS REV","477200","PW MISCELLANEOUS REVENUES",,"UNKNOWN","1000-7600-11-0000-0000-0000-000000-477200-","1000","GENERAL FUND","7600","MAINTENANCE","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","PW MISCELLANEOUS REVENUES","Active","2022","2022-07-01T00:00:00.000","0","0","37.93"
"2022-7-4099","4099","41","TAXES","413020","GENERAL SALES/USE TAX-CENTRAL",,"UNKNOWN","2340-0000-00-0000-0000-0000-000000-413020-","2340","PARISH STREET MAINTENANCE FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX-CENTRAL","Active","2022","2022-07-01T00:00:00.000","0","0","157122.47"
"2022-7-4029","4029","41","TAXES","411000","GENERAL PROPERTY TAX",,"UNKNOWN","2310-0000-00-0000-0000-0000-000000-411000-","2310","CONSOLIDATED ROAD LIGHTING FD","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL PROPERTY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","44.91"
"2022-7-4196","4196","41","TAXES","419600","INT/PEN-INSURANCE PREMIUM TAX",,"UNKNOWN","1000-0000-00-0000-0000-9002-000000-419600-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9002","PARISH REVENUES","INT/PEN-INSURANCE PREMIUM TAX","Active","2022","2022-07-01T00:00:00.000","0","0","313.19"
"2022-7-4190","4190","41","TAXES","419400","INT/PEN-OCCUPANCY TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-419400-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","INT/PEN-OCCUPANCY TAX","Active","2022","2022-07-01T00:00:00.000","0","0","284.51"
"2022-7-4224","4224","42","LICENSES AND PERMITS","423220","ELECTRICAL PERMITS",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-423220-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","ELECTRICAL PERMITS","Active","2022","2022-07-01T00:00:00.000","0","0","82512"
"2022-7-4751","4751","44","CHARGES FOR SERVICES","441810","CRIME PREVENTION DISTRICT FEES",,"UNKNOWN","8101-0000-21-0000-0000-0000-000000-441810-","8101","SOUTH BURBANK CRIME PREV DIST","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CRIME PREVENTION DISTRICT FEES","Active","2022","2022-07-01T00:00:00.000","0","0","243.37"
"2022-7-4181","4181","41","TAXES","419300","INT/PEN-GENERAL SALES/USE TAX",,"UNKNOWN","5100-0000-00-0000-0000-0000-000000-419300-","5100","SEWERAGE-OPERATIONS & MAINT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INT/PEN-GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","17340.68"
"2022-7-4782","4782","44","CHARGES FOR SERVICES","442313","COMMISSIONS-BAIL BONDING",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442313-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","COMMISSIONS-BAIL BONDING","Active","2022","2022-07-01T00:00:00.000","0","0","7267"
"2022-7-4770","4770","44","CHARGES FOR SERVICES","442202","RENTALS-CARGO BUILDING",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442202-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","RENTALS-CARGO BUILDING","Active","2022","2022-07-01T00:00:00.000","0","0","28531.25"
"2022-7-4993","4993","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","8108-0000-00-0000-0000-0000-000000-461000-","8108","PARK FOREST EAST CIME PRV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","4.43"
"2022-7-4746","4746","44","CHARGES FOR SERVICES","441802","FIRE PROTECTION SERVICE CHARGE",,"UNKNOWN","2401-0000-21-0000-0000-0000-000000-441802-","2401","DISTRICT ONE FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FIRE PROTECTION SERVICE CHARGE","Active","2022","2022-07-01T00:00:00.000","0","0","158.77"
"2022-7-53730","53730","41","TAXES","413500","TIF DISTRICT TAX",,"UNKNOWN","2105-0000-00-0000-0000-0000-000000-413500-","2105","HARVESTON ECON DEV DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","TIF DISTRICT TAX","Active","2022","2022-07-01T00:00:00.000","0","0","141.87"
"2022-7-4901","4901","45","FINES AND FORFEITS","452000","FEDERAL FORFEITED FDS-JUSTICE",,"UNKNOWN","2051-0000-21-0000-0000-0000-000000-452000-","2051","FEDERAL FORFEITED PROPERTY","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FEDERAL FORFEITED FDS-JUSTICE","Active","2022","2022-07-01T00:00:00.000","0","0","23770.5"
"2022-7-4745","4745","44","CHARGES FOR SERVICES","441705","19TH JDC CORONER OPER CC",,"UNKNOWN","1000-3300-21-0000-0000-0000-000000-441705-","1000","GENERAL FUND","3300","CORONER","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","19TH JDC CORONER OPER CC","Active","2022","2022-07-01T00:00:00.000","0","0","384.61"
"2022-7-4890","4890","45","FINES AND FORFEITS","450120","CITY COURT TRAFFIC FINES",,"UNKNOWN","1000-0000-11-0000-0000-0000-000000-450120-","1000","GENERAL FUND","0000","UNDEFINED","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY COURT TRAFFIC FINES","Active","2022","2022-07-01T00:00:00.000","0","0","45130.87"
"2022-7-4702","4702","44","CHARGES FOR SERVICES","440602","BOARD OF ADJUSTMENT FEES",,"UNKNOWN","1000-7300-11-0000-0000-0000-000000-440602-","1000","GENERAL FUND","7300","DEVELOPMENT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","BOARD OF ADJUSTMENT FEES","Active","2022","2022-07-01T00:00:00.000","0","0","560"
"2022-7-4674","4674","44","CHARGES FOR SERVICES","440300","TECHNOLOGY SERVICES",,"UNKNOWN","1000-4400-11-0000-0000-0000-000000-440300-","1000","GENERAL FUND","4400","INFORMATION SERVICES","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","TECHNOLOGY SERVICES","Active","2022","2022-07-01T00:00:00.000","0","0","6260"
"2022-7-4701","4701","44","CHARGES FOR SERVICES","440601","ONLINE PERMITTING TECH FEES",,"UNKNOWN","1000-7300-11-0000-0000-0000-000000-440601-","1000","GENERAL FUND","7300","DEVELOPMENT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","ONLINE PERMITTING TECH FEES","Active","2022","2022-07-01T00:00:00.000","0","0","17805"
"2022-7-4205","4205","42","LICENSES AND PERMITS","422240","PLUMBERS LICENSES",,"UNKNOWN","1000-7300-21-0000-0000-0000-000000-422240-","1000","GENERAL FUND","7300","DEVELOPMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","PLUMBERS LICENSES","Active","2022","2022-07-01T00:00:00.000","0","0","1120"
"2022-7-4524","4524","43","INTERGOVERNMENT REV","433810","PARISH TRANSPORTATION-ROAD",,"UNKNOWN","2320-0000-32-0000-0000-0000-000000-433810-","2320","PARISH TRANSPORTATION FUND","0000","UNDEFINED","32","TRANS REV-OPER GRANT/CONTRIB","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","PARISH TRANSPORTATION-ROAD","Active","2022","2022-07-01T00:00:00.000","0","0","193658.45"
"2022-7-45896","45896","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","3104-0000-00-0000-0000-0000-000000-461000-","3104","2018 CITY STRB","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-07-01T00:00:00.000","0","0","765.15"
"2022-7-46762","46762","44","CHARGES FOR SERVICES","446104","CHANEYVILLE COMM CTR PROG INC",,"UNKNOWN","1000-0100-71-0171-0101-0000-000000-446104-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","71","C&D REV-CHARGES FOR SERV","0171","CHANEYVILLE COMMUNITY CENTER","0101","COUNCIL DISTRICT 1","0000","UNDEFINED","CHANEYVILLE COMM CTR PROG INC","Active","2022","2022-07-01T00:00:00.000","0","0","1650"
"2022-7-4646","4646","44","CHARGES FOR SERVICES","440011","CITY COURT TRAFFIC FEES",,"UNKNOWN","2203-2000-11-0000-0000-0000-000000-440011-","2203","CITY COURT JUDICIAL BLDG FUND","2000","CITY COURT","11","GEN GOVT REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CITY COURT TRAFFIC FEES","Active","2022","2022-07-01T00:00:00.000","0","0","7307"
"2022-7-55877","55877","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","8705-0000-00-0000-0000-0000-000000-413000-","8705","CORTANA CORRIDOR ECON DEV DIST","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","95680.61"
"2022-7-45895","45895","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","3104-0000-00-0000-0000-0000-000000-413000-","3104","2018 CITY STRB","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","127227"
"2022-7-5247","5247","47","MISCELLANEOUS REV","477510","CONFISCATED FUNDS-POLICE",,"UNKNOWN","1000-5000-21-0000-0000-0000-000000-477510-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONFISCATED FUNDS-POLICE","Active","2022","2022-07-01T00:00:00.000","0","0","7804.75"
"2022-7-4518","4518","43","INTERGOVERNMENT REV","433200","INSURANCE COMPANIES TAX",,"UNKNOWN","2409-0000-00-0000-0000-0000-000000-433200-","2409","ALSEN FIRE PROTECTION DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INSURANCE COMPANIES TAX","Active","2022","2022-07-01T00:00:00.000","0","0","8645.34"
"2022-7-4040","4040","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","1000-0000-00-0000-0000-9001-000000-413000-","1000","GENERAL FUND","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","9001","CITY REVENUES","GENERAL SALES/USE TAX","Active","2022","2022-07-01T00:00:00.000","0","0","11275118.57"
"2022-7-5164","5164","47","MISCELLANEOUS REV","474200","CONTINGENT RECEIPTS",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-474200-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","CONTINGENT RECEIPTS","Active","2022","2022-07-01T00:00:00.000","0","0","17.87"
"2022-6-4930","4930","46","INTEREST","461000","INTEREST EARNINGS",,"UNKNOWN","2407-0000-21-0000-0000-0000-000000-461000-","2407","CHANEYVILLE FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","INTEREST EARNINGS","Active","2022","2022-06-01T00:00:00.000","0","0","6.13"
"2022-6-4748","4748","44","CHARGES FOR SERVICES","441802","FIRE PROTECTION SERVICE CHARGE",,"UNKNOWN","2407-0000-21-0000-0000-0000-000000-441802-","2407","CHANEYVILLE FIRE PROTECTION","0000","UNDEFINED","21","PUBL SAF REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","FIRE PROTECTION SERVICE CHARGE","Active","2022","2022-06-01T00:00:00.000","0","0","128.32"
"2022-6-4795","4795","44","CHARGES FOR SERVICES","442501","RENTALS-BUILDINGS",,"UNKNOWN","5810-0000-31-0000-0000-0000-000000-442501-","5810","AIRPORT OPERATIONS FUND","0000","UNDEFINED","31","TRANS REV-CHARGES FOR SERV","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","RENTALS-BUILDINGS","Active","2022","2022-06-01T00:00:00.000","0","0","65278.64"
"2022-6-4067","4067","41","TAXES","413000","GENERAL SALES/USE TAX",,"UNKNOWN","8703-0000-00-0000-0000-0000-000000-413000-","8703","EBRATS BUILDING TIF DISTRICT","0000","UNDEFINED","00","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","0000","UNDEFINED","GENERAL SALES/USE TAX","Active","2022","2022-06-01T00:00:00.000","0","0","517.45"
