"monthenddate","majorgroup","majoroccupationalgrouptitle","claimants"
"2019-10-31T00:00:00.000","47-0000","Construction and Extraction","1289"
"2019-10-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","518"
"2019-10-31T00:00:00.000","51-0000","Production","2782"
"2019-10-31T00:00:00.000","53-0000","Transportation and Material Moving","1036"
"2019-10-31T00:00:00.000","55-0000","Military Specific","5"
"2019-10-31T00:00:00.000","INA","Information Not Available","190"
"2019-09-30T00:00:00.000","11-0000","Management","1340"
"2019-09-30T00:00:00.000","13-0000","Business and Financial Operations","572"
"2019-09-30T00:00:00.000","15-0000","Computer and Mathematical","275"
"2019-09-30T00:00:00.000","17-0000","Architecture and Engineering","146"
"2019-09-30T00:00:00.000","19-0000","Life, Physical, and Social Science","115"
"2019-09-30T00:00:00.000","21-0000","Community and Social Service","156"
"2019-09-30T00:00:00.000","23-0000","Legal","32"
"2019-09-30T00:00:00.000","25-0000","Educational Instruction and Library","121"
"2019-09-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","150"
"2019-09-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","266"
"2019-09-30T00:00:00.000","31-0000","Healthcare Support","264"
"2019-09-30T00:00:00.000","33-0000","Protective Service","76"
"2019-09-30T00:00:00.000","35-0000","Food Preparation and Serving Related","461"
"2019-09-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","253"
"2019-09-30T00:00:00.000","39-0000","Personal Care and Service","112"
"2019-09-30T00:00:00.000","41-0000","Sales and Related","687"
"2019-09-30T00:00:00.000","43-0000","Office and Administrative Support","1615"
"2019-09-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","79"
"2019-09-30T00:00:00.000","47-0000","Construction and Extraction","1179"
"2019-09-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","494"
"2019-09-30T00:00:00.000","51-0000","Production","2541"
"2019-09-30T00:00:00.000","53-0000","Transportation and Material Moving","959"
"2019-09-30T00:00:00.000","55-0000","Military Specific","5"
"2019-09-30T00:00:00.000","INA","Information Not Available","182"
"2019-08-31T00:00:00.000","11-0000","Management","1398"
"2019-08-31T00:00:00.000","13-0000","Business and Financial Operations","627"
"2019-08-31T00:00:00.000","15-0000","Computer and Mathematical","279"
"2019-08-31T00:00:00.000","17-0000","Architecture and Engineering","170"
"2019-08-31T00:00:00.000","19-0000","Life, Physical, and Social Science","146"
"2019-08-31T00:00:00.000","21-0000","Community and Social Service","219"
"2019-08-31T00:00:00.000","23-0000","Legal","38"
"2019-08-31T00:00:00.000","25-0000","Educational Instruction and Library","446"
"2019-08-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","166"
"2019-08-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","281"
"2019-08-31T00:00:00.000","31-0000","Healthcare Support","287"
"2019-08-31T00:00:00.000","33-0000","Protective Service","105"
"2019-08-31T00:00:00.000","35-0000","Food Preparation and Serving Related","939"
"2019-08-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","274"
"2019-08-31T00:00:00.000","39-0000","Personal Care and Service","143"
"2019-08-31T00:00:00.000","41-0000","Sales and Related","821"
"2019-08-31T00:00:00.000","43-0000","Office and Administrative Support","1728"
"2019-08-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","93"
"2019-08-31T00:00:00.000","47-0000","Construction and Extraction","976"
"2019-08-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","534"
"2019-08-31T00:00:00.000","51-0000","Production","2914"
"2019-08-31T00:00:00.000","53-0000","Transportation and Material Moving","1717"
"2019-08-31T00:00:00.000","55-0000","Military Specific","5"
"2019-08-31T00:00:00.000","INA","Information Not Available","222"
"2019-07-31T00:00:00.000","11-0000","Management","1523"
"2019-07-31T00:00:00.000","13-0000","Business and Financial Operations","654"
"2019-07-31T00:00:00.000","15-0000","Computer and Mathematical","280"
"2019-07-31T00:00:00.000","17-0000","Architecture and Engineering","180"
"2019-07-31T00:00:00.000","19-0000","Life, Physical, and Social Science","121"
"2019-07-31T00:00:00.000","21-0000","Community and Social Service","208"
"2019-07-31T00:00:00.000","23-0000","Legal","36"
"2019-07-31T00:00:00.000","25-0000","Educational Instruction and Library","582"
"2019-07-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","184"
"2019-07-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","285"
"2019-07-31T00:00:00.000","31-0000","Healthcare Support","287"
"2019-07-31T00:00:00.000","33-0000","Protective Service","109"
"2019-07-31T00:00:00.000","35-0000","Food Preparation and Serving Related","1128"
"2019-07-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","291"
"2019-07-31T00:00:00.000","39-0000","Personal Care and Service","152"
"2019-07-31T00:00:00.000","41-0000","Sales and Related","862"
"2019-07-31T00:00:00.000","43-0000","Office and Administrative Support","1728"
"2019-07-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","85"
"2019-07-31T00:00:00.000","47-0000","Construction and Extraction","1083"
"2019-07-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","534"
"2019-07-31T00:00:00.000","51-0000","Production","2801"
"2019-07-31T00:00:00.000","53-0000","Transportation and Material Moving","1644"
"2019-07-31T00:00:00.000","55-0000","Military Specific","4"
"2019-07-31T00:00:00.000","INA","Information Not Available","248"
"2019-06-30T00:00:00.000","11-0000","Management","1470"
"2019-06-30T00:00:00.000","13-0000","Business and Financial Operations","593"
"2019-06-30T00:00:00.000","15-0000","Computer and Mathematical","249"
"2019-06-30T00:00:00.000","17-0000","Architecture and Engineering","149"
"2019-06-30T00:00:00.000","19-0000","Life, Physical, and Social Science","116"
"2019-06-30T00:00:00.000","21-0000","Community and Social Service","147"
"2019-06-30T00:00:00.000","23-0000","Legal","36"
"2019-06-30T00:00:00.000","25-0000","Educational Instruction and Library","482"
"2019-06-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","191"
"2019-06-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","272"
"2019-06-30T00:00:00.000","31-0000","Healthcare Support","269"
"2019-06-30T00:00:00.000","33-0000","Protective Service","105"
"2019-06-30T00:00:00.000","35-0000","Food Preparation and Serving Related","1080"
"2019-06-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","277"
"2019-06-30T00:00:00.000","39-0000","Personal Care and Service","136"
"2019-06-30T00:00:00.000","41-0000","Sales and Related","842"
"2019-06-30T00:00:00.000","43-0000","Office and Administrative Support","1712"
"2019-06-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","85"
"2019-06-30T00:00:00.000","47-0000","Construction and Extraction","1627"
"2019-06-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","516"
"2019-06-30T00:00:00.000","51-0000","Production","2250"
"2019-06-30T00:00:00.000","53-0000","Transportation and Material Moving","1530"
"2019-06-30T00:00:00.000","55-0000","Military Specific","2"
"2019-06-30T00:00:00.000","INA","Information Not Available","219"
"2019-05-31T00:00:00.000","11-0000","Management","1453"
"2019-05-31T00:00:00.000","13-0000","Business and Financial Operations","549"
"2019-05-31T00:00:00.000","15-0000","Computer and Mathematical","241"
"2019-05-31T00:00:00.000","17-0000","Architecture and Engineering","138"
"2019-05-31T00:00:00.000","19-0000","Life, Physical, and Social Science","126"
"2019-05-31T00:00:00.000","21-0000","Community and Social Service","126"
"2019-05-31T00:00:00.000","23-0000","Legal","42"
"2019-05-31T00:00:00.000","25-0000","Educational Instruction and Library","105"
"2019-05-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","178"
"2019-05-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","270"
"2019-05-31T00:00:00.000","31-0000","Healthcare Support","261"
"2019-05-31T00:00:00.000","33-0000","Protective Service","78"
"2019-05-31T00:00:00.000","35-0000","Food Preparation and Serving Related","741"
"2019-05-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","308"
"2019-05-31T00:00:00.000","39-0000","Personal Care and Service","134"
"2019-05-31T00:00:00.000","41-0000","Sales and Related","776"
"2019-05-31T00:00:00.000","43-0000","Office and Administrative Support","1653"
"2019-05-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","99"
"2019-05-31T00:00:00.000","47-0000","Construction and Extraction","2281"
"2019-05-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","525"
"2019-05-31T00:00:00.000","51-0000","Production","2327"
"2019-05-31T00:00:00.000","53-0000","Transportation and Material Moving","1203"
"2019-05-31T00:00:00.000","55-0000","Military Specific","3"
"2019-05-31T00:00:00.000","INA","Information Not Available","219"
"2019-04-30T00:00:00.000","11-0000","Management","1616"
"2019-04-30T00:00:00.000","13-0000","Business and Financial Operations","409"
"2019-04-30T00:00:00.000","15-0000","Computer and Mathematical","223"
"2019-04-30T00:00:00.000","17-0000","Architecture and Engineering","176"
"2019-04-30T00:00:00.000","19-0000","Life, Physical, and Social Science","142"
"2019-04-30T00:00:00.000","21-0000","Community and Social Service","107"
"2019-04-30T00:00:00.000","23-0000","Legal","43"
"2019-04-30T00:00:00.000","25-0000","Educational Instruction and Library","101"
"2019-04-30T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","190"
"2019-04-30T00:00:00.000","29-0000","Healthcare Practitioners and Technical","285"
"2019-04-30T00:00:00.000","31-0000","Healthcare Support","257"
"2019-04-30T00:00:00.000","33-0000","Protective Service","87"
"2019-04-30T00:00:00.000","35-0000","Food Preparation and Serving Related","539"
"2019-04-30T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","762"
"2019-04-30T00:00:00.000","39-0000","Personal Care and Service","143"
"2019-04-30T00:00:00.000","41-0000","Sales and Related","788"
"2019-04-30T00:00:00.000","43-0000","Office and Administrative Support","1736"
"2019-04-30T00:00:00.000","45-0000","Farming, Fishing, and Forestry","157"
"2019-04-30T00:00:00.000","47-0000","Construction and Extraction","5045"
"2019-04-30T00:00:00.000","49-0000","Installation, Maintenance, and Repair","676"
"2019-04-30T00:00:00.000","51-0000","Production","2540"
"2019-04-30T00:00:00.000","53-0000","Transportation and Material Moving","2546"
"2019-04-30T00:00:00.000","55-0000","Military Specific","2"
"2019-04-30T00:00:00.000","INA","Information Not Available","305"
"2019-03-31T00:00:00.000","11-0000","Management","2072"
"2019-03-31T00:00:00.000","13-0000","Business and Financial Operations","456"
"2019-03-31T00:00:00.000","15-0000","Computer and Mathematical","254"
"2019-03-31T00:00:00.000","17-0000","Architecture and Engineering","243"
"2019-03-31T00:00:00.000","19-0000","Life, Physical, and Social Science","177"
"2019-03-31T00:00:00.000","21-0000","Community and Social Service","121"
"2019-03-31T00:00:00.000","23-0000","Legal","43"
"2019-03-31T00:00:00.000","25-0000","Educational Instruction and Library","107"
"2019-03-31T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","207"
"2019-03-31T00:00:00.000","29-0000","Healthcare Practitioners and Technical","285"
"2019-03-31T00:00:00.000","31-0000","Healthcare Support","251"
"2019-03-31T00:00:00.000","33-0000","Protective Service","117"
"2019-03-31T00:00:00.000","35-0000","Food Preparation and Serving Related","615"
"2019-03-31T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","1925"
"2019-03-31T00:00:00.000","39-0000","Personal Care and Service","179"
"2019-03-31T00:00:00.000","41-0000","Sales and Related","866"
"2019-03-31T00:00:00.000","43-0000","Office and Administrative Support","1943"
"2019-03-31T00:00:00.000","45-0000","Farming, Fishing, and Forestry","289"
"2019-03-31T00:00:00.000","47-0000","Construction and Extraction","10465"
"2019-03-31T00:00:00.000","49-0000","Installation, Maintenance, and Repair","967"
"2019-03-31T00:00:00.000","51-0000","Production","2740"
"2019-03-31T00:00:00.000","53-0000","Transportation and Material Moving","4901"
"2019-03-31T00:00:00.000","55-0000","Military Specific","5"
"2019-03-31T00:00:00.000","INA","Information Not Available","386"
"2019-02-28T00:00:00.000","11-0000","Management","2199"
"2019-02-28T00:00:00.000","13-0000","Business and Financial Operations","479"
"2019-02-28T00:00:00.000","15-0000","Computer and Mathematical","261"
"2019-02-28T00:00:00.000","17-0000","Architecture and Engineering","263"
"2019-02-28T00:00:00.000","19-0000","Life, Physical, and Social Science","177"
"2019-02-28T00:00:00.000","21-0000","Community and Social Service","113"
"2019-02-28T00:00:00.000","23-0000","Legal","36"
"2019-02-28T00:00:00.000","25-0000","Educational Instruction and Library","97"
"2019-02-28T00:00:00.000","27-0000","Arts, Design, Entertainment, Sports, and Media","222"
"2019-02-28T00:00:00.000","29-0000","Healthcare Practitioners and Technical","282"
"2019-02-28T00:00:00.000","31-0000","Healthcare Support","271"
"2019-02-28T00:00:00.000","33-0000","Protective Service","119"
"2019-02-28T00:00:00.000","35-0000","Food Preparation and Serving Related","596"
"2019-02-28T00:00:00.000","37-0000","Building and Grounds Cleaning and Maintenance","2227"
"2019-02-28T00:00:00.000","39-0000","Personal Care and Service","198"
"2019-02-28T00:00:00.000","41-0000","Sales and Related","957"
