"company_name","form_numbers","effective_date","approved","type_of_product","proposed","increase"
"State Farm Mutual Automobile Insurance Company","97032 et al","2007-09-01T00:00:00.000","Yes","Hospital Surgical","0.052","0.052"
"Pekin Life Insurance Company","H21","2007-05-01T00:00:00.000","Yes","Major Medical","0.1","0.08"
"Prudential Insurance Company of America","Prumed83","2007-07-17T00:00:00.000","Yes","Major Medical","0.28","0.18"
"Pekin Life Insurance Company","H29","2007-05-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Pekin Life Insurance Company","H30","2007-05-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Pekin Life Insurance Company","H38 IA","2007-05-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Pekin Life Insurance Company","H39 IA","2007-05-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Prudential Insurance Company of America","CHIP 34500C","2007-05-01T00:00:00.000","Yes","Major Medical","0.08","0.08"
"Physicians Mutual Insurance Company","R359","2007-05-01T00:00:00.000","Yes","Hospital Surgical","1.8","0.9"
"Mutual of Omaha Insurance Company","100 VB/F, H215,  et al","2007-05-01T00:00:00.000","Yes","Hospital Surgical","0.5","0.35"
"National Financial Insurance Company","K5388 et al","2007-04-01T00:00:00.000","Yes","Hospital Surgical","0.35","0.2"
"American Insurance Company of Texas","N277","2007-04-01T00:00:00.000","Yes","Hospital Surgical","0.35","0.2"
"American Family Mutual Insurance Company","H-235(IA)","2007-06-01T00:00:00.000","Yes","Major Medical","0.29","0.29"
"American Family Mutual Insurance Company","H-28","2007-07-01T00:00:00.000","Yes","Major Medical","0.35","0.25"
"American Family Mutual Insurance Company","H-292(IA), H-290(IA)","2007-06-01T00:00:00.000","Yes","Major Medical","0.14","0.14"
"American Family Mutual Insurance Company","H-400(IA)","2007-06-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Family Mutual Insurance Company","H-425(IA)","2007-06-01T00:00:00.000","Yes","Major Medical","0.29","0.29"
"American Family Mutual Insurance Company","H-600(IA) HDHP","2007-06-01T00:00:00.000","Yes","Major Medical","0.14","0.14"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2007-04-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2007-05-01T00:00:00.000","Yes","Major Medical","0.25","0.25"
"American Community Mutual Insurance Company","Form ICDHP-BSP","2007-03-01T00:00:00.000","Yes","Major Medical","-0.1","-0.1"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2007-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2007-04-01T00:00:00.000","Yes","Major Medical","0.056","0.056"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 4/96 - 1/01 Pool III","2007-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - Pre 4/96 Products","2007-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","DPStandard CMM 4/96 et al","2007-04-01T00:00:00.000","Yes","Major Medical","0.04","0.04"
"Trustmark Insurance Company","IASTD/I and IABASIC/I","2007-04-01T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American Republic Insurance Company","A-3317 & A-3318","2007-04-01T00:00:00.000","Yes","Major Medical","0.207","0.207"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2007-04-01T00:00:00.000","Yes","Major Medical","0.14","0.14"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2007-04-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2007-04-01T00:00:00.000","Yes","Major Medical","0.26","0.26"
"Thrivent Financial for Lutherans","AMA, BMM, DMM, EMM","2007-04-01T00:00:00.000","Yes","Major Medical","0.5","0.3"
"Golden Rule Insurance Company","GRI-HC-1, GRI-HC-1.1","2007-04-15T00:00:00.000","Yes","Major Medical","0.12","0.12"
"Golden Rule Insurance Company","GRI-H-1.2, GRI-H-8 et al","2007-02-01T00:00:00.000","Yes","Major Medical","0.12","0.08"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","HSG/OR","2007-02-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.25"
"American Community Mutual Insurance Company","PMED (Medalist)","2007-03-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Pekin Life Insurance Company","H41 IA (Rev. 11-05) (new business only)","2007-01-01T00:00:00.000","Yes","Major Medical","-0.15","-0.15"
"Continental General Insurance Company (FKA United Teacher)","4000, 708, 951, P1-51833","2007-01-24T00:00:00.000","Yes","Major Medical","0.15","0.15"
"AXA Equitable Life Insurance Company","CBM 122","2007-01-01T00:00:00.000","Yes","Major Medical","0.11","0.0"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2007-02-14T00:00:00.000","Yes","Major Medical","0.3","0.25"
"AXA Equitable Life Insurance Company","LMM (AS 102-MM)","2007-01-01T00:00:00.000","Yes","Major Medical","0.2","0.151"
"Genworth Life and Annuity Insurance Company [FedHome]","NAC-9948","2006-12-01T00:00:00.000","Yes","Major Medical","0.39","0.22"
"Companion Life Insurance Company","CLI CH 3000 et al -- This filing involved reducing the age 50 and age 60 rates by 4% and 10% respectively for competitive reasons.","2007-01-01T00:00:00.000","Yes","Major Medical",,
"Companion Life Insurance Company","INDV.BP IA 0204 et al -- This rate filing is required by the statute so that the proper relationship is maintained between the carrier's lowest priced block of business and the B&S plans.","2007-01-01T00:00:00.000","Yes","Major Medical",,
"American Republic Ins. Co. -- formerly World Ins. Co.","A3601-A3606","2006-12-01T00:00:00.000","Yes","Major Medical","0.15","0.12"
"American Family Mutual Insurance Company","AH-14 (IA)","2007-01-15T00:00:00.000","Yes","Major Medical","0.39","0.3"
"Physicians Mutual Insurance Company","P600","2007-04-01T00:00:00.000","Yes","Hospital Surgical","0.48","0.4"
"Globe Life and Accident Insurance Company","H-6, PR-20, HSEP, et al","2006-11-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2007-01-01T00:00:00.000","Yes","Major Medical","0.058","0.049"
"American Community Mutual Insurance Company","PMED (Medalist)","2006-12-01T00:00:00.000","Yes","Major Medical","-0.18","-0.18"
"United American Insurance Company","HS1","2006-12-22T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Golden Rule Insurance Company","GR-106","2006-10-01T00:00:00.000","Yes","Major Medical","0.15","0.05"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2006-12-01T00:00:00.000","Yes","Major Medical","0.3","0.3"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2006-10-01T00:00:00.000","Yes","Major Medical","0.1","0.08"
"Golden Rule Insurance Company","GRI-H-STD-14","2006-10-01T00:00:00.000","Yes","Major Medical","0.105","0.105"
"Coventry Health and Life Insurance Company","Rate filing for individual HMO block -- Rate filing for Coventry's individual HMO block.  No Iowa policies inforce (yet)… so there is no experience to review.","2006-10-01T00:00:00.000","Yes","Major Medical",,
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2006-10-01T00:00:00.000","Yes","Major Medical","0.35","0.2"
"American National Life Insurance Company of Texas","ANL-KMM92 et al","2006-12-15T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2006-12-15T00:00:00.000","Yes","Major Medical","0.17","0.17"
"American National Life Insurance Company of Texas","ANL-IASTD96 et al",,"Yes","Major Medical","0.17","0.17"
"American National Insurance Company","IASTD96 et al",,"Yes","Major Medical","0.17","0.17"
"Physicians Mutual Insurance Company","P231, R269, P232, R267, R272","2006-10-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.22"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2006-10-01T00:00:00.000","Yes","Major Medical","0.2","0.16"
"United American Insurance Company","GSP2","2007-01-01T00:00:00.000","Yes","Hospital Surgical","0.15","0.15"
"American Republic Insurance Company","A-3167 (UltraComp MSA)","2006-10-01T00:00:00.000","Yes","Major Medical","0.3","0.2"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2006-10-01T00:00:00.000","Yes","Major Medical","0.25","0.15"
"Everence Association, Inc. -- FKA Mennonite","92711, 92718","2007-01-01T00:00:00.000","Yes","Major Medical","0.09","0.09"
"Companion Life Insurance Company","INDV.BP IA 0204 et al","2006-07-01T00:00:00.000","Yes","Major Medical","0.13","0.13"
"State Farm Mutual Automobile Insurance Company","97032 et al","2006-09-01T00:00:00.000","Yes","Hospital Surgical","0.042","0.042"
"Illinois Mutual Life Insurance Company","743 et al","2006-12-01T00:00:00.000","Yes","Major Medical","0.25","0.15"
"Reserve National Insurance Company","LHS","2006-07-01T00:00:00.000","Yes","Hospital Surgical","0.075","0.075"
"Humana Insurance Company","IA-70129 8/2002 et al","2006-07-01T00:00:00.000","Yes","Major Medical","-0.034","-0.034"
"Humana Insurance Company","IA-70129 HDHP","2006-07-01T00:00:00.000","Yes","Major Medical","-0.132","-0.132"
"Prudential Insurance Company of America","Prumed83","2006-07-17T00:00:00.000","Yes","Major Medical","0.45","0.28"
"Prudential Insurance Company of America","CHIP 34500C","2006-07-17T00:00:00.000","Yes","Major Medical","0.45","0.28"
"American Community Mutual Insurance Company","HSA (Community Med HSA)","2006-07-01T00:00:00.000","Yes","Major Medical","0.127","0.127"
"Continental General Insurance Company","12A et al","2006-07-01T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Continental General Insurance Company","PPF & PPL","2006-07-01T00:00:00.000","Yes","Major Medical","0.25","0.2"
"American Family Mutual Insurance Company","H-28","2006-07-01T00:00:00.000","Yes","Major Medical","0.29","0.26"
"State Farm Mutual Automobile Insurance Company","97047","2006-07-01T00:00:00.000","Yes","Hospital Surgical","0.186","0.186"
"Trustmark Insurance Company","IASTD/I and IABASIC/I","2006-04-01T00:00:00.000","Yes","Major Medical","0.235","0.235"
"American Republic Insurance Company","A-3317 & A-3318","2006-04-01T00:00:00.000","Yes","Major Medical","0.203","0.203"
"American Community Mutual Insurance Company","PMED (Medalist)","2006-03-01T00:00:00.000","Yes","Major Medical","0.127","0.127"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2006-04-01T00:00:00.000","Yes","Major Medical","0.03","0.03"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2006-04-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"National Financial Insurance Company","G761 et al","2006-02-01T00:00:00.000","Yes","Hospital Surgical","0.075","0.075"
"American Insurance Company of Texas","G761 et al","2006-02-01T00:00:00.000","Yes","Hospital Surgical","0.075","0.075"
"Golden Rule Insurance Company","GRI-H-1.2, GRI-H-8 et al","2006-04-15T00:00:00.000","Yes","Major Medical","0.14","0.1"
"Mutual of Omaha Insurance Company","100 VB/F, H215,  et al","2006-04-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.25"
"Thrivent Financial for Lutherans","AMA, BMM, DMM, EMM","2006-03-01T00:00:00.000","Yes","Major Medical","0.5","0.3"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2006-01-01T00:00:00.000","Yes","Major Medical","0.145","0.145"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 4/96 - 1/01 Pool III","2006-01-01T00:00:00.000","Yes","Major Medical","0.175","0.175"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - Blue Dental","2006-01-01T00:00:00.000","Yes","Major Medical","0.05","0.05"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - Pre 4/96 Products","2006-01-01T00:00:00.000","Yes","Major Medical","0.173","0.173"
"AXA Equitable Life Insurance Company","CBM 122","2006-02-14T00:00:00.000","Yes","Major Medical","0.3","0.3"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2006-02-14T00:00:00.000","Yes","Major Medical","0.25","0.25"
"AXA Equitable Life Insurance Company","LMM (AS 102-MM)","2006-02-14T00:00:00.000","Yes","Major Medical","0.2","0.1"
"Continental General Insurance Company","164, 165 -- Basic and Standard rate filing ____needed to maintain the rate relativity between the B&S block and their lowest priced block. Basic Plan is 164 -- Standard Plan is 165","2005-12-01T00:00:00.000","Yes","Major Medical","-0.014","-0.014"
"American Insurance Company of Texas","N277","2006-01-01T00:00:00.000","Yes","Hospital Surgical","0.35","0.25"
"Companion Life Insurance Company","INDV.BP IA 0204 et al -- This rate filing is required by the statute so that the proper relationship is maintained between the carrier's lowest priced block of business and the B&S plans","2005-10-01T00:00:00.000","Yes","Major Medical","0.083","0.083"
"Golden Rule Insurance Company","GRI-H-STD-14 -- These are the 513C basic and standard policies -- they were decreased by 12% (roughly) to maintain the correct relativity with respect to their lowest priced block of business.","2005-10-01T00:00:00.000","Yes","Major Medical","-0.12","-0.12"
"Continental General Insurance Company","12A et al","2005-10-01T00:00:00.000","Yes","Major Medical","0.12","0.095"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2005-10-01T00:00:00.000","Yes","Major Medical","0.226","0.15"
"United American Insurance Company","GSP2","2006-01-01T00:00:00.000","Yes","Hospital Surgical","0.05","0.05"
"Continental General Insurance Company","Forms PPF & PPL","2005-10-01T00:00:00.000","Yes","Major Medical","0.25","0.18"
"American National Life Insurance Company of Texas","ANL-IASTD96 et al -- Basic and Standard rate filing ____This rate filing is in response to the rate filing approved on their lowest priced form ANL-2000  -- The actual rate for 503xx went up only 7.2% since the area factor went from .75 to .70.","2005-10-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"American National Insurance Company","IASTD96 et al -- Basic and Standard rate filing ____This rate filing is in response to the rate filing approved on their lowest priced form ANL-2000  -- The actual rate for 503xx went up only 7.2% since the area factor went from .75 to .70.","2005-10-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Golden Rule Insurance Company","GR-106","2005-09-15T00:00:00.000","Yes","Major Medical","0.25","0.25"
"American National Life Insurance Company of Texas","Forms ANL-KMM92 et al","2005-12-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Physicians Mutual Insurance Company","P231, R269, P232, R267, R272","2005-11-01T00:00:00.000","Yes","Hospital Surgical","0.25","0.25"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2005-10-01T00:00:00.000","Yes","Major Medical","0.2","0.1"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2005-12-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2005-09-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Everence Association, Inc. -- FKA Mennonite","92711, 92718","2006-01-01T00:00:00.000","Yes","Major Medical","0.12","0.12"
"American Republic Insurance Company","A-3167 (UltraComp MSA)","2005-10-01T00:00:00.000","Yes","Major Medical","0.275","0.18"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2005-10-01T00:00:00.000","Yes","Major Medical","0.05","0.05"
"UniCare Life & Health Insurance Company","HealthOne policies (Form UWIC-7382IA et al)","2005-09-01T00:00:00.000","Yes","Major Medical","0.137","0.137"
"American Family Mutual Insurance Company","AH-14 (IA)","2005-10-15T00:00:00.000","Yes","Major Medical","0.39","0.34"
"Trustmark Insurance Company","H1-MM-1 B et al","2005-11-01T00:00:00.000","Yes","Major Medical","0.35","0.25"
"Golden Rule Insurance Company","CL-H-6","2005-09-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2005-07-01T00:00:00.000","Yes","Major Medical","0.35","0.18"
"Genworth Life and Annuity Insurance Company [FedHome]","NAC-9948","2005-09-01T00:00:00.000","Yes","Major Medical","0.39","0.25"
"Pekin Life Insurance Company","H31 & H32 (B&S)","2005-07-01T00:00:00.000","Yes","Major Medical","-0.08","-0.08"
"Travelers Insurance Company","Forms GR1 et al","2005-07-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Knights of Columbus","KMD et al","2005-07-01T00:00:00.000","Yes","Major Medical","0.25","0.25"
"American Family Mutual Insurance Company","H-292(IA), H-290(IA) -- Basic and Standard rate filing -- This filing is required to maintain compliance with the rating bands in 513C of the Iowa Code","2005-07-01T00:00:00.000","Yes","Major Medical","0.09","0.09"
"Illinois Mutual Life Insurance Company","743 et al","2005-12-01T00:00:00.000","Yes","Major Medical","0.25","0.25"
"Investors Life Insurance Company of Indiana","621 et al","2005-07-01T00:00:00.000","Yes","Major Medical","0.3","0.3"
"State Farm Mutual Automobile Insurance Company","97032 et al","2005-08-01T00:00:00.000","Yes","Hospital Surgical","0.046","0.046"
"American Community Mutual Insurance Company","HSA (Community Med HSA) -- there are *NO* Iowa policies inforce","2005-07-01T00:00:00.000","Yes","Major Medical","0.127","0.127"
"Combined Insurance Company of America","A11453-IA","2005-07-01T00:00:00.000","Yes","Hospital Surgical","0.3","0.23"
"Companion Life Insurance Company","INDV.BP IA 0204 et al -- This rate filing is required by the statute so that the proper relationship is maintained between the carrier's lowest priced block of business and the B&S plans","2005-07-01T00:00:00.000","Yes","Major Medical","-0.1","-0.1"
"State Farm Mutual Automobile Insurance Company","97047","2005-07-01T00:00:00.000","Yes","Hospital Surgical","0.03","0.03"
"Continental General Insurance Company","12A et al",,"No","Major Medical","0.17","0.17"
"Continental General Insurance Company","164, 165",,"No","Major Medical","0.17","0.17"
"American Family Mutual Insurance Company","H-28","2005-06-01T00:00:00.000","Yes","Major Medical","0.16","0.16"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2005-04-01T00:00:00.000","Yes","Major Medical","0.1","0.05"
"American Republic Insurance Company","A-3317 & A-3318 -- These are the basic and standard guaranteed issue rates.  Pursuant to 513C, the company changed the rates on the base plan to which the B&S rates are linked.","2005-04-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"American Republic Insurance Company","A-3562 et al","2005-04-01T00:00:00.000","Yes","Major Medical","0.03","0.03"
"Mutual of Omaha Insurance Company","100 VB/F, H215,  et al","2005-04-01T00:00:00.000","Yes","Hospital Surgical","0.3","0.284"
"Pekin Life Insurance Company","H31 & H32 (B&S) -- These are the 513C Basic and Standard rates___they are based on the rates for policy form H38","2005-03-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Pekin Life Insurance Company","H38 IA, H39 IA et al","2005-05-01T00:00:00.000","Yes","Major Medical","0.2","0.2"
"Prudential Insurance Company of America","Prumed83","2005-03-29T00:00:00.000","Yes","Major Medical","0.45","0.45"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","HSG/OR","2005-03-01T00:00:00.000","Yes","Hospital Surgical","0.1","0.1"
"Transamerica Life Insurance Company","INDV.MM IA 1101 et al -- These are the basic and standard rates -- this rate filing is required by the statute so that the proper relationship is maintained between the carrier's lowest priced block of business and the B&S plans.","2005-03-01T00:00:00.000","Yes","Major Medical","-0.1","-0.1"
