"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location","stld","stateofdomicile"
"Fortitude U.S. Reinsurance Company","Life","90247","1950","false","10 Exchange Place",,"Jersey City","NJ","07302","6159818801","227 WEST MONROE STREET, SUITE 3775",,"CHICAGO","IL","60606","312-977-0904","Non Iowa Stock Life - with A & H","Stock","Pharmacists Life Insurance Company (The), RX Life Insurance Company","POINT (-74.033369 40.716342)","POINT (-87.63472 41.880635)",,"AZ"
"Sterling Life Insurance Company","Life","77399","1951","false","11200 Lakeline Blvd., Suite 100",,"AUSTIN","TX","78717","800-688-0010","11200 LAKELINE BLVD., SUITE 100",,"AUSTIN","TX","78717","512-531-1473","Non Iowa Stock Life - with A & H","Stock",,"POINT (-97.797957 30.480148)","POINT (-97.797957 30.480148)",,"IL"
"Individual Assurance Company Life Health & Accident","Life","81779","1952","false","PO Box 14998",,"OKLAHOMA CITY","OK","73113-0998","4052850838","5500 N. Western Ave., Suite 200",,"Oklahoma City","OK","73118","405-242-5108","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-97.529811 35.528214)",,"OK"
"Repwest Insurance Company","Property Casualty","31089","1957","false","2721 North Central Avenue",,"PHOENIX","AZ","85004","602-263-6755","2721 NORTH CENTRAL AVENUE",,"PHOENIX","AZ","85004-1163","~","Non Iowa Stock Fire And Casualty Company","Stock","Republic Western Insurance Company","POINT (-112.073711 33.478425)","POINT (-112.073711 33.478425)",,"AZ"
"Equitable Financial Life Insurance Company of America","Life","78077","1958","false","525 Washington Boulevard, Controllers 35th Floor",,"JERSEY CITY","NJ","07310","2017435073","1290 Avenue of the Americas",,"New York","NY","10104","212-314-2155","Non Iowa Stock Life - with A & H","Stock","MONY Life Insurance Company of America, Consumers National Life Insurance Co.","POINT (-74.035034 40.726676)","POINT (-73.97967 40.76093)",,"AZ"
"Fair American Insurance and Reinsurance Company","Property Casualty","35157","1961","false","One Liberty Plaza","165 Broadway","NEW YORK","NY","10006","212-365-2200","ONE LIBERTY PLAZA, 165 BROADWAY",,"NEW YORK","NY","10006","212-365-2200","Non Iowa Stock Fire And Casualty Company","Stock","Putnam Reinsurance Company, Sai-Industrial Assurance Co., SAI-Industrial Assurance Co. (U.S.B.)",,,,"NY"
"21st Century North America Insurance Company","Property Casualty","32220","1962","false","3 Beaver Valley Road",,"WILMINGTON","DE","19803","800-245-2425","6301 OWENSMOUTH AVE",,"WOODLAND HILLS","CA","91367","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock","American International Insurance Company, Belgian General Insurance Co.","POINT (-75.545273 39.829049)","POINT (-118.601532 34.184535)",,"NY"
"Hawkeye Life Insurance Group Inc.","Life","90255","1964","true","1111 OFFICE PARK ROAD",,"WEST DES MOINES","IA","50265","515-226-1900","1111 OFFICE PARK ROAD",,"WEST DES MOINES","IA","50265","515-226-8440","Iowa Stock Life - with A & H","Stock",,"POINT (-93.719447 41.59048)","POINT (-93.719447 41.59048)",,"IA"
"Freedom Life Insurance Company of America","Life","62324","1974","false","300 Burnett Street, Suite 200",,"FORT WORTH","TX","76102-2734","817-878-3300","300 BURNETT STREET, SUITE 200",,"FORT WORTH","TX","76102-2734","817-878-3455","Non Iowa Stock Life - with A & H","Stock","Consolidated American Life Insurance Company","POINT (-97.335604 32.753657)","POINT (-97.335604 32.753657)","STLD","TX"
"Republic Mortgage Insurance Company","Property Casualty","28452","1977","false","PO BOX 2514",,"WINSTON-SALEM","NC","27102","336-661-0015-4039","101 N. CHERRY STREET, SUITE 101",,"WINSTON-SALEM","NC","27101","336-661-0015-4268","Non Iowa Mortgage Guaranty Insurer","Stock",,,"POINT (-80.24659 36.095197)",,"NC"
"Cimarron Insurance Company, Inc.","Property Casualty","20400","1979","false","7301 Carmel Executive Park Drive Suite 102",,"CHARLOTTE","NC","28226","7045643117","7301 Carmel Executive Park Ste. 102",,"Charlotte","NC","28226","980-771-2491","Non Iowa Stock Fire And Casualty Company","Stock","ProSelect National Insurance Company, Inc., Cimarron Insurance Company Inc.","POINT (-80.842153 35.088357)","POINT (-80.842315 35.088413)",,"AZ"
"National Liability & Fire Insurance Company","Property Casualty","20052","1980","false","1314 Douglas Street, Suite 1400",,"OMAHA","NE","68102-1944","866-720-7861","1314 DOUGLAS STREET, SUITE 1400",,"OMAHA","NE","68102-1944","866-720-7861","Non Iowa Stock Fire And Casualty Company","Stock","Home And Automobile Insurance Company","POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)",,"CT"
"RSUI Indemnity Company","Property Casualty","22314","1981","false","945 East Paces Ferry Road, Suite 1800",,"ATLANTA","GA","30326-1125","404-231-2366","945 E. Paces Ferry Rd, Suite 1800",,"Atlanta","GA","30326-1160","404-231-2366","Non Iowa Stock Fire And Casualty Company","Stock","Buffalo Reinsurance Company, Underwriters Reinsurance Company","POINT (-84.355976 33.846903)","POINT (-84.355976 33.846903)",,"NH"
"MML Bay State Life Insurance Company","Life","70416","1982","false","1295 State St.",,"SPRINGFIELD","MA","01111","800-272-2216","1295 STATE STREET",,"SPRINGFIELD","MA","01111","800-272-2216","Non Iowa Stock Life - with A & H","Stock","Western Life Insurance Company of America","POINT (-72.547921 42.117864)","POINT (-72.547921 42.117864)",,"CT"
"Great Southern Life Insurance Company","Life","90212","1984","false","PO Box 410288",,"KANSAS CITY","MO","64141-0288","800-231-0801","300 WEST 11TH STREET",,"KANSAS CITY","MO","64105-1680","800-231-0801","Non Iowa Stock Life - with A & H","Stock","GS Life Insurance Company",,"POINT (-94.587156 39.10095)",,"TX"
"Ohio National Life Assurance Corporation","Life","89206","1986","false","PO BOX 237",,"CINCINNATI","OH","45201-0237","513-794-6100-6266","ONE FINANCIAL WAY",,"CINCINNATI","OH","45242","513-794-6100-6375","Non Iowa Stock Life - with A & H","Stock",,,,,"OH"
"Progressive Specialty Insurance Company","Property Casualty","32786","1990","false","6300 Wilson Mills Road",,"MAYFIELD VILLAGE","OH","44143-2182","800-776-4737","6300 WILSON MILLS ROAD, E61",,"CLEVELAND","OH","44143-2182","1-800-776-4737","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-81.450826 41.538891)","POINT (-81.450826 41.538891)",,"OH"
"Wausau Underwriters Insurance Company","Property Casualty","26042","1992","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"WI"
"ACUITY, A Mutual Insurance Company","Property Casualty","14184","1996","false","2800 S. Taylor Drive",,"SHEBOYGAN","WI","53081","920-458-9131-1100","2800 SOUTH TAYLOR DRIVE",,"SHEBOYGAN","WI","53081-8470","920-458-9131-1111","Non Iowa Mutual Fire And Casualty Co","Mutual","Heritage Mutual Insurance Company","POINT (-87.755254 43.726244)","POINT (-87.755505 43.72547)",,"WI"
"Lafayette Insurance Company","Property Casualty","18295","2000","false","118 Second Avenue SE","PO Box 73909","CEDAR RAPIDS","IA","82407-3909","800-747-1396","118 SECOND AVENUE SE",,"CEDAR RAPIDS","IA","52401","319-286-2537","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-91.668096 41.977646)","POINT (-91.668096 41.977646)",,"LA"
"Mortgage Guaranty Insurance Corporation","Property Casualty","29858","2007","false","PO BOX 756",,"MILWAUKEE","WI","53201","800-558-9900","250 EAST KILBOURN AVENUE",,"MILWAUKEE","WI","53202","800-558-9900-6517","Non Iowa Mortgage Guaranty Insurer","Stock","Liberty Mortgage Insurance Corporation",,"POINT (-87.909112 43.042434)",,"WI"
"Starr Indemnity & Liability Company","Property Casualty","38318","2008","false","399 Park Avenue, 3rd Floor",,"NEW YORK","NY","10022","2124015655","399 Park Avenue, 3rd floor",,"New York","NY","10022","646-227-6611","Non Iowa Stock Fire And Casualty Company","Stock","Republic Insurance Company of Delaware, Inc., Republic Insurance Company","POINT (-73.972266 40.759324)","POINT (-73.972266 40.759324)",,"TX"
"Golden Rule Insurance Company","Life","62286","2009","false","7440 Woodland Drive",,"INDIANAPOLIS","IN","46278-1719","3172908100","PO BOX 9472; MS: IN952-1000",,"MINNEAPOLIS","MN","55440-9472","+1(317) 715-7056","Non Iowa Stock Life - with A & H","Stock",,"POINT (-86.266795 39.887926)",,"STLD","IN"
"AMEX Assurance Company","Property Casualty","27928","2010","false","20022 N 31st Ave",,"PHOENIX","AZ","85027","623-492-3110","18850 N 56th St",,"Phoenix","AZ","85054","602-766-8299","Non Iowa Stock Fire And Casualty Company","Stock","American Automobile Insurance Company of Illinois","POINT (-112.125943 33.666918)","POINT (-111.960131 33.657086)",,"IL"
"American States Preferred Insurance Company","Property Casualty","37214","2012","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","American Preferred Insurance Company of Indiana, American Preferred Insurance Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IN"
"Integrity Insurance Company","Property Casualty","14303","2015","false","671 S. High Street",,"COLUMBUS","OH","43206","8004220550","671 South High Street",,"Columbus","OH","43206-1014","614-445-2896","Non Iowa Stock Fire And Casualty Company","Stock","Integrity Mutual Insurance Company","POINT (-82.998044 39.948796)","POINT (-82.998044 39.948796)",,"OH"
"Beazley Insurance Company, Inc.","Property Casualty","37540","2017","false","30 Batterson Park Road",,"FARMINGTON","CT","06032","860-677-3700","30 BATTERSON PARK ROAD",,"FARMINGTON","CT","06032","860-677-3700","Non Iowa Stock Fire And Casualty Company","Stock","Commercial Union Custom Insurance Company, Omaha Property and Casualty Insurance Company","POINT (-72.797843 41.708977)","POINT (-72.797843 41.708977)",,"CT"
"Economy Preferred Insurance Company","Property Casualty","38067","2018","false","700 Quaker Lane","PO Box 350","WARWICK","RI","02886","800-422-4272","9797 Springboro Pike, Suite 201",,"Dayton","OH","45448","800-422-4272","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.500068 41.678771)","POINT (-84.231609 39.608399)",,"IL"
"Allstate Northbrook Indemnity Company","Property Casualty","36455","2019","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60062-7127","800-588-7400","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-588-7400","Non Iowa Stock Fire And Casualty Company","Stock","Northbrook Indemnity Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
"Enact Mortgage Insurance Corporation","Property Casualty","38458","2022","false","8325 Six Forks Road",,"RALEIGH","NC","27615","800-334-9270","8325 SIX FORKS ROAD",,"RALEIGH","NC","27615","919-846-4450","Non Iowa Mortgage Guaranty Insurer","Stock","Genworth Mortgage Insurance Corporation, General Electric Mortgage Insurance Corporation","POINT (-78.649111 35.893936)","POINT (-78.649111 35.893936)",,"NC"
"Discover Property & Casualty Insurance Company","Property Casualty","36463","2027","false","One Tower Square",,"HARTFORD","CT","06183","8602770111","ONE TOWER SQUARE, 5 MS",,"HARTFORD","CT","06183","860-277-1248","Non Iowa Stock Fire And Casualty Company","Stock","Northbrook National Insurance Company",,,,"CT"
"Globe Life and Accident Insurance Company","Life","91472","2033","false","100 North Broadway, Suite1850",,"OKLAHOMA CITY","OK","73102","4052701104","3700 S. STONEBRIDGE DRIVE",,"MCKINNEY","TX","75070","405-270-1104","Non Iowa Stock Life - with A & H","Stock","NG Life Insurance Company of Delaware",,"POINT (-96.726032 33.169986)",,"NE"
"American Empire Insurance Company","Property Casualty","37990","2038","false","301 E. Fourth Street",,"CINCINNATI","OH","45202-4201","513-369-3000","301 E FOURTH STREET",,"CINCINNATI","OH","45202","800-545-4269","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-84.507797 39.100703)","POINT (-84.507797 39.100703)",,"OH"
"Consolidated Insurance Company","Property Casualty","22640","2046","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IN"
"Clover Insurance Company","Health","86371","2048","false","30 Montgomery Street, 15th Floor",,"JERSEY CITY","NJ","07302","800-223-0694","30 Montgomery Street, 15th Floor",,"Jersey City","NJ","07302","207-841-5707","Non Iowa Stock Life - with A & H","Stock","ULLICO Life Insurance Company, Bradford National Life Insurance Company","POINT (-74.035312 40.716606)","POINT (-74.035312 40.716606)",,"NJ"
"Radian Guaranty Inc.","Property Casualty","33790","2052","false","550 E Swedesford Road, Suite 350",,"WAYNE","PA","19087","800-523-1988","550 East Swedesford Rd. Suite 350",,"Wayne","PA","19087","215-231-1335","Non Iowa Mortgage Guaranty Insurer","Stock","Commonwealth Mortgage Assurance Company","POINT (-75.418077 40.078116)","POINT (-75.418077 40.078116)",,"PA"
"Allianz Reinsurance America, Inc.","Property Casualty","21911","2055","false","PO Box 750039",,"PETALUMA","CA","94975-0039","8884667883","1465 NORTH MCDOWELL BLVD., SUITE 100",,"PETALUMA","CA","94954-6516","415-899-2237","Non Iowa Stock Fire And Casualty Company","Stock","San Francisco Reinsurance Company, San Francisco Insurance Company",,"POINT (-122.669878 38.280123)",,"CA"
"Columbia Insurance Company","Property Casualty","27812","2057","false","1314 Douglas Street, Suite 1400",,"OMAHA","NE","68102-1944","4029163000","1314 Douglas Street, Suite 1400",,"Omaha","NE","68102-1944","866-720-7861","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-95.93386 41.25863)","POINT (-95.93386 41.25863)",,"NE"
"Auto Club Life Insurance Company","Life","84522","2059","false","17900 North Laurel Park Drive",,"LIVONIA","MI","48152","734-805-6255","17900 North Laurel Park Drive",,"Livonia","MI","48152","734-779-2685-","Non Iowa Stock Life - with A & H","Stock","MemberLife Insurance Company of Michigan","POINT (-83.41596 42.416104)","POINT (-83.41596 42.416104)",,"MI"
"Indiana Insurance Company","Property Casualty","22659","2061","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IN"
"Life Insurance Company of the Southwest","Life","65528","2068","false","1 National Life Drive",,"MONTPELIER","VT","05604","800-579-2878","1 National Life Drive",,"Montpelier","VT","05604","214-638-9201","Non Iowa Stock Life - with A & H","Stock",,"POINT (-72.585514 44.257414)","POINT (-72.585514 44.257414)",,"TX"
"EMC Reinsurance Company","Property Casualty","40509","2069","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET",,"DES MOINES","IA","50309-3872","515-345-7589","Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-93.626392 41.584518)",,"IA"
"AXIS Insurance Company","Property Casualty","37273","2074","false","11680 Great Oaks Way, Suite 500",,"ALPHARETTA","GA","30022","678-746-9420","10000 AVALON BOULEVARD, SUITE 200",,"ALPHARETTA","GA","30009","678-746-9420","Non Iowa Stock Fire And Casualty Company","Stock","Fireman's Fund Insurance Company of Wisconsin","POINT (-84.269624 34.062147)",,,"IL"
"Optimum Re Insurance Company","Life","88099","2076","false","1345 River Bend Drive, #100",,"DALLAS","TX","75247","214-528-2020","1345 River Bend Drive, Suite 100",,"DALLAS","TX","75247","214-528-2020","Non Iowa Stock Life - with A & H","Stock","Scor Re Life Insurance Company","POINT (-96.860913 32.817833)","POINT (-96.860913 32.817833)",,"TX"
"New York Life Insurance and Annuity Corporation","Life","91596","2084","false","51 Madison Avenue",,"NEW YORK","NY","10010","800-692-3086","51 MADISON AVENUE",,"NEW YORK","NY","10010","212-576-6276","Non Iowa Stock Life - with A & H","Stock",,"POINT (-73.986182 40.743295)","POINT (-73.986182 40.743295)",,"DE"
"Westport Insurance Corporation","Property Casualty","39845","2085","false","1200 Main Street, Suite 800",,"KANSAS CITY","MO","64105","8162353700","1200 MAIN ST.  SUITE 800",,"KANSAS CITY","MO","64105-2478","816-235-3700","Non Iowa Stock Fire And Casualty Company","Stock","Getty Reinsurance Corporation, Employers Reinsurance Corporation","POINT (-94.583196 39.09961)","POINT (-94.583196 39.09961)",,"MO"
"Dentegra Insurance Company","Health","73474","2090","false","One Delta Drive",,"MECHANICSBURG","PA","17055","770-641-5120","Bldg. A - 11125 International Drive",,"Rancho Cordova","CA","95670","717-506-6470-","Non Iowa Stock Life - with A & H","Stock","Western Security Life Insurance Company, Provantis Insurance Company",,,,"DE"
"Farmers Direct Property and Casualty Insurance Company","Property Casualty","25321","2092","false","700 Quacker Lane",,"WARWICK","RI","02886-6669","800-422-4272","9797 Springboro Pike, Suite 201",,"Dayton","OH","45448","800-422-4272","Non Iowa Stock Fire And Casualty Company","Stock","Metropolitan Direct Property and Casualty Insurance Company, First General Insurance Company","POINT (-71.500068 41.678771)","POINT (-84.231609 39.608399)",,"RI"
"21st Century Centennial Insurance Company","Property Casualty","34789","2093","false","21st Century Plaza, 3 Beaver Valley Road",,"WILMINGTON","DE","19803","800-245-2425","3 BEAVER VALLEY ROAD",,"WILMINGTON","DE","19803-1115","818-965-0433","Non Iowa Stock Fire And Casualty Company","Stock","AIG Centennial Insurance Company, Colonial Penn Insurance Company, Colonial Penn Insurance Company of Philadelphia, GE Property & Casualty Insurance Company",,"POINT (-75.545273 39.829049)",,"PA"
"Humana Insurance Company","Health","73288","2098","false","PO Box 740036",,"LOUISVILLE","KY","40201","800-448-6262","101 E. MAIN ST., 11 WTS",,"LOUISVILLE","KY","40202","502-476-3586","Non Iowa Stock Life - with A & H","Stock","Employers Health Insurance Company, Fireman's Fund Employers Insurance Company, Wisconsin Employers Insurance Company",,"POINT (-85.750733 38.255988)",,"WI"
"PartnerRe America Insurance Company","Property Casualty","11835","2100","false","200 First Stamford Place, Suite 400",,"STAMFORD","CT","06902","2034854200","200 FIRST STAMFORD PLACE, SUITE 400",,"STAMFORD","CT","06902","203-485-4287","Non Iowa Stock Fire And Casualty Company","Stock","USF Re Insurance Company, PARIS Re America Insurance Company, Massachusetts Plate Glass Insurance Company, AXA Re America Insurance Company","POINT (-73.547826 41.045218)","POINT (-73.547826 41.045218)",,"DE"
"Zurich American Life Insurance Company","Life","90557","2101","false","Four World Trade Center","150 Greenwich Street","NEW YORK","NY","10007","877-301-5376","7045 COLLEGE BLVD",,"OVERLAND PARK","KS","66211-1523","913-339-1436","Non Iowa Stock Life - with A & H","Stock","Kemper Investors Life Insurance Company, Kemper Investors Life Insurance Company of Illinois",,"POINT (-94.665835 38.927404)",,"IL"
"Fidelity and Deposit Company of Maryland (The)","Property Casualty","39306","2103","false","1299 Zurich Way",,"SCHAUMBURG","IL","60196-1056","847-230-2632","1299 ZURICH WAY",,"SCHAUMBURG","IL","60196-1056","847-605-6201","Non Iowa Stock Fire And Casualty Company","Stock","F & D Company of Maryland","POINT (-88.046361 42.063664)","POINT (-88.046361 42.063664)",,"IL"
"National Health Insurance Company","Life","82538","2104","false","4455 LBJ Freeway, Ste 375",,"DALLAS","TX","75244","888-781-0580","P O BOX 619999",,"DALLAS","TX","75261","888-781-0580","Non Iowa Stock Life - with A & H","Stock",,,,"STLD","TX"
"Cincinnati Casualty Company (The)","Property Casualty","28665","2105","false","PO BOX 145496",,"CINCINNATI","OH","45250-5496","513-870-2000","6200 SOUTH GILMORE ROAD",,"FAIRFIELD","OH","45014-5141","513-870-2000","Non Iowa Stock Fire And Casualty Company","Stock","Queen City Indemnity Company",,"POINT (-84.523214 39.308176)",,"OH"
"Owners Insurance Company","Property Casualty","32700","2109","false","5925 Council St., NE, Suite 100",,"CEDAR RAPIDS","IA","52402","888-841-6472","6101 ANACAPRI BOULEVARD",,"LANSING","MI","48917-3968","517-323-1200","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-91.658313 42.037165)","POINT (-84.638522 42.723567)",,"OH"
"Madison National Life Insurance Company, Inc.","Life","65781","2114","false","PO BOX 5008",,"MADISON","WI","53705","800-356-9601","1241 John Q. Hammons Drive",,"Madison","WI","53717-1929","800-356-9601-2061","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-89.523897 43.0847)",,"WI"
"United American Insurance Company","Life","92916","2116","false","3700 S. Stonebridge Drive",,"MCKINNEY","TX","75070","469-525-4214","3700 S. STONEBRIDGE DRIVE",,"MCKINNEY","TX","75070","214-250-5133","Non Iowa Stock Life - with A & H","Stock","NU Life Insurance Company","POINT (-96.726032 33.169986)","POINT (-96.726032 33.169986)",,"NE"
"Graphic Arts Mutual Insurance Company","Property Casualty","25984","2119","false","PO BOX 530",,"UTICA","NY","13503","315-734-2413","180 GENESEE STREET",,"NEW HARTFORD","NY","13413","315-734-2654","Non Iowa Mutual Fire And Casualty Co","Mutual",,,"POINT (-75.303733 43.075921)",,"NY"
"Penn Insurance and Annuity Company (The)","Life","93262","2122","false","600 Dresher Road",,"HORSHAM","PA","19044","8602986004","600 DRESHER ROAD",,"HORSHAM","PA","19044","215-956-8086","Non Iowa Stock Life - with A & H","Stock",,"POINT (-75.144184 40.169114)","POINT (-75.144184 40.169114)",,"DE"
"Netherlands Insurance Company (The)","Property Casualty","24171","2126","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"NH"
"Western-Southern Life Assurance Company","Life","92622","2131","false","400 Broadway",,"CINCINNATI","OH","45202","866-669-5848","400 BROADWAY",,"CINCINNATI","OH","45202","800-926-1993","Non Iowa Stock Life - with A & H","Stock",,"POINT (-84.506187 39.101104)","POINT (-84.506187 39.101104)",,"OH"
"Granular Insurance Company","Life","93521","2132","false","269 East Grand Avenue South",,"SAN FRANCISCO","CA","94080","8669343991","269 East Grand Avenue",,"South San Francisco","CA","94080","610-389-7314","Non Iowa Stock Life - with A & H","Stock","General Fidelity Life Insurance Company, Coefficient Insurance Company, General Fidelity Life Insurance Company of California","POINT (-122.3953 37.653434)","POINT (-122.3953 37.653434)",,"SC"
"American Zurich Insurance Company","Property Casualty","40142","2134","false","1400 American Lane, Tower 1, 19th Floor",,"SCHAUMBURG","IL","60196-1056","847-230-2632","1299 ZURICH WAY",,"SCHAUMBURG","IL","60196-1056","847-605-6201","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-88.04366 42.047412)","POINT (-88.046361 42.063664)",,"IL"
"Metropolitan General Insurance Company","Property Casualty","39950","2136","false","700 Quaker Lane",,"WARWICK","RI","02886-6669","800-422-4272","9797 Springboro Pike, Suite 201",,"Dayton","OH","45448","800-422-4272","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.500068 41.678771)","POINT (-84.231609 39.608399)",,"RI"
"C. M. Life Insurance Company","Life","93432","2138","false","1295 State Street",,"SPRINGFIELD","MO","01111","800-234-2865","1295 STATE STREET",,"SPRINGFIELD","MA","01111","800-272-2216","Non Iowa Stock Life - with A & H","Stock",,"POINT (-72.547921 42.117864)","POINT (-72.547921 42.117864)",,"CT"
"Bureau Veritas Inspection and Insurance Company","Property Casualty","15385","2141","false","1601 Sawgrass Corporate Pkwy, Suite 400",,"FORT LAUDERDALE","FL","33323","800-579-3444","1601 Sawgrass Corporate Parkway, Suite 4",,"Fort Lauderdale","FL","33323","800-579-3444-","Non Iowa Stock Fire And Casualty Company","Stock","Western States Insurance Company, OneCIS Insurance Company, CGU Insurance Company of Illinois, Western States Insurance Company","POINT (-80.340459 26.143778)","POINT (-80.340459 26.143778)",,"IL"
"Jackson National Life Insurance Company","Life","65056","2142","false","PO Box 24068",,"LANSING","MI","48909-4068","800 565-9044","1 CORPORATE WAY",,"LANSING","MI","48951","615-708-5157","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-84.444569 42.669472)",,"MI"
"Banner Life Insurance Company","Life","94250","2145","false","3275  Bennett Creek Avenue",,"FREDERICK","MD","21704","301-279-4800","3275 BENNETT CREEK AVENUE",,"FREDERICK","MD","21704","301-279-4800","Non Iowa Stock Life - with A & H","Stock","Legal and General Assurance Corporation","POINT (-77.352029 39.323194)","POINT (-77.352029 39.323194)",,"MD"
"MassMutual Ascend Life Insurance Company","Life","63312","2147","false","PO BOX 5420",,"CINCINNATI","OH","45201-5420","513-412-2249","POLICYOWNER SERVICE DEPT.,301 EAST FOURT",,"CINCINNATI","OH","45202","513-412-2249","Non Iowa Stock Life - with A & H","Stock","Great American Life Insurance Company, FN Life Insurance Company, Great American Life Insurance Company",,,,"OH"
"Unitrin Safeguard Insurance Company","Property Casualty","40703","2148","false","12926 Gran Bay Parkway West",,"JACKSONVILLE","FL","32258","9042455600","50 GLENMAURA NATIONAL BLVD.,  STE. 201",,"MOOSIC","PA","18507","570-496-5594","Non Iowa Stock Fire And Casualty Company","Stock","Milwaukee Safeguard Insurance Company","POINT (-81.528251 30.13344)","POINT (-75.674816 41.358931)",,"WI"
"Athene Annuity & Life Assurance Company of New York","Life","68039","2152","false","7700 Mill Civic Parkway",,"WEST DES MOINES","IA","50266","8009267599","7700 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266-3862","515-342-3806","Non Iowa Stock Life - with A & H","Stock","Presidential Life Insurance Company","POINT (-93.814591 41.560481)","POINT (-93.814591 41.560481)",,"NY"
"Forethought Life Insurance Company","Life","91642","2155","false","10 West Market Street",,"INDIANAPOLIS","IN","46204","3172232700","ONE FORETHOUGHT CENTER",,"BATESVILLE","IN","47006","812-933-6789","Non Iowa Stock Life - with A & H","Stock","Fairfield Life Insurance Company","POINT (-86.159463 39.768538)",,,"IN"
"Imperium Insurance Company","Property Casualty","35408","2158","false","800 Gessner, Suite 600",,"HOUSTON","TX","77024","7139354800","800 Gessner, Suite 600",,"Houston","TX","77024","713-935-4800-","Non Iowa Stock Fire And Casualty Company","Stock","Delos Insurance Company, Sirius Reinsurance Corporation, Sirius America Insurance Company","POINT (-95.544397 29.777413)","POINT (-95.544397 29.777413)",,"TX"
"Virginia Surety Company, Inc.","Property Casualty","40827","2162","false","175 W Jackson",,"CHICAGO","IL","60604","3123563000","175 W. JACKSON",,"CHICAGO","IL","60604","727-556-2900","Non Iowa Stock Fire And Casualty Company","Stock","Virginia Surety Company Inc., Combined Specialty Insurance Company","POINT (-87.62843 41.878193)","POINT (-87.62843 41.878193)",,"IL"
"Westfield National Insurance Company","Property Casualty","24120","2163","false","One Park Circle, P. O. Box 5001",,"WESTFIELD CENTER","OH","44251-5001","330-887-0101","ONE PARK CIRCLE",,"WESTFIELD CENTER","OH","44251","330-887-0662","Non Iowa Stock Fire And Casualty Company","Stock",,,,,"OH"
"LM General Insurance Company","Property Casualty","36447","2164","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","Prudential General Insurance Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IL"
"Liberty Insurance Underwriters Inc.","Property Casualty","19917","2165","false","175 Berkeley Street",,"BOSTON","MA","02116","617-357-9500","175 Berkeley Street",,"Boston","MA","02116","617-357-9500","Non Iowa Stock Fire And Casualty Company","Stock","LM Personal Insurance Company, Prudential Commercial Insurance Company","POINT (-71.072373 42.349909)","POINT (-71.072373 42.349909)",,"IL"
