"district","district_name","fiscal_year","budgeted_enrollment","regular_program","budget_adjustment","district_cost_for_supplementary_weighting","special_education_instrustion_district_cost","teacher_salary_supplement","professional_development_supplement","early_intervention_supplement","preschool","instructional_support_income_surtax","instructional_support_property_tax","educational_improvement","sbrc_modified_supplemental_amount_dropout","management_levy","regular_ppel","voted_ppel_income_surtax","voted_ppel_property_tax","perl","modified_supplemental_amount_sbrc_approved","modified_supplemental_amount_for_special_education_deficit","successful_progression_for_early_readers","teacher_leadership_and_compensation_system_grants","educator_mentoring_and_induction","title_i","title_i_migrant","title_i_neglected","title_i_delinquent","title_ii_part_a","title_iii_english_language_acquisition","_21st_century_learning_centers","title_vi","small_rural_schools_achievement_program_reap","rural_low_income_schools_rlis_program","idea_part_b","carl_d_perkins","total_funding_of_sources_shown","per_pupil_amount_of_funding_sources_shown"
"4779","North Polk","2015","1415.6","9011710","0","98202","576505","719804","74418","72804","299202","431011","127355","0","0","410000","107004","0","434501","0","335431","277554","23658","437166","15600","51777","0","0","0","21488","0","0","6915","0","0","60335","0","13592439","9602"
"4784","North Scott","2015","2948.9","18772697","0","257836","1860591","1590371","178202","170476","534744","187509","1217064","0","875281","702361","314855","0","925482","0","145371","668758","36464","0","28600","208170","0","0","0","79585","0","0","14880","0","0","130404","0","28899701","9800"
"4785","North Tama County","2015","491.9","3131435","103715","19913","369992","308747","32837","30613","0","251973","7486","0","138547","0","61542","0","0","0","24004","68110","15943","0","3900","54555","0","0","0","15748","0","0","2440","45065","0","22519","0","4709084","9573"
"4787","North Winneshiek","2015","292.6","1894000","0","39434","258208","150373","13565","19487","28647","122642","35128","0","38176","95000","43418","0","0","0","120020","272100","14278","0","2600","39970","0","0","0","13894","0","0","745","9862","0","12950","0","3224497","11020"
"4788","Northwood-Kensett","2015","519.3","3371296","0","22151","382638","282224","32352","27466","127320","163998","112044","0","82567","0","96372","0","195664","0","124315","215100","16172","0","5200","75272","0","0","0","16040","0","0","2645","43618","0","24243","0","5418697","10435"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4797","Norwalk","2015","2516.6","16020676","0","149588","1895667","1394775","145384","144201","407424","0","891230","0","560724","510000","166866","0","677576","0","519093","369034","32853","777176","16900","116624","0","0","0","34323","0","0","12800","0","0","111618","0","24954533","9916"
"4860","Odebolt-Arthur","2015","333.4","2122424","0","150403","118089","194402","23695","17764","66843","24663","150925","0","75878","280000","51107","24663","182864","0","49808","46839","14619","0","14300","41545","0","0","0","12969","0","0","1800","22572","0","16125","0","3704296","11111"
"4869","Oelwein","2015","1272.8","8154830","0","214948","1525058","709013","81485","82465","171882","342794","35158","0","289884","500000","93985","171397","210240","0","144024","0","22465","393066","13000","358534","0","0","0","75662","0","161169","5955","0","22566","66375","0","13845955","10878"
"4878","Ogden","2015","618.1","3934825","0","57854","438172","353386","38316","37494","92307","252049","60927","0","111241","500000","74849","0","303931","30620","55701","0","16997","0","5200","47779","0","0","0","14848","0","0","3350","0","0","27353","0","6457199","10447"
"4890","Okoboji","2015","919.6","5867048","0","70352","746077","514599","58606","56583","194163","208219","341289","0","215618","300000","393362","0","0","0","132022","373768","19515","0","2600","105109","0","0","0","22725","0","0","4580","0","0","42104","0","9668339","10514"
"4905","Olin Consolidated","2015","235.4","1501381","0","77608","242619","160931","16483","15970","31830","107146","11523","0","39504","110000","27821","0","56484","11381","93728","158064","13800","0","5200","36160","0","0","0","9774","0","0","470","10656","0","11258","0","2749792","11681"
"4978","Orient-Macksburg","2015","199.1","1267471","0","57638","211860","138675","15410","10254","0","75949","35639","0","36087","80000","41244","37975","87008","16873","54969","5030","13497","0","2600","46778","0","0","0","9109","0","0","815","13424","0","9854","0","2268159","11392"
"4995","Osage","2015","938.1","6025416","0","42244","651613","514998","58547","54438","127320","57531","405884","0","147475","200000","111446","57531","395007","0","16063","62355","19669","0","5200","96750","0","0","0","30426","0","0","4695","0","0","42440","0","9127048","9729"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5013","Oskaloosa","2015","2423.1","15425455","0","297464","1865684","1298152","152728","170174","439254","126909","835871","0","450114","900000","197125","0","400223","0","217540","329256","32072","0","20800","492140","0","0","0","97891","0","75600","11830","0","0","124475","37206","23997963","9904"
"5049","Ottumwa","2015","4577.4","29139728","0","670022","3188029","2419110","274278","351315","712870","0","1644064","0","0","600000","266304","0","0","0","423756","0","50065","1413593","59800","1089688","127945","5537","0","226787","0","0","21960","0","83050","229798","64685","43062384","9408"
"5121","Panorama","2015","727.1","4628719","2993","48827","435052","389282","38151","40267","111405","363834","23562","0","199870","250000","137604","0","279377","0","120020","157603","17907","224543","10400","74424","0","0","0","31170","0","0","3600","0","0","34011","0","7622621","10484"
"5139","Paton-Churdan","2015","192.0","1254336","0","200713","111257","108829","9531","13058","54111","93131","15507","0","45274","160000","35518","0","92563","0","71683","79423","13438","0","3900","30714","0","0","0","5425","0","0","875","18255","0","8985","0","2426526","12638"
"5160","PCM","2015","1069.2","6806527","0","58173","733872","571188","61254","62527","219749","59039","402376","0","88925","362755","85601","0","173795","0","267488","87770","20764","0","20800","87073","0","0","0","23963","0","0","5410","0","0","48807","0","10247857","9585"
"5163","Pekin","2015","624.0","3972384","0","68587","415572","340997","38307","39374","127320","150648","165593","0","0","500000","75828","90389","63564","0","27605","0","17046","0","10400","100584","0","0","0","24447","0","0","3375","0","0","27865","0","6259885","10032"
"5166","Pella","2015","2131.9","13571675","0","285623","1226919","1108780","118768","127743","372411","712687","138854","0","339578","650000","252580","0","512814","0","45432","782520","29640","658373","18850","125028","0","0","0","52906","0","0","10960","0","0","113826","30098","21286065","9985"
"5184","Perry","2015","1836.3","11691722","0","603101","1332358","1029338","111720","153974","318300","0","643629","0","338621","150594","106500","228788","93939","0","215646","0","27171","0","39000","484581","43510","0","0","56860","0","0","8800","0","0","93020","21264","17792436","9689"
"5250","Pleasant Valley","2015","4288.6","27871611","0","141659","1702543","2183283","252213","226824","391509","0","1674304","0","724662","690972","466326","0","1893564","0","397865","417266","47653","0","31200","154363","0","0","0","66132","0","0","21160","0","0","181399","0","39536509","9219"
"5256","Pleasantville","2015","641.3","4082516","0","37827","495784","351355","36791","46584","133686","260855","19410","0","78691","200000","51459","0","208956","0","31217","198132","17191","0","9100","72652","0","0","0","20652","0","0","3335","0","0","29095","0","6385287","9957"
"5283","Pocahontas Area","2015","704.2","4578004","0","160809","504348","458357","57646","41428","127320","54227","353261","0","173964","150000","158707","0","322223","0","49562","214099","17716","0","9100","134417","0","0","0","37326","0","0","3330","0","0","36393","0","7642237","10852"
"5310","Postville","2015","659.3","4205675","0","316124","486845","374212","36545","57985","63660","279929","10726","0","0","230000","53718","43066","175062","0","339087","115188","17341","0","20800","309224","166440","0","0","24949","0","0","3205","35285","0","36167","0","7401232","11226"
"5325","Prairie Valley","2015","581.4","3770960","48906","121003","413937","356764","43068","37146","114588","296393","32612","0","93339","278000","109658","0","0","0","30005","102611","16690","0","5200","75636","0","0","0","23425","0","0","3080","0","0","28120","0","6001141","10322"
"5328","Prescott","2015","84.8","554677","15086","72115","94387","47768","3725","4791","0","0","0","0","18000","20000","16488","0","33476","0","43207","0","12543","0","0","21144","0","0","0","3197","0","0","155","16200","0","4174","0","981132","11570"
"5463","Red Oak","2015","1166.5","7425939","34752","208232","814211","655935","72498","88304","238725","279881","279522","0","371297","950000","116587","447810","25605","0","56088","0","21577","0","11700","276653","0","0","0","45188","0","0","5655","0","0","58394","26990","12511543","10726"
"5486","Remsen-Union","2015","388.7","2482627","0","18739","460439","226810","22871","21114","66843","210641","5820","0","0","177300","76495","0","0","0","72012","0","15081","0","9100","37492","0","0","0","23491","0","0","1785","15739","0","25592","0","3969991","10214"
"5508","Riceville","2015","301.7","1920622","0","14324","234141","215094","26341","18398","0","93045","77007","0","0","100000","100712","111653","190482","0","67223","85112","14354","0","5200","90815","0","0","0","25909","0","0","1535","8136","0","14142","0","3414245","11317"
"5510","Riverside","2015","713.0","4538958","0","174887","417164","392678","42409","39479","136869","288047","93271","0","147548","190000","113911","0","0","0","211297","186902","17789","0","14300","69586","0","0","0","25749","0","0","3045","33840","0","32828","0","7170557","10057"
"5607","Rock Valley","2015","675.2","4326006","0","195561","332651","379564","40033","53246","264189","0","329339","0","70098","254000","86716","0","262776","0","16268","0","17474","208515","13000","114025","0","5026","0","19711","0","0","3700","0","0","54857","0","7046755","10437"
"5643","Roland-Story","2015","977.2","6220855","0","75284","438426","522929","65375","59482","82758","357210","96291","0","180000","350000","99944","142884","262951","0","71493","155696","19996","301779","15600","65041","0","0","0","16147","0","0","5240","0","0","42793","0","9648174","9873"
"5697","Rudd-Rockford-Marble Rk","2015","453.4","2886344","32277","57899","380623","261270","29478","27281","50928","0","243033","0","98136","150000","68917","0","139922","0","104034","77620","15621","0","6500","47477","0","0","0","19606","0","0","2270","40707","0","20814","0","4760757","10500"
"5724","Ruthven-Ayrshire","2015","243.0","1550340","0","138797","162371","149012","16320","17783","41379","121137","8502","0","33798","250000","36933","0","74986","0","90015","13405","13864","0","2600","36478","0","0","0","11457","0","0","1045","16743","0","11571","0","2798536","11517"
"5751","St Ansgar","2015","630.5","4030156","0","35290","390743","339045","39835","37540","63660","223689","113353","0","52504","200000","124312","0","252391","0","36006","217860","17100","0","9100","60604","0","0","0","16487","0","0","3140","43857","0","28083","0","6334755","10047"
"5805","Saydel","2015","1162.3","7478238","30331","97115","940779","687454","73457","88509","105039","0","647689","0","354598","625863","213262","0","865974","0","81543","298805","21542","358941","15600","162736","0","0","0","36846","0","0","6615","0","0","60895","0","13251831","11401"
"5823","Schaller-Crestland","2015","377.4","2427814","0","183186","238793","221915","24965","21368","35013","98510","110719","0","96304","400000","67672","98510","176281","0","155214","45656","14986","0","6500","50494","0","0","0","16984","0","0","1660","18068","0","18112","0","4528724","12000"
"5832","Schleswig","2015","288.0","1833408","23727","79486","307032","138620","12059","16528","0","13613","140530","0","0","25000","41976","0","85225","0","40046","20353","14240","0","3900","47927","0","0","0","13562","0","0","940","13216","0","13906","0","2885294","10018"
"5877","Sergeant Bluff-Luton","2015","1356.1","8632933","0","136423","1047207","754683","91672","88675","194163","0","682088","0","316864","498304","205646","0","0","0","120989","414290","23161","0","6500","118746","0","0","0","35103","0","0","7780","0","0","63359","0","13438586","9910"
"5895","Seymour","2015","263.8","1679351","0","125448","112296","180468","19862","20247","63660","76356","52635","0","40368","75000","28178","0","0","0","161594","0","14038","0","2600","111971","0","0","0","28752","0","0","1240","0","0","13163","0","2807226","10641"
"5922","West Fork CSD","2015","680.1","4367602","55686","228431","613686","417190","47914","37780","124137","349897","26171","0","130100","340000","112470","0","340819","0","19203","11368","17515","0","9100","65780","0","0","0","29307","0","0","3260","0","0","32786","0","7380201","10852"
"5949","Sheldon","2015","1009.9","6429023","0","166605","871887","533510","56171","66148","235542","443692","46135","0","283507","321634","132741","0","534986","0","178366","305067","20269","0","5200","138583","0","0","0","35689","0","0","4930","0","0","57893","17744","10885322","10779"
"5976","Shenandoah","2015","975.6","6210670","0","75819","731963","565780","61053","71990","0","357080","88411","0","197807","400000","87329","312445","42162","0","42007","17218","19983","0","2600","212666","0","0","0","47856","0","0","4950","0","18768","48443","0","9616999","9858"
"5994","Sibley-Ocheyedan","2015","771.2","4932595","0","104882","358816","444435","44992","51748","111405","258022","12265","0","72791","450000","92037","0","0","0","107150","113229","18275","0","5850","130717","0","0","0","28000","0","0","3865","0","0","37076","0","7378151","9567"
"6003","Sidney","2015","322.6","2057543","0","87417","438615","199941","21011","22324","79575","150222","16562","0","77351","150000","42810","0","0","0","36006","268263","14529","0","9100","58939","0","0","0","14931","0","0","1685","22572","0","16119","0","3785515","11734"
"6012","Sigourney","2015","532.9","3396705","0","102743","369819","315200","32816","34015","95490","27846","227417","0","72608","550000","53675","0","0","0","17774","18550","16285","0","2600","78830","0","0","0","26206","0","0","2635","33871","0","24379","22269","5521733","10362"
"6030","Sioux Center","2015","1114.7","7096180","0","231684","842413","617666","79980","83948","346947","499299","40578","0","314826","190000","147270","0","459661","0","360037","292490","21144","0","14300","162820","0","0","0","38545","0","0","5650","0","0","75556","0","11920994","10694"
"6035","Sioux Central","2015","495.2","3159871","0","81964","439140","331294","37967","34199","50928","0","0","0","157993","100000","80042","0","0","0","76946","260425","15970","0","6500","66602","0","0","32835","19841","0","0","3095","39630","0","23040","0","5018281","10134"
"6039","Sioux City","2015","14132.2","89965585","0","3388501","14227055","7518048","899091","1134250","2326773","3658143","320630","0","3243870","1880175","811980","0","0","0","1937174","0","129868","4364306","114400","3381379","0","35893","111638","610972","0","0","68455","0","0","773103","209894","141111182","9985"
"6091","South Central Calhoun","2015","911.4","5832049","19847","853486","664344","558260","56689","59751","152784","0","491208","0","266584","385000","140619","0","0","0","156162","133398","19446","0","7800","126905","0","0","0","36858","0","0","4275","0","0","42646","0","10008111","10981"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6093","Solon","2015","1258.7","8012884","0","64112","591974","658879","67768","61060","187797","575749","19207","0","185322","485000","129226","0","524737","0","39607","360410","22347","0","15600","25430","0","0","0","15865","0","0","6900","0","0","52673","0","12102548","9615"
"6094","Southeast Warren","2015","561.9","3577055","0","31174","506033","314855","33113","31635","85941","221427","22242","0","148218","180000","43666","0","0","0","162783","132019","16527","0","1300","40478","0","0","0","17582","0","0","2365","43475","0","24925","0","5636813","10032"
"6095","South Hamilton","2015","653.9","4203269","0","83648","425019","401325","47552","44956","108222","324950","12489","0","78750","400000","87929","0","266451","0","72012","89220","17296","0","6500","59895","0","0","0","17234","0","0","3495","0","0","29614","0","6779826","10368"
"6096","Southeast Webster Grand","2015","543.3","3528734","0","105258","484007","331619","38612","40117","105039","160391","124378","0","122128","260000","69804","0","109994","0","96076","237502","16372","0","3900","74188","0","0","0","25485","0","0","2560","36272","0","26091","0","5998527","11041"
"6097","South Page","2015","196.5","1250919","81966","102142","259287","134323","13376","10681","41379","102504","9565","0","30000","50000","30569","0","0","0","60010","71323","13476","0","3900","48798","0","0","0","12818","0","0","650","9670","0","9406","0","2346762","11943"
"6098","South Tama County","2015","1466.5","9365069","0","272018","1707297","832209","86260","108917","267372","528046","98009","0","175595","415000","0","0","0","0","190590","56161","24083","0","11050","350613","0","0","0","60601","0","0","6805","0","0","72814","0","14628508","9975"
"6099","South O'Brien","2015","671.0","4307149","0","44497","680542","379719","44762","37589","101856","261008","101180","0","215357","350000","106558","174005","258686","0","143024","87114","17439","0","5200","67116","0","0","0","35046","0","0","3050","25750","0","34169","0","7480816","11149"
"6100","South Winneshiek","2015","564.4","3592970","0","122533","579306","320929","36974","27396","165516","109059","184594","0","129502","625000","77549","109059","48389","0","37353","40664","16548","0","6500","75090","0","0","0","25432","0","0","2625","34126","0","31153","0","6398267","11336"
"6101","Southeast Polk","2015","6616.9","42123185","0","657086","4325824","3406049","390199","384839","748005","1761655","855459","0","1509229","1638500","553738","0","1124256","0","1377959","1289884","67099","2043431","74100","498724","0","0","0","88935","0","0","33075","0","0","307830","48740","65307802","9870"
"6102","Spencer","2015","1933.3","12307388","0","271593","1984282","1076384","130517","127230","385143","515398","129878","0","593303","700000","198261","0","402530","0","90807","314066","27981","0","11700","317911","0","0","0","63318","0","0","9865","0","0","98796","51319","19807671","10246"
"6120","Spirit Lake","2015","1158.1","7372465","0","136684","713756","638738","75983","71987","168699","646525","22011","0","352537","670000","350189","0","0","0","84014","337987","21507","0","3900","104925","0","0","0","37604","0","0","6005","0","0","51112","0","11866628","10247"
"6138","Springville","2015","373.1","2390825","0","41421","278107","222282","21065","19200","63660","77975","106597","0","15353","44000","40537","0","164606","0","117020","64868","14950","0","7800","28394","0","0","0","9538","0","0","1760","27991","0","16593","0","3774543","10117"
"6165","Stanton","2015","180.0","1145880","0","180864","160169","115205","14319","11374","44562","84791","7189","0","0","150000","22598","0","0","0","48008","22982","13338","0","0","16449","0","0","0","7796","0","0","1145","20965","0","8220","0","2075854","11533"
"6175","Starmont","2015","616.9","3935822","0","69708","561887","372861","41308","45780","108222","0","307545","0","73411","325000","70183","0","0","0","103664","49982","16987","0","3900","115809","0","0","0","30379","0","75000","2985","29495","0","29299","0","6369226","10325"
"6219","Storm Lake","2015","2256.8","14366789","0","1467643","1385878","1207478","139357","180138","311934","291549","575199","0","82140","686285","148388","0","602545","0","708322","446817","30683","0","28600","753829","239240","0","0","63426","0","201857","11455","0","0","128085","46389","24104027","10681"
"6246","Stratford","2015","162.2","1060950","0","80271","111262","85549","8262","9448","35013","85379","2648","0","39402","230000","23595","0","47905","0","0","0","13189","0","2600","27818","0","0","0","3673","0","0","390","14433","0","7114","0","1888901","11646"
"6264","West Central Valley","2015","931.9","5993981","0","67099","771454","525005","50919","56324","171882","230077","258732","0","123416","325000","140241","0","0","0","144135","0","19618","0","13000","130340","0","0","0","28215","0","0","4135","0","0","43332","18378","9115283","9781"
"6273","Sumner-Fredericksburg","2015","858.3","5463938","0","414070","614255","485892","53352","48751","140052","379147","50865","0","79374","250000","100761","0","231583","0","183753","31290","19003","0","5200","74005","0","0","0","27941","0","0","4290","0","0","39076","0","8696598","10132"
"6408","Tipton","2015","886.9","5691237","0","93727","770361","477401","50589","55768","95490","253055","41951","0","19500","200000","87761","253055","103307","0","251200","0","19242","0","7150","81915","0","0","0","22742","0","0","4715","0","0","40472","0","8620638","9720"
"6453","Treynor","2015","580.2","3693553","0","48152","230195","322469","33710","35172","0","167366","127601","0","23129","300000","71356","0","0","0","60610","0","16680","0","2600","17799","0","0","0","9212","0","0","3840","0","0","25702","0","5189146","8944"
"6460","Tri-Center","2015","684.0","4376232","0","24248","464495","378225","42326","41033","117771","300177","37187","0","172687","200000","75038","0","152349","0","451868","93856","17547","0","0","47498","0","0","0","18141","0","0","3510","0","0","32105","0","7046293","10302"
"6462","Tri-County","2015","260.0","1655160","20219","108980","262725","167716","15049","19577","44562","105983","29823","0","59680","190000","34010","52991","16059","0","42007","0","14006","0","2600","52005","0","0","0","18593","0","0","1175","10221","0","12720","0","2935861","11292"
"6471","Tripoli","2015","435.0","2786175","0","29565","337544","261566","26831","27570","54111","185752","22041","0","70201","100000","42794","0","173768","0","36006","0","15467","0","6500","38090","0","0","0","13207","0","0","2020","30266","0","19589","0","4279064","9837"
"6509","Turkey Valley","2015","355.2","2320522","101068","90952","301563","219030","25131","17204","92307","0","207070","0","78061","400000","60823","0","123490","0","78013","0","14801","0","2600","36664","0","0","0","22005","0","0","1790","17786","0","17503","0","4228383","11904"
"6512","Twin Cedars","2015","374.7","2404075","0","24015","293340","226442","23524","27559","54111","164623","11716","0","91021","150000","0","0","0","0","54609","49239","14964","0","3900","57408","0","0","0","14100","0","0","1865","26256","0","18603","0","3711369","9905"
"6516","Twin Rivers","2015","175.0","1144675","0","156644","157769","109456","10645","10458","38196","50187","50854","286169","0","65000","36949","0","0","0","85784","69771","13296","0","3900","38869","0","0","0","6736","0","0","250","13141","0","9158","0","2357907","13474"
"6534","Underwood","2015","693.9","4417367","42479","41271","341281","361605","37040","40933","79575","0","349697","0","120198","190000","80936","0","0","0","72012","0","17630","0","6500","29056","0","0","0","13729","0","0","3580","0","0","30850","0","6275739","9044"
"6536","Union","2015","1214.4","7830451","0","48225","1046252","688808","59202","72172","0","520465","73005","0","276831","291125","126453","0","0","0","87918","193852","21977","0","6500","85777","0","0","0","24246","0","0","5905","0","0","54579","0","11513743","9481"
"6561","United","2015","339.6","2161894","0","36617","202121","160254","13452","21799","108222","162942","29207","0","53755","150000","80133","0","325389","0","192332","24247","14671","0","5200","26338","0","0","0","5574","0","0","1105","21218","0","16022","0","3812492","11226"
"6579","Urbandale","2015","3375.6","21489070","0","601784","2052908","1878285","222013","211954","452231","0","1647352","0","727625","810000","386104","0","0","146578","374875","831935","40028","0","33800","279642","0","0","0","53935","0","0","19670","0","0","170635","52151","32482574","9623"
"6591","Valley","2015","394.1","2517905","38736","109309","316447","223230","24176","25223","73209","115176","76955","0","85562","230000","40300","69106","53015","0","18003","22895","15126","0","2600","65398","0","0","0","18688","0","0","1905","24641","0","17760","0","4185365","10620"
"6592","Van Buren","2015","631.8","4022671","0","94251","503693","349638","34541","41838","89124","306552","2510","0","102817","250000","67708","0","137467","0","140835","920","17111","0","1300","170639","0","0","0","43760","0","0","2885","16016","0","30110","28669","6455055","10217"
"6615","Van Meter","2015","578.0","3679548","0","39374","271128","327558","33616","35264","0","229064","53305","0","32850","252825","64967","0","263806","0","42007","136840","16662","178498","3900","27357","0","0","0","12691","0","0","3260","0","0","26269","0","5730789","9915"
"6633","Ventura","2015","213.5","1386683","50673","167500","125418","135201","15053","13457","0","17758","116908","71868","18372","100000","83865","0","170272","0","72612","0","13618","0","6500","17943","0","0","0","9498","0","0","1295","21998","0","9224","0","2625715","12298"
"6651","Villisca","2015","329.0","2094414","0","77111","258205","185063","19835","22648","60477","0","168035","0","74325","190000","41224","17045","66652","0","84014","0","14582","0","1300","77189","0","0","0","18624","0","0","1380","14210","0","16246","0","3502579","10646"
"6660","Vinton-Shellsburg","2015","1584.4","10086290","103846","85616","1395109","905378","101783","97472","219627","194619","561999","0","302589","425000","154709","486548","141666","0","91815","238876","25067","0","11700","204627","0","0","0","65050","0","0","7505","0","0","73354","0","15980246","10086"
"6700","Waco","2015","481.5","3124935","16175","101796","512710","299257","31919","31962","105039","0","231845","0","0","200000","46648","0","0","0","133222","0","15856","0","9100","62682","0","0","0","16993","0","0","2175","28264","0","22043","24252","5016873","10419"
"6741","East Sac County","2015","925.2","5901851","0","269806","511596","543574","57242","62099","175065","58506","416357","0","289191","300000","119858","0","0","0","53979","64097","19562","0","9100","112874","0","0","0","41145","0","0","4680","0","0","45730","0","9056312","9788"
"6750","Walnut","2015","162.2","1032565","143291","78416","114142","103606","9183","12397","35013","101189","7449","0","0","75000","53858","0","218695","0","104097","61067","13189","0","7800","30461","0","0","0","9191","0","0","470","10623","0","7436","0","2229138","13743"
"6759","Wapello","2015","687.0","4389243","118389","100473","789744","408520","41921","50964","47745","227495","94079","0","61731","240000","0","0","127013","0","117480","32422","17572","0","3900","109911","0","0","0","25900","0","0","3235","0","0","32535","0","7040273","10248"
"6762","Wapsie Valley","2015","717.4","4599969","0","147726","403315","429909","44177","46423","149601","306284","19716","0","12711","125000","62849","68063","187142","0","34782","0","17826","0","6500","54578","0","0","0","32883","0","0","3730","0","0","32619","0","6785803","9459"
"6768","Washington","2015","1784.6","11360764","0","375747","1904134","983136","108771","120978","305568","752579","8251","0","302377","525000","135938","0","411935","0","181117","265145","26740","0","14300","314168","0","0","0","60086","0","0","8345","0","0","87964","0","18253042","10228"
"6795","Waterloo","2015","10992.3","69976982","0","1446584","15145796","5922102","643489","829259","1613781","0","4782227","0","3363887","3000000","934389","0","1897093","0","1345641","1511384","103643","3394642","162500","3315477","0","14392","0","636182","250453","0","52440","0","0","625561","167506","121135410","11020"
"6822","Waukee","2015","8288.6","52765228","0","840528","3557257","3981512","408960","529310","0","0","4046565","0","1246320","0","1045438","0","4245113","0","3480523","1907458","81062","0","72800","243233","0","0","0","51674","0","0","40385","0","0","389458","0","78932823","9523"
"6840","Waverly-Shell Rock","2015","1984.3","12632054","0","109177","1493336","1170955","129872","108521","222810","905535","58543","0","38682","312000","228333","0","0","0","94263","371075","28407","0","2600","134318","0","19476","26268","44245","0","0","11105","0","0","91782","0","18233357","9189"
"6854","Wayne","2015","534.9","3417476","50745","49285","428127","352180","39173","39050","114588","57043","215490","0","156970","175000","61867","0","0","0","36006","0","16302","0","2600","134089","0","0","0","30858","0","0","2635","29626","0","26617","0","5435727","10162"
"6867","Webster City","2015","1549.4","9863480","0","316683","1276765","861869","95288","108086","334215","514150","192272","0","352395","225000","138177","0","282635","0","95401","518223","24775","0","18200","355188","0","0","0","54926","0","0","8005","0","0","79381","25023","15740137","10159"
"6921","West Bend-Mallard","2015","325.0","2085850","0","50234","345994","203824","21593","18795","57294","0","181824","0","21355","85000","65037","0","264089","25668","80249","149271","14549","0","5200","32226","0","0","0","15153","0","0","1765","20849","0","15093","0","3760912","11572"
"6930","West Branch","2015","813.3","5203493","0","50141","582922","442256","46724","47505","165516","228835","192544","0","244024","280000","105958","228835","201419","0","48008","147370","18627","0","20800","56536","0","0","0","19054","0","0","4020","0","0","36752","0","8371339","10293"
"6937","West Burlington Ind","2015","481.1","3062683","0","33110","351658","326104","42269","53739","168699","0","217481","0","115500","197000","50291","0","102106","0","36006","47072","15853","0","3900","126024","0","0","0","14959","0","0","4275","0","15831","26748","0","5011308","10416"
"6943","West Central","2015","278.9","1775477","55693","53895","168954","168434","17428","15773","60477","105072","47904","0","88774","0","41966","45031","69421","0","54009","90958","14164","0","5200","44602","0","0","0","17921","0","0","1240","12221","0","13502","0","2968116","10642"
"6950","West Delaware County","2015","1545.4","9842653","0","220527","1089099","848208","93945","91658","0","433393","161103","0","220626","680000","161324","0","327537","0","120620","0","24742","0","6500","171736","0","0","0","64132","0","0","7390","0","0","75730","0","14640922","9474"
"6957","West Des Moines","2015","9054.4","57640310","0","1634611","5695406","4726397","538737","523435","973998","0","4813542","0","2816016","3814554","1410965","0","5887186","556447","1422156","2168195","87458","2796180","42900","973558","0","0","0","173503","0","0","44685","0","0","475834","87714","99303786","10967"
"6961","Western Dubuque","2015","2949.6","18939382","0","338945","2710368","1604346","178038","182875","891240","1261372","273286","0","776515","1021842","0","0","1243753","0","53602","0","36470","910895","27300","387770","0","0","0","137275","0","0","15220","0","0","186948","38090","31215532","10583"
"6969","West Harrison","2015","381.5","2493484","143389","84053","471703","225893","24568","20086","57294","110177","119600","0","94752","215000","73502","0","0","0","60010","39806","15021","0","6500","56185","0","0","0","16883","0","0","1645","19528","0","17225","0","4366303","11445"
"6975","West Liberty","2015","1203.9","7664027","0","283790","820705","668646","69513","92472","299202","456464","49362","0","189364","170000","88869","355028","5835","0","153236","358412","21889","0","16900","242616","0","0","0","33944","0","0","5695","0","0","59825","0","12105794","10055"
"6983","West Lyon","2015","888.0","5653008","0","22574","492283","457125","51380","52170","120954","451707","2738","0","157480","226642","122952","0","0","0","180202","107107","19251","0","7800","63033","0","0","0","27188","0","0","4385","0","0","41313","19638","8280930","9325"
"6985","West Marshall","2015","863.5","5503086","0","58243","600846","474346","45886","56982","0","377121","20807","0","73446","170000","80014","0","0","0","66620","3990","19046","0","7800","79922","0","0","0","27680","0","0","4600","0","0","39829","0","7710264","8929"
"6987","West Monona","2015","682.3","4349663","0","43127","795664","389279","40999","43838","54111","145312","193570","0","21648","500000","76970","72656","239889","0","64360","0","17533","0","11700","137398","0","0","0","33296","0","0","3180","0","0","32853","0","7267046","10651"
"6990","West Sioux","2015","755.1","4824334","0","299248","697423","438638","50433","51845","159150","225671","104265","0","241217","300000","64730","0","262841","0","119316","38476","18141","0","10400","132463","0","0","0","26573","0","0","3545","0","0","40312","0","8109021","10739"
"6992","Westwood","2015","521.0","3331795","48503","23067","573695","306412","35406","34486","57294","204033","89884","0","166590","425000","98986","0","0","0","48008","241752","16186","0","3900","55481","0","0","0","28825","0","0","2600","32202","0","24193","0","5848298","11225"
"7002","Whiting","2015","171.3","1090496","121835","12446","169017","130097","14660","16157","38196","101272","4370","0","54525","40000","33009","0","67019","0","24004","9966","13265","0","5200","36950","0","0","0","5468","0","0","1005","22509","0","9110","0","2020576","11796"
"7029","Williamsburg","2015","1143.6","7298455","0","153838","629967","628831","68605","58644","203712","241409","301596","0","258077","410000","124593","0","505925","0","95674","378975","21386","0","9100","76119","232870","0","0","20365","0","0","5860","0","0","54840","0","11778841","10300"
