"contract_name","county","city","status","program","primary_funding_agreement","award_date","total_project_cost","capital_investment","direct_assistance_awarded","tax_benefits_awarded","projected_jobs_created","projected_jobs_retained","projected_jobs_other","projected_jobs_total","projected_qualifying_wage","contracted_jobs_created","contracted_jobs_retained","contracted_jobs_other","contracted_jobs_total","contracted_qualifying_wage","verified_total_project_cost","project_completion_date","final_jobs_created","final_jobs_retained","final_jobs_other_created","final_jobs_total","project_maintenance_date","city_location"
"Genesis Systems Group","Scott","Davenport","Closed Contracts - Successful","Enterprise Zone","14-EZ-004","2013-11-22T00:00:00.000","4145000","4145000","0","162600","9","2","0","11","15.48","9","2","0","11","15.48","4187100","2016-11-30T00:00:00.000","9","2","0","11","2018-11-30T00:00:00.000","POINT (-90.577036 41.523527)"
"Whirlpool Corporation","Iowa","Amana","Closed Contracts - Successful","High Quality Jobs Program","12-HQJP-037","2012-04-20T00:00:00.000","31661000","3183000","0","400000","0","0","0","0","0","0","0","0","0","20.43","45833808","2015-04-30T00:00:00.000","0","0","0","0","2017-04-30T00:00:00.000","POINT (-91.874512 41.801656)"
"HUSCO International, Inc.","Jackson","Maquoketa","Closed Contracts - Partial","Enterprise Zone","08-EZ-029","2008-03-26T00:00:00.000","21397163","12800000","810000","1302125","71","0","49","120","0.00","81","0","0","81","9.70","23893891","2012-03-31T00:00:00.000","98","0","0","98","2017-12-31T00:00:00.000","POINT (-90.662925 42.069219)"
"Capital City Fruit, Inc.","Warren","Norwalk","Closed Contracts - Successful","130% Component","11-130-027","2011-04-21T00:00:00.000","11450000","11450000","215000","1000500","4","38","0","42","18.30","4","38","0","42","18.30","12617109","2014-04-30T00:00:00.000","4","38","0","42","2016-04-30T00:00:00.000","POINT (-93.674074 41.497011)"
"Aveka, Inc.","Allamakee","Waukon","Closed Contracts - Successful","Value-Added Agriculture Component","11-VAAC-014","2011-06-16T00:00:00.000","4594850","3794850","400000","0","0","0","0","0","0","0","0","0","0","0","4998651","2014-06-30T00:00:00.000","0","0","0","0","2016-06-30T00:00:00.000","POINT (-91.475596 43.269266)"
"Rail.One USA Corp","Clinton","Clinton","Closed Contracts - Partial","Enterprise Zone","13-EZ-014","2013-03-22T00:00:00.000","22020000","19907500","0","2157500","62","0","0","62","14.03","62","0","0","62","14.03","22108112","2016-03-31T00:00:00.000","42","0","0","42","2018-03-31T00:00:00.000","POINT (-90.190747 41.838935)"
"Tyson Pet Products, Inc.","Buchanan","Independence","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-038","2013-04-23T00:00:00.000","24121465","22972824","0","1110700","11","0","122","133","16.80","11","0","122","133","16.80","25447419","2016-04-30T00:00:00.000","11","0","122","133","2018-04-30T00:00:00.000","POINT (-91.891754 42.467626)"
"CRST International","Linn","Cedar Rapids","Closed Contracts - Successful","Enterprise Zone","14-EZ-007","2014-05-16T00:00:00.000","36542100","36542100","0","1757430","12","0","18","30","17.20","12","0","18","30","17.20","14708027","2017-05-30T00:00:00.000","12","0","18","30","2019-05-31T00:00:00.000","POINT (-91.669808 41.978122)"
"Jackson Recovery Centers, Inc.","Woodbury","Sioux City","Closed Contracts - Successful","Targeted Jobs","14-TJ-002","2013-09-20T00:00:00.000","9514000","9514000","0","69760","12","0","13","25","16.14","12","0","13","25","16.14","11212630","2016-09-30T00:00:00.000","12","0","12","24","2018-09-30T00:00:00.000","POINT (-96.406436 42.496323)"
"Sedgwick Claims Management Services, Inc.","Johnson","Coralville","Closed Contracts - Successful","High Quality Jobs Program","13-HQJDF-003","2012-08-17T00:00:00.000","3737651","3710247","368000","100000","46","0","0","46","20.51","46","0","166","212","20.51","3737651","2016-01-31T00:00:00.000","46","0","166","212","2018-01-31T00:00:00.000","POINT (-91.577768 41.672677)"
"New Horizon Cuisine","Polk","Ankeny","Closed Contracts - Partial","Value-Added Agriculture Component","12-VAAC-001","2011-07-21T00:00:00.000","2213800","2095000","259000","0","0","0","0","0","0","0","0","0","0","0","2081435","2017-08-31T00:00:00.000","0","0","0","0","2019-08-31T00:00:00.000","POINT (-93.600414 41.72508)"
"AMPC, Inc. d/b/a Proliant Meat Ingredients","Shelby","Harlan","Closed Contracts - Successful","Enterprise Zone","12-EZ-004","2011-07-21T00:00:00.000","9550000","9550000","0","508530","10","3","0","13","0.00","10","3","0","13","12.34","11200431","2014-07-31T00:00:00.000","10","3","0","13","2016-07-31T00:00:00.000","POINT (-95.325555 41.645668)"
"AgReliant Genetics, LLC","Boone","Ogden","Closed Contracts - Successful","High Quality Jobs Program","12-HQJP-054","2012-05-18T00:00:00.000","36221729","36221729","0","2103638","16","0","18","34","20.16","16","0","18","34","20.16","37209235","2015-05-13T00:00:00.000","16","0","18","34","2017-05-13T00:00:00.000","POINT (-94.028038 42.039088)"
"Environmental Lubricants Manufacturing, Inc.","Grundy County","Grundy Center","Closed Contracts - Full","Value-Added Agriculture Component","11-VAAC-013","2011-05-19T00:00:00.000","415000","415000","60000","0","0","0","0","0","0","0","0","0","0","0","0","2017-06-30T00:00:00.000","0","0","0","0","2019-06-30T00:00:00.000","POINT (-92.768301 42.361475)"
"Lesaffre Yeast Corporation","Linn","Cedar Rapids","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-058","2015-05-22T00:00:00.000","52000000","51250000","25000","1953750","8","0","22","30","23.45","8","0","22","30","23.45","57415484","2019-02-28T00:00:00.000","8","0","22","30","2021-02-28T00:00:00.000","POINT (-91.669808 41.978122)"
"Danisco U.S. Inc. - Genencor Division","Linn","Cedar Rapids","Closed Contracts - Partial","High Quality Jobs Program","13-HQJDF-047","2013-06-21T00:00:00.000","20000000","19850000","55000","900500","11","0","0","11","21.73","11","0","0","11","21.73","35680633","2016-06-30T00:00:00.000","5","0","0","5","2018-06-30T00:00:00.000","POINT (-91.669808 41.978122)"
"Zinpro Corporation","Butler","Shell Rock","Closed Contracts - Successful","High Quality Jobs Program","13-HQJDF-030","2013-01-18T00:00:00.000","21136600","21136600","320000","85000","20","0","0","20","18.36","20","0","0","20","18.36","32378718","2016-01-31T00:00:00.000","20","0","0","20","2018-01-31T00:00:00.000","POINT (-92.583205 42.710068)"
"Frontier Natural Products Co-op","Benton","Belle Plaine","Closed Contracts - Successful","High Quality Jobs Program","16-HQJTC-002","2015-07-17T00:00:00.000","2762000","2762000","0","49390","2","0","14","16","15.76","2","0","14","16","15.76","3501256","2018-07-31T00:00:00.000","2","0","14","16","2020-07-31T00:00:00.000","POINT (-92.276554 41.897045)"
"Polaris Industries, Inc.","Dickinson","Milford","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-032","2013-02-22T00:00:00.000","3865410","3665410","0","109962","6","0","34","40","14.63","6","0","34","40","14.63","3885561","2016-02-28T00:00:00.000","6","0","34","40","2018-02-28T00:00:00.000","POINT (-95.151365 43.333275)"
"Brownells, Inc.","Poweshiek","Grinnell","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-007","2012-08-17T00:00:00.000","15524000","13780000","0","1112260","41","0","0","41","18.12","41","0","0","41","18.12","18873178","2015-08-31T00:00:00.000","38","0","0","38","2017-08-31T00:00:00.000","POINT (-92.727362 41.743267)"
"Sabre Communications Corporation","Woodbury","Sioux City","Closed Contracts - Successful","100% Component","12-100-009","2012-03-26T00:00:00.000","25470955","25470955","960000","2045000","177","151","9","337","15.77","177","151","9","337","15.77","27477748","2015-03-31T00:00:00.000","177","151","9","337","2017-03-31T00:00:00.000","POINT (-96.406436 42.496323)"
"Physical Therapy Specialists","Woodbury","Sioux City","Closed Contracts - Full","Targeted Jobs","15-TJWTC-007","2015-02-20T00:00:00.000","518000","223000","0","50000","6","9","0","15","16.63","6","9","0","15","16.63","0","2018-02-28T00:00:00.000","0","0","0","0","2020-02-28T00:00:00.000","POINT (-96.406436 42.496323)"
"Behnke Enterprises, Inc.","Dubuque","Farley","Closed Contracts - Successful","130% Component","12-130-030","2012-04-20T00:00:00.000","1775000","1675000","200000","29216","25","0","0","25","20.52","7","0","0","7","20.52","3448803","2015-04-30T00:00:00.000","7","0","0","7","2017-04-30T00:00:00.000","POINT (-91.006179 42.442761)"
"Coralville, City of & University of Iowa Research Park","Johnson","Coralville","Closed Contracts - Successful","Grow Iowa Value Fund Infrastructure Component","12-IFC-001","2011-10-20T00:00:00.000","3914818","3914818","331854","0","0","0","0","0","20.92","0","0","0","0","0","8650887","2014-10-31T00:00:00.000","0","0","0","0","2016-10-31T00:00:00.000","POINT (-91.577768 41.672677)"
"Valent BioSciences Corporation","Mitchell","Osage","Closed Contracts - Successful","130% Component","11-130-030","2011-04-21T00:00:00.000","141039000","132461000","1000000","3491898","48","0","41","89","13.71","48","0","41","89","19.81","143850048","2015-04-30T00:00:00.000","48","0","41","89","2017-04-30T00:00:00.000","POINT (-92.811156 43.284136)"
"Transco Railway Products, Inc.","Fayette","Oelwein","Closed Contracts - Partial","High Quality Jobs Program","15-HQJDF-009","2014-08-22T00:00:00.000","14925640","14925640","280000","627702","31","0","0","31","13.55","54","0","0","54","13.55","14993258","2017-08-31T00:00:00.000","36","0","0","36","2019-08-31T00:00:00.000","POINT (-91.911989 42.678527)"
"American Enterprise Mutual Holding Company","Polk","Des Moines","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-042","2014-07-18T00:00:00.000","27200000","24500000","0","1380000","23","0","123","146","24.32","23","0","123","146","24.32","35291179","2017-07-31T00:00:00.000","23","0","123","146","2019-07-31T00:00:00.000","POINT (-93.620309 41.588822)"
"IML Containers Iowa, Inc.","Plymouth","Le Mars","Closed Contracts - Partial","High Quality Jobs Program","11-HQJP-032","2011-04-21T00:00:00.000","11034910","11034910","0","268895","1","0","28","29","20.42","1","0","28","29","20.42","10096223","2015-03-31T00:00:00.000","1","0","13","14","2017-03-31T00:00:00.000","POINT (-96.173749 42.788178)"
"Accu-Mold LLC","Polk","Ankeny","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-035","2015-02-20T00:00:00.000","32000000","20000000","0","1680000","36","0","164","200","25.52","36","0","164","200","25.52","34725019","2018-02-28T00:00:00.000","36","0","199","235","2020-02-28T00:00:00.000","POINT (-93.600414 41.72508)"
"McKesson Corporation","Cerro Gordo","Clear Lake","Closed Contracts - Successful","High Quality Jobs Program","15-HQJDF-034","2015-02-20T00:00:00.000","65242000","65242000","170000","4200000","164","0","0","164","14.79","164","0","0","164","14.79","70955084","2018-02-28T00:00:00.000","164","0","0","164","2020-02-28T00:00:00.000","POINT (-93.378746 43.137357)"
"MSI Mold Builders","Linn","Cedar Rapids","Closed Contracts - Partial","High Quality Jobs Program","13-HQJDF-004","2012-09-21T00:00:00.000","5627180","5627180","144000","42727","18","0","0","18","21.73","4","0","0","4","21.73","4812301","2015-09-30T00:00:00.000","4","0","0","4","2017-09-30T00:00:00.000","POINT (-91.669808 41.978122)"
"Flint Hills Resources f/k/a Hawkeye Renewables LLC","Guthrie","Menlo","Closed Contracts - Successful","Enterprise Zone","07-EZ-022","2006-10-19T00:00:00.000","135585000","128285000","0","12387000","44","0","0","44","0.00","44","0","0","44","11.65","202407222","2009-10-31T00:00:00.000","44","0","0","44","2019-10-31T00:00:00.000","POINT (-94.407803 41.518262)"
"Von Maur, Inc.","Scott","Davenport","Closed Contracts - Successful","Enterprise Zone","12-EZ-018","2012-06-22T00:00:00.000","15500000","15500000","0","1500000","10","0","0","10","15.60","10","0","0","10","15.60","18286232","2015-06-30T00:00:00.000","10","0","0","10","2017-06-30T00:00:00.000","POINT (-90.577036 41.523527)"
"H.J. Heinz Company","Muscatine","Muscatine","Closed Contracts - Successful","High Quality Jobs Program","14-HQJTC-017","2013-12-20T00:00:00.000","24500000","24500000","0","825000","6","0","100","106","16.37","6","0","100","106","16.37","33547515","2016-12-31T00:00:00.000","6","0","100","106","2018-12-31T00:00:00.000","POINT (-91.044853 41.420448)"
"Microsoft Corporation","Dallas","West Des Moines","Closed Contracts - Successful","High Quality Jobs Program","12-HQJP-015","2011-09-15T00:00:00.000","84752337","84752337","0","131242","4","0","6","10","22.94","4","0","6","10","22.94","118548470","2014-09-30T00:00:00.000","4","0","6","10","2016-09-30T00:00:00.000","POINT (-93.713031 41.575505)"
"Clow Valve Company","Mahaska","Oskaloosa","Closed Contracts - Partial","High Quality Jobs Program","12-HQJP-036","2012-03-26T00:00:00.000","7900000","7900000","0","218040","6","0","0","6","20.04","6","0","0","6","20.04","7293065","2015-03-31T00:00:00.000","6","0","0","6","2017-03-31T00:00:00.000","POINT (-92.645022 41.296244)"
"Alter Trading Corporation","Pottawattamie","Council Bluffs","Closed Contracts - Full","Enterprise Zone","13-EZ-011","2013-03-22T00:00:00.000","20313544","20313544","0","887000","15","0","0","15","13.91","15","0","0","15","13.91","0","2016-03-31T00:00:00.000","0","0","0","0","2018-03-31T00:00:00.000","POINT (-95.85436 41.258963)"
"Rembrandt Enterprises, Inc.","Dickinson","Spirit Lake","Closed Contracts - Successful","High Quality Jobs Program","14-HQJDF-005","2013-09-20T00:00:00.000","2423528","1400000","210000","130676","14","40","8","62","15.21","14","0","8","22","15.21","4432865","2016-09-30T00:00:00.000","14","0","8","22","2018-09-30T00:00:00.000","POINT (-95.102261 43.422624)"
"Weems Industries, Inc. dba Lgacy Manufacturing Co.","Linn","Marion","Closed Contracts - Successful","High Quality Jobs Program","15-HQJTC-010","2014-08-22T00:00:00.000","10423550","8698550","0","261750","1","0","33","34","23.45","1","0","33","34","23.45","13417161","2017-08-31T00:00:00.000","1","0","18","19","2019-08-31T00:00:00.000","POINT (-91.587223 42.036098)"
"E.I. DuPont de Nemours and Company","Polk","Johnston","Closed Contracts - Successful","High Quality Jobs Program","11-HQJP-023","2011-01-20T00:00:00.000","147000000","32000000","0","6960000","138","0","0","138","23.20","138","0","0","138","23.20","269161999","2014-01-31T00:00:00.000","138","0","0","138","2016-01-31T00:00:00.000","POINT (-93.697646 41.669319)"
"DENSO Manufacturing Michigan, Inc.","Polk","Urbandale","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-010","2012-10-19T00:00:00.000","1193996","521112","0","34512","7","0","0","7","23.12","4","0","0","4","23.12","1271071","2015-10-31T00:00:00.000","4","0","0","4","2017-10-31T00:00:00.000","POINT (-93.736522 41.630343)"
"The Lauridsen Group, Inc.","Polk","Ankeny","Closed Contracts - Successful","High Quality Jobs Program","14-HQJDF-006","2013-10-18T00:00:00.000","4148200","4108200","320000","265520","40","0","0","40","24.32","13","0","0","13","24.32","4726794","2016-10-31T00:00:00.000","13","0","0","13","2018-10-31T00:00:00.000","POINT (-93.600414 41.72508)"
"Gott Ice Cream?, LLC","Cedar","Tipton","Closed Contracts - Full","High Quality Jobs Program","14-HQJDF-039","2014-05-16T00:00:00.000","1195000","820000","125000","39250","24","1","10","35","18.22","24","1","10","35","18.22","0","2017-05-31T00:00:00.000","0","0","0","0","2019-05-31T00:00:00.000","POINT (-91.128408 41.769997)"
"Iowa Corn Processors, L.C.","Carroll","Glidden","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-037","2013-06-21T00:00:00.000","14832000","14832000","0","407550","2","0","0","2","17.04","2","0","0","2","17.04","17725971","2016-06-30T00:00:00.000","2","0","0","2","2018-06-30T00:00:00.000","POINT (-94.725929 42.056795)"
"Lime Springs Beef, LLC nka Upper Iowa Beef, LLC","Howard","Lime Springs","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-039","2013-04-23T00:00:00.000","6723000","5393000","500000","234090","50","0","0","50","12.95","7","0","43","50","17.27","9033534","2017-12-31T00:00:00.000","7","0","43","50","2019-12-31T00:00:00.000","POINT (-92.285681 43.449017)"
"GAR-MRO Services, Inc. & Shojaat Properties Inc.","Dallas","West Des Moines","Closed Contracts - Full","High Quality Jobs Program","16-HQJDF-009","2015-08-21T00:00:00.000","5000000","4950000","115000","363500","23","0","6","29","25.52","23","0","6","29","25.52","0","2000-01-01T00:00:00.000","0","0","0","0","2000-01-01T00:00:00.000","POINT (-93.713031 41.575505)"
"Helena Industries, Inc.","Polk","Des Moines","Closed Contracts - Successful","High Quality Jobs Program","13-HQJTC-043","2013-06-21T00:00:00.000","4150000","4150000","0","207500","1","0","2","3","23.12","1","0","2","3","23.12","5265598","2016-06-30T00:00:00.000","1","0","2","3","2018-06-30T00:00:00.000","POINT (-93.620309 41.588822)"
