"company_name","form_numbers","effectivedate","a","b","c","d","e","f","g","h","i","j","hdf","hdg","hdj","k","l","m","n"
"Principal Life Insurance Company","GC 500 (D-MSP)","2021-01-01T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,,,,
"Garden State Life Insurance Company","MACRA Medicare supplement -- Form GSL-2020","2021-01-01T00:00:00.000","0.055",,,,,"0.055","0.055",,,,,"0.055",,,,"0.055","0.055"
"UnitedHealthcare Insurance Company","G-36000-4 (post_6-1-10)","2021-01-01T00:00:00.000","0.065","0.066","0.066",,,"0.066","0.066",,,,,,,"0.069","0.069",,"0.066"
"UnitedHealthcare Insurance Company","G-36000-4 (pre_6-1-10)","2021-01-01T00:00:00.000","0.065","0.066","0.067","0.066","0.066","0.066","0.066","0.099","0.099","0.098",,,,"0.064","0.066",,
"Pan-American Life Insurance Company","2010 Modernized MIPPA PANF10ST-OT et al","2021-03-01T00:00:00.000","0.08",,,,,"0.04","0.08",,,,,,,,,,"0.06"
"Sentinel Security Life Insurance Company","SSLA10ST-OT etl al","2020-10-01T00:00:00.000","0.089","0.089","0.089","0.089",,"0.089","0.089",,,,,,,,,,"0.089"
"UnitedHealthcare Insurance Company","2010 MIPPA plans:  IMS-POL-2010 F-IA et al","2020-08-01T00:00:00.000",,,,,,"0.0",,,,,"0.0",,,,"0.0",,"0.0"
"United of Omaha Life Insurance Company","1992 Legacy:  UM1, UM4, and UM5","2020-10-01T00:00:00.000","0.0",,,,,"0.0","0.15",,,,,,,,,,
"Liberty National Life Insurance Company","2010 MIPPA Plans, LMSF06, LMSF10 et al","2020-11-01T00:00:00.000",,,,,,,,,,,"0.08",,,,,,
"United of Omaha Life Insurance Company","2010 MIPPA plans:  UM20, UM23, UM24, UM30","2020-10-01T00:00:00.000","0.0",,,,,"0.15","0.17",,,,,,,,,"0.15",
"Renaissance Life & Health Insurance Company of America","MIPPA A, F, G, and N -- RENF10ST-OT et al","2020-08-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,,,,,,,"0.15"
"Avera Health Plans","IA-SEL-MF (06/10) et al","2020-10-01T00:00:00.000","0.1","0.1","0.1",,,"0.1",,,,,,,,,,,
"Humana Insurance Company","2010 MIPPA Humanana Connect - IAMESHCF et al","2021-03-01T00:00:00.000","0.055",,,,,"0.055","0.055",,,,,,,,,,
"National Health Insurance Company","2010 MIPPA 38020 A IA et al (Plans A, F, Hi-F, G, N)","2020-09-01T00:00:00.000","0.09",,,,,"0.07","0.09",,,,"0.08",,,,,,"0.08"
"State Farm Mutual Automobile Insurance Company","MIPPA 97067 et al || Pre-MIPPA 97037 et al","2021-01-01T00:00:00.000","0.1",,"0.1","-0.1",,"0.1","-0.1",,,,,,,,,,"-0.1"
"Great American Life Insurance Company","1MSPA0001 et al","2021-01-19T00:00:00.000",,,,,,"0.085","0.085",,,,,,,,,,
"Cigna National Health Insurance Company (PKA Central Reserve Life)","3MA et al","2021-01-19T00:00:00.000",,,,,,"0.03","0.03",,,"0.03",,,,,,,
"Loyal American Life Insurance Company","Modernized MIPPA --Loyal-MS-AA-A et al","2021-01-01T00:00:00.000","0.084","0.084","0.084","0.084",,"0.084","0.084",,,,,,,,,,"0.084"
"Central States Indemnity Co. of Omaha","* MIPPA plans -- CSMSFA2010IA - Plan F et al","2020-11-01T00:00:00.000","0.179","0.179","0.179",,,"0.179","0.179",,,,,,,,,,"0.179"
"United World Life Insurance Company","WM1 et al","2020-09-01T00:00:00.000","0.0","0.0","0.0","0.09",,"0.0","0.09",,,,,,,,,,
"Mutual of Omaha Insurance Company","M181 (Agency)","2020-09-01T00:00:00.000","0.0",,"0.0","0.0",,"0.08",,,"0.0",,,,,,,,
"Mutual of Omaha Insurance Company","M500 (Group)","2020-09-01T00:00:00.000","0.0",,,"0.0",,"0.1",,,,,,,,,,,
"Manhattan Life Insurance Company (The)","2010 MIPPA_Plans MLMSAAIA et al","2020-10-01T00:00:00.000","0.155",,"0.155",,,"0.155","0.155",,,,,,,,,,"0.155"
"Bankers Life & Casualty Company","GP-A11, GP-A12","2021-01-01T00:00:00.000",,,"0.0","0.04",,"0.035","0.07",,,,,,,,,,
"UniCare Life & Health Insurance Company","Standard F IA0001F et al","2020-09-01T00:00:00.000","0.0",,,,,"0.06",,,,,"0.0",,,,"0.0",,
"Provident American Life and Health Insurance Company","3PA(IA) et al","2020-12-06T00:00:00.000","0.085",,,"0.085",,"0.085","0.085","0.085","0.085","0.085","0.085",,,,,,
"Epic Life Insurance Company (The)","2010  MIPPA plans (open) 28147-088-1601 (Plan F) et al","2021-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Epic Life Insurance Company (The)","2010 MIPPA plans (E10524-1101 (closed)","2021-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Forethought Life Insurance Company","Forms MSF10-01 et al (A, C, F, G, and N)","2020-10-01T00:00:00.000","0.115",,"0.115",,,"0.115","0.115",,,,,,,,,,"0.115"
"S. USA Life Insurance Company, Inc.","MIPPA plans MSPAAU16GN, MSPFAU16GN, MSPGAU16GN","2020-09-01T00:00:00.000","0.08",,,,,"0.08","0.08",,,,,,,,,,
"Gerber Life Insurance Company","MTG20, MTG24, MTG25, MTG1, MTG4, MTG5","2020-10-01T00:00:00.000","0.05",,,,,"0.05","0.05",,,,,,,,,,
"Everest Reinsurance Company","Modernized MIPPA plans EVMSFA2016GN - Plan F et al","2020-10-01T00:00:00.000",,,"0.06",,,"0.18","0.18",,,,,,,,,,"0.06"
"Government Personnel Mutual Life Insurance Company","Modernized Forms MTP20 (Plan A) et al","2020-08-01T00:00:00.000","0.115",,"0.115",,,"0.115","0.115",,,,,,,,,,"0.115"
"United of Omaha Life Insurance Company","2010 MIPPA plan N:  UM31","2020-08-01T00:00:00.000",,,,,,,,,,,,,,,,,"0.0"
"Medico Insurance Company","2010 Individual MIPPA plans: MSA70F-C et al (A, F, G, N)","2020-11-01T00:00:00.000",,,,,,"0.12",,,,,,,,,,,"0.12"
"Cigna Health and Life Insurance Company","CHLIC-MS-AA-F-IA et al","2020-10-01T00:00:00.000","0.025",,,,,"0.025","0.13",,,,"0.025",,,,,,"0.025"
"American Retirement Life Insurance Company","MIPPA *agent* plans:  AR-MS-AA-F-AI et al","2020-10-01T00:00:00.000","0.065",,,,,"0.065","0.12",,,,,,,,,,"0.098"
"American Retirement Life Insurance Company","MIPPA *direct* plans:  AR-MSD-AA-F-IA et al","2020-10-01T00:00:00.000","0.065",,,,,"0.065","0.12",,,,,,,,,,"0.098"
"National Guardian Life Insurance Company","NGLMEDF10ST-OT et al (MIPPA A, F, G, and N)","2020-07-01T00:00:00.000","0.05",,,,,"0.05","0.05",,,,,,,,,,"0.05"
"Combined Insurance Company of America","14971 et al","2020-07-01T00:00:00.000",,,"0.03","0.0",,"0.03",,,,,,,,,,,
"Combined Insurance Company of America","2010 MIPPA - Forms 14903, 14905, and 14906 (A, F, and N)","2020-07-01T00:00:00.000",,,,,,"0.08",,,,,,,,,,,
"Humana Insurance Company","2010 MIPPA plans:  IAMESM10F et al","2021-01-01T00:00:00.000","0.055","0.055","0.055",,,"0.055",,,,,"0.0","0.0",,"0.055","0.055",,"0.1"
"CompBenefits Insurance Company","MIPPA plans IAAIMESG et al","2020-10-01T00:00:00.000","0.055",,,,,"0.055","0.055",,,,,"0.0",,,,,"0.055"
"Bankers Fidelity Life Insurance Company","2010 MIPPA B 21092","2020-05-04T00:00:00.000","0.195",,,,,"0.195","0.195",,,,"0.0",,,"0.09",,,"0.195"
"Bankers Fidelity Life Insurance Company","B 9200 et al","2020-05-04T00:00:00.000",,,,,"0.0","0.09","0.08",,"0.08",,,,,,,,
"Transamerica Life Insurance Company (formerly PFL)","MS4500GPT-A.IA et al and MS8000GPT-A.IA et al","2020-06-01T00:00:00.000","0.08","0.08","0.08","0.08","0.08","0.08","0.0","0.08","0.08","0.08",,,,"0.08","0.08","0.08","0.0"
"Transamerica Life Insurance Company (formerly Life Investors)","2010 IND MIPPA plans:  MS2013IPT-F IA et al","2020-09-01T00:00:00.000","0.05","0.05","0.05","0.0",,"0.05","0.0",,,,,,,"0.0","0.0","0.0","0.0"
"Liberty Bankers Life Insurance Company","2010 MIPPA plans LBL-MSF-POL-0416 et al","2020-09-01T00:00:00.000","0.14",,,,,"0.15","0.16",,,,,,,,,,"0.1"
"Omaha Insurance Company","2010 MIPPA --  	NM20, NM23, NM24","2020-07-01T00:00:00.000","0.15",,,,,"0.175","0.175",,,,"0.04",,,,,,"0.17"
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","922A-IA et al","2020-09-08T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-020501-UTA-IA","2020-09-08T00:00:00.000",,,"0.05","0.05",,"0.05","0.05",,,,,,,,,,
"Continental General Insurance Company (FKA United Teacher Associates Ins Co)","MS-051301 et al","2020-09-08T00:00:00.000",,,,,,,,"0.05","0.05","0.05",,,,,,,
"Family Life Insurance Company","MSAAF200810 et al (1990 and 2010 plans)","2020-07-01T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,,,,,,"0.07","0.07"
"Globe Life and Accident Insurance Company","GMSA et al","2020-04-07T00:00:00.000","0.0","0.0","0.0",,,"0.0",,,,,"0.0",,,,,,"0.0"
"Genworth Life and Annuity Insurance Company","MSP-1992-A","2020-04-07T00:00:00.000","0.0",,"0.0","0.0",,"0.0",,,,"0.0",,,,,,,
"Genworth Life and Annuity Insurance Company","NAC-7602 (FedHome)","2020-04-07T00:00:00.000","0.0",,"0.0",,,"0.0",,,,"0.0",,,,,,,
"Sanford Health Plan","Select & Standard Plans (MIPPA Plans)","2020-10-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06","0.06",,,,"0.06",,,"0.06","0.06","0.06","0.06"
"American Continental Insurance Company","2010 Modernized MIPPA ACIMSP17F IA et al","2020-08-01T00:00:00.000","0.15","0.15",,,,"0.15","0.15",,,,"0.15",,,,,,"0.15"
"Great Southern Life Insurance Company","MIPPA GAA500-A, F, High-F, G, and N","2020-07-01T00:00:00.000","0.085",,,,,"0.0","0.052",,,,"0.0",,,,,,"-0.025"
"Globe Life and Accident Insurance Company","GGRMSP","2020-07-01T00:00:00.000","0.095","0.095","0.095",,,"0.095",,,,,,,,,,,
"Western Catholic Union","2010 Standardized Medicare Supplement Plans A, F, G and N.","2020-05-01T00:00:00.000","0.12",,,,,"0.12","0.12",,,,,,,,,,"0.12"
"Oxford Life Insurance Company","2010 MIPPA plans:  2010-104-F-IA et al","2020-06-01T00:00:00.000","0.0",,,,,"0.12","0.12",,,,,,,,,,"0.12"
"Continental Life Insurance Company of Brentwood, Tennessee","NC1-A et al","2020-04-01T00:00:00.000",,,,,,"0.0","0.0",,,,,,,,,,
"Aetna Life Insurance Company","2010 MIPPA || Group  plans A, B, F, G, and N","2020-06-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"0.0"
"Heartland National Life Insurance Company","Standardized MIPPA 90090G et al","2020-06-01T00:00:00.000","0.06",,"0.06",,,,"0.06",,,,,,,,,,"0.0"
"United American Insurance Company","DMSA, B, (<65)","2020-06-15T00:00:00.000","0.09","0.06",,,,,,,,,"0.09",,,,,,
"United American Insurance Company","MSF et al","2020-06-15T00:00:00.000","0.09","0.06","0.02","0.03",,"0.095","0.04",,,,"0.0","0.0",,"0.06","0.06",,"0.06"
"Physicians Life Insurance Company","Modernized MIPPA L030IA et al","2020-07-01T00:00:00.000","0.065",,,,,"0.065","0.065",,,,"0.065","0.065",,,,,
"Medico Insurance Company","2010 Group MIPPA Plans: MSA21A, D, F, M, and N","2020-07-01T00:00:00.000","0.11",,,"0.11",,"0.11",,,,,,,,,,,"0.11"
"Americo Financial Life and Annuity Insurance Company","Modernized MIPPA Medicare supplement -- AAA500-A, F, G, N","2020-07-01T00:00:00.000","0.145",,,,,"0.145","0.135",,,,,,,,,,"0.095"
"State Mutual Insurance Company","MS-AAIA - Plan A (for polices novating from Lincoln Heritage)","2020-07-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06",,,,,,,,,,,
"Lincoln Heritage Life Insurance Company","MS-AAIA - Plan A et al (some novated to State Mutual)","2020-07-01T00:00:00.000","0.06","0.06","0.06","0.06",,"0.06",,,,,,,,,,,
"Coventry Health & Life Insurance Company","2010 MIPPA standardized plans CHLEXCMS14A et al","2020-04-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,,,,,,"0.0"
"Philadelphia American Life Insurance Company","2010 Standardized MIPPA -- MS.F.PAL.IA et al","2020-09-01T00:00:00.000","0.095",,"0.095",,,"0.095","0.095",,,,"0.0",,,,,,"0.0"
"Central States Health & Life Co. of Omaha","Group - S48 C","2020-05-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0",,,,,,,,,,,
"Medico Insurance Company","Group MSA11A, MSA11D, MSA11F","2020-07-01T00:00:00.000","0.07",,,"0.07",,"0.07",,,,,,,,,,,
"Central States Health & Life Co. of Omaha","Individual S25","2020-05-01T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07","0.07",,,,"0.07",,,,,,
"Medico Insurance Company","MS992A et al","2020-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05","0.05",,,,,,,,,,
"Washington National Insurance Company","IMP-9500, IMP-1950, CIC-1000 and WNIC-1004 All Plans","2020-08-01T00:00:00.000","0.0",,,"0.07","0.05","0.08","0.065",,,"0.12",,,,,,,
"Continental General Insurance Company","340, 3AA et al","2020-05-26T00:00:00.000","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05",,,,,,
"Continental Life Insurance Company of Brentwood, Tennessee","2010 Modernized MIPPA CLIMSP10F IA et al","2020-06-01T00:00:00.000","0.15",,,,,"0.15","0.15",,,,"0.15",,,,,,"0.15"
"Continental General Insurance Company","MIPPA plans:  CGI-MS-DM-AA-A et al","2020-05-19T00:00:00.000",,,,,,"0.065","0.065",,,,,,,,,,
"Standard Life and Accident Insurance Company","124A-192B","2020-11-01T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,"0.07",,,,,,
"Physicians Life Insurance Company","Forms L265 et al","2020-06-01T00:00:00.000","0.08","0.08",,,,"0.08","0.08",,,,"0.08",,,,,,
"American Republic Corp Insurance Company","C-1024, C-1026 and all MIPPA 3100 series","2020-06-01T00:00:00.000","0.05",,,,,"0.1",,,,"0.12","0.0",,,"0.0","0.05",,
"Loyal American Life Insurance Company","L-5230 et al","2020-05-26T00:00:00.000","0.09","0.09","0.09","0.09",,"0.09","0.09",,,,,,,,,,
"Shenandoah Life Insurance Company","2010 MIPPA -- MS-AF 8-14 GN et al","2020-04-01T00:00:00.000","0.12",,,,,"0.12","0.12",,,,,,,,,,"0.0"
"Oxford Life Insurance Company (National States)","ASM-1 et al","2020-05-01T00:00:00.000","0.0","0.0","0.0","0.07",,"0.0",,,,"0.07",,,,,,,
"Medico Corp Life Insurance Company (FKA World Corp Ins. Co)","Standardized MIPPA MSM70A, MSM70F, and MSM70N","2020-04-01T00:00:00.000","0.1",,,,,"0.11","0.13",,,,,,,,,,"0.1"
"SILAC Insurance Company","Form 2070 (2010 MIPPA plans A, F, G, and N)","2020-04-01T00:00:00.000","0.12",,,,,"0.15","0.15",,,,,,,,,,"0.15"
"American Family Life Assurance Company - AFLAC","A-1940F-28 et al","2020-08-01T00:00:00.000","0.035","0.035","0.035","0.035","0.035","0.035","0.035",,,,,,,,,,
"Transamerica Life Insurance Company (formerly Life Investors)","Group MS5000GPT-A.IA, MS9000GPT-A.IA (pre/post MIPPA)","2020-03-01T00:00:00.000","0.095","0.095","0.095","0.095","0.095","0.095","0.0",,,,,,,"0.0","0.0","0.0","0.0"
"Assured Life Association","IAMSIF06ST et al","2020-03-01T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07","0.07",,,,,,,,,,"0.07"
"SILAC Insurance Company","920 Plans A-J","2020-05-01T00:00:00.000","0.047","0.047","0.047","0.047","0.047","0.047","0.047","0.047","0.047","0.047","0.047",,"0.047",,"0.047",,
"Loyal American Life Insurance Company","L-6200 series","2020-04-21T00:00:00.000",,,,,,,,"0.09","0.09","0.09",,,,,,,
"United World Life Insurance Company","2010 MIPPA plans WM24 (Plan F) et al","2020-03-01T00:00:00.000","0.1",,,,,"0.08","0.1",,,,"0.0",,,,,,"0.08"
"American Family Mutual Insurance Company","H-65","2020-04-01T00:00:00.000","0.025",,"0.025",,,"0.025",,,,,,,,,"0.0",,
"USAA Life Insurance Company","2010 MIPPA - Plans A, F, G, and N)","2020-05-01T00:00:00.000","0.08",,,,,"0.03","0.05",,,,,,,,,,"0.07"
"State Mutual Insurance Company","2010 MIPPA plans  (Direct and Brokerage)","2020-07-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,"0.0",,,,,"0.0","0.0"
"Sterling Life Insurance Company","IASEL","2020-04-07T00:00:00.000",,,,,,"0.085",,,,,,,,,,,
"Sterling Life Insurance Company","IASTD","2020-04-07T00:00:00.000",,,,,,"0.085","0.085",,,,,,,"0.085",,,
"USAA Life Insurance Company","LIM19799-A 1-92  (1990 A, D, F, and G)","2020-05-01T00:00:00.000","0.0",,,"0.0",,"0.0","0.0",,,,,,,,,,
"Jackson National Life Insurance Company -- Reassure America","A-4801-P et al","2019-12-24T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Allianz Life Insurance Company of North America","N-1084-P et al","2019-12-24T00:00:00.000",,,"0.0",,,"0.0",,,,,,,,,,,
"Golden Rule Insurance Company","GRI-H Plan A et al","2020-01-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,,,,,,,
"Royal Neighbors of America","20069AA-IA et al","2020-04-01T00:00:00.000","0.03","0.03","0.03","0.03","0.03","0.03","0.03",,,,,,,,,,
"Puritan Life Insurance Company of America","Modernized 2010 MIPPA plans PLICA-MS-PLANG et al","2020-03-01T00:00:00.000","0.09",,,,,"0.09","0.09",,,,,,,,,,"0.04"
"Catholic United Financial",,"2020-05-01T00:00:00.000","0.07",,,,,"0.07","0.07",,,,,,,,,,"0.07"
"American National Life Insurance Company of Texas","Individual standardized MIPPA - ANL-SS15","2020-04-01T00:00:00.000","0.052",,,,,"0.15","0.15",,,,"0.052",,,,,,"0.052"
"Humana Insurance Company","MIPPA:  IAMESHLF (Reader's Digest | Healthy Living) et al","2020-05-01T00:00:00.000","0.055",,,,,"0.055",,,,,"0.0",,,"0.055",,,"0.075"
"Transamerica Life Insurance Company (formerly Life Investors)","Group - MS4100GPL-A","2020-04-01T00:00:00.000","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095","0.095",,,,,,,
"Aetna Health and Life Insurance Company","Forms AHLMSP14F IA et al -- 2010 MIPPA standardized plans","2020-04-01T00:00:00.000",,"0.15",,,,"0.15","0.15",,,,"0.15",,,,,,"0.15"
"HumanaDental Insurance Company","MIPPA A, F, F(HD), G, and N (IAMESVF(HD) et al)","2020-04-01T00:00:00.000","0.055",,,,,"0.055","0.055",,,,"0.0",,,,,,"0.055"
"American Retirement Life Insurance Company","MIPPA plans:AR-MSX-AA-F-IA et al  (prviate exchange)","2020-03-01T00:00:00.000","0.07",,,,,"0.07","0.078",,,,"0.0",,,,,,"0.07"
"Shenandoah Life Insurance Company","MS-AA 5-06 GN - Plan A et al","2020-03-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,,,,,,,
"Sierra Health & Life Insurance Company","IA-PLAN-A","2020-02-01T00:00:00.000",,,,,,"0.099",,,,,,,,,,,
"Sierra Health & Life Insurance Company","IA-SEL-A","2020-02-01T00:00:00.000","0.119","0.119","0.119",,,"0.119",,,,,,,,,,,
"First Health Life and Health Insurance Company",,"2020-04-01T00:00:00.000","0.06","0.06",,,,"0.06","0.06",,,,,,,,,,"0.0"
"Physicians Mutual Insurance Company","MIPPA Plans P020, P025, P026, P027","2020-04-01T00:00:00.000","0.09",,,,,"0.065","0.09",,,,"0.065",,,,,,"0.09"
"Everence Association, Inc. -- FKA Mennonite","91339 Plan A et al","2020-04-01T00:00:00.000","0.099",,"0.08",,"0.04","0.035","0.0",,"0.056",,,,,,"0.0",,"0.036"
"Physicians Mutual Insurance Company","P620 (agent)","2020-04-01T00:00:00.000","0.045","0.045","0.045","0.045",,"0.045","0.045",,,,,,,,,,
"American National Life Insurance Company of Texas","Group ANL-SS05 et al","2020-02-15T00:00:00.000","0.029","0.029","0.029","0.029","0.029","0.029","0.029",,,,,,,,,,
"Sterling Life Insurance Company","2011 MIPPA SEL F (09/11) et al","2020-02-04T00:00:00.000","0.085","0.085","0.085",,,"0.085","0.085",,,,,,,"0.085",,,"0.085"
"Sterling Life Insurance Company","2011 MIPPA STD F (09/11) et al","2020-02-04T00:00:00.000","0.085","0.085","0.085",,,"0.085","0.085",,,,,,,"0.085",,,"0.085"
"American Republic Insurance Company","Ind. A-3146 et al","2020-01-01T00:00:00.000","0.035",,"0.07",,,"0.125",,,,"0.03","0.0",,,,"0.0",,
"Nassau Life and Annuity Company (MQ, PM, UB)","MMSA-06 Plan F; MMSA-10 Plans A, D, F, G, N","2020-01-26T00:00:00.000","0.06",,,"0.06",,"0.06","0.06",,,,,,,,,,"0.06"
"Unified Life Insurance Company","2015 series Modernized MIPPA UNMSFA2015 (Plan F) et al","2020-03-01T00:00:00.000","0.14",,,,,"0.14","0.14",,,,"0.0",,,,,,"0.12"
"Individual Assurance Company, Life, Health & Accident","2010 MIPPA -- 94070 A, 94070 F, 94070 G, 94070 N","2020-02-01T00:00:00.000","0.12",,,,,"0.12","0.12",,,,,,,,,,"0.07"
"Cigna National Health Insurance Company (PKA Central Reserve Life)","3MA et al","2020-01-19T00:00:00.000",,,,,,"0.04","0.04",,,"0.04",,,,,,,
"New York Life Insurance Company","NYM1 et al","2020-02-01T00:00:00.000","0.0",,"0.06",,,"0.06",,,"0.0",,,,,,,,
"Great American Life Insurance Company","1MSPA0001 et al","2020-01-19T00:00:00.000",,,,,,"0.09","0.09",,,,,,,,,,
"Sterling Investors Life Insurance Company","Modernized MIPPA plans SIMSAA2010IA","2019-12-01T00:00:00.000","0.11","0.11","0.11","0.11",,"0.11","0.11",,,,"0.11",,,,,"0.11","0.11"
"Pekin Life Insurance Company","H25-1A (Rev 12-94) (1990 plans)","2020-04-01T00:00:00.000","0.055",,"0.055",,,"0.055",,,,,,,,,,,
"Pekin Life Insurance Company","H25-1A (Rev 12-94) (2010 MIPPA)","2020-04-01T00:00:00.000","0.055",,,,,"0.0","0.065",,,,"0.0",,,,,,"0.04"
"Thrivent Financial for Lutherans","12052IA, 12093IA","2020-01-01T00:00:00.000","0.05","0.02","0.02","0.02",,"0.05","0.02","0.05","0.05",,"-0.1",,,,"0.02","0.02",
"Sterling Investors Life (Assump Rein_Sterling National)","91020 F et al (2010 MIPPA A, F, G, and N)","2020-02-01T00:00:00.000","0.06",,,,,"0.02","0.06",,,,,,,,,,"0.0"
"Aetna Health Insurance Company","Modernized MIPPA AHIMSP19G et al","2020-02-01T00:00:00.000","0.0","0.0",,,,"0.0","0.0",,,,,"0.0",,,,,"0.0"
"American Family Life Assurance Company - AFLAC","2010 MIPPA A19MSFRIA et al","2019-12-15T00:00:00.000","0.06",,"0.06","0.1",,"0.1","0.06",,,,,,,,,,"0.06"
"Central States Health & Life Co. of Omaha","Standardized MIPPA COMSGA2019IA et al","2020-03-01T00:00:00.000","0.06",,"-0.012",,,,"0.06",,,,,,,,,,"-0.04"
"Union Security Insurance Company","Standardized MIPPA USCMSP18G et al","2020-02-01T00:00:00.000","0.04",,,,,"0.04","0.04",,,,,,,,,,"0.0"
"Loyal American Life Insurance Company","Modernized MIPPA --Loyal-MS-AA-A et al","2020-01-01T00:00:00.000","0.085","0.085","0.085","0.085",,"0.085","0.085",,,,,,,,,,"0.085"
"Guarantee Trust Life Insurance Company","2010 MIPPA Plans:  G1040A, G1040C, and G1040N","2020-03-01T00:00:00.000","0.17",,,,,"0.17","0.12",,,,,,,,,,"0.12"
"Bankers Life & Casualty Company","GR-A05A et al, GR-A06A et al, GR-A70B (Under Age)","2020-01-01T00:00:00.000","0.05","0.05","0.05","0.05","0.05","0.0","0.05",,,"0.05","0.0",,,,"0.05",,
"Mutual of Omaha Insurance Company","MIPPA plans MX20, MX24, MX25  (transition retiree to individual)","2020-01-01T00:00:00.000","0.03",,,,,"0.0","0.03",,,,,,,,,,
"Humana Insurance Company","2010 MIPPA Humanana Connect - IAMESHCF et al","2020-03-01T00:00:00.000","0.055",,,,,"0.055","0.055",,,,,,,,,,
"Aetna Life Insurance Company","2010 MIPPA IND GR-11613 A 01, B 01, F 01, G 01, and N 01","2020-01-01T00:00:00.000","0.09","0.09",,,,"0.09","0.09",,,,,,,,,,"0.09"
"Standard Life and Accident Insurance Company","2010 MIPPA plans: 2010-1006-F et al","2020-03-01T00:00:00.000","0.045","0.045","0.045","0.045",,"0.045","0.045",,,,"0.045",,,,,,"0.045"
"Principal Life Insurance Company","GC 500 (D-MSP)","2020-01-01T00:00:00.000","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08",,,,,,,
"Humana Insurance Company","IA-MESA, B et al","2019-10-01T00:00:00.000",,,"0.0",,,"0.0",,,,,"0.0",,,,,,
"Liberty National Life Insurance Company","2010 MIPPA Plans, LMSF06, LMSF10 et al","2019-12-01T00:00:00.000",,,,,,,,,,,"0.0",,,,,,
"Celtic Insurance Company","MS POL A - IA","2019-12-15T00:00:00.000","0.07","0.07","0.07","0.07",,"0.07",,,"0.07",,,,,,,,
"American Republic Insurance Company","Group - A3405","2020-01-01T00:00:00.000","0.07",,,,"0.06","0.07",,,,,,,,"0.06","0.06",,
"Provident American Life and Health Insurance Company","3PA(IA) et al","2019-12-06T00:00:00.000","0.07",,,"0.07",,"0.07","0.07","0.07","0.07","0.07","0.07",,,,,,
"Constitution Life Insurance Company (formerly Union Bankers)","MS-4A et al","2019-10-15T00:00:00.000",,,,,,"0.06","0.06",,,,,,,,,,
"Humana Insurance Company","2010 MIPPA plans:  IAMESM10F et al","2019-10-01T00:00:00.000","0.055","0.055","0.1",,,"0.1",,,,,"0.055",,,"0.055","0.055",,"0.1"
"Everest Reinsurance Company","Modernized MIPPA plans EVMSFA2016GN - Plan F et al","2019-10-01T00:00:00.000","0.145",,"0.145","0.175",,"0.2","0.175",,,,,,,,,,"0.061"
"Epic Life Insurance Company (The)","2010  MIPPA plans (open) 28147-088-1601 (Plan F) et al","2020-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Epic Life Insurance Company (The)","2010 MIPPA plans (E10524-1101 (closed)","2020-01-01T00:00:00.000","0.0",,"0.0",,,"0.0",,,,,,,,"0.0","0.0","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Modernized MIPPA & Preferred  (A, D, F, HDF, G, and N)","2020-01-01T00:00:00.000","0.15",,,"0.046",,"0.037","0.049",,,,"0.037",,,,,,"0.061"
"Pennsylvania Life Insurance Company","PMSA-00","2019-11-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,"0.06",,,,,,
"Wellmark Blue Cross Blue Shield of Iowa","Plan A et al","2020-01-01T00:00:00.000","0.036",,"0.032",,"0.022","0.011",,,,"0.0",,,,,"0.0",,
