"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"436","19624151","2022-04-28T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","No HS Diploma","Eleventh","19.21149897","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","3.573770492","2022-08-15T12:07:15.000"
"437","18664301","2022-06-27T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","HiSET/GED","33.99315537","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","1.606557377","2022-08-15T12:07:15.000"
"438","19101995","2021-07-18T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Special Sentence","Male","White","Post-Secondary","Bachelor's Degree","39.38124572","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","12.8852459","2022-08-15T12:07:15.000"
"439","19220876","2021-10-19T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Parole","Female","White","HS Diploma or Equivelent","High School Diploma","30.57905544","707.5(1)","D Felony","INVOL MANSL/PUBLIC OFFENSE","Violent","Murder/Manslaughter","9.836065574","2022-08-15T12:07:15.000"
"440","18368909","2020-04-21T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Female","White","Post-Secondary","Vocational Program/Technical Certificate","33.7303217","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","27.73770492","2022-08-15T12:07:15.000"
"441","3388334","2021-05-05T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","45.08145106","716.5","Aggravated Misdemeanor","CRIMINAL MISCHIEF 3RD DEGREE","Property","Vandalism","15.31147541","2022-08-15T12:07:15.000"
"442","20950568","2020-12-29T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Parole","Male","Black","No HS Diploma","Eleventh","25.88364134","709.8(1)","C Felony","Lascivious Acts With A Child - Life Special Sentence","Violent","Sex","19.47540984","2022-08-15T12:07:15.000"
"443","19827128","2019-04-18T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","39.59206023","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","39.83606557","2022-08-15T12:07:15.000"
"444","19210259","2017-08-07T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","35.20328542","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","60.13114754","2022-08-15T12:07:15.000"
"445","19270337","2020-12-07T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Male","White","Post-Secondary","Bachelor's Degree","40.21355236","715A.8(3)(b)","D Felony","Identity Theft Over $1000 Under $10000","Property","Theft","20.19672131","2022-08-15T12:07:15.000"
"446","18832847","2021-08-24T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Male","White","No HS Diploma","Unknown","36.30663929","708.2(1)","Aggravated Misdemeanor","ASSAULT INTENT OF INJURY","Violent","Assault","11.67213115","2022-08-15T12:07:15.000"
"447","19907999","2022-02-10T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","White","Post-Secondary","Associate's Degree","50.34633812","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.098360656","2022-08-15T12:07:15.000"
"448","19479761","2022-01-31T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Female","White","No HS Diploma","Unknown","22.25598905","708.3A(4)","Serious Misdemeanor","ASSAULT ON PEACE OFFICERS & OTHERS","Violent","Assault","6.426229508","2022-08-15T12:07:15.000"
"449","18852938","2022-07-15T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","31.66324435","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","1.016393443","2022-08-15T12:07:15.000"
"450","198389","2019-07-10T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Parole","Male","Black","HS Diploma or Equivelent","High School Diploma","59.79466119","711.2","B Felony","ROBBERY - 1ST DEGREE - 85%","Violent","Robbery","37.1147541","2022-08-15T12:07:15.000"
"451","19137404","2022-06-09T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Parole","Male","Black","No HS Diploma","Tenth","34.87748118","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","2.196721311","2022-08-15T12:07:15.000"
"452","20762771","2020-12-02T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","White","Post-Secondary","Associate's Degree","60.23271732","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","20.36065574","2022-08-15T12:07:15.000"
"453","18509258","2022-07-21T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","Post-Secondary","Associate's Degree","22.37097878","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","0.8196721311","2022-08-15T12:07:15.000"
"454","18244475","2021-12-02T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White","No HS Diploma","Ninth","27.18959617","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal","8.393442623","2022-08-15T12:07:15.000"
"455","19879268","2022-04-28T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Hispanic","No HS Diploma","Unknown","43.3100616","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","3.573770492","2022-08-15T12:07:15.000"
"456","18862139","2021-08-18T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Female","White","No HS Diploma","Unknown","50.22039699","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","11.86885246","2022-08-15T12:07:15.000"
"457","19852664","2022-04-11T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","36.08487337","714.7","Aggravated Misdemeanor","OPERATE VEHICLE NO CONSENT","Property","Theft","4.131147541","2022-08-15T12:07:15.000"
"458","19258076","2022-06-03T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","White",,,"19.23613963","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.393442623","2022-08-15T12:07:15.000"
"459","18368012","2022-04-25T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","Black","No HS Diploma","Tenth","42.03148528","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","3.672131148","2022-08-15T12:07:15.000"
"460","220598","2019-06-24T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 1","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","63.1211499","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","37.63934426","2022-08-15T12:07:15.000"
"461","20839628","2022-03-09T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","32.11498973","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","5.213114754","2022-08-15T12:07:15.000"
"462","19924448","2022-04-12T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Female","White",,,"25.4017796","124.401(5)(a)","Serious Misdemeanor","Possession of a Controlled Substance - 1st Offense","Drug","Drug Possession","4.098360656","2022-08-15T12:07:15.000"
"463","18518018","2021-03-16T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Black","No HS Diploma","Unknown","66.04517454","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","16.95081967","2022-08-15T12:07:15.000"
"464","20411576","2020-10-20T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Female","Hispanic","No HS Diploma","Eleventh","21.69746749","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","21.7704918","2022-08-15T12:07:15.000"
"465","18340877","2021-11-29T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","36.45448323","124.401(5)","Aggravated Misdemeanor","Possession of Controlled Substance-2nd Offense","Drug","Drug Possession","8.491803279","2022-08-15T12:07:15.000"
"466","18097916","2019-04-25T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","No HS Diploma","Tenth","20.25462012","711.3","C Felony","ROBBERY 2ND DEGREE, 85%","Violent","Robbery","39.60655738","2022-08-15T12:07:15.000"
"467","18364241","2022-02-28T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","28.62422998","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","5.508196721","2022-08-15T12:07:15.000"
"468","18415043","2021-07-23T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Female","Black","No HS Diploma","Eleventh","43.1156742","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking","12.72131148","2022-08-15T12:07:15.000"
"469","3285077","2022-03-04T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Parole","Male","White","Post-Secondary","Associate's Degree","67.05270363","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","5.37704918","2022-08-15T12:07:15.000"
"470","20263334","2022-06-29T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","Hispanic","No HS Diploma","Eleventh","26.48049281","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","1.540983607","2022-08-15T12:07:15.000"
"471","20050121","2021-09-14T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Unknown","39.321013","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","10.98360656","2022-08-15T12:07:15.000"
"472","19498514","2020-11-05T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","27.6495551","124.407,A","D Felony","Gathering For Use of Drugs - Other than Marijuana","Drug","Other Drug","21.24590164","2022-08-15T12:07:15.000"
"473","19533581","2018-12-10T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","Black","No HS Diploma","Eleventh","42.05886379","708.3A(1)","D Felony","ASSAULT INTENT OF INJURY PEACE OFFICER/OTHERS","Violent","Assault","44.06557377","2022-08-15T12:07:15.000"
"474","20567348","2020-06-18T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","33.26762491","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","25.83606557","2022-08-15T12:07:15.000"
"475","18364613","2021-12-06T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","Unknown","Post-Secondary","Associate's Degree","24.24640657","708.2(2)","Serious Misdemeanor","Assault with bodily injury or mental illness","Violent","Assault","8.262295082","2022-08-15T12:07:15.000"
"476","18406616","2021-10-05T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","30.91033539","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","10.29508197","2022-08-15T12:07:15.000"
"477","20978471","2022-05-26T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","American Indian or Alaska Native","HS Diploma or Equivelent","High School Diploma","38.2477755","708.2A(3B)","Aggravated Misdemeanor","DOMESTIC ABUSE ASSAULT - 2ND OFFENSE","Violent","Assault","2.655737705","2022-08-15T12:07:15.000"
"478","19076873","2022-03-21T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","Hispanic","No HS Diploma","Tenth","29.81519507","726.6(8)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","4.819672131","2022-08-15T12:07:15.000"
"479","18530228","2020-05-28T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Parole","Female","White","HS Diploma or Equivelent","High School Diploma","51.52087611","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","26.52459016","2022-08-15T12:07:15.000"
"480","20979830","2021-02-09T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Female","White","Post-Secondary","Associate's Degree","54.19849418","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","18.09836066","2022-08-15T12:07:15.000"
"481","20943371","2019-01-23T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Male","White","No HS Diploma","Unknown","42.40657084","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","42.62295082","2022-08-15T12:07:15.000"
"482","624911","2022-02-23T00:00:00.000","CBC Field","Seventh Judicial District","Muscatine County Field Services","Pretrial Release With Supervision","Male","White","Post-Secondary","Technical Training Completion","57.33880903","708.2A(4)","D Felony","DOMESTIC ABUSE ASSAULT - 3RD OR SUBSEQUENT OFFENSE","Violent","Assault","5.672131148","2022-08-15T12:07:15.000"
"483","3415874","2021-09-29T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","Black","No HS Diploma","Eighth","55.49623546","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","10.49180328","2022-08-15T12:07:15.000"
"484","20140160","2022-04-22T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","High School Diploma","38.49965777","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","3.770491803","2022-08-15T12:07:15.000"
"485","18018488","2022-06-23T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Interstate Compact Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","28.59411362","2599","NCIC Virtual Code","NCIC - FORGERY (COUNTERFEITING)","Property","Forgery/Fraud","1.737704918","2022-08-15T12:07:15.000"
"486","20145521","2021-08-20T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","36.50376454","714.10","D Felony","FRAUDULENT PRACTICE 2ND DEGREE","Property","Forgery/Fraud","11.80327869","2022-08-15T12:07:15.000"
"487","19850426","2018-08-23T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","59.15674196","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","47.63934426","2022-08-15T12:07:15.000"
"488","18060023","2022-07-27T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","20.11772758","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","0.6229508197","2022-08-15T12:07:15.000"
"489","20721149","2022-04-14T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","34.57905544","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","4.032786885","2022-08-15T12:07:15.000"
"490","19246565","2022-03-14T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Female","White","Post-Secondary","Associate's Degree","48.49007529","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","5.049180328","2022-08-15T12:07:15.000"
"491","20207789","2020-02-03T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","Post-Secondary","Bachelor's Degree","59.6550308","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","30.29508197","2022-08-15T12:07:15.000"
"492","18998780","2020-09-25T00:00:00.000","CBC Field","Seventh Judicial District","Jackson County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","38.55167693","124.401(5)b","Aggravated Misdemeanor","Possession of a Controlled Substance - 2nd Offense","Drug","Drug Possession","22.59016393","2022-08-15T12:07:15.000"
"493","19409960","2021-12-22T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","31.69062286","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","7.737704918","2022-08-15T12:07:15.000"
"494","19639130","2022-02-11T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","White",,,"47.26078029","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","6.06557377","2022-08-15T12:07:15.000"
"495","3175247","2015-03-11T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Male","White","Post-Secondary","Associate's Degree","49.2347707","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","88.98360656","2022-08-15T12:07:15.000"
"496","19515395","2019-03-28T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","49.71115674","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","40.52459016","2022-08-15T12:07:15.000"
"497","19339856","2014-10-14T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","53.32238193","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","93.83606557","2022-08-15T12:07:15.000"
"498","18945359","2022-06-07T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","Hispanic","No HS Diploma","Unknown","23.50171116","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.262295082","2022-08-15T12:07:15.000"
"499","18327836","2022-02-14T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Female","Black","No HS Diploma","Eleventh","35.73442847","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","5.967213115","2022-08-15T12:07:15.000"
"500","19475780","2021-02-16T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","50.4312115","709.3","B Felony","SEXUAL ABUSE - 2ND DEGREE - 85%","Violent","Sex","17.86885246","2022-08-15T12:07:15.000"
"501","19136423","2021-09-08T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","25.08418891","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","11.18032787","2022-08-15T12:07:15.000"
"502","20808923","2021-10-18T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","No HS Diploma","Eleventh","39.52361396","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","9.868852459","2022-08-15T12:07:15.000"
"503","3308753","2022-01-31T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","White",,,"61.17180014","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.426229508","2022-08-15T12:07:15.000"
"504","20079077","2022-04-14T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","33.68377823","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","4.032786885","2022-08-15T12:07:15.000"
"505","19987937","2021-10-01T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","White","HS Diploma or Equivelent","Special Education Diploma","31.3100616","692A.113","D Felony","Sex Offender - Area/Activity Violation - 2nd or subsequent","Public Order","Other Public Order","10.42622951","2022-08-15T12:07:15.000"
"506","19957346","2021-02-08T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Parole","Male","Black","HS Diploma or Equivelent","HiSET/GED","28.89801506","708.6","C Felony","Intimidation with Dangerous Weapon-Intent (Non-Forcible)","Violent","Assault","18.13114754","2022-08-15T12:07:15.000"
"507","18954959","2021-11-22T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","22.29431896","714.2(4)","Serious Misdemeanor","THEFT 4TH DEGREE","Property","Theft","8.721311475","2022-08-15T12:07:15.000"
"508","20057822","2021-12-03T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","37.31964408","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","8.360655738","2022-08-15T12:07:15.000"
"509","20458004","2020-11-16T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","No HS Diploma","Eleventh","46.92950034","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","20.8852459","2022-08-15T12:07:15.000"
"510","20166635","2022-06-23T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","36.96098563","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","1.737704918","2022-08-15T12:07:15.000"
"511","20478983","2020-02-26T00:00:00.000","CBC Field","Sixth Judicial District","Benton, Iowa, Tama County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","35.08555784","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","29.54098361","2022-08-15T12:07:15.000"
"512","20968817","2022-05-31T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","36.05475702","706A.4","B Felony","VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT","Other","Other Criminal","2.491803279","2022-08-15T12:07:15.000"
"513","3455396","2017-09-11T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","41.91101985","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","58.98360656","2022-08-15T12:07:15.000"
"514","19179794","2022-06-13T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","28.35865845","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","2.06557377","2022-08-15T12:07:15.000"
"515","19490660","2022-03-22T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","25.59890486","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","4.786885246","2022-08-15T12:07:15.000"
"516","18027026","2021-02-24T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","52.96646133","714.10","D Felony","FRAUDULENT PRACTICE 2ND DEGREE","Property","Forgery/Fraud","17.60655738","2022-08-15T12:07:15.000"
"517","18367403","2021-10-15T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","Black","No HS Diploma","Eleventh","30.57084189","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","9.967213115","2022-08-15T12:07:15.000"
"518","19789403","2021-04-15T00:00:00.000","CBC Field","Seventh Judicial District","Clinton County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","32.72553046","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","15.96721311","2022-08-15T12:07:15.000"
"519","20906459","2015-10-12T00:00:00.000","CBC Field","Second Judicial District","Sex Offender Unit","Special Sentence","Male","White","Post-Secondary","Vocational Program/Technical Certificate","34.39561944","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","81.93442623","2022-08-15T12:07:15.000"
"520","18872444","2021-12-09T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","High School Diploma","33.15811088","709.3","B Felony","SEXUAL ABUSE, 2ND DEGREE, 85%","Violent","Sex","8.163934426","2022-08-15T12:07:15.000"
"521","18613340","2022-02-02T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","33.80698152","692A.111-B","D Felony","Sex Offender - Registration Violation - 2nd or subsequent offense","Public Order","Other Public Order","6.360655738","2022-08-15T12:07:15.000"
"522","19888175","2022-01-10T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Probation","Male","Hispanic","Post-Secondary","Bachelor's Degree","33.25393566","719.7(4A)","C Felony","POSS. CONTRABAND IN CORR. FACILITY - WEAPON","Public Order","Weapons","7.114754098","2022-08-15T12:07:15.000"
"523","18940847","2020-09-30T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Probation","Male","White","No HS Diploma","Seventh","23.07734428","709.12","Aggravated Misdemeanor","Indecent Contact W/Child-10 Yr Special Sentence","Violent","Sex","22.42622951","2022-08-15T12:07:15.000"
