"facility_name","street_address","city","state","zip","phone_number","type","facility_license_id","county","inspection_type","geocoded_column","a9_cert","l3_cert"
"JAKGLEN LLC","1607 EVESHAM ROAD","VOORHEES","NJ","08043","(856) 857-0057","Inspections Only","PIF000516","CAMDEN","Auto Only","POINT (-74.97560799799999 39.86038899000005)","No","No"
"RIVER GAS STATION LLC","2901 ASBURY AVE","OCEAN","NJ","07712","(732) 922-4404","Emission Repair & Inspections","ERF003332","CAPE MAY","Auto Inspection and Emission Repair","POINT (-74.07684996399996 40.23454201900006)","No","No"
"MIL-VAL MOTORS INC","164 VALLEY ST","SOUTH ORANGE","NJ","07079","(973) 762-8771","Emission Repair & Inspections","ERF003170","ESSEX","Auto Inspection and Emission Repair","POINT (-74.26093198099994 40.74302502000007)","No","No"
"GEORGE'S FRIENDLY SRV INC","406 NEW MILFORD AVE","DUMONT","NJ","07628","(201) 385-5256","Emission Repair & Inspections","ERF002047","BERGEN","Auto Only","POINT (-74.00996698699998 40.94404598300008)","No","No"
"T & D AUTO REPAIRS","116 TENNENT ROAD","MORGANVILLE","NJ","07751","(732) 591-8424","Emission Repair & Inspections","ERF000674","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.25943798999998 40.374896988000046)","No","No"
"SOMERSET TIRE SERVICE INC","640 PASSAIC AVENUE","WEST CALDWELL","NJ","07006","(973) 575-9090","Inspections Only","PIF009612","ESSEX","Auto Only","POINT (-74.29150002699998 40.85445798000006)","No","No"
"CENTER CITY TEXACO INC","700 COOPER ST","CAMDEN","NJ","08102","(856) 964-9110","Inspections Only","PIF008070","CAMDEN","Auto Only","POINT (-75.11661589099998 39.94603677200007)","No","No"
"MIKSEN INC","643 E MAIN ST","BRIDGEWATER","NJ","08807","(908) 722-2122","Emission Repair & Inspections","ERF001296","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.57519299999996 40.562932999000054)","No","No"
"OMKARA AUTO REPAIRS LLC","5 STELTON ROAD","PISCATAWAY","NJ","08854","(732) 529-6406","Emission Repair Only","ERF003243","MIDDLESEX","Auto Only","POINT (-74.45727001599994 40.57576200500006)","No","No"
"EARHART AUTOMOTIVE L.L.C","75 BROAD STREET","FREEHOLD","NJ","07728","(732) 780-9408","Emission Repair Only","ERF002444","MONMOUTH","Auto Only","POINT (-74.28114804199998 40.25781500200003)","No","No"
"CHICKS TOWING SERVICE INC","1135 CAPITAL HIGHWAY","PENNSAUKEN","NJ","08110","(856) 662-6333","Inspections Only","PIF000743","CAMDEN","Diesel Only","POINT (-75.04653398599999 39.97856800000005)","No","No"
"GRONE BROS INC","2339 RT 9","TOMS RIVER","NJ","08755","(732) 364-6633","Emission Repair & Inspections","ERF003181","OCEAN","Auto Only","POINT (-74.22251939899996 40.042906592000065)","No","No"
"SHIVOHAM INC","770 GREEN ST","ISELIN","NJ","08830","(732) 636-8866","Inspections Only","PIF001035","MIDDLESEX","Auto Only","POINT (-74.30268500699998 40.564935981000076)","No","No"
"SPF INC","260 W SCOTT AVE","RAHWAY","NJ","07065","(732) 388-8473","Emission Repair Only","ERF000366","UNION","Auto Only","POINT (-74.27285900999993 40.61544201800007)","No","No"
"BROWNS HUNTRDN MACK SL SE I","963 ROUTE 173  POB 98","BLOOMSBURY","NJ","08804","(908) 479-4970","Inspections Only","PIF000815","HUNTERDON","Diesel Only","POINT (-75.07771701299998 40.65931801200003)","No","No"
"R.W. AUTO REPAIR INC","657 BRANCH AVE","LITTLE SILVER","NJ","07739","(732) 741-2882","Emission Repair Only","ERF002152","MONMOUTH","Auto Only","POINT (-74.04236283299997 40.328150728000026)","No","No"
"B AND B SUNOCO INC","380 RT 37 EAST","TOMS RIVER","NJ","08753","(732) 244-9512","Emission Repair & Inspections","ERF000578","OCEAN","Auto Inspection and Emission Repair","POINT (-74.17088677599997 39.95793774400005)","No","No"
"PAUL MILLER PERFORMANCE LLC","1515 ROUTE 23 SOUTH","WAYNE","NJ","07470","(973) 696-6060","Emission Repair Only","ERF001892","PASSAIC","Auto Only","POINT (-74.26939380299996 40.93557939800007)","No","No"
"GREG & SONS AUTO SERV INC","11 MOUNTAIN VIEW BLVD","WAYNE","NJ","07470","(973) 696-2548","Inspections Only","PIF000023","PASSAIC","Auto Only","POINT (-74.26226596099997 40.91067599200005)","No","No"
"QAC AUTO INC","552 W WESTFIELD AVE","ROSELLE PK","NJ","07204","(908) 245-5300","Emission Repair & Inspections","ERF000659","UNION","Auto Inspection and Emission Repair","POINT (-74.28132095999996 40.65897900600004)","No","No"
"MILLER AUTO LEASING CO","1592 RTE 38 PO BX 619","LUMBERTON","NJ","08048","(609) 261-6847","Inspections Only","PIF000863","BURLINGTON","Diesel Only","POINT (-74.79606435199997 39.982086019000064)","No","No"
"JERRY NOONANS AUTO CENTER I","251 APPLEGARTH RD","MONROE TWP","NJ","08831","(609) 655-2886","Emission Repair & Inspections","ERF001689","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.47281802699996 40.30242701100008)","Yes","Yes"
"PLATINUM CAR CARE CTR IV LL","521 GOFFLE RD","WYCKOFF","NJ","07481","(201) 445-7747","Emission Repair Only","ERF003297","BERGEN","Auto Only","POINT (-74.14661598099997 40.97556298600006)","No","No"
"FOSCHI AUTO TUNE","835 WEST OAK ROAD","VINELAND","NJ","08360","(856) 794-2323","Emission Repair & Inspections","ERF000083","CUMBERLAND","Auto Inspection and Emission Repair","POINT (-75.04046955599995 39.503247706000025)","No","No"
"HAL GLASSER LLC","920 RT 46 E","KENVIL","NJ","07847","(973) 584-5050","Emission Repair & Inspections","ERF002690","MORRIS","Auto Inspection and Emission Repair","POINT (-74.63923417099994 40.87918425300007)","No","No"
"N J DEP FOREST FIRE SERVICE","240 MAIN ST","ANDOVER","NJ","07821","(973) 827-6100","Emission Repair Only","ERF001493","SUSSEX","Auto Only","POINT (-74.74462998799999 40.99880998500004)","No","No"
"PEP BOYS MANNY MOE JACK DE","314 HADDONFIELD RD","CHERRY HILL","NJ","08002","(215) 430-9628","Emission Repair Only","ERF002958","CAMDEN","Auto Inspection and Emission Repair","POINT (-75.02967102199995 39.942876012000056)","No","No"
"AAA MID-ATLANTIC INC","251 STATE ROUTE 35 NORTH","EATONTOWN","NJ","07724","(732) 389-5559","Emission Repair & Inspections","ERF003433","MONMOUTH","Auto Only","POINT (-74.04973569899994 40.28431105100003)","No","No"
"HUDSON COUNTY MOTORS IN","290 SECAUCUS RD PO BOX 2611","SECAUCUS","NJ","07094","(201) 866-5570","Inspections Only","PIF000756","HUDSON","Diesel Only","POINT (-74.05707001399998 40.77372001100008)","No","No"
"GEORGE CHURCH INC","183 SOUTH AVE","FANWOOD","NJ","07023","(908) 322-3999","Inspections Only","PIF002575","UNION","Auto Only","POINT (-74.38702103399999 40.63920898900005)","No","No"
"KEN MOONEY SERVICE GARAGE I","817 CLIFTON AVE","CLIFTON","NJ","07013","(973) 773-8061","Emission Repair & Inspections","ERF000028","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.15743902999998 40.86660101100006)","No","No"
"R.C.S. AUTOMOTIVE REPAIRS I","223 WASHINGTON ST.","BOONTON","NJ","07005","(973) 335-0770","Inspections Only","PIF010011","MORRIS","Auto Only","POINT (-74.40841299199997 40.90068400900003)","No","No"
"BRD ED VOC SCH CNTY PASSAIC","45 REINHARDT ROAD","WAYNE","NJ","07470","(973) 389-4271","Inspections Only","PIF001146","PASSAIC","Auto Only","POINT (-74.20307203899995 40.92955099000005)","No","No"
"PLAINFIELD AUTO & SVC STATI","150 CHURCH ST","PLAINFIELD","NJ","07060","(908) 753-1741","Emission Repair & Inspections","ERF002723","UNION","Auto Only","POINT (-74.42058313599995 40.620508665000045)","No","No"
"CAMPBELL FREIGHTLINER LLC","1015 CRANBURY SOUTH RIVER R","S. BRUNSWICK","NJ","08831","(732) 287-1500","Inspections Only","PIF000729","MIDDLESEX","Diesel Only","POINT (-74.46569097899999 40.36382298500007)","No","No"
"PRO ODOS CORP.","465 MAIN AVE POB 3036","WALLINGTON","NJ","07057","(973) 473-1784","Emission Repair Only","ERF000791","BERGEN","Auto Only","POINT (-74.10139100399994 40.85944999000003)","No","No"
"STECKELS INC*","633 WATER ST","BELVIDERE","NJ","07823","(908) 475-5775","Emission Repair & Inspections","ERF000413","WARREN","Auto Inspection and Emission Repair","POINT (-75.07070697599994 40.83119602000005)","No","No"
"ALBANESE INC","209 PALISADE AVENUE","GARFIELD","NJ","07026","(973) 478-7032","Emission Repair & Inspections","ERF001462","BERGEN","Auto Inspection and Emission Repair","POINT (-74.10919899799995 40.87147601000004)","No","No"
"LACYS EXPRESS INC","PO BOX 130","PEDRICKTOWN","NJ","08067","(856) 299-2569","Inspections Only","PIF000843","BURLINGTON","Diesel Only","POINT (-75.41056079999998 39.75742740000004)","No","No"
"Y & S AUTO CORP","500 LIVINGSTON ST","ELIZABETH","NJ","07206","(908) 355-2463","Emission Repair Only","ERF002490","UNION","Auto Only","POINT (-74.19458997199996 40.65621000300007)","No","No"
"F W DEMILLE & SONS INC","1401 RARITAN RD","CLARK","NJ","07066","(732) 396-0039","Inspections Only","PIF011452","UNION","Auto Only","POINT (-74.30294995899999 40.63420998000004)","No","No"
"DE BOERS AUTO INC","83 RT 23","HAMBURG","NJ","07419","(973) 786-3030","Emission Repair & Inspections","ERF000306","SUSSEX","Auto Inspection and Emission Repair","POINT (-74.57917800899997 41.15946898300007)","No","No"
"WARREN AUTO INC","82 MORNING GLORY RD","WARREN","NJ","07059","(732) 356-3535","Emission Repair & Inspections","ERF000945","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.51093095999994 40.59445901300006)","No","No"
"BRIELLE SERVICENTER INC","424 HIGGINS AVE","BRIELLE","NJ","08730","(732) 528-6355","Emission Repair & Inspections","ERF001052","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.05757200599999 40.10742500900005)","No","No"
"STEVE'S AB & REPAIR LLC","171 N. TUCKAHOE ROAD","WILLIAMSTOWN","NJ","08094","(856) 629-1367","Emission Repair Only","ERF003443","GLOUCESTER","Auto Only","POINT (-75.01852352299994 39.66797090500006)","No","No"
"SMOKETECH NJ LLC","23 DISBROW RD","MATAWAN","NJ","07747","(732) 404-7936","Inspections Only","PIF001293","MONMOUTH","Auto Only","POINT (-74.26112501599994 40.42405299400008)","No","No"
"WEST ESSEX SUNOCO INC","599 PASSAIC AVE","W CALDWELL","NJ","07006","(973) 575-8053","Emission Repair & Inspections","ERF000785","ESSEX","Auto Inspection and Emission Repair","POINT (-74.29521597699994 40.851840019000065)","No","No"
"OMAR AUTO CLINIC","6902 KENNEDY BLVD WEST","GUTTENBERG","NJ","07093","(201) 869-7566","Inspections Only","PIF001247","HUDSON","Auto Only","POINT (-74.01520119699995 40.797555448000026)","No","No"
"LUUS AUTO REPAIR INC","327 BOUND BROOK ROAD","MIDDLESEX","NJ","08846","(732) 968-8986","Emission Repair & Inspections","ERF000236","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.48102198299995 40.58498201500004)","No","No"
"JM DIESEL TRK SRV INC","114 S. DELSEA DRIVE","GLASSBORO","NJ","08028","(856) 881-9400","Inspections Only","PIF000992","GLOUCESTER","Diesel Only","POINT (-75.10281301799995 39.69558501600005)","No","No"
"CENTRAL BERGEN SALES & SERV","51 WOODBINE ST","BERGENFIELD","NJ","07621","(201) 384-8787","Emission Repair & Inspections","ERF000759","BERGEN","Auto Inspection and Emission Repair","POINT (-73.99977199499995 40.91963100800007)","No","No"
"MARKET AUTO SERVICE LLC","650 MARKET STREET","PATERSON","NJ","07524","(973) 684-0004","Inspections Only","PIF000621","PASSAIC","Auto Only","POINT (-74.15209365199996 40.90926990100007)","No","No"
"BAUER AUTOMOTIVE*","27 WATCHUNG AVE","CHATHAM","NJ","07928","(973) 635-8411","Inspections Only","PIF000783","MORRIS","Diesel Only","POINT (-74.38168796399998 40.730139981000036)","No","No"
"PARAMUS CHEVROLET INC","194 RT 17N","PARAMUS","NJ","07652","(201) 261-7100","Emission Repair & Inspections","ERF000029","BERGEN","Auto Inspection and Emission Repair","POINT (-74.07062606799997 40.90988047900004)","No","No"
"CAPRIONI FAMILY SEPTIC INC","188 HEAD OF THE RIVER RD","BELLEPLAIN","NJ","08270","(609) 861-2472","Inspections Only","PIF001112","CAPE MAY","Diesel Only","POINT (-74.86026001899995 39.27309698900007)","No","No"
"ALL BRAND CARRIAGE SHOP INC","569 WASHINGTON AVE","BURLINGTON","NJ","08016","(609) 386-1523","Inspections Only","PIF000938","BURLINGTON","Auto Only","POINT (-74.86454995999998 40.071963021000045)","No","No"
"BIG A SERVICE CENTERS INC","139 E WESTFIELD AVE","ROSELLE PK","NJ","07204","(908) 241-8585","Emission Repair & Inspections","ERF003155","UNION","Auto Inspection and Emission Repair","POINT (-74.25882200399997 40.66256101300007)","No","No"
"FIRST AUTO SERVICE AND BODY","108 PIERMONT ROAD","CRESSKILL","NJ","07626","(201) 871-9888","Inspections Only","PIF001309","BERGEN","Auto Only","POINT (-73.96240132099996 40.94142635800006)","No","No"
"DISCOUNT TIRE CENTER INC","1406 ROUTE 37 EAST","TOMS RIVER","NJ","08753","(732) 270-6700","Inspections Only","PIF001228","OCEAN","Auto Only","POINT (-74.15887099399998 39.95380098500004)","No","No"
"AVENEL ACTION AUTO INC","1233 RAHWAY AVE","AVENEL","NJ","07001","(732) 634-3433","Inspections Only","PIF011227","MIDDLESEX","Auto Only","POINT (-74.26795400399999 40.583646987000066)","No","No"
"G & T AUTO IMPORTS INC","772 COMMUNIPAW AVE","JERSEY CITY","NJ","07304","(201) 434-0197","Inspections Only","PIF000511","HUDSON","Auto Only","POINT (-74.08010599899995 40.72049601500004)","No","No"
"AMPAT SERVICE","526 ALLWOOD ROAD","CLIFTON","NJ","07012","(973) 470-9131","Emission Repair & Inspections","ERF000572","PASSAIC","Auto Inspection and Emission Repair","POINT (-74.15890100099995 40.843319982000025)","No","No"
"S&H INSPECTIONS LLC","920 WINDSOR PERRINEVILLE RD","E WINDSOR","NJ","08520","(609) 334-4938","Inspections Only","PIF001282","MERCER","Auto Only","POINT (-74.51215597499998 40.23316001100005)","No","No"
"RND AUTO & TRUCK LLC","POB 329 73 GREEN POND RD","ROCKAWAY","NJ","07866","(973) 784-3755","Inspections Only","PIF001052","MORRIS","Diesel Only","POINT (-74.49539895799995 40.91956399400004)","No","No"
"DARRELL'S REPAIR LLC","2515 FIRE ROAD","EGG HARBOR TWP","NJ","08234","(609) 646-9610","Inspections Only","PIF000706","ATLANTIC","Auto Only","POINT (-74.52835601499999 39.41947200800007)","No","No"
"QUALITY AUTO REPAIR INC","35 NORTH MAPLE AVENUE","MARLTON","NJ","08053","(856) 424-0065","Inspections Only","PIF000669","CAMDEN","Auto Only","POINT (-74.92178301999996 39.900020012000034)","No","No"
"VAC'S AUTO SERVICE LLC","1099 ROUTE 12","FRENCHTOWN","NJ","08825","(908) 996-6956","Emission Repair & Inspections","ERF000995","HUNTERDON","Auto Inspection and Emission Repair","POINT (-75.02605900899994 40.52305399900007)","No","No"
"SWS TIRE & AUTO SERVICE LLC","1729 ROUTE 70","SOUTHAMPTON","NJ","08088","(609) 859-3609","Inspections Only","PIF000387","BURLINGTON","Auto Only","POINT (-74.76490002799994 39.89234202100005)","No","No"
"CARNEVALE'S GULF*","625 S LIVINGSTON AVE","LIVINGSTON","NJ","07039","(973) 992-1829","Inspections Only","PIF005289","ESSEX","Auto Only","POINT (-74.32660520399997 40.77272850600008)","No","No"
"MAHWAH TEXACO AUTO SERVICE","200 FRANKLIN TPKE","MAHWAH","NJ","07430","(201) 529-4358","Emission Repair & Inspections","ERF000351","BERGEN","Auto Inspection and Emission Repair","POINT (-74.14566597599998 41.09459699200005)","No","No"
"JUST FOUR WHEELS INC","609 WEST WHITE HORSE PIKE","EGG HRBR CITY","NJ","08215","(609) 965-9200","Inspections Only","PIF000851","ATLANTIC","Diesel Only","POINT (-74.59971734599998 39.495541048000064)","No","No"
"ACE MOTOR SALES INC","487 MANTUA AVE","WOODBURY","NJ","08096","(856) 845-6600","Emission Repair Only","ERF002663","GLOUCESTER","Auto Only","POINT (-75.15809509799993 39.83080510800005)","No","No"
"LARKINS SER CTR LLC","801 PARKWAY AVE","TRENTON","NJ","08618","(609) 882-9890","Emission Repair & Inspections","ERF001155","MERCER","Auto Inspection and Emission Repair","POINT (-74.79021102899998 40.252114008000035)","No","No"
"FALASCA BROTHERS FRDLY SR I","318 BROADWAY","HILLSDALE","NJ","07642","(201) 666-1414","Emission Repair & Inspections","ERF001211","BERGEN","Auto Only","POINT (-74.04182199099995 41.01027898500008)","No","No"
"BEYER BROS CORP","109 BROAD AVE","FAIRVIEW","NJ","07022","(201) 943-3100","Emission Repair & Inspections","ERF000690","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00804350099997 40.817734923000046)","No","No"
"RT 94 AUTO LLC","3680 RT 94","HAMBURG","NJ","07419","(973) 827-0800","Emission Repair & Inspections","ERF002392","SUSSEX","Auto Inspection and Emission Repair","POINT (-74.55715296499994 41.16592698800008)","No","No"
"JIM DESBIENS ATO SRV INC","395 PATERSON AVE","EAST RUTHERFOR","NJ","07073","(201) 460-8864","Inspections Only","PIF000964","BERGEN","Auto Only","POINT (-74.10030880699998 40.83884462700007)","No","No"
"BILL'S SERVICE CENTER","2240 WOODBRIDGE AVE.","EDISON","NJ","08817","(732) 985-9821","Inspections Only","PIF003664","MIDDLESEX","Auto Only","POINT (-74.39160970799998 40.50158822900005)","No","No"
"FOX MOTORS","329 HARDING HWY","PITTSGROVE","NJ","08318","(856) 358-8173","Emission Repair & Inspections","ERF000801","SALEM","Auto Inspection and Emission Repair","POINT (-75.14585601899995 39.59716198500007)","No","No"
"ROBERT J ZAWADZKI INC","421 10TH AVE","PATERSON","NJ","07514","(973) 684-3826","Inspections Only","PIF000456","PASSAIC","Auto Only","POINT (-74.14707799199994 40.92393498900003)","No","No"
"REVVED UP PERFORMANCE LLC","2080 SPRINGFIELD AVENUE","VAUXHALL","NJ","07088","(908) 964-0518","Emission Repair & Inspections","ERF003033","UNION","Auto Inspection and Emission Repair","POINT (-74.27869197599995 40.719626015000074)","No","No"
"NELSON'S INC","145 DUNNELL ROAD","MAPLEWOOD","NJ","07040","(973) 762-0654","Inspections Only","PIF003126","ESSEX","Auto Only","POINT (-74.27412300099996 40.73130598800003)","No","No"
"TIM'S WEST VIEW SERV ST INC","87 RAILROAD AVE","RIDGEFIELD PRK","NJ","07660","(201) 440-9377","Emission Repair & Inspections","ERF001138","BERGEN","Auto Inspection and Emission Repair","POINT (-74.03016301499997 40.86201099700003)","No","No"
"JEFF WALKER INC","700 W DELILAH RD P.O.BOX696","PLEASANTVILLE","NJ","08232","(609) 646-2028","Emission Repair & Inspections","ERF000179","ATLANTIC","Auto Inspection and Emission Repair","POINT (-74.52586700899997 39.41066300500006)","Yes","No"
"KANCHAN AUTO INC","1143 RTE 27","SOMERSET","NJ","08873","(732) 249-2888","Inspections Only","PIF011553","SOMERSET","Auto Only","POINT (-74.48882448299997 40.47530990700005)","No","No"
"MOUNTAIN LAKES MOTORS","12 BALDWIN LANE","MT LAKES","NJ","07046","(973) 334-4992","Inspections Only","PIF008508","MORRIS","Auto Only","POINT (-74.43612398299996 40.88552998900008)","No","No"
"A & R WALMACH INC","390 FLORAL LANE","SADDLE BROOK","NJ","07663","(201) 791-0079","Inspections Only","PIF009266","BERGEN","Auto Only","POINT (-74.10861100699998 40.91416298900003)","No","No"
"A & B AUTOMOTIVE","33 HOVEY AVE","HAMILTON TWP","NJ","08610","(609) 689-0688","Emission Repair & Inspections","ERF001369","MERCER","Auto Inspection and Emission Repair","POINT (-74.71601098499997 40.209418018000065)","No","No"
"JOHN AUTO CENTER INC","272 NORTH STEVENS AVE","SOUTH AMBOY","NJ","08879","(732) 727-8500","Emission Repair & Inspections","ERF002913","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.28865504199996 40.48423899800008)","No","No"
"BURKAM TRUCK REPAIRS INC","733 RIDGEDALE AVE","E HANOVER","NJ","07936","(973) 887-2444","Inspections Only","PIF008872","MORRIS","Auto and Diesel","POINT (-74.34037297699996 40.84024801400005)","No","No"
"HUDSON GAS & AUTO SRV INC","8708 KENNEDY BLVD","N BERGEN","NJ","07047","(201) 662-0978","Inspections Only","PIF000977","HUDSON","Auto Only","POINT (-74.007691971 40.808806993000076)","No","No"
"CENTRAL GETTY INC","768 TONNELLE AVENUE","JERSEY CITY","NJ","07307","(201) 798-2080","Emission Repair & Inspections","ERF000828","HUDSON","Auto Inspection and Emission Repair","POINT (-74.05467511199998 40.756312673000025)","No","No"
"ROYAL POINT MANAGEMENT LLC","6 NICHOLAS DR","OLD BRIDGE","NJ","08857","(732) 251-9003","Inspections Only","PIF000738","MIDDLESEX","Diesel Only","POINT (-74.35721004099997 40.38764800000007)","No","No"
"GENERAL TRUCKING RPR LLC","745 RTE 17 NO 2ND FL","CARLSTADT","NJ","07072","(201) 438-0999","Inspections Only","PIF001156","BERGEN","Diesel Only","POINT (-74.08212695899994 40.839945008000036)","No","No"
"E & J AUTO REPAIR LLC","330 MARKET STREET","PATERSON","NJ","07501","(973) 754-7062","Inspections Only","PIF000570","PASSAIC","Auto Only","POINT (-74.164611005 40.91446700100005)","No","No"
"GTA SERVICES LLC","25 WHITE SWAN WAY","BRICK","NJ","08723","(732) 569-1334","Inspections Only","PIF001105","OCEAN","Diesel Only","POINT (-74.13358497199994 40.046277014000054)","No","No"
"PCCC INC","822 ROUTE 9 NORTH","TUCKERTON","NJ","08087","(609) 296-4000","Emission Repair Only","ERF003406","OCEAN","Auto Only","POINT (-74.31479225899994 39.62682175200007)","No","No"
"SLVER AUTBODY & GENERAL RPR","64 GARFIELD AVE","PATERSON","NJ","07522","(973) 956-7870","Inspections Only","PIF000433","PASSAIC","Auto Only","POINT (-74.17182497399995 40.92726398800005)","No","No"
"CRYSTAL MOTORS INC","220 RT 22 W","GREENBROOK","NJ","08812","(732) 968-1000","Emission Repair Only","ERF002206","MIDDLESEX","Auto Only","POINT (-74.48482350799998 40.599096761000055)","No","No"
"ER-ON INC","15 SEMINARY AVE POB 544","CHESTER","NJ","07930","(908) 879-7148","Inspections Only","PIF000172","MORRIS","Auto Only","POINT (-74.69721529699996 40.783578969000075)","No","No"
"MASSIMO MOTORWORKS LLC","430 BROAD STREET","SHREWSBURY","NJ","07702","(732) 268-7192","Inspections Only","PIF001194","MONMOUTH","Auto Only","POINT (-74.06385298499998 40.337272007000024)","No","No"
"MULLANEY TIRE SERVICE I","310 BROAD ST","MATAWAN","NJ","07747","(732) 566-1940","Emission Repair & Inspections","ERF001276","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.23630893999996 40.40423411300003)","No","No"
"I.T.S. INC","460 COMMERICAL AVENUE","PALISADES PK","NJ","07650","(201) 592-1110","Inspections Only","PIF000920","BERGEN","Auto Only","POINT (-73.99973502999995 40.85435098500005)","No","No"
"BRANCHBURG ALL TIRE & SRV I","3221 US HIGHWAY 22 EAST","BRANCHBURG","NJ","08876","(908) 725-7373","Emission Repair & Inspections","ERF003328","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.69418046799996 40.603946445000076)","No","No"
"JUST FOREIGN CARS INC","301 EDINBURG RD","MERCERVILLE","NJ","08619","(609) 890-1441","Emission Repair Only","ERF001705","MERCER","Auto Only","POINT (-74.68166625999999 40.239686849000066)","No","No"
"CULVER AUTO SERVICES CORP","270 CULVER AVE","JERSEY CITY","NJ","07305","(201) 434-5558","Inspections Only","PIF000471","HUDSON","Auto and Diesel","POINT (-74.09521541399994 40.71606325800008)","No","No"
"AMATO'S FRANKLIN GARAGE LLC","3 N PROSPECT AVE","BERGENFIELD","NJ","07621","(201) 384-6160","Emission Repair & Inspections","ERF003231","BERGEN","Auto Inspection and Emission Repair","POINT (-74.00436200899998 40.92792200900004)","No","No"
"RAGO AUTO CARE INC","204 FREEHOLD RD","MANALAPAN","NJ","07726","(732) 409-9993","Emission Repair & Inspections","ERF003258","MONMOUTH","Auto Inspection and Emission Repair","POINT (-74.32964764199995 40.280900752000036)","No","No"
"EL BO INCORPORATED","380 HERBERTSVILLE RD","BRICK","NJ","08724","(732) 458-4000","Emission Repair & Inspections","ERF000474","OCEAN","Auto Inspection and Emission Repair","POINT (-74.10120903199999 40.09892098100005)","No","No"
"GATTUSOS ENTERPRISES INC","229 KINGS HWY","CLARKSBORO","NJ","08020","(856) 423-5757","Inspections Only","PIF000645","GLOUCESTER","Auto Only","POINT (-75.21810701799996 39.80508900700005)","No","No"
"ABREU TRUCK SERVICE INC","283-299 FRELINGHUYSEN AVE","NEWARK","NJ","07114","(973) 824-1450","Inspections Only","PIF000807","ESSEX","Diesel Only","POINT (-74.19115498399998 40.71091298500005)","No","No"
"CLEGGS GARAGE INC","200 WOODLAND AVE","EGG HARBOR TWP","NJ","08234","(609) 645-2617","Inspections Only","PIF000816","ATLANTIC","Diesel Only","POINT (-74.53535699999998 39.403922991000066)","No","No"
"CELEBRITY OF SPRINGFIELD LL","391 ROUTE 22 EAST","SPRINGFIELD","NJ","07081","(973) 379-7744","Emission Repair & Inspections","ERF003365","UNION","Auto Inspection and Emission Repair","POINT (-74.33480053999995 40.684623456000054)","No","No"
"NORMAN GALE BUICK GMC CRP","1247 RT 10","CEDAR KNOLLS","NJ","07927","(973) 267-1100","Emission Repair Only","ERF000196","MORRIS","Auto Only","POINT (-74.44516596099999 40.83407600000004)","No","No"
"MATECKIS SERVICE CENTER","91 A JACKSON ST","SOUTH RIVER","NJ","08882","(732) 254-9500","Emission Repair & Inspections","ERF001645","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.38151797899997 40.44823801200005)","No","No"
"CHARLIES CMPLT AUTO SRV LLC","349 E CLEMENTS BRG RD","RUNNEMEDE","NJ","08078","(856) 312-1624","Emission Repair & Inspections","ERF003146","CAMDEN","Auto Only","POINT (-75.06703603799997 39.85348498400003)","No","No"
"THE MOTOR WORKS INC","104 STEINMETZ RD","HILLSBOROUGH","NJ","08844","(908) 874-3573","Emission Repair & Inspections","ERF000101","SOMERSET","Auto Inspection and Emission Repair","POINT (-74.64067997199999 40.497300015000064)","Yes","Yes"
"WE SHIN LEE INC","801 W FRONT STREET","PLAINFIELD","NJ","07063","(908) 753-0722","Emission Repair & Inspections","ERF000645","UNION","Auto Inspection and Emission Repair","POINT (-74.43611995999998 40.60899000600006)","No","No"
"T&T AUTO DIESEL REPAIR LLC","326 LAWRENCE DRIVE","LANOKA HARBOR","NJ","08734","(732) 600-1083","Inspections Only","PIF000676","OCEAN","Auto and Diesel","POINT (-74.16125396899997 39.86338899900005)","No","No"
"ALLEN AUTO & PERFM INC","3120 ROUTE 27","KENDALL PARK","NJ","08824","(732) 297-3673","Emission Repair & Inspections","ERF002865","MIDDLESEX","Auto Inspection and Emission Repair","POINT (-74.53976495899997 40.43624401100004)","No","No"
"OIM INC","40 BUCKLEY RD","MARLBORO","NJ","07746","(732) 431-6942","Emission Repair Only","ERF001787","MIDDLESEX","Auto Only","POINT (-74.24938800499996 40.30511600900007)","No","No"
"DEANGELIS AUTO REPAIR LLC","50 N. BLACKHORSE PIKE","BELLMAWR","NJ","08031","(856) 931-9834","Inspections Only","PIF009648","CAMDEN","Auto Only","POINT (-75.08103700099997 39.86878799300007)","No","No"
"MIKES AUTOMOTIVE INC","19 JACKSON AVE","POMPTON PLNS","NJ","07444","(973) 839-5548","Inspections Only","PIF010989","MORRIS","Auto Only","POINT (-74.29469696899997 40.968398010000044)","No","No"
"SOMERSET COUNTY","750 E. MAIN ST.","BRIDGEWATER","NJ","08807","(908) 231-7629","Emission Repair Only","ERF000672","SOMERSET","Auto Only","POINT (-74.56782396599993 40.56103600700004)","No","No"
