"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","geocoded_column"
"d $350,000-1 million","STRIDES PHARMA INC","2 Tower Center Blvd Ste 1102","EAST BRUNSWICK","NJ","08816","424210","Corporation","Unanswered","Unanswered","Unanswered",,"64","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.410761 40.480157)"
"e $150,000-350,000","ROBERT MCKEOWN COMPANY INC.","111 CHAMBERS BROOK RD","BRANCHBURG","NJ","08876","334418","Corporation","White","Male Owned","Veteran",,"30","2020-04-09T00:00:00.000","Peapack-Gladstone Bank","NJ - 07","POINT (-74.690787 40.596654)"
"d $350,000-1 million","PROJECTS IN KNOWLEDGE, INC.","290 W. Mt. Pleasant Ave., Suite 2350","LIVINGSTON","NJ","07039","541820","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"31","2020-04-28T00:00:00.000","Valley National Bank","NJ - 07","POINT (-74.338583 40.796105)"
"e $150,000-350,000","ECOSYSTEMS IRRIGATION LLC","6 INVERNESS DR","OLD BRIDGE","NJ","08857","237990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"23","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.30703 40.386794)"
"e $150,000-350,000","GROWTOPIA FARMS LLC","857 Russell Mill Rd","SWEDESBORO","NJ","08085","445230","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"21","2020-04-15T00:00:00.000","Fulton Bank, National Association","NJ - 01","POINT (-75.307234 39.709892)"
"e $150,000-350,000","AFFECT STRATEGIES, INC. DBA AFFECT","180 Elm Street","TENAFLY","NJ","07670",,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"9","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05","POINT (-73.959384 40.909811)"
"e $150,000-350,000","PORTAL CONSULTING INC","285 DURHAM AVE STE 8","S PLAINFIELD","NJ","07080","541618","Corporation","Unanswered","Unanswered","Unanswered",,"25","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.415438 40.556399)"
"d $350,000-1 million","HEMMINGS AT ASBURY, LLC","601 BANGS AVE","ASBURY PARK","NJ","07712","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"56","2020-04-30T00:00:00.000","1st Constitution Bank","NJ - 04","POINT (-74.010258 40.216878)"
"e $150,000-350,000","ONE FINANCIAL BUSINESS SERVICE CORP","411 Hackensack Avenue","HACKENSACK","NJ","07601","541990","Corporation","Unanswered","Male Owned","Non-Veteran",,,"2020-05-01T00:00:00.000","Celtic Bank Corporation","NJ - 05","POINT (-74.033195 40.909263)"
"c $1-2 million","CARE STATION MEDICAL GROUP PA","328 W SAINT GEORGES AVE","LINDEN","NJ","07036","621111","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"61","2020-04-10T00:00:00.000","Valley National Bank","NJ - 07","POINT (-74.26822 40.633206)"
"e $150,000-350,000","SHISHU PREM LLC","2090 Washington Road","PARLIN","NJ","08859","999990","Limited Liability Partnership","Asian","Unanswered","Unanswered",,"31","2020-04-11T00:00:00.000","Unity Bank","NJ - 06",
"e $150,000-350,000","REVIVE SPINE AND PAIN CENTER LLC","1001 lincoln dr west ste e","MARLTON","NJ","08053","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-74.943955 39.91153)"
"e $150,000-350,000","KNOB HILL GOLF COURSE, INC.","400 RIKE DR Suite 1c","MILLSTONE TOWNSHIP","NJ","08535","713910","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-06T00:00:00.000","Brunswick Bank and Trust Company","NJ - 04","POINT (-74.435625 40.251062)"
"d $350,000-1 million","LEGOW MANAGEMENT CO, LLC","160 S LIVINGSTON AVE suite 211","LIVINGSTON","NJ","07039","531110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-14T00:00:00.000","Provident Bank","NJ - 07","POINT (-74.313616 40.790831)"
"d $350,000-1 million","ACUTE CARE EXPERTS INC","2477 HIGHWAY 516","OLD BRIDGE","NJ","08857","621610","Corporation","Unanswered","Unanswered","Unanswered",,"66","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 06","POINT (-74.327443 40.404786)"
"d $350,000-1 million","KOGER INC","12 ROUTE 17 N","PARAMUS","NJ","07652","541512","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.071552 40.923066)"
"e $150,000-350,000","CRYDON CORP","110 1ST ST","HOBOKEN","NJ","07030",,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 08","POINT (-74.031594 40.737577)"
"e $150,000-350,000","ENERGYBOX INC.","67 E PARK PL STE 750","MORRISTOWN","NJ","07960","541511","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.480666 40.797813)"
"e $150,000-350,000","MENNELLA'S SUPER CHICKEN LLC","182 W GEORGE ST","PATERSON","NJ","07503","311615","Partnership","Unanswered","Male Owned","Unanswered",,"40","2020-04-14T00:00:00.000","Provident Bank","NJ - 09","POINT (-74.155844 40.897223)"
"e $150,000-350,000","LEGACY COUNSELING LLC","1106 SWEET BRIAR COURT","MONMOUTH JUNCTION","NJ","08852","624190","Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 12","POINT (-74.523183 40.419121)"
"d $350,000-1 million","CONTINUUM DYNAMICS INC","34 Lexington Avenue","TRENTON","NJ","08618","541990","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-04-05T00:00:00.000","OceanFirst Bank, National Association","NJ - 12","POINT (-74.791347 40.251294)"
"e $150,000-350,000","MD DEEP LLC","100 menlopark mall,suite 500","EDISON","NJ","08837","722511","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"41","2020-04-12T00:00:00.000","Cross River Bank","NJ - 06","POINT (-74.336819 40.545123)"
"b $2-5 million","PRS IN VIVO USA INC","500 Frank W Burr Blvd Ste 5","TEANECK","NJ","07666","541712","Corporation","Unanswered","Unanswered","Unanswered",,"128","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 05","POINT (-74.005577 40.874164)"
"e $150,000-350,000","FABRICATED SOFTWARE INC-SBA SMALL 7A TERM","25 Canfield Rd","CEDAR GROVE","NJ","07009","511210","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-03T00:00:00.000","TD Bank, National Association","NJ - 11","POINT (-74.228109 40.866084)"
"d $350,000-1 million","SOURCE MANTRA INC.","295 Durham Avenue Suite 201","SOUTH PLAINFIELD","NJ","07080","541511","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"45","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 06","POINT (-74.415439 40.5564)"
"c $1-2 million","FLAGGE CONTRACTING, INC.","53-55 Kinney Street","NEWARK","NJ","07102","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"75","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 08","POINT (-74.173628 40.728033)"
"e $150,000-350,000","ADVANCED DRYWALL SYSTEMS II LIMITED LIABILITY COMPANY","3 Norfolk Ave","WASHINGTON","NJ","07882","238310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"21","2020-04-27T00:00:00.000","Unity Bank","NJ - 05","POINT (-75.004622 40.756852)"
"e $150,000-350,000","COUNTY BUSINESS SYSTEMS INC","1574 REED RD","PENNINGTON","NJ","08534","333318","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"17","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 12","POINT (-74.796898 40.295388)"
"b $2-5 million","PEERLESS BEVERAGE CORP","1000 FLORAL AVENUE","UNION","NJ","07083","424810","Corporation","Unanswered","Unanswered","Unanswered",,"286","2020-04-27T00:00:00.000","Columbia Bank","NJ - 07","POINT (-74.243972 40.676919)"
"e $150,000-350,000","HAROLD J GERR","47 RARITAN AVENUE","HIGHLAND PARK","NJ","08904","541110","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"30","2020-04-28T00:00:00.000","Peapack-Gladstone Bank","NJ - 06","POINT (-74.434517 40.497963)"
"e $150,000-350,000","A-SPEEDY SEWER &DRAIN SVC INC","25 ORANGE ST","BLOOMFIELD","NJ","07003","238220","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-05-02T00:00:00.000","Bank of America, National Association","NJ - 09","POINT (-74.198324 40.784158)"
"e $150,000-350,000","HOLT & MCNALLY ASSOCIATES","618 Stokes Road","MEDFORD","NJ","08055","541211","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-04-10T00:00:00.000","Fulton Bank, National Association","NJ - 03","POINT (-74.812127 39.872936)"
"e $150,000-350,000","HEALTH ALLIANCE SERVICES, LLC","467 Oak Glen Ave.","HOWELL","NJ","07731","561110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"10","2020-05-02T00:00:00.000","Renasant Bank","NJ - 03","POINT (-74.190602 40.137835)"
"e $150,000-350,000","FOOTNOTES, INC.","275 Millburn Avenue","MILLBURN","NJ","07041","711510","Corporation","Unanswered","Unanswered","Unanswered",,"18","2020-04-15T00:00:00.000","Valley National Bank","NJ - 07","POINT (-74.30248 40.724421)"
"e $150,000-350,000","DURAN CUTTING CORP.","9 Peekay dr","CLIFTON","NJ","07014","541420","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"25","2020-04-29T00:00:00.000","WebBank","NJ - 09","POINT (-74.125115 40.831275)"
"e $150,000-350,000","HVAC METALS LIMITED","183 GARFIELD AVENUE","KEARNY","NJ","07032","238220","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 08","POINT (-74.141667 40.758602)"
"e $150,000-350,000","KINNELON DERMATOLOGY ASSOCIATES","135 KINNELON RD Suite 103","KINNELON","NJ","07405","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"16","2020-04-08T00:00:00.000","Columbia Bank","NJ - 11","POINT (-74.379481 40.994386)"
"d $350,000-1 million","AMERICAN CONSOLIDATION INC","500 WASHINGTON AVENUE","CARLSTADT","NJ","07072","485999","Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-04-29T00:00:00.000","Fulton Bank, National Association","NJ - 09","POINT (-74.060212 40.823153)"
"e $150,000-350,000","LIFE OF THE PARTY LLC","832 RIDGEWOOD AVE","NORTH BRUNSWICK","NJ","08902","326199","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"20","2020-05-02T00:00:00.000","PNC Bank, National Association","NJ - 06","POINT (-74.468111 40.463467)"
"e $150,000-350,000","METICULOUS LANDSCAPING, INC.","360 ROUTE 9, Unit 1","WARETOWN","NJ","08758","561730","Corporation","Unanswered","Unanswered","Unanswered",,"38","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 03","POINT (-74.203636 39.780773)"
"d $350,000-1 million","EMPIRE TESTING &AMP; BALANCING INC","7 EILEEN DR","MAHWAH","NJ","07430","541380","Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 05","POINT (-74.179906 41.052943)"
"e $150,000-350,000","HUDACKO'S PHARMACY INC","861 BROADWAY","BAYONNE","NJ","07002","446110","Corporation","Unanswered","Unanswered","Unanswered",,"21","2020-04-13T00:00:00.000","BCB Community Bank","NJ - 08","POINT (-74.107322 40.676872)"
"c $1-2 million","ATLANTIC HOSPICE INC","8025 BLACK HORSE PIKE","PLEASANTVILLE","NJ","08232","621610","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"172","2020-04-13T00:00:00.000","PNC Bank, National Association","NJ - 02","POINT (-74.491664 39.37915)"
"e $150,000-350,000","MED SCREEN LABORATORIES INC","992 CLIFTON AVE","CLIFTON","NJ","07013","621511","Corporation","Asian","Male Owned","Non-Veteran",,"34","2020-04-28T00:00:00.000","BCB Community Bank","NJ - 09","POINT (-74.163806 40.863223)"
"d $350,000-1 million","ST. BENEDICT CHURCH","165 Bethany Road","HOLMDEL","NJ","07733","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","57","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 04","POINT (-74.203807 40.406136)"
"e $150,000-350,000","DETORRES & DEGEORGE LLC","54 Old Highway 22","CLINTON","NJ","08809","541110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"7","2020-04-15T00:00:00.000","Unity Bank","NJ - 07","POINT (-74.902709 40.637381)"
"e $150,000-350,000","KENNY FAMILY ENTERPRISES INC.","2500 Rt 22","UNION","NJ","07083","722511","Corporation","Unanswered","Unanswered","Unanswered",,"46","2020-04-06T00:00:00.000","ConnectOne Bank","NJ - 07","POINT (-74.300029 40.689337)"
"e $150,000-350,000","SPLN INTERNATIONAL LLC","591 SUMMIT AVE , SUITE 524","JERSEY CITY","NJ","07306","541512","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"7","2020-04-29T00:00:00.000","Harvest Small Business Finance, LLC","NJ - 08","POINT (-74.059286 40.734722)"
"e $150,000-350,000","ATLANTIC FREE INC","# 161 110 CHESTNUT RIDGE RD","MONTVALE","NJ","07645","561910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"79","2020-04-28T00:00:00.000","Cross River Bank","NJ - 05",
"b $2-5 million","MICHAELS MANAGEMENT- AFFORDABLE LLC","2 Cooper Street 14th Floor","CAMDEN","NJ","08102","531110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"161","2020-04-28T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 01","POINT (-75.13104 39.948875)"
"d $350,000-1 million","CRISTO REY NEWARK HIGH SCHOOL","239 Woodside Avenue","NEWARK","NJ","07104","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","43","2020-04-27T00:00:00.000","Investors Bank","NJ - 08","POINT (-74.164917 40.774532)"
"e $150,000-350,000","PELICAN SWIM & SKI CENTER, INC.","3555 US HIGHWAY 22","SOMERVILLE","NJ","08876","451110","Corporation","Unanswered","Unanswered","Unanswered",,"25","2020-04-10T00:00:00.000","PNC Bank, National Association","NJ - 07","POINT (-74.725791 40.612234)"
"e $150,000-350,000","CZECH PLEASE, LLC","360 Marin Boulevard","JERSEY CITY","NJ","07302","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"35","2020-04-27T00:00:00.000","Solera National Bank","NJ - 08","POINT (-74.041043 40.721123)"
"d $350,000-1 million","NEWARK DENTAL CORP","35 STERN AVE","SPRINGFIELD","NJ","07081","423450","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"30","2020-04-10T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.317606 40.689676)"
"d $350,000-1 million","ELAN CHEMICAL CO., INC.","268 DOREMUS AVE","NEWARK","NJ","07105","325199","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-04T00:00:00.000","People's United Bank, National Association","NJ - 08","POINT (-74.123794 40.724276)"
"d $350,000-1 million","31 ARKANSAS AVE, LLC","25 Arkansas Ave, LLC","ATLANTIC CITY","NJ","08401","722513","Limited  Liability Company(LLC)","Unanswered","Female Owned","Unanswered",,"68","2020-04-15T00:00:00.000","Valley National Bank","NJ - 02","POINT (-74.436248 39.357685)"
"e $150,000-350,000","ROCKLAND ENGINEERING","16 DANIEL STREET","EAST WINDSOR","NJ","08520","541330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"15","2020-05-18T00:00:00.000","Fund-Ex Solutions Group, LLC","NJ - 04","POINT (-74.501499 40.26449)"
"e $150,000-350,000","GL ELECTRICAL CORPORATION","114 Roosevelt Avenue","BELLEVILLE","NJ","07071","561499","Cooperative","Unanswered","Unanswered","Unanswered",,"9","2020-05-03T00:00:00.000","Citibank, N.A.","NJ - 09","POINT (-74.144693 40.801019)"
"d $350,000-1 million","R.F. LEDON, M.D., P.C.","1308 MORRIS AVE Suite 102","UNION","NJ","07083","621111","Corporation","Unanswered","Male Owned","Non-Veteran",,"30","2020-04-15T00:00:00.000","City National Bank","NJ - 07","POINT (-74.242946 40.687459)"
"d $350,000-1 million","PRIMO REMODELING INC","60 WHITNEY RD STE 6","MAHWAH","NJ","07430","238990","Corporation","Unanswered","Unanswered","Unanswered",,"35","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05","POINT (-74.163708 41.022879)"
"d $350,000-1 million","GEEKSOFT LLC","100 METROPLEX DR STE 304","EDISON","NJ","08817","541511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"48","2020-04-28T00:00:00.000","City National Bank","NJ - 06","POINT (-74.411152 40.52077)"
"e $150,000-350,000","PARABOLIC PERFORMANCE & REHAB, LLC","15 Bloomfield Avenue","MONTCLAIR","NJ","07042","621111","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"42","2020-04-08T00:00:00.000","First Home Bank","NJ - 10","POINT (-74.208876 40.806079)"
"e $150,000-350,000","METALINE PRODUCTS COMPANY INC","101 FELTUS ST","SOUTH AMBOY","NJ","08879","339950","Subchapter S Corporation","White","Male Owned","Veteran",,"24","2020-04-13T00:00:00.000","Provident Bank","NJ - 06","POINT (-74.287887 40.479712)"
"c $1-2 million","APALL ASSOCIATES OF NY, INC","1526 BERLIN ROAD","CHERRY HILL","NJ","08003","517919","Corporation","Unanswered","Male Owned","Unanswered",,"483","2020-04-10T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-75.003822 39.875324)"
"d $350,000-1 million","LMW ENGINEERING GROUP","125 Lexington Avenue","LINDEN","NJ","07036","541330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"30","2020-04-29T00:00:00.000","American Express National Bank","NJ - 07","POINT (-74.265738 40.61924)"
"e $150,000-350,000","MCR AIR CONDITIONING & HEATING INC.","131 Pacific Street","NEWARK","NJ","07105","238220","Corporation","Unanswered","Female Owned","Non-Veteran",,"16","2020-04-29T00:00:00.000","Investors Bank","NJ - 08","POINT (-74.167833 40.723381)"
"c $1-2 million","SJ HAUCK CONSTRUCTION, LLC","6801 DELILAH RD","EGG HARBOR TOWNSHIP","NJ","08234","236115","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"57","2020-04-04T00:00:00.000","Mid Penn Bank","NJ - 02","POINT (-74.534419 39.413915)"
"e $150,000-350,000","BAQ CORPORATION","474 Warren Street, Suite 3406","JERSEY CITY","NJ","07302","551112","Corporation","Unanswered","Unanswered","Unanswered",,"3","2020-04-28T00:00:00.000","Financial Resources FCU","NJ - 08","POINT (-74.038095 40.721669)"
"d $350,000-1 million","SPINELLA CONTRACTING, INC","215 Speedwell Avenue","MORRISTOWN","NJ","07960","238210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.482619 40.806373)"
"e $150,000-350,000","PHOENIX CHEMICAL INC","151 INDUSTRIAL PARKWAY","BRANCHBURG","NJ","08876","325199","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 07","POINT (-74.711514 40.599395)"
"e $150,000-350,000","JET LEASING INC","169 RAMAPO VALLEY RD","OAKLAND","NJ","07436","481211","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-04-14T00:00:00.000","PNC Bank, National Association","NJ - 05","POINT (-74.253309 41.015204)"
"e $150,000-350,000","POLYMER PROCESSING INSTITUTE","Suite 3901, GITC University Heights, NJIT","NEWARK","NJ","07102","541713","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","10","2020-05-01T00:00:00.000","WebBank","NJ - 08",
"e $150,000-350,000","FREDRIC MARRO & ASSOCIATES, P.C.","1763 Marlton Pike East Suite 200","CHERRY HILL","NJ","08003","541199","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"9","2020-04-09T00:00:00.000","1st Colonial Community Bank","NJ - 01","POINT (-74.975727 39.905972)"
"c $1-2 million","TECHNO CONSULT, INC.","5 Independence Way Suite 150","PRINCETON","NJ","08540","541330","Corporation","Asian","Male Owned","Non-Veteran",,,"2020-04-15T00:00:00.000","Customers Bank","NJ - 07","POINT (-74.595357 40.361416)"
"e $150,000-350,000","LUDWIG FINANCIAL GROUP INC","2326 NEW RD","NORTHFIELD","NJ","08225","524210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"16","2020-04-15T00:00:00.000","PNC Bank, National Association","NJ - 02","POINT (-74.56412 39.363987)"
"e $150,000-350,000","ST JAMES CATHOLIC CHURCH","148 GRENVILLE ST","WOODBRIDGE","NJ","07095","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-16T00:00:00.000","Northfield Bank","NJ - 06","POINT (-74.282247 40.551845)"
"e $150,000-350,000","APEX AMBULANCE CORP","45 N MAIN ST","MARLBORO","NJ","07746","621910","Corporation","Unanswered","Unanswered","Unanswered",,"40","2020-04-28T00:00:00.000","Amboy Bank","NJ - 04","POINT (-74.245773 40.319093)"
"e $150,000-350,000","SHORE RESORT PROPERTY MGMT, LLC","5406 New Jersey Avenue","WILDWOOD CREST","NJ","08260","531311","Partnership","Unanswered","Unanswered","Unanswered",,"0","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 02","POINT (-74.828487 38.981281)"
"e $150,000-350,000","ROYAL BIOLOGICS, INC.","401 Hackensack Ave Suite 604","HACKENSACK","NJ","07601","541690","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-04-07T00:00:00.000","Wintrust Bank, National Association","NJ - 05","POINT (-74.033171 40.909114)"
"d $350,000-1 million","COZZOLI MACHINE COMPANY","50 Schoolhouse Rd","SOMERSET","NJ","08873","333993","Corporation","Unanswered","Unanswered","Unanswered",,"55","2020-04-12T00:00:00.000","First Bank","NJ - 06","POINT (-74.556001 40.528943)"
"d $350,000-1 million","GO!FOTON CORPORATION","28 WORLDS FAIR DR","SOMERSET","NJ","08873","334413","Corporation","Unanswered","Unanswered","Unanswered",,"32","2020-04-15T00:00:00.000","Bank of America, National Association","NJ - 06","POINT (-74.518232 40.530545)"
"e $150,000-350,000","OBAR SYSTEMS INC","2969 STATE RT 23","NEWFOUNDLAND","NJ","07435","238990","Corporation","Unanswered","Male Owned","Non-Veteran",,"12","2020-04-16T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05","POINT (-74.459291 41.054451)"
"d $350,000-1 million","METROPOLITAN NEUROSURGERY ASSO","309 Engle Street","ENGLEWOOD","NJ","07631","621111","Partnership","Unanswered","Unanswered","Unanswered",,"30","2020-05-03T00:00:00.000","PNC Bank, National Association","NJ - 05","POINT (-73.968015 40.902812)"
"e $150,000-350,000","ALLIED TITLE LLC","360 Route 24","CHESTER","NJ","07930","524127","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"28","2020-04-28T00:00:00.000","Lakeland Bank","NJ - 07","POINT (-74.667645 40.778504)"
"e $150,000-350,000","BROWN, MOSKOWITZ & KALLEN","180 RIVER RD","SUMMIT","NJ","07901","541110","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"16","2020-04-08T00:00:00.000","Columbia Bank","NJ - 07","POINT (-74.369348 40.736376)"
"e $150,000-350,000","SHOTMEYER BROS FUEL CO. LLC","10 Wagaraw Road","HAWTHORNE","NJ","07506","424720","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"23","2020-04-14T00:00:00.000","Lakeland Bank","NJ - 05","POINT (-74.164697 40.937336)"
"d $350,000-1 million","PREFERRED MECHANICAL INC.","18 Madison","KEYPORT","NJ","07735","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-15T00:00:00.000","OceanFirst Bank, National Association","NJ - 06","POINT (-74.20621 40.425307)"
"d $350,000-1 million","IMMACUALTE HEART OF MARY CHURCH","580 RATZER RD","WAYNE","NJ","07470","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","31","2020-04-28T00:00:00.000","Valley National Bank","NJ - 11","POINT (-74.252994 40.949735)"
"d $350,000-1 million","HISUN PHARMACEUTICALS USA, INC.","200 Crossing Blvd Fl 2","BRIDGEWATER","NJ","08807","424210","Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.612376 40.583732)"
"d $350,000-1 million","RARITAN BAY AREA YMCA","357 New Brunswick Avenue","PERTH AMBOY","NJ","08861","813410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","227","2020-04-27T00:00:00.000","Investors Bank","NJ - 06","POINT (-74.276814 40.515915)"
"e $150,000-350,000","SYMPATEC INC.","1600 Reed Rd., Suite C","PENNINGTON","NJ","08534","423490","Corporation","Unanswered","Unanswered","Unanswered",,"16","2020-05-15T00:00:00.000","Customers Bank","NJ - 12","POINT (-74.79598 40.299594)"
"d $350,000-1 million","SPRING HILLS AT SOMERSET LLC","473 Demott Ln","SOMERSET","NJ","08873","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"79","2020-04-13T00:00:00.000","PNC Bank, National Association","NJ - 06","POINT (-74.52195 40.498884)"
"e $150,000-350,000","OPTIMUM ORAL SURGERY GROUP LLC","2301 EVESHAM RD SUITE 211","VOORHEES","NJ","08043","621210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"11","2020-04-09T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-74.962891 39.86381)"
"c $1-2 million","MEDICOR CARDIOLOGY, P.A.","225 Jackson St","BRIDGEWATER","NJ","08807","621111","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-14T00:00:00.000","Fulton Bank, National Association","NJ - 07","POINT (-74.591477 40.572051)"
"e $150,000-350,000","ARECON LTD","2633 A  WHITEHORSE HAMILTON SQUARE RD","HAMILTON","NJ","08690","541620","Corporation","Unanswered","Unanswered","Unanswered",,"12","2020-04-13T00:00:00.000","First Bank","NJ - 04","POINT (-74.662583 40.229887)"
"d $350,000-1 million","ACENTUS PRACTICE MANAGEMENT LLC","2000 Crawford Place suite 200","MT LAUREL","NJ","08054","541611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"80","2020-04-14T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-74.950174 39.916242)"
"d $350,000-1 million","CITADEL AT HOME LLC","7 Glenwood Ave Suite 311A","EAST ORANGE","NJ","07017","621610","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"156","2020-04-15T00:00:00.000","Valley National Bank","NJ - 10","POINT (-74.219702 40.770552)"
"e $150,000-350,000","ABCA RECYCLING INC","40 MCWHIRTER RD","KEARNY","NJ","07032","562920","Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 08","POINT (-74.134003 40.767376)"
"e $150,000-350,000","EVY ENTERPRISES INC","1077 NORTH AVE 238","ELIZABETH","NJ","07201","484121","Corporation","Unanswered","Unanswered","Unanswered",,"7","2020-06-23T00:00:00.000","Kabbage, Inc.","NJ - 08","POINT (-74.201749 40.679339)"
