"facid","facility_type","lic","licensed_name","address","fac_addr_2","fac_city","fac_st","zip","county","telephone","faxphone","facemail","lic_expires","licensed_owner","ownaddr","owncsz","owndesc","admin","title","hospbedtotal","geocoded_column"
"NJ22426","AMBULATORY CARE FACILITY","22426","AIMS DIAGNOSTICS IMAGING SERVICES OF NJ, LLC","13-15 MECHANIC STREET",,"CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","(609) 465-7800","(609) 465-4419","apsj@aimsradiology.com","2020-10-31T00:00:00.000","AIMS DIAGNOSTIC IMAGING SERVICES OF NEW JERSEY","434 NEW JERSEY AVENUE","ABSECON, NJ  08201","Profit - LLC","Mr. ROMESH RUTHNASWAMY",,,"POINT (-74.824676 39.082745)"
"NJ31C0001059","AMBULATORY SURGICAL CENTER","R24557","SOUTH JERSEY ENDOSCOPY CENTER","26 EAST RED BANK AVENUE",,"WOODBURY","NJ","08096","GLOUCESTER","(856) 848-4464","(856) 848-8706","bfargnoli@dkpgastro.com","2022-06-30T00:00:00.000","DIMARINO - KROOP - PRIETO GI ASSOCIATES, PA","26 E RED BANK AVENUE","WOODBURY, NJ  08096",,"Ms. BARBARA FARGNOLI","MANAGER",,"POINT (-75.148209 39.843222)"
"NJ25083","AMBULATORY CARE FACILITY","25083","IMAGECARE CENTER AT SPARTA","376 LAFAYETTE ROAD",,"SPARTA","NJ","07871","SUSSEX","(973) 729-0002","(973) 383-0563","brianna@imagecarecenters.com","2022-10-31T00:00:00.000","NEWTON IMAGING, PA","222 HIGH STREET, SUITE 101","NEWTON, NJ  07860","Profit - Corporation",". BRIANNA OAKLEY","MANAGER",,"POINT (-74.652605 41.067489)"
"NJ22882","END STAGE RENAL DIALYSIS","22882","BRICKTOWN DIALYSIS CENTER","525 JACK MARTIN BOULEVARD, SUITE 200",,"BRICK","NJ","08724","OCEAN","(732) 836-9669","(732) 836-9709","patrice.zyry@davita.com","2023-02-28T00:00:00.000","SHINING STAR DIALYSIS, INC","2000 16TH STREET","DENVER, CO  80202","Profit - Corporation","Ms. PATRICE ZYRY",,,"POINT (-74.137363 40.081273)"
"311891","FEDERALLY QUALIFIED HEALTH CENTERS","24343","ZUFALL HEALTH CENTER INC","4 ATNO AVENUE",,"MORRISTOWN","NJ","07960","MORRIS","(973) 267-0002","(973) 328-9201","eturbiner@zufallhealth.org","2022-06-30T00:00:00.000","ZUFALL HEALTH CENTER","18 W BLACKWELL ST","DOVER, NJ  07801","Profit - Corporation","Ms. EVA TURBINER",,,"POINT (-74.48508 40.798824)"
"NJ25263","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","25263","MORRISTOWN MEDICAL CENTER ROCKAWAY VACCINATION SITE","301 MT HOPE AVENUE",,"ROCKAWAY","NJ","07866","MORRIS","(973) 971-5000",,"trish.okeefe@atlantichealth.org",,"AHS HOSPITAL CORP","475 SOUTH STREET","MORRISTOWN, NJ  07960","Non-Profit - Hospital","Dr. PATRICIA O'KEEFE",,,"POINT (-74.545948 40.900897)"
"NJ22796","HOSPICE CARE BRANCH","22796","HOLY REDEEMER HOSPICE","354 UNION AVENUE",,"ELIZABETH","NJ","07208","UNION","(908) 352-5694","(908) 659-4470","acampbell@holyredeemer.com","2022-10-31T00:00:00.000","HOLY REDEEMER HEALTH SYSTEM","160 NINTH AVENUE, SUITE B, PO BOX 250","RUNNEMEDE, NJ  08078","Non-Profit - Religious Affiliation","Ms. MONICA CASTANO",,,"POINT (-74.217498 40.670637)"
"NJ10202","GENERAL ACUTE CARE HOSPITAL","10202","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST",,"ENGLEWOOD","NJ","07631","BERGEN","(201) 894-3000","(201) 894-1345","warren.geller@ehmchealth.org","2022-06-30T00:00:00.000","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE STREET","ENGLEWOOD, NJ  07631","Non-Profit - Hospital",". WARREN GELLER",,"531","POINT (-73.967384 40.904062)"
"NJ1185","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1185","WOMEN'S CARE CENTER","3 COOPER PLAZA, SUITE 301",,"CAMDEN","NJ","08103","CAMDEN","(856) 342-2190","(854) 968-8575",,"2022-05-31T00:00:00.000","COOPER HEALTH SYSTEM","ONE COOPER PLAZA","CAMDEN, NJ  08103","Non-Profit - Hospital","Dr. ANTHONY MAZZARELLI",,,"POINT (-75.114676 39.94145)"
"NJ25021","AMBULATORY CARE FACILITY - SATELLITE","25021","COMPLETECARE MEDICAL PROFESSIONALS","715 DELSEA DRIVE N",,"GLASSBORO","NJ","08028","GLOUCESTER","(856) 451-4770",,"rmoran@chcinj.org","2023-01-31T00:00:00.000","COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS","785 W. SHERMAN AVENUE","VINELAND, NJ  08360","Non-Profit - Corporation",". ROBERT MORAN",,,"POINT (-75.115054 39.721142)"
"NJ1394","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1394","ARMC CANCER CARE INSTITUTE CAPE MAY CO CAMPUS","106 COURT HOUSE SOUTH DENNIS ROAD",,"CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","(609) 652-3420",,"LARISA.GOGANZER@ATLANTICARE.ORG","2022-12-31T00:00:00.000","ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS","JIMMIE LEEDS ROAD","POMONA, NJ  08240",,". LARISA GOGANZER",,,"POINT (-74.818766 39.092505)"
"NJ24654","END STAGE RENAL DIALYSIS","24654","FMC HACKENSACK","458 PASSAIC STREET",,"HACKENSACK","NJ","07601","BERGEN","(201) 342-0801","(201) 342-0802","debora.kearney@fmc-na.com","2022-04-30T00:00:00.000","FRESENIUS MEDICAL CARE HACKENSACK L.L.C.","920 WINTER STREET","WALTHAM, MA  02451",,"Ms. DEBORA KEARNEY",,,"POINT (-74.056252 40.899341)"
"NJ1341","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1341","CARDIAC IMAGING AT 435 SOUTH STREET","435 SOUTH STREET",,"MORRISTOWN","NJ","07962","MORRIS","(973) 971-7028",,"anna.pence@atlantichealth.org","2022-04-30T00:00:00.000","MORRISTOWN MEDICAL CENTER","100 MADISON AVENUE","MORRISTOWN, NJ  07962","Non-Profit - Other","Dr. PATRICIA O'KEEFE",,,"POINT (-74.467104 40.776147)"
"NJ31C0001012","AMBULATORY SURGICAL CENTER","R24575","EYE SURGICENTER OF NEW JERSEY LLC, THE","1205 NORTH HIGH STREET",,"MILLVILLE","NJ","08332","CUMBERLAND","(856) 825-3937","(856) 825-6430","jrispo@bceye.com","2022-05-31T00:00:00.000","EYE SURGICENTER OF NEW JERSEY, LLC","1205 NORTH HIGH STREET","MILLVILLE, NJ  08332",,"Ms. JENNIFER RISPO-MAGUIRE",,,"POINT (-75.039808 39.410894)"
"NJ20725","COMPREHENSIVE REHABILITATION HOSPITAL","20725","KESSLER INSTITUTE FOR REHABILITATION INC","1199 PLEASANT VALLEY WAY",,"WEST ORANGE","NJ","07052","ESSEX","(973) 243-6830","(973) 243-6819",,"2022-05-31T00:00:00.000","KESSLER INSTITUTE FOR REHABILITATION, INC.","4714 GETTYSBURG ROAD","MECHANICSBURG, PA  17055","Profit - Corporation",". SAM BAYOUMY",,"152","POINT (-74.273979 40.786544)"
"NJR24377","AMBULATORY SURGICAL CENTER","R24377","JAMES F MC GUCKIN MD OF NJ PA","347 MOUNT PLEASANT AVENUE, SUITE 100",,"WEST ORANGE","NJ","07052","ESSEX","(973) 325-0042","(856) 307-1200","JPAK@vascularcenters.com","2022-07-31T00:00:00.000","JAMES F MCGUCKIN MD OF NJ, PA","4622 BLACK HORSE PIKE, SUITE 102","MAYS LANDING, NJ  08330","Profit - Individual",". STEPHEN FALANGA",,,"POINT (-74.259373 40.789317)"
"NJ90059","AMBULATORY SURGICAL CENTER","24882","FRANKLIN SURGICAL CENTER","175 MORRISTOWN ROAD -  SUITE 102",,"BASKING RIDGE","NJ","07920","SOMERSET","(908) 766-5556","(908) 340-4156","john.paoni@scasurgery.com","2022-10-31T00:00:00.000","FRANKLIN SURGICAL CENTER L.L.C.","175 MORRISTOWN ROAD, SUITE 102","BASKING RIDGE, NJ  07920","Profit - LLC",". JOHN PAONI",,,"POINT (-74.543311 40.729216)"
"311885","FEDERALLY QUALIFIED HEALTH CENTERS","24164","COMMUNITY HEALTH CARE, INC","133 POLK LANE",,"BRIDGETON","NJ","08302","CUMBERLAND","(856) 455-7575",,,,,,",",,,,,"POINT (-75.216061 39.522011)"
"NJ24791","END STAGE RENAL DIALYSIS","24791","MILLBURN DIALYSIS CENTER","25 EAST WILLOW STREET, SUITE 2",,"MILLBURN","NJ","07041","ESSEX","(973) 379-7309","(973) 379-5175","CHIAO.LIV@DAVITA.COM","2022-08-31T00:00:00.000","REDCLIFF DIALYSIS, L.L.C.","2000 16TH STREET","DENVER, CO  80202","Profit - LLC",". CHIAO LIU",,,"POINT (-74.305786 40.716941)"
"NJ24953","AMBULATORY CARE FACILITY","24953","ADVANCED SHORE IMAGING ASSOCIATES, LLC","2605 SHORE ROAD, SUITE 101",,"NORTHFIELD","NJ","08225","ATLANTIC","(609) 380-4175","(609) 377-8249","sgras@advancedshoreimaging.com","2023-01-31T00:00:00.000","ADVANCED SHORE IMAGING ASSOCIATES, L.L.C.","2605 SHORE ROAD, SUITE 101","NORTHFIELD, NJ  08225",,"Ms. SANDY GRAS",,,"POINT (-74.558697 39.359327)"
"NJ90080","SURGICAL PRACTICE","R24601","TRI-STATE SURGERY CENTER LLC","3 WINSLOW PLACE",,"PARAMUS","NJ","07652","BERGEN","(201) 546-1890","(201) 546-1893","drg@gartnerplasticsurgery.com","2022-08-31T00:00:00.000","TRI-STATE SURGERY CENTER","3 WINSLOW PLACE","PARAMUS, NJ  07652","Profit - Corporation","Dr. MICHAEL GARTNER",,,"POINT (-74.070512 40.922051)"
"NJ25138","END STAGE RENAL DIALYSIS","25138","BELMAR DIALYSIS","1800 ROUTE 34, SUITE 302",,"WALL","NJ","07719","MONMOUTH","(732) 681-8310","(732) 681-5641","marta.olander@davita.com","2022-12-31T00:00:00.000","VALMACK DIALYSIS, LLC","2000 16TH STREET","DENVER, CO  80202",,"Ms. MARTA OLANDER","MANAGER",,"POINT (-74.109847 40.176626)"
"NJ24957","AMBULATORY CARE FACILITY","24957","BROOKSIDE URGENT CARE & WALK-IN MEDICAL CENTER","705 HAMBURG TURNPIKE",,"WAYNE","NJ","07470","PASSAIC","(973) 922-1000","(973) 922-3000",,"2018-03-31T00:00:00.000","EVEREST UCC WAYNE, L.L.C.","705 HAMBURG TURNPIKE","WAYNE, NJ  07470",,"Mr. MAGDY MAHMOUD",,,"POINT (-74.220068 40.955828)"
"NJ24052","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1461","MORRISTOWN MEDICAL CENTER  ENDOSCOPY  AT 111","111 MADISON AVENUE, SUITE 401",,"MORRISTOWN","NJ","07960","MORRIS","(973) 971-6972","(973) 290-0123","Anna.Pence@atlantichealth.org","2022-04-30T00:00:00.000","MORRISTOWN MEDICAL CENTER","100 MADISON AVENUE","MORRISTOWN, NJ  07962","Non-Profit - Other","Dr. PATRICIA O'KEEFE",,,"POINT (-74.462378 40.788135)"
"NJ24396","AMBULATORY CARE FACILITY","24396","LUTHERAN SENIOR LIFE AT JERSEY CITY","377 JERSEY AVENUE, SUITE 310",,"JERSEY CITY","NJ","07302","HUDSON","(201) 706-2091","(201) 706-2092","miavarone@lsmnj.org","2023-03-31T00:00:00.000","LUTHERAN SOCIAL MINISTRIES OF NEW JERSEY","3 MANHATTAN DRIVE","BURLINGTON, NJ  08016","Non-Profit - Corporation","Ms. MARIA IAVARONE",,,"POINT (-74.049854 40.714837)"
"NJ25234","HOSPICE CARE PROGRAM","25234","AFFINITY CARE OF NJ, LLC","635 DUQUESNE BOULEVARD, SUITE 1",,"BRICK","NJ","08723","OCEAN","(732) 800-9494","(732) 399-8294","jgrey@affinitynewjersey.com","2022-12-31T00:00:00.000","AFFINITY CARE OF NJ, LLC","635 DUQUESNE BLVD, SUITE 1","BRICK, NJ  08723",,"Ms. JUDITH GREY",,,"POINT (-74.149173 40.056444)"
"NJ22279","AMBULATORY CARE FACILITY - SATELLITE","22279","SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC","932 SOUTH MAIN STREET",,"PLEASANTVILLE","NJ","08232","ATLANTIC","(609) 383-0880","(609) 383-0658","sjfmc@sjfmc.org","2022-04-30T00:00:00.000","SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC","1 N WHITE HORSE CENTER","HAMMONTON, NJ  08037","Non-Profit - Other",". LINDA FLAKE",,,"POINT (-74.530376 39.382938)"
"NJ23955","AMBULATORY CARE FACILITY","23955","ATLANTIC MEDICAL IMAGING WALL TOWNSHIP","2399 NORTH HIGHWAY 34",,"MANASQUAN","NJ","08736","MONMOUTH","(732) 292-9980","(732) 292-9950","jgorgol@aminj.com","2022-11-30T00:00:00.000","ATLANTIC MEDICAL IMAGING","72 W JIMMIE LEEDS RD, SUITE 1100","GALLOWAY, NJ  08205","Profit - Corporation","Ms. NANCY HAUGH",,,"POINT (-74.083118 40.126033)"
"NJR24588","AMBULATORY SURGICAL CENTER","R24588","VASCULAR ACCESS CENTER OF CENTRAL NEW JERSEY LLC","1 WILLS WAY,  CENTRAL NJ MEDICAL PARK",,"PISCATAWAY","NJ","08854","MIDDLESEX","(732) 529-0223","(732) 592-0225","mthompson@vascularcenters.com","2022-07-31T00:00:00.000","JAMES F MCGUCKIN MD OF NJ, PA","4622 BLACK HORSE PIKE, SUITE 102","MAYS LANDING, NJ  08330","Profit - Individual",". STEPHEN FALANGA",,,
"NJ25197","END STAGE RENAL DIALYSIS","25197","NORTH PLAINFIELD DIALYSIS","1260 ROUTE 22 EAST",,"NORTH PLAINFIELD","NJ","07060","SOMERSET","(908) 754-5190","(908) 754-5195","Elizabeth.Kerwin@davita.com","2022-03-31T00:00:00.000","ZELLIER DIALYSIS, LLC","2000 16TH STREET","DENVER, CO  80202",,"Mr. ELIZABETH KEREWIN",,,"POINT (-74.455503 40.615128)"
"NJ22516","END STAGE RENAL DIALYSIS","22516","FRESENIUS MEDICAL CARE PHILLIPSBURG","471 CENTER STREET",,"PHILLIPSBURG","NJ","08865","WARREN","(908) 454-7440","(908) 454-9050","BENJAMIN.CAUSEY@FMC-NA.COM","2022-11-30T00:00:00.000","BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC.","920 WINTER STREET","WALTHAM, MA  02451","Profit - LLC","Mr. BENJAMIN CAUSEY",,,"POINT (-75.174225 40.688886)"
"NJ24333","AMBULATORY SURGICAL CENTER","24333","CENTER FOR OUTPATIENT SURGERY, THE","1 EXECUTIVE DRIVE, SUITE 10",,"TINTON FALLS","NJ","07701","MONMOUTH","(732) 212-1991","(732) 212-1993","damatore@theplasticsurgerycenternj.com","2023-03-31T00:00:00.000","THE WOODS O.R., INC","1 EXECUTIVE DRIVE, SUITE 10","TINTON FALLS, NJ  07701","Profit - Corporation",". DEBORAH AMATORE",,,"POINT (-74.075193 40.328087)"
"NJ23102","AMBULATORY SURGICAL CENTER","23102","NEW JERSEY SURGERY CENTER, LLC","1225 WHITEHORSE-MERCERVILLE RD, BLDG D, SUITE 209",,"MERCERVILLE","NJ","08619","MERCER","(609) 581-6200","(609) 585-3100","DVendetta@amsurg.com","2022-11-30T00:00:00.000","NEW JERSEY SURGERY CENTER, L.L.C.","1A BURTON HILL BLVD.","NASHVILLE, TN  37215","Profit - LLC",". DOMINIC VENDETTA III",,,"POINT (-74.693428 40.209642)"
"NJ317066","HOME HEALTH AGENCY","70502","HOLY REDEEMER VISITING NURSE AGENCY","6550 DELILAH ROAD, SUITE 501",,"EGG HARBOR TOWNSHIP","NJ","08234","ATLANTIC","(609) 761-0300","(609) 761-0225","elawhorne@holyredeemer.com","2021-12-31T00:00:00.000","HOLY REDEEMER VISITING NURSE AGENCY, INC","6550 DELILAH ROAD, SUITE 501","EGG HARBOR TOWNSHIP, NJ  08234","Non-Profit - Religious Affiliation","Ms. EILEEN LAWHORNE",,,"POINT (-74.564269 39.426702)"
"NJ24858","END STAGE RENAL DIALYSIS","24858","GARDEN STATE KIDNEY CENTER","345 MAIN STREET",,"WOODBRIDGE","NJ","07095","MIDDLESEX","(732) 855-2100","(732) 855-2101","drana@americanrenal.com","2022-12-31T00:00:00.000","WOODBRIDGE DIALYSIS CENTER, LLC","345 MAIN STREET","WOODBRIDGE, NJ  07095","Profit - Corporation","Ms. DOLORES RANA",,,"POINT (-74.291903 40.549559)"
"NJ90065","AMBULATORY SURGICAL CENTER","R24493","PREMIER ENDOSCOPY","164 BRIGHTON ROAD",,"CLIFTON","NJ","07012","PASSAIC","(973) 859-3700","(973) 859-3737","ssims@amsurg.com","2023-03-31T00:00:00.000","PREMIER ENDOSCOPY LLC","164 BRIGHTON ROAD","CLIFTON, NJ  07012","Profit - LLC",". SANDRA SIMS",,,"POINT (-74.159502 40.850819)"
"NJ1526","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1526","CHILDREN'S SPECIALIZED HOSPITAL CENTER AT UNION","2840 MORRIS AVENUE",,"UNION","NJ","07083","UNION","(732) 258-7000","(732) 258-7210","Patricia.foley@rwjbh.org","2022-05-31T00:00:00.000","CHILDREN'S SPECIALIZED HOSPITAL","200 SOMERSET STREET","NEW BRUNSWICK, NJ  08901","NonProfit - Corporation",". MATTHEW MCDONALD",,,"POINT (-74.300532 40.707286)"
"NJR24592","SURGICAL PRACTICE","R24592","CARDIOVASCULAR CARE GROUP, THE","433 CENTRAL AVENUE - 2ND FLOOR",,"WESTFIELD","NJ","07090","UNION","(973) 759-9000","(973) 759-2487","CSALES@tcvcg.com","2022-05-31T00:00:00.000","THE CARDIOVASCULAR CARE GROUP, PC","433 CENTRAL AVENUE","WESTFIELD, NJ  07090","Profit - Partnership","Ms. NICOLINA KROWICKI",,,"POINT (-74.341915 40.648536)"
"NJ1280","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1280","EAST ORANGE GENERAL HOSP","240 CENTRAL AVENUE",,"EAST ORANGE","NJ","07018","ESSEX","(973) 672-8400","(973) 266-8488","Paige.Dworak@eogh.org","2022-08-31T00:00:00.000","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVENUE","EAST ORANGE, NJ  07018","Profit - Corporation","Ms. PAIGE DWORAK",,,"POINT (-74.211833 40.753256)"
"NJ310027","GENERAL ACUTE CARE HOSPITAL","12007","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET",,"ELIZABETH","NJ","07207","UNION","(908) 994-5000","(908) 994-5756","ghoran@trinitas.org","2022-08-31T00:00:00.000","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","ELIZABETH, NJ  07207","Non-Profit - Hospital","Mr. GARY HORAN","Pres. & CEO","417","POINT (-74.214355 40.65892)"
"NJ25106","AMBULATORY CARE FACILITY","25106","AMI ATLANTICARE","517 ROUTE 72 WEST",,"MANAHAWKIN","NJ","08050","OCEAN","(609) 568-9149",,"jgorgol2aminj.com","2022-05-31T00:00:00.000","AMI ATLANTICARE, L.L.C.","72 W. JIMMIE LEEDS ROAD, STOCKTON MB, SUITE 1100","GALLOWAY, NJ  08205","Profit - LLC","Ms. ROXANNE RIEBEL",,,"POINT (-74.27259 39.703424)"
"NJ31C0001129","SURGICAL PRACTICE","R24534","IRONBOUND ENDO-SURGICAL CENTER, PA","24-28 MERCHANT STREET",,"NEWARK","NJ","07105","ESSEX","(973) 344-5883","(973) 344-5581","IRONBOUNDCENTER@GMAIL.COM","2022-06-30T00:00:00.000","IRONBOUND ENDOSURGICAL CENTER, P.A.","24-28 MERCHANT STREET","NEWARK, NJ  07105",,"Mr. OSCAR MOLINA",,,"POINT (-74.154772 40.728817)"
"NJ23025","AMBULATORY CARE FACILITY","23025","NJIN OF HACKENSACK","385 PROSPECT AVENUE",,"HACKENSACK","NJ","07601","BERGEN","(201) 488-4808","(201) 488-9558","peter.sulovski@radnet.com","2022-08-31T00:00:00.000","THE NEW JERSEY IMAGING NETWORK LLC","95 OLD SHORT HILLS ROAD","WEST ORANGE, NJ  07052","Profit - LLC","Ms. DESIREE VELOZ",,,"POINT (-74.052029 40.895693)"
"NJ10709","GENERAL ACUTE CARE HOSPITAL","10709","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE",,"NEWARK","NJ","07112","ESSEX","(973) 926-7850","(973) 705-3477","AKUA.DANSO-MANU@RWJBH.ORG","2022-06-30T00:00:00.000","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVENUE","NEWARK, NJ  07112","Non-Profit - Hospital","Mr. DARRELL TERRY, SR",,"667","POINT (-74.213878 40.710104)"
"NJ25097","END STAGE RENAL DIALYSIS","25097","FRESENIUS KIDNEY CARE BELLEVILLE","36 NEWARK AVENUE,, SUITE 304",,"BELLEVILLE","NJ","07109","ESSEX","(973) 450-0385","(973) 450-4318","maria.v.bury@fmc-na.com","2022-08-31T00:00:00.000","FRESENIUS MEDICAL CARE BELLEVILLE, LLC","920 WINTER STREET","WALTHAM, MA  02451","Profit - LLC","Ms. MARIA BURY",,,"POINT (-74.177819 40.784)"
"NJ11404MKD","COMPREHENSIVE REHABILITATION HOSPITAL","11404","ATLANTIC REHABILITATION INSTITUTE, LLC","200 MADISON AVENUE",,"MADISON","NJ","07940","MORRIS","(973) 549-7440","(973) 549-7441","Corey.Cooper@AtlanticRehabInstitute.com","2022-04-30T00:00:00.000","ATLANTIC REHABILITATION INSTITUTE, LLC","680 S. FOURTH STREET","LOUISVILLE, KY  40202",,"Mr. COREY COOPER",,"38","POINT (-74.434356 40.769243)"
"NJ1488","AMBULATORY CARE FACILITY","1488","DEBORAH HEART AND LUNG CENTER PEDIATRIC CARDIOLOGY","212 TRENTON ROAD",,"BROWNS MILLS","NJ","08015","BURLINGTON","(609) 593-6611",,"administration@deborah.org","2022-11-30T00:00:00.000","DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD","BROWNS MILLS, NJ  08015","Non-Profit - Hospital","Mr. JOSEPH CHIRICHELLA",,,"POINT (-74.584978 39.975306)"
"NJ312019","SPECIAL HOSPITAL","24077","SELECT SPECIALTY HOSPITAL NORTHEAST NEW JERSEY ROCHELLE PARK","96 PARKWAY",,"ROCHELLE PARK","NJ","07662","BERGEN","(201) 221-2352","(201) 221-2495","orivkin@selectmedical.com","2022-10-31T00:00:00.000","SELECT SPECIALTY HOSP-NORTHEAST NEW JERSEY, INC.","4714  GETTYSBURG ROAD","MECHANICSBURG, PA  17055","Profit - Corporation",". OLEG RIVKIN",,"62","POINT (-74.076 40.89757)"
"NJ31C0001069","AMBULATORY SURGICAL CENTER","R24570","SURGICAL CENTER AT SOUTH JERSEY EYE PHYSICIANS","509 SOUTH LENOLA ROAD, SUITE 11",,"MOORESTOWN","NJ","08057","BURLINGTON","(856) 231-5904","(856) 727-0064","m.danberry@sjeye.com","2022-11-30T00:00:00.000","SOUTH JERSEY EYE PHYSICIANS, PA","509 SO LENOLA ROAD, SUITE 11","MOORESTOWN, NJ  08057",,". MANDY DANBERRY, MSN, RN",,,"POINT (-74.97055 39.947759)"
"NJ311908","FEDERALLY QUALIFIED HEALTH CENTERS","23973","JEWISH RENAISSANCE MEDICAL CENTER","90 PARKER STREET",,"NEWARK","NJ","07114","ESSEX","(973) 679-7709","(732) 324-5765","tboggiano@jrmc.us","2022-06-30T00:00:00.000","JEWISH RENAISSANCE MEDICAL CENTER","275 HOBART STREET","PERTH AMBOY, NJ  08861","Non-Profit - Corporation","Mr. JOHN O'LEARY",,,"POINT (-74.179248 40.756194)"
"NJ22654","HOSPICE CARE PROGRAM","22654","VISITING NURSE ASSOCIATION OF SOMERSET HILLS HOME HEALTH & HOSPICE SERVICES, INC","200 MT AIRY ROAD",,"BASKING RIDGE","NJ","07920","SOMERSET","(908) 766-0180","(908) 766-5492","anna.pence@atlantichealth.org","2022-12-31T00:00:00.000","VNA SOMERSET HILLS HOME HEALTH & HOSPICE SRVS","200 MT AIRY ROAD","BASKING RIDGE, NJ  07920",,". DANIEL POWELL",,,"POINT (-74.577045 40.693536)"
"NJ1331","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1331","HUMC CARDIOVASCULAR PARTNERS","400 FRANK W BURR BOULEVARD",,"TEANECK","NJ","07666","BERGEN","(551) 996-2000","(551) 996-0778","mark.sparta@HMHN.org","2022-10-31T00:00:00.000","HMH HOSPITALS CORPORATION","343 THORNALL STREET 8TH FL","EDISON, NJ  08837","Non-Profit - Hospital","Mr. MARK SPARTA",,,"POINT (-74.004832 40.873022)"
"NJ24985","END STAGE RENAL DIALYSIS","24985","HAMILTON STREET DIALYSIS","920 HAMILTON STREET, SUITE C-3",,"SOMERSET","NJ","08873","SOMERSET","(732) 220-1593","(732) 448-0567","LAUREN.SARGEANT@DAVITA.COM","2022-07-31T00:00:00.000","TOTAL RENAL CARE, INC.","2000 16TH STREET","DENVER, CA  80202","Profit - Corporation",". SUZY CRUZ",,,"POINT (-74.483758 40.487464)"
"NJ23026","END STAGE RENAL DIALYSIS","23228","NATIONAL NEPHROLOGY ASSOCIATES, INC","595 DIVISION STREET, SUITE B",,"ELIZABETH","NJ","07201","UNION","(908) 436-3007","(908) 436-3008","katie.ross@FMC-NA.COM","2022-05-31T00:00:00.000","NNA OF ELIZABETH","230 GREAT CIRCLE ROAD, SUITE 218","NASHVILLE, TN  37228","Profit - Corporation",". KATIE ROSS",,,"POINT (-74.193677 40.670714)"
"NJ23239","AMBULATORY CARE FACILITY","23239","NJIN OF WASHINGTON TOWNSHIP","157 FRIES MILL ROAD",,"TURNERSVILLE","NJ","08012","GLOUCESTER","(856) 677-1010","(856) 424-6111","peter.sulovski@radnet.com","2022-11-30T00:00:00.000","THE NEW JERSEY IMAGING NETWORK LLC","95 OLD SHORT HILLS ROAD","WEST ORANGE, NJ  07052","Profit - LLC","Ms. STEPHANIE PRIMO",,,"POINT (-75.046908 39.740747)"
"NJ1005","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1005","SAINT PETER'S FAMILY HEALTH CENTER","123 HOW LANE",,"NEW BRUNSWICK","NJ","08901","MIDDLESEX","(732) 745-8600","(732) 745-7909","lhirsch@saintpetersuh.com","2022-03-31T00:00:00.000","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVENUE","NEW BRUNSWICK, NJ  08901","Non-Profit - Religious Affiliation","Mr. LESLIE HIRSCH",,,"POINT (-74.483724 40.471041)"
"NJ22289","END STAGE RENAL DIALYSIS","22289","FRESENIUS MEDICAL CARE KENILWORTH","131 SOUTH 31ST STREET",,"KENILWORTH","NJ","07033","UNION","(908) 241-0453","(908) 241-5731","katie.ross@fmc-na.com","2022-06-30T00:00:00.000","NNA SAINT BARNABAS, LLC","230 GREAT CIRCLE ROAD, SUITE 218","NASHVILLE, TN  37228",,". KATIE ROSS",,,"POINT (-74.280697 40.677654)"
"NJR24528","SURGICAL PRACTICE","R24528","GLASGOLD GROUP","4390 ROUTE 1 NORTH, SUITE 100",,"PRINCETON","NJ","08540","MERCER","(732) 846-6540","(732) 846-6540","jrosella@glasgoldgroup.com","2022-06-30T00:00:00.000","GLASGOLD GROUP","4390 US1 NORTH, SUITE 100","PRINCETON, NJ  08540","Profit - Partnership","Mrs. KAREN COAR",,,"POINT (-74.600245 40.362561)"
