"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Camden","CFS Head Start at Centerville","856-964-1910","2½ to 6","210","Camden City","1475 S 8th St",,"08104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04CEN0002.shtml)"
"Camden","CFS Head Start at Chews Landing","856-566-9672","2½ to 6","84","Lindenwold","345 Chews Landing Road",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04CHE0006.shtml)"
"Camden","CFS Head Start at Lindenwold","856-784-0845","2½ to 6","30","Lindenwold","120 S. Whitehorse Pike",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04LIN0002.shtml)"
"Camden","CFS Head Start at Florence Road","856-875-1417","2½ to 6","45","Winslow Township","156 Norcross Road",,"08009","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04FLO0001.shtml)"
"Camden","CFS Headstart at Saint Al's","856-964-2100","2½ to 6","88","Oaklyn","33 West Haddon Avenue",,"08107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151200162.shtml)"
"Middlesex","Rutgers Psychology Child Development Center","848-932-8881","0 to 6","60","New Brunswick","26 Nichol Avenue Room 21","Davison Hall","08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12DOU0001.shtml)"
"Middlesex","Rutgers Psychology Child Development Center @ CHA","848-932-8881","2½ to 13","59","New Brunswick","61 Dudley Road",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800085.shtml)"
"Camden","Rutgers Early Childhood Program","856-225-6348","0 to 6","90","Camden","501-503, 505 Cooper Street",,"08102","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04RUT0001.shtml)"
"Camden","Rutgers Early Childhood Program","856-614-3246","2½ to 13","300","Camden","532 Cooper Street",,"08102","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04RUT0002.shtml)"
"Essex","Community Kids' Preschool","973-535-7925","2½ to 6","54","Livingston","204 Hillside Ave",,"07039","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07COM0016.shtml)"
"Middlesex","Lincoln Youth Services System","732-745-5300","6 to 13","180","New Brunswick","66 Bartlett Street",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/121000065.shtml)"
"Middlesex","Youth Services System - McKinley","732-745-5300","6 to 13","250","New Brunswick","35 Van Dyke Ave",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12YOU0006.shtml)"
"Middlesex","Youth Services System - Roosevelt","732-745-5300","6 to 13","250","New Brunswick","83 Livingston Ave",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12YOU0007.shtml)"
"Middlesex","Youth Services System - Woodrow Wilson","732-745-5300","6 to 13","180","New Brunswick","133 Tunison Rd",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12YOU0008.shtml)"
"Middlesex","Livingston School Youth Services","732-745-5300","6 to 13","178","New Brunswick","206 Delavan Street",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120900165.shtml)"
"Middlesex","Youth Services System - Redshaw",,"6 to 13","250","New Brunswick","216 Livingston Ave",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12YOU0009.shtml)"
"Middlesex","Youth Services System - Lord Stirling Community School","732-745-5300","6 to 13","150","New Brunswick","101 Redmond Street",,"08901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12LOR0001.shtml)"
"Union","Plainfield High School Teen Parenting Center","908-731-4416","0 to 2½","20","Plainfield","950 Park Ave",,"07060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20PLA0003.shtml)"
"Bergen","Bergen Early Learning Alliance","201-343-6000","0 to 6","73","Hackensack","284 Hackensack Ave Rear","Bldg","07601","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02BER0004.shtml)"
"Passaic","Straight & Narrow/La Vida Child Care Center TOO","973-279-7067","0 to 6","281","Paterson","116 Jackson Street",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16STR0002.shtml)"
"Middlesex","The Keith Wold Johnson C C C","732-379-5101","0 to 13","366","Edison","2050 Oak Tree Rd",,"08820","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12KEI0001.shtml)"
"Essex","The Leaguers, Inc. Preschool Learning Acadmey","973-375-6840","2½ to 6","102","Newark","750 Clinton Ave",,"07108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0007.shtml)"
"Essex","The Leaguers, Inc. Preschool Learning Academy","973-373-2397","2½ to 13","100","Newark","731 Clinton Ave",,"07108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0008.shtml)"
"Essex","The Leaguers, Inc. Head Start","973-643-0300","2½ to 6","57","Irvington","10 Marshall Street",,"07111","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0009.shtml)"
"Union","Elizabeth Center 1189 Head Start","908-629-9199","2½ to 6","260","Elizabeth","1189 E Broad Street",,"07208","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20ELI0004.shtml)"
"Union","The Leaguers Inc. Head Start","908-241-5678","2½ to 6","181","Roselle","1111 Chandler Avenue",,"07203","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/081000142.shtml)"
"Essex","The Leaguers, Inc. Preschool Learning Academy","973-373-3223","2½ to 6","140","Irvington","100 Linden Avenue",,"07111","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0002.shtml)"
"Essex","The Leaguers, Inc. Head Start Program","973-242-7737","0 to 6","285","Newark","405-425 University Avenue",,"07102","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0014.shtml)"
"Essex","The Leaguers, Inc. Head Start Program","973-642-3143","2½ to 6","90","Newark","553-567 Orange Street",,"07107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07FRI0001.shtml)"
"Essex","The Leaguers Head Start Early Head Start Program","973-923-7002","0 to 6","60","Newark","302-324 Springfield Avenue",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LEA0011.shtml)"
"Essex","The Leaguers Headstart/Early Head Start Program","973-643-0300","0 to 6","122","Newark","200 South Orange Avenue",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150700060.shtml)"
"Somerset","The Learning Gate, an Asso. of Ctrs, Inc","908-722-6789","0 to 6","100","Raritan","816 Old York Rd",,"08869","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18LEA0001.shtml)"
"Hunterdon","The Learning Gate, an Asso. of Child Care Ctrs, Inc","908-722-6789","0 to 6","88","Flemington","433 Route 202",,"08822","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18LEA0007.shtml)"
"Monmouth","Monmouth Day Care Center, Inc.","732-741-4313","0 to 6","154","Red Bank","9 Drs. James Parker Blvd",,"07701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13MON0002.shtml)"
"Essex","North Ward Child Development Center","973-481-1023","0 to 13","345","Newark","346 Mt. Prospect Ave",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NOR0001.shtml)"
"Essex","North Ward Child Development Center","973-482-8850","2½ to 6","183","Newark","341 Roseville Ave",,"07107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NOR0004.shtml)"
"Essex","The North Ward Center","973-350-0369","2½ to 6","90","Newark","300-306 Mt. Prospect Avenue",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070800158.shtml)"
"Essex","The North Ward Child Development Center","973-412-0990","2½ to 6","165","Newark","475 Mount Prospect Ave",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NOR0007.shtml)"
"Essex","La Casa de Don Pedro Early Childhood Development Center I","973-485-0850","2½ to 6","80","Newark","75 Park Ave",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LAC0002.shtml)"
"Essex","La Casa de Don Pedro Early Childhood Development Center","973-481-4091","2½ to 6","60","Newark","39 Broadway",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LAC0006.shtml)"
"Essex","La Casa de Don Pedro Early Childhhood Development Center III","973-350-0530","2½ to 13","160","Newark","202-216 First Street",,"07107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LAC0007.shtml)"
"Essex","UVSO Speedway Family Friendly Center","973-374-2740","6 to 13","100","Newark","701 South Orange Avenue",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07UVS0002.shtml)"
"Essex","UVSO Ivy Hill After School Program","973-351-2121","6 to 13","50","Newark","107 Ivy Street",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/101000134.shtml)"
"Essex","Vailsburg Child Development Center at Palm Street","973-374-2000","0 to 6","75","Newark","1033-1035 South Orange Avenue",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150700002.shtml)"
"Essex","UVSO/Mt Vernon After School Program","973-374-2090","6 to 13","200","Newark","142 Mt. Vernon Pl",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07UVS0005.shtml)"
"Essex","Vailsburg Child Development Center","973-351-2157","0 to 6","70","Newark","1044 S Orange Ave",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07VAI0002.shtml)"
"Essex","Unified Vailsburg Child Development Center","973-374-2000","2½ to 13","210","Newark","475-487 Irvington Avenue",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07UNI0006.shtml)"
"Essex","UVSO After School Program","973-374-2000","6 to 13","71","Newark","40 Richelieu Terrace",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07UVS0001.shtml)"
"Essex","UVSO Lincoln After School Program","973-991-9109","6 to 13","150","Newark","87 Richelieu Terrace",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070900204.shtml)"
"Essex","Vailsburg Child Development Smith Street Center","973-374-2000","2½ to 13","90","Newark","179-189 Smith Street",,"07106","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07VAI0004.shtml)"
"Union","Zadie's Nurturing Den","908-277-8584","0 to 6","183","Summit","1 Walnut Street",,"07901","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20ZAD0001.shtml)"
"Cumberland","Bethel Learning Center","856-327-9092","0 to 13","63","Millville","113 South 5th Street",,"08332","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100600165.shtml)"
"Somerset","Crim After School Program","908-963-6866","6 to 13","180","Bridgewater","1300 Crim Rd",,"08807","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18CRI0001.shtml)"
"Union","Here We Grow Child Development Center","908-233-6000","0 to 6","110","Westfield","422 Central Ave",,"07090","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20HER0002.shtml)"
"Union","Jefferson Park Ministries, Inc.","908-469-1519","6 to 13","113","Elizabeth","1071 Julia Street","School 6","07023","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20JEF0004.shtml)"
"Mercer","The Goddard School","609-734-0909","0 to 13","167","Princeton","29 Emmons Dr",,"08540","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11GOD0004.shtml)"
"Hudson","Precious Steps","201-325-9779","2½ to 13","30","Union City","809 7th Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09PRE0009.shtml)"
"Bergen","Nell's Nursery","973-772-3936","2 to 6","22","Lodi","83 Keasler Ave",,"07644","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02NEL0001.shtml)"
"Hudson","Munchkin Village","201-395-9440","0 to 13","49","Jersey City","127 Ocean Ave",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09MUN0001.shtml)"
"Morris","The Goddard School","973-598-1555","0 to 13","120","Flanders","244 Rte. 206 S",,"07836","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14GOD0004.shtml)"
"Essex","Kiddie World Daycare","973-429-8440","0 to 13","68","Bloomfield","147-151 & 155-157 Grove Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07KID0015.shtml)"
"Essex","Early Childhood Center of the Ironbound","973-589-8695","2½ to 13","200","Newark","697-709 Market Street",,"07105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EAR0004.shtml)"
"Essex","Early Childhood Center of the North Ward","973-350-8690","2½ to 13","140","Newark","29-39 Summer Pl",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07EAR0005.shtml)"
"Passaic","Early Childhood Center of Paterson I","973-881-1583","2½ to 13","185","Paterson","90 Martin Street",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16EAR0001.shtml)"
"Bergen","Little Ferry Nursery School","201-440-8525","0 to 13","57","Little Ferry","165 Liberty Street",,"07643","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02LIT0010.shtml)"
"Monmouth","Early Beginnings Childcare Center, Inc.","732-591-8808","0 to 13","21","Morganville","450 Rt. 79",,"07751","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/111100134.shtml)"
"Somerset","The Giving Nest Preschool & Kindergarten in Martinsville","908-704-9555","2½ to 6","42","Martinsville","1600 Washington Valley Rd",,"08836","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18GIV0004.shtml)"
"Somerset","Warren Giving Nest","732-893-8222","0 to 6","28","Warren","109 Washington Valley Road",,"07059","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130800126.shtml)"
"Somerset","The Giving Nest Preschool & kindergarten","908-754-2060","2½ to 6","76","Martinsville","817 Chimney Roock Road",,"08836","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18GIV0003.shtml)"
"Mercer","Kids Kottage Learning Center, Inc.","609-371-0439","0 to 13","136","East Windsor","659 Abbington Dr Ste 404",,"08520","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11KID0013.shtml)"
"Hudson","Bright Beginners Academy","201-246-8895","0 to 13","41","Kearny","163 - 165 Stuyvesant Ave",,"07032","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BRI0005.shtml)"
"Bergen","Bright Beginners Academy 2","201-998-7357","0 to 13","60","North Arlington","4 Ridge Road",,"07031","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02ALL0009.shtml)"
"Bergen","Bright Beginners Academy III","201-998-8100","0 to 13","90","North Arlington","487 Ridge Road",,"07031","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151100096.shtml)"
"Hudson","Montessori School of Jersey City, LLC","201-432-6300","2½ to 13","26","Jersey City","17 Erie Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09MON0004.shtml)"
"Gloucester","Watch Me Learn Preschool/Daycare","856-241-2330","0 to 13","100","Swedesboro","1980 Township Line Rd",,"08085","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08WAT0004.shtml)"
"Mercer","Divine Kidz Academy and Preschool Inc","609-393-3633","0 to 13","68","Trenton","16 Bank Street",,"08618","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11DIV0001.shtml)"
"Mercer","Divine Kidz Academy and Preschool","609-393-3633","0 to 6","141","Trenton","16 W Front Street",,"08608","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170700149.shtml)"
"Morris","Peachtree Montessori Learning Center","973-299-7322","2½ to 13","41","Parsippany","1279 Route 46",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14PEA0001.shtml)"
"Morris","Peachtree Montessori II","973-299-7322","0 to 6","50","Parsippany","903 S Beveverwyck Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14IVY0001.shtml)"
"Sussex","Peachtree Montessori Learning Center LLC Engle Day School","908-304-4186","0 to 13","30","Sparta","60 Glen Road",,"07871","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150700103.shtml)"
"Union","Sunny Kidz LLC","908-486-5772","2½ to 6","30","Linden","2018 Dewitt Terrace",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20SUN0002.shtml)"
"Burlington","Lenape Kiddie Kollege","609-654-5355","2½ to 6","47","Medford","5 Cooper-Tomlinson Rd",,"08055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03LEN0001.shtml)"
"Passaic","Magical Palace of Knowledge","973-815-1500","0 to 13","180","Clifton","775 Valley Road",,"07013","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100900039.shtml)"
"Hudson","The Learning Zone for Infants and Toddler","201-339-2229","0 to 2½","24","Bayonne","763 Ave C",,"07002","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LEA0010.shtml)"
"Passaic","ABC Child Learning Center","973-772-0006","0 to 13","105","Clifton","18 Delaware Street",,"07611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16ABC0002.shtml)"
"Morris","Heritage Children's Academy","973-895-2277","0 to 13","141","Randolph","1360 Sussex Tpke",,"07869","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14HER0001.shtml)"
"Monmouth","Mountain Hill School","732-291-0056","2½ to 6","129","Atlantic Highlands","724 Kings Hwy E",,"07716","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13MOU0001.shtml)"
"Essex","The Orchard School","973-575-8787","2 to 13","75","West Caldwell","360 Passaic Ave",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07ORC0001.shtml)"
"Middlesex","Precious Gifts Day Care Center, LLC","732-424-8110","0 to 6","24","Dunellen","400 New Market Rd",,"08812","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12PRE0002.shtml)"
"Cape May","Tomorrow's World","609-390-1670","0 to 13","114","Marmora","261 Tuckahoe Rd",,"08223","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/05TOM0001.shtml)"
"Hudson","Jugando Aprendemos Child Care Center, Inc.","201-854-1945","0 to 13","65","West New York","6201 Park Ave",,"07093","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09JUG0001.shtml)"
"Somerset","All Day Learning Centers","908-359-0803","0 to 13","208","Hillsborough","170 Twp. Line Rd",,"08844","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18ALL0002.shtml)"
"Essex","123 Kinderstar Day School Inc.","973-575-0388","0 to 13","100","Fairfield","123 Fairfield Rd",,"07004","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07ONE0004.shtml)"
"Morris","Blue Skies Day Care","973-625-1455","0 to 6","20","Rockaway","83 W Main Street",,"07866","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14BLU0001.shtml)"
"Union","The Wonder Years Academy","908-222-8992","0 to 6","121","Fanwood","133 S Ave",,"07023","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20WON0002.shtml)"
"Gloucester","Beacon Academy","856-582-6199","0 to 13","158","Sewell","570 D Egg Harbor Rd","Harbor Pavilions","08080","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08BEA0001.shtml)"
"Essex","Creative Beginnings Preschool","973-239-2242","2½ to 6","52","Verona","36 Gould Street",,"07044","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07CRE0001.shtml)"
"Monmouth","Tadpole Village Preschool at Frogbridge","609-208-2114","2½ to 6","120","Millstone Township","7 Yellow Meeting House Rd",,"08510","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13TAD0001.shtml)"
"Passaic","The Learning Tree","973-427-6208","0 to 6","52","Hawthorne","259 Lafayette Avenue",,"07506","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16LEA0010.shtml)"
"Camden","Acelero Learning Camden/Philadephia - Grand Avenue","856-203-3904","0 to 6","261","Camden","331 Grand Avenue",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/101200032.shtml)"
"Camden","Acelero Learning North 27th Street Center","856-635-9550","0 to 6","120","Camden","804-806 North 27th Street",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04NOR0002.shtml)"
"Camden","Acelero Learning Pierce Center","856-365-1113","0 to 6","125","Camden","1700 Pierce Avenue",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04PIE0001.shtml)"
"Camden","Acelero Learning Camden Early Head Start","856-635-0002","0 to 6","38","Camden","150 Boyd Street",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04ACE0001.shtml)"
"Camden","Acelero Learning - Kroc Center","215-235-3196","0 to 6","90","Camden","1865 Harrison Avenue Suite 1",,"08105","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800295.shtml)"
"Camden","Tiddl-E-Winks, Llc","856-784-8498","2½ to 13","59","Laurel Springs","525 E Laurel Rd",,"08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04TID0001.shtml)"
"Sussex","Deniece's ""Homestyle"" Daycare LLC","973-691-4358","2½ to 13","15","Stanhope","49 Brooklyn Rd",,"07874","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/19DEN0001.shtml)"
"Hudson","Spanish American Day Care Center, Inc.","201-867-2096","0 to 13","90","Union City","411- 413 44th Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09SPA0001.shtml)"
"Middlesex","Little Treasures Learning Center, LLC","908-769-3224","0 to 13","331","Edison","2177 Oak Tree Rd",,"08820","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12LIT0018.shtml)"
"Salem","Bright Start Preschool and Child Care","856-678-9292","0 to 13","34","Pennsville","6 Main Street",,"08070","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/17BRI0003.shtml)"
"Passaic","Sunny Days Pre-School","973-256-0111","2½ to 6","15","Little Falls","65 Union Avenue",,"07424","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16SUN0001.shtml)"
"Camden","The Goddard School #20","856-346-1234","0 to 13","120","Voorhees","1211 Haddonfield-Berlin Rd",,"08043","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04GOD0002.shtml)"
"Mercer","The Learning Depot","609-393-8888","0 to 6","126","Trenton","239 E Front Street",,"08611","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11LEA0002.shtml)"
"Somerset","The Goddard School","908-231-8600","0 to 6","147","Branchburg","3322 US Hwy 22 W",,"08876","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18GOD0003.shtml)"
"Burlington","KinderCare Learning Center #229","609-871-2110","0 to 13","96","Burlington","2004 Salem Rd",,"08016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03KIN0007.shtml)"
"Burlington","KinderCare Learning Center","609-953-9111","0 to 13","172","Medford","411 Stokes Rd",,"08055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03KIN0009.shtml)"
"Morris","KinderCare Learning Center","973-625-4555","0 to 13","69","Denville","162 E Main Street",,"07834","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14KIN0012.shtml)"
"Ocean","KinderCare Learning Center","732-961-1500","0 to 13","120","Jackson","10 S New Prospect Rd",,"08527","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15KIN0006.shtml)"
"Somerset","Kindercare Learning Center","908-412-8707","0 to 13","170","Warren","19 Mountain Blvd",,"07059","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18KIN0005.shtml)"
"Burlington","KinderCare Learning Center #578","856-778-8648","0 to 13","93","Mount Laurel","450 Larchmont Blvd",,"08054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03KIN0002.shtml)"
"Hudson","Busy Place Early Learning Center","201-217-1441","2½ to 13","102","Jersey City","444 Central Ave",,"07307","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09BUS0001.shtml)"
"Middlesex","Kinder Kastle Child Care Learning Center","732-651-0002","0 to 13","180","South River","544 Old Bridge Tpke Rd",,"08882","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12KIN0006.shtml)"
"Mercer","The Goddard School","609-883-6800","0 to 13","152","Ewing","158 Scotch Rd",,"08628","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/11GOD0005.shtml)"
"Middlesex","Alphabet Kidz of Middlesex","732-469-1133","0 to 13","82","Middlesex","205 Union Ave",,"08846","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12ALP0003.shtml)"
"Burlington","Goddard School","609-387-0311","0 to 13","148","Burlington Township","1750 Bustleton Rd",,"08016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03GOD0009.shtml)"
"Burlington","Just Children","609-714-2244","0 to 13","174","Medford","130 Medford-Mt Holly Rd",,"08055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03JUS0004.shtml)"
"Camden","Sunbeam Christian Day Care","856-665-6675","2½ to 13","23","Pennsauken","4522 Camden Ave",,"08110","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04SUN0001.shtml)"
"Bergen","Play N Learn","201-804-0500","0 to 13","45","Lyndhurst","800 Schuyler Avenue",,"07071","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02PLA0003.shtml)"
"Bergen","Japanese Children's Society - R/Lingo Learning Center","201-947-4832","0 to 13","30","Fort Lee","2460 Lemoine Avenue","Unit #103, 104 & #105","07024","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/121200620.shtml)"
"Bergen","Montessori Learning Center","201-445-0232","2½ to 6","76","Ridgewood","205 Franklin Ave",,"07450","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02MON0001.shtml)"
"Monmouth","AM2PM Child Care Learning Center","732-264-3200","0 to 13","112","Hazlet","1000 Route 36",,"07730","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13AM20001.shtml)"
"Essex","Newark Federal Kids Care","973-645-3130","0 to 13","86","Newark","970 Broad Street, Suite 107",,"07102","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07NEW0022.shtml)"
"Monmouth","Kiddie Academy","732-918-8400","0 to 13","180","Neptune","3443 Rt. 66",,"07753","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13KID0009.shtml)"
"Passaic","Kidz Lounge","973-523-5800","2½ to 13","26","Clifton","157 Valley Rd",,"07012","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16KID0010.shtml)"
"Somerset","Bradley Gardens After School Program","908-581-5144","6 to 13","60","Bridgewater","Pine Street",,"08807","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18BRA0001.shtml)"
"Atlantic","The Salvation Army","609-344-0660","6 to 13","50","Atlantic City","22 S Texas Avenue",,"08401","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01SAL0001.shtml)"
"Ocean","Wee Care Preschool and Day Care, Inc.","609-296-2606","0 to 13","87","Little Egg Harbor","603 Route 9",,"08087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15WEE0001.shtml)"
"Camden","Anna's Angels Pediatric Medical Daycare","856-456-3450","0 to 6","20","Gloucester City","238-240 Mercer Street",,"08030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04ANN0002.shtml)"
"Hudson","Supertots Educational Center","201-433-9900","0 to 13","30","Jersey City","158 Sterling Ave",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09SUP0001.shtml)"
"Morris","Little Achievements Child Care Center","973-601-1111","0 to 6","51","Landing","290 Mt. Arlington Blvd",,"07850","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14LIT0020.shtml)"
