HYDRANT NO,LOCATION DETAIL,DESCRIPTION,MANUFACTURE NAME,WATER TYPE,MODEL,INSTALLDATE,CHANGE DATE,OWNER,LIFE CYCLE STATUS,JOB NUM,PRESSURE ZONE,FLUSHING ZONE,QUADRANT,WARD,QUALIFIER,ORIENTATION,LOCTNDETAIL,RELTVVERTCPOSTN,ELEVATION,ENABLED,BAND COLOR,PAINT COLOR,LEGACY ID,DISPLAY ID,CALCULATEDX,CALCULATEDY,Coordinates,CLASS,REPORT PROBLEM,UPDATED_DATE,STATUS,DC Wards,Square Ply
H02402,PORTER ST INT 30TH ST NW - Northside - IFO 2915,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1924/02/17,2019/11/25,DC Water,Active,305-324,3rd,3-17,NW,3,1,Northside,IFO 2915,Normal,222.54,1,BLUE,Green,H-765-,H-765-244,-77.06092053505004,38.93716581368626,"(38.93716581368626, -77.06092053505004)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02407,BOHRER ST INT FLORIDA AVE NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1924/03/04,2019/11/18,DC Water,Active,,1st,1-29,NW,1,1,NEC,NONE,Normal,92.78,1,YELLOW,,H-777-,H-777-963,-77.02105963846094,38.9159872002882,"(38.9159872002882, -77.02105963846094)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H02409,CRITTENDEN ST INT SHERMAN CIR NW - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1924/03/08,2019/03/22,DC Water,Active,305/332,3rd,3-36,NW,4,1,NEC,NONE,Normal,3,1,BLUE,,H-559-,H-559-811,-77.0210543487372,38.94740020048524,"(38.94740020048524, -77.0210543487372)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02416,ORDWAY ST INT CONNECTICUT AVE NW - NWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1924/04/10,2019/11/25,DC Water,Active,305-341,3rd,3-18,NW,3,1,NWC,NONE,Normal,216.4,1,YELLOW,Green,H-530-,H-530-489,-77.058830267196,38.93562252854754,"(38.93562252854754, -77.058830267196)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,2410
H02421,INGOMAR PL INT 38TH ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/04/21,2019/11/29,DC Water,Active,305-346,3rd,3-22,NW,3,1,NEC,NONE,Normal,336.95,1,,Green,H-599-,H-599-044,-77.07443579780212,38.95839956927002,"(38.95839956927002, -77.07443579780212)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02428,JOCELYN ST INT 39TH ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/05/03,2019/11/08,DC Water,Active,305/348,3rd,3-22,NW,3,1,NEC,NONE,Normal,338.36,1,,Green,H-405-,H-405-571,-77.07696221094028,38.959728273644714,"(38.959728273644714, -77.07696221094028)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02430,4TH ST INT DOUGLAS ST NE - SEC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1924/05/05,2019/03/21,DC Water,Active,305-359,2nd,2-36,NE,5,1,SEC,NONE,Normal,,0,,,H-832-,H-832-747,-77.00047187660867,38.92335393524672,"(38.92335393524672, -77.00047187660867)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02436,3RD ST INT UNDERWOOD ST NW - NEC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1924/06/06,2019/11/08,DC Water,Active,08-82133,3rd,3-46,NW,4,1,NEC,NONE,Normal,227.82,1,BLUE,,H-414-,H-414-349,-77.01600280902778,38.96867993522488,"(38.96867993522488, -77.01600280902778)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02444,QUINCY ST INT MICHIGAN AVE NE - SEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1924/07/10,2019/01/23,DC Water,Active,306-982,2nd,2-33,NE,5,1,SEC,NONE,Normal,,1,YELLOW,,H-744-,H-744-925,-76.9917205043957,38.93719162970566,"(38.93719162970566, -76.9917205043957)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02448,RHODE ISLAND AVE BET REED ST & 8TH PL NE - Northside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1924/07/23,2019/11/08,DC Water,Active,B-10-571,1st,1-39,NE,5,2,Northside,NONE,Normal,110.21,1,BLUE,Green,H-034-,H-034-051,-76.994437239739,38.921927029850785,"(38.921927029850785, -76.994437239739)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02449,KANSAS AVE INT DECATUR ST NW - SEC - IFO 4713,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/07/24,2019/03/22,DC Water,Active,305/377,3rd,3-36,NW,4,1,SEC,IFO 4713,Normal,224.73,1,,,H-570-,H-570-802,-77.02105635492265,38.94829489332261,"(38.94829489332261, -77.02105635492265)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02451,36TH ST INT PORTER ST NW - SEC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1924/08/05,2019/04/16,DC Water,Active,305/380,4thReno,4-5,NW,3,1,SEC,NONE,Normal,372.41,1,YELLOW,Green,H-210-,H-210-485,-77.0708042734105,38.937244228794334,"(38.937244228794334, -77.0708042734105)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02453,IN FRONT OF 2101 37TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1924/08/12,2019/03/01,DC Water,Active,305-381,3rd,3-12,NW,3,3,NEC,NONE,Normal,222.29,1,BLUE,,H-936-,H-936-470,-77.07286044621588,38.918250904826465,"(38.918250904826465, -77.07286044621588)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02458,HAMLIN ST INT 10TH ST NE - SEC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1924/09/02,2019/03/27,DC Water,Active,305-386,2nd,2-35,NE,5,1,SEC,NONE,Normal,149.57,1,,,H-015-,H-015-142,-76.99227484309759,38.92746080662652,"(38.92746080662652, -76.99227484309759)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02461,FAIRMONT ST BET SHERMAN AVE & GEORGIA AVE NW - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/09/04,2019/03/22,DC Water,Active,305/391,2nd,2-23,NW,1,2,Northside,NONE,Normal,,1,,,H-250-,H-250-084,-77.02421003437078,38.925065459301386,"(38.925065459301386, -77.02421003437078)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H02462,PRINCETON PL BET GEORGIA AVE & WARDER ST NW - Northside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1924/09/09,2019/03/26,DC Water,Active,305/394,2nd,2-21,NW,1,2,Northside,NONE,Normal,,1,,,H-919-,H-919-636,-77.02260636758766,38.935455855610655,"(38.935455855610655, -77.02260636758766)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H02463,JACKSON ST INT 15TH ST NE - NWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1924/09/15,2019/03/27,DC Water,Active,,2nd,2-37,NE,5,1,NWC,NONE,Normal,150,1,BLUE,Green,H-930-,H-930-771,-76.98436633796588,38.92994394097929,"(38.92994394097929, -76.98436633796588)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02464,GEORGIA AVE INT ELDER ST NW - NEC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1924/09/17,2019/03/20,DC Water,Active,8628,3rd,3-48,NW,4,1,NEC,NONE,Normal,295.91,1,,Green,H-685-,H-685-201,-77.02637570239246,38.977363983751935,"(38.977363983751935, -77.02637570239246)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02470,KALORAMA RD INT 24TH ST NW - SEC,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1924/10/14,2019/11/08,DC Water,Active,305-404,2nd,2-29,NW,2,1,SEC,NONE,Normal,146.37,1,,,H-629-,H-629-678,-77.05243408073416,38.91790377457596,"(38.91790377457596, -77.05243408073416)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02471,IN FRONT OF 84 KALORAMA CIR NW - Southside,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1924/10/14,2019/11/08,DC Water,Active,305-405,2nd,2-29,NW,2,3,Southside,NONE,Normal,124.49,1,,,H-753-,H-753-648,-77.05227272754496,38.91881805722156,"(38.91881805722156, -77.05227272754496)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02476,GEORGIA AVE INT VAN BUREN ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/10/25,2019/11/22,DC Water,Active,8687,3rd,3-46,NW,4,1,NEC,NONE,Normal,296.05,1,,,H-850-,H-850-009,-77.02714405143892,38.97001059493542,"(38.97001059493542, -77.02714405143892)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02477,GERANIUM ST INT 14TH ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/10/28,2019/10/28,DC Water,Active,305-408,4thAlaska,4-10,NW,4,1,NWC,NONE,Normal,354.81,1,,,H-513-,H-513-627,-77.03355445828298,38.979438459030526,"(38.979438459030526, -77.03355445828298)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02487,5TH ST INT DECATUR ST NW - SWC - IFO 4728,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/11/20,2019/03/22,DC Water,Active,305/420,3rd,3-36,NW,4,1,SWC,IFO 4728,Normal,,1,,,H-858-,H-858-831,-77.01956739247942,38.94834067986167,"(38.94834067986167, -77.01956739247942)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02489,29TH ST BET ALBEMARLE ST & BRANDYWINE ST NW - Northside - NEAR 2943 ALBEMARLE ST,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1924/11/25,2019/11/08,DC Water,Active,305-424,3rd,3-15,NW,3,2,Northside,NEAR 2943 ALBEMARLE ST,Normal,,1,,,H-543-,H-543-146,-77.06033316241741,38.947941644804516,"(38.947941644804516, -77.06033316241741)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02491,KANSAS AVE INT DELAFIELD PL NW - SWC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1924/12/01,2019/03/27,DC Water,Active,Y,3rd,3-36,NW,4,1,SWC,NONE,Normal,240.18,1,,Green,H-872-,H-872-633,-77.02070517916759,38.94906073165081,"(38.94906073165081, -77.02070517916759)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02506,17TH ST INT CRITTENDEN ST NW - NEC - IFO 4704,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/01/06,2019/03/21,DC Water,Active,Y,3rd,3-31,NW,4,1,NEC,IFO 4704,Normal,232.58,1,,Green,H-288-,H-288-886,-77.03875544341945,38.947166690894115,"(38.947166690894115, -77.03875544341945)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02507,ORREN ST INT NEAL ST NE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/01/07,2019/03/27,DC Water,Active,305-441,1st,1-42,NE,5,1,NEC,NONE,Normal,61.31,1,ORANGE,,H-477-,H-477-976,-76.98530542155977,38.90310702727767,"(38.90310702727767, -76.98530542155977)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02512,WEST VIRGINIA AVE INT NEAL ST NE - Westside - WESTSIDE OF WEST VIRGINIA AVE,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/01/26,2019/03/20,DC Water,Active,18389,1st,1-41,NE,5,1,Westside,WESTSIDE OF WEST VIRGINIA AVE,Normal,,1,BLUE,Green,H-291-,H-291-892,-76.99135307961447,38.90563883403004,"(38.90563883403004, -76.99135307961447)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02515,MONROE ST INT CLINTON ST NE - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/02/09,2019/10/17,DC Water,Active,305/550,2nd,2-41,NE,5,1,NWC,NONE,Normal,64.12,1,ORANGE,,H-597-,H-597-678,-76.9640771501058,38.93291345037818,"(38.93291345037818, -76.9640771501058)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02516,ACROSS OF 3024 WISCONSIN AVE NW - Eastside,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1925/02/09,2019/03/01,DC Water,Active,8744,3rd,3-21,NW,3,5,Eastside,NONE,Normal,,1,,,H-217-,H-217-465,-77.07283104279443,38.929960948535786,"(38.929960948535786, -77.07283104279443)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02517,IN FRONT OF 3100 WISCONSIN AVE NW - Westside,"WASA-Hydrant, GLAM-O'BRIEN",G039,Potable,O'BRIEN,1925/02/09,2019/03/20,DC Water,Active,8744,4thReno,4-6,NW,3,3,Westside,NONE,Normal,,1,,,H-192-,H-192-276,-77.07295851395763,38.930690145868745,"(38.930690145868745, -77.07295851395763)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02523,R ST INT ECKINGTON PL NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/03/20,2019/11/20,DC Water,Active,306-947,1st,1-36,NE,5,1,SWC,NONE,Normal,,1,BLUE,,H-980-,H-980-816,-77.00458970791291,38.912542599038716,"(38.912542599038716, -77.00458970791291)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02525,7TH ST INT RITTENHOUSE ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/04/01,2019/03/22,DC Water,Active,305/463,3rd,3-42,NW,4,1,NEC,NONE,Normal,248.3,1,,,H-854-,H-854-449,-77.0223875495846,38.96507388674464,"(38.96507388674464, -77.0223875495846)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02526,7TH ST INT SHERIDAN ST NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/04/01,2019/03/29,DC Water,Active,305/464,3rd,3-42,NW,4,1,SEC,NONE,Normal,244.92,1,BLUE,,H-877-,H-877-534,-77.02238736009976,38.966050182580176,"(38.966050182580176, -77.02238736009976)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02527,ROXBORO PL BET 7TH ST & 5TH ST NW - Northside - IFO 525,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/04/08,2019/01/23,DC Water,Active,305/465,3rd,3-42,NW,4,2,Northside,IFO 525,Normal,,1,,,H-011-,H-011-002,-77.02105302795638,38.96558331681238,"(38.96558331681238, -77.02105302795638)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02530,43RD ST INT HAWTHORNE ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/04/15,2019/01/23,DC Water,Active,307/652,3rd,3-9,NW,3,1,NWC,NONE,Normal,261.77,1,,,H-676-,H-676-620,-77.08384614700721,38.92900020645071,"(38.92900020645071, -77.08384614700721)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02538,7TH ST INT HAMILTON ST NW - NEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/05/07,2019/03/27,DC Water,Active,305/473,2nd,2-14,NW,4,1,NEC,NONE,Normal,179.6,1,,Green,H-798-,H-798-257,-77.0221070619281,38.95319314615048,"(38.95319314615048, -77.0221070619281)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02549,QUEBEC PL INT 10TH ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/05/29,2019/03/28,DC Water,Active,305/479,2nd,2-16,NW,4,1,SWC,NONE,Normal,184.28,1,BLUE,,H-837-,H-837-267,-77.02734420879227,38.93694059995327,"(38.93694059995327, -77.02734420879227)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02552,4TH ST INT WHITTIER ST NW - NWC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1925/06/11,2019/11/08,DC Water,Active,305-488,3rd,3-46,NW,4,1,NWC,NONE,Normal,255.71,1,BLUE,,H-686-,H-686-338,-77.01809223004909,38.9713594285677,"(38.9713594285677, -77.01809223004909)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02560,10TH PL INT SAVANNAH ST SE - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/07/01,2019/03/01,DC Water,Active,8881,Ana-2nd,A1-5,SE,8,1,NWC,NONE,Normal,178.65,1,BLUE,,H-982-,H-982-091,-76.99225277236243,38.84272871724457,"(38.84272871724457, -76.99225277236243)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H02561,5TH ST INT SHERIDAN ST NW - SWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1925/07/01,2019/03/29,DC Water,Active,22881,3rd,3-42,NW,4,1,SWC,NONE,Normal,252.81,1,BLUE,Green,H-980-,H-980-446,-77.0199574292904,38.96603305647166,"(38.96603305647166, -77.0199574292904)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02562,7TH PL INT FARRAGUT ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/07/03,2019/03/27,DC Water,Active,305-489,2nd,2-14,NW,4,1,NWC,NONE,Normal,215,1,,,H-976-,H-976-879,-77.02298071595803,38.95103224480978,"(38.95103224480978, -77.02298071595803)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02565,12TH ST INT TAYLOR ST NE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/07/11,2019/03/28,DC Water,Active,RA-640,2nd,2-45,NE,5,1,NEC,NONE,Normal,114.97,1,BLUE,,H-211-,H-211-889,-76.9901236515942,38.94076902334854,"(38.94076902334854, -76.9901236515942)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02567,34TH ST INT M ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/07/15,2019/03/01,DC Water,Active,8950,1st,1-2,NW,2,1,SWC,NONE,Normal,55.01,1,YELLOW,,H-912-,H-912-618,-77.06789601847538,38.90494775383051,"(38.90494775383051, -77.06789601847538)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02569,M ST BET WISCONSIN AVE & POTOMAC ST NW - Southside - IFO 3214,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/07/15,2019/11/20,DC Water,Active,8950,1st,1-3,NW,2,2,Southside,IFO 3214,Normal,,1,BLUE,,H-799-,H-799-649,-77.06345243218874,38.90507718837654,"(38.90507718837654, -77.06345243218874)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02566,M ST INT BANKS ALY NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/07/15,2019/03/01,DC Water,Active,8950,1st,1-2,NW,2,1,NEC,NONE,Normal,70.2,1,BLUE,,H-683-,H-683-838,-77.06699609695896,38.90517809444045,"(38.90517809444045, -77.06699609695896)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02568,M ST BET 31ST ST & WISCONSIN AVE NW - Northside,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1925/07/15,2019/11/20,DC Water,Active,8950,1st,1-3,NW,2,2,Northside,NONE,Normal,67.72,1,,,H-958-,H-958-858,-77.06206769378413,38.90527615201228,"(38.90527615201228, -77.06206769378413)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H02571,33RD PL INT WOODLEY RD NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/07/18,2019/03/22,DC Water,Active,8962,3rd,3-20,NW,3,1,NWC,NONE,Normal,295,1,,Green,H-758-,H-758-852,-77.0653157824972,38.93136185834341,"(38.93136185834341, -77.0653157824972)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02572,44TH PL BET HAWTHORNE ST & CATHEDRAL AVE NW - Eastside - IFO 3013,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/07/21,2019/01/23,DC Water,Active,305-505,3rd,3-9,NW,3,2,Eastside,IFO 3013,Normal,286.72,1,,Green,H-643-,H-643-282,-77.08735843553599,38.9295319530411,"(38.9295319530411, -77.08735843553599)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02577,FLORIDA AVE INT STAPLES ST NE - NEC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1925/07/23,2019/04/04,DC Water,Active,26857,1st,L-14,NE,5,1,NEC,NONE,Normal,51.04,1,,,H-026-,H-026-580,-76.9857554733691,38.90094022224163,"(38.90094022224163, -76.9857554733691)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02581,IRIS ST BET 15TH ST & 14TH ST NW - Northside - IFO 1427,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/07/30,2019/03/22,DC Water,Active,307-96,4thAlaska,4-11,NW,4,2,Northside,IFO 1427,Normal,298.93,1,,,H-667-,H-667-848,-77.03461643749942,38.98232692341655,"(38.98232692341655, -77.03461643749942)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02588,WISCONSIN AVE INT IDAHO AVE NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1925/08/04,2019/04/16,DC Water,Active,8746,4thReno,4-5,NW,3,1,NWC,NONE,Normal,388.18,1,,,H-983-,H-983-439,-77.07334479860683,38.93625582998042,"(38.93625582998042, -77.07334479860683)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02585,WISCONSIN AVE INT UPTON ST NW - NEC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1925/08/04,2019/02/12,DC Water,Active,8744,4thReno,4-3,NW,3,1,NEC,NONE,Normal,379.82,1,,Green,H-322-,H-322-234,-77.07644147210367,38.942321284550125,"(38.942321284550125, -77.07644147210367)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02584,WISCONSIN AVE INT VAN NESS ST NW - SWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1925/08/04,2019/03/21,DC Water,Active,8744,4thReno,4-2,NW,3,1,SWC,NONE,Normal,378.18,1,,,H-763-,H-763-101,-77.07711600372558,38.94308636600997,"(38.94308636600997, -77.07711600372558)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02590,KANSAS AVE INT EMERSON ST NW - SEC - IFO 4849,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1925/08/10,2019/03/27,DC Water,Active,305-501,3rd,3-36,NW,4,1,SEC,IFO 4849,Normal,,1,BLUE,,H-621-,H-621-531,-77.01989324807266,38.949862672211836,"(38.949862672211836, -77.01989324807266)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02593,10TH ST INT RANDOLPH ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/08/19,2019/03/28,DC Water,Active,305/504,2nd,2-16,NW,4,1,SWC,NONE,Normal,185.59,1,BLUE,Green,H-958-,H-958-113,-77.02725687594919,38.938549745242824,"(38.938549745242824, -77.02725687594919)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02597,CATHEDRAL AVE INT WISCONSIN AVE NW - NWC,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1925/09/16,2019/03/01,DC Water,Active,9149,4thReno,4-6,NW,3,1,NWC,NONE,Normal,,1,,,H-829-,H-829-474,-77.07332068730638,38.92907270202302,"(38.92907270202302, -77.07332068730638)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H02601,7TH ST INT GALLATIN ST NW - SEC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1925/09/23,2019/03/27,DC Water,Active,305/523,2nd,2-14,NW,4,1,SEC,NONE,Normal,205.21,1,,Green,H-823-,H-823-816,-77.02203205285446,38.95189703238301,"(38.95189703238301, -77.02203205285446)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H02605,QUEEN ST INT TRINIDAD AVE NE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/10/07,2019/03/26,DC Water,Active,305-521,1st,1-42,NE,5,1,SEC,NONE,Normal,,1,BLUE,,H-412-,H-412-930,-76.98429852661901,38.905786151156484,"(38.905786151156484, -76.98429852661901)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H02614,GRAMERCY ST INT 39TH ST NW - NEC - IFO 3859,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1925/10/29,2019/03/25,DC Water,Active,305-535,4thReno,4-1,NW,3,1,NEC,IFO 3859,Normal,389.08,1,BLUE,Green,H-273-,H-273-792,-77.07703494099225,38.95630800431872,"(38.95630800431872, -77.07703494099225)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
