"outcome","week_end","age_group","unvaccinated_rate","vaccinated_rate","boosted_rate","crude_vaccinated_ratio","crude_boosted_ratio","age_adjusted_unvaccinated_rate","age_adjusted_vaccinated_rate","age_adjusted_boosted_rate","age_adjusted_vaccinated_ratio","age_adjusted_boosted_ratio","population_unvaccinated","population_vaccinated","population_boosted","outcome_unvaccinated","outcome_vaccinated","outcome_boosted","age_group_min","age_group_max"
"Hospitalizations","2022-03-05T00:00:00.000","80+","19.1","27.3","11.6","0.6996336996","1.6465517241",,,,,,"26169","14641","43206","5","4","5","80","200"
"Hospitalizations","2022-04-02T00:00:00.000","50-64","7.3","2.9","1.7","2.5172413793","4.2941176471",,,,,,"40823","139998","229390","3","4","4","50","64"
"Cases","2022-02-19T00:00:00.000","0-4","80.5",,,,,,,,,,"162642",,,"131",,,"0","4"
"Deaths","2022-01-29T00:00:00.000","80+","120.9","83.3","22.1","1.4513805522","5.4705882353",,,,,,"26471","16805","40643","32","14","9","80","200"
"Hospitalizations","2022-04-23T00:00:00.000","65-79","11.2","17.9","4.9","0.625698324","2.2857142857",,,,,,"44746","50416","163639","5","9","8","65","79"
"Hospitalizations","2021-09-18T00:00:00.000","18-29","5.3","1",,"5.3",,,,,,,"187745","296046",,"10","3",,"18","29"
"Cases","2021-06-26T00:00:00.000","65-79","12.7","1.1",,"11.545454545",,,,,,,"70741","188503",,"9","2",,"65","79"
"Hospitalizations","2022-01-01T00:00:00.000","18-29","82","19.8","10.1","4.1414141414","8.1188118812",,,,,,"142624","262942","69195","117","52","7","18","29"
"Deaths","2021-04-03T00:00:00.000","All","1.5","0.3",,"5",,"2.0127648165","0.1023366256",,"19.668078801",,"1817227","344725",,"27","1",,"999","999"
"Cases","2022-03-12T00:00:00.000","5-11","46.4","48.1",,"0.9646569647",,,,,,,"101342","89422",,"47","43",,"5","11"
"Hospitalizations","2021-10-16T00:00:00.000","50-64","48.6","4.8",,"10.125",,,,,,,"71964","332672",,"35","16",,"50","64"
"Cases","2022-07-16T00:00:00.000","50-64","582","195.4","269.1","2.9785056295","2.1627647715",,,,,,"37114","129970","243752","216","254","656","50","64"
"Hospitalizations","2022-02-19T00:00:00.000","12-17","0","0","0",,,,,,,,"38142","97106","24513","0","0","0","12","17"
"Deaths","2021-05-01T00:00:00.000","50-64","7.9","0",,,,,,,,,"151892","169377",,"12","0",,"50","64"
"Cases","2022-01-22T00:00:00.000","30-49","725","423.3","448.7","1.7127332861","1.6157789169",,,,,,"139864","335901","261890","1014","1422","1175","30","49"
"Hospitalizations","2021-12-04T00:00:00.000","5-11","1.3","0",,,,,,,,,"154458","12",,"2","0",,"5","11"
"Deaths","2021-04-24T00:00:00.000","12-17","0",,,,,,,,,,"170808",,,"0",,,"12","17"
"Deaths","2022-02-12T00:00:00.000","65-79","34.5","17.2","3.3","2.0058139535","10.454545455",,,,,,"46365","58094","153575","16","10","5","65","79"
"Hospitalizations","2021-10-09T00:00:00.000","80+","33.8","15.1",,"2.238410596",,,,,,,"29614","53030",,"10","8",,"80","200"
"Cases","2022-01-01T00:00:00.000","65-79","1775.1","1448.8","699.2","1.2252208724","2.5387585812",,,,,,"49236","79719","129719","874","1155","907","65","79"
"Cases","2022-03-05T00:00:00.000","0-4","46.1",,,,,,,,,,"162642",,,"75",,,"0","4"
"Hospitalizations","2021-10-23T00:00:00.000","30-49","12.1","0.9","0","13.444444444",,,,,,,"198007","542359","17777","24","5","0","30","49"
"Cases","2021-11-27T00:00:00.000","65-79","223.3","81.5","20.6","2.7398773006","10.839805825",,,,,,"52834","123907","82634","118","101","17","65","79"
"Cases","2022-07-16T00:00:00.000","80+","142.1","273.5","262","0.5195612431","0.5423664122",,,,,,"25342","12068","46948","36","33","123","80","200"
"Cases","2022-04-09T00:00:00.000","80+","15.4","72.5","40.7","0.2124137931","0.3783783784",,,,,,"25978","13799","44257","4","10","18","80","200"
"Hospitalizations","2021-06-12T00:00:00.000","80+","18","5.9",,"3.0508474576",,,,,,,"33314","50729",,"6","3",,"80","200"
"Hospitalizations","2021-11-06T00:00:00.000","All","12.3","4.3","4.9","2.8604651163","2.5102040816","18.559387888","3.680016857","2.4886925059","5.0432888243","7.4574853438","941096","1474668","122396","116","64","6","999","999"
"Cases","2021-08-14T00:00:00.000","30-49","288","119",,"2.4201680672",,,,,,,"245505","513485",,"707","611",,"30","49"
"Hospitalizations","2021-07-24T00:00:00.000","12-17","0","0",,,,,,,,,"97128","62274",,"0","0",,"12","17"
"Cases","2022-06-04T00:00:00.000","80+","133.1","228.9","249.6","0.5814766273","0.5332532051",,,,,,"25547","12670","46067","34","29","115","80","200"
"Cases","2022-02-26T00:00:00.000","50-64","146.4","23.1","37.4","6.3376623377","3.9144385027",,,,,,"42364","146951","219416","62","34","82","50","64"
"Cases","2021-04-17T00:00:00.000","30-49","317.1","29.4",,"10.785714286",,,,,,,"410890","153028",,"1303","45",,"30","49"
"Cases","2021-12-11T00:00:00.000","18-29","598.1","218.3","110.7","2.7398076042","5.4028906956",,,,,,"154482","290849","36119","924","635","40","18","29"
"Cases","2022-08-06T00:00:00.000","18-29","365.3","138.9","229.3","2.629949604","1.5931094636",,,,,,"99641","212322","152614","364","295","350","18","29"
"Cases","2022-06-11T00:00:00.000","5-11","289","302.7","109.2","0.9547406673","2.6465201465",,,,,,"96527","96135","2747","279","291","3","5","11"
"Hospitalizations","2021-06-19T00:00:00.000","50-64","10.8","0",,,,,,,,,"110832","290796",,"12","0",,"50","64"
"Deaths","2021-05-08T00:00:00.000","50-64","8.4","0",,,,,,,,,"142989","198753",,"12","0",,"50","64"
"Cases","2021-07-03T00:00:00.000","12-17","16.9","2",,"8.45",,,,,,,"106533","49264",,"18","1",,"12","17"
"Cases","2022-03-19T00:00:00.000","0-4","41.8",,,,,,,,,,"162642",,,"68",,,"0","4"
"Hospitalizations","2022-07-16T00:00:00.000","12-17","2.9","1.1","2.5","2.6363636364","1.16",,,,,,"34019","91758","39338","1","1","1","12","17"
"Deaths","2021-10-16T00:00:00.000","18-29","0.6","0",,,,,,,,,"176362","306623",,"1","0",,"18","29"
"Cases","2022-07-02T00:00:00.000","12-17","157.4","70.1","165.3","2.245363766","0.9522081065",,,,,,"34302","92773","38108","54","65","63","12","17"
"Hospitalizations","2022-06-04T00:00:00.000","30-49","18.5","2.8","3.5","6.6071428571","5.2857142857",,,,,,"119238","286254","341491","22","8","12","30","49"
"Hospitalizations","2022-03-19T00:00:00.000","5-11","0","1.1",,"0",,,,,,,"100676","91545",,"0","1",,"5","11"
"Cases","2021-09-25T00:00:00.000","All","152","58.4",,"2.602739726",,"171.24143834","47.676956207",,"3.5917024065",,"1009371","1509441",,"1534","881",,"999","999"
"Hospitalizations","2022-02-19T00:00:00.000","50-64","21","7.3","1.9","2.8767123288","11.052631579",,,,,,"42885","150176","214991","9","11","4","50","64"
"Cases","2021-08-14T00:00:00.000","50-64","245.1","53.8",,"4.5557620818",,,,,,,"90590","321472",,"222","173",,"50","64"
"Hospitalizations","2022-07-30T00:00:00.000","50-64","27.3","3.1","4.1","8.8064516129","6.6585365854",,,,,,"36667","128967","245155","10","4","10","50","64"
"Cases","2022-01-15T00:00:00.000","18-29","1179.9","734.8","780.5","1.6057430593","1.5117232543",,,,,,"128914","245932","89041","1521","1807","695","18","29"
"Deaths","2022-07-02T00:00:00.000","80+","3.9","8.2","0","0.4756097561",,,,,,,"25410","12233","46703","1","1","0","80","200"
"Hospitalizations","2022-06-25T00:00:00.000","12-17","2.9","0","2.7",,"1.0740740741",,,,,,"34412","93241","37530","1","0","1","12","17"
"Hospitalizations","2022-07-23T00:00:00.000","12-17","3","2.2","0","1.3636363636",,,,,,,"33890","91372","39833","1","2","0","12","17"
"Hospitalizations","2022-03-26T00:00:00.000","65-79","8.8","3.8","5","2.3157894737","1.76",,,,,,"45518","52407","160811","4","2","8","65","79"
"Hospitalizations","2022-04-16T00:00:00.000","All","3.8","2","4.2","1.9","0.9047619048","4.3552364946","2.2631572324","3.2445198748","1.9244073864","1.3423362046","637050","904629","948588","24","18","40","999","999"
"Cases","2022-07-23T00:00:00.000","5-11","157.6","132.6","207","1.1885369532","0.761352657",,,,,,"94527","90464","10147","149","120","21","5","11"
"Hospitalizations","2021-06-26T00:00:00.000","50-64","6.5","1",,"6.5",,,,,,,"107989","298386",,"7","3",,"50","64"
"Deaths","2022-07-30T00:00:00.000","0-4","0","0",,,,,,,,,"162642",,,"0","0",,"0","4"
"Cases","2021-11-06T00:00:00.000","18-29","178.7","69.2","40.3","2.5823699422","4.4342431762",,,,,,"169041","307952","9925","302","213","4","18","29"
"Cases","2022-04-02T00:00:00.000","0-4","67.6",,,,,,,,,,"162642",,,"110",,,"0","4"
"Cases","2022-02-26T00:00:00.000","80+","68.7","47","14","1.4617021277","4.9071428571",,,,,,"26203","14893","42884","18","7","6","80","200"
"Deaths","2022-07-30T00:00:00.000","50-64","2.7","0","0",,,,,,,,"36667","128967","245155","1","0","0","50","64"
"Deaths","2021-12-18T00:00:00.000","12-17","0","0","0",,,,,,,,"54236","109314","531","0","0","0","12","17"
"Deaths","2022-01-01T00:00:00.000","5-11","0","0",,,,,,,,,"135866","45255",,"0","0",,"5","11"
"Hospitalizations","2021-10-09T00:00:00.000","30-49","15.6","1.6",,"9.75",,,,,,,"205529","545707",,"32","9",,"30","49"
"Cases","2022-06-25T00:00:00.000","50-64","483","157.7","237.3","3.0627774255","2.0353982301",,,,,,"37681","131260","241892","182","207","574","50","64"
"Deaths","2021-06-12T00:00:00.000","65-79","13.7","0",,,,,,,,,"72813","184285",,"10","0",,"65","79"
"Cases","2021-06-19T00:00:00.000","50-64","28","3.8",,"7.3684210526",,,,,,,"110832","290796",,"31","11",,"50","64"
"Cases","2022-04-09T00:00:00.000","0-4","96.5",,,,,,,,,,"162642",,,"157",,,"0","4"
"Deaths","2021-04-17T00:00:00.000","12-17","0",,,,,,,,,,"175046",,,"0",,,"12","17"
"Hospitalizations","2022-04-30T00:00:00.000","12-17","2.8","1","2.9","2.8","0.9655172414",,,,,,"35398","95665","34089","1","1","1","12","17"
"Cases","2021-05-08T00:00:00.000","50-64","249","17.6",,"14.147727273",,,,,,,"142989","198753",,"356","35",,"50","64"
"Cases","2021-12-25T00:00:00.000","5-11","861.4","479.7",,"1.7957056494",,,,,,,"140694","38776",,"1212","186",,"5","11"
"Hospitalizations","2021-09-18T00:00:00.000","50-64","75.9","3.6",,"21.083333333",,,,,,,"79074","330339",,"60","12",,"50","64"
"Hospitalizations","2022-05-14T00:00:00.000","5-11","1","1",,"1",,,,,,,"97844","97180",,"1","1",,"5","11"
"Hospitalizations","2022-04-02T00:00:00.000","5-11","0","1.1",,"0",,,,,,,"99864","94051",,"0","1",,"5","11"
"Deaths","2022-05-28T00:00:00.000","All","0.5","0.3","0","1.6666666667",,"0.4741172356","0.4850905083","0","0.9773789169",,"626421","889954","974683","3","3","0","999","999"
"Hospitalizations","2022-08-06T00:00:00.000","12-17","0","0","0",,,,,,,,"33607","90285","41125","0","0","0","12","17"
"Cases","2022-06-25T00:00:00.000","All","240","135.4","247.9","1.7725258493","0.9681323114","292.19518626","128.38123445","213.36445274","2.2759960794","1.3694651687","618819","876540","994202","1485","1187","2465","999","999"
"Hospitalizations","2022-06-11T00:00:00.000","30-49","6.7","6","3.8","1.1166666667","1.7631578947",,,,,,"118889","285602","342487","8","17","13","30","49"
"Cases","2022-02-12T00:00:00.000","30-49","168.7","65.5","117.3","2.5755725191","1.4381926684",,,,,,"129795","305424","301766","219","200","354","30","49"
"Hospitalizations","2022-05-14T00:00:00.000","18-29","3.9","1.4","6.2","2.7857142857","0.6290322581",,,,,,"103634","216557","145522","4","3","9","18","29"
"Deaths","2022-04-02T00:00:00.000","12-17","0","0","0",,,,,,,,"36006","96823","31889","0","0","0","12","17"
"Deaths","2021-10-09T00:00:00.000","65-79","17","0",,,,,,,,,"58826","193841",,"10","0",,"65","79"
"Deaths","2021-10-16T00:00:00.000","12-17","0","0",,,,,,,,,"64009","99174",,"0","0",,"12","17"
"Hospitalizations","2022-02-26T00:00:00.000","5-11","1","0",,,,,,,,,"103033","82490",,"1","0",,"5","11"
"Hospitalizations","2021-05-01T00:00:00.000","18-29","10.4","1.9",,"5.4736842105",,,,,,,"289850","105909",,"30","2",,"18","29"
"Hospitalizations","2022-03-26T00:00:00.000","30-49","5.7","1","0.6","5.7","9.5",,,,,,"123427","295096","328154","7","3","2","30","49"
"Hospitalizations","2022-03-05T00:00:00.000","12-17","0","1","0","0",,,,,,,"36985","97276","28104","0","1","0","12","17"
"Deaths","2021-08-14T00:00:00.000","18-29","0","0",,,,,,,,,"207616","280098",,"0","0",,"18","29"
"Deaths","2021-04-24T00:00:00.000","65-79","14.8","0",,,,,,,,,"87831","143205",,"13","0",,"65","79"
"Deaths","2022-07-16T00:00:00.000","18-29","0","0","0",,,,,,,,"100592","213498","150750","0","0","0","18","29"
"Deaths","2021-05-01T00:00:00.000","12-17","0.6",,,,,,,,,,"167493",,,"1",,,"12","17"
"Deaths","2022-03-26T00:00:00.000","65-79","4.4","3.8","0.6","1.1578947368","7.3333333333",,,,,,"45518","52407","160811","2","2","1","65","79"
"Deaths","2022-04-23T00:00:00.000","50-64","0","0","0",,,,,,,,"39957","137195","233276","0","0","0","50","64"
"Hospitalizations","2022-06-04T00:00:00.000","18-29","11.7","3.7","3.4","3.1621621622","3.4411764706",,,,,,"102470","215347","147548","12","8","5","18","29"
"Hospitalizations","2021-10-30T00:00:00.000","18-29","4.7","0.6","0","7.8333333333",,,,,,,"171553","307791","7695","8","2","0","18","29"
"Cases","2022-05-07T00:00:00.000","30-49","319.6","169.6","455.8","1.8844339623","0.7011847301",,,,,,"120782","289536","336953","386","491","1536","30","49"
"Cases","2021-10-09T00:00:00.000","50-64","200.7","53.5",,"3.7514018692",,,,,,,"73751","334609",,"148","179",,"50","64"
"Cases","2022-04-16T00:00:00.000","65-79","42.3","56.9","96.5","0.7434094903","0.4383419689",,,,,,"44923","50955","162771","19","29","157","65","79"
"Cases","2021-11-20T00:00:00.000","5-11","261.9","0",,,,,,,,,"164933","1",,"432","0",,"5","11"
"Cases","2021-04-17T00:00:00.000","50-64","255.3","21.2",,"12.04245283",,,,,,,"182943","103765",,"467","22",,"50","64"
"Deaths","2021-11-27T00:00:00.000","65-79","18.9","3.2","0","5.90625",,,,,,,"52834","123907","82634","10","4","0","65","79"
"Deaths","2022-06-11T00:00:00.000","All","0.2","0.1","0.2","2","1","0.2139765808","0.1953699216","0.1116399552","1.0952380952","1.9166666667","623495","882708","985349","1","1","2","999","999"
"Deaths","2021-08-07T00:00:00.000","80+","6.4","3.7",,"1.7297297297",,,,,,,"31444","53369",,"2","2",,"80","200"
"Deaths","2022-03-05T00:00:00.000","12-17","0","0","0",,,,,,,,"36985","97276","28104","0","0","0","12","17"
"Hospitalizations","2022-03-26T00:00:00.000","12-17","0","0","0",,,,,,,,"36212","97147","31063","0","0","0","12","17"
"Cases","2021-05-15T00:00:00.000","12-17","120.9",,,,,,,,,,"152183",,,"184",,,"12","17"
"Hospitalizations","2021-08-28T00:00:00.000","12-17","3.9","0",,,,,,,,,"76008","77286",,"3","0",,"12","17"
"Deaths","2021-12-11T00:00:00.000","12-17","0","0","0",,,,,,,,"55459","107777","450","0","0","0","12","17"
"Cases","2022-06-11T00:00:00.000","All","273.3","174.7","271.1","1.5643961076","1.0081150867","319.62940001","165.48546863","242.57680686","1.9314650564","1.3176420456","623495","882708","985349","1704","1542","2671","999","999"
"Hospitalizations","2021-12-25T00:00:00.000","30-49","93.1","12.7","5.6","7.3307086614","16.625",,,,,,"163319","409258","179234","152","52","10","30","49"
"Deaths","2021-05-08T00:00:00.000","30-49","1.5","0",,,,,,,,,"341951","294138",,"5","0",,"30","49"
"Deaths","2021-05-01T00:00:00.000","65-79","9.5","0.6",,"15.833333333",,,,,,,"84261","155029",,"8","1",,"65","79"
"Cases","2021-12-18T00:00:00.000","5-11","740.9","184.5",,"4.0157181572",,,,,,,"144816","24929",,"1073","46",,"5","11"
"Cases","2022-05-14T00:00:00.000","0-4","278.5",,,,,,,,,,"162642",,,"453",,,"0","4"
"Deaths","2021-07-31T00:00:00.000","18-29","0.5","0",,,,,,,,,"216578","274052",,"1","0",,"18","29"
"Hospitalizations","2022-02-05T00:00:00.000","30-49","13.6","4.8","2.7","2.8333333333","5.037037037",,,,,,"132503","311914","291458","18","15","8","30","49"
"Hospitalizations","2021-06-12T00:00:00.000","50-64","16.6","0.7",,"23.714285714",,,,,,,"114140","283725",,"19","2",,"50","64"
"Deaths","2022-02-26T00:00:00.000","80+","19.1","26.9","7","0.7100371747","2.7285714286",,,,,,"26203","14893","42884","5","4","3","80","200"
"Cases","2021-12-25T00:00:00.000","12-17","1784.9","964.9","639.4","1.8498289978","2.7915233031",,,,,,"53056","110372","782","947","1065","5","12","17"
"Cases","2022-02-05T00:00:00.000","50-64","321.6","98.1","109","3.2782874618","2.9504587156",,,,,,"44466","159082","203722","143","156","222","50","64"
"Hospitalizations","2021-09-25T00:00:00.000","80+","43.2","24.2",,"1.7851239669",,,,,,,"30076","53627",,"13","13",,"80","200"
"Deaths","2021-11-13T00:00:00.000","5-11","0",,,,,,,,,,"179328",,,"0",,,"5","11"
"Hospitalizations","2021-05-08T00:00:00.000","18-29","9.3","0.8",,"11.625",,,,,,,"279255","129832",,"26","1",,"18","29"
"Hospitalizations","2022-03-05T00:00:00.000","30-49","3.2","3","0.9","1.0666666667","3.5555555556",,,,,,"125769","298618","319621","4","9","3","30","49"
"Cases","2021-09-25T00:00:00.000","30-49","205","69.1",,"2.9667149059",,,,,,,"214162","537266",,"439","371",,"30","49"
"Deaths","2021-12-11T00:00:00.000","30-49","7","0.4","0","17.5",,,,,,,"171644","458477","124704","12","2","0","30","49"
"Deaths","2021-08-28T00:00:00.000","65-79","9.5","0",,,,,,,,,"63250","197326",,"6","0",,"65","79"
"Deaths","2022-05-28T00:00:00.000","80+","7.8","7.8","0","1",,,,,,,"25585","12814","45836","2","1","0","80","200"
"Deaths","2021-06-19T00:00:00.000","12-17","0","0",,,,,,,,,"113490","25110",,"0","0",,"12","17"
"Deaths","2021-11-06T00:00:00.000","30-49","2.1","0","0",,,,,,,,"190767","535298","32948","4","0","0","30","49"
"Deaths","2022-04-16T00:00:00.000","5-11","0","0",,,,,,,,,"99104","95549",,"0","0",,"5","11"
"Cases","2022-02-12T00:00:00.000","18-29","198.5","77.8","131.8","2.5514138817","1.5060698027",,,,,,"112830","221073","123714","224","172","163","18","29"
"Cases","2021-07-03T00:00:00.000","50-64","21.8","1.6",,"13.625",,,,,,,"105526","303998",,"23","5",,"50","64"
"Deaths","2022-01-22T00:00:00.000","80+","203.1","130.5","15.1","1.5563218391","13.450331126",,,,,,"26588","17630","39714","54","23","6","80","200"
"Cases","2021-12-04T00:00:00.000","80+","198.7","172.5","34.1","1.151884058","5.8269794721",,,,,,"27674","30149","26391","55","52","9","80","200"
"Hospitalizations","2022-05-28T00:00:00.000","18-29","9.7","1.4","0.7","6.9285714286","13.857142857",,,,,,"102787","215777","146843","10","3","1","18","29"
"Hospitalizations","2022-04-23T00:00:00.000","5-11","1","1",,"1",,,,,,,"98775","96065",,"1","1",,"5","11"
"Cases","2021-10-23T00:00:00.000","80+","71.8","30.8","14.8","2.3311688312","4.8513513514",,,,,,"29232","48639","6767","21","15","1","80","200"
"Hospitalizations","2022-01-29T00:00:00.000","30-49","29.5","10.2","4","2.8921568627","7.375",,,,,,"135663","322167","278291","40","33","11","30","49"
"Cases","2022-07-23T00:00:00.000","80+","177.8","383","244.5","0.464229765","0.727198364",,,,,,"25314","12012","47035","45","46","115","80","200"
"Cases","2021-10-02T00:00:00.000","All","160.8","56.2",,"2.8612099644",,"184.36134585","45.690992745",,"4.0349603888",,"997293","1521621",,"1604","855",,"999","999"
"Deaths","2021-10-23T00:00:00.000","30-49","2.5","0","0",,,,,,,,"198007","542359","17777","5","0","0","30","49"
"Deaths","2022-05-07T00:00:00.000","18-29","0","0","0",,,,,,,,"104025","216971","144822","0","0","0","18","29"
"Hospitalizations","2021-10-23T00:00:00.000","All","8.7","2.7","1.4","3.2222222222","6.2142857143","13.587111146","2.200866098","1.1247492675","6.1735292111","12.080124467","966587","1506693","69427","84","41","1","999","999"
"Hospitalizations","2022-05-28T00:00:00.000","All","12.1","4.8","8.4","2.5208333333","1.4404761905","16.318910099","6.5593126781","5.5717591476","2.4878994034","2.9288613643","626421","889954","974683","76","43","82","999","999"
"Cases","2021-09-11T00:00:00.000","50-64","235.3","64.2",,"3.6651090343",,,,,,,"81163","328883",,"191","211",,"50","64"
"Cases","2022-03-26T00:00:00.000","12-17","66.3","38.1","90.1","1.7401574803","0.7358490566",,,,,,"36212","97147","31063","24","37","28","12","17"
"Cases","2022-05-21T00:00:00.000","12-17","532","261.2","392","2.0367534456","1.3571428571",,,,,,"34962","94961","35206","186","248","138","12","17"
"Cases","2021-11-06T00:00:00.000","80+","94.2","51.8","17.8","1.8185328185","5.2921348315",,,,,,"28650","44441","11254","27","23","2","80","200"
"Hospitalizations","2021-09-11T00:00:00.000","80+","65.8","24.2",,"2.7190082645",,,,,,,"30406","53798",,"20","13",,"80","200"
"Cases","2022-05-21T00:00:00.000","50-64","514.8","182.4","281.3","2.8223684211","1.8300746534",,,,,,"38852","134318","237465","200","245","668","50","64"
"Hospitalizations","2021-12-11T00:00:00.000","5-11","2","0",,,,,,,,,"149398","2908",,"3","0",,"5","11"
"Deaths","2022-07-09T00:00:00.000","65-79","0","0","1.8",,"0",,,,,,"43192","46132","170318","0","0","3","65","79"
"Hospitalizations","2021-11-06T00:00:00.000","50-64","43.2","5","11.7","8.64","3.6923076923",,,,,,"67056","321517","25543","29","16","3","50","64"
"Cases","2021-12-04T00:00:00.000","50-64","709","181.4","35","3.9084895259","20.257142857",,,,,,"60225","272816","80114","427","495","28","50","64"
"Cases","2022-06-04T00:00:00.000","All","296","185.9","303.3","1.5922538999","0.975931421","346.55300194","173.79447476","298.3206454","1.9940392375","1.1616795797","625026","886893","979485","1850","1649","2971","999","999"
"Deaths","2021-11-20T00:00:00.000","50-64","11","0.7","0","15.714285714",,,,,,,"63592","299824","50435","7","2","0","50","64"
"Hospitalizations","2022-07-30T00:00:00.000","65-79","25.7","11","12.8","2.3363636364","2.0078125",,,,,,"42748","45326","171475","11","5","22","65","79"
"Cases","2022-01-15T00:00:00.000","12-17","1413.6","909.2","759.1","1.5547734272","1.8622052431",,,,,,"46194","108336","5138","653","985","39","12","17"
"Cases","2022-02-12T00:00:00.000","65-79","122.9","89.5","72.3","1.3731843575","1.6998616874",,,,,,"46365","58094","153575","57","52","111","65","79"
"Deaths","2022-04-30T00:00:00.000","12-17","0","0","0",,,,,,,,"35398","95665","34089","0","0","0","12","17"
"Hospitalizations","2022-07-16T00:00:00.000","5-11","1.1","0","0",,,,,,,,"94937","91072","9257","1","0","0","5","11"
"Deaths","2021-11-20T00:00:00.000","5-11","0","0",,,,,,,,,"164933","1",,"0","0",,"5","11"
"Cases","2022-05-07T00:00:00.000","12-17","453.7","214.8","368.8","2.1121973929","1.2302060738",,,,,,"35263","95455","34435","160","205","127","12","17"
"Hospitalizations","2021-11-13T00:00:00.000","30-49","19.2","1.7","0","11.294117647",,,,,,,"187312","523888","48102","36","9","0","30","49"
"Hospitalizations","2021-09-04T00:00:00.000","80+","32.7","27.9",,"1.1720430108",,,,,,,"30541","53832",,"10","15",,"80","200"
"Cases","2022-07-16T00:00:00.000","5-11","106.4","120.8","226.9","0.880794702","0.4689290436",,,,,,"94937","91072","9257","101","110","21","5","11"
"Cases","2022-05-14T00:00:00.000","All","377","263.5","402.3","1.430740038","0.9371116083","431.81385611","242.47622456","355.21396209","1.7808502953","1.2156443783","630216","894744","966641","2376","2358","3889","999","999"
"Deaths","2022-04-23T00:00:00.000","18-29","0","0","0",,,,,,,,"104786","217819","143381","0","0","0","18","29"
"Deaths","2021-04-24T00:00:00.000","All","2.5","0.3",,"8.3333333333",,"3.5729618203","0.1883550133",,"18.969295044",,"1519417","602781",,"38","2",,"999","999"
"Cases","2021-07-24T00:00:00.000","12-17","71","16.1",,"4.4099378882",,,,,,,"97128","62274",,"69","10",,"12","17"
"Cases","2022-01-22T00:00:00.000","0-4","507.9",,,,,,,,,,"162642",,,"826",,,"0","4"
"Deaths","2022-07-16T00:00:00.000","50-64","0","0","0.8",,"0",,,,,,"37114","129970","243752","0","0","2","50","64"
"Deaths","2021-07-03T00:00:00.000","50-64","1.9","0",,,,,,,,,"105526","303998",,"2","0",,"50","64"
"Hospitalizations","2021-06-05T00:00:00.000","18-29","2.4","0.5",,"4.8",,,,,,,"246933","220290",,"6","1",,"18","29"
"Cases","2021-04-17T00:00:00.000","All","228.1","24",,"9.5041666667",,"233.98304089","17.801837132",,"13.143758094",,"1605723","483484",,"3662","116",,"999","999"
"Cases","2021-04-03T00:00:00.000","65-79","122.7","18.1",,"6.7790055249",,,,,,,"103534","93712",,"127","17",,"65","79"
"Deaths","2021-10-23T00:00:00.000","18-29","0","0","0",,,,,,,,"174000","307447","5386","0","0","0","18","29"
"Hospitalizations","2021-06-19T00:00:00.000","30-49","4.2","0.2",,"21",,,,,,,"285436","459119",,"12","1",,"30","49"
"Cases","2022-05-14T00:00:00.000","18-29","359.9","196.3","448.7","1.8334182374","0.8020949409",,,,,,"103634","216557","145522","373","425","653","18","29"
"Cases","2021-11-27T00:00:00.000","80+","150.4","106.6","22.2","1.4108818011","6.7747747748",,,,,,"27925","33774","22512","42","36","5","80","200"
"Deaths","2021-12-25T00:00:00.000","5-11","0","0",,,,,,,,,"140694","38776",,"0","0",,"5","11"
"Hospitalizations","2021-08-21T00:00:00.000","All","15.9","3.4",,"4.6764705882",,"23.111653891","2.5403924665",,"9.0976706142",,"1081232","1448225",,"172","49",,"999","999"
"Cases","2021-10-23T00:00:00.000","30-49","164.6","62.1","16.9","2.6505636071","9.7396449704",,,,,,"198007","542359","17777","326","337","3","30","49"
"Hospitalizations","2022-04-02T00:00:00.000","30-49","4.1","1","0.9","4.1","4.5555555556",,,,,,"122892","293798","330283","5","3","3","30","49"
"Hospitalizations","2022-07-16T00:00:00.000","65-79","30.2","19.6","14.6","1.5408163265","2.0684931507",,,,,,"43028","45874","170700","13","9","25","65","79"
"Cases","2021-10-16T00:00:00.000","18-29","138.4","58.1",,"2.3820998279",,,,,,,"176362","306623",,"244","178",,"18","29"
"Hospitalizations","2021-04-03T00:00:00.000","All","14.1","2.9",,"4.8620689655",,"16.963514233","1.6017761859",,"10.590439777",,"1817227","344725",,"256","10",,"999","999"
"Deaths","2022-04-09T00:00:00.000","5-11","0","0",,,,,,,,,"99481","94898",,"0","0",,"5","11"
"Hospitalizations","2022-06-04T00:00:00.000","80+","74.4","94.7","80.3","0.7856388596","0.9265255293",,,,,,"25547","12670","46067","19","12","37","80","200"
"Deaths","2022-02-19T00:00:00.000","12-17","0","0","0",,,,,,,,"38142","97106","24513","0","0","0","12","17"
"Deaths","2021-06-26T00:00:00.000","30-49","0.4","0",,,,,,,,,"280242","472406",,"1","0",,"30","49"
"Deaths","2022-05-07T00:00:00.000","5-11","0","0",,,,,,,,,"98167","96797",,"0","0",,"5","11"
"Hospitalizations","2022-01-15T00:00:00.000","50-64","327.7","54.4","21.3","6.0238970588","15.384976526",,,,,,"48522","185647","173821","159","101","37","50","64"
"Deaths","2022-03-26T00:00:00.000","12-17","0","0","0",,,,,,,,"36212","97147","31063","0","0","0","12","17"
"Hospitalizations","2022-03-26T00:00:00.000","5-11","0","1.1",,"0",,,,,,,"100271","92941",,"0","1",,"5","11"
"Deaths","2022-07-30T00:00:00.000","18-29","0","0","0",,,,,,,,"99992","212684","152029","0","0","0","18","29"
