"type","facility","street_address","city","state","zip","phone","website","hours","appointment","internet","wifi","training","location"
"Chicago Public Library","Pullman","11001 S. Indiana Avenue","Chicago","IL","60628","(312) 747-2033","http://www.chipublib.org/branch/details/library/pullman/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","11001 S. Indiana Avenue
Chicago, IL 60628
(41.6943993478663, -87.61821423954542)"
"Wireless Internet Zone","Daley Center Plaza","50 W. Washington Street","Chicago","IL","60602","NA","http://www.cityofchicago.org/city/en/depts/doit/supp_info/wireless_internetzones.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","50 W. Washington Street
Chicago, IL 60602
(41.88322807959895, -87.63036767852668)"
"Community Technology Center","Austin CTC","4943 W. Quincy","Chicago","IL","60644","(773) 626-5685","http://www.mercyhousing.org","M-W: 8:30AM-6:30PM; TH: 10AM-8PM; F: 8:30AM-6:30PM; SA: 8:30AM-5PM",,"true","false","true","4943 W. Quincy
Chicago, IL 60644
(41.87760177646487, -87.74807801023542)"
"City Colleges of Chicago","Olive-Harvey College","10001 S. Woodlawn Ave.","Chicago","IL","60628","(773) 291-6620","http://oliveharvey.ccc.edu/","Call for hours","No","true","true","true","10001 S. Woodlawn Ave.
Chicago, IL 60628
(41.71339982675984, -87.59221645934996)"
"Chicago Public Library","Hegewisch","3048 E. 130th Street","Chicago","IL","60633","(312) 747-0046","http://www.chipublib.org/branch/details/library/hegewisch/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","3048 E. 130th Street
Chicago, IL 60633
(41.65923625090685, -87.54920989297193)"
"Chicago Public Library","Jeffery Manor","2401 E. 100th Street","Chicago","IL","60617","(312) 747-6479","http://www.chipublib.org/branch/details/library/jeffery-manor/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","2401 E. 100th Street
Chicago, IL 60617
(41.71351701944974, -87.5654186415706)"
"Community Technology Center","WHA-Youth Technology Center","5437 West Division Street","Chicago","IL","60651","(773) 378-5034","http://www.healthauthority.org","M-F: 9AM-7PM",,"true","true","true","5437 West Division Street
Chicago, IL 60651
(41.902185787976634, -87.76240613886847)"
"Chicago Public Library","Blackstone","4904 S. Lake Park Avenue","Chicago","IL","60615","(312) 747-0511","http://www.chipublib.org/branch/details/library/blackstone/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","4904 S. Lake Park Avenue
Chicago, IL 60615
(41.80549856317075, -87.58911460582341)"
"Youth Center","YCDC Center on Halsted","3656 N. Halsted","Chicago","IL","60613","(773) 472-6469","http://www.centeronhalsted.org/","Call for hours","No","true","false","true","3656 N. Halsted
Chicago, IL 60613
(41.94875708933173, -87.64952500414803)"
"Community Technology Center","Arthur D. Griffin Community Learn Center","1613 West Washington Blvd.","Chicago","IL","60612","(773) 243-1373","http://www.adgclc.org","T-F: 9:30AM-12:30PM & 3:30PM-8PM; SA: 10PM-2PM",,"true","true","true","1613 West Washington Blvd.
Chicago, IL 60612
(41.88324509281401, -87.66721214209745)"
"Chicago Public Library","Independence","3548 W. Irving Park Road","Chicago","IL","60618","(312) 744-0900","http://www.chipublib.org/branch/details/library/independence/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","3548 W. Irving Park Road
Chicago, IL 60618
(41.95384370879839, -87.71691771117403)"
"Community Technology Center","Industrial Council of Nearwest Chicago (ICNC)","2010 W. Fulton St.  Suite 280","Chicago","IL","60612","(312) 421-3941","http://www.industrialcouncil.com/","M-F: 10AM-3PM","Yes","true","false","true","2010 W. Fulton St. Suite 280
Chicago, IL 60612
(41.88681497047769, -87.67709156139423)"
"Chicago Public Library","Roosevelt","1101 W. Taylor Street","Chicago","IL","60607","(312) 746-5656","http://www.chipublib.org/branch/details/library/roosevelt/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1101 W. Taylor Street
Chicago, IL 60607
(41.86945945933036, -87.65444252925101)"
"Community Technology Center","Cleanslate (The Cara Program)","1334 South Ashland","Chicago","IL","60608","(312) 226-6361","http://www.thecaraprogram.org","M-F: 7:30AM-3:30PM",,"true","false","true","1334 South Ashland
Chicago, IL 60608
(41.86407763129455, -87.66641078936776)"
"Chicago Public Library","Chinatown","2353 S. Wentworth Avenue","Chicago","IL","60616","(312) 747-8013","http://www.chipublib.org/branch/details/library/chinatown/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","2353 S. Wentworth Avenue
Chicago, IL 60616
(41.84976142050114, -87.63187088623415)"
"Chicago Public Library","Harold Washington-HWLC","400 S. State Street","Chicago","IL","60605","(312) 747-4300","http://www.chipublib.org/branch/details/library/harold-washington/","M-TH: 9AM-9PM; F, SA: 9AM-5PM; SU: 1PM-5PM","NA","true","true","true","400 S. State Street
Chicago, IL 60605
(41.876895532791686, -87.6277248103858)"
"Community Technology Center","Resurrection Lutheran Church","9349 S. Wentworth Avenue","Chicago","IL","60620","(773) 928-6312","http://resurrectionlutheranschool.com/","M-TH: 2PM-6PM","No","true","true","true","9349 S. Wentworth Avenue
Chicago, IL 60620
(41.7244224355123, -87.62864019378907)"
"Chicago Public School","Alexander Graham Bell Elementary School","3730 N Oakley Ave","Chicago","IL","60618","(773) 534-5150","http://www.agbellschool.com","Call for hours","No","true","true","true","3730 N Oakley Ave
Chicago, IL 60618
(41.949163172088134, -87.68595239039209)"
"Wireless Internet Zone","Gallery 37","66 E Randolph Street","Chicago","IL","60601","NA","http://www.cityofchicago.org/city/en/depts/doit/supp_info/wireless_internetzones.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","66 E Randolph Street
Chicago, IL 60601
(41.88446015077909, -87.62551133956845)"
"Community Technology Center","Wentworth Commons CTC","11045 S. Wentworth Ave","Chicago","IL","60628","(312) 447-4640","http://www.mercyhousing.org","M, W, F: 9AM-4PM; TU, TH: 10AM-6PM; SA: 2PM-6PM",,"true","false","true","11045 S. Wentworth Ave
Chicago, IL 60628
(41.69322111990414, -87.62784810446732)"
"Chicago Public Library","Sherman Park","5440 S. Racine Avenue","Chicago","IL","60609","(312) 747-0477","http://www.chipublib.org/branch/details/library/sherman-park/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","5440 S. Racine Avenue
Chicago, IL 60609
(41.79522560459017, -87.65497322295496)"
"Chicago Public Library","Douglass","3353 W. 13th Street","Chicago","IL","60623","(312) 747-3725","http://www.chipublib.org/branch/details/library/douglass/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","3353 W. 13th Street
Chicago, IL 60623
(41.86447035277306, -87.70965742761399)"
"FamilyNet Center","Association House ","1116 N. Kedzie Ave","Chicago","IL","60657","(773) 772-7170, x. 3103","http://www.humboldtparkportal.org","M-F: 9a -5p; Sat 9a - 2p","yes","true","false","true","1116 N. Kedzie Ave
Chicago, IL 60657
(41.90152511582621, -87.706795718495)"
"WorkForce Center","Ser Services Inc.","3948 W. 26th St., Suite 213","Chicago","IL","60623","(773) 542-9030 x. 250 ","http://www.centralstatesser.org/","Call","NA","true","false","true","3948 W. 26th St., Suite 213
Chicago, IL 60623
(41.84427844250996, -87.72383421703182)"
"Community Technology Center","YWCA Parks Francis Community Technology Center","6600 S. Cottage Grove","Chicago","IL","60637","(773) 496-5619","http://www.ywcachicago.org","M-F: 9AM-8PM",,"true","true","true","6600 S. Cottage Grove
Chicago, IL 60637
(41.78082999999998, -87.60190999999998)"
"Community Technology Center","Instituto del Progreso Latino (Back of the Yards Site)","4600 S. Wood Street","Chicago","IL","60609","(773) 927-7712","http://www.idpl.org","M-F: 9AM-5PM","No","true","false","true","4600 S. Wood Street
Chicago, IL 60609
(41.81022111726037, -87.66986590205352)"
"Chicago Public Library","North Austin","5724 W. North Avenue","Chicago","IL","60639","(312) 746-4233","http://www.chipublib.org/branch/details/library/north-austin/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","5724 W. North Avenue
Chicago, IL 60639
(41.909386571158564, -87.76884149582136)"
"Community Technology Center","Chinese Mutual Aid Association","1016 W Argyle St","Chicago","IL","60640","(773) 784-2900","http://www.chinesemutualaid.org","M-F: 10AM-6PM; SA: 9AM-2PM","No","true","false","true","1016 W Argyle St
Chicago, IL 60640
(41.973336511391985, -87.65558535698865)"
"WorkForce Center","Heartland Human Care Services","3500 S. Lake Park, 1 West","Chicago","IL","60653","(312) 660-1890 x. 6421 ","http://www.heartlandalliance.org/","Call","NA","true","false","true","3500 S. Lake Park, 1 West
Chicago, IL 60653
(41.81923999999998, -87.61011000000002)"
"Chicago Public Library","Archer Heights","5055 S. Archer Avenue","Chicago","IL","60632","(312) 747-9241","http://www.chipublib.org/branch/details/library/archer-heights/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","5055 S. Archer Avenue
Chicago, IL 60632
(41.8011516408391, -87.72648637582104)"
"Chicago Public Library","Walker","11071 S. Hoyne Avenue","Chicago","IL","60643","(312) 747-1920","http://www.chipublib.org/branch/details/library/walker/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","11071 S. Hoyne Avenue
Chicago, IL 60643
(41.692425806405964, -87.67413447354456)"
"Chicago Public Library","Bezazian","1226 W. Ainslie Street","Chicago","IL","60640","(312) 744-0019","http://www.chipublib.org/branch/details/library/bezazian/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","1226 W. Ainslie Street
Chicago, IL 60640
(41.97150782906277, -87.66010941497308)"
"Community Technology Center","Rufino Tamayo School (housed at St. Simon the Apostle Parish)","5157 S. California","Chicago","IL","60632","(312) 432-6301","http://unocharterschools.org/uscn_campuses.aspx","W: 1PM-3PM; T-TH: 9AM-1PM & 5PM-9PM",,"true","true","true","5157 S. California
Chicago, IL 60632
(41.79994987799121, -87.69389448532937)"
"Chicago Public Library","Gage Park","2807 W. 55th Street","Chicago","IL","60632","(312) 747-0032","http://www.chipublib.org/branch/details/library/gage-park/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","2807 W. 55th Street
Chicago, IL 60632
(41.79369157836186, -87.69412961040405)"
"Chicago Public Library","Mayfair","4400 W. Lawrence Avenue","Chicago","IL","60630","(312) 744-1254","http://www.chipublib.org/branch/details/library/mayfair/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","4400 W. Lawrence Avenue
Chicago, IL 60630
(41.96812407916491, -87.73825034916149)"
"Community Technology Center","The Cara Program (West Loop Campus)","703 West Monroe","Chicago","IL","60661","(312) 798-3300","http://www.thecaraprogram.org","M-F: 9AM-5PM",,"true","false","true","703 West Monroe
Chicago, IL 60661
(41.88045870478801, -87.64493289554612)"
"Community Technology Center","South Loop CTC","1521 S. Wabash Ave","Chicago","IL","60605","(312) 447-4681","http://www.mercyhousing.org","M-F: 9AM-5PM",,"true","false","true","1521 S. Wabash Ave
Chicago, IL 60605
(41.86125169095953, -87.62557641139145)"
"Wireless Internet Zone","Chicago Cultural Center","78 E Washington Street","Chicago","IL","60602","NA","http://www.cityofchicago.org/city/en/depts/doit/supp_info/wireless_internetzones.html","Wireless access is available 24 hours a day 7 days a week.","No","false","true","false","78 E Washington Street
Chicago, IL 60602
(41.88327494122517, -87.62522219047514)"
"Chicago Public Library","Edgebrook","5331 W. Devon Avenue","Chicago","IL","60646","(312) 744-8313","http://www.chipublib.org/branch/details/library/edgebrook/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","5331 W. Devon Avenue
Chicago, IL 60646
(41.99727110613452, -87.7621183558191)"
"Chicago Public School","Hubbard High School","6200 S Hamlin Ave","Chicago","IL","60629","(773) 535-2200","http://www.hubbard.cps.k12.il.us/","Call for hours","Yes ","true","true","false","6200 S Hamlin Ave
Chicago, IL 60629
(41.7805250950467, -87.71796294439287)"
"WorkForce Center","Chicago Workforce Center - Northside","4740 N. Sheridan","Chicago","IL","60640","(773) 334-4747 (Voice) or (773) 334-9804 (TTY)","http://www.cityofchicago.org/city/en/depts/fss/supp_info/chicago_workforcecenters-servicesforjobseekers.html","M-TH: 9AM (Orientation)","Yes","true","false","true","4740 N. Sheridan
Chicago, IL 60640
(41.96800354653189, -87.65488723277781)"
"Community Technology Center","Erie Neighborhood House","1347 W. Erie St.","Chicago","IL","60642","(312) 666-3430","http://www.eriehouse.org","M-F: 9AM-9PM; SA: 9AM-1PM","Yes","true","true","true","1347 W. Erie St.
Chicago, IL 60642
(41.89336257541038, -87.66115911581073)"
"Community Technology Center","Polish American Association","3815 N. Cicero Ave","Chicago","IL","60641","(773) 282-1122","http://www.polish.org","TU, TH: 9AM-6PM; W, F: 1PM-7PM; SA: 9AM-5PM",,"true","false","true","3815 N. Cicero Ave
Chicago, IL 60641
(41.95019239728898, -87.74713389075295)"
"Community Technology Center","Instituto del Progreso Latino (Saint. Michaels Site)","2315 W. 24th Place","Chicago","IL","60608","(773) 890-0055","http://www.idpl.org","M-F: 8:30AM-9:30PM","Yes","true","false","true","2315 W. 24th Place
Chicago, IL 60608
(41.84842431706505, -87.6837964002874)"
"WorkForce Center","Howard Area Community Center","1623 W. Howard","Chicago","IL","60626","(773) 262-3515 ","http://www.howardarea.org/","Call","NA","true","false","true","1623 W. Howard
Chicago, IL 60626
(42.01932161883411, -87.67234371410865)"
"Chicago Public School","Henson Elementary School","1326 S Avers Ave","Chicago","IL","60623","(773) 534-1804","http://www.cps.edu/Schools/Pages/school.aspx?unit=6570","Call for hours","Yes ","true","true","false","1326 S Avers Ave
Chicago, IL 60623
(41.86386702654221, -87.72150953384323)"
"FamilyNet Center","Chicago Commons ","3441 W. Chicago Ave","Chicago","IL","60651","(773) 826-0739","http://www.humboldtparkportal.org","M-F 9a -5p","yes","true","false","true","3441 W. Chicago Ave
Chicago, IL 60651
(41.89552181173951, -87.71307832556141)"
"Community Technology Center","OAI CTC","180 N Wabash Ave.  Suite 400","Chicago","IL","60601","(312) 528-3501","http://www.oaiinc.org","M-F: 8:30AM-4PM",,"true","true","true","180 N Wabash Ave. Suite 400
Chicago, IL 60601
(41.88543141857076, -87.62624878363249)"
"Chicago Public Library","King","3436 S. King Drive","Chicago","IL","60616","(312) 747-7543","http://www.chipublib.org/branch/details/library/king/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","3436 S. King Drive
Chicago, IL 60616
(41.83225513635272, -87.61739931187078)"
"Chicago Public Library","Lincoln Belmont","1659 W. Melrose Street","Chicago","IL","60657","(312) 744-0166","http://www.chipublib.org/branch/details/library/lincoln-belmont/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1659 W. Melrose Street
Chicago, IL 60657
(41.94052077934602, -87.6702192224693)"
"Youth Center","YCDC Association House","1116 N. Kedzie Ave.","Chicago","IL","60651","(773) 772-7170","http://www.associationhouse.org","Call for hours","No","true","false","true","1116 N. Kedzie Ave.
Chicago, IL 60651
(41.90152511582621, -87.706795718495)"
"Senior Center","Portage Park Satellite Center","4100 N. Long","Chicago","IL","60641","(312) 744-9022","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 8:30AM-4:30PM; SA-SU: Closed ","Yes","true","false","true","4100 N. Long
Chicago, IL 60641
(41.95506808167233, -87.7621920751551)"
"Chicago Public Library","Coleman","731 E. 63rd Street","Chicago","IL","60637","(312) 747-7760","http://www.chipublib.org/branch/details/library/bessie-coleman/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","731 E. 63rd Street
Chicago, IL 60637
(41.78032733934338, -87.60713524338108)"
"City Colleges of Chicago","Wilbur Wright College","4300 N. Narragansett","Chicago","IL","60634","(773) 481-8775","http://wright.ccc.edu/","Call for hours","No","true","true","true","4300 N. Narragansett
Chicago, IL 60634
(41.958431313984086, -87.78685486491793)"
"Community Technology Center","Pui Tak Center","2216 S. Wentworth Avenue","Chicago","IL","60616","(312) 328-1188","http://www.puitak.org","M-TH: 8:30AM-7PM; F: 9AM-5PM; SA: 8:30AM-12:30PM",,"true","false","true","2216 S. Wentworth Avenue
Chicago, IL 60616
(41.85238265106053, -87.63206928243336)"
"Chicago Public Library","West Pullman","830 W. 119th Street","Chicago","IL","60643","(312) 747-1425","http://www.chipublib.org/branch/details/library/west-pullman/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","830 W. 119th Street
Chicago, IL 60643
(41.677842548079575, -87.64351692717509)"
"WorkForce Center","Chicago Workforce Center - Mid-South","4314 S. Cottage Grove","Chicago","IL","60653","(773) 538-5627 (Voice) or (773) 538-8260 (TTY)","http://www.cityofchicago.org/city/en/depts/fss/supp_info/chicago_workforcecenters-servicesforjobseekers.html","M-TH: 8:45AM (Orientation)","Yes","true","false","true","4314 S. Cottage Grove
Chicago, IL 60653
(41.81923999999998, -87.61011000000002)"
"Community Technology Center","Lowden Homes","200 W. 95th Street","Chicago","IL","60620",,"http://www.cha.terau.com","M, W, F: 10AM-6PM","Yes","true","false","true","200 W. 95th Street
Chicago, IL 60620
(41.72177338664127, -87.62869611813161)"
"Community Technology Center","Back of the Yards Neighborhood Council CTC","1751 W 47th Street, 2nd Floor","Chicago","IL","60609","(773) 523-4416","http://www.bync.org","M-F: 9AM-7PM",,"true","true","true","1751 W 47th Street, 2nd Floor
Chicago, IL 60609
(41.8085573715062, -87.66938026815768)"
"Chicago Public Library","Portage-Cragin","5108 W. Belmont Avenue","Chicago","IL","60641","(312) 744-0152","http://www.chipublib.org/branch/details/library/portage-cragin/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","5108 W. Belmont Avenue
Chicago, IL 60641
(41.938786635089386, -87.75447892700763)"
"Community Technology Center","Charles Hayes Center","4859 S. Wabash Ave","Chicago","IL","60615",,"http://www.cha.terau.com","M-F: 9AM-4PM","No","true","false","true","4859 S. Wabash Ave
Chicago, IL 60615
(41.80636185262162, -87.62429782439416)"
"Community Technology Center","Officer Donald J. Marquez School ","2916 W. 47th St.","Chicago","IL","60632","(312) 432-6301","http://unocharterschools.org/uscn_campuses.aspx","M-TH: 5PM-8PM",,"true","true","true","2916 W. 47th St.
Chicago, IL 60632
(41.80823361557566, -87.69699844767752)"
"Chicago Public Library","Near North","310 W. Division Street","Chicago","IL","60610","(312) 744-0991","http://www.chipublib.org/branch/details/library/near-north/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","310 W. Division Street
Chicago, IL 60610
(41.90383476840986, -87.6369110556418)"
"Chicago Public Library","West Belmont","3104 N. Narragansett Avenue","Chicago","IL","60634","(312) 746-5142","http://www.chipublib.org/branch/details/library/west-belmont/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","3104 N. Narragansett Avenue
Chicago, IL 60634
(41.93657530790023, -87.78594797227504)"
"Chicago Public School","John Hope College Prep High School","5515 S Lowe Ave","Chicago","IL","60621","(773) 535-3160","http://www.johnhopecollegeprep.org/","Call for hours","Yes ","true","false","false","5515 S Lowe Ave
Chicago, IL 60621
(41.79369070103287, -87.64141096482182)"
"Senior Center","Northwest (Copernicus) Senior Center","3160 N. Milwaukee Avenue","Chicago","IL","60618","(312) 744-6681 (Voice) or (312) 744-0321 (TTY) ","http://www.cityofchicago.org/city/en/depts/fss/supp_info/regional_center_information.html","Call","No","true","false","true","3160 N. Milwaukee Avenue
Chicago, IL 60618
(41.938325732152336, -87.72265595766675)"
"WorkForce Center","YMCA of Metropolitan Chicago","11 E. Adams","Chicago","IL","60603","(312) 913-2150","http://www.ymcachgo.org/","Call","NA","true","false","true","11 E. Adams
Chicago, IL 60603
(41.879440225454566, -87.62733791422428)"
"Community Technology Center","NTRC Homan Square","3517 W. Arthington St.","Chicago","IL","60624","(773) 722-5653","http://community.homansquare.org/content/page.php?cat=5&content_id=24","M-F: 10AM-6PM",,"true","true","true","3517 W. Arthington St.
Chicago, IL 60624
(41.86993378760654, -87.7120557108498)"
"Chicago Public Library","Budlong Woods","5630 N. Lincoln Avenue","Chicago","IL","60659","(312) 742-9590","http://www.chipublib.org/branch/details/library/budlong-woods/","M: 2PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","false","5630 N. Lincoln Avenue
Chicago, IL 60659
(41.983822114371335, -87.69640363231542)"
"Youth Center","YCDC Central States SER","3948 W. 26th St.","Chicago","IL","60623","(773) 542-9030 x. 257","http://www.centralstatesser.org/","Call for hours","No","true","false","true","3948 W. 26th St.
Chicago, IL 60623
(41.84427844250996, -87.72383421703182)"
"Senior Center","Chatham Satellite Center","8300 S. Cottage Grove","Chicago","IL","60619","(312) 745-0385","http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html","M-F: 8:30AM-4:30PM; SA-SU: Closed ","Yes","true","false","true","8300 S. Cottage Grove
Chicago, IL 60619
(41.74405000000007, -87.60523)"
"Chicago Public Library","Brainerd","1350 W. 89th Street","Chicago","IL","60620","(312) 747-6291","http://www.chipublib.org/branch/details/library/brainerd/","M: 2PM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed","NA","true","true","true","1350 W. 89th Street
Chicago, IL 60620
(41.73238846647307, -87.65729514660165)"
"Community Technology Center","Chicago Commons ETC","3441 W. Chicago Ave","Chicago","IL","60651","(773) 826-0739","http://www.chicagocommons.org/","M-F: 9AM-5PM","No","true","false","true","3441 W. Chicago Ave
Chicago, IL 60651
(41.89552181173951, -87.71307832556141)"
"City Colleges of Chicago","Kennedy-King College","6301 S. Halsted Street","Chicago","IL","60621","(773) 602-5198 or (773) 602-5199","http://kennedyking.ccc.edu/","Call for hours","No","true","true","true","6301 S. Halsted Street
Chicago, IL 60621
(41.77950926995982, -87.64478381065635)"
