"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1417786","BICYCLE","a79c427b92f8f4ae67ab7fd168fdeb79ae7672a95eab8afffedd3b664fd36e92dd943f804918743f877700b81c48c2adfcc5d62d4b9c92a19767f1d9230bd735",,,"2022-09-12T00:40:00.000",,"CHICAGO","IL","60634","M","34",,,"BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY)",,"NONE","NO INDICATION OF INJURY",,,,"OVERCORRECTED","NOT OBSCURED","FATIGUED/ASLEEP","OTHER ACTION","REFLECTIVE MATERIAL","IN ROADWAY",,,
"O1417787","DRIVER","a79c427b92f8f4ae67ab7fd168fdeb79ae7672a95eab8afffedd3b664fd36e92dd943f804918743f877700b81c48c2adfcc5d62d4b9c92a19767f1d9230bd735",,"1347332","2022-09-12T00:40:00.000",,"CHICAGO","IL","60659","M","23","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417792","DRIVER","783f379c2942a3a1449b2ed341e9ffd8e75a054a679fe52881269eab3c6940a583b856a047a64e294e8d0a744472da856ecb6d29159a5b7d55563bd374cca7df",,"1347336","2022-09-12T00:30:00.000",,"CHICAGO","IL","60617","M","29","IL",,"USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314983","PASSENGER","783f379c2942a3a1449b2ed341e9ffd8e75a054a679fe52881269eab3c6940a583b856a047a64e294e8d0a744472da856ecb6d29159a5b7d55563bd374cca7df",,"1347337","2022-09-12T00:30:00.000","3",,,,"M","26",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417774","DRIVER","61f6188e69b4ba9d7e62f42dd9aba9b48259317e580d9affb4f3a1acb31f2226a3af2219afc67a0815a0d5f26b2d2b916a730e35663949e50a2a7ead3a6e5c02",,"1347321","2022-09-11T23:55:00.000",,"LYONS","IL","60534","M","23",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD",,"OTHER","UNKNOWN","FATIGUED/ASLEEP",,,,"TEST NOT OFFERED",,
"O1417788","DRIVER","129ee89e5e536cdc19375a4d60a1de24e14767e613b40ca9dc5cad99008bcc057730de0e202db549e496b9ffbe0600bedbd89ed3bc7c58a0a9e57ddec9c8e4f8",,"1347334","2022-09-11T23:45:00.000",,,,,"M",,,"U","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417789","DRIVER","129ee89e5e536cdc19375a4d60a1de24e14767e613b40ca9dc5cad99008bcc057730de0e202db549e496b9ffbe0600bedbd89ed3bc7c58a0a9e57ddec9c8e4f8",,"1347333","2022-09-11T23:45:00.000",,"CHICAGO","IL","60651","M","19","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314981","PASSENGER","129ee89e5e536cdc19375a4d60a1de24e14767e613b40ca9dc5cad99008bcc057730de0e202db549e496b9ffbe0600bedbd89ed3bc7c58a0a9e57ddec9c8e4f8",,"1347334","2022-09-11T23:45:00.000","3",,,,"M",,,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314982","PASSENGER","129ee89e5e536cdc19375a4d60a1de24e14767e613b40ca9dc5cad99008bcc057730de0e202db549e496b9ffbe0600bedbd89ed3bc7c58a0a9e57ddec9c8e4f8",,"1347334","2022-09-11T23:45:00.000","4",,,,"M",,,,"NONE PRESENT","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418495","DRIVER","1ffa7bdfae62a18cf80bc19609aa0fcaf3de83ef957f2eace3dcebcf0475dfe4bbc5bd8f4cc286b472f7d4e0d196a246812d8b3400e3be32395ff69b000a0d83",,,"2022-09-11T23:25:00.000",,"MISSION HILLS","CA","91345","M","43","CA",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418496","DRIVER","1ffa7bdfae62a18cf80bc19609aa0fcaf3de83ef957f2eace3dcebcf0475dfe4bbc5bd8f4cc286b472f7d4e0d196a246812d8b3400e3be32395ff69b000a0d83",,"1348010","2022-09-11T23:25:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417784","DRIVER","976b24768f1fa71664dd679d9baa8d363f09baeac4881409e77901c6e8c9996ab874aa3293a8a8979fb5e7aa113d81dd5387de143f80727947546d1c32215193",,"1347328","2022-09-11T23:25:00.000",,"CHICAGO","IL","60629","M","34","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417785","DRIVER","976b24768f1fa71664dd679d9baa8d363f09baeac4881409e77901c6e8c9996ab874aa3293a8a8979fb5e7aa113d81dd5387de143f80727947546d1c32215193",,"1347331","2022-09-11T23:25:00.000",,"CHICAGO","IL","60620","F","43","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417790","BICYCLE","0502c28b9e0e99f621ca76afc705f43f55e1b5908adb73e98143d78035307cf51b3b9ea05e9eb6dea100e031405d1efc339760b8d1b9cf148391a9ee7721e3de",,,"2022-09-11T23:20:00.000",,"CHICAGO","IL","60653","F","25",,,"HELMET NOT USED",,"NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL","WITH TRAFFIC","CONTRASTING CLOTHING","IN ROADWAY","TEST NOT OFFERED",,
"O1417764","DRIVER","ba6db822a15fad4aa93116574ad85ed80f4c6e199656ca62993b4ff75ed70f9bff99036ee876498568afd92e12eeb81db0e664e79bccc4e41eeeb3e66566f1fe",,"1347309","2022-09-11T23:00:00.000",,"GLENVIEW","IL","60025","M","61","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417765","DRIVER","ba6db822a15fad4aa93116574ad85ed80f4c6e199656ca62993b4ff75ed70f9bff99036ee876498568afd92e12eeb81db0e664e79bccc4e41eeeb3e66566f1fe",,"1347311","2022-09-11T23:00:00.000",,"LINCOLNWOOD","IL","60712","M","25","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P314975","PASSENGER","ba6db822a15fad4aa93116574ad85ed80f4c6e199656ca62993b4ff75ed70f9bff99036ee876498568afd92e12eeb81db0e664e79bccc4e41eeeb3e66566f1fe",,"1347309","2022-09-11T23:00:00.000","10",,,,"M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417766","DRIVER","e527a465c42c6e795f96c4edf01fe3c18bbff7edb8f48b711524018cf2b402cd6bfac59ce0cb070d4c969b10579fbde24f4a4781f058a808545e099f04935b6b",,"1347313","2022-09-11T23:00:00.000",,"PARK FOREST","IL","60466","M","18","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417767","DRIVER","e527a465c42c6e795f96c4edf01fe3c18bbff7edb8f48b711524018cf2b402cd6bfac59ce0cb070d4c969b10579fbde24f4a4781f058a808545e099f04935b6b",,"1347314","2022-09-11T23:00:00.000",,"CHICAGO","IL","60643","M","49","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314976","PASSENGER","e527a465c42c6e795f96c4edf01fe3c18bbff7edb8f48b711524018cf2b402cd6bfac59ce0cb070d4c969b10579fbde24f4a4781f058a808545e099f04935b6b",,"1347313","2022-09-11T23:00:00.000","3","GLENWOOD","IL","60425","F","21",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P314977","PASSENGER","e527a465c42c6e795f96c4edf01fe3c18bbff7edb8f48b711524018cf2b402cd6bfac59ce0cb070d4c969b10579fbde24f4a4781f058a808545e099f04935b6b",,"1347314","2022-09-11T23:00:00.000","3","CHICAGO","IL","60632",,"31",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1417770","DRIVER","85fddaed19ae06fffcfbaddfd80d00ca4b70357a723877bf18b01f40d8ca0484e92121c0ff8bffc893ddcdf3a19a1c659ef560e2695052d4ebdc513169304ba0",,"1347318","2022-09-11T22:30:00.000",,"CHICAGO","IL","60620","M","66","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418448","DRIVER","a0c4b1ea2330f910cb701f5be1d70a27cf41ad30cb5847ee84e9c8b1f318adf7be6af61cfd41a3f9ac32fcef95a5eade5b03359e5bbb8f2e774542bfc7996a1c",,"1347966","2022-09-11T22:30:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418449","DRIVER","a0c4b1ea2330f910cb701f5be1d70a27cf41ad30cb5847ee84e9c8b1f318adf7be6af61cfd41a3f9ac32fcef95a5eade5b03359e5bbb8f2e774542bfc7996a1c",,"1347969","2022-09-11T22:30:00.000",,"CHICAGO","IL","60651","M","50","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417796","DRIVER","faeaeaa991f133d45c94ce0decdd719cfd8206a6c83340936adc6115abe52c9a3b7a0ac2395c07b09f30af18f9c23d8e5ee8d6eed500984410dd742b461d50ca",,"1347340","2022-09-11T22:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417966","DRIVER","0cdf8afbbe157c515dda5e511dfbf3e592eec11f9ed1c2d1438546a4936f78c5cb46375d78a4b0196dbc6ba85185420df113ee3b450c099083bb3b17029e3fec",,"1347495","2022-09-11T22:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417756","DRIVER","690987caf6f7a47b87859eadb592a58cd413d05f53894ca2622184171b18391dea093dc60feb78a745b4a096a27550b657ef134b17a34e8a518287afaf90fa7a",,"1347299","2022-09-11T21:40:00.000",,,,,"M",,,,"HELMET NOT USED","DEPLOYMENT UNKNOWN","TOTALLY EJECTED","NO INDICATION OF INJURY","REFUSED",,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418374","DRIVER","7b8643fc3c4794e2f5db0ea6b768aec243344a231237fa7e8e1c9b4cf5187cc526f20878688368e2cd181b67e6805a62e85bfa388dd3f3e9041c74882c13bcda",,"1347886","2022-09-11T21:30:00.000",,"CHICAGO","IL","60632","M","29","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418375","DRIVER","7b8643fc3c4794e2f5db0ea6b768aec243344a231237fa7e8e1c9b4cf5187cc526f20878688368e2cd181b67e6805a62e85bfa388dd3f3e9041c74882c13bcda",,"1347893","2022-09-11T21:30:00.000",,"CHICAGO","IL","60639","M","57","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417768","DRIVER","c390b84416c5a7fc006e02c2fd789b92692d2425da9c5e291ebc79f801a21499efc0e8ca7669314ec80793278f7ac9c3a7d7c244b8a373b7a3884fa3b1c0c12f",,"1347315","2022-09-11T21:24:00.000",,"CHICAGO","IL","60624","M","41","IL","C","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417769","DRIVER","c390b84416c5a7fc006e02c2fd789b92692d2425da9c5e291ebc79f801a21499efc0e8ca7669314ec80793278f7ac9c3a7d7c244b8a373b7a3884fa3b1c0c12f",,"1347316","2022-09-11T21:24:00.000",,"CHICAGO","IL","60612","F","29","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314978","PASSENGER","c390b84416c5a7fc006e02c2fd789b92692d2425da9c5e291ebc79f801a21499efc0e8ca7669314ec80793278f7ac9c3a7d7c244b8a373b7a3884fa3b1c0c12f",,"1347316","2022-09-11T21:24:00.000","3",,,,"M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417760","DRIVER","45286649d1be92ad6e2dac81569ab47b60867d61fd44c9b9777c8e94eb82ecfe02a5f6118ced92c3a9ab2b3ebc50bf9c7594573503520d3131caf097ff30863f",,"1347306","2022-09-11T21:20:00.000",,,,,"X",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417761","DRIVER","45286649d1be92ad6e2dac81569ab47b60867d61fd44c9b9777c8e94eb82ecfe02a5f6118ced92c3a9ab2b3ebc50bf9c7594573503520d3131caf097ff30863f",,"1347308","2022-09-11T21:20:00.000",,"CHICAGO","IL","60657","M","63","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417752","DRIVER","244814a2db1aebc5bb586b995d2d8c7de8032834a32247f01f542f1d2d28bf26757dd43e45d9722768345013ff920fc781b8b3188f6384f9bf82887f525921a7",,"1347294","2022-09-11T21:10:00.000",,"CHICAGO","IL","60651","M","19",,,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314971","PASSENGER","244814a2db1aebc5bb586b995d2d8c7de8032834a32247f01f542f1d2d28bf26757dd43e45d9722768345013ff920fc781b8b3188f6384f9bf82887f525921a7",,"1347294","2022-09-11T21:10:00.000","3",,,,"M","24",,,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314972","PASSENGER","244814a2db1aebc5bb586b995d2d8c7de8032834a32247f01f542f1d2d28bf26757dd43e45d9722768345013ff920fc781b8b3188f6384f9bf82887f525921a7",,"1347294","2022-09-11T21:10:00.000","6",,,,"M","22",,,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418243","DRIVER","eae14cb145f162b4af22925486e76c57acc9562490878452c784901fc4566ae3e269f5b6bae54cd62cf22215cb09bc7837f6998ee354eef4448bb049e0385a73",,"1347752","2022-09-11T21:00:00.000",,"CHICAGO","IL","60651","F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418244","DRIVER","eae14cb145f162b4af22925486e76c57acc9562490878452c784901fc4566ae3e269f5b6bae54cd62cf22215cb09bc7837f6998ee354eef4448bb049e0385a73",,"1347764","2022-09-11T21:00:00.000",,"OAK LAWN","IL","60453","F","28","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417742","DRIVER","ca1f9142da8628967fea6740e09ce4b9125fda401d011b75a73b766231dc761f043014c3b40c4383395f08008fb538d06d55710cc6572cd060755e76ece98eb7",,"1347286","2022-09-11T20:58:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417726","DRIVER","df2980e37cf8f9dc09dd70edfb732684323398adb0a5d37a68e0341b0eb93c5e7868493604a0c94951eb5d54617d3c2cafa3979c5d6ec0922f18215e240f804a",,"1347271","2022-09-11T20:30:00.000",,"CHICAGO","IL","60632","M","44","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417727","DRIVER","df2980e37cf8f9dc09dd70edfb732684323398adb0a5d37a68e0341b0eb93c5e7868493604a0c94951eb5d54617d3c2cafa3979c5d6ec0922f18215e240f804a",,"1347274","2022-09-11T20:30:00.000",,"CHICAGO","IL","60624","F","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417750","DRIVER","0a5947b70c18354ce14c019b49676d782403e46712a7e682e458fccf714ec735ca49f2af9ac54474ff4553cff33da26bba2fdc3b58311f81e2f38d3868b73ee3",,"1347296","2022-09-11T20:26:00.000",,"CHICAGO","IL","60639","M","29",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY","NORWEGIAN","CFD AMB 52",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417746","DRIVER","601243014867187269fdbf4cb90207f19e6e7db6e8611984b8e2ba60896c67b75f98367b223edad4ea2739c9a87a099ba50f966cb38822780f44428d27d4b40f",,"1347295","2022-09-11T20:23:00.000",,"INDIANAPOLIS","IN","46205","F","49","IN",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417747","DRIVER","601243014867187269fdbf4cb90207f19e6e7db6e8611984b8e2ba60896c67b75f98367b223edad4ea2739c9a87a099ba50f966cb38822780f44428d27d4b40f",,"1347312","2022-09-11T20:23:00.000",,"CHICAGO","IL","60620","F","24","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,"CFD",,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1417732","DRIVER","77d0573864528bf8d5385f41f64ae7b3d111da8c9f8bfc9caadfb1ea05c09f96242f547c5a5ffb0a88c9e6fd42122e9fbcc8fc722a0e1f32c974a33709454912",,"1347280","2022-09-11T20:03:00.000",,"CHICAGO","IL","60707","F","37","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417733","DRIVER","77d0573864528bf8d5385f41f64ae7b3d111da8c9f8bfc9caadfb1ea05c09f96242f547c5a5ffb0a88c9e6fd42122e9fbcc8fc722a0e1f32c974a33709454912",,"1347279","2022-09-11T20:03:00.000",,"CHICAGO","IL","60620","M","41","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1417772","DRIVER","66eb747c34036c554375429ed84c13f79de20e0a2b5d0d081f1754d2933a37b15f484b235b7edf72d792d61b8da0227aa3c9f716d327367221de1b194437314b",,"1347317","2022-09-11T19:50:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST PERFORMED, RESULTS UNKNOWN",,
"O1417722","DRIVER","65125048081e169210f31f8fed1c12415a802b26375a205e02f30a5583c7c62ffb21ce69634320af316fe3b51603a8b4b3c4d689c65e7194c20a6510214789dc",,"1347266","2022-09-11T19:30:00.000",,"CHICAGO","IL","60651","M","25","IL","D","USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417723","DRIVER","65125048081e169210f31f8fed1c12415a802b26375a205e02f30a5583c7c62ffb21ce69634320af316fe3b51603a8b4b3c4d689c65e7194c20a6510214789dc",,"1347270","2022-09-11T19:30:00.000",,"CHICAGO","IL","60626","M","32","IL","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417718","DRIVER","dc72e3ec5babb794ddbd802330d62b79e6c17109032cc3002d4b0470d5a7a7150ae84090250652db71426efbbc49d63cd5fc107f574b31061ced2bfd6d55c697",,"1347262","2022-09-11T19:25:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P314959","PASSENGER","dc72e3ec5babb794ddbd802330d62b79e6c17109032cc3002d4b0470d5a7a7150ae84090250652db71426efbbc49d63cd5fc107f574b31061ced2bfd6d55c697",,"1347264","2022-09-11T19:25:00.000","1","CHICAGO","IL","60649","M","42",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314960","PASSENGER","dc72e3ec5babb794ddbd802330d62b79e6c17109032cc3002d4b0470d5a7a7150ae84090250652db71426efbbc49d63cd5fc107f574b31061ced2bfd6d55c697",,"1347264","2022-09-11T19:25:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417683","DRIVER","e96a84c5ebc954573d6a0cdf48e71b70ff766b35f8fb87bb4100393d7e2afe34e28305e704ee64dddb669226b9fc1a9bbc1faf5dec078416aa96a73d35ebd579",,"1347225","2022-09-11T19:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417684","DRIVER","e96a84c5ebc954573d6a0cdf48e71b70ff766b35f8fb87bb4100393d7e2afe34e28305e704ee64dddb669226b9fc1a9bbc1faf5dec078416aa96a73d35ebd579",,"1347236","2022-09-11T19:00:00.000",,"CHICAGO","IL","60623","F","18","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314952","PASSENGER","e96a84c5ebc954573d6a0cdf48e71b70ff766b35f8fb87bb4100393d7e2afe34e28305e704ee64dddb669226b9fc1a9bbc1faf5dec078416aa96a73d35ebd579",,"1347236","2022-09-11T19:00:00.000","3","CHICAGO","IL","60623","M","20",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417736","DRIVER","42c2731be35ee7023136e659feae71cf982934b19b9bdf1e34663817c8c6f1160888bb4732472d0877ece77a9ffb9885c147b12bb66deef653e3f5da0dcfbe9c",,"1347289","2022-09-11T18:54:00.000",,,,,"M",,"XX","DA","USAGE UNKNOWN","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417708","DRIVER","7194df8884fe3aafa878cf721fe363f367dff47ba6ecb32716398628c8705c79e93d9718a9a28470c492bb0ce72d1023ab7485bed57bf21f05735dada5be3ebe",,"1347243","2022-09-11T18:45:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417665","DRIVER","d1fac033ded8f37b9477379a24158cb4a4f52ea6ab63f7f9b5ea0869e884ea072319a80021985bd6876d4f259c600d33719b5465342be355b550a755cb771389",,"1347221","2022-09-11T18:45:00.000",,"CHICAGO","IL","60617","M","24","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P314939","PASSENGER","d1fac033ded8f37b9477379a24158cb4a4f52ea6ab63f7f9b5ea0869e884ea072319a80021985bd6876d4f259c600d33719b5465342be355b550a755cb771389",,"1347208","2022-09-11T18:45:00.000","1","CHICAGO","IL","60637","M","37",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P314940","PASSENGER","d1fac033ded8f37b9477379a24158cb4a4f52ea6ab63f7f9b5ea0869e884ea072319a80021985bd6876d4f259c600d33719b5465342be355b550a755cb771389",,"1347208","2022-09-11T18:45:00.000","4",,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1417728","DRIVER","5f9047f1a70d53a395547520c1f703934a2bf1a9bedc8ebc153e32b47aa9dd78a60fdcdd2cf118b19ab402dd26b24afc65d42678ca4e053e8df94f1fd5c0af3a",,"1347278","2022-09-11T18:40:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1417729","DRIVER","5f9047f1a70d53a395547520c1f703934a2bf1a9bedc8ebc153e32b47aa9dd78a60fdcdd2cf118b19ab402dd26b24afc65d42678ca4e053e8df94f1fd5c0af3a",,"1347275","2022-09-11T18:40:00.000",,"OAK LAWN","IL","60453","F","54","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
