"committee","seat_code","seat_name","appointer","firstname","lastname","term_start","term_end","appointment_start","appointment_end"
"Urban Enterprise Association","M-1","Business 1","Mayor","Scot","Wright","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-03-20T00:00:00.000",
"Urban Enterprise Association","M-2","Business 2","Mayor","Julie","Donham","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Urban Enterprise Association","M-3","Economic Development","Mayor","Alex","Crowley","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Urban Enterprise Association","M-4","Labor","Mayor","Jackie","Yenna","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Urban Enterprise Association","M-5","Plan Commission","Mayor","Karin","St. John","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Urban Enterprise Association","M-6","Resident","Mayor","Paul","Ash","2020-02-01T00:00:00.000","2024-01-31T00:00:00.000","2020-02-01T00:00:00.000",
"Utilities Service Board","C-1","Council Appointment","Common Council","Megan","Parmenter","2022-01-01T00:00:00.000","2025-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Utilities Service Board","C-2","Council Appointment","Common Council","Amanda","Burnham","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000"
"Utilities Service Board","C-3","Council Appointment","Common Council","Jeff","Ehman","2022-01-01T00:00:00.000","2025-12-31T00:00:00.000","2022-01-01T00:00:00.000",
"Utilities Service Board","C-EO","Council Ex-Officio","Council Ex-Officio","Jim","Sims",,,"2017-10-03T00:00:00.000",
"Utilities Service Board","M-1","Mayoral Appointment","Mayor","Seth","Debro","2022-01-01T00:00:00.000","2025-12-31T00:00:00.000","2022-01-04T00:00:00.000",
"Utilities Service Board","M-2","Mayoral Appointment","Mayor","Kirk","White","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","2021-05-11T00:00:00.000",
"Utilities Service Board","M-3","Mayoral Appointment","Mayor","Jean","Capler","2019-01-01T00:00:00.000","2022-12-31T00:00:00.000","2019-01-01T00:00:00.000",
"Utilities Service Board","M-4","Mayoral Appointment","Mayor","Jim","Sherman","2020-01-01T00:00:00.000","2023-12-31T00:00:00.000","2020-01-01T00:00:00.000",
"Utilities Service Board","M-EO","Mayor Ex-Officio","Mayor Ex-Officio","Scott","Robinson",,,"2020-11-20T00:00:00.000",
