"service_request_id","requested_datetime","updated_datetime","closed_date","status_description","source","service_name","description","agency_responsible","address","city","state","zip","lat","long","geocoded_column","sladays"
"17610","2008-05-23T04:00:00.000","2016-09-11T22:02:05.000","2008-05-23T04:00:00.000","closed","Phone Call","Excessive Growth","high grass","HAND","1214 S Pickwick PL","Bloomington","IN","47401","39.15364838","-86.50531006","POINT (-86.50531006 39.15364838)","9"
"122204","1995-04-05T05:00:00.000","2016-09-11T22:02:05.000","1995-04-05T05:00:00.000","closed",,"Other",,,"4214 S Hedgewood DR","Bloomington","IN","47403",,,,
"17687","2008-05-19T04:00:00.000","2016-09-11T22:02:05.000","2008-05-19T04:00:00.000","closed","Phone Call","Excessive Growth","trash bags piled up on back porch, yard not cut, very high",,"2624 S BRYAN AVE","Bloomington","IN",,,,,"9"
"17704","2008-05-19T04:00:00.000","2016-09-11T22:02:05.000","2008-05-19T04:00:00.000","closed","Phone Call","Excessive Growth","Citizen stated the grass has not been cut this year and is very tall.","HAND","501 E COTTAGE GROVE","Bloomington","IN",,,,,"9"
"17705","2008-05-19T04:00:00.000","2020-10-05T14:42:52.000","2008-05-19T04:00:00.000","closed","Phone Call","Excessive Growth","Grass has not been mowed and there is trash in the front yard.","HAND","700 N Lincoln ST","Bloomington","IN","47408","39.17277527","-86.53089142","POINT (-86.53089142 39.17277527)","9"
"17706","2008-05-19T04:00:00.000","2016-09-11T22:02:05.000","2008-05-19T04:00:00.000","closed","Phone Call","Excessive Growth","yard uncut, overgrown",,"811 W Gourley PIKE","Bloomington","IN","47404","39.18617630","-86.54290771","POINT (-86.54290771 39.1861763)","9"
"17709","2008-05-19T04:00:00.000","2020-10-05T14:42:52.000","2008-05-19T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.","HAND","3651 E Longview AVE","Bloomington","IN","47408","39.16738892","-86.48498535","POINT (-86.48498535 39.16738892)","9"
"17756","2008-05-15T04:00:00.000","2016-09-11T22:02:05.000","2008-05-15T04:00:00.000","closed","Phone Call","Excessive Growth","High grass

Also check 811-816 Larkspur",,"803 S Larkspur LN","Bloomington","IN","47403","39.15795898","-86.54708099","POINT (-86.54708099 39.15795898)","9"
"17757","2008-05-14T04:00:00.000","2016-09-11T22:02:05.000","2008-05-14T04:00:00.000","closed","Email","Excessive Growth","Citizen email through our web site and stated that the N/E corner which is a vacant lot next to 702 W. Gourley Pike is overgrown and is also a line of sight issue",,"702 W Gourley PIKE","Bloomington","IN","47404","39.18528748","-86.54103088","POINT (-86.54103088 39.18528748)","9"
"17758","2008-05-14T04:00:00.000","2020-10-05T14:42:52.000","2008-05-14T04:00:00.000","closed","Phone Call","Excessive Growth","N/S Aley between Jackson and Fairview has grown up and needs to be cleaned up.  Behind 301 S. Fairview and 306 S. Jackson.  Mr. Sturbaum states he use to mow it but is no longer able.",,"306 S Jackson ST","Bloomington","IN","47403","39.16416168","-86.54016876","POINT (-86.54016876 39.16416168)","9"
"17772","2008-05-13T04:00:00.000","2020-10-05T14:42:52.000","2008-05-13T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown","HAND","101 N Hillsdale DR","Bloomington","IN","47408","39.16688538","-86.50366211","POINT (-86.50366211 39.16688538)","9"
"17796","2008-05-13T04:00:00.000","2016-09-11T22:02:05.000","2008-05-13T04:00:00.000","closed","Phone Call","Excessive Growth","grass between sidewalk, curb","HAND","3201 E 3RD ST","Bloomington","IN",,,,,"9"
"17803","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","yard still overgrown, neighbor spoke with owner, owner said he isn't going to mow, claims yard in natural",,"711 W Graham DR","Bloomington","IN","47403","39.13966370","-86.54197693","POINT (-86.54197693 39.1396637)","9"
"17804","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","The grass is very high. Called stated that this is a rental property owned by Pen Dragon.",,"803 S Larkspur LN","Bloomington","IN","47403","39.15795898","-86.54708099","POINT (-86.54708099 39.15795898)","9"
"17805","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","Grass is very high.  Called stated that this is a rental property owned by Pen Dragon",,"811 S Larkspur LN","Bloomington","IN","47403","39.15761185","-86.54704285","POINT (-86.54704285 39.15761185)","9"
"17806","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","Grass is very high!  Called stated that this is a rental property owned by Pen Dragon.",,"816 S Larkspur LN","Bloomington","IN","47403","39.15740204","-86.54760742","POINT (-86.54760742 39.15740204)","9"
"17807","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","Grass is very high.  Called stated that this is a rental property owned by Pen Dragon",,"805 S West Pointe CT","Bloomington","IN","47403","39.15779877","-86.54795837","POINT (-86.54795837 39.15779877)","9"
"17824","2008-05-12T04:00:00.000","2016-09-11T22:02:05.000","2008-05-12T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.  Check the backyard also.","HAND","1407 S Grant ST","Bloomington","IN","47401","39.15105438","-86.53012848","POINT (-86.53012848 39.15105438)","9"
"17826","2008-05-09T04:00:00.000","2016-09-11T22:02:05.000","2008-05-09T04:00:00.000","closed","Phone Call","Excessive Growth","weeds extremely high, afraid of snakes there",,"3131 N Kingsley DR","Bloomington","IN","47404","39.19499969","-86.54271698","POINT (-86.54271698 39.19499969)","9"
"17827","2008-05-09T04:00:00.000","2016-09-11T22:02:05.000","2008-05-09T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds, not taken care of, trash throughout property",,"1318 W Kirkwood AVE","Bloomington","IN","47404","39.16684723","-86.55084991","POINT (-86.55084991 39.16684723)","9"
"17845","2008-05-09T04:00:00.000","2016-09-11T22:02:05.000","2008-05-09T04:00:00.000","closed","Phone Call","Excessive Growth","Grass has not been cut in the entire complex yet this year.","HAND","4400 E Elouise AVE","Bloomington","IN","47408","39.16622162","-86.47463226","POINT (-86.47463226 39.16622162)","9"
"17893","2008-05-05T04:00:00.000","2020-10-05T14:42:52.000","2008-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","yard overgrown",,"417 S WALKER ST","Bloomington","IN",,,,,"9"
"17895","2008-05-05T04:00:00.000","2020-10-05T14:42:52.000","2008-05-05T04:00:00.000","closed","Phone Call","Excessive Growth","Grass is very high.",,"3953 N Rosewood CT","Bloomington","IN","47404","39.20493698","-86.54415131","POINT (-86.54415131 39.20493698)","9"
"17901","2008-05-02T04:00:00.000","2016-09-11T22:02:05.000","2008-05-02T04:00:00.000","closed","Phone Call","Excessive Growth","Tall grass or weed growing between the properties.  It is 6 feet tall now.","HAND","1407 S Grant ST","Bloomington","IN","47401","39.15105438","-86.53012848","POINT (-86.53012848 39.15105438)","9"
"17998","2008-04-28T04:00:00.000","2020-10-05T14:42:52.000","2008-04-28T04:00:00.000","closed","Phone Call","Excessive Growth","three yards grass not been cut you can see them",,"2610 S Banta AVE","Bloomington","IN","47403","39.13762283","-86.54505920","POINT (-86.5450592 39.13762283)","9"
"18015","2008-04-25T04:00:00.000","2016-09-11T22:02:05.000","2008-04-25T04:00:00.000","closed","Phone Call","Excessive Growth","Grass not cut for over a year brush piles.  This may not be the correct address.  She was unsure.  Please call her and let her know what is going on with this.

Cell 322-3210",,"801 N Oolitic DR","Bloomington","IN","47404","39.17435837","-86.55387878","POINT (-86.55387878 39.17435837)","9"
"18055","2008-04-24T04:00:00.000","2016-09-11T22:02:05.000","2008-04-24T04:00:00.000","closed","Phone Call","Excessive Growth",,"HAND","527 E HICKORY STICK CT","Bloomington","IN",,,,,"9"
"19868","2007-11-14T05:00:00.000","2020-10-05T14:42:52.000","2007-11-14T05:00:00.000","closed","Phone Call","Excessive Growth","Ivy growing on the telephone pole and moss covered.  The structure looks unsafe.",,"1204 S MADISON ST","Bloomington","IN",,,,,"9"
"20048","2007-10-26T04:00:00.000","2020-10-05T14:42:52.000","2007-10-26T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds and brush growing out into the street.",,"610 W Duncan DR","Bloomington","IN","47403","39.14591599","-86.54123688","POINT (-86.54123688 39.14591599)","9"
"20092","2007-10-22T04:00:00.000","2020-10-05T14:42:52.000","2007-10-22T04:00:00.000","closed","Phone Call","Excessive Growth","Yard not being cut.",,"3957 N Rosewood CT","Bloomington","IN","47404","39.20525742","-86.54416656","POINT (-86.54416656 39.20525742)","9"
"20093","2007-10-22T04:00:00.000","2020-10-05T14:42:52.000","2007-10-22T04:00:00.000","closed","Phone Call","Excessive Growth","House is vacant weeds over 8 in. high.",,"3953 N Rosewood CT","Bloomington","IN","47404","39.20493698","-86.54415131","POINT (-86.54415131 39.20493698)","9"
"20094","2007-10-22T04:00:00.000","2016-09-11T22:02:05.000","2007-10-22T04:00:00.000","closed","Phone Call","Excessive Growth","Overgrown bushes and weeds",,"3958 N Ironwood CT","Bloomington","IN","47404","39.20517731","-86.54647827","POINT (-86.54647827 39.20517731)","9"
"20303","2007-10-16T04:00:00.000","2016-09-11T22:02:05.000","2007-10-16T04:00:00.000","closed","Phone Call","Excessive Growth","The empty lot beside 3775 E. Regents has not been mowed all summer.","HAND","3775 E Regents CT","Bloomington","IN",,"39.15051651","-86.48381805","POINT (-86.48381805 39.15051651)","9"
"20338","2007-10-16T04:00:00.000","2016-09-11T22:02:05.000","2007-10-16T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown, a disgrace, a number of neighbors complaining about eye sore, ready to jump up and down to get something done",,"3821 N Kinser PIKE","Bloomington","IN","47404","39.20072937","-86.54717255","POINT (-86.54717255 39.20072937)","9"
"20360","2007-10-11T04:00:00.000","2020-10-05T14:42:52.000","2007-10-11T04:00:00.000","closed","Phone Call","Excessive Growth","southside of alley overgrown by avid gardener, going into alley, scratching cars,etc.","HAND","522 N Washington ST","Bloomington","IN","47408","39.17118073","-86.53202057","POINT (-86.53202057 39.17118073)","9"
"20369","2007-10-08T04:00:00.000","2020-10-05T14:42:52.000","2007-10-08T04:00:00.000","closed","Phone Call","Excessive Growth","Property is overgrown and raccoons are living in house.  There are also abandoned cars in the yard.",,"344 S Buckner ST","Bloomington","IN","47403","39.16297913","-86.54474640","POINT (-86.5447464 39.16297913)","9"
"20374","2007-10-08T04:00:00.000","2020-10-05T14:42:52.000","2007-10-08T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.",,"1414 S Monon DR","Bloomington","IN","47403","39.15122986","-86.53466797","POINT (-86.53466797 39.15122986)","9"
"20450","2007-10-01T04:00:00.000","2020-10-05T14:42:52.000","2007-10-01T04:00:00.000","closed","Phone Call","Excessive Growth","Yard is not being cut.  Mainly weeds.","HAND","4417 E Clayton CT","Bloomington","IN","47401","39.15447998","-86.47192383","POINT (-86.47192383 39.15447998)","9"
"20512","2007-09-27T04:00:00.000","2020-10-05T14:42:52.000","2007-09-27T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown and noxious weeds",,"3958 N Ironwood CT","Bloomington","IN","47404","39.20517731","-86.54647827","POINT (-86.54647827 39.20517731)","9"
"20513","2007-09-27T04:00:00.000","2016-09-11T22:02:05.000","2007-09-27T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown and dangerous",,"3957 N Rosewood CT","Bloomington","IN","47404","39.20525742","-86.54416656","POINT (-86.54416656 39.20525742)","9"
"20571","2007-09-26T04:00:00.000","2016-09-11T22:02:05.000","2007-09-26T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds growing into the sidewalk -- walkers are going into the street.  Also weeds growing between this house and the house next door - 801 E University.","HAND","523 S Park AVE","Bloomington","IN","47401","39.16136932","-86.52380371","POINT (-86.52380371 39.16136932)","9"
"20589","2007-09-20T04:00:00.000","2016-09-11T22:02:05.000","2007-09-20T04:00:00.000","closed","Phone Call","Excessive Growth","sidewalk on University side overgrown","HAND","700 S Park AVE","Bloomington","IN","47401","39.16020966","-86.52426910","POINT (-86.5242691 39.16020966)","9"
"20595","2007-09-19T04:00:00.000","2016-09-11T22:02:05.000","2007-09-19T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, eyesore, when is someone going to take care of this?","HAND","1015 N Madison ST","Bloomington","IN","47404","39.17645645","-86.53794861","POINT (-86.53794861 39.17645645)","9"
"20598","2007-09-19T04:00:00.000","2016-09-11T22:02:05.000","2007-09-19T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown, scratching cars",,"1300 S Washington ST","Bloomington","IN","47401","39.15237045","-86.53267670","POINT (-86.5326767 39.15237045)","9"
"20609","2007-09-19T04:00:00.000","2020-10-05T14:42:52.000","2007-09-19T04:00:00.000","closed","Phone Call","Excessive Growth","High weeds - rat and snake has been spotted.",,"824 W 3rd ST","Bloomington","IN","47404","39.16443253","-86.54331207","POINT (-86.54331207 39.16443253)","9"
"20611","2007-09-19T04:00:00.000","2020-10-05T14:42:52.000","2007-09-19T04:00:00.000","closed","Phone Call","Excessive Growth","whole yard overgrown,especially Smith Street side",,"1014 W Howe ST","Bloomington","IN","47403","39.16266632","-86.54524994","POINT (-86.54524994 39.16266632)","9"
"20618","2007-09-19T04:00:00.000","2016-09-11T22:02:05.000","2007-09-19T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown, eyesore, when is someone going to take care of this?",,"1015 N Madison ST","Bloomington","IN","47404","39.17645645","-86.53794861","POINT (-86.53794861 39.17645645)","9"
"20695","2007-09-14T04:00:00.000","2016-09-11T22:02:05.000","2007-09-14T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds and thistles 6 and 7 feet tall in neighbors side yard next to 612 Clover Terrace (she says it's ok to enter her yard in order to see the weeds).  Also weeds in backyard and arat ran out of the yard at 632 into their yard.",,"632 W Clover TER","Bloomington","IN",,,,,"9"
"20705","2007-09-14T04:00:00.000","2016-09-11T22:02:05.000","2007-09-14T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds","HAND","600 E 1st ST","Bloomington","IN","47401","39.15916443","-86.52695465","POINT (-86.52695465 39.15916443)","9"
"20732","2007-09-12T04:00:00.000","2020-10-05T14:42:52.000","2007-09-12T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds",,"1201 S Grant ST","Bloomington","IN","47401","39.15323639","-86.53005981","POINT (-86.53005981 39.15323639)","9"
"20737","2007-09-12T04:00:00.000","2020-10-05T14:42:52.000","2007-09-12T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds",,"2602 S Rockport RD","Bloomington","IN","47403","39.13971710","-86.54604340","POINT (-86.5460434 39.1397171)","9"
"20739","2007-09-12T04:00:00.000","2016-09-11T22:02:05.000","2007-09-12T04:00:00.000","closed","Phone Call","Excessive Growth","Grass is not bad because it has been so dry.  The weeds are what need to be cut.  The neighbors had been cutting it but aren't anymore.","HAND","4336 E Cricket KNL","Bloomington","IN","47401","39.15343475","-86.47357941","POINT (-86.47357941 39.15343475)","9"
"20807","2007-09-10T04:00:00.000","2016-09-11T22:02:05.000","2007-09-10T04:00:00.000","closed","Phone Call","Excessive Growth","weeds on north side of Davis Street overgrown, attracting mosquitoes, believes the land is owned by the city",,"1018 S Lincoln ST","Bloomington","IN","47401","39.15435028","-86.53153229","POINT (-86.53153229 39.15435028)","9"
"20824","2007-09-10T04:00:00.000","2016-09-11T22:02:05.000","2007-09-10T04:00:00.000","closed","Phone Call","Excessive Growth","Not cutting the grass",,"3958 N Ironwood CT","Bloomington","IN","47404","39.20517731","-86.54647827","POINT (-86.54647827 39.20517731)","9"
"20863","2007-09-07T04:00:00.000","2016-09-11T22:02:05.000","2007-09-07T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.  It has not been mowed all year.  Previous complaint was not valid.  See previous complaint in the system.","HAND","1010 W Cottage Grove AVE","Bloomington","IN","47404","39.17277527","-86.54599762","POINT (-86.54599762 39.17277527)","9"
"20867","2007-09-07T04:00:00.000","2016-09-11T22:02:05.000","2007-09-07T04:00:00.000","closed","Phone Call","Excessive Growth","Around the corner from 815 W. Gourley is a large field that needs to be mowed.  It is very dangerous.",,"815 W Gourley PIKE","Bloomington","IN","47404","39.18615341","-86.54261017","POINT (-86.54261017 39.18615341)","9"
"20920","2007-09-04T04:00:00.000","2016-09-11T22:02:05.000","2007-09-04T04:00:00.000","closed","Phone Call","Excessive Growth","Vacant lot.  Full of weeds, some w/thorns and many feet tall.",,"2624 W PAIGE","Bloomington","IN",,,,,"9"
"20923","2007-09-04T04:00:00.000","2020-10-05T14:42:52.000","2007-09-04T04:00:00.000","closed","Phone Call","Excessive Growth","east, southeast side of subdivision overgrown, never mowed, awful to look at and dangerous, too",,"2067 W Arbor Ridge WAY","Bloomington","IN","47403","39.14863968","-86.55954742","POINT (-86.55954742 39.14863968)","9"
"20930","2007-09-04T04:00:00.000","2016-09-11T22:02:05.000","2007-09-04T04:00:00.000","closed","Phone Call","Excessive Growth","The entire street is over-grown.",,"W GOURLEY PIKE","Bloomington","IN",,,,,"9"
"20931","2007-09-04T04:00:00.000","2016-09-11T22:02:05.000","2007-09-04T04:00:00.000","closed","Phone Call","Excessive Growth","The street between 14th/16th or N. Woodburn/Madison is over-grown.  The caller was unsure of any address.","HAND","W 14TH ST","Bloomington","IN",,,,,"9"
"20994","2007-08-31T04:00:00.000","2016-09-11T22:02:05.000","2007-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","Trees growing over the street.  It's been going on for years and wants to know why it is allowed. Is also concerned about the safety of children in area because of the trees.","HAND","1232 W 10th ST","Bloomington","IN","47404",,,,"9"
"20995","2007-08-31T04:00:00.000","2020-10-05T14:42:52.000","2007-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","Weeds are like a jungle in backyard.",,"3518 WELINGTON DR","Bloomington","IN",,,,,"9"
"21021","2007-08-31T04:00:00.000","2016-09-11T22:02:05.000","2007-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","Yard totally overgrown.  Unable to see to pull out of 15th on to Madison.  Doesn't understand why something isn't being done.","HAND","1015 N Madison ST","Bloomington","IN","47404","39.17645645","-86.53794861","POINT (-86.53794861 39.17645645)","9"
"21022","2007-08-31T04:00:00.000","2016-09-11T22:02:05.000","2007-08-31T04:00:00.000","closed","Phone Call","Excessive Growth","Corner of 15th and Jackson - Can't see to pull out because of large shrub or tree.","HAND","W 15TH ST","Bloomington","IN",,,,,"9"
"21027","2007-08-30T04:00:00.000","2020-10-05T14:42:52.000","2007-08-30T04:00:00.000","closed","Walk In","Excessive Growth","Weeds behind this house along W. Hillside scraping trucks.",,"1425 S Madison ST","Bloomington","IN","47403","39.15068436","-86.53749847","POINT (-86.53749847 39.15068436)","9"
"21072","2007-08-29T04:00:00.000","2016-09-11T22:02:05.000","2007-08-29T04:00:00.000","closed","Phone Call","Excessive Growth","House is vacant.  Weeds are growing up at the street.","HAND","201 E Glendora DR","Bloomington","IN","47408","39.19067383","-86.53276825","POINT (-86.53276825 39.19067383)","9"
"21080","2007-08-28T04:00:00.000","2016-09-11T22:02:05.000","2007-08-28T04:00:00.000","closed","Phone Call","Excessive Growth","barnyard like overgrowth","HAND","1015 N Madison ST","Bloomington","IN","47404","39.17645645","-86.53794861","POINT (-86.53794861 39.17645645)","9"
"21104","2007-08-28T04:00:00.000","2016-09-11T22:02:05.000","2007-08-28T04:00:00.000","closed",,"Excessive Growth","weeds on sidewalk, ""that guy who lives there, he don't do nothing, he just goes in and out""",,"346 S Davisson ST","Bloomington","IN","47403","39.16298676","-86.54576111","POINT (-86.54576111 39.16298676)","9"
"21109","2007-08-27T04:00:00.000","2016-09-11T22:02:05.000","2007-08-27T04:00:00.000","closed","Walk In","Excessive Growth","yard overgrown, beginning to attract things",,"817 W Chambers DR","Bloomington","IN","47403","39.14621353","-86.54227448","POINT (-86.54227448 39.14621353)","9"
"21227","2007-08-23T04:00:00.000","2016-09-11T22:02:05.000","2007-08-23T04:00:00.000","closed","Walk In","Excessive Growth","overgrown with weeds","HAND","201 E Glendora DR","Bloomington","IN","47408","39.19067383","-86.53276825","POINT (-86.53276825 39.19067383)","9"
"21268","2007-08-22T04:00:00.000","2016-09-11T22:02:05.000","2007-08-22T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown",,"501-503","Bloomington","IN",,,,,"9"
"21269","2007-08-22T04:00:00.000","2016-09-11T22:02:05.000","2007-08-22T04:00:00.000","closed","Phone Call","Excessive Growth","weeds overgrown",,"419-421","Bloomington","IN",,,,,"9"
"21270","2007-08-22T04:00:00.000","2016-09-11T22:02:05.000","2007-08-22T04:00:00.000","closed","Phone Call","Excessive Growth","overgrown weeds",,"511-513","Bloomington","IN",,,,,"9"
"21293","2007-08-21T04:00:00.000","2016-09-11T22:02:05.000","2007-08-21T04:00:00.000","closed","Phone Call","Excessive Growth","property adjacent and behind this property and 1424 overgrown,Deckard says that it belongs to the city, needs it taken care of",,"1422 S Monon DR","Bloomington","IN","47403","39.15075684","-86.53467560","POINT (-86.5346756 39.15075684)","9"
"21301","2007-08-20T04:00:00.000","2016-09-11T22:02:05.000","2007-08-20T04:00:00.000","closed","Phone Call","Excessive Growth","tree down in yard, in danger of breaking her windows","HAND","221 N Adams ST","Bloomington","IN","47404","39.16791534","-86.54978943","POINT (-86.54978943 39.16791534)","9"
"21443","2007-08-16T04:00:00.000","2016-09-11T22:02:05.000","2007-08-16T04:00:00.000","closed","Other","Excessive Growth","Laurel from Public Works received a complaint about the sidewalks being overgrown, particularly the entry to the Stands, from Karen Fernandez (This address is a guess based on what Laurel reported.)",,"2225 S High ST","Bloomington","IN","47401","39.13733292","-86.50769043","POINT (-86.50769043 39.13733292)","9"
"21445","2007-08-16T04:00:00.000","2016-09-11T22:02:05.000","2007-08-16T04:00:00.000","closed","Phone Call","Excessive Growth","High grass and weeds.","HAND","1205 W 7th ST","Bloomington","IN","47404","39.16851425","-86.54896545","POINT (-86.54896545 39.16851425)","9"
"21446","2007-08-16T04:00:00.000","2016-09-11T22:02:05.000","2007-08-16T04:00:00.000","closed","Phone Call","Excessive Growth","weeds out into alley that runs north south between 1st and Maxwell","HAND","809 S Henderson ST","Bloomington","IN","47401","39.15863419","-86.52675629","POINT (-86.52675629 39.15863419)","9"
"21476","2007-08-14T04:00:00.000","2016-09-11T22:02:05.000","2007-08-14T04:00:00.000","closed","Phone Call","Excessive Growth","High grass and a wood pile beside the shed.",,"2307 S ROGERS ST L 74","Bloomington","IN",,,,,"9"
"21511","2007-08-13T04:00:00.000","2020-10-05T14:42:52.000","2007-08-13T04:00:00.000","closed","Phone Call","Excessive Growth","WEEDS, FLOWERS OVERGROWN, LINE OF SIGHT PROBLEM, NEED TO BE REMOVED",,"900 W 2nd ST","Bloomington","IN","47403","39.16163254","-86.54350281","POINT (-86.54350281 39.16163254)","9"
"21634","2007-08-09T04:00:00.000","2016-09-11T22:02:05.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","yard has not been mowed in years",,"1403 W Hickory LN","Bloomington","IN","47404","39.18590546","-86.55316925","POINT (-86.55316925 39.18590546)","9"
"21636","2007-08-09T04:00:00.000","2020-10-05T14:42:52.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.",,"621 W Kirkwood AVE","Bloomington","IN","47404","39.16647339","-86.54076385","POINT (-86.54076385 39.16647339)","9"
"21637","2007-08-09T04:00:00.000","2016-09-11T22:02:05.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","Yard overgrown.","HAND","1101 N Woodburn AVE","Bloomington","IN","47404","39.17699051","-86.53625488","POINT (-86.53625488 39.17699051)","9"
"21639","2007-08-09T04:00:00.000","2016-09-11T22:02:05.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","House has been abandoned for 2 years and is going in Sheriff's Sale.  Fei Well is the attorney for the mortgage co.  251 N. Illinois St. Ste. 1700, Indianapolis, IN 46204 317-237-2727.  The yard is a mess and needs cut.","HAND","4336 E Cricket KNL","Bloomington","IN","47401","39.15343475","-86.47357941","POINT (-86.47357941 39.15343475)","9"
"21641","2007-08-09T04:00:00.000","2016-09-11T22:02:05.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","Citizen states that there are weeds and wildflowers blocking the line of sight for those traveling on Meadowbluff Court to turn onto High Street.  The problem is on the Northeast corner.",,"2105 E Meadowbluff CT","Bloomington","IN","47401","39.14300919","-86.50798798","POINT (-86.50798798 39.14300919)","9"
"21643","2007-08-09T04:00:00.000","2016-09-11T22:02:05.000","2007-08-09T04:00:00.000","closed","Phone Call","Excessive Growth","Grass has not been cut.","HAND","1101 N Woodburn AVE","Bloomington","IN","47404","39.17699051","-86.53625488","POINT (-86.53625488 39.17699051)","9"
"21671","2007-08-08T04:00:00.000","2016-09-11T22:02:05.000","2007-08-08T04:00:00.000","closed","Phone Call","Excessive Growth","alley behind house a mess, overgrown","HAND","800 N Washington ST","Bloomington","IN","47408","39.17360687","-86.53209686","POINT (-86.53209686 39.17360687)","9"
"21674","2007-08-08T04:00:00.000","2016-09-11T22:02:05.000","2007-08-08T04:00:00.000","closed","Phone Call","Excessive Growth","trash, dirt pathway, behind house in alley sign from 9th and Washington","HAND","803 N Lincoln ST","Bloomington","IN","47408","39.17379379","-86.53123474","POINT (-86.53123474 39.17379379)","9"
"21695","2007-08-07T04:00:00.000","2016-09-11T22:02:05.000","2007-08-07T04:00:00.000","closed","Phone Call","Excessive Growth","Trees growing over sidewalk.","HAND","1130 E Atwater AVE","Bloomington","IN","47401","39.16284561","-86.51927948","POINT (-86.51927948 39.16284561)","9"
"21733","2007-08-06T04:00:00.000","2016-09-11T22:02:05.000","2007-08-06T04:00:00.000","closed","Phone Call","Excessive Growth","High grass.","HAND","201 S GLENDORA DR","Bloomington","IN",,,,,"9"
"21774","2007-08-03T04:00:00.000","2020-10-05T14:42:52.000","2007-08-03T04:00:00.000","closed","Walk In","Excessive Growth",,,"402 W 2ND ST","Bloomington","IN",,,,,"9"
"21792","2007-08-02T04:00:00.000","2016-09-11T22:02:05.000","2007-08-02T04:00:00.000","closed","Phone Call","Excessive Growth","yard has not been mowed, dangerous, AND trash throughout yard; disputes whether it was ever mowed this summer",,"1606 S Greystone CT","Bloomington","IN","47401","39.14955902","-86.52487183","POINT (-86.52487183 39.14955902)","9"
"21855","2011-06-28T14:40:40.000","2016-09-11T22:02:05.000","2011-11-03T20:50:40.000","closed","Phone Call","Excessive Growth","yard overgrown",,"1126 S Fairview ST","Bloomington","IN","47403","39.15444946","-86.54146576","POINT (-86.54146576 39.15444946)","9"
"21882","2007-07-27T04:00:00.000","2016-09-11T22:02:05.000","2007-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","Grass needs to be cut in the front and back yard.",,"3864 S Bainbridge DR","Bloomington","IN","47401","39.12717056","-86.51629639","POINT (-86.51629639 39.12717056)","9"
"21883","2007-07-27T04:00:00.000","2016-09-11T22:02:05.000","2007-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","The flowers are so tall it is blocking the line-of-sight.",,"800 E Grimes LN","Bloomington","IN","47401","39.15311813","-86.52465820","POINT (-86.5246582 39.15311813)","9"
"21884","2007-07-27T04:00:00.000","2020-10-05T14:42:52.000","2007-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","The flowers are so tall it is blocking the line-of-sight.",,"800 E Grimes LN","Bloomington","IN","47401","39.15311813","-86.52465820","POINT (-86.5246582 39.15311813)","9"
"21885","2007-07-27T04:00:00.000","2020-10-05T14:42:52.000","2007-07-27T04:00:00.000","closed","Phone Call","Excessive Growth","The flowers are so tall it is blocking the line-of-sight.",,"800 E Grimes LN","Bloomington","IN","47401","39.15311813","-86.52465820","POINT (-86.5246582 39.15311813)","9"
