"year","domain","subdomain","age_group","indicator","overall","gender","household_income","race_ethnicity","special_ed","grade","average","sample_size","total","data_source","data_source_organization","data_provider_organization","notes","indicator_justification","calculation_method","findings","zip_code","location"
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","SMMUSD Santa Monica students who place in college-level English and Math",,"Male",,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"Placement scores for English and Math at the start of college reflect academic preparation for college and are correlated with future academic success.","The number of SMC freshman who graduated from Santa Monica and Olympic High Schools who passed the placement tests for both collegel-level English and math, divided by thte total number of SMC freshmen who graduated from those high schools who took the tests. ","The rate for those who passed was quite low, although a bit higher than the rate for all SMC first-time freshmen. Just over 82% of SMMUSD Santa Monica students entering SMC failed to place in both college-level English and Math, suggesting that most graduates of Satna Monica public schools who enter community college have not achieved the skills needed to be successful in college-level courses.",,
"2012","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Youth reporting substance use over the previous month",,,,"White",,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a measure of substance abuse and emotional health.","The number of students answering that they used substances over the previous month when answering the corresponding question on the California Healthy Kids Survey (CHKS) was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support. ","Although most 7th graders did not use substances of any kind the previous month, usage rates increase substantially with grade level and show that 33% of 9th graders and 50% of 11th graders used substances over the previous month, which is a very high rate. Olympic High School (Alternative Education) students had a 10% higher rate than 11th graders - 60% of those students said they used substances.  The findings call for the need to focus further on youth substance abuse issues.",,
"2009","Learning & School Achievement","Academic Success","High School (14-18)","High school graduation rate",,"Female",,,,,"92.9","354","381",,,,,,,,,
"2012",,,,"Reported incidents in Santa Monica where a Santa Monica youth (18-24 years) was the victim",,,,"White",,,"61",,,,,,,,,,,
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Elementary (6-10)","Fitness level of 5th Grade Santa Monica public school students",,"Female",,,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 5th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 5th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 5th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2013","Learning & School Achievement","Academic Success","[ALL STUDENTS]","School suspension rate","Overall",,,,,,"2.8","266","9383","Currently Unknown","Santa Monica-Malibu Unified School District","SMMUSD Student Services",,"School suspension is a key indicator of academic success and behavioral adjustment, and is a predictor of future school performance.","The rate is calculated by dividing the number of suspensions per 100 K-12 Santa Monica public school students. ","Very few students in the District are suspended, making SMMUSD rates much lower than those for the County and State.  ",,
"2010","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","SMMUSD graduates successfully completing first semester courses at SMC",,,,"Other",,,,,,"Currently Unknown","Santa Monica College","Santa Monica College","Grade level of C or higher by SMMUSD Santa Monica high school graduate","Successful completion of first semester courses in college is an indicator of a students' general preparation for college and a predictor of future transfer to a four-year university.","The total number of first semester courses successfully completed with a C or higher by SMC students who graduated from Santa Monica and Olympic High Schools was divided by the total number of courses taken.","Although a majority of first semester courses are passed by freshmen who graduated from SMMUSD schools, about one-third of courses taken are not successfully completed in the first semester.  This rate is slightly better than that for all SMC freshman. ",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduates completing college admission requirements",,,,"2 or more",,,"76.7","33","43","DataQuest Report","California Department of Education","SMMUSD Educational Services","Requirements per CSU/UC system","This indicator is a strong measure of academic success and preparation for college. ","The number of seniors graduating from Santa Monica and Olympic High Schools who met all requirements, divided by the total number of seniors graduating from Santa Monica and Olympic High Schools.","Slightly more than 75% of high school graduates completed college admission requirements.  This rate is much higher than the rates for the county and state. Asian/Pacific Islanders and White students have a disproportionately higher rate of completing college admission requirements than students of color.  Females are also more likely than males to complete the college admission requirements by nearly 10%. ",,
"2012",,,,"Youth (13-17 years) cited for crimes in Santa Monica",,"Female",,,,,"25",,,,,,,,,,,
"2012",,,,"Youth (18-24 years) arrested and booked for crimes in Santa Monica",,,,,,,"479",,,,,,,,,,"Beyond-SM/Unknown",
"2012",,,,"Youth (18-24 years) arrested and booked for crimes in Santa Monica",,,,,"No",,,,,,,,,,,,,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report feeling safe at school",,,,"White",,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This indicator provides a measure of students' perception of safety of the learning environment.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about school safety was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Most students in middle school and Santa Monica high school feel safe at school, which those at Olympic High feel less safe. 9th graders are less likely than 7th or 11th graders to feel safe at school.",,
"2012","Learning & School Achievement","Academic Success","[ALL STUDENTS]","High attendance rate (90-100% of all school days)",,,,"African American",,,"78.9","522","662","Currently Unknown","Santa Monica-Malibu Unified School District ","SMMUSD Student Services",,"Regular school attendance is an indicator of adjustment to school life and academic success.","The total number of SMMUSD students who attend Santa Monica schools with 18 or fewer absences during the school year was divided by the total number of students enrolled at the beginning of the year. ","Almost 90% of SMMUSD students in Santa Monica schools attend school regularly.",,
"2012","Learning & School Achievement","Academic Success","[ALL STUDENTS]","High attendance rate (90-100% of all school days)",,"Female",,,,,"86.7","3922","4827","Currently Unknown","Santa Monica-Malibu Unified School District ","SMMUSD Student Services",,"Regular school attendance is an indicator of adjustment to school life and academic success.","The total number of SMMUSD students who attend Santa Monica schools with 18 or fewer absences during the school year was divided by the total number of students enrolled at the beginning of the year. ","Almost 90% of SMMUSD students in Santa Monica schools attend school regularly.",,
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","Santa Monica high school grads attending SMC who re-enroll for Spring Semester",,"Male",,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term re-enrollment for spring semester is a key indicator of successful academic progress and later transfer to a four-year university.","The total number SMC first-time freshmen who were graduates of Santa Monica and Olympic High Schools that re-enrolled for spring semester was divided by the total number of Santa Monica and Olympic High School grads who entered SMC as first-time freshmen in the Fall Semester.","Most SMC first-term fall students from a SMMUSD Santa Monica high school re-enrolled in spring semester, a rate that is higher (by 6%) than that for all SMC first-term freshman.",,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[TBD]","Students using the Reduced & Free Lunch Program",,,,"Latino",,,"56.4","1893","3358","Currently Unknown","Santa Monica-Malibu Unified School District","SMMUSD Student Services",,"This indicator measures the propotion of SMMUSD Santa Monica students who are low to low-moderate income, and could benefit from a daily free or low cost meal program. Children from lower income households are at risk for poverty-related challenges such as food insecurity and material wellbeing. ","The total number of students enrolled in SMMUSD Santa Monica schools who participated in the National School Lunch Program, divided by the total number of students enrolled in Santa Monica public schools.","More than 25% of students in Santa Monica public schools enroll in the Reduced & Free Lunch Program, a rate significantly below those for the County and State. By far, the largest proportion of children using the program live in zip codes 90404 and 90405.",,
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school students with a caring adult outside school and home",,,,,,"9","84","670","798","California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of middle and high school students' perception of access to supportive community and adults outside of school and home","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about having a caring adult outside of school and home was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","By far most middle and high school students report that they have a caring adult outside of school and home. Percentages were similar for the three grade levels. Alternative Education students at Olympic High was the lowest group.",,
"2012","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of child abuse",,,,"2 or more",,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Children and Family Services","Los Angeles County Department of Children and Family Services ",,"This is a measure of the safety of children's environment and the level of the maltreatment of young children through teenagers. It is correlated with current and future emotional development and wellbeing.","The number of unduplicated referrals of child abuse received during the year for children 0 to 17 years of age in Santa Monica was divided by the total number of children 0 to 17 years of age, based on the American Community Survey.","Reports of physical, sexual, and/or emotiaonl abuse or neglect were filed for just over 5% of children in Santa Monica.  The substantiated number of cases of child abuse/neglect for Santa Monica is low 53 cases. ",,
"2012","Learning & School Achievement","Academic Success","Elementary (6-10)","3rd grade students proficient or higher in language arts",,,,,,,"61.3","49","80","California Standardized Test (CST)","Santa Monica-Malibu Unified School District ","SMMUSD Educational Services",,"3rd grade language arts proficiency is a key measure of language arts skills and a predictor of both future literacy and academic success.","The number of Santa Monica 3rd graders who scored proficient or advanced on the English Language Arts California Standards Test divided by the total number of Santa Monica 3rd graders who took the test.","More than 33% of SMMUSD Santa Monica 3rd graders are not proficient in language arts by Grade 3. Asian/Pacific Islanders and White students have a disproportionately higher rate of proficiency than students of color. Low income, Hispanic/Latino, African American students and those living in zip codes 90401 and 90404 (Downtown and Pico neighborhooods) are particularly vulnerable. The overall proficiency rate (66.4%) is much higher than the rates for the county and state.","Beyond-SM/Unknown",
"2013","Learning & School Achievement","Academic Success","[ALL STUDENTS]","School suspension rate",,"Female",,,,,,,,"Currently Unknown","Santa Monica-Malibu Unified School District","SMMUSD Student Services",,"School suspension is a key indicator of academic success and behavioral adjustment, and is a predictor of future school performance.","The rate is calculated by dividing the number of suspensions per 100 K-12 Santa Monica public school students. ","Very few students in the District are suspended, making SMMUSD rates much lower than those for the County and State.  ",,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report feeling safe at school",,,,,,"7","68","541","796","California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This indicator provides a measure of students' perception of safety of the learning environment.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about school safety was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Most students in middle school and Santa Monica high school feel safe at school, which those at Olympic High feel less safe. 9th graders are less likely than 7th or 11th graders to feel safe at school.",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Preschool/Kindergarten (0-5)","Immunization rate for children entering Kindergarten",,"Female",,,,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Public Health","Los Angeles County Department of Public Health","Disaggregated data not available","Immunization rate is a reflection of access to early health care. ","The number of preschool and kindergarten students in Santa Monica who are fully vaccinated by kindergarten, divided by the total number of children 0-6 years old in Santa Monica, based on the County of Los Angeles Public Health report.  The number includes ""personal belief exemptions"" - children who had access to immunizations, but whose parents opted not to have them immunized.","Nearly all young children in Santa Monica are fully vaccinated at entry to kindergarten, which is strong evidence that they have regular access to health care.  They are vaccinated at higher rates than children in the county, state and nation. ",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduation rate",,,"Low",,,,"89.4","269","301","SMMUSD & DataQuest NOTE: DataQuest comes late but is FINAL grad rate per state of CA","Santa Monica-Malibu Unified School District and/or Ca Dept of Education","SMMUSD Educational Services",,"High school graduation rate is a general indicator of academic achievement and a key predictor of future employment income.","The number of Santa Monica High School grads who began SAMOHI in 9th grade, divided by the total number of SAMOHI students who actually graduated","Only 8% of SAMOHI grades who started at the school in 9th grade failed to graduate. This rate is by far better than those for the County and the State. African American and Latino students graduate at slightly lower rates than students of other ethnicities. Students who are from lower-income households have slightly lower graduation rate than those students who are from middle or high income households.",,
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,,"Middle/High",,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduates completing college admission requirements",,,"Middle/High",,,,,,,"DataQuest Report","California Department of Education","SMMUSD Educational Services","Requirements per CSU/UC system","This indicator is a strong measure of academic success and preparation for college. ","The number of seniors graduating from Santa Monica and Olympic High Schools who met all requirements, divided by the total number of seniors graduating from Santa Monica and Olympic High Schools.","Slightly more than 75% of high school graduates completed college admission requirements.  This rate is much higher than the rates for the county and state. Asian/Pacific Islanders and White students have a disproportionately higher rate of completing college admission requirements than students of color.  Females are also more likely than males to complete the college admission requirements by nearly 10%. ",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Elementary (6-10)","Fitness level of 5th Grade Santa Monica public school students",,,"Low",,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 5th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 5th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 5th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report being harassed at school",,,,,,"9","35","279","798","California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of the school social environment and is linked to bulling on campus.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about being harrassed on the school campus over the past year was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Students in 7th and 9th grade and Alternative Education report higher rates of harrassment than those in 11th grade. Harassment is particularly high in Alternative Education. ",,
"2010","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","First term GPA for SMC freshmen who graduated from SMMUSD",,,,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term GPA is a key predictor of students' continuation with college and future academic success.","The grade point averages of Santa Monica and Olympic High School graduates who were first-time freshmen in fall term  were averaged across the courses they took that semester.","Santa Monica and Olympic High School students first term average GPA at SMC is a solid ""C"" and slightly lower than the average for all first term freshman students at SMC. ","Beyond-SM/Unknown",
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","High School (14-18)","Fitness level of 9th Grade Santa Monica public school students",,,,"Asian",,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 9th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 9th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 9th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2012","Learning & School Achievement","Academic Success","High School (14-18)","High school graduation rate",,,,,"No",,"92.6","624","674","SMMUSD & DataQuest NOTE: DataQuest comes late but is FINAL grad rate per state of CA","Santa Monica-Malibu Unified School District and/or Ca Dept of Education","SMMUSD Educational Services",,"High school graduation rate is a general indicator of academic achievement and a key predictor of future employment income.","The number of Santa Monica High School grads who began SAMOHI in 9th grade, divided by the total number of SAMOHI students who actually graduated","Only 8% of SAMOHI grades who started at the school in 9th grade failed to graduate. This rate is by far better than those for the County and the State. African American and Latino students graduate at slightly lower rates than students of other ethnicities. Students who are from lower-income households have slightly lower graduation rate than those students who are from middle or high income households.",,
"2009","Learning & School Achievement","Academic Success","Middle School (11-13)","8th grade students who successfully complete Algebra",,,,"Other",,,,,,"Student Transcripts","Santa Monica-Malibu Unified School District","SMMUSD Educational Services","Grade C or Better","Successful completion of Algebra in 8th grade is a key indicator of current and future mathematical success and college attendance. ","The number of SMMUSD Santa Monica 8th grade students who took Algebra and received a C or better, divided by the total number of 8th graders in Santa Monica public schools.","Of all Santa Monica 8th graders, nearly 60% took and successfully passed algebra.  Low income students were much less likely to take and complete algebra than middle/high income students as were students in zip codes 90401 and 90404 (Mid-City and Pico neighborhoods). Hispanic/Latinos and African Americans had slightly  lower rates compared to other ethnic groups, emphasizing the achievement gap.",,
"2012",,,,"Reported incidents in Santa Monica where a Santa Monica youth (0-17 years) was the victim","Overall",,,,,,"135",,,,,,,,,,,
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school students with a caring adult outside school and home",,,"Middle/High",,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of middle and high school students' perception of access to supportive community and adults outside of school and home","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about having a caring adult outside of school and home was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","By far most middle and high school students report that they have a caring adult outside of school and home. Percentages were similar for the three grade levels. Alternative Education students at Olympic High was the lowest group.",,
"2012","Social Skills & Confidence","In School","[TBD]","Students who report being harassed at school",,,,"Other",,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of the school social environment and is linked to bulling on campus.","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about being harrassed on the school campus over the past year was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","Students in 7th and 9th grade and Alternative Education report higher rates of harrassment than those in 11th grade. Harassment is particularly high in Alternative Education. ",,
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","SMMUSD graduates successfully completing first semester courses at SMC",,,"Low",,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College","Grade level of C or higher by SMMUSD Santa Monica high school graduate","Successful completion of first semester courses in college is an indicator of a students' general preparation for college and a predictor of future transfer to a four-year university.","The total number of first semester courses successfully completed with a C or higher by SMC students who graduated from Santa Monica and Olympic High Schools was divided by the total number of courses taken.","Although a majority of first semester courses are passed by freshmen who graduated from SMMUSD schools, about one-third of courses taken are not successfully completed in the first semester.  This rate is slightly better than that for all SMC freshman. ",,
"2009","Learning & School Achievement","Academic Success","Elementary (6-10)","3rd grade students proficient or higher in language arts",,,"Low",,,,"40.16","49","122","California Standardized Test (CST)","Santa Monica-Malibu Unified School District ","SMMUSD Educational Services",,"3rd grade language arts proficiency is a key measure of language arts skills and a predictor of both future literacy and academic success.","The number of Santa Monica 3rd graders who scored proficient or advanced on the English Language Arts California Standards Test divided by the total number of Santa Monica 3rd graders who took the test.","More than 33% of SMMUSD Santa Monica 3rd graders are not proficient in language arts by Grade 3. Asian/Pacific Islanders and White students have a disproportionately higher rate of proficiency than students of color. Low income, Hispanic/Latino, African American students and those living in zip codes 90401 and 90404 (Downtown and Pico neighborhooods) are particularly vulnerable. The overall proficiency rate (66.4%) is much higher than the rates for the county and state.",,
"2010","Learning & School Achievement","Academic Success","Elementary (6-10)","3rd grade students proficient or higher in language arts",,,,"2 or more",,,"64.52","20","31","California Standardized Test (CST)","Santa Monica-Malibu Unified School District ","SMMUSD Educational Services",,"3rd grade language arts proficiency is a key measure of language arts skills and a predictor of both future literacy and academic success.","The number of Santa Monica 3rd graders who scored proficient or advanced on the English Language Arts California Standards Test divided by the total number of Santa Monica 3rd graders who took the test.","More than 33% of SMMUSD Santa Monica 3rd graders are not proficient in language arts by Grade 3. Asian/Pacific Islanders and White students have a disproportionately higher rate of proficiency than students of color. Low income, Hispanic/Latino, African American students and those living in zip codes 90401 and 90404 (Downtown and Pico neighborhooods) are particularly vulnerable. The overall proficiency rate (66.4%) is much higher than the rates for the county and state.",,
"2013","Learning & School Achievement","Academic Success","Preschool/Kindergarten (0-5)","Very ready in communication skills & general knowledge",,,,,,,,,,"Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This indicates ability to understand verbal communication and to use language to express their ideas, with a specific focus on those skills needed for success in school.","Number of kindergarten students observed by their teachers using the Early Development Instrument (EDI) by the total number of children observed [75th percentile or higher]. The EDI is a standardized way to collect information about children entering kindergarten within a given geographic location.","Over one-third of children in Santa Monica entering kindergarten are very or highly ready to communicate experiences, ideas, wishes, and feelings in a way that can be understood by others and to understand the language of other children or adults.  Boys in Santa Monica lag behind girls in this domain by 17%. Children residing in zip code 90401 had the lowest percentage in this domain, with approximately 21% of children very ready in communication and general knowledge. ","Beyond-SM/Unknown",
"2013","Emotional Maturity & Mental Health","In School","Preschool/Kindergarten (0-5)","Children very emotionally ready for kindergarten",,"Female",,,,,"40.2","106","264","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This is a key indicator of children's emotional readiness for kindergarten, which includes components of emotional maturity such as comfort in engaging in new activities, level of anxiety, ability to help others, and aggression - all critical to learning in school.","The rate was calculated by taking the number of kindergarten children identified as very emotionally ready for kindergarten based on teachers ratings using the Early Development Instrument and dividing by the total number of children who were rated using the EDI.  Those children who fell at or above the 75th percentile were considered very emotionally ready. The Early Development Instrument is a standardized assessment of kindergarteners in geographic area. ","Slightly more than a third of SMMUSD kindergarten children are identified as very emotionally ready for school.  Specific groups of children are considerably more vulnerable in this area than others, including African American and Hispanic/Latino students and boys in general. Only 28.7% of children living in the Pico Neighborhood area were very emotionally ready for kindergarten, a rate much lower than any other Santa Monica neighborhoods.",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Youth reporting alcohol use over the previous month",,,"Middle/High",,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a general measure of emotional wellbeing, behavior and a targeted measure of teen alcohol use.","The number of students answering that they used substances over the previous month when answering the corresponding question on the California Healthy Kids Survey (CHKS) was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support.","While very few 7th graders report that they used alcohol in the previous month, 27% of 9th graders used it and a large percentage (42%) of 11th graders used alcohol in the previous month.  Olympic High school (Alternative Educatino) students report use at a rate of 40%.  These findings suggest the need to focus on youth alcohol use in Santa Monica. ",,
"2012","Learning & School Achievement","Academic Success","[ALL STUDENTS]","School suspension rate",,,"Low",,,,,,,"Currently Unknown","Santa Monica-Malibu Unified School District","SMMUSD Student Services",,"School suspension is a key indicator of academic success and behavioral adjustment, and is a predictor of future school performance.","The rate is calculated by dividing the number of suspensions per 100 K-12 Santa Monica public school students. ","Very few students in the District are suspended, making SMMUSD rates much lower than those for the County and State.  ",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of child abuse","Overall",,,,,,"5","619","12474","Customized Report per Request from City of Santa Monica","Los Angeles County Department of Children and Family Services","Los Angeles County Department of Children and Family Services ",,"This is a measure of the safety of children's environment and the level of the maltreatment of young children through teenagers. It is correlated with current and future emotional development and wellbeing.","The number of unduplicated referrals of child abuse received during the year for children 0 to 17 years of age in Santa Monica was divided by the total number of children 0 to 17 years of age, based on the American Community Survey.","Reports of physical, sexual, and/or emotiaonl abuse or neglect were filed for just over 5% of children in Santa Monica.  The substantiated number of cases of child abuse/neglect for Santa Monica is low 53 cases. ",,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","[TBD]","Teen birth rate",,,,"White",,,,,,"Customized Report per Request from HSD","Los Angeles County Department of Public Health","Los Angeles County Department of Public Health","Ages 13-19","Teen birth rate is an important predictor of wellbeing and healhty behavior. Teen parents have more risk factors and stressors than adult parents. ","The number of teen births in Santa Monica was divided by the total number of teens (13-19 years) in Santa Monica. ","Less than 1% of all Santa Monica teens have given birth. ",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of domestic violence where minors are involved",,,,"Asian",,,,,,"Customized Report per Request from HSD","Santa Monica Police Department","SMPD Crime Analyst","Cases reported to SMPD","This is a key indicator of violence in the home and family environments and correlates with children's emotional and behavioral development and adjustment. ","Number was calculated from SMPD Report of domestic violence cases where the child or youth is the reported victim and that number was divided by the total youth population in Santa Monica based on American Community Survey. ","A very small proportion of Santa Monica youth were reported victims of domestic violence abuse. This number reflects only reported rates of DV to SMPD and studies show that domestic violence is an underreported crime.  Children can be both direct victims of violence and witnesses to violence in the home.  The National Center for Children Exposed to Violence reports that an estimated 3 to 10 million children witness assaults against a parent by an intimate partner.  Furthermore, the US Department of Justice reports that 11% of family violence is directed toward a child by a parent. ",,
"2013","Emotional Maturity & Mental Health",,"[TBD]","Youth reporting significant periods of extreme sadness and hopelessness over the past 12 months",,,,,"No",,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a measure of emotional wellbeing, which correlates with poor academic achievement and impacts other areas of development.","The number of students answering ""yes"" to the question on the California Healthy Kids Survey (CHKS) about significant periods of extreme sadness and hopelessness over the previous 12 months was divided by the total number of students answering the question. The CHKS is  a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support. ","Overall, slightly more than 1/4 of students surveyed experienced significant periods of extreme sadness and hopelessness over the previous year. There was not a large difference between the rates for 7th and 11th graders.  The rate for 9th graders was higher at 29%. These data indicate that a significant number of students felt so sad and hopeless daily over at least some usual activities.  Again, the rate for those students at Olympic High School was particularly high  33.3% experienced at least one such episode (small sample size of  15 students).  ",,
"2012","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Preschool/Kindergarten (0-5)","Kindergarteners who are very physically ready for school",,,,"African American",,,"25.8","8","31","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This indicator focuses on the physical skills needed to be ready for school up by Kindergarten.","The rate is calculated by dividing the number of kindergarten children identified by their teachers as very physically ready when rated using the Early Development Instrument (EDI) by the total number of children who were observed.  Those children who fell at or above 75th percentile were considered very physically ready. The EDI is a standardized assesment of children entering kindergarten, based on geographic location. ","Nearly 1/3 of Santa Monica's children entering kindergarten are very physically ready.  Many are not highly prepared to complete common kindergarten and 1st grade tasks (i.e. controlling a pencil), and being physically independent.  Boys are less likely than girls (by 15%) to be very physically ready.  Children in the Pico Neighborhood and Sunset Park, and Hispanic/Latino and African American children are more vulnerable in their physical readiness for kindergarten.",,
"2009","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,"Male",,,,,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
