Incident Number,Incident Date,Call Type Description,Location,Reporting District,Station,Received,Cleared,Disposition,Latitude,Longitude,Map Point,Census Block 2000 GeoId,Census Tract 2000 GeoId,Census Block 2010 GeoId,Census Tract 2010 GeoId,california_census_zipcodes
16017275,12/19/2016,Emergency Medical Service (EMS),800BLK 4TH ST,E-6,Station 1 ,12/19/2016 09:56:09 PM,12/19/2016 10:53:17 PM,Report              ,34.023856316348045,-118.50384867599176,"(34.023856316348, -118.503848675992)",,,060377014022002,06037701402,365
16017274,12/19/2016,Emergency Medical Service (EMS),2800BLK PICO BLVD,E-5N,Station 5 ,12/19/2016 09:43:44 PM,12/19/2016 09:58:25 PM,Report              ,34.024281177156674,-118.46045288821411,"(34.024281177157, -118.460452888214)",,,060377018013015,06037701801,363
16017273,12/19/2016,Emergency Medical Service (EMS),1600BLK LINCOLN BLVD,E-1,Station 1 ,12/19/2016 09:22:56 PM,12/19/2016 09:42:39 PM,Report              ,34.015848271275608,-118.48710681445374,"(34.015848271276, -118.487106814454)",,,060377018024025,06037701802,364
16017272,12/19/2016,Trash/Dumpster Fire ,400BLK SANTA MONICA BLVD,E-1,Station 1 ,12/19/2016 09:02:16 PM,12/19/2016 09:15:32 PM,Report              ,34.016797895087649,-118.49467314554408,"(34.016797895088, -118.494673145544)",,,060377019021033,06037701902,368
16017270,12/19/2016,Emergency Medical Service (EMS),1400BLK OLYMPIC BLVD ,E-3,Station 3 ,12/19/2016 08:23:16 PM,12/19/2016 08:52:54 PM,Report              ,34.019723295418459,-118.4805142361584,"(34.019723295419, -118.480514236158)",,,060377018024017,06037701802,364
16017269,12/19/2016,Emergency Medical Service (EMS),300BLK BAY ST,E-2,Station 2 ,12/19/2016 07:57:56 PM,12/19/2016 08:52:45 PM,Report              ,34.008266020321273,-118.48733054136358,"(34.008266020321, -118.487330541364)",,,060377020024009,06037702002,363
16017268,12/19/2016,Emergency Medical Service (EMS),300BLK SANTA MONICA PL,E-1,Station 1 ,12/19/2016 07:37:56 PM,12/19/2016 09:16:36 PM,Report              ,,,,,,060377019022014,06037701902,
16017267,12/19/2016,Emergency Medical Service (EMS),800BLK 2ND ST,E-6,Station 1 ,12/19/2016 07:22:51 PM,12/19/2016 08:04:36 PM,Report              ,34.022324192148133,-118.50574451515342,"(34.022324192148, -118.505744515153)",,,060377014021000,06037701402,365
16017266,12/19/2016,Automatic Alarm,1600BLK 11TH ST,E-1,Station 1 ,12/19/2016 07:09:14 PM,12/19/2016 07:43:37 PM,Report              ,34.018271554120417,-118.48442717470343,"(34.01827155412, -118.484427174703)",,,060377018024022,06037701802,364
16017265,12/19/2016,Automatic Alarm,1600BLK 11TH ST,E-1,Station 1 ,12/19/2016 05:57:01 PM,12/19/2016 06:14:35 PM,Report              ,34.018271554120417,-118.48442717470343,"(34.01827155412, -118.484427174703)",,,060377018024022,06037701802,364
16017264,12/19/2016,Emergency Medical Service (EMS),2000BLK SANTA MONICA BLVD,E-3,Station 3 ,12/19/2016 05:28:49 PM,12/19/2016 06:31:26 PM,Report              ,34.029103933128113,-118.4794938973306,"(34.029103933128, -118.479493897331)",,,060377017013006,06037701701,364
16017263,12/19/2016,Emergency Medical Service (EMS),2200BLK SANTA MONICA BLVD,E-3,Station 3 ,12/19/2016 05:12:09 PM,12/19/2016 05:51:24 PM,Report              ,34.029906923509571,-118.47850229032672,"(34.02990692351, -118.478502290327)",,,060377017013004,06037701701,364
16017262,12/19/2016,Emergency Medical Service (EMS),700BLK SANTA MONICA BLVD,E-1,Station 1 ,12/19/2016 05:05:48 PM,12/19/2016 05:29:44 PM,Report              ,34.0190997448228,-118.49183975970503,"(34.019099744823, -118.491839759705)",,,060377019021024,06037701902,368
16017261,12/19/2016,Automatic Alarm,300BLK CIVIC CENTER DR ,E-2,Station 2 ,12/19/2016 05:03:43 PM,12/19/2016 05:18:49 PM,Report              ,34.010829484468552,-118.48944686802763,"(34.010829484469, -118.489446868028)",,,060377019023010,06037701902,368
16017260,12/19/2016,Emergency Medical Service (EMS),LINCOLN BLVD / OCEAN PARK BLVD,E-2,Station 2 ,12/19/2016 03:53:13 PM,12/19/2016 03:59:13 PM,Report              ,34.006927242749761,-118.47633726031469,"(34.00692724275, -118.476337260315)",,,060377021026000,06037702102,363
16017259,12/19/2016,Automatic Alarm,1400BLK 2ND ST ,E-1,Station 1 ,12/19/2016 03:06:49 PM,12/19/2016 03:27:22 PM,Report              ,34.014840998953815,-118.49699176278527,"(34.014840998954, -118.496991762785)",,,060377019022009,06037701902,368
16017258,12/19/2016,Automatic Alarm,2600BLK MAIN ST ,E-2,Station 2 ,12/19/2016 03:06:47 PM,12/19/2016 03:14:08 PM,Report              ,34.002268186989355,-118.48384517882678,"(34.002268186989, -118.483845178827)",,,060377021024003,06037702102,363
16017257,12/19/2016,Emergency Medical Service (EMS),1200BLK 16TH ST,E-4,Station 3 ,12/19/2016 02:39:18 PM,12/19/2016 03:21:14 PM,Report              ,34.02762213654411,-118.4861472653957,"(34.027622136544, -118.486147265396)",,,060377015022000,06037701502,365
16017256,12/19/2016,Emergency Medical Service (EMS),00BLK VILLAGE PKWY,E-5N,Station 5 ,12/19/2016 02:19:02 PM,12/19/2016 02:48:17 PM,Report              ,34.019495971802726,-118.45864528201687,"(34.019495971803, -118.458645282017)",,,060377023005009,06037702300,363
16017255,12/19/2016,Automatic Alarm,1600BLK 7TH ST ,E-1,Station 1 ,12/19/2016 02:02:48 PM,12/19/2016 02:10:06 PM,Report              ,34.015664116749534,-118.48874686397599,"(34.01566411675, -118.488746863976)",,,060377019023002,06037701902,364
16017254,12/19/2016,Emergency Medical Service (EMS),200BLK BICKNELL AVE,E-2,Station 2 ,12/19/2016 01:29:01 PM,12/19/2016 02:56:35 PM,Report              ,34.006926647060212,-118.48733871073998,"(34.00692664706, -118.48733871074)",,,060377020021012,06037702002,363
16017253,12/19/2016,Emergency Medical Service (EMS),1700BLK CLOVERFIELD BLVD ,E-3,Station 3 ,12/19/2016 01:10:56 PM,12/19/2016 01:34:49 PM,Report              ,34.026876745941308,-118.47201255782574,"(34.026876745941, -118.472012557826)",,,060377018015006,06037701801,364
16017252,12/19/2016,Public Assist,2000BLK YORKSHIRE AVE,E-5N,Station 5 ,12/19/2016 12:52:45 PM,12/19/2016 01:03:04 PM,Report              ,34.026200403805142,-118.461299567363,"(34.026200403805, -118.461299567363)",,,060377018013011,06037701801,364
16017251,12/19/2016,Emergency Medical Service (EMS),FRANKLIN ST / BRISTOL ST,E-4,Station 3 ,12/19/2016 12:38:05 PM,12/19/2016 01:04:32 PM,Report              ,34.045180041282819,-118.47962156822506,"(34.045180041283, -118.479621568225)",,,060372643023025,06037264302,591
16017250,12/19/2016,Emergency Medical Service (EMS),500BLK OLYMPIC BLVD W,E-1,Station 1 ,12/19/2016 12:22:47 PM,12/19/2016 01:08:37 PM,Report              ,34.013073554129157,-118.4894131509823,"(34.013073554129, -118.489413150982)",,,060377019023014,06037701902,368
16017249,12/19/2016,Emergency Medical Service (EMS),700BLK SANTA MONICA BLVD,E-1,Station 1 ,12/19/2016 12:18:02 PM,12/19/2016 01:16:17 PM,Report              ,34.0190997448228,-118.49183975970503,"(34.019099744823, -118.491839759705)",,,060377019021024,06037701902,368
16017248,12/19/2016,Emergency Medical Service (EMS),1200BLK 3RD STREET PROM,E-6,Station 1 ,12/19/2016 11:51:27 AM,12/19/2016 01:05:10 PM,Report              ,34.017663280103314,-118.49844373034448,"(34.017663280103, -118.498443730344)",,,060377019022004,06037701902,368
16017247,12/19/2016,Emergency Medical Service (EMS),2600BLK 28TH ST,E-5N,Station 5 ,12/19/2016 11:35:18 AM,12/19/2016 12:17:07 PM,Report              ,34.019583761432081,-118.4565047838842,"(34.019583761432, -118.456504783884)",,,060377023005011,06037702300,363
16017246,12/19/2016,Emergency Medical Service (EMS),1600BLK OCEAN AVE ,E-1,Station 1 ,12/19/2016 10:30:53 AM,12/19/2016 10:49:32 AM,Report              ,34.011386618897468,-118.4948353766156,"(34.011386618897, -118.494835376616)",,,060377019023040,06037701902,368
16017245,12/19/2016,Wires Down,1500BLK 18TH ST,E-3,Station 3 ,12/19/2016 10:05:09 AM,12/19/2016 10:14:32 AM,Report              ,34.025142767894714,-118.47956444902408,"(34.025142767895, -118.479564449024)",,,060377017021011,06037701702,364
16017244,12/19/2016,Automatic Alarm,1600BLK 7TH ST ,E-1,Station 1 ,12/19/2016 09:45:43 AM,12/19/2016 10:27:23 AM,Report              ,34.015664116749534,-118.48874686397599,"(34.01566411675, -118.488746863976)",,,060377019023002,06037701902,364
16017243,12/19/2016,Emergency Medical Service (EMS),20TH ST / COLORADO AVE,E-3,Station 3 ,12/19/2016 09:40:07 AM,12/19/2016 09:52:54 AM,Report              ,34.025993937752141,-118.47688130440027,"(34.025993937752, -118.4768813044)",,,060377018024000,06037701802,364
16017242,12/19/2016,Emergency Medical Service (EMS),1100BLK 11TH ST,E-6,Station 1 ,12/19/2016 09:36:53 AM,12/19/2016 09:43:54 AM,Report              ,34.025167556345224,-118.49248890875971,"(34.025167556345, -118.49248890876)",,,060377015013013,06037701501,365
16017241,12/19/2016,Automatic Alarm,1300BLK 14TH ST,E-3,Station 3 ,12/19/2016 09:35:16 AM,12/19/2016 09:42:18 AM,Report              ,34.024750777518825,-118.48647651942937,"(34.024750777519, -118.486476519429)",,,060377015022010,06037701502,364
16017240,12/19/2016,Automatic Alarm,1300BLK 14TH ST,E-3,Station 3 ,12/19/2016 09:13:37 AM,12/19/2016 09:19:22 AM,Report              ,34.024750777518825,-118.48647651942937,"(34.024750777519, -118.486476519429)",,,060377015022010,06037701502,364
16017239,12/19/2016,Emergency Medical Service (EMS),3200BLK PICO BLVD,E-5N,Station 5 ,12/19/2016 08:24:09 AM,12/19/2016 08:43:19 AM,Report              ,34.026375354282976,-118.456360074523,"(34.026375354283, -118.456360074523)",,,060377018013007,06037701801,363
16017238,12/19/2016,Emergency Medical Service (EMS),800BLK 2ND ST,E-6,Station 1 ,12/19/2016 07:04:37 AM,12/19/2016 07:45:07 AM,Report              ,34.022324192148133,-118.50574451515342,"(34.022324192148, -118.505744515153)",,,060377014021000,06037701402,365
16017237,12/19/2016,Emergency Medical Service (EMS),1600BLK 26TH ST,E-3,Station 3 ,12/19/2016 06:13:00 AM,12/19/2016 06:56:04 AM,Report              ,34.030345209830372,-118.47084655532515,"(34.03034520983, -118.470846555325)",,,060377018011035,06037701801,364
16017236,12/19/2016,Emergency Medical Service (EMS),1200BLK FRANKLIN ST,E-4,Station 3 ,12/19/2016 04:20:44 AM,12/19/2016 04:43:43 AM,Report              ,34.039881965365339,-118.47099087672166,"(34.039881965365, -118.470990876722)",,,060377016021001,06037701602,364
16017235,12/19/2016,Emergency Medical Service (EMS),1100BLK 23RD ST,E-4,Station 3 ,12/19/2016 04:04:31 AM,12/19/2016 04:27:24 AM,Report              ,34.03445522014573,-118.48199193745444,"(34.034455220146, -118.481991937454)",,,060377016014018,06037701601,365
16017234,12/19/2016,Emergency Medical Service (EMS),4TH ST / SANTA MONICA BLVD,E-1,Station 1 ,12/19/2016 03:27:38 AM,12/19/2016 03:57:48 AM,Report              ,34.0164131461624,-118.49515045817431,"(34.016413146162, -118.495150458174)",,,060377019022013,06037701902,368
16017232,12/18/2016,Emergency Medical Service (EMS),2200BLK 23RD ST,E-5N,Station 5 ,12/18/2016 10:24:29 PM,12/18/2016 10:37:00 PM,Report              ,34.019690113043609,-118.46543283719254,"(34.019690113044, -118.465432837193)",,,060377023004022,06037702300,363
16017231,12/18/2016,Emergency Medical Service (EMS),20TH ST / SANTA MONICA BLVD,E-3,Station 3 ,12/18/2016 08:54:33 PM,12/18/2016 09:03:55 PM,Report              ,34.028680507425484,-118.48001788813791,"(34.028680507426, -118.480017888138)",,,060377017021000,06037701702,364
16017230,12/18/2016,Emergency Medical Service (EMS),2200BLK 29TH ST,E-5N,Station 5 ,12/18/2016 08:37:47 PM,12/18/2016 09:02:26 PM,Report              ,34.024285140463569,-118.45901055280037,"(34.024285140464, -118.4590105528)",,,060377023004000,06037702300,363
16017229,12/18/2016,Emergency Medical Service (EMS),1300BLK 15TH ST,E-3,Station 3 ,12/18/2016 08:16:43 PM,12/18/2016 08:35:57 PM,Report              ,34.025515276742119,-118.48552660316068,"(34.025515276742, -118.485526603161)",,,060377015022012,06037701502,364
16017228,12/18/2016,Trash/Dumpster Fire ,1400BLK 5TH ST,E-1,Station 1 ,12/18/2016 07:59:13 PM,12/18/2016 08:04:12 PM,Report              ,34.016516336524219,-118.49342470466483,"(34.016516336524, -118.493424704665)",,,060377019021032,06037701902,368
16017227,12/18/2016,Emergency Medical Service (EMS),1300BLK 5TH ST ,E-1,Station 1 ,12/18/2016 07:44:36 PM,12/18/2016 08:09:41 PM,Report              ,34.017851475580848,-118.49498865782543,"(34.017851475581, -118.494988657825)",,,060377019021010,06037701902,368
16017226,12/18/2016,Emergency Medical Service (EMS),7TH ST / WILSHIRE BLVD,E-6,Station 1 ,12/18/2016 05:52:16 PM,12/18/2016 06:06:35 PM,Report              ,34.021406968758889,-118.49546213258654,"(34.021406968759, -118.495462132587)",,,060377019021003,06037701902,368
16017225,12/18/2016,Carbon Monoxide Alarm,800BLK BROADWAY,E-1,Station 1 ,12/18/2016 05:25:11 PM,12/18/2016 05:52:27 PM,Report              ,34.01852598789911,-118.48933103661346,"(34.018525987899, -118.489331036613)",,,060377017023016,06037701702,368
16017224,12/18/2016,Automatic Alarm,1200BLK 14TH ST,E-4,Station 3 ,12/18/2016 04:54:32 PM,12/18/2016 05:12:16 PM,Report              ,34.026089318535192,-118.48804352877272,"(34.026089318535, -118.488043528773)",,,060377015022003,06037701502,364
16017223,12/18/2016,Trash/Dumpster Fire ,2000BLK OCEAN AVE,E-2,Station 2 ,12/18/2016 04:50:11 PM,12/18/2016 05:41:24 PM,Report              ,34.006421941545938,-118.48995931990919,"(34.006421941546, -118.489959319909)",,,060377020021008,06037702002,363
16017222,12/18/2016,Emergency Medical Service (EMS),1400BLK 17TH ST,E-3,Station 3 ,12/18/2016 04:33:25 PM,12/18/2016 05:36:05 PM,Report              ,34.025712697623177,-118.48207117699138,"(34.025712697623, -118.482071176991)",,,060377017021006,06037701702,364
16017221,12/18/2016,Emergency Medical Service (EMS),1600BLK LINCOLN BLVD,E-1,Station 1 ,12/18/2016 04:26:27 PM,12/18/2016 04:32:23 PM,Report              ,34.015848271275608,-118.48710681445374,"(34.015848271276, -118.487106814454)",,,060377018024025,06037701802,364
16017220,12/18/2016,Emergency Medical Service (EMS),1000BLK 11TH ST,E-6,Station 1 ,12/18/2016 03:26:57 PM,12/18/2016 03:36:51 PM,Report              ,34.026541417335864,-118.49409633119191,"(34.026541417336, -118.494096331192)",,,060377015013002,06037701501,365
16017219,12/18/2016,Automatic Alarm,1400BLK 4TH ST,E-1,Station 1 ,12/18/2016 02:45:35 PM,12/18/2016 02:55:49 PM,Report              ,34.015745142206356,-118.49436725449992,"(34.015745142206, -118.4943672545)",,,060377019021033,06037701902,368
16017218,12/18/2016,Emergency Medical Service (EMS),2100BLK DEWEY ST,E-5S,Station 5 ,12/18/2016 02:16:17 PM,12/18/2016 02:44:35 PM,Report              ,34.008848541147891,-118.45823836729856,"(34.008848541148, -118.458238367299)",,,060372731001000,06037273100,363
16017217,12/18/2016,Elevator Rescue,1300BLK 10TH ST,E-1,Station 1 ,12/18/2016 01:47:35 PM,12/18/2016 02:46:47 PM,Report              ,34.021682737885293,-118.4902634731979,"(34.021682737885, -118.490263473198)",,,060377015023011,06037701502,368
16017216,12/18/2016,Emergency Medical Service (EMS),2000BLK ARIZONA AVE,E-4,Station 3 ,12/18/2016 01:11:46 PM,12/18/2016 02:47:05 PM,Report              ,34.030379080666442,-118.48113317358468,"(34.030379080666, -118.481133173585)",,,060377016023017,06037701602,364
16017215,12/18/2016,Lock In/Out,1100BLK IDAHO AVE,E-4,Station 3 ,12/18/2016 12:30:30 PM,12/18/2016 12:46:26 PM,Report              ,34.028936291784987,-118.49597318458186,"(34.028936291785, -118.495973184582)",,,060377013021010,06037701302,365
16017214,12/18/2016,Emergency Medical Service (EMS),200BLK SAN VICENTE BLVD,E-6,Station 1 ,12/18/2016 11:59:36 AM,12/18/2016 01:02:52 PM,Report              ,34.028074098158896,-118.51219997258782,"(34.028074098159, -118.512199972588)",,,060377013043003,06037701304,366
16017212,12/18/2016,Emergency Medical Service (EMS),600BLK SAN VICENTE BLVD,E-6,Station 1 ,12/18/2016 11:28:23 AM,12/18/2016 11:59:23 AM,Report              ,34.031595178080494,-118.508315044777,"(34.031595178081, -118.508315044777)",,,060377013042002,06037701304,366
16017211,12/18/2016,Automatic Alarm,900BLK 6TH ST,E-6,Station 1 ,12/18/2016 10:50:38 AM,12/18/2016 10:57:48 AM,Report              ,34.024052870916371,-118.50039980100736,"(34.024052870916, -118.500399801007)",,,060377013022010,06037701302,365
16017210,12/18/2016,Automatic Alarm,2900BLK OCEAN PARK BLVD ,E-5S,Station 5 ,12/18/2016 10:11:59 AM,12/18/2016 10:31:30 AM,Report              ,34.019393633297689,-118.45489620696161,"(34.019393633298, -118.454896206962)",,,060377023005006,06037702300,363
16017209,12/18/2016,Emergency Medical Service (EMS),1900BLK PICO BLVD ,E-5N,Station 5 ,12/18/2016 10:06:40 AM,12/18/2016 10:43:32 AM,Report              ,34.0189576185152,-118.47044376347348,"(34.018957618515, -118.470443763473)",,,060377018021004,06037701802,363
16017208,12/18/2016,Emergency Medical Service (EMS),3000BLK AIRPORT AVE ,E-5S,Station 5 ,12/18/2016 09:32:24 AM,12/18/2016 10:05:28 AM,Report              ,34.013701754281854,-118.45028741873277,"(34.013701754282, -118.450287418733)",,,060377023002005,06037702300,363
16017207,12/18/2016,Emergency Medical Service (EMS),3300BLK BARNARD WAY,E-2,Station 2 ,12/18/2016 09:07:49 AM,12/18/2016 10:24:53 AM,Report              ,33.997395337926982,-118.48045051309124,"(33.997395337927, -118.480450513091)",,,060377021021005,06037702102,363
16017206,12/18/2016,Emergency Medical Service (EMS),2100BLK NAVY ST,E-5S,Station 5 ,12/18/2016 08:38:35 AM,12/18/2016 09:05:35 AM,Report              ,34.009750959040105,-118.459000969064,"(34.00975095904, -118.459000969064)",,,060377023002024,06037702300,363
16017205,12/18/2016,Emergency Medical Service (EMS),1500BLK 9TH ST,E-1,Station 1 ,12/18/2016 08:28:25 AM,12/18/2016 09:31:31 AM,Report              ,34.018243221359619,-118.48807691666913,"(34.01824322136, -118.488076916669)",,,060377017023013,06037701702,368
16017204,12/18/2016,Emergency Medical Service (EMS),3000BLK DELAWARE AVE,E-5N,Station 5 ,12/18/2016 08:06:39 AM,12/18/2016 08:30:37 AM,Report              ,34.028448558652585,-118.4590231267194,"(34.028448558653, -118.459023126719)",,,060377018012010,06037701801,364
16017203,12/18/2016,Elevator Rescue,300BLK CIVIC CENTER DR ,E-2,Station 2 ,12/18/2016 06:54:06 AM,12/18/2016 07:08:34 AM,Report              ,34.010829484468552,-118.48944686802763,"(34.010829484469, -118.489446868028)",,,060377019023010,06037701902,368
16017202,12/18/2016,Carbon Monoxide Alarm,2200BLK ASHLAND AVE,E-5S,Station 5 ,12/18/2016 06:35:47 AM,12/18/2016 06:51:12 AM,Report              ,34.012179122777447,-118.46105356872656,"(34.012179122777, -118.461053568727)",,,060377023002021,06037702300,363
16017201,12/18/2016,Emergency Medical Service (EMS),1700BLK 18TH ST,E-3,Station 3 ,12/18/2016 04:31:19 AM,12/18/2016 05:03:54 AM,Report              ,34.021677086143548,-118.4755215983986,"(34.021677086144, -118.475521598399)",,,060377018024010,06037701802,364
16017199,12/18/2016,Emergency Medical Service (EMS),1500BLK LINCOLN BLVD ,E-1,Station 1 ,12/18/2016 04:16:10 AM,12/18/2016 04:30:02 AM,Report              ,34.018103448282481,-118.48975805325141,"(34.018103448283, -118.489758053251)",,,060377019021026,06037701902,368
16017197,12/18/2016,Automatic Alarm,600BLK PICO BLVD ,E-2,Station 2 ,12/18/2016 03:52:21 AM,12/18/2016 04:21:34 AM,Report              ,34.011152739165745,-118.48508834192752,"(34.011152739166, -118.485088341928)",,,060377019023022,06037701902,368
16017196,12/18/2016,Emergency Medical Service (EMS),2500BLK SANTA MONICA BLVD ,E-3,Station 3 ,12/18/2016 02:50:35 AM,12/18/2016 03:07:30 AM,Report              ,34.032654708159228,-118.47510511902989,"(34.032654708159, -118.47510511903)",,,060377017012019,06037701701,364
16017194,12/18/2016,Emergency Medical Service (EMS),1500BLK 2ND ST,E-1,Station 1 ,12/18/2016 02:14:33 AM,12/18/2016 03:26:13 AM,Report              ,34.012875693762759,-118.494694984691,"(34.012875693763, -118.494694984691)",,,060377019022017,06037701902,368
16017193,12/18/2016,Emergency Medical Service (EMS),100BLK KINNEY ST ,E-2,Station 2 ,12/18/2016 02:05:40 AM,12/18/2016 03:07:39 AM,Report              ,33.998680534599288,-118.48118949134319,"(33.998680534599, -118.481189491343)",,,060377021024007,06037702102,363
16017192,12/18/2016,Miscellaneous Outside Fire,100BLK INTERSTATE 10 ,E-1,Station 1 ,12/18/2016 12:32:08 AM,12/18/2016 12:43:45 AM,Report              ,34.011386618897468,-118.4948353766156,"(34.011386618897, -118.494835376616)",,,060377019023040,06037701902,368
16017191,12/17/2016,Emergency Medical Service (EMS),2800BLK MAIN ST,E-2,Station 2 ,12/17/2016 11:47:15 PM,12/18/2016 12:06:14 AM,Report              ,33.99987418976437,-118.48144809991258,"(33.999874189764, -118.481448099913)",,,060377021024006,06037702102,363
16017190,12/17/2016,Emergency Medical Service (EMS),2000BLK DELAWARE AVE,E-3,Station 3 ,12/17/2016 11:23:51 PM,12/18/2016 12:01:26 AM,Report              ,34.022304571513949,-118.47172876359052,"(34.022304571514, -118.471728763591)",,,060377018015024,06037701801,364
16017189,12/17/2016,Emergency Medical Service (EMS),1300BLK FRANKLIN ST,E-3,Station 3 ,12/17/2016 09:30:48 PM,12/17/2016 10:05:56 PM,Report              ,34.038572585180461,-118.46945742210627,"(34.038572585181, -118.469457422106)",,,060377016021007,06037701602,364
16017188,12/17/2016,Emergency Medical Service (EMS),1700BLK LINCOLN BLVD ,E-2,Station 2 ,12/17/2016 07:57:12 PM,12/17/2016 08:03:05 PM,Report              ,34.014506657025024,-118.48552605743294,"(34.014506657025, -118.485526057433)",,,060377019023007,06037701902,364
16017187,12/17/2016,Emergency Medical Service (EMS),2100BLK WILSHIRE BLVD,E-4,Station 3 ,12/17/2016 07:30:59 PM,12/17/2016 07:45:14 PM,Report              ,34.032175276640288,-118.48218969100948,"(34.03217527664, -118.482189691009)",,,060377016023014,06037701602,365
16017186,12/17/2016,Emergency Medical Service (EMS),200BLK ARIZONA AVE,E-6,Station 1 ,12/17/2016 06:39:52 PM,12/17/2016 06:45:38 PM,Report              ,34.016604348633017,-118.4981383192052,"(34.016604348633, -118.498138319205)",,,060377019022005,06037701902,368
16017185,12/17/2016,Wires Down,2200BLK CLOVERFIELD BLVD,E-5N,Station 5 ,12/17/2016 04:54:03 PM,12/17/2016 05:41:17 PM,Report              ,34.020326750335052,-118.46455738928309,"(34.020326750335, -118.464557389283)",,,060377023004020,06037702300,363
16017184,12/17/2016,Emergency Medical Service (EMS),200BLK BROADWAY,E-1,Station 1 ,12/17/2016 04:24:14 PM,12/17/2016 05:00:07 PM,Report              ,34.01392277304339,-118.49500430884717,"(34.013922773043, -118.495004308847)",,,060377019022014,06037701902,368
16017183,12/17/2016,Elevator Rescue,800BLK 11TH ST,E-6,Station 1 ,12/17/2016 04:21:37 PM,12/17/2016 05:04:02 PM,Report              ,34.029222634058172,-118.49722889428212,"(34.029222634058, -118.497228894282)",,,060377013021006,06037701302,365
16017182,12/17/2016,Structure Fire,1000BLK 20TH ST,E-4,Station 3 ,12/17/2016 03:54:39 PM,12/17/2016 04:18:04 PM,Report              ,34.03342673085335,-118.48556375277006,"(34.033426730853, -118.48556375277)",,,060377016014013,06037701601,365
16017181,12/17/2016,Emergency Medical Service (EMS),2000BLK DELAWARE AVE,E-3,Station 3 ,12/17/2016 03:51:18 PM,12/17/2016 04:12:47 PM,Report              ,34.022304571513949,-118.47172876359052,"(34.022304571514, -118.471728763591)",,,060377018015024,06037701801,364
16017180,12/17/2016,Emergency Medical Service (EMS),800BLK 7TH ST,E-6,Station 1 ,12/17/2016 03:12:39 PM,12/17/2016 03:17:49 PM,Report              ,34.026155683537858,-118.50101271798881,"(34.026155683538, -118.501012717989)",,,060377013022005,06037701302,365
16017179,12/17/2016,Emergency Medical Service (EMS),900BLK 3RD ST,E-6,Station 1 ,12/17/2016 03:04:53 PM,12/17/2016 03:55:57 PM,Report              ,34.021752270901764,-118.50323251446054,"(34.021752270902, -118.503232514461)",,,060377014022007,06037701402,365
16017178,12/17/2016,Elevator Rescue,200BLK SANTA MONICA BLVD,E-1,Station 1 ,12/17/2016 02:51:42 PM,12/17/2016 03:06:18 PM,Report              ,34.0152636836845,-118.49656465116077,"(34.015263683685, -118.496564651161)",,,060377019022010,06037701902,368
16017177,12/17/2016,Automatic Alarm,1400BLK 5TH ST,E-1,Station 1 ,12/17/2016 02:47:50 PM,12/17/2016 03:30:01 PM,Report              ,34.016516336524219,-118.49342470466483,"(34.016516336524, -118.493424704665)",,,060377019021032,06037701902,368
16017176,12/17/2016,Emergency Medical Service (EMS),2800BLK PICO BLVD,E-5N,Station 5 ,12/17/2016 01:48:36 PM,12/17/2016 02:00:40 PM,Report              ,34.024281177156674,-118.46045288821411,"(34.024281177157, -118.460452888214)",,,060377018013015,06037701801,363
16017175,12/17/2016,Emergency Medical Service (EMS),2300BLK OAK ST,E-5S,Station 5 ,12/17/2016 01:46:19 PM,12/17/2016 02:46:45 PM,Report              ,34.01491983779318,-118.46049551292069,"(34.014919837793, -118.460495512921)",,,060377023002011,06037702300,363
16017174,12/17/2016,Automatic Alarm,600BLK PICO BLVD ,E-2,Station 2 ,12/17/2016 01:36:36 PM,12/17/2016 01:41:40 PM,Report              ,34.011152739165745,-118.48508834192752,"(34.011152739166, -118.485088341928)",,,060377019023022,06037701902,368
16017173,12/17/2016,Emergency Medical Service (EMS),1400BLK 3RD STREET PROM,E-1,Station 1 ,12/17/2016 12:45:18 PM,12/17/2016 01:01:09 PM,Report              ,34.014981208701265,-118.49530792778408,"(34.014981208701, -118.495307927784)",,,060377019022011,06037701902,368
16017172,12/17/2016,Emergency Medical Service (EMS),600BLK PACIFIC ST,E-2,Station 2 ,12/17/2016 12:38:11 PM,12/17/2016 01:19:58 PM,Report              ,34.009327474144463,-118.4823994149326,"(34.009327474145, -118.482399414933)",,,060377020023004,06037702002,363
16017171,12/17/2016,Emergency Medical Service (EMS),4TH ST / SANTA MONICA BLVD,E-1,Station 1 ,12/17/2016 12:24:50 PM,12/17/2016 01:12:39 PM,Report              ,34.0164131461624,-118.49515045817431,"(34.016413146162, -118.495150458174)",,,060377019022013,06037701902,368
16017170,12/17/2016,Lock In/Out,15TH ST / ARIZONA AVE,E-4,Station 3 ,12/17/2016 12:20:04 PM,12/17/2016 12:31:30 PM,Report              ,34.02618392623868,-118.48630792272091,"(34.026183926239, -118.486307922721)",,,060377015022013,06037701502,364
16017169,12/17/2016,Emergency Medical Service (EMS),200BLK MONTANA AVE,E-6,Station 1 ,12/17/2016 12:07:51 PM,12/17/2016 01:38:41 PM,Report              ,34.023379410472039,-118.50604513954805,"(34.023379410472, -118.506045139548)",,,060377014022005,06037701402,365
16017168,12/17/2016,Assist LAFD,500BLK E SUNSET AV,LAS,Station 2 ,12/17/2016 10:27:19 AM,12/17/2016 10:35:21 AM,Report              ,,,,,,,,
