"case_number","parcel_id","location","location_description","title","complaintviolation","reported","statusclosedate","department","zone","ownername","complianceinspector","holdpermits","geom"
"19597","229646003","51 JULIUS ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-22T00:00:00.000",,"GLAXZ INVESTMENT LLC",,,"Rochelle","Little",
"19611","270464018","80 CHARTER OAK AV","703","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19614","270464018","80 CHARTER OAK AV","506","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19591","250560005","240 MAPLE AV",,"Inspector II","Housing Code Enforcement","2011-02-22T00:00:00.000",,"OTERO MARISOL V",,,"David","Viens",
"19607","154181090","141 WOODLAND ST","508","Program Supervisor","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19612","270464018","80 CHARTER OAK AV","2009","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19613","270464018","80 CHARTER OAK AV","602","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19606","154181090","141 WOODLAND ST","107","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Kionna","Owens Osayande",
"19639","151183028","23 GARFIELD ST",,"Program Supervisor","Housing Code Enforcement","2011-02-22T00:00:00.000",,"DAVIS PATRICK A",,,"Tonja","Nelson",
"19594","231661171","193 OTIS ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-22T00:00:00.000",,"MORGAN DORETH",,,"Rochelle","Little",
"19609","270464018","80 CHARTER OAK AV","1702","Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-22T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19601","186622100","37 ZION ST",,"Housing Code Inspector","Essential Services","2011-02-22T00:00:00.000","2011-02-22T00:00:00.000","MOHAMMAD MOSHIRI",,,"Rochelle","Little",
"19626","186622100","37 ZION ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-23T00:00:00.000",,"MOHAMMAD MOSHIRI",,,"Rochelle","Little",
"19647","218158125","232 ENFIELD ST",,"Inspector II","Essential Services","2011-02-23T00:00:00.000",,"REDWAY MATTHEW",,,"David","Viens",
"19665","153181001","88 WOODLAND DR",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-23T00:00:00.000",,"ST FRANCIS HOSPITAL OF HTFD",,,"Kionna","Owens Osayande",
"19656","185524098","70 FLATBUSH AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-23T00:00:00.000",,"MAGALHAES LEONARDO M",,,"Rochelle","Little",
"19631","218157037","466 EDGEWOOD ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-23T00:00:00.000",,"HILL ALICIA",,,"Kionna","Owens Osayande",
"19648","218158125","232 ENFIELD ST",,"Program Supervisor","Housing Code Enforcement","2011-02-23T00:00:00.000",,"REDWAY MATTHEW",,,"Tonja","Nelson",
"19625","179318018","7 MARSHALL ST",,"Housing Code Inspector","Essential Services","2011-02-23T00:00:00.000","2011-02-23T00:00:00.000","OMP MANAGEMENT LLC",,,"Kionna","Owens Osayande",
"19628","186622100","37 ZION ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-23T00:00:00.000",,"MOHAMMAD MOSHIRI",,,"Rochelle","Little",
"19627","178256146","280 COLLINS ST",,"Program Supervisor","Housing Code Enforcement","2011-02-23T00:00:00.000","2011-05-05T00:00:00.000","280 COLLINS REALTY LLC",,,"Tonja","Nelson",
"19624","179318018","7 MARSHALL ST",,"Housing Code Inspector","Essential Services","2011-02-23T00:00:00.000","2011-02-23T00:00:00.000","OMP MANAGEMENT LLC",,,"Kionna","Owens Osayande",
"19643","174151032","194 BLUE HILLS AV",,"Housing Code Inspector","Housing Code Enforcement","2011-02-23T00:00:00.000",,"TIMOLL LEWIS",,,"Kionna","Owens Osayande",
"19642","217106128","25 LOVE LN",,"Housing Code Inspector","Essential Services","2011-02-23T00:00:00.000","2011-02-23T00:00:00.000","LOPEZ WILLIAM",,,"Kionna","Owens Osayande",
"19677","275688069","476 WETHERSFIELD AV",,"Housing Code Inspector","Bed Bugs (HCE)","2011-02-24T00:00:00.000",,"MCGRATH KEVIN L",,,"Rochelle","Little",
"19669","111303075","610 FARMINGTON AV",,"Public Health Inspector","Housing Code Enforcement","2011-02-24T00:00:00.000","2011-02-28T00:00:00.000","REINER JEFFREY A TRUSTEE",,,"Dan","Lusa",
"19699","178261406","175 SIGOURNEY ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-02-24T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Kionna","Owens Osayande",
"19718","186623071","21 SHERBROOKE AV",,"Housing Code Inspector","Fair Rent","2011-02-25T00:00:00.000",,"SHIMKUS CHARLES J JR",,,"Rochelle","Little",
"19706","219221133","461 GARDEN ST","B","Program Supervisor","Certificate of Apartment Occupancy","2011-02-25T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Tonja","Nelson",
"19698","180411059","246 LAUREL ST",,"Public Health Inspector","Rodent (HCE)","2011-02-25T00:00:00.000",,"ANCONA MANAGEMENT LLC",,,"Dan","Lusa",
"19704","220217059","29 ENFIELD ST",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-02-25T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Kionna","Owens Osayande",
"19744","179411097","284 LAUREL ST",,"Public Health Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000","2011-03-01T00:00:00.000","YAGS PROPERTIES LLC",,,"Dan","Lusa",
"19725","276802037","42 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19724","276802037","42 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19723","276802037","40 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19727","276802037","40 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19746","137477037","65 MADISON AV",,"Public Health Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"ROSARIO LEONARDO",,,"Dan","Lusa",
"19728","276802037","42 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19729","276802037","42 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19745","164602046","26 MARGARITA DR",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"HARTFORD HOUSING AUTHORITY",,,"Rochelle","Little",
"19735","198214144","56 VINE ST",,"Program Supervisor","Housing Code Enforcement","2011-02-28T00:00:00.000","2011-05-06T00:00:00.000","VINE GARDENS, LLC",,,"Tonja","Nelson",
"19730","276802037","40 STANDISH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-02-28T00:00:00.000",,"MANGAL SABITRI",,,"Rochelle","Little",
"19768","153181001","219 WOODLAND DR",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-03-01T00:00:00.000",,"ST FRANCIS HOSPITAL OF HTFD",,,"Kionna","Owens Osayande",
"19754","198213174","258 MATHER ST",,"Public Health Inspector","Rodent (HCE)","2011-03-01T00:00:00.000",,"256 MATHER STREET LLC",,,"Dan","Lusa",
"19759","252668099","120 ADELAIDE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-01T00:00:00.000",,"PALENZA JOSEPH A",,,"Rochelle","Little",
"19758","128137004","54 MARK TWAIN DR","A2","Program Supervisor","Housing Code Enforcement","2011-03-01T00:00:00.000",,"HOUSING AUTHORITY OF THE",,,"Tonja","Nelson",
"19764","177251032","314 SARGEANT ST",,"Public Health Inspector","Rodent (HCE)","2011-03-02T00:00:00.000",,"PERALTE GUIBERT",,,"Dan","Lusa",
"19766","227541127","18 MADISON ST",,"Public Health Inspector","Rodent (HCE)","2011-03-02T00:00:00.000","2011-03-01T00:00:00.000","18 MADISON STREET LLC",,,"Dan","Lusa",
"19765","229656123","66 WEBSTER ST","102","Housing Code Inspector","Housing Code Enforcement","2011-03-02T00:00:00.000",,"WEBHART LLC",,,"Rochelle","Little",
"19767","177251005","148 WOODLAND ST",,"Public Health Inspector","Rodent (HCE)","2011-03-02T00:00:00.000","2011-03-01T00:00:00.000","KAUR SUDARSHAN",,,"Dan","Lusa",
"19783","221271102","451 ALBANY AV",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-02T00:00:00.000","HYDER SYED J",,,"Dan","Lusa",
"19810","179319032","286 FARMINGTON AV",,"Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,"SMITH DAVID C",,,"Tonja","Nelson",
"19932","237058022","445 BARBOUR ST","1 SOU","Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,"BARBOUR ESTATE LLC",,,"Tonja","Nelson",
"19795","176198082","388 WOODLAND ST",,"Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,"388-390 WOODLAND STREET LLC",,,"Tonja","Nelson",
"19803","178256204","19 MAY ST",,"Housing Code Inspector","Rooming House / Hotel","2011-03-03T00:00:00.000",,"YOUTH CHALLENGE OF GR HTFD INC",,,"Kionna","Owens Osayande",
"19789","198213175","145 MAGNOLIA ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-02T00:00:00.000","OSIFODUNRIN MODUPE",,,"Dan","Lusa",
"19799","188734040","287 WHITE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-03T00:00:00.000",,"SERGOBIN JAIKARAN",,,"Rochelle","Little",
"19785","180411055","270 LAUREL ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-01T00:00:00.000","ETERNAL ENTERPRISE INC",,,"Dan","Lusa",
"19972","237058022","447 BARBOUR ST",,"Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,"BARBOUR ESTATE LLC",,,"Tonja","Nelson",
"19786","227541125","26 MADISON ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-01T00:00:00.000","SILVA EDISON",,,"Dan","Lusa",
"19788","198213143","68 VINE ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-02T00:00:00.000","THE HARTFORD COMMUNITIES IV LLC",,,"Dan","Lusa",
"19954","237058022","447 BARBOUR ST",,"Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,"BARBOUR ESTATE LLC",,,"Tonja","Nelson",
"19790","198213142","74 VINE ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-01T00:00:00.000","THE HARTFORD COMMUNITIES IV LLC",,,"Dan","Lusa",
"19784","221272125","67 WILLIAMS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000","2011-03-02T00:00:00.000","CAMBRIA PROPERTIES LLC",,,"Dan","Lusa",
"19791","178261407","179 SIGOURNEY ST",,"Program Supervisor","Housing Code Enforcement","2011-03-03T00:00:00.000",,,"GARDEN HILL APARTMENTS, LLC",,"Tonja","Nelson",
"19780","221272124","65 WILLIAMS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-03T00:00:00.000",,"CAPOBIANCO JEFFREY",,,"Dan","Lusa",
"19809","200264028","63 HUNTINGTON ST",,"Public Health Inspector","Rodent (HCE)","2011-03-04T00:00:00.000","2011-03-03T00:00:00.000","ASYLUM HILL VENTURES LLC",,,"Dan","Lusa",
"19808","200264031","199 COLLINS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-04T00:00:00.000","2011-03-03T00:00:00.000","ASYLUM HILL VENTURES LLC",,,"Dan","Lusa",
"19833","165598121","9 ARLINGTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-04T00:00:00.000",,"BENNETT LORNA D",,,"Kionna","Owens Osayande",
"19818","219210105","145 ENFIELD ST",,"Program Supervisor","Housing Code Enforcement","2011-03-04T00:00:00.000",,"BOLTON CYRIL",,,"Tonja","Nelson",
"19834","165598121","11 ARLINGTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-04T00:00:00.000",,"BENNETT LORNA D",,,"Kionna","Owens Osayande",
"19817","227544004","34 VERNON ST",,"Program Supervisor","Essential Services","2011-03-04T00:00:00.000",,,"34 VERNON STREET LLC",,"Tonja","Nelson",
"19807","200264030","197 COLLINS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-04T00:00:00.000","2011-03-03T00:00:00.000","ASYLUM HILL VENTURES LLC",,,"Dan","Lusa",
"19865","200263007","232 SIGOURNEY ST",,"Program Supervisor","Housing Code Enforcement","2011-03-07T00:00:00.000",,"SIGOURNEY ASHLEY COLLINS LIMIT",,,"Tonja","Nelson",
"19856","135390254","23 WARRENTON AV",,"Public Health Inspector","Housing Code Enforcement","2011-03-07T00:00:00.000","2011-03-10T00:00:00.000","PAPA CONCETTA",,,"Dan","Lusa",
"19852","249562360","149 WETHERSFIELD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-03-07T00:00:00.000",,"149 WETHERSFIELD AVE LLC",,,"Rochelle","Little",
"19862","271565043","12 GROTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-07T00:00:00.000",,"MARLIN INVESTMENTS LLC",,,"Rochelle","Little",
"19887","200268102","47 SUMNER ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-08T00:00:00.000","2011-03-10T00:00:00.000","WEST ARNOLD",,,"Dan","Lusa",
"19873","172097033","108 PEMBROKE ST",,"Public Health Inspector","Rodent (HCE)","2011-03-08T00:00:00.000","2011-03-04T00:00:00.000","PICART WALTER R",,,"Dan","Lusa",
"19878","210763203","362 SOUTH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-08T00:00:00.000",,"PACHECO BERNARDINA",,,"Rochelle","Little",
"19868","172097034","104 PEMBROKE ST",,"Public Health Inspector","Rodent (HCE)","2011-03-08T00:00:00.000",,"BOLDEN KRISTEL S",,,"Dan","Lusa",
"19861","250560007","262 MAPLE AV",,"Public Health Inspector","Rodent (HCE)","2011-03-08T00:00:00.000",,,"MA PROPERTIES, LLC",,"Dan","Lusa",
"19880","198209091","72 EDGEWOOD ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-08T00:00:00.000","2011-03-10T00:00:00.000","WATSON ROBERT A",,,"Dan","Lusa",
"19891","165598121","9 ARLINGTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000",,"BENNETT LORNA D",,,"Kionna","Owens Osayande",
"19890","165598121","11 ARLINGTON ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000",,"BENNETT LORNA D",,,"Kionna","Owens Osayande",
"19939","174187003","7 NORFOLK ST",,"Program Supervisor","Housing Code Enforcement","2011-03-09T00:00:00.000","2011-03-25T00:00:00.000",,"7 NORFOLK LLC",,"Tonja","Nelson",
"19922","210763203","362 SOUTH ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000",,"PACHECO BERNARDINA",,,"Rochelle","Little",
"19904","204534132","787 PARK ST",,"Public Health Inspector","Rodent (HCE)","2011-03-09T00:00:00.000",,"PUTNAM-PARK ASSOC LP",,,"Dan","Lusa",
"19889","165598121","9 ARLINGTON ST",,"Program Supervisor","Housing Code Enforcement","2011-03-09T00:00:00.000",,"BENNETT LORNA D",,,"Tonja","Nelson",
"19901","204534131","777 PARK ST",,"Public Health Inspector","Rodent (HCE)","2011-03-09T00:00:00.000",,,"AS PELEUS LLC",,"Dan","Lusa",
"19951","208651221","1882 BROAD ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000",,,"1880 BROAD ST, LLC",,"Dan","Lusa",
"19988","208645181","116 HENRY ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000",,"ORTEGA LUIS",,,"Kionna","Owens Osayande",
"19949","186621111","56 HUGHES ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000","2011-03-10T00:00:00.000",,"26 HUGHES STREET LLC",,"Dan","Lusa",
"19952","198214159","700 ALBANY AV",,"Public Health Inspector","Housing Code Enforcement","2011-03-09T00:00:00.000","2011-03-14T00:00:00.000","HARTFORD COMMERCIAL PROPERTIES LLC",,,"Dan","Lusa",
"19974","180407018","206 SOUTH MARSHALL ST",,"Program Supervisor","Bed Bugs (HCE)","2011-03-10T00:00:00.000",,"SOUTH MARSHALL ASSOC LLC",,,"Tonja","Nelson",
"19960","179319029","18 MARSHALL ST",,"Public Health Inspector","Rodent (HCE)","2011-03-10T00:00:00.000","2011-03-09T00:00:00.000","REINOSO ALEJANDRIAN",,,"Dan","Lusa",
"19959","179319028","20 MARSHALL ST",,"Public Health Inspector","Rodent (HCE)","2011-03-10T00:00:00.000","2011-03-09T00:00:00.000","NGUYEN CATHY T",,,"Dan","Lusa",
"19958","270464007","50 SOUTH PROSPECT ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-10T00:00:00.000",,"SHELDON OAK II COOPRTV",,,"Dan","Lusa",
"19961","179319027","22 MARSHALL ST",,"Public Health Inspector","Rodent (HCE)","2011-03-10T00:00:00.000","2011-03-09T00:00:00.000","JOHNSON NANCY M",,,"Dan","Lusa",
"19967","198213141","76 VINE ST",,"Housing Code Inspector","Bed Bugs (HCE)","2011-03-10T00:00:00.000",,"THE HARTFORD COMMUNITIES IV LLC",,,"Kionna","Owens Osayande",
"20005","153181001","143 WOODLAND DR",,"Program Supervisor","Housing Code Enforcement","2011-03-11T00:00:00.000",,"ST FRANCIS HOSPITAL OF HTFD",,,"Tonja","Nelson",
"19997","249561384","19 MORRIS ST",,"Program Supervisor","Housing Code Enforcement","2011-03-11T00:00:00.000",,"REDBRICK II LP",,,"Tonja","Nelson",
"19995","249561384","19 MORRIS ST",,"Program Supervisor","Housing Code Enforcement","2011-03-11T00:00:00.000",,"REDBRICK II LP",,,"Tonja","Nelson",
"20008","232769122","301 CAMPFIELD AV",,"Housing Code Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"COLON MOISES",,,"Rochelle","Little",
"19987","136476007","1965 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"PARKVILLE APARTMENTS LLC",,,"Dan","Lusa",
"20002","187615009","465 NEW BRITAIN AV",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"BEERS MICHAEL A",,,"Dan","Lusa",
"19989","136476005","145 MADISON AV",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"SERRANO RICARDO",,,"Dan","Lusa",
"19990","295564001","134 STONINGTON ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"STONINGTON ACRES LLC",,,"Dan","Lusa",
"19991","249561383","109 WETHERSFIELD AV",,"Public Health Inspector","Rodent (HCE)","2011-03-14T00:00:00.000",,,"ELITE APARTMENTS, LLC",,"Dan","Lusa",
"20001","198213177","153 MAGNOLIA ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"B & S EQUITIES LLC",,,"Dan","Lusa",
"19998","250578033","127 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-03-14T00:00:00.000",,"TREMBAL INVESTMENTS #8 LLC",,,"Dan","Lusa",
"20025","278811069","913 WETHERSFIELD AV","B-1","Housing Code Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"FEROLETO LENORD",,,"Rochelle","Little",
"20000","179319046","274 FARMINGTON AV","204","Program Supervisor","Bed Bugs (HCE)","2011-03-14T00:00:00.000",,"D & D REALTY OF HARTFORD LLC",,,"Tonja","Nelson",
"19986","136476008","1973 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-14T00:00:00.000",,"DACOSTA JOSE",,,"Dan","Lusa",
"19999","180407016","222 SOUTH MARSHALL ST",,"Program Supervisor","Essential Services","2011-03-14T00:00:00.000",,"SOUTH MARSHALL ASSOC LLC",,,"Tonja","Nelson",
"20046","250579179","65 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20045","250579179","65 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000","2011-03-14T00:00:00.000",,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20048","198214160","690 ALBANY AV",,"Public Health Inspector","Rodent (HCE)","2011-03-15T00:00:00.000","2011-03-16T00:00:00.000","HARTFORD COMMERCIAL PROPERTIES LLC",,,"Dan","Lusa",
"20043","250579179","63 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20055","251679241","56 BARKER ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000","2011-03-16T00:00:00.000","PERES CARMEN M",,,"Dan","Lusa",
"20049","250579179","65 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20047","250579179","65 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20051","204540226","980 BROAD ST",,"Zoning Assistant","Housing Code Enforcement","2011-03-15T00:00:00.000",,"URBAN PRESERVATION ASSOC LP",,,"Tammy","Mcbride",
"20044","250579179","63 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20054","220221076","431 GARDEN ST",,"Program Supervisor","Housing Code Enforcement","2011-03-15T00:00:00.000",,"KAFI AYOKUNLE O",,,"Tonja","Nelson",
"20056","111375085","78 OXFORD ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,"JPTP GROUP LLC",,,"Dan","Lusa",
"20050","250579179","63 ANNAWAN ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-15T00:00:00.000",,,"GOLDEN MONKEYS LLC JULIE JIN",,"Rochelle","Little",
"20071","250578037","101 SHULTAS PL","2E","Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-16T00:00:00.000","SHULTAS MANAGEMENT LLC",,,"Dan","Lusa",
"20072","250578032","131 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-15T00:00:00.000","REY GUILLERMO E",,,"Dan","Lusa",
"20080","249561384","19 MORRIS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-11T00:00:00.000","REDBRICK II LP",,,"Dan","Lusa",
"20077","249557396","97 WETHERSFIELD AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-11T00:00:00.000","CHARTER OAK MANAGEMENT SERVICES LLC",,,"Dan","Lusa",
"20088","172097039","84 PEMBROKE ST",,"Program Supervisor","Housing Code Enforcement","2011-03-16T00:00:00.000",,"TURTON PHILLIP C",,,"Tonja","Nelson",
"20076","249561382","117 WETHERSFIELD AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-15T00:00:00.000","MERCY HOUSING & SHELTER CORP",,,"Dan","Lusa",
"20078","249557397","91 WETHERSFIELD AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-11T00:00:00.000","SOLIS PORPERITIES LLC",,,"Dan","Lusa",
"20082","197207103","144 GREENFIELD ST",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000",,"MATTHEWS ANN V",,,"Dan","Lusa",
"22476","247455073","84 BUCKINGHAM ST",,"Inspector II","Rooming House / Hotel","2011-03-16T00:00:00.000",,"SOUZA RICHARD M",,,"Kieran","Kilkenny",
"22474","247455073","80 BUCKINGHAM ST",,"Inspector II","Rooming House / Hotel","2011-03-16T00:00:00.000",,"SOUZA RICHARD M",,,"Kieran","Kilkenny",
"20099","240163066","11 JUDSON ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-16T00:00:00.000",,"REID DWAYNE",,,"Dan","Lusa",
"20089","153181001","134 WOODLAND DR",,"Housing Code Inspector","Certificate of Apartment Occupancy","2011-03-16T00:00:00.000",,"ST FRANCIS HOSPITAL OF HTFD",,,"Kionna","Owens Osayande",
"20087","203429203","178 LAWRENCE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-16T00:00:00.000",,"BROAD-LAWRENCE ASSOC",,,"Rochelle","Little",
"20075","250577059","113 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-15T00:00:00.000",,"KINGSAGE REAL ESTATE LLC",,"Dan","Lusa",
"20081","249561385","23 MORRIS ST",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-11T00:00:00.000","US BANK NATIONAL ASSOC TRUSTEE",,,"Dan","Lusa",
"20106","229656162","571 MAPLE AV",,"Public Health Inspector","Housing Code Enforcement","2011-03-16T00:00:00.000","2011-03-31T00:00:00.000","569 MAPLE AVENUE LLC",,,"Dan","Lusa",
"20074","250578031","135 FRANKLIN AV",,"Public Health Inspector","Rodent (HCE)","2011-03-16T00:00:00.000","2011-03-15T00:00:00.000","VISCO LARRY J",,,"Dan","Lusa",
"20083","203429203","178 LAWRENCE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-16T00:00:00.000",,"BROAD-LAWRENCE ASSOC",,,"Rochelle","Little",
"20100","179317002","82 GILLETT ST",,"Program Supervisor","Housing Code Enforcement","2011-03-17T00:00:00.000",,,"82 GILLETT, LLC",,"Tonja","Nelson",
"20120","113374073","2026 PARK ST",,"Public Health Inspector","Housing Code Enforcement","2011-03-17T00:00:00.000","2011-03-22T00:00:00.000","RODRIGUES ANTONIO",,,"Dan","Lusa",
"20103","203429203","178 LAWRENCE ST",,"Housing Code Inspector","Housing Code Enforcement","2011-03-17T00:00:00.000",,"BROAD-LAWRENCE ASSOC",,,"Rochelle","Little",
"20129","135380124","908 WEST BLVD",,"Public Health Inspector","Housing Code Enforcement","2011-03-17T00:00:00.000","2011-03-22T00:00:00.000","BAILEY VALRIE",,,"Dan","Lusa",
"20133","178257131","61 WILLARD ST",,"Program Supervisor","Bed Bugs (HCE)","2011-03-18T00:00:00.000",,"WILLARD 61 LLC",,,"Tonja","Nelson",
"20132","250579166","13 ANNAWAN ST","2","Housing Code Inspector","Bed Bugs (HCE)","2011-03-18T00:00:00.000",,"RANGASAMMY JOSEPH",,,"Rochelle","Little",
"20121","198208079","148 EDGEWOOD ST",,"Program Supervisor","Essential Services","2011-03-18T00:00:00.000","2011-04-18T00:00:00.000","DAVIS OPHNI G",,,"Tonja","Nelson",
"20182","178258046","21 WILLARD ST",,"Program Supervisor","Housing Code Enforcement","2011-03-18T00:00:00.000",,"HISTORIC ASYLUM HILL LIMITED",,,"Tonja","Nelson",
