"organization_name","apt_suite","address","zipcode","telephone","email_address","website","category_1","category_2","category_3","category_4","category_5","category_6","category_7","category_8","mission","geospatial_data"
"CONNECTICUT HISTORICAL SOCIETY",,,"06105","(860) 236-5621","Ask_us@chs.org","http://www.chs.org","Youth and Family Enrichment",,,,,,,,"The mission of the CHS Green Committee is to promote intentional thinking about how the CHS's exhibitions, programs, collections, and daily operations affect thenatural environment and the health of our community. While inspiring and fosteringa life-long","1 ELIZABETH ST
HARTFORD, Connecticut 06105
(41.773467, -72.705514)"
"KING'S CHAPEL EARLY CARE & EDUCATION CENTER",,,"06112","(860) 560-0387","e.wilson@kingschapeleducation.org","http://www.kingschapeleducation.com",,,,"Early Childhood Education",,,,,"Provide a full day/full year program to meet the educational needs of children ages 6- weeks through 5 years in impoverished areas and urban communities. Aligned with CTELDS and Common Core State Standards, teachers develop and implement a highly individu","400 WOODLAND ST
HARTFORD, Connecticut 06112
(41.780932, -72.696761)"
"HIGH SCHOOL, INC: HARTFORD'S INSURANCE & FINANCE ACADEMY (9-12)",,,"06103","(860) 695-7106","welcomecenter@hartfordschools.org","https://highschoolinc.hpsschools.org/",,,,,,"Schools",,,"Prepare 400 high school students (Grades 9- 12) who are interested in pursuing careers in the insurance and financial services industries.  Give students the opportunity to experience the connection between the classroom and the real world through interns","275 ASYLUM ST
HARTFORD, Connecticut 06103
(41.767449, -72.67826)"
"COVENANT PREP MIDDLE SCHOOL (6-8)",,,"06105","(860) 547-0289",,"http://www.covenantprep.org",,,,,,"Schools",,,"Provide young men from families with limited resources the foundation required to successfully pursue higher education, to develop the strength of their character, and to live with integrity as leaders committed to their communities.","135 BROAD ST
HARTFORD, Connecticut 06105
(41.767378, -72.686185)"
"THE FAMILY RESOURCE CENTER AT JOHN C. CLARK SCHOOL",,,"06120","(860) 695-3338","bljones@villageforchildren.org","http://www.hartfordschools.org",,"Support Services",,,,,,,"We seek to satisfy families beyond their expectations by linking students, parents, principals, teachers, employees, and the community to available resources and ensure accurate information and quality assistance for all.","75 CLARK ST
HARTFORD, Connecticut 06120
(41.786704, -72.677438)"
"ASYLUM HILL EARLY LEARNING CENTER, DEPARTMENT OF FAMILIES CHILDREN YOUTH AND RECREATION: CITY OF HARTFORD",,,"06105","(860) 757-0750","hardk001@hartford.gov","http://dfcyr.hartford.gov/index.php/youngchildren/division-for-young-children-s-early-learning-centers",,,,"Early Childhood Education",,,,,"High-quality early childhood learning and development services year-round to infants, toddlers and preschool children, including those with special needs.","814 ASYLUM AV
HARTFORD, Connecticut 06105
(41.769609, -72.691763)"
"HARTFORD PUBLIC SCHOOLS","8th Floor",,"06103","(860) 695-8000","info@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Link students, parents, principals, teachers, employees, and the community to available resources and ensure accurate information and quality assistance for all.   Facilitate families ability to request information, voice concerns and resolve issues.","960 MAIN ST
HARTFORD, Connecticut 06103
(41.768459, -72.673034)"
"ENVIRONMENTAL SCIENCES MAGNET SCHOOL AT MARY HOOKER (PK 3-8)",,,"06106","(860) 695-3760","welcomecenter@hartfordschools.org","http://www.environmentalsciencesmagnet.org/",,,,,,"Schools",,,"Serve students from Pre-Kindergarten (age 4) through Grade 8 and ensure that all students attain high academic achievement through theme-based instruction in a safe, responsive learning community.","440 BROADVIEW TER
HARTFORD, Connecticut 06106
(41.741112, -72.700528)"
"SPORT & MEDICAL SCIENCES ACADEMY (6-12)",,,"06106","(860) 695-6900","welcomecenter@hartfordschools.org","http://www.sportandmedicalsciences.org",,,,,,"Schools",,,"Utilize a thematic approach in delivering a cross-disciplinary curriculum, integrating technology into all subject areas.","280 HUYSHOPE AV
HARTFORD, Connecticut 06106
(41.752365, -72.660526)"
"HPHS ACADEMY OF NURSING AND HEALTH SCIENCE (9-12)",,,"06105","(860) 695-1325","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Prepare young adults to successfully pursue a degree in nursing or related health care/science-based courses of study.","55 FOREST ST
HARTFORD, Connecticut 06105
(41.765472, -72.700221)"
"HARTFORD MAGNET TRINITY COLLEGE ACADEMY (6-12)",,,"06106","(860) 695-7201","spayne@hartfordschools.org","http://hmms.hartfordschools.org/",,,,,,"Schools",,,"Provide a program built on a rigorous academic foundation that emphasizes two complementary disciplines: science and the arts, blending these themes with the Early College model.  Offer students the opportunity to engage in coursework on the Trinity Colle","53 VERNON ST
HARTFORD, Connecticut 06106
(41.751262, -72.686491)"
"FAMILY INSTITUTE OF CONNECTICUT",,,"06106","(860) 548-0066","info@ctfamily.org","http://www.ctfamily.org","Youth and Family Enrichment",,,,,,,,"Foster partnerships that engage families in a participatory process leading to self-efficacy.","77 BUCKINGHAM ST
HARTFORD, Connecticut 06106
(41.760182, -72.676645)"
"INSTITUTE OF LIVING",,,"06106","(800) 673-2411",,"http://www.instituteofliving.org",,"Support Services",,,,,,,"Offer comprehensive services that meet the challenge of complex medical needs.","200 RETREAT AV
HARTFORD, Connecticut 06106
(41.751919, -72.681212)"
"GIRL SCOUTS OF CONNECTICUT",,,"06106","(860) 522-0163","general@gsofct.org","http://www.gsofct.org","Youth and Family Enrichment",,,,,,,,"Instill girls with courage, confidence, and character in order to make the world a better place.","340 WASHINGTON ST
HARTFORD, Connecticut 06106
(41.751782, -72.683016)"
"KNOX INC.",,,"06106","(860) 951-7694","info@knoxhartford.org","http://www.knoxhartford.org",,,"Civic Engagement",,,,,,"Using horticulture as a catalyst for community engagement, KNOX forges partnerships between residents, businesses and government, providing leadership to build greener, stronger, healthier and more beautiful neighborhoods in Hartford.","75 LAUREL ST
HARTFORD, Connecticut 06106
(41.761142, -72.69688)"
"LITTLE ANGELS LEARNING CENTER",,,"06106","(860) 524-1445","L_center@sbcglobal.net","http://dfcyr.hartford.gov",,,,"Early Childhood Education",,,,,"The Little Angel's Learning Center PRE-K seeks to ensure that each child enrolled has a good start in life by making their preschool experience a positive and beneficial one. Our safe and stable environment nurtures positive attitudes toward learning, lay","75 ZION ST
HARTFORD, Connecticut 06106
(41.743035, -72.694142)"
"YWCA",,,"06105","(860) 525-1163","ywcainfo@ywcahartford.org","http://www.ywcahartford.org",,"Support Services",,,,,,,"To help eliminate racism and empower women who are the heads of the households we serve.","135 BROAD ST
HARTFORD, Connecticut 06105
(41.767378, -72.686185)"
"METZNER RECREATION, DEPARTMENT OF FAMILIES, CHILDREN, YOUTH, AND RECREATION: CITY OF HARTFORD",,,"06114","(860) 757-4881",,"http://www.hartford.gov","Youth and Family Enrichment",,,,,,,,"Provide life-long recreational opportunities that promote healthy and active living.","680 FRANKLIN AV
HARTFORD, Connecticut 06114
(41.729232, -72.673928)"
"PARKVILLE COMMUNITY SCHOOL (PK 4-5)",,,"06106","(860) 695-4720",,"http://www.hartfordschools.org",,,,,,"Schools",,,"Provide a learning environment wherein all students are prepared for middle school. The multicultural and multilingual educational setting ensures sensitivity to and knowledge of a variety of cultures.","47 NEW PARK AV
HARTFORD, Connecticut 06106
(41.755667, -72.706943)"
"RIVERFRONT RECAPTURE","1st Floor",,"06106","(860) 713-3131","infodesk@riverfront.org","http://www.riverfront.org","Youth and Family Enrichment",,,,,,,,"Improving the quality of life and urban vitality through beautiful, safe waterfront parks, recreation and activities, youth programs, and cultural events and festivals. With 3 parks in Hartford: Riverside Park (20 Leibert Rd), Mortensen Riverfront Plaza (","50 COLUMBUS BLVD
HARTFORD, Connecticut 06106
(41.760384, -72.670246)"
"SAINT LAWRENCE O'TOOLE CHURCH FOOD PANTRY",,,"06106","(860) 522-1129",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Emergency food pantry for Hartford residents in need. Food pantry is located at church rectory, 494 New Britain Avenue, Hartford.","494 NEW BRITAIN AV
HARTFORD, Connecticut 06106
(41.737978, -72.698942)"
"TEACHER PREPARATORY STUDIES AT BULKELEY - LOWER -- REMOVE",,,"06114","(860) 695-1202","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Attract, recruit and train students who have an interest in the field of education.","300 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.747601, -72.673459)"
"AL-ANON / ALATEEN FAMILY GROUPS CONNECTICUT STATE INFORMATION OFFICE",,,"06106","(888) 425-2666","wso@al-anon.org","http://www.al-anon.org",,"Support Services",,,,,,,"Help people understand how much they have in common with everyone affected by someone else's drinking, regardless of the specific details of their personal situation.","277 MAIN ST
HARTFORD, Connecticut 06106
(41.759064, -72.675352)"
"EXPEDITIONARY LEARNING ACADEMY AT MOYLAN (PK 4-5)",,,"06106","(860) 695-4500","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Provide a project-based research approach where critical thinking and problem-solving skills are mastered through participation in learning expeditions, case studies, field work, and exhibitions of student work.","101 CATHERINE ST
HARTFORD, Connecticut 06106
(41.746325, -72.69866)"
"MARSHAL HOUSE FAMILY SHELTER",,,"06105","(860) 543-8430","Sarah.DiMaio@use.salvationarmy.org","http://ctri.salvationarmy.org/SNE/MarshallHouse",,"Support Services",,,,,,,"Marshall House has since grown to a 27-bed Family Shelter and a 23-bed Overflow Shelter, providing comprehensive services to people who are at risk of homelessness, currently experiencing homelessness, or are transitioning from homelessness back into stab","225 SOUTH MARSHALL ST
HARTFORD, Connecticut 06105
(41.765788, -72.698641)"
"TRAVELERS EARLY CHILDHOOD LEARNING CENTER - THE VILLAGE FOR FAMILIES & CHILDREN",,,"06105","(860) 236-4511, x3655","cvalenzuela@thevillage.org","http://www.thevillage.org",,,,"Early Childhood Education",,,,,"As a NAEYC accredited preschool for children ages 3-5, we provide a nurturing, open and safe educational environment that helps to promote learning, intellectual curiosity, creativity, independence, social skills, & physical development. We support famili","105 SPRING ST
HARTFORD, Connecticut 06105
(41.771015, -72.683516)"
"UNIVERSITY HIGH SCHOOL OF SCIENCE AND ENGINEERING (9-12)",,,"06112","(860) 695-9020","Folam001@hartfordschools.org","http://www.uhsse.org",,,,,,"Schools",,,"Prepare students for college by earning college credits while in high school and spending time on the college campus.","351 MARK TWAIN DR
HARTFORD, Connecticut 06112
(41.797834, -72.709685)"
"PARTNERSHIP FOR STRONG COMMUNITIES",,,"06106","(860) 244-0066","Amanda@psc.housing.org","http://www.pschousing.org",,"Support Services","Civic Engagement",,,,,,"Coordinate advocacy and housing policy development to advance solutions to homelessness, affordable housing and foster creation of better neighborhoods. The HomeConnecticut initiative seeks to increase the supply of affordable housing units in Connecticut","227 LAWRENCE ST
HARTFORD, Connecticut 06106
(41.762333, -72.687904)"
"JUBILEE HOUSE",,,"06114","(860) 247-3030","info@jubileehouse.org","http://hobread.org/education/jubilee-house",,"Support Services",,,,,,,"Provide a holistic literacy program for underserved adult learners in the greater Hartford area with a particular focus on the literacy and basic human needs of the refugee and immigrant person in order for them to attain employment, acquire self-sufficie","40 CLIFFORD ST
HARTFORD, Connecticut 06114
(41.740091, -72.686256)"
"PARENTS OPENING DOORS (PADRES ABRIENDO PUERTAS)",,,"06120","(860) 297-4391","padresabriendopuertasinc@aol.com","http://www.parentsopeningdoors.org",,"Support Services","Civic Engagement",,,,,,"Support Hispanic parents of children with disabilities","60 WESTON ST
HARTFORD, Connecticut 06120
(41.785324, -72.664181)"
"HARC",,,"06105","(860) 218-6000","info@harc-ct.org","http://www.harc-ct.org",,"Support Services","Civic Engagement",,,,,,"HARC helps people with intellectual disability and their families enjoy lives of quality, inclusion and dignity by providing support, education, and advocacy.","900 ASYLUM AV
HARTFORD, Connecticut 06105
(41.770617, -72.695036)"
"CHRIST CHURCH CATHEDRAL - CHURCH STREET EATS PROGRAM",,,"06103","(860) 527-7232","office@cccathedral.org","http://www.cccathedral.org",,"Support Services",,,,,,,"Visit the sick, welcome strangers, reach out to the poor, provide clothing to the needy, feed the hungry, encourage the discouraged, and heal the broken-hearted.","45 CHURCH ST
HARTFORD, Connecticut 06103
(41.768864, -72.67565)"
"KING'S CHAPEL FOOD PANTRY",,,"06112","(860) 728-5777",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Operate a food pantry for anyone in need.","400 WOODLAND ST
HARTFORD, Connecticut 06112
(41.780932, -72.696761)"
"ASIAN FAMILY SERVICES",,,"06106","(860) 951-8770 EXT 232","afs@crtct.org","http://www.crtct.org/en/need-help/m-health/asian-family-services",,"Support Services",,,,,,,"Provide multicultural and multi-lingual counseling and supported services to individuals and families from many cultures including Vietnamese, other Asiatic cultures, and Spanish.","1921 PARK ST
HARTFORD, Connecticut 06106
(41.756431, -72.710824)"
"INSTITUTE FOR COMMUNITY RESEARCH","Suite 100",,"06106","(860) 278-2044","connie.yan@icrweb.org","https://icrweb.org/",,,"Civic Engagement",,,,,,"Conduct research in collaboration with community partners to promote justice and equity in a diverse, multiethnic, multicultural world. Engage in and support community-based research partnerships to reverse inequities, promote positive changes in public h","2 HARTFORD SQUARE WEST
HARTFORD, Connecticut 06106
(41.720624, -72.742822)"
"MALTA HOUSE OF CARE MOBILE MEDICAL CLINIC - HARTFORD","Suite 21",,"06105","(860) 725-0171",,"http://www.maltahouseofcare.org",,"Support Services",,,,,,,"Provide free primary health care to the uninsured. We deliver that health care through operation of a mobile care vehicle that has a fixed schedule in four distinct neighborhoods across the City of Hartford. Offer coordinated communication efforts at scho","19 WOODLAND ST
HARTFORD, Connecticut 06105
(41.768555, -72.702099)"
"HARTFORD PARENT UNIVERSITY"," Suite 200",,"06106","(860) 209-5522",,"http://www.hartfordparentuniversity.org",,,"Civic Engagement",,,,,,"The goal of the Hartford Parent University is to increase parent involvement in the schools and empower parents to raise children who are successful in school and in life.  The objectIves of the Hartford Parent University are to:  increase the capacity of","207 MAIN STREET
HARTFORD, Connecticut 06106
(41.758272, -72.675468)"
"THE CONNECTICUT YOUTH FORUM",,,"06103","(860) 509-0909","info@ctforum.org","http://www.ctforum.org","Youth and Family Enrichment",,,,,,,,"To encourage the free and active exchange of ideas in Forums that inform, challenge, entertain, inspire and build bridges among all people and organizations in our community.","750 MAIN ST
HARTFORD, Connecticut 06103
(41.765677, -72.673388)"
"HARTFORD PUBLIC LIBRARY - SAND/HOPKINS BRANCH",,,"06120","(860) 695-7520","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","1750 MAIN ST
HARTFORD, Connecticut 06120
(41.778567, -72.676209)"
"YOUTH ON YOUTH - EACH ONE TEACH ONE","Suite 101",,"06114","(860) 727-8889","eachoneteachone@att.net","Unlisted/Unavailable","Youth and Family Enrichment","Support Services",,,,,,,"Provide outreach to deter Greater Hartford area youths from drugs and gang activities. Programs offered include counseling for youth and their families, community life skills education, substance abuse prevention and education, and tutoring & mentoring pr","90 BRAINARD RD
HARTFORD, Connecticut 06114
(41.738188, -72.659888)"
"CT PARENT POWER","Suite 4030",,"06106","(860) 951-2212 ext. 273","info@ctparentpower.org","http://www.ctparentpower.org/",,,"Civic Engagement",,,,,,"Engage, educate and mobilize parents to act on children's issues.","110 BARTHOLOMEW AV
HARTFORD, Connecticut 06106
(41.7547, -72.703668)"
"JESUS LA FUENTE HOUSE OF HARVEST FOOD PANTRY",,,"06105","(860) 560-0447",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Provide food when available to those in the Greater Hartford community","114 WOOSTER ST
HARTFORD, Connecticut 06105
(41.781516, -72.674744)"
"HARTFORD AREA CHILD CARE COLLABORATIVE","8th Floor",,"06106","(860) 548-1888","haccc@haccc.info","http://www.hfpgcollaborative.org",,"Support Services",,,,,,,"An initiative of the Hartford Foundation, the Collaborative is committed to promoting and sustaining high quality early childhood programs in Greater Hartford","10 COLUMBUS BLVD
HARTFORD, Connecticut 06106
(41.759345, -72.669566)"
"MOUNT OLIVE CHURCH MINISTRIES EMERGENCY FOOD PANTRY",,,"06120","(860) 549-3935","mtolive@snet.net","http://www.mocm.org/",,"Support Services",,,,,,,"Provides a food pantry for residents of the Northend of Hartford including low-income families with children under age 18; older adults ages 55+; single adults with referral from DSS worker or case manager.","20 BATTLES ST
HARTFORD, Connecticut 06120
(41.783534, -72.674421)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - CHILDREN'S LEARNING CENTER",,,"06105","(860) 560-5401","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","211 LAUREL ST
HARTFORD, Connecticut 06105
(41.764977, -72.697061)"
"ALFRED E. BURR ELEMENTARY SCHOOL (PK 4-8)",,,"06114","(860) 695-3080","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Create a challenging, stimulating, and safe environment that promotes attainment of Academic Standards of the State of Connecticut, and that gives students the ability to effectively participate in the global economy.","400 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.744899, -72.67309)"
"DIVISION OF PUBLIC DEFENDER SERVICES: STATE OF CONNECTICUT","4th Floor",,"06106","(860) 509-6400",,"http://www.ct.gov/ocpd",,"Support Services",,,"Government Agency",,,,"The Division of Public Defender Services provides counsel in accordance with both the United States and Connecticut Constitutions to any indigent person charged with the commission of a crime that carries a risk of incarceration. In addition, representati","30 TRINITY ST
HARTFORD, Connecticut 06106
(41.763814, -72.68063)"
"BRIGHT FUTURES YOUTH CENTERS",,,"06103","(860) 525-0360",,"Unlisted/Unavailable","Youth and Family Enrichment",,,,,,,,"Introduce positive educational and recreational activities to inner-city youth as an alternative to ""street life.""","180 PLEASANT ST
HARTFORD, Connecticut 06103
(41.771484, -72.676278)"
"Y-US (YOUTH UNITED FOR SURVIVAL, INC.)",,,"06106","(860) 951-7268","mail@y-us.org","http://www.y-us.org","Youth and Family Enrichment",,,,,,,,"Help youth who have experienced trauma develop into healthy and responsible people through positive youth development programs.","1477 PARK ST
HARTFORD, Connecticut 06106
(41.757856, -72.70292)"
"JOURNALISM & MEDIA ACADEMY MAGNET SCHOOL (9-12)",,,"06112","(860) 695-7564","choms001@jma.hartfordschools.org","http://jma.hartfordschools.org/",,,,,,"Schools",,,"Advance  the study of journalism and media through the use of technology and self-mastery. Students have the opportunity to develop workplace and college readiness competencies through core and elective classes, job shadowing and internships.  Students ar","150 TOWER AV
HARTFORD, Connecticut 06112
(41.797635, -72.670349)"
"MONTESSORI MAGNET SCHOOL AT ANNIE FISHER (PK 3-6)",,,"06112","(860) 695-3560","info@anniefishermontessori.org","http://www.anniefishermontessori.org/",,,,,,"Schools",,,"Foster each childâ€™s natural desire to learn through hands-on exploration and discovery.","280 PLAINFIELD ST
HARTFORD, Connecticut 06112
(41.791455, -72.70817)"
"SUPERIOR COURT CONNECTICUT - JUVENILE MATTERS: STATE OF CONNECTICUT",,,"06106","(860) 244-7900",,"http://www.jud.ct.gov",,,,,"Government Agency",,,,"The initial trial level for all juvenile cases in the State of Connecticut.","920 BROAD ST
HARTFORD, Connecticut 06106
(41.75687, -72.687045)"
"MOUNT OLIVE CHILD DEVELOPMENT (CENTER AT CENTRAL BAPTIST)",,,"06120","(860) 549-4380","rsales@mtolivedaycare.com","http://www.mtolivedaycare.com",,,,"Early Childhood Education",,,,,"Provide high-quality care and early education in partnerships with parents of young children.","457 MAIN ST
HARTFORD, Connecticut 06120
(41.761599, -72.674614)"
"HARTFORD COMMUNITIES THAT CARE, INC.","3rd Floor",,"06120","(860) 724-1223","info@hartfordctc.org","http://www.hartfordctc.org","Youth and Family Enrichment",,,,,,,,"Create a non-violent and drug-free environment through the coordination and collaboration of services, promotion of education, healthy lifestyles, and practices and by the formation of effective partnerships with key members of the community.","2550 MAIN ST
HARTFORD, Connecticut 06120
(41.788983, -72.671965)"
"CHRYSALIS CENTER",,,"06112","(860) 263-4400","info@chrysalis.org","http://www.chrysaliscenterct.org",,"Support Services",,,,,,,"Provide social services and develop affordable housing and help people living in poverty who struggle with mental illness, substance abuse, HIV/AIDS, release from incarceration, and homelessness.","255 HOMESTEAD AV
HARTFORD, Connecticut 06112
(41.77873, -72.697856)"
"SALVATION ARMY - SOUTHERN NEW ENGLAND DIVISION",,,"06105","(860) 347-7493",,"http://ctri.salvationarmy.org/",,"Support Services",,,,,,,"Provide assistance and disaster services to people with emergency needs, school readiness programs, summer camp, after school homework centers, youth groups, senior programming, and homeless assistance services. Programs also include alcohol and drug reha","855 ASYLUM AV
HARTFORD, Connecticut 06105
(41.770068, -72.693258)"
"HARTFORD PUBLIC LIBRARY - BLUE HILLS BRANCH",,,"06112","(860) 695-7420","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","649 BLUE HILLS AV
HARTFORD, Connecticut 06112
(41.80486, -72.695434)"
"ST. FRANCIS BEHAVIORAL HEALTH GROUP",,,"06112","(860) 714-9333",,"http://www.stfranciscare.com",,"Support Services",,,,,,,"Draw out peoples strengths and competencies to assist them with coping more effectively in times of significant challenge or difficulty in their lives.","675 TOWER AV
HARTFORD, Connecticut 06112
(41.800789, -72.6935)"
"GLORY CHAPEL FOOD PANTRY",,,"06112","(860) 547-1561",,"http://www.glorychapelhartford.com/outreach.html",,"Support Services",,,,,,,"Glory Chapel International Cathedral is helping feed the hungry by providing groceries to persons in need.","221 GREENFIELD ST
HARTFORD, Connecticut 06112
(41.784442, -72.693729)"
"OPPORTUNITY HIGH SCHOOL (9-12)",,,"06105","(860) 761-7360",,"http://www.opp.org",,,,,,"Schools",,,"Help urban youth become successful adults by offering a relationship-centered approach to help young people access and attain a mix of the educational, employment, and personal skills that contribute to their success","28 SARGEANT ST
HARTFORD, Connecticut 06105
(41.774538, -72.68774)"
"WARBURTON COMMUNITY CHURCH FOOD PANTRY",,,"06106","(860) 951-0058",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Food pantry located in Hartford open Sat: 10am-2pm. Also open other days for emergencies only.","420 BROOKFIELD ST
HARTFORD, Connecticut 06106
(41.742372, -72.708456)"
"GREATER HARTFORD ACADEMY OF MATHEMATICS & SCIENCE (9-12)",,,"06106","(860) 757-6316",,"http://www.crecschools.org",,,,,,"Schools",,,"Provide a highly competitive science and mathematics curriculum for students in grades 9-12, taught through the integration of state-of-the-art technology.","15 VERNON ST
HARTFORD, Connecticut 06106
(41.751379, -72.684141)"
"HARTFORD PUBLIC LIBRARY - ALBANY BRANCH",,,"06112","(860) 695-7380","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","1250 ALBANY AV
HARTFORD, Connecticut 06112
(41.782556, -72.697227)"
"HARTFORD JOB CORPS ACADEMY",,,"06106","(860) 953-7201",,"http://hartford.jobcorps.gov",,,,,,,,"Workforce Development","Attract eligible young people, teach them the skills they need to become employable and independent, and place them in meaningful jobs or further education.","100 WILLIAM SHORTY CAMPBELL ST
HARTFORD, Connecticut 06106
(41.739175, -72.710021)"
"MCDONOUGH EXPEDITIONARY LEARNING SCHOOL (MELS) (6-12)",,,"06106","(860) 695-4260",,"http://www.hartfordschools.org",,,,,,"Schools",,,"Serve students grades 6-8 in an Expeditionary Learning School that requires students to engage in research, use the community in authentic ways, and communicate what they have learned through a presentation to outside audiences.","111 HILLSIDE AV
HARTFORD, Connecticut 06106
(41.750387, -72.697814)"
"NOAH WEBSTER MICROSOCIETY MAGNET SCHOOL (PK 3-8)",,,"06105","(860) 695-5380",,"https://nwmms.org/",,,,,,"Schools",,,"Support students in developing the values of self-discipline, work habits, academic and life skills needed to achieve success in a global society by creating their own ventures such as museums, travel agencies and quiz shows. Students also run the school ","5 CONE ST
HARTFORD, Connecticut 06105
(41.768894, -72.712253)"
"GUAKIA INC.",,,"06106","(860) 548-9555","guakiainc@gmail.com","http://www.guakia.org","Youth and Family Enrichment",,,,,,,,"Offer youth high quality instruction in the arts and humanities focused on Puerto Rican and Hispanic culture.","75 CHARTER OAK AV
HARTFORD, Connecticut 06106
(41.758845, -72.670024)"
"EBONY HORSEWOMEN EQUESTRIAN CENTER",,,"06112","(860) 293-2914","info@ebonyhorsewomen.us","http://www.ebonyhorsewomen.us","Youth and Family Enrichment",,,,,,,,"Empower youth toward successful lives through the use of equine assisted growth, learning programs, and activities.","337 VINE ST
HARTFORD, Connecticut 06112
(41.790345, -72.686824)"
"SALVATION ARMY - SERVICE UNITS",,,"06105","(860) 543-8400",,"http://ctri.salvationarmy.org/",,"Support Services",,,,,,,"Provide emergency assistance to people in areas of Connecticut that are not covered by a Salvation Army Corps Community Center","855 ASYLUM AV
HARTFORD, Connecticut 06105
(41.770068, -72.693258)"
"FAMILIES IN CRISIS",,,"06106","(860) 727-5800","info@familiesincrisis.org","http://www.familiesincrisis.org/",,"Support Services",,,,,,,"Strengthen communities by helping offenders rebuild their lives and re-enter society; and promote systemic change by educating the public and policymakers about the impact of incarceration on families and the connection between preserving family ties and ","60 POPIELUSZKO CT
HARTFORD, Connecticut 06106
(41.758056, -72.672277)"
"BOYS & GIRLS CLUB OF HARTFORD (TRINITY COLLEGE)",,,"06106","(860) 727-4154","agarcia@bgchartford.org","http://www.bgchartford.com","Youth and Family Enrichment",,,,,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","1500 BROAD ST
HARTFORD, Connecticut 06106
(41.748819, -72.687113)"
"UNITED METHODIST CHURCH OF HARTFORD FOOD PANTRY",,,"06105","(860) 523-5132",,"http://www.umcofhartford.org/",,"Support Services",,,,,,,"Church food pantry located in the West End of Hartford is for anyone in need. Food distribution is last Tuesday of the month from 5-6pm.","571 FARMINGTON AV
HARTFORD, Connecticut 06105
(41.766196, -72.711172)"
"SALVATION ARMY “ THE RIGHT PLACE",,,"06105","(860) 543-8488","Heather.LaCasse@usesalvationarmy.org","http://www.ctri.salvationarmy.org/SNETRPHartford",,,,"Early Childhood Education",,,,,"The Right Place offers Nationally Accredited Early Childhood Education to children, ages three to five, at two Centers in Hartford, and helps children to acquire the skills they need to be successful learners when they enter kindergarten. To reinforce the","121 SIGOURNEY ST
HARTFORD, Connecticut 06105
(41.768951, -72.693844)"
"HARTFORD PUBLIC LIBRARY - GOODWIN BRANCH",,,"06106","(860) 695-7480","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","460 NEW BRITAIN AV
HARTFORD, Connecticut 06106
(41.738956, -72.698217)"
"DEPARTMENT OF CHILDREN AND FAMILIES: STATE OF CONNECTICUT",,,"06106","(860) 418-8000","Commissioner.dcf@ct.gov","http://www.ct.gov/dcf",,,,,"Government Agency",,,,"Working together with families and communities for children who are healthy, safe, smart and strong.","250 HAMILTON ST
HARTFORD, Connecticut 06106
(41.754504, -72.704883)"
"TRINITY HILL CARE CENTER",,,"06106","(860) 951-1060","davids@icaremanagement.com","http://www.trinity-hill.com",,"Support Services",,,,,,,"Offers intensive, inpatient nursing care, rehabilitative therapies, respite care, hospice services, and a special care unit for people with AIDS, Alzheimer's disease, or other forms of dementia.","151 HILLSIDE AV
HARTFORD, Connecticut 06106
(41.748736, -72.698044)"
"GRACE EVANGELICAL LUTHERAN CHURCH - GRACE SUPPER GATHERING",,,"06105","(860) 527-7792",,"http://www.graceistheplace.org/",,"Support Services",,,,,,,"Nurture faith (Matt.28:19-20) and serve others (Matt.25:34-36).","46 WOODLAND ST
HARTFORD, Connecticut 06105
(41.770582, -72.701458)"
