"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","General Government","Public Works","TRAFFIC                       ","SUPPLIES            ","25000","25000","General Fund","Tax Supported","TRAFFIC SIGNS & SUPPLIES      ","Operating Expense"
"2015","General Government","Treasurer","CUSTODY OF FUNDS              ","PROPERTY            ","2500","2500","General Fund","Tax Supported","OFFICE FURNITURE OVER $1000   ","Operating Expense"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","SUPPLIES            ","34517","34992","General Fund","Tax Supported","PRINTING PAPER SUPPLIES       ","Operating Expense"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","32500","0","General Fund","Tax Supported","SPECIAL EVENT OT 1.0          ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SUPPLIES            ","20000","20000","General Fund","Tax Supported","TRAINING SUPPLIES             ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","PURCH PROPERTY SVC  ","10000","10000","General Fund","Tax Supported","BLDING MAINT. & REPAIR        ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","9500","9500","General Fund","Tax Supported","BOTTLED GAS-OXYGEN ACETYL     ","Operating Expense"
"2015","Public Safety","Police","SUPPORT SERVICES BUREAU       ","PURCH PROF & TECH SV","25000","15000","General Fund","Tax Supported","CLINIC COUNSELING             ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","0","-120000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","0","-222552","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","0","-720000","General Fund","Tax Supported","PAYROLL REDUCTION TARGET      ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SALARIES/WAGES      ","11500","5000","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SALARIES/WAGES      ","13650","5000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SALARIES/WAGES      ","1260","1260","General Fund","Tax Supported","STAND-BY PAY                  ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SUPPLIES            ","4000","4000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Fire","TRAINING                      ","SUPPLIES            ","51000","51000","General Fund","Tax Supported","MEDICAL SUPP.  GAUZE  ETC     ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SALARIES/WAGES      ","580186","580186","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SALARIES/WAGES      ","6500","6500","General Fund","Tax Supported","OVERTIME - 1X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SALARIES/WAGES      ","34650","20000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SALARIES/WAGES      ","550","550","General Fund","Tax Supported","STAND-BY PAY                  ","Personnel Cost"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SALARIES/WAGES      ","350","350","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","PURCH PROPERTY SVC  ","30000","30000","General Fund","Tax Supported","MOTOR VEHICLE MAINT&REPAI     ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","PURCH PROPERTY SVC  ","24000","24000","General Fund","Tax Supported","ACCIDENT REPAIR               ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","16000","16000","General Fund","Tax Supported","OPER. SUPP-OTHER EQUIP.       ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","7500","7500","General Fund","Tax Supported","FIRE FIGHTING SUPPLIES        ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","89250","89250","General Fund","Tax Supported","MOTOR VEHICLE REPAIR          ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","17000","17000","General Fund","Tax Supported","TIRES & ASSESSORIES           ","Operating Expense"
"2015","Public Safety","Fire","FIRE EQUIPMENT MAINTENANCE    ","SUPPLIES            ","9500","9500","General Fund","Tax Supported","MECH SYS SUPPL & MATLS        ","Operating Expense"
"2015","General Government","Human Resources","ADMINISTRATION                ","SALARIES/WAGES      ","387066","387066","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Human Resources","ADMINISTRATION                ","SALARIES/WAGES      ","250","250","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","General Government","Human Resources","ADMINISTRATION                ","SALARIES/WAGES      ","175","175","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Human Resources","ADMINISTRATION                ","SALARIES/WAGES      ","5000","5000","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","General Government","Human Resources","ADMINISTRATION                ","BENEFITS            ","17500","17500","General Fund","Tax Supported","TUITION REIMBURSEMENT         ","Personnel Cost"
"2015","General Government","Human Resources","ADMINISTRATION                ","PURCH PROF & TECH SV","10000","10000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Human Resources","ADMINISTRATION                ","OTHER PURCH SVC     ","375","375","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","General Government","Human Resources","ADMINISTRATION                ","SUPPLIES            ","5000","5000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUTH SERVICES     ","SALARIES/WAGES      ","421383","421383","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUTH SERVICES     ","PURCH PROF & TECH SV","201969","201969","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Families Children Youth and Recreation","OFFICE FOR YOUTH SERVICES     ","OTHER ITEMS         ","2282366","2148439","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2015","General Government","Chief Operating Officer","SUPPLIER DIVERSITY            ","SALARIES/WAGES      ","56830","56830","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Communications and New Media","Other","SALARIES/WAGES      ","206516","156516","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","SUPPORT SERVICES BUREAU       ","SALARIES/WAGES      ","313765","313765","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","SUPPORT SERVICES BUREAU       ","SALARIES/WAGES      ","5000","2000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","PROPERTY CONTROL              ","SALARIES/WAGES      ","348520","347633","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","PROPERTY CONTROL              ","SALARIES/WAGES      ","15500","7500","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","PROPERTY CONTROL              ","PURCH PROF & TECH SV","4000","4000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","PROPERTY CONTROL              ","OTHER PURCH SVC     ","1200","1200","General Fund","Tax Supported","ADVERTISING                   ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SALARIES/WAGES      ","323688","179510","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SALARIES/WAGES      ","401542","401542","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SALARIES/WAGES      ","10525","0","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SALARIES/WAGES      ","21070","21070","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","PURCH PROF & TECH SV","1000","1000","General Fund","Tax Supported","EQUIPMENT MAINT & REPAIRS     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","PURCH PROF & TECH SV","105000","105000","General Fund","Tax Supported","CONTRACT CONSULTANT SERV      ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","PURCH PROF & TECH SV","41830","41830","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","PURCH PROPERTY SVC  ","11700","11700","General Fund","Tax Supported","RENTAL OF OFFICES             ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","PURCH PROPERTY SVC  ","6000","6000","General Fund","Tax Supported","RENTAL OF OFFICE EQUIP        ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","OTHER PURCH SVC     ","30000","21951","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","OTHER PURCH SVC     ","1998","1998","General Fund","Tax Supported","FREIGHT & EXPRESS CHARGES     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","OTHER PURCH SVC     ","70000","70000","General Fund","Tax Supported","TOWING & STORAGE-MOTOR VE     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","20364","20364","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","130000","85000","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","12500","9500","General Fund","Tax Supported","MEDICAL SUPP.  GAUZE  ETC     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","190000","80000","General Fund","Tax Supported","POLICE EQUIP.-HELMETS ETC     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","115000","100000","General Fund","Tax Supported","AMMUNITION                    ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","1500","500","General Fund","Tax Supported","TIRES & ASSESSORIES           ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","20000","20000","General Fund","Tax Supported","MISC REP & MAINT SUPPLIES     ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","OTHER ITEMS         ","1000","500","General Fund","Tax Supported","PERSONAL PROPERTY LOSS        ","Operating Expense"
"2015","Public Safety","Police","AUXILIARY SERVICES            ","SALARIES/WAGES      ","272950","271266","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Police","AUXILIARY SERVICES            ","SALARIES/WAGES      ","30000","15000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","26310344","26310344","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","-701632","-1076632","General Fund","Tax Supported","ATTRITION                     ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","1749618","1749618","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","840000","618150","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SALARIES/WAGES      ","225750","100000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","Public Safety","Fire","SUPPRESSION                   ","SUPPLIES            ","122874","122874","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","Public Safety","Fire","SUPPRESSION                   ","SUPPLIES            ","20000","20000","General Fund","Tax Supported","OTHER SUPPLIES                ","Operating Expense"
"2015","Public Safety","Fire","TRAINING                      ","SALARIES/WAGES      ","516733","516733","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Fire","TRAINING                      ","SALARIES/WAGES      ","28412","28412","General Fund","Tax Supported","PERMANENT PART TIME           ","Personnel Cost"
"2015","General Government","Communications and New Media","Other","OTHER PURCH SVC     ","475","475","General Fund","Tax Supported","OUTSIDE PRINTING SERVICE      ","Operating Expense"
"2015","General Government","Communications and New Media","Other","SUPPLIES            ","950","950","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","SALARIES/WAGES      ","168331","168331","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","SALARIES/WAGES      ","4750","4750","General Fund","Tax Supported","FIRST SHIFT - 1X OVERTIME     ","Personnel Cost"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","OTHER PURCH SVC     ","28500","28500","General Fund","Tax Supported","MAILING SERVICES              ","Operating Expense"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","OTHER PURCH SVC     ","231419","231419","General Fund","Tax Supported","POSTAGE                       ","Operating Expense"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","SUPPLIES            ","3614","3614","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Communications and New Media","GRAPHICS & MAIL SERVICES      ","SUPPLIES            ","475","0","General Fund","Tax Supported","MISC REP & MAINT SUPPLIES     ","Operating Expense"
"2015","General Government","Finance","ADMINISTRATION                ","SALARIES/WAGES      ","321500","254393","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Finance","ADMINISTRATION                ","PURCH PROF & TECH SV","2250","2250","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Finance","ADMINISTRATION                ","SUPPLIES            ","2500","2500","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Finance","ADMINISTRATION                ","SUPPLIES            ","100","100","General Fund","Tax Supported","BOOKS GENERAL                 ","Operating Expense"
"2015","General Government","Finance","ADMINISTRATION                ","DEBT SVC & MISC     ","750","750","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","DEBT SVC & MISC     ","300","300","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","OTHER ITEMS         ","2000","2000","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","SALARIES/WAGES      ","428379","428379","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","PURCH PROF & TECH SV","232750","132750","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","PURCH PROPERTY SVC  ","2000","2000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","PURCH PROPERTY SVC  ","269640","269640","General Fund","Tax Supported","RENTAL OF OFFICES             ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","SUPPLIES            ","18000","18000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","SUPPLIES            ","8000","8000","General Fund","Tax Supported","SPECIAL SUPPLIES  INSECT.     ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","DEBT SVC & MISC     ","2955","2955","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","OTHER ITEMS         ","19180","19180","General Fund","Tax Supported","PAYMENTS TO OUTSIDE AGNCY     ","Operating Expense"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SALARIES/WAGES      ","567401","567401","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SALARIES/WAGES      ","450","450","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SALARIES/WAGES      ","800","800","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SALARIES/WAGES      ","43009","43009","General Fund","Tax Supported","SEASONAL EMPLOYEE/ 90 DAY TEMP","Personnel Cost"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SALARIES/WAGES      ","16331","16331","General Fund","Tax Supported","CLINIC DOCTORS                ","Personnel Cost"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","PURCH PROF & TECH SV","10194","10194","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SUPPLIES            ","4000","4000","General Fund","Tax Supported","MEDICAL SUPP.  GAUZE  ETC     ","Operating Expense"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","OTHER ITEMS         ","1325","1325","General Fund","Tax Supported","LICENSING FEES                ","Operating Expense"
"2015","Health","Health and Human Services","HHS ADMINISTRATION            ","DEBT SVC & MISC     ","0","50000","General Fund","Tax Supported","RELOCATION EXPENSE            ","Operating Expense"
"2015","Health","Health and Human Services","DISEASE PREVENTION            ","SUPPLIES            ","800","800","General Fund","Tax Supported","UNIFORM RENTAL                ","Operating Expense"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","SUPPLIES            ","2500","2000","General Fund","Tax Supported","BOTTLED GAS-OXYGEN ACETYL     ","Operating Expense"
"2015","Public Safety","Police","ANIMAL CONTROL                ","PURCH PROF & TECH SV","70000","60000","General Fund","Tax Supported","VETERINARY SERVICES           ","Operating Expense"
"2015","General Government","Public Works","LIVABLE NEIGHBORHOOD          ","SALARIES/WAGES      ","245436","123541","General Fund","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2015","General Government","Public Works","LIVABLE NEIGHBORHOOD          ","SALARIES/WAGES      ","20000","20000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2014","General Government","Corp Counsel","LEGAL SERVICES OPERATIONS     ","Other","0","-83000","General Fund","Tax Supported","YEAR END TRANSFER             ","Operating Expense"
"2015","General Government","Public Works","LIVABLE NEIGHBORHOOD          ","SALARIES/WAGES      ","575","575","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","Public Safety","Police","FISCAL MANAGEMENT             ","Other","0","-55822","General Fund","Tax Supported","MITIGATION STRATEGIES         ","Operating Expense"
"2015","Public Safety","Police","ANIMAL CONTROL                ","OTHER ITEMS         ","140000","130000","General Fund","Tax Supported","DOG DETENTION SERVICES        ","Operating Expense"
"2015","Public Safety","Police","POLICE SNOW REMOVAL OPER      ","SALARIES/WAGES      ","10000","5000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","ADMINISTRATION                ","SALARIES/WAGES      ","252800","252800","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","ADMINISTRATION                ","SUPPLIES            ","2000","2000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","ADMINISTRATION                ","DEBT SVC & MISC     ","300","300","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","2819788","2358212","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","-87187","0","General Fund","Tax Supported","ATTRITION                     ","Personnel Cost"
"2015","Public Safety","Emerg. Serv. Telecommunication","PUBLIC SAFETY TELECOMMUNICATIO","SALARIES/WAGES      ","106090","106090","General Fund","Tax Supported","HOLIDAY PAY                   ","Personnel Cost"
"2015","General Government","Development Services","ADMINISTRATION                ","SALARIES/WAGES      ","446652","428612","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Development Services","ADMINISTRATION                ","SALARIES/WAGES      ","150","150","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Development Services","ADMINISTRATION                ","PURCH PROF & TECH SV","20000","20000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Development Services","ADMINISTRATION                ","SUPPLIES            ","3000","3000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Development Services","ADMINISTRATION                ","DEBT SVC & MISC     ","1600","1600","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","ADMINISTRATION                ","OTHER ITEMS         ","400000","400000","General Fund","Tax Supported","ARTS JOBS GRANT PROGRAM       ","Operating Expense"
"2015","General Government","Development Services","HOUSING LENDING               ","SALARIES/WAGES      ","106571","106571","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Development Services","HOUSING LENDING               ","PURCH PROF & TECH SV","50000","50000","General Fund","Tax Supported","PROPERTY MANAGEMENT SERV      ","Operating Expense"
"2015","General Government","Development Services","HOUSING LENDING               ","PURCH PROF & TECH SV","4000","4000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Development Services","HOUSING LENDING               ","SUPPLIES            ","500","500","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Development Services","HOUSING LENDING               ","DEBT SVC & MISC     ","400","400","General Fund","Tax Supported","PROF & TECH ASSOC DUES        ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","1991338","1876930","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","25000","25000","General Fund","Tax Supported","OVERTIME - 1X OVERTIME        ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","22000","22000","General Fund","Tax Supported","OVERTIME 1.5X OVERTIME        ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","4000","4000","General Fund","Tax Supported","OVERTIME -2X DOUBLE           ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","SALARIES/WAGES      ","4000","4000","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Development Services","LICENSING                     ","PURCH PROF & TECH SV","60000","60000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","OTHER PURCH SVC     ","1000","1000","General Fund","Tax Supported","OUTSIDE PRINTING              ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","OTHER PURCH SVC     ","2430","2430","General Fund","Tax Supported","ADVERTISEMENT                 ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","SUPPLIES            ","7000","7000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","SUPPLIES            ","2500","2500","General Fund","Tax Supported","PROTEC CLOTH & SAFETY EQU     ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","SUPPLIES            ","2100","2100","General Fund","Tax Supported","OPER. SUPP-OTHER EQUIP.       ","Operating Expense"
"2015","General Government","Development Services","LICENSING                     ","SUPPLIES            ","500","500","General Fund","Tax Supported","SUBSCRIPTIONS-PERIODICALS     ","Operating Expense"
"2015","General Government","Public Works","ADMINISTRATION                ","SALARIES/WAGES      ","695864","695864","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","ADMINISTRATION                ","SALARIES/WAGES      ","775","775","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","ADMINISTRATION                ","PURCH PROF & TECH SV","30000","30000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","ADMINISTRATION                ","SUPPLIES            ","20000","20000","General Fund","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2015","General Government","Public Works","ADMINISTRATION                ","SUPPLIES            ","34000","34000","General Fund","Tax Supported","PROTEC CLOTH & SAFETY EQU     ","Operating Expense"
"2015","General Government","Public Works","ADMINISTRATION                ","SUPPLIES            ","100000","100000","General Fund","Tax Supported","UNIFORMS & ACCESSORIES        ","Operating Expense"
"2015","General Government","Public Works","ADMINISTRATION                ","DEBT SVC & MISC     ","2000","2000","General Fund","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2015","General Government","Public Works","TRAFFIC                       ","SALARIES/WAGES      ","131076","131076","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","TRAFFIC                       ","SALARIES/WAGES      ","5000","5000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Public Works","TRAFFIC                       ","SALARIES/WAGES      ","350","350","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","SALARIES/WAGES      ","592408","592408","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Ct. Comm Council","CITY COUNCIL                  ","SALARIES/WAGES      ","550","550","General Fund","Tax Supported","LONGEVITY                     ","Personnel Cost"
