"permit_number","apply_date","issue_date","expire_date","value","work_description","work_class","division","parcelid","status","permit_type","address","unit_or_suite","global_entity_name","first_name","last_name","geom"
"20110545-P000","2011-02-18T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","3000","REMODEL KITCHENETTEMUNIS Permit Number: 20110057","Commercial","Building (L&I)/(DPW) - Commercial","246348766","Issued","Plumbing","755 MAIN ST","16FL",,"MICHAEL ALLEANO PLUMBING SERVICES",,"
,  
(41.76539155825326, -72.67389983690154)"
"20110551-C020","2011-02-18T00:00:00.000","2011-06-06T00:00:00.000Z",,"1000","IT IS EXISTING SIGN ""CITGO""MUNIS Permit Number: 20110932","Commercial","Building (L&I)/(DPW) - Commercial","231655015","Issued","Certificate of Approval","831 MAPLE AV",,"ALAM NURULL",,,"
,  
(41.73690103554517, -72.68621944993374)"
"20110551-S000","2011-02-18T00:00:00.000","2011-04-11T00:00:00.000Z","2011-10-08T00:00:00.000Z","1000","IT IS EXISTING SIGN ""CITGO""MUNIS Permit Number: 20110042","Commercial","Building (L&I)/(DPW) - Commercial","231655015","Issued","Sign","831 MAPLE AV",,,"NURUL ENTERPRISES LLC",,"
,  
(41.73690103554517, -72.68621944993374)"
"20110541-M000","2011-02-18T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","26500","INSTALL DUCTWORK TO RENOVATED AREA (PHASE III) WITH (1) VAV | BOX, INSTALL (6) STEAM CONTROL VALVES FOR AREA (5TH FLOOR)MUNIS Permit Number: 20110117","Commercial","Building (L&I)/(DPW) - Commercial","177253007","Issued","Mechanical","114 WOODLAND ST","5FL",,"ST FRANCIS HOSPITAL & MEDICAL CENTER",,"
,  
(41.77552329037403, -72.69875156981418)"
"20110542-B000","2011-02-18T00:00:00.000","2011-03-16T00:00:00.000Z","2011-09-12T00:00:00.000Z","185000","INTERIOR ALTERATION TO EXISTING OFFICE SPACE : NO CHANGE IN | USE OR OCCUPANCY (21ST FL, CITY PLACE 1 - ""MORGAN STANLEY"")MUNIS Permit Number: 20110210","Alteration","Building (L&I) - Alteration","245340100","Issued","Building (Commercial)","185 ASYLUM ST",,,"CITY PLACE OWNER, LLC",,"
,  
(41.76680627302696, -72.67673729489374)"
"20110550-E000","2011-02-18T00:00:00.000","2011-03-07T00:00:00.000Z","2011-09-03T00:00:00.000Z","1500","UPGRADE EXISTING OWNER METER FROM 60AMP TO 200AMPMUNIS Permit Number: 20110156","Commercial","Building (L&I)/(DPW) - Commercial","200266187","Issued","Electrical","207 GARDEN ST",,"DIRECT ELECTRICAL SERVICES LLC","MICHAEL","COLLINS","
,  
(41.773619951908046, -72.68722381197476)"
"20110548-Z000","2011-02-18T00:00:00.000","2011-02-18T00:00:00.000Z","2011-08-17T00:00:00.000Z","50000","POST FIRE EMERGENCY DEMOLITION, 3 STORIES, BRICK BLDG, | 6 UNITSMUNIS Permit Number: 20110012","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","203419014","Issued","Demolition","26 PUTNAM HTS",,,"TRUE BLUE ENVIRONMENTAL SERVC, INC.",,"
,  
(41.75910015258456, -72.69220715440684)"
"20110547-P000","2011-02-18T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","4000","ALTER BATHROOM TO MAKE IT ADAMUNIS Permit Number: 20110058","Commercial","Building (L&I)/(DPW) - Commercial","246348766","Issued","Plumbing","755 MAIN ST","16FL",,"MICHAEL ALLEANO PLUMBING SERVICES",,"
,  
(41.76539155825326, -72.67389983690154)"
"20110535-P000","2011-02-18T00:00:00.000","2011-02-18T00:00:00.000Z","2011-08-17T00:00:00.000Z","12000","INSTALL NEW 1-1/2"",2""&3"" DWV&WATERPIPE FROM BASEMENT TO 3RD | FL. INSTALL 3 GAS WATER HEATERS, 3 TOILETS,3LAVS,3TUBS/SINKSMUNIS Permit Number: 20110043","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","218156066","Issued","Plumbing","483 EDGEWOOD ST",,"HOOKS ROBERT W",,,"
,  
(41.787556162079866, -72.68376681373039)"
"20110536-C020","2011-02-18T00:00:00.000","2012-05-15T00:00:00.000Z",,"11500","INSULATE, SHEETROCK 6 ROOMS, REPLACE ROTTED OR BURNT | RAFTERS AND REPAIR SECTION OF ROOF AND REMOVE SKYLIGHTMUNIS Permit Number: 20120360","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","221280217","Issued","Certificate of Approval","84 EDWARDS ST",,"BENNETT LISA C",,,"
,  
(41.7747103581879, -72.68120064495137)"
"20110553-B000","2011-02-18T00:00:00.000","2011-04-18T00:00:00.000Z","2011-10-15T00:00:00.000Z","240000","INTERIOR BUILD-OUT OF EXISTING TENANT SPACE, ALL WORK IS | INTERIOR INCLUDING FRAMING OF WALLS & CABINET (DENTAL OFFICEMUNIS Permit Number: 20110325","Alteration","Building (L&I) - Alteration","133307033","Issued","Building (Commercial)","550 FARMINGTON AV",,,"PHOENIX WEST END LLC",,"
,  
(41.76649134067596, -72.71062431274967)"
"20110536-B000","2011-02-18T00:00:00.000","2011-02-18T00:00:00.000Z","2011-08-17T00:00:00.000Z","11500","INSULATE, SHEETROCK 6 ROOMS, REPLACE ROTTED OR BURNT | RAFTERS AND REPAIR SECTION OF ROOF AND REMOVE SKYLIGHTMUNIS Permit Number: 20110102","Alteration","Building (L&I) - Alteration","221280217","Issued","Building (Residential)","84 EDWARDS ST",,,"SOUL OF T AND C LLC",,"
,  
(41.7747103581879, -72.68120064495137)"
"20110538-B000","2011-02-18T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","17000","STRIP AND REROOF (25) SQ. ASPHALT SHINGLES, NO STRUCTURAL | CHANGESMUNIS Permit Number: 20110150","Reroof (1 and 2 Family)","Reroof (1 and 2 Family)","204430179","Issued","Building (Residential)","66 LAWRENCE ST",,"THD AT-HOME SERVICES","JOHN","ZUBA","
,  
(41.75877472731905, -72.68788565396862)"
"20110554-B000","2011-02-18T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","7000","REMOVAL OF DEBRIS FROM 2 CAR GARAGEMUNIS Permit Number: 20110151","Alteration","Building (L&I) - Alteration","251666022","Issued","Building (Residential)","132 BOND ST",,"SALVATORE JOSEPH F",,,"
,  
(41.744085735041786, -72.67929132692257)"
"20110549-E000","2011-02-18T00:00:00.000","2011-03-07T00:00:00.000Z","2011-09-03T00:00:00.000Z","12000","WIRING FOR NEW TWO FAMILY HOUSE, NEW 200 AMP SERVICEMUNIS Permit Number: 20110158","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","262115001","Issued","Electrical","100 EARLE ST",,"S A N D",,,"
,  
(41.79172246266995, -72.67399618986411)"
"20110552-M000","2011-02-18T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","14000","""NO HEAT"" OIL TO GAS CONVERSION, GAS ON PROPERTY | 40 GAL INDIRECTMUNIS Permit Number: 20110098","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","277808054","Issued","Mechanical","20 HANMER ST",,"SIERRA NELSON",,,"
,  
(41.7331958334791, -72.6711498259184)"
"20110553-C000","2011-02-18T00:00:00.000","2011-07-19T00:00:00.000Z",,"240000","INTERIOR BUILD-OUT OF EXISTING TENANT SPACE, ALL WORK IS | INTERIOR INCLUDING FRAMING OF WALLS & CABINET (DENTAL OFFICEMUNIS Permit Number: 20110059","Commercial","Building (L&I)/(DPW) - Commercial","133307033","Issued","Certificate of Occupancy","550 FARMINGTON AV",,,"AITKIN MECHANICAL SERVICES LLC",,"
,  
(41.76649134067596, -72.71062431274967)"
"20110559-E000","2011-02-22T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","400","CHECK OUT WIRING FOR 4 OUTLETS AND ONE FOR HOTWATER | 120V, 15 AMP CIRCUITMUNIS Permit Number: 20110159","Commercial","Building (L&I)/(DPW) - Commercial","204420077","Issued","Electrical","866 PARK ST",,"AL J BRITT ENTERPRISES LLC",,,"
,  
(41.758312675198056, -72.69172643301543)"
"20110561-C020","2011-02-22T00:00:00.000","2011-03-08T00:00:00.000Z",,"1000","REPLACE 6 SHEET OF 5/8 SHEETROCK ON CEILING CAUSE FROM WATER | DAMAGE TAKE DOWN DAMAGE & INSTALL SHEETROCK, EMERGENCY REPAMUNIS Permit Number: 20110195","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","239113076","Issued","Certificate of Approval","235 BARBOUR ST",,"BRG CAPITAL LLC",,,"
,  
(41.79186167435307, -72.67786603703844)"
"20110566-B000","2011-02-22T00:00:00.000","2011-03-11T00:00:00.000Z","2011-09-07T00:00:00.000Z","7000","NEW FINISHES, SEVERAL NEW PARTITIONS, RELOCATE 2 DOORS, ADD | H/C KITCHEN COUNTER AND SINK (1ST FLOOR)MUNIS Permit Number: 20110181","Alteration","Building (L&I) - Alteration","269351008","Issued","Building (Commercial)","50 STATE ST",,"MAC-STATE SQUARE LLC",,,"
,  
(41.766500940273154, -72.6723489217553)"
"20110558-C020","2011-02-22T00:00:00.000","2011-07-14T00:00:00.000Z",,"5000","WALLS SIGNS - INTERNALLY ILLUMINATED UL#E111189, INSTALLED | WITH 5/16"" LAGS & SHIELD (""SMALL SMILES DENTAL CENTER"")MUNIS Permit Number: 20111024","Commercial","Building (L&I)/(DPW) - Commercial","133307033","Issued","Certificate of Approval","550 FARMINGTON AV",,,"PHOENIX WEST END LLC",,"
,  
(41.76649134067596, -72.71062431274967)"
"20110563-M000","2011-02-22T00:00:00.000","2011-02-23T00:00:00.000Z","2011-08-22T00:00:00.000Z","2000","INSTALL FIREPLACE INSERTS #2 UNITS, ONE LOCATED IN BASEMENT | ONE LOCATED IN 1ST FL LIVING ROOMMUNIS Permit Number: 20110096","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","143706074","Issued","Mechanical","32 STANWOOD ST",,"TORRES CESAR O",,,"
,  
(41.729226180406165, -72.71117797039935)"
"20110566-C020","2011-02-22T00:00:00.000","2011-04-27T00:00:00.000Z",,"7000","NEW FINISHES, SEVERAL NEW PARTITIONS, RELOCATE 2 DOORS, ADD | H/C KITCHEN COUNTER AND SINK (1ST FLOOR)MUNIS Permit Number: 20110848","Commercial","Building (L&I)/(DPW) - Commercial","269351008","Issued","Certificate of Approval","50 STATE ST",,"MAC-STATE SQUARE LLC",,,"
,  
(41.766500940273154, -72.6723489217553)"
"20110555-M000","2011-02-22T00:00:00.000","2011-03-14T00:00:00.000Z","2011-09-10T00:00:00.000Z","16650","RELOCATE EXISTING 25 SUPPLIES AND 4 RETURNS WITH FLEXIBLE | DUCTS (3RD FL)MUNIS Permit Number: 20110137","Commercial","Building (L&I)/(DPW) - Commercial","246346034","Issued","Mechanical","100 PEARL ST",,"100 PEARL STREET LLC",,,"
,  
(41.76623325738363, -72.6748175413191)"
"20110564-B000","2011-02-22T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","5265","REPLACE 12 WINDOWS WITH VINYL WINDOWSMUNIS Permit Number: 20110138","Alteration","Building (L&I) - Alteration","162508199","Issued","Building (Residential)","114 BANNISTER ST",,"PAUPART ALINA",,,"
,  
(41.74470183791975, -72.7007897930309)"
"20110558-S000","2011-02-22T00:00:00.000","2011-03-17T00:00:00.000Z","2011-09-13T00:00:00.000Z","5000","WALLS SIGNS - INTERNALLY ILLUMINATED UL#E111189, INSTALLED | WITH 5/16"" LAGS & SHIELD (""SMALL SMILES DENTAL CENTER"")MUNIS Permit Number: 20110032","Commercial","Building (L&I)/(DPW) - Commercial","133307033","Issued","Sign","550 FARMINGTON AV",,,"PHOENIX WEST END LLC",,"
,  
(41.76649134067596, -72.71062431274967)"
"20110561-B000","2011-02-22T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","1000","REPLACE 6 SHEET OF 5/8 SHEETROCK ON CEILING CAUSE FROM WATER | DAMAGE TAKE DOWN DAMAGE & INSTALL SHEETROCK, EMERGENCY REPAMUNIS Permit Number: 20110153","Alteration","Building (L&I) - Alteration","239113076","Issued","Building (Residential)","235 BARBOUR ST",,"BRG CAPITAL LLC",,,"
,  
(41.79186167435307, -72.67786603703844)"
"20110560-B000","2011-02-22T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","9000","REMOVE 2 LAYERS ASPHALT, INSTALL 1 LAYER ASPHALT | TOTAL OF 12 SQMUNIS Permit Number: 20110152","Alteration","Building (L&I) - Alteration","164608167","Issued","Building (Residential)","23 SEQUIN ST",,"LINDO GEORGIA M V",,,"
,  
(41.73786979357856, -72.7016468965896)"
"20110565-B000","2011-02-22T00:00:00.000","2011-03-01T00:00:00.000Z","2011-08-28T00:00:00.000Z","4087","WINDOW REPLACEMENT - (9) WITH VINYL WINDOWSMUNIS Permit Number: 20110139","Alteration","Building (L&I) - Alteration","166732185","Issued","Building (Residential)","111 HARVARD ST",,"OUTEIRO MANUEL J",,,"
,  
(41.73015850528946, -72.70052428841579)"
"20110562-M000","2011-02-22T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","2800","INSTALL 200,000 BTU GAS FIRED MODINE UNIT HEATER - ATTACH TO | EXISTING GAS - SUPPLEMENTAL HEATMUNIS Permit Number: 20110118","Commercial","Building (L&I)/(DPW) - Commercial","139483001","Issued","Mechanical","490 FLATBUSH AV",,"DANNY CORPORATION",,,"
,  
(41.747303305196816, -72.71006058944918)"
"20110557-E000","2011-02-22T00:00:00.000","2011-03-07T00:00:00.000Z","2011-09-03T00:00:00.000Z","9800","RE-WIRING TWO FAMILY HOME DUE TO FIRE (A & B)MUNIS Permit Number: 20110157","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","251665104","Issued","Electrical","18 WHITMORE ST",,"NADLER BONNIE",,,"
,  
(41.74527388738397, -72.67769113385465)"
"20110556-P000","2011-02-22T00:00:00.000","2011-02-25T00:00:00.000Z","2011-08-24T00:00:00.000Z","2200","REMOVE FIXTURES IN BASEMENT WOMENS RM INSTALL ADA TOLIET | WALL HUNG LAVATORY WITH TRUEBRO DRAIN COVER AND GRAB BARSMUNIS Permit Number: 20110059","Commercial","Building (L&I)/(DPW) - Commercial","156312034","Issued","Plumbing","15 WOODLAND ST",,"W J GOTTIER PLUMBING & HTG INC","Dale","Gottier","
,  
(41.76833620913302, -72.70249303796861)"
"20110567-M000","2011-02-22T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","7000","REMOVE EXISTING ROOF TOP UNIT AND INSTALL 1 GOODMAN 5 TON | GAS/ELECTRIC ROOFTOP UNIT- EMERGENCY JOB (NO HEAT)MUNIS Permit Number: 20110119","Commercial","Building (L&I)/(DPW) - Commercial","297690007","Issued","Mechanical","121 MEADOW ST",,"DAJORO II (CT) LLC",,,"
,  
(41.74411506675944, -72.66731915823108)"
"20110566-C000","2011-02-22T00:00:00.000","2011-04-28T00:00:00.000Z",,"7000","NEW FINISHES, SEVERAL NEW PARTITIONS, RELOCATE 2 DOORS, ADD | H/C KITCHEN COUNTER AND SINK (1ST FLOOR)MUNIS Permit Number: 20110031","Commercial","Building (L&I)/(DPW) - Commercial","269351008","Issued","Certificate of Occupancy","50 STATE ST",,"PAC GROUP LLC",,,"
,  
(41.766500940273154, -72.6723489217553)"
"20110580-E000","2011-02-23T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","141270","REMOVE FEED FROM EXISTING ELEVATOR EQUIP. INSTALL NEW 480V | 400A PANEL. FEEDS TO NEW ELEVATOR EQUIP. REPLACE FIRE ALARMMUNIS Permit Number: 20110167","Commercial","Building (L&I)/(DPW) - Commercial","202416001","Issued","Electrical","151 FARMINGTON AV",,"AETNA LIFE & CASUALTY CO",,,"
,  
(41.764826899622, -72.69351363974847)"
"20110583-B000","2011-02-23T00:00:00.000","2011-07-27T00:00:00.000Z","2012-01-23T00:00:00.000Z","3000","BUILDING CLEAN OUT, REMOVE DEBRIS, SELECTIVE INTERIOR DEMO, | SOME NO BEARING WALLS, EXTERIOR CLEAN UPMUNIS Permit Number: 20110758","Alteration","Building (L&I) - Alteration","263074101","Issued","Building (Commercial)","710 WINDSOR ST",,"710 WINDSOR LLC",,,"
,  
(41.786445344464504, -72.67003305747048)"
"20110572-B000","2011-02-23T00:00:00.000","2011-03-21T00:00:00.000Z","2011-09-17T00:00:00.000Z","18000","CONSTRUCT AN ADDITIONAL 150 SQ.FT. ROOM TO HOUSE A NEW | DOMESTIC WATER PUMP SKID - (2ND FL GARAGE - CITY PLACE I)MUNIS Permit Number: 20110226","Alteration","Building (L&I) - Alteration","245340100","Issued","Building (Commercial)","185 ASYLUM ST",,,"CITY PLACE OWNER, LLC",,"
,  
(41.76680627302696, -72.67673729489374)"
"20110576-P000","2011-02-23T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","1155","REPLACE 40 GALLON NATURAL GAS WATER HEATER (1ST FLOOR)MUNIS Permit Number: 20110080","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","199260001","Issued","Plumbing","247 SIGOURNEY ST",,"BROMBERG RICHARD S",,,"
,  
(41.7744100725851, -72.69278018588855)"
"20110571-K000","2011-02-23T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","2600","RELOCATE 15 HEADS PER ATTACHED DRAWINGS (2ND FLOOR)MUNIS Permit Number: 20110024","Commercial","Building (L&I)/(DPW) - Commercial","155181011","Issued","Fire Suppression","95 WOODLAND ST","2FL","H H S MECHANICAL CONTRACTORS INC",,,"
,  
(41.77380870360384, -72.70047429736007)"
"20110574-E000","2011-02-23T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","94000","POWER LIGHTING, VOICE/DATA, TEMPERATURE CONTROL | (4TH FLOOR - HIGH BLDG)MUNIS Permit Number: 20110166","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Electrical","80 SEYMOUR ST","4FL","CUSTOM ELECTRIC INC","TODD","HUNTER","
,  
(41.75427461285394, -72.67988885396049)"
"20110577-E000","2011-02-23T00:00:00.000","2011-03-23T00:00:00.000Z","2011-09-19T00:00:00.000Z","875","WIRE A 40 GALLON,3PHASE 208 VOLT, 20 AMP WATER HEATER | (3RD FLOOR - SUITE #309)MUNIS Permit Number: 20110218","Commercial","Building (L&I)/(DPW) - Commercial","225435106","Issued","Electrical","21 OAK ST","3FL","CONN EDUCATION ASSOC INC",,,"
,  
(41.762099992806, -72.68455655961166)"
"20110579-B000","2011-02-23T00:00:00.000","2011-04-04T00:00:00.000Z","2011-10-01T00:00:00.000Z","1849200","RENOVATION TO EXISTING PACV AREA AS ATTACHED PLANS AND | SPECS., WALLS, CEILINGS, FLOORS (3RD FL - BLDG #1 & #2MUNIS Permit Number: 20110263","Alteration","Building (L&I) - Alteration","177253007","Issued","Building (Commercial)","114 WOODLAND ST","3 FL","ALL PHASE ENTERPRISES INC",,,"
,  
(41.77552329037403, -72.69875156981418)"
"20110581-E000","2011-02-23T00:00:00.000","2011-03-03T00:00:00.000Z","2011-08-30T00:00:00.000Z","1950","200A SERVICE CHANGE,2 OUTSIDE METERS W/ PREVITIONS FOR A 3RD | 2 MAIN PANELS, 1 TENANT, 1 OWNERS, GROUNDING - CRS #1645170MUNIS Permit Number: 20110132","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","253788068","Withdrawn","Electrical","127 BROWN ST",,,"TWO MIKES ELECTRIC LLC",,"
,  
(41.736622622028555, -72.67781696590043)"
"20110571-C020","2011-02-23T00:00:00.000","2012-08-29T00:00:00.000Z",,"2600","RELOCATE 15 HEADS PER ATTACHED DRAWINGS (2ND FLOOR)MUNIS Permit Number: 20120640","Commercial","Building (L&I)/(DPW) - Commercial","155181011","Issued","Certificate of Approval","95 WOODLAND ST","2FL","ST FRANCIS HOSPITAL & MEDICAL",,,"
,  
(41.77380870360384, -72.70047429736007)"
"20110581-C020","2011-02-23T00:00:00.000","2011-03-23T00:00:00.000Z",,"1950","200A SERVICE CHANGE,2 OUTSIDE METERS W/ PREVITIONS FOR A 3RD | 2 MAIN PANELS, 1 TENANT, 1 OWNERS, GROUNDING - CRS #1645170MUNIS Permit Number: 20110697","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","253788068","Withdrawn","Certificate of Approval","127 BROWN ST",,"KORKUTOVIC RAMIZ",,,"
,  
(41.736622622028555, -72.67781696590043)"
"20110583-C020","2011-02-23T00:00:00.000","2015-03-11T00:00:00.000Z",,"3000","BUILDING CLEAN OUT, REMOVE DEBRIS, SELECTIVE INTERIOR DEMO, | SOME NO BEARING WALLS, EXTERIOR CLEAN UPMUNIS Permit Number: 20150823","Commercial","Building (L&I)/(DPW) - Commercial","263074101","Issued","Certificate of Approval","710 WINDSOR ST",,"710 WINDSOR LLC",,,"
,  
(41.786445344464504, -72.67003305747048)"
"20110572-C020","2011-02-23T00:00:00.000","2012-01-17T00:00:00.000Z",,"18000","CONSTRUCT AN ADDITIONAL 150 SQ.FT. ROOM TO HOUSE A NEW | DOMESTIC WATER PUMP SKID - (2ND FL GARAGE - CITY PLACE I)MUNIS Permit Number: 20120049","Commercial","Building (L&I)/(DPW) - Commercial","245340100","Issued","Certificate of Approval","185 ASYLUM ST",,,"CITY PLACE OWNER, LLC",,"
,  
(41.76680627302696, -72.67673729489374)"
"20110569-P000","2011-02-23T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","3000","TEMPORARY WATER & SANITARY TO TEMPORARY OFFICE TRAILERMUNIS Permit Number: 20110079","Commercial","Building (L&I)/(DPW) - Commercial","334077001","Issued","Plumbing","240 BRAINARD RD",,,"JAMES T KAY CO INC",,"
,  
(41.73276133954736, -72.65536362303894)"
"20110573-E000","2011-02-23T00:00:00.000","2011-03-23T00:00:00.000Z","2011-09-19T00:00:00.000Z","90000","POWER, LIGHTING, VOICE/DATA & HVAC CONTROL | (CONDUIT & PLENUM RATED CABLE) (3RD FLOOR - BLISS BLDG)MUNIS Permit Number: 20110219","Commercial","Building (L&I)/(DPW) - Commercial","249554003","Issued","Electrical","80 SEYMOUR ST","3FL","CUSTOM ELECTRIC INC","TODD","HUNTER","
,  
(41.75427461285394, -72.67988885396049)"
"20110578-P000","2011-02-23T00:00:00.000","2011-02-28T00:00:00.000Z","2011-08-27T00:00:00.000Z","6800","INSTALL 1-FOUR BAY SINK, TWO HAND SINKS, ONE MOP SINK, ONE | SODA MACHINE, ONE GREASE TRAP, 1-1/2 STACK (SUBWAY)MUNIS Permit Number: 20110063","Commercial","Building (L&I)/(DPW) - Commercial","231761061","Issued","Plumbing","860 MAPLE AV",,,"860 MAPLE AVE, LLC",,"
,  
(41.73598110700456, -72.68603780993205)"
"20110600-E000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","2500","WIRE KITCHEN, INSTALL GFI IN BALLROOM, INSTALL PLUG IN | LIVING ROOMMUNIS Permit Number: 20110169","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","147021149","Issued","Electrical","16 SIMPSON ST",,,"HUNTLY","EVANS","
,  
(41.8036572524101, -72.70072277075315)"
"20110588-M000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","84000","DUCT WORK WITH MOTORIZED DAMPERS - SHEET METAL HEATING | AND VENTILATION DUCTWORK (HARTFORD WPCF)MUNIS Permit Number: 20110112","Commercial","Building (L&I)/(DPW) - Commercial","334077001","Issued","Mechanical","240 BRAINARD RD",,,"TECH AIR INC",,"
,  
(41.73276133954736, -72.65536362303894)"
"20110589-E000","2011-02-24T00:00:00.000","2011-02-28T00:00:00.000Z","2011-08-27T00:00:00.000Z","9000","RENOVATE EXISTING ELECTRICALMUNIS Permit Number: 20110110","Commercial","Building (L&I)/(DPW) - Commercial","231761061","Issued","Electrical","860 MAPLE AV",,,"860 MAPLE AVE, LLC",,"
,  
(41.73598110700456, -72.68603780993205)"
"20110594-M000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","2500","DIRECT REPLACEMENT OF GAS HEATING BOILER. 1 SLANT FIN MODEL | 590DP GAS HEATING BOILER, 90,000 BTU INPUT,72,000 BTU OUTPUTMUNIS Permit Number: 20110121","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","177252011","Issued","Mechanical","234 ASHLEY ST",,"HILL HOUSING INC",,,"
,  
(41.77575880663688, -72.69730118241799)"
"20110592-B000","2011-02-24T00:00:00.000","2011-03-11T00:00:00.000Z","2011-09-07T00:00:00.000Z","25000","REPAIR INTERIOR DRYWALL ( WALLS / CEILING) BUILD NEW CLOSETS | REPAIR EXTERIOR PORCHMUNIS Permit Number: 20110182","Alteration","Building (L&I) - Alteration","277806194","Issued","Building (Residential)","27 SOUTH ST",,"BELMONT WORLD I LLC",,,"
,  
(41.73574054878363, -72.67215902553893)"
"20110606-E010","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","179540","INSTALLATION OF OUTLETS, LIGHTING & FIRE ALARM DEVICES AS | PER DRAWINGS ON FILE W/THE CITY (BLDG APPL.20110177)MUNIS Permit Number: 20110160","Commercial","Building (L&I)/(DPW) - Commercial","175189058","Issued","Electrical","305 GREENFIELD ST",,,"BLOOMFIELD ELECTRIC COMPANY","LLC","
,  
(41.78397085247818, -72.69725020468596)"
"20110601-K000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","8315","RELOCATE SPRINKLER HEADS FOR NEW CEILING (40+) | (1ST FLOOR - ERC LOBBYMUNIS Permit Number: 20110025","Commercial","Building (L&I)/(DPW) - Commercial","248555057","Issued","Fire Suppression","560 HUDSON ST",,"CENTRAL CT FIRE PROTECTION","Gilbert","Paradis","
,  
(41.755744528568506, -72.67830470646506)"
"20110585-E000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","1700","REWIRE BATHROOM, REPAIR WIRING IN LIVING ROOM, ADD SMOKE | DETECTORS AND CO TO CODEMUNIS Permit Number: 20110168","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","218160201","Issued","Electrical","43 MARTIN ST",,,"H & H ELECTRIC CONSTRUCTION REMODELING",,"
,  
(41.78696621360662, -72.68103813253194)"
"20110591-P000","2011-02-24T00:00:00.000","2011-03-15T00:00:00.000Z","2011-09-11T00:00:00.000Z","9000","INSTALL 2 NEW BATHROOMS WITH PLUMBING FIXTURES,MUNIS Permit Number: 20110095","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","251665104","Issued","Plumbing","18 WHITMORE ST",,,"B D PLUMBING & HEATING LLC",,"
,  
(41.74527388738397, -72.67769113385465)"
"20110590-M000","2011-02-24T00:00:00.000","2011-03-08T00:00:00.000Z","2011-09-04T00:00:00.000Z","8000","INSTALL 2 NEW HEATING SYSTEM WITH BASEBOARD | (2 UTICA BOILERS - 75,000 BTUS)MUNIS Permit Number: 20110120","Residential","Building (L&I)/(DPW) - Residential, HCE CAO, HPA","251665104","Issued","Mechanical","18 WHITMORE ST",,,"B D PLUMBING & HEATING LLC",,"
,  
(41.74527388738397, -72.67769113385465)"
