"title","artist_s","materials","date_made","acquisition_date"
"SANTA ANA CITY HALL","PARKER, Robert Miles","Ink on paper","1983",
"SCRIPPS COLLEGE","PARKER, Robert Miles","Ink on paper","1983",
"SELF REALIZATION FELLOWSHIP","PARKER, Robert Miles","Ink on paper",,
"SEPULVEDA BLVD. MOTEL","PARKER, Robert Miles","Ink on paper","1983",
"SHRINE AUDITORIUM","PARKER, Robert Miles","Ink on paper",,
"SIX FLAGS MAGIC MOUNTAIN ENTRY TO THE REVOLUTION RIDE","PARKER, Robert Miles","Ink on paper",,
"SOUTH STREET & SCHOEMAKER, CERRITOS (13017)","PARKER, Robert Miles","Ink on paper","1983",
"SUNSET VIEW","PARKER, Robert Miles","Ink on paper",,
"TEMPLE BETHEL","PARKER, Robert Miles","Ink on paper","1983",
"THE BEAR TREE","PARKER, Robert Miles","Ink on paper","1983",
"THE FIRST DAY OF SPRING","PARKER, Robert Miles","Ink on paper","1983",
"THE RED CROSS, ANAHEIM,  WEST STREET","PARKER, Robert Miles","Ink on paper","1983",
"CAPITOL RECORDS BUILDING","PARKER, Robert Miles","Ink on paper",,
"UNTITLED (THE CORNER OF FAIRFAX AND PICO, LOS ANGELES)","PARKER, Robert Miles","Ink on paper","1982",
"UNTITLED (THE 20TH CENTURY FOX BACK LOT)","PARKER, Robert Miles","Ink on paper",,
"UNTITLED #4","PARKER, Robert Miles","Ink on paper",,
"POMONA, CORNER OF 3RD & GARDEN","PARKER, Robert Miles","Ink on paper","1984",
"VENICE","PARKER, Robert Miles","Ink on paper",,
"VIEW FROM WELCOME ST.","PARKER, Robert Miles","Ink on paper",,
"WARNER BROS., NORDHOFF ST. (4 VIEWS)","PARKER, Robert Miles","Pen and ink on paper","1981",
"WATER PLANT, LAVERNE","PARKER, Robert Miles","Ink on paper","1983",
"WESTMORELAND AVE.","PARKER, Robert Miles","Ink on paper",,
"WILSHIRE AREA GROUPING","PARKER, Robert Miles","Ink on paper",,
"WINDWARD & SPEEDWAY, VENICE","PARKER, Robert Miles","Ink on paper","1983",
"SHIMMERING SEAS","PARKHURST, Violet","Oil on canvas","1963",
"WATERLILY STUDY","PAULMAN, Leah S.","Watercolor",,
"CAFE PAVAL","PAVAL, Philip","Oil on canvas","1960",
"COPENHAGEN","PAVAL, Philip","Oil on untemepered masonite","1950-70",
"ST. MARCUS, VENICE, ITALY (View of Piazza)","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Mixed media on untempered masonite","1950-70",
"UNTITLED","PAVAL, Philip","Paint on untempered masonite","1950-70",
"UNTITLED (COLORED STREAKS W/ YELLOW BACKGROUND)","PAVAL, Philip","Mixed media on untempered masonite","1950-70",
"UNTITLED (WHITE POODLE)","PAVAL, Philip","Mixed media on untempered masonite","1950-70",
"DONKEY SEE","PAVAL, Philip","Acrylic on Masonite","1950-70",
"UNTITLED","PAVAL, Philip",,"1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","Paval,Philip","Oil on untempered masonite","1950-70",
"FIGURES","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNRECONCILED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED (WHITE & BLACK DRIPS W/ FLECKS OF YELLOW)","PAVAL, Philip","Mixed media on untempered masonite","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70","1971-12-07T00:00:00.000"
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70","1971-12-07T00:00:00.000"
"UNTITLED","PAVAL, Philip","Oil on board","1950-70",
"UNTITLED","PAVAL, Philip","Oil on board","1950-70","1971-12-07T00:00:00.000"
"UNTITLED","PAVAL, Philip","Oil on board","1967",
"THE LAGUNA COAST","PAYNE, Edgar A.","Oil on canvas",,
"L.A. & SAN PEDRO HISTORICAL LOCOMOTIVE CAR","PAYNE, Harry","Oil on canvas",,
"DOUGHBOY","PEDRETTI, Humberto","Bronze and California granite","1924",
"AGUSTIN LARA","PERAZA, Humberto","Bronze, base: Concrete and Masonry","1984",
"ABRAHAM LINCOLN","PERCIVAL, Gustav","Plaster, wood","1915",
"CITY HALL UNDER CONSTRUCTION","PERRIS, Hugh","Print of a charcoal pencil sketch",,
"TUJUNGA","PETTUS, Brooks","Oil on board","1961",
"THE HOLLY BERRY","PHILLIPS, Gray","Polymer oil on canvas","1965-66","1977-12-27T00:00:00.000"
"THE SECOND COMING","PHILLIPS, J.S.","Ink, wash on paper collage on three sheets of paper","1969",
"PERSHING SQUARE FOUNTAIN","PIPER, Mabel","Oil on canvas","1933",
"METAMORPHOSIS","PLAGENS, George","Acrylic on masonite","1965","1977-12-27T00:00:00.000"
"MAYOR SAM YORTY","PODRYSKI, Misha","Oil on board","1963",
"CHILDREN AT THE SEASHORE","POLITI, Leo","Oil on canvas","1984",
"UNTITLED (3 girls jumping rope)","POLITI, Leo","Watercolor",,
"UNTITLED (Children Reading)","POLITI, Leo","Oil on masonite",,
"COLPO D'ALA; A BOCCIONI","POMODORO, Arnoldo","Bronze","1984",
"OLD COUNTY COURTHOUSE AND NEW CITY HALL","POOCK, Frederick","Watercolor",,
"STREAM BED","PORTER, Al","Watercolor on paper","1961",
"TRIPLET","PRESTON, Astrid","Mixed media","1975",
"NATURE'S ARCADE","PROBST, Thorwald",,,
"BUST OF MARTIN LUTHER KING, JR.","PUNT, Gordon","Bonded brass","1990",
"LOS ANGELES 1984 OLYMPIC GAMES COMMEMORATIVE PRINT","PURYEAR, Martin","Lithograph","1982",
"UNTITLED","QENG","Mixed media on canvas","1993",
"OLD MARKET AREA, PITTSBURGH","RAHENKAMP, Ethel","Oil on canvas","1960",
"UNTITLED","RAMSEY, Mel","Oil on canvas board",,
"ACE-VENICE","RAUSCHENBERG, Robert","Multi-colored, hand-blocked poster","1977",
"BREAKERS ON THE ROCKS","REED, Hal","Oil on canvas",,
"PORQUE EMIGRAMOS (Why We Immigrate).","REYES, Jose Dagoberto","Ceramic frieze","1993",
"SMOKE TREE","REYNOLDS, Chang","Acrylic on cotton duck",,
"CHEESE, YELLOW FLOWERS & TOUREEN","REYNOLDS, Dorothy","Oil on canvas",,
"Trees & Path","REYNOLDS, Dorothy","Acrylic on canvas",,
"Autumn Tree","REYNOLDS, Dorothy","Watercolor",,
"Autumn Trees","REYNOLDS, Dorothy","Watercolor",,
"Bridge & Tree","REYNOLDS, Dorothy","Watercolor",,
"Desert Church & Mountains","REYNOLDS, Dorothy","Watercolor",,
"Desert Church","REYNOLDS, Dorothy","Watercolor",,
"Fountain & Trees","REYNOLDS, Dorothy","Watercolor",,
"House Ruins, LA","REYNOLDS, Dorothy","Watercolor",,
"LA Street Scene","REYNOLDS, Dorothy","Watercolor",,
"LA Street at Night","REYNOLDS, Dorothy","Watercolor",,
"Mazatlan Street","REYNOLDS, Dorothy","Watercolor",,
"AIRPLANE ASHTRAY","Unknown","Bronze",,
"Old House","REYNOLDS, Dorothy","Watercolor",,
"Palm Trees & Mountains","REYNOLDS, Dorothy","Watercolor",,
"Santa Anita R.R. Station","REYNOLDS, Dorothy","Watercolor",,
"Santa Anita R.R. Station","REYNOLDS, Dorothy","Watercolor",,
"Tasco Square","REYNOLDS, Dorothy","Watercolor",,
"Trees & Covered Wagon","REYNOLDS, Dorothy","Watercolor",,
"Trees & Old Houses","REYNOLDS, Dorothy","Watercolor",,
"Trees & Path","REYNOLDS, Dorothy","Watercolor",,
"Trees","REYNOLDS, Dorothy","Watercolor",,
"Yellow Trees & Road","REYNOLDS, Dorothy","Watercolor",,
"Yucca & Rocks","REYNOLDS, Dorothy","Watercolor",,
"MANHATTAN BEACH - 1916","REYNOLDS, Dorothy","Oil on canvas","1916",
"MEXICAN STREET SCENE","REYNOLDS, Dorothy","Oil on canvas",,
"POTTED PLANT","REYNOLDS, Dorothy","Oil on canvas",,
"Flowers & Wine Glass","REYNOLDS, Dorothy","Paint on pulpboard",,"1980-12-11T00:00:00.000"
"Fruit, Pitcher & Flowers","REYNOLDS, Dorothy","Oil on paper",,
"Bread, Fruit, Coffee Pot & Flowers","REYNOLDS, Dorothy","Oil on board",,
"TACQUIZ CANYON","REYNOLDS, Dorothy","Oil on cotton duck",,
"THE BLUE DOMES (old house)","REYNOLDS, Dorothy","Oil on canvas",,
"THE CASTLE (BALDWIN HOUSE)","REYNOLDS, Dorothy","Oil on pulpboard",,
"Violin, Seashell & Flowers","REYNOLDS, Dorothy","Oil & enamel on pressboard",,
"Vegetables & Wine Bottle","REYNOLDS, Dorothy","Oil on canvas",,
"Marsh and Trees","REYNOLDS, Dorothy","Watercolor",,
"WATERLILIES","REYNOLDS, Dorothy","Acrylic on pulpboard",,
"WISTERIA AND CHINESE LANTERN","REYNOLDS, Dorothy",,,
"JOHN STORER RESIDENCE","REYNOLDS, John","Balsa wood","1987",
"OLD HOUSE","REYNOLDS, K.","Watercolor","1952",
"WAITING","REYNOLDS, Wade","Oil on canvas","1964",
"CLOUDS #6","REZEK, Ronald","Lacquer on wood","1971",
"ISA MIRANDA","RICHEE, Eugene R.","Photograph","1938",
"ISA MIRANDA","RICHEE, Eugene R.","Photograph","1938",
"MARLENE DIETRICH","RICHEE, Eugene R.","Photograph","1930",
"NANCY CARROLL","RICHEE, Eugene R.","Photograph","1929",
"PAULETTE GODDARD","RICHEE, Eugene R.","Photograph","1939",
"SYLVIA SIDNEY","RICHEE, Eugene R.","Photograph","1935",
"VERONICA LAKE","RICHEE, Eugene R.","Photograph","1940",
"MAYOR FRED EATON","RIDDERHOF, Phyllis","Oil on canvas","1963",
"SUMMER","RINK, Larry","Watercolor on paper","1961",
"THE FIRST READING OF THE EMANCIPATION PROCLAMATION","RITCHIE, A.","Engraving",,
"UNTITLED","ROBBINS, Vincent","Acetate, graphite, ink","1972",
"PIVOINES ET MARQUERITES","ROBINSON, Gladys Lloyd","Oil on canvas",,
"Planter","RODIA, Simon","Concrete",,
"VIEW OF EILAT, ISRAEL","ROHR, Joel","Oil on canvas",,
"STREET VENDOR SERIES #1","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #10","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #11","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #12","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #13","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #14","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #2","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #3","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #4","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #7","ROJAS, James","Photograph",,
"STREET VENDOR SERIES #9","ROJAS, James","Photograph",,
"PARIS ROOFTOPS","ROSELAND, Paul","Oil on cotton duck","1959",
"HOME AT LAST","ROSEN, Beatrice","Serigraph","1971",
"UNTITLED","ROSENMAN, M.H.","Photograph",,
"THE FAMILY GROUP (American Family Protected Police)","ROSENTHAL, Bernard J. ""Tony""","Bronze","1952-55",
"JOE'S LANDING","ROSS, Charles K.","Oil on board",,"1961-03-15T00:00:00.000"
"ETERNIDAD","ROSSI, Freda","Photograph","1993",
"DANGLING FIGURES","ROSSMAN, Ruth","Oil on canvas","1965",
"THE TRIANGULAR BENCH","ROSSMAN, Ruth","Oil on canvas","1969",
"Miss","RUBIN, Janis","Oil on canvas","1971",
"LOS ANGELES BICENTENNIAL, 1781-1981","SAAR, Betye","Poster","1979",
"APPEL EN TULP","SABELIS, Huibert","Serigraph on paper","1977-78",
"THE DEVELOPMENT OF LOVE I: ""EVANGELINA""","SABELIS, Huibert","Silkscreen","1979",
"THE DEVELOPMENT OF LOVE IV: ""THE FAMILY""","SABELIS, Huibert","Silkscreen","1979",
"THE DEVELOPMENT OF LOVE III: ""THE LADY AND HER SUITOR""","SABELIS, Huibert","Silkscreen","1979",
"THE DEVELOPMENT OF LOVE II: ""YOUNG LOVERS""","SABELIS, Huibert","Silkscreen","1979",
"GEESE","SABELIS, Huibert","Serigraph","1976",
"LEDA AND THE SWAN","SABELIS, Huibert","Serigraph","1978",
"PAPAYA","SABELIS, Huibert","Serigraph","1977",
"THE SPECTATORS","SABELIS, Huibert","Serigraph","1978",
"THE TRAVELERS","SABELIS, Huibert","Serigraph","1978",
"DANCING FLAMES","SABLON, Loulette","Oil on canvas","1956",
"LEIF ERIKSON (HEAD)","SAEMUNDSSEN, Nina","Bronze, granite","1936",
"PROMETHEUS, BRING THE FIRE TO EARTH","SAEMUNDSSEN, Nina","Bronze, concrete","1934-35",
"Unknown","SAMUEL, Aaron Jr.","Photograph","1991",
"SEASCAPE","SAMUELS, Lt. Jack","Oil on canvas",,
"BLACK CLAY POT","SANDOVAL, Decarres","Clay","Native American Indian, 20th Century",
"MARITAL APOCALYPSE #5","SANTORE, Robert","Oil on canvas (collage)","1984",
"STROLLING FLUTE PLAYERS","SANZO-WADA","Woodblock",,
"HEAD OF MAYOR TOM BRADLEY","SARKIS, Serge","Bronze head on black granite column",,
"FESTIVAL NO. 2","SATO, Hiromu","Serigraph","1965",
"GENERATIONS","SAULTER, Leon","Alabaster",,
"LOS ANGELES 1984 OLYMPIC GAMES COMMEMORATIVE PRINT","SAUNDERS, Raymond","Lithograph","1983",
"MAYOR J.G. NICHOLS","SAWTELLE, Essie G.","Oil on canvas",,
"MAYOR STEPHEN C. FOSTER","SAWTELLE, Essie G.","Oil on canvas",,
"MORNING GOSSIP (A ranch scene)","SCHEIDT, Isabel","Oil on canvas",,
"GHOST MANSION","SCHMIT, Dorothy","Oil on cotton duck","1958",
"ROLLING IN (LAGUNA)","SCHMIT, Dorothy","Oil",,
"GUARDSMAN","SCHNABEL, David","Oil on canvas","1959",
"RIGHT ACTION-WRONG","SCHWAB, Norman","Acrylic on canvas","1969",
"747","SEARS, Majorie","Etching","1971",
"PORTRAIT OF DAUGHTER OF JOHN CONSIDINE","SEELY, Walter F.","Oil on board",,
"FRANCIS MARION POTTENGER","SEELY, Walter F.","Oil on canvas",,
"UNTITLED","SEIDEL, Tom","Acrylic on canvas","1972",
"25TH ANNIVERSARY SOLAR CLOCK","SEIKO","Stainless steel",,
"CROCHET DOME-""JUST CALIFRONIA""","SHANER, ELIZABETH M.","Crochet","1932",
"QUEEN OF THE ANGELS (aka LADY OF THE LAKE)","SHARPLESS, Ada May","Concrete","1934-35",
"PHOTOGRAPH OF MILLARD SHEETS' THE FAMILY OF MAN MURAL, WEST FACADE","Unknown","Photograph","1971",
"AMELIA EARHART","SHELTON, Ernest","bronze","1969",
"CONFUCIUS","SHIH, Liu","Bronze",,
"PORTRAIT OF ALINE BARNSDALL","SHILEY, S.B.","Oil on board","1885",
"OKOSO HOOD","SHINSUI","Woodblock print (Ukiyo-e)",,
"CHRYSANTHEMUM STONE (large)","SHIRAKI, Koichi","Lime stone, quartz, etc","1970",
"FRANK GLASS & GRACE SIMONS MEMORIAL","SHIRE, Peter","Cor-ten steel and copper sculpture, portions painted with polyester enamel","1992",
"THE CASTLE","SHULMAN, Julius","Photograph on masonite","1987",
"THE CASTLE #2","SHULMAN, Julius","Photograph on masonite","1987",
"1030 CESAR E. CHAVEZ AVENUE","SHULMAN, Julius","Photograph on masonite","1987",
"1036/38 SOUTH BONNIE BRAE STREET #1","SHULMAN, Julius","Photograph on masonite","1987",
"1036/38 SOUTH BONNIE BRAE STREET #2","SHULMAN, Julius","Photograph on masonite","1987",
"1300 CARROLL AVENUE #2","SHULMAN, Julius","Photograph","1987",
"1300 CARROLL AVENUE #3","SHULMAN, Julius","Photograph on posterboard","1987",
"1325 CARROLL AVENUE #1","SHULMAN, Julius","Photograph on masonite","1987",
"1330 CARROLL AVENUE","SHULMAN, Julius","Photograph on cardboard","1987",
"1345 CARROLL AVENUE","SHULMAN, Julius","Photograph on masonite","1987",
"1425 Mirama Street #1","SHULMAN, Julius","Photograph on masonite","1987",
"1620 PLEASANT AVENUE #1","SHULMAN, Julius","Photograph on masonite","1987",
"1620 PLEASANT AVENUE #2","SHULMAN, Julius","Photograph on masonite","1987",
"FORTHMANN HOUSE","SHULMAN, Julius","Photograph on masonite","1987",
"ANDRES PICO ADOBE #1","SHULMAN, Julius","Photograph on masonite","1987",
"ANDRES PICO ADOBE #3","SHULMAN, Julius","Photograph on masonite","1987",
"ANDRES PICO ADOBE #2","SHULMAN, Julius","Photograph on masonite","1987",
"ANGEL'S FLIGHT #1","SHULMAN, Julius","Photograph on masonite","1987",
"ANGEL'S FLIGHT #3","SHULMAN, Julius","Photograph on masonite","1987",
"ANGEL'S FLIGHT #4","SHULMAN, Julius","Photograph on masonite","1987",
"Unknown","Unknown","Photograph",,
"ANGEL'S FLIGHT #5","SHULMAN, Julius","Photograph on masonite","1987",
"ANGEL'S FLIGHT #2","SHULMAN, Julius","Photograph on masonite","1987",
"BEAUDRY AVENUE HOUSE","SHULMAN, Julius","Photograph on masonite","1987",
"BRADBURY BUILDING (interior)","SHULMAN, Julius","Photograph on masonite","1987",
"BRITT MANSION","SHULMAN, Julius","Photograph on masonite","1987",
"BULLOCK'S WILSHIRE #1","SHULMAN, Julius","Photograph on masonite","1987",
"BULLOCK'S WILSHIRE #2","SHULMAN, Julius","Photograph on masonite","1987",
"CANOGA MISSION GALLERY","SHULMAN, Julius","Photograph","1987",
"CARROLL AVENUE","SHULMAN, Julius","Photograph on masonite","1987",
"CHATSWORTH COMMUNITY CHURCH #1","SHULMAN, Julius","Photograph on masonite","1987",
"CHATSWORTH COMMUNITY CHURCH #3","SHULMAN, Julius","Photograph on masonite","1987",
"CHATSWORTH COMMUNITY CHURCH #2","SHULMAN, Julius","Photograph on masonite","1987",
"WILLIAM ANDREWS CLARK MEMORIAL LIBRARY #1","SHULMAN, Julius","Photograph on masonite","1987",
"DOHENY MANSION","SHULMAN, Julius","Photograph on masonite","1987",
"THE POMPEIAN ROOM - DOHENY MANSION #1","SHULMAN, Julius","Photograph on masonite","1987",
"DRUM BARRACKS #2","SHULMAN, Julius","Photograph on masonite","1987",
"EAGLE ROCK #1","SHULMAN, Julius","Photograph on masonite","1987",
"EAGLE ROCK CITY HALL","SHULMAN, Julius","Photograph on masonite","1987",
"CHAVEZ RAVINE ARBORETUM, MEXICAN FAN PALMS","SHULMAN, Julius","Photograph on board","1987",
"ENCINO OAK TREE","SHULMAN, Julius","Photograph on masonite","1987",
"FIRE STATION NO. 23","SHULMAN, Julius","Photograph on masonite","1987",
"FIRST AFRICAN METHODIST EPISCOPAL (A.M.E.) CHURCH BUILDING","SHULMAN, Julius","Photograph on masonite","1972/1987",
"CENTRAL SPANISH SEVENTH-DAY ADVENTIST CHURCH (FORMERLY FIRST CHURCH OF CHRIST, SCIENTIST)","SHULMAN, Julius","Photograph on masonite","1987",
"HEINSBERGEN BUILDING","SHULMAN, Julius","Photograph on masonite","1987",
"HOLLYHOCK HOUSE #2","SHULMAN, Julius","Photograph on masonite","1987",
"HOLLYHOCK HOUSE #3","SHULMAN, Julius","Photograph on masonite","1987",
"HOLLYHOCK HOUSE #1","SHULMAN, Julius","Photograph on masonite","1987",
"IVY SUBSTATION","SHULMAN, Julius","Photograph","1987",
"THE KOREAN PHILADELPHIA PRESBYTERIAN CHURCH (FORMERLY TEMPLE SINAI EAST) #1","SHULMAN, Julius","Photograph on masonite","1987",
"THE KOREAN PHILADELPHIA PRESBYTERIAN CHURCH (FORMERLY TEMPLE SINAI EAST) #2","SHULMAN, Julius","Photograph on masonite","1987",
"LEONIS ADOBE #1","SHULMAN, Julius","Photograph on masonite","1987",
"LEONIS ADOBE #3","SHULMAN, Julius","Photograph on masonite","1987",
"LEONIS ADOBE #2","SHULMAN, Julius","Photograph on masonite","1987",
"MORETON BAY FIG TREE","SHULMAN, Julius","Photograph on masonite","1987",
"PEPPER TREES","SHULMAN, Julius","Photograph on masonite","1987",
"PLAZA CHURCH #1","SHULMAN, Julius","Photograph on masonite","1987",
"PLAZA CHURCH #2","SHULMAN, Julius","Photograph on masonite","1987",
"LOS ANGELES POLICE ACADEMY ROCK GARDEN","SHULMAN, Julius","Photograph on masonite","1987",
"RESIDENCE 1344 CARROLL AVENUE","SHULMAN, Julius","Photograph on masonite","1987",
"RESIDENCES AT ALVARADO TERRACE","SHULMAN, Julius","Photograph on masonite","1987",
"ROCHA HOUSE","SHULMAN, Julius","Photograph on masonite","1987",
"SAN ENCINO ABBEY #1","SHULMAN, Julius","Photograph on masonite","1987",
"SAN FERNANDO MISSION #1 (interior)","SHULMAN, Julius","Photograph on masonite","1987",
"SAN FERNANDO MISSION #2 (interior)","SHULMAN, Julius","Photograph on masonite","1987",
"SAN FERNANDO MISSION #3 (interior)","SHULMAN, Julius","Photograph on masonite","1987",
"SECOND CHURCH OF CHRIST SCIENTIST LOS ANGELES #1","SHULMAN, Julius","Photograph on masonite","1987",
"SHADOW RANCH","SHULMAN, Julius","Photograph on masonite","1987",
"ST. JOHN'S EPISCOPAL CHURCH, WILMINGTON","SHULMAN, Julius","Photograph on masonite","1987",
"ST. JOSEPH'S CHURCH #1","SHULMAN, Julius","Photograph on masonite","1987",
"ST. JOSEPH'S CHURCH #2","SHULMAN, Julius","Photograph on masonite","1987",
"ST. JOSEPH'S CHURCH #4","SHULMAN, Julius","Photograph on masonite","1987",
"ST. JOSEPH'S CHURCH #3","SHULMAN, Julius","Photograph on masonite","1987",
"ST. SAVIOUR'S CHAPEL, HARVARD SCHOOL","SHULMAN, Julius","Photograph on masonite","1987",
"ST. VIBIANA'S CATHEDRAL #1","SHULMAN, Julius","Photograph on masonite","1987",
"ST. VIBIANA'S CATHEDRAL #3","SHULMAN, Julius","Photograph on masonite","1987",
"ST. VIBIANA'S CATHEDRAL #2","SHULMAN, Julius","Photograph on masonite","1987",
"ST. VINCENT DE PAUL CHURCH #1","SHULMAN, Julius","Photograph on masonite","1987",
"ST. VINCENT DE PAUL CHURCH #2","SHULMAN, Julius","Photograph on masonite","1987",
"THE STORER HOUSE","SHULMAN, Julius","Photograph on masonite","1987",
"GENERAL PHINEAS BANNING RESIDENCE #1","SHULMAN, Julius","Photograph on masonite","1987",
"GENERAL PHINEAS BANNING RESIDENCE #2","SHULMAN, Julius","Photograph on masonite","1987",
"THE DOHENY MANSION","SHULMAN, Julius","Photograph on masonite","1987",
"FOY HOUSE","SHULMAN, Julius","Photograph on masonite","1987",
"THE PALM COURT, ALEXANDRIA HOTEL","SHULMAN, Julius","Photograph on masonite","1987",
"THE POMPEIAN ROOM, DOHENY MANSION #2","SHULMAN, Julius","Photograph on masonite","1987",
"THE POMPEIAN ROOM, DOHENY MANSION #3","SHULMAN, Julius","Photograph on masonite","1987",
"TOWERS OF SIMON RODIA (WATTS TOWERS) #6","SHULMAN, Julius","Photograph on masonite","1987",
"TOWERS OF SIMON RODIA (WATTS TOWERS) #1","SHULMAN, Julius","Photograph on masonite","1987",
"TOWERS OF SIMON RODIA (WATTS TOWERS) #2","SHULMAN, Julius","Photograph on masonite","1987",
"UNION STATION TERMINAL","SHULMAN, Julius","Photograph on masonite","1987",
"LOS ANGELES CITY HALL #1 (Interior)","SHULMAN, Julius","Photograph on masonite","1987",
"LOS ANGELES CITY HALL #2 (Interior)","SHULMAN, Julius","Photograph on masonite","1987",
"HERITAGE SQUARE","SHULMAN, Julius","Photograph on masonite","1987",
"ONE WILSHIRE","SHULMAN, Julius","Photograph on masonite","1987",
"VALLEY KNUDSEN GARDEN RESIDENCE #2","SHULMAN, Julius","Photograph","1987",
"VALLEY KNUDSEN GARDEN RESIDENCE #3","SHULMAN, Julius","Photograph","1987",
"VALLEY KNUDSEN GARDEN RESIDENCE #1","SHULMAN, Julius","Photograph on masonite","1987",
"5112-5595 VILLAGE GREEN (BALDWIN HILLS VILLAGE)","SHULMAN, Julius","Photograph on masonite","1987",
"TOWERS OF SIMON RODIA (WATTS TOWERS) #3","SHULMAN, Julius","Photograph on board","1987",
"WIDNEY HALL","SHULMAN, Julius","Photograph on masonite","1987",
"WILD DATE PALMS #2, CHAVEZ RAVINE ARBORETUM","SHULMAN, Julius","Photograph on posterboard","1987",
"CHAVEZ RAVINE ARBORETUM, WILD DATE PALMS #1","SHULMAN, Julius","Photograph on posterboard","1987",
"WILLIAM ANDREWS CLARK MEMORIAL LIBRARY #2","SHULMAN, Julius","Photograph on masonite","1987",
"ACTOR MATSUMOTO KOSHIRO AS IKYU (The Beard)","SHUNSEN, Natori","Woodblock",,
"GIRL IN AUGUST","SIEBNER, Herbet","Oil on masonite","1958","1905-06-02T00:00:00.000"
"MOTHER SHADOW","SIEGEL, Suzanne","Mixed collage","1975",
"UNTITLED","SILVESTER, James","Bicycle wheel and newspaper","1972",
"PYRAMIDS","SIMONIAN, Judith","Ceramic tiles","1985",
"PYRAMIDS","SIMONIAN, Judith","Ceramic tiles","1985",
"THE APPLE THIEF","SINGER, Susie","Terracotta",,
"STANDING BEAR","SINTENIS, Renee","Bronze","1976",
"UNTITLED","SISCO, Gerald G.","Pencil",,
"BOATS","SKYLAR, Dorothy","Casein (acrylic) on paper",,
"MINI-MONUMENT (""CRAZY AS A PAIR OF WALTZING MICE"")","SMITH, Alexis","Terrazzo inlay","1986",
"MINI-MONUMENT (""MINE WAS THE BETTER PUNCH . . ."")","SMITH, Alexis","Granite","1986",
"MINI-MONUMENT (""SHE SAT IN FRONT OF HER PRINCESS DRESSER, TRYING TO PAINT THE SUITCASE OUT FROM UNDER HER EYES"")","SMITH, Alexis","Cast bronze","1986",
"NORTHERN CALIFORNIA COAST NEAR TRINIDAD","SMITH, Jack Wilkinson","Oil on canvas","1934",
"DOVE III","SMITH, Vic","Oil, pastel, acrylic","1968",
"MUMONKAN","SMITH, Vic","Oil, pastel, acrylic","1967",
"STUDY IN WHITE","SOBOCINSKI, Frank","Oil on cotton duck","1974",
"SIMON BOLIVAR","SOGAMOSO, Silvia","Oil on canvas",,
"HEATHER REEF","SOLBERG, Morten E.","Watercolor on paper",,
"GLORY TO THE VICTORS","SOMKO, Nadia","Oil on canvas","1976",
"TIME CAPSULE - ALL WARS MEMORIAL","SONAKA, Wakako","Coated steel pipe","1992",
"EDGE OF THE LAKE","SORMANTI, Albert F.","Oil on canvas","1958","1977-12-27T00:00:00.000"
"UNTITLED","STALDER, Robert E.","Serigraph","1971",
"UNTITLED (VASE WITH FLOWERS)","STANIFORD, Cecelia A.","Oil on canvas board",,
"DECOE BAY, OREGON","STARR, Carrol","Oil on canvas",,
"MORRO BAY AND MORRO ROCK","STARR, Carrol","Oil on canvas",,
"CALIFORNIA LANDSCAPE","STAUS, Irene","Oil on canvas",,
"BANANAS LIKE THIS DON'T GROW ON TREES","STEARNS, Joel","Lithograph","1972",
"CUBED SQUARE","STERN, Jan Peter","Steel","1971",
"BETTY BARNSDALL","STEPHENSON","Oil on canvas",,
"UNTITLED","STOERRLE, J.T.","Watercolor",,
"UNTITLED #40","STOLZBERG, Sylvia","Oil on cotton duck",,
"DENMARK, FARMHOUSE IN FUNEN","STRAUSS, Ruth G.","Serigraph",,
"Unknown","Unknown","Print on paper",,
"Street Clock, Cultural Historic Monument #316","STROMBERG, William","Painted , cast iron, sheet metal and steel.","1920",
"EARLY MORNING","STROMBOTNE, James","Oil on canvas","1965",
"THE AMERICAN RIVER NEAR STRAWBERRY, CALIFORNIA","STUART, J.E.","Oil on masonite","1933",
"HOMAGE TO CABRILLO: VENETIAN QUADRANT","STURMAN, Eugene","Stainless steel & bronze","1985",
