"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","PENSION","RETIREMENT CONTRIBUTION-EMPLOYEES",,,,"6005533.02",,"FIRE & POLICE TIER 6 SERVICE PENSION FD","RETIREMENT CONTRIBUTIONS","920","5503","550","64"
"2015","FIRE","INTERFD OPER TRANS-LOCAL PUBLIC SAFETY","6000000",,"6000000","6000000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5658","561","38"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX SEC",,,,"5994507.58",,"GOB SER 2005A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A64","3031","303","39"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"5985505",,"FY11 UASI HOMELAND SECURITY GR","OTHER INTERGOVTL-FEDERAL","54M","3684","368","46"
"2015","NON-DEPARTMENTAL - GENERAL","MISCELLANEOUS TAXES","6000000",,"6000000","5983000.57","99.72","GENERAL FUND (GENERAL BUDGET)","OTHER PROPERTY TAXES","100","3041","304","62"
"2015","NON-DEPARTMENTAL - GENERAL","INTEREST PENALTY ON DELINQ TAX",,,,"5945726",,"GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3024","301","62"
"2015","TRANSPORTATION","ADDL INTERFD TRANS-OTHER FUNDS",,"8310454.61","8310454.61","5919173.53","71.23","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","94"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"5912581.26",,"WS RB 2013 SERIES A BOND SERVC","INTERFUND OPERATING TRANSFER","M9Y","5654","561","98"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS SP PKG REV","5854050",,"5854050","5854050","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5617","561","53"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"5830616.97",,"DOWNTOWN CTR BUS IMPROV DISTR","ASSESSMENTS","40Q","3182","317","14"
"2015","POLICE","POLICE PERMIT","5420000",,"5420000","5804355.71","107.09","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4071","407","70"
"2015","NON-DEPARTMENTAL - GENERAL","STATE MANDATED PROG-OTHER",,,,"5796848",,"GENERAL FUND (GENERAL BUDGET)","ST MANDATED PROG REINBURSEMENT","100","3351","335","62"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-ST DAM RES FEE","6384773",,"6384773","5757268","90.17","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5649","561","40"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","COST REIMBURSEMENT FROM LIBRARY",,,,"5664122",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530","53"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","FACILITY USE FEES",,,,"5609014.37",,"RECREATION AND PARKS GOLF SPE","RECREATION & PARKS REVENUES","52H","4512","451","89"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"5596448.74",,"SEWER CONSTRUCTION&MAINTENANCE","REIMB FROM OTHER FUNDS","208","5301","530","50"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-STORMWTR POL","5581562",,"5581562","5581562","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5635","561","86"
"2015","NEIGHBORHOOD EMPOWERMENT","INTERFD OPER TRANS-GENERAL  FUND",,,,"5567617",,"DEPT OF NEIGHBORHOOD EMPOWERE","INTERFUND OPERATING TRANSFER","44B","5624","561","47"
"2015","TRANSPORTATION","REIMB FROM OTHER FUNDS",,,,"5516682.14",,"PROPOSITION C ANTIGRIDLOCK IMP","REIMB FROM OTHER FUNDS","540","5301","530","94"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"5502361.11",,"POWER SYSTEM REVENUE BONDS 2014 SERIES E, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","J6V","5654","561","98"
"2015","COUNCIL","ADDL INTERFD TRANS-OTHER FUNDS",,"5694625.32","5694625.32","5478534.94","96.21","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","28"
"2015","PUBLIC WORKS - STREET LIGHTING","ST LIGHTING ASSESS REL COST","6482127",,"6482127","5438851","83.91","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5342","530","84"
"2015","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,,,"5423878.84000001",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465","68"
"2015","GENERAL SERVICES","INTERFUND BILLINGS - OTHERS",,,,"5421189.17",,"PRINTING REVOLVING","QUASI-EXTERNAL TRANSACTION","706","4591","459","40"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"5345951.39",,"WSSRB DEBT SERV REF 2006-A-D","INTERFUND OPERATING TRANSFER","W53","5615","561","50"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"5333877.88",,"FEDERAL EMERGENCY SHELTER GRNT","OTHER INTERGOVTL-FEDERAL","517","3684","368","43"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-CITYWIDE RECYCLING","7091574",,"7091574","5332863.18","75.2","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5657","561","82"
"2015","LOS ANGELES HOUSING","OTHER FINANCING SOURCES",,,,"5312657.19",,"LOW AND MODERATE INCOME HOUSING FUND","OTHER FINANCING SOURCES","55J","5741","574","43"
"2015","CITY CLERK","ELECTION REIMBURSEMENTS","4176580",,"4176580","5265623.05","126.07","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4341","432","14"
"2015","POLICE","LAW ENFORCEMENT",,,,"5214792.92",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM GRANTS","100","5423","542","70"
"2015","FIRE","ADDL INTERFD TRANS-RES FD NON REIM",,"5105347.72","5105347.72","5105347.72","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","38"
"2015","BUILDING AND SAFETY","ADDL INTERFD TRANS-OTHER FUNDS",,"5571580","5571580","5017905.44","90.06","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","8"
"2015","ZOO","REC & PARK REVENUE-OTHERS",,,,"5016287.37",,"ZOO ENTERPRISE TRUST FUND","RECREATION & PARKS REVENUES","40E","4517","451","87"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"5013125",,"POWER SYSTEM REVENUE BONDS 2015 SERIES A, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","J6X","5654","561","98"
"2015","LOS ANGELES CITY TOURISM DEPARTMENT","INTERFD OPER TRANS-GENERAL  FUND",,,,"5000000",,"LA CONVENTION CENTER REVENUE","INTERFUND OPERATING TRANSFER","725","5624","561","48"
"2015","WATER AND POWER","INTEREST INCOME-OTHER",,,,"4944016.55",,"WATER REVENUE","INVESTMENT EARNINGS","705","4903","490","98"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX SEC",,,,"4933052.6",,"GOB SER 2006A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A66","3031","303","39"
"2015","TRANSPORTATION","OTHER FEDERAL GRANTS",,,,"4864195.4",,"TRANSPORTATION GRANTS FUND","OTHER INTERGOVTL-FEDERAL","655","3684","368","94"
"2015","FIRE","UNIFIED PROGRAM-ANNUAL FEES","5400000",,"5400000","4848820.78","89.79","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4120","411","38"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","COUNTY GRANTS - OTHERS",,,,"4833650",,"TEMPORARY ASSISTANCE FOR NEEDY FAMILIES FUND","COUNTY GRANTS/AGREEMENTS","56E","3513","351","22"
"2015","FIRE","GROUND EMERGENCY MEDICAL TRANSPORT","2035062",,"2035062","4827438","237.21","GENERAL FUND (GENERAL BUDGET)","FIRST AID & AMBULANCE CHARGES","100","4453","445","38"
"2015","TRANSPORTATION","MOBILE SRC AIR POLLUTION GRANT",,,,"4818127.98",,"MOBILE SOURCE AIR POLLUT REDUC","STATE GRANTS/AGREEMENTS","528","3368","336","94"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"4740450",,"PWR SYST RB 2012 A BD SER FUND","INTERFUND OPERATING TRANSFER","J5V","5654","561","98"
"2015","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-PROP C","5145937",,"5145937","4696000","91.26","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561","78"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","ADDL INTERFD TRANS-OTHER FUNDS",,"7997904","7997904","4676389.47","58.47","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","22"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"4635750",,"WS RB 2012 SERIES C BOND SERVC","INTERFUND OPERATING TRANSFER","M9W","5654","561","98"
"2015","TRANSPORTATION","INTERFD OPER TRANS-TRAFFIC SAFETY","5473805",,"5473805","4556582.73","83.24","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5628","561","94"
"2015","MAYOR","ADDL INTERFD TRANS-RES FD NON REIM",,"4487039.25","4487039.25","4487039.25","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","46"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SEWER CONS & MAIN RELATED COST","4479796",,"4479796","4479798","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","76"
"2015","BUILDING AND SAFETY","COMB INSPEC ELECTRICAL PERMIT",,,,"4457971.54",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4203","420","8"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-ST DAM RES FEE","4455434",,"4455434","4455434","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5649","561","86"
"2015","NON-DEPARTMENTAL - GENERAL","RESIDENTIAL DEVELOPMENT TAX","3280000",,"3280000","4365011.38","133.08","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION DEVELOPMENT TAXES","100","3122","312","62"
"2015","TRANSPORTATION","INTERFD OPER TRANS-SP GAS TAX","4480188",,"4480188","4333329.25","96.72","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","94"
"2015","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-PRIOR-SECURED","34910000",,"34910000","4319756.38","12.37","GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3013","301","62"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,,,"4286000",,"INSURANCE PREMIUMS SPECIAL FD","INTERFUND OPERATING TRANSFER","46S","5624","561","10"
"2015","RECREATION AND PARKS","LEASE & RENTAL OF CITY PROPERTIES",,,,"4170245.69",,"RECREATION AND PARKS","RENTS AND CONCESSIONS","302","4931","493","88"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTERFD OPER TRANS-SEWER CONS",,,,"4114855.94",,"WSRB DEBT SERVICE FD 2010-B","INTERFUND OPERATING TRANSFER","W61","5615","561","50"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SPECIAL EXCAVATION INSPECTION","1800000",,"1800000","4102827.27000006","227.93","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4229","420","76"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-LANDFILL MAINT","4839748",,"4839748","4030526.93","83.28","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5640","561","82"
"2015","GENERAL SERVICES","SEWER CONS & MAIN RELATED COST","4028612",,"4028612","4028612","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","40"
"2015","BUILDING AND SAFETY","REIMB OF RELATED COST-PR YR",,,,"4019057.29",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","8"
"2015","PUBLIC WORKS - ENGINEERING","INTERFD OPER TRANS-SP GAS TAX","4291450",,"4291450","4000000","93.21","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","78"
"2015","BUILDING AND SAFETY","ELEVATOR INSPECTION RECEIPTS",,,,"3967037.89999999",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4216","420","8"
"2015","FIRE","CONTINUING PERMITS SECTION5704","3000000",,"3000000","3956594.38","131.89","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4111","411","38"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WIA - NATIONAL EMERGENCY",,,,"3945073.15",,"NATIONAL EMERGENCY GRANT MULTI-SECTOR","WORKFORCE INVESTMENT ACT (WIA)","54T","3648","364","22"
"2015","BUILDING AND SAFETY","MISCELLANEOUS ADM SERVICES",,,,"3925668.81",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4225","420","8"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","DISASTER COST REIMB FEDERAL GV",,,,"3920897",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM GRANTS","100","5425","542","53"
"2015","HARBOR","INTEREST INCOME-OTHER",,,,"3918523.1",,"HARBOR REVENUE","INVESTMENT EARNINGS","702","4903","490","42"
"2015","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-PRIOR UNSECURED",,,,"3917631.56",,"GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3014","301","62"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","RECYCLABLE MATERIALS SALES",,,,"3917210.87",,"LANDFILL MAINTENANCE SPEC TRUS","SOLID WASTE REVENUE","558","4422","442","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","LEASE & RENTAL OF CITY PROPERTIES",,,,"3911319.4",,"SEWER CONSTRUCTION&MAINTENANCE","RENTS AND CONCESSIONS","208","4931","493","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ONE-STOP PERMIT CENTER FEES",,,,"3881386.69",,"CONSTRUCTION SERVICES TRUST FD","OTHER CURRENT SERVICE CHARGES","438","4659","465","50"
"2015","TRANSPORTATION","INTERFD OPER TRANS-PROP A","4650354",,"4650354","3875511.58","83.34","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5616","561","94"
"2015","TRANSPORTATION","REIMB-SPRF SALARIES & OVERTIME LADOT","5221866",,"5221866","3855671.14","73.84","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5303","530","94"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-STAPLES ARENA","3837520",,"3837520","3837520","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5653","561","53"
"2015","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-PRIOR SECURED SUPPL",,,,"3835126.65",,"GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3016","301","62"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","FRANCHISE INCOME-OTHERS",,,,"3810349.36",,"INTEGRATED SOLID WASTE MGMT  D","FRANCHISES INCOME","556","3069","306","50"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","ADDL INTERFUND TRANS - GENERAL FD",,,,"3800943",,"RECREATION AND PARKS","ADDL INTERFD OPERATING TRANSFER","302","5691","569","89"
"2015","GENERAL SERVICES","SALE OF SURPLUS PROPERTY",,,,"3783141.7",,"GENERAL SERVICE DEPT TRUST","SALE OF FIXED ASSETS","843","5141","514","40"
"2015","FIRE","ADDL INTERFD TRANS-OTHER FUNDS",,"5910201.43","5910201.43","3774158.35","63.86","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","38"
"2015","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,,,"3747170.87",,"MICLA LEASE REV COM PAPER NTES","INTERFUND OPERATING TRANSFER","298","5624","561","10"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"3743171.38",,"HOLLYWOOD ENTERTAINMENT BID","ASSESSMENTS","45J","3182","317","14"
"2015","CITY ADMINISTRATIVE OFFICER","LANDSCAPING/LIGHTING ASSMNT-PROP K",,,,"3737342.79",,"PROPOSITION K MAINTENANCE FUND","ASSESSMENTS","43L","3179","317","10"
"2015","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS COLISEUM RECEIPTS",,,,"3731333.45",,"STAPLES CENTER TRUST FUND","COLISEUM/SPORTS ARENA REVENUE","908","4541","454","10"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WIA-OTHER GRANTS",,,,"3725134",,"WORKFORCE INNOVATION FUND","WORKFORCE INVESTMENT ACT (WIA)","54R","3657","364","22"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SERVICE TO AIRPORTS","5502416",,"5502416","3719963.36","67.61","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","76"
"2015","AGING","ADDL INTERFUND TRANS - GENERAL FD",,,,"3717717",,"AREA PLAN FOR THE AGING TIT 7","ADDL INTERFD OPERATING TRANSFER","395","5691","569","2"
"2015","GENERAL SERVICES","LABORATORY TESTING FEES","3000000",,"3000000","3685562","122.85","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4227","420","40"
"2015","CULTURAL AFFAIRS","ARTS & CULTURAL FAC REL COST","3649276",,"3649276","3684582","100.97","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5332","530","30"
"2015","MAYOR","ADDL INTERFD TRANS-OTHER FUNDS",,"6203107.17","6203107.17","3673296.97","59.22","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","46"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFD TRANS-OTHER FUNDS",,,,"3666931",,"ENGINEERING SPECIAL SERVICE FD","ADDL INTERFD OPERATING TRANSFER","682","5693","569","50"
"2015","NON-DEPARTMENTAL - WATER AND ELECTRICITY","COST REIMBURSEMENT FROM LIBRARY","4446636",,"4446636","3598777.72","80.93","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530","60"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-OTHER",,,,"3598433.18",,"SOLID WASTE RESOURCES FUND","INVESTMENT EARNINGS","508","4903","490","50"
"2015","PUBLIC WORKS - STREET SERVICES","INTERFD OPER TRANS-PROP C","5211796",,"5211796","3591620.44","68.91","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561","86"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-PRIOR YEARS",,,,"3586629.06",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561","40"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"3578510.41",,"DOWNTOWN PROP OWNERS MGMT DIST","ASSESSMENTS","647","3182","317","14"
"2015","LOS ANGELES HOUSING","PROG INC-AFFORD HOUSING TRUST",,,,"3573478.18",,"CITY OF LA AFFORDABLE HOUSING","PROGRAM INCOME","44G","4986","497","43"
"2015","TRANSPORTATION","REIMB OF OTHER GEN FUND COSTS-SPRF","3841760",,"3841760","3569589.27","92.92","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5305","530","94"
"2015","TRANSPORTATION","PROP A LOCAL TRANSIT REL COST","3965328",,"3965328","3553557.04","89.62","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5337","530","94"
"2015","TRANSPORTATION","REIMB FROM OTHER AGENCIES",,,,"3550454.86",,"TRANSPORTATION GRANTS FUND","REIMB FROM OTHER AGENGIES","655","3811","381","94"
"2015","RECREATION AND PARKS","FACILITY USE FEES",,,,"3545979.87000001",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4512","451","88"
"2015","CITY ADMINISTRATIVE OFFICER","ADDL INTERFD TRANS-RES FD NON REIM",,,,"3540000",,"901 OLYMPIC NORTH HOTEL TRUST FUND","ADDL INTERFD OPERATING TRANSFER","56N","5692","569","10"
"2015","PUBLIC WORKS - SANITATION","INTERFD OPER TRANS-OTHER FUNDS","4016422","-450","4015972","3515350.97","87.53","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","82"
"2015","TRANSPORTATION","RELATED COST REIMB-OTHERS",,,,"3502908.7",,"TRANSPORTATION GRANTS FUND","REIMB FROM OTHER FUNDS","655","5361","530","94"
"2015","CITY ATTORNEY","SERVICE TO HARBOR","3868474",,"3868474","3499526","90.46","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459","12"
"2015","FIRE","HIGH-RISE INSPECTION FEE","3600000",,"3600000","3490185.29","96.95","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4121","411","38"
"2015","CITY ADMINISTRATIVE OFFICER","STATE GRANTS - OTHERS",,,,"3486532",,"DISASTER ASSISTANCE TRUST FUND","STATE GRANTS/AGREEMENTS","872","3361","336","10"
"2015","PUBLIC WORKS - SANITATION","STORMWTR POLLU ABATE REL COST","3435335",,"3435335","3435335","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5338","530","82"
"2015","POLICE","FORFEITED ASSETS-FED/JUSTICE",,,,"3434656.2",,"US DEPT OF JUSTICE ASSET FORFE","REVENUE FROM OTHER AGENCIES","44D","3855","385","70"
"2015","POLICE","INTERFD OPER TRANS-PRIOR YEARS",,,,"3409666.23",,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5629","561","70"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"3388069.16",,"SEWER CAPITAL FUND","REIMB FROM OTHER FUNDS","761","5301","530","50"
"2015","AIRPORTS","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"3383936.73",,"PASSENGER FACILITY CHARGE -ONT","MISCELLANEOUS REVENUES","736","5166","516","4"
"2015","CITY ETHICS COMMISSION","INTERFD OPER TRANS-GENERAL  FUND",,,,"3376961",,"MATCHING CAMPAIGN FUND TRUST","INTERFUND OPERATING TRANSFER","875","5624","561","17"
"2015","BUILDING AND SAFETY","COMB INSPEC PLUMBING PERMIT",,,,"3370963.20999999",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4205","420","8"
"2015","CITY CLERK","MISCELLANEOUS REVENUE-OTHERS",,,,"3325000",,"VILLAGE AT WESTFIELD TOPANGA PUBLIC BENEFITS TRUST FUND","MISCELLANEOUS REVENUES","56Q","5188","516","14"
"2015","AGING","INTERFD OPER TRANS-PROP A",,,,"3319394",,"SENIOR CITYRIDE PROGRAM FUND","INTERFUND OPERATING TRANSFER","599","5616","561","2"
"2015","GENERAL SERVICES","SERVICE TO AIRPORTS","220000",,"220000","3306601.8","1503","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","40"
"2015","TRANSPORTATION","PREFERENTIAL PARKING",,,,"3297522.5",,"PERMIT PARKING PROG REV FD","STREETS AND CURB PERMITS","49C","3257","324","94"
"2015","BUILDING AND SAFETY","HEATNG & REFGRI PERMIT-INSPECTION",,,,"3273123.23",,"BLDG & SAFETY PERMIT ENTERPRIS","CONSTRUCTION PERMITS","48R","3227","322","8"
"2015","CITY ATTORNEY","INTERFD OPER TRANS-OTHER FUNDS","4277047",,"4277047","3219639.77","75.28","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","12"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","CITY EMPL PENSION SAVINGS CONT",,,,"3206543.15",,"PENSION SAVINGS INVESTMENT FND","RETIREMENT CONTRIBUTIONS","881","5509","550","61"
"2015","PERSONNEL","MISCELLANEOUS REVENUE-OTHERS",,,,"3201679.34",,"CITY EMPLOYEES RIDESHARING FND","MISCELLANEOUS REVENUES","525","5188","516","66"
"2015","PERSONNEL","SERVICE TO WATER & POWER","2973486",,"2973486","3178717.66","106.9","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","66"
"2015","NON-DEPARTMENTAL - GENERAL","FRANCHISE INCOME-TAXI CABS","3000000",,"3000000","3132067.13","104.4","GENERAL FUND (GENERAL BUDGET)","FRANCHISES INCOME","100","3065","306","62"
"2015","INFORMATION TECHNOLOGY AGENCY","TELECOM LIQ DAMAGES REL COST","3277147",,"3277147","3131147","95.54","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5339","530","32"
"2015","LOS ANGELES HOUSING","CODE ENFORCE MISC FEES",,,,"3125198.98",,"SYSTEMATIC CODE ENFORCEMNT FEE","OTHER CURRENT SERVICE CHARGES","41M","4671","465","43"
"2015","PUBLIC WORKS - STREET SERVICES","REIMB FROM OTHER FUNDS",,,,"3113363.29",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","86"
"2015","TRANSPORTATION","REIMB OF RELATED COST-PR YR","2000000",,"2000000","3100017.51","155","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","94"
"2015","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"3089325",,"WW REF RB ISS OF 98 BOND SERVI","MISCELLANEOUS REVENUES","M88","5166","516","98"
"2015","RECREATION AND PARKS","MECHANICAL PLAN CHECK",,,,"3060000",,"RECREATION & PARKS GRANT","PLAN CHECKING FEES","205","4155","415","88"
"2015","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"3045131.25",,"ELEC PL REF REVBD ISS94 RES FD","MISCELLANEOUS REVENUES","J13","5166","516","98"
"2015","PUBLIC WORKS - STREET LIGHTING","ADDL INTERFD TRANS-OTHER FUNDS",,"5347614.33","5347614.33","3036403.65","56.78","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","84"
