"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"1","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","61010","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"14","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","212118","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"15","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#",,"6","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"12","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#",,"8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"12","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","7725430.4","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"11","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"13","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","MEDIAN AGE BY GENDER",,"LOS ANGELES CITY","MALE","10",,,"2015",,,"04-11-2017","#",,"33.731968","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","94341232","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","MALE","14",,,"2015",,,"04-11-2017","#",,"2622.2388","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"8","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","13569","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"1","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"9","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","31946","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES COUNTY",,,"2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"1041","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"4","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","1838","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"LOS ANGELES MSA",,,"2002","2002-01","2001","2001-03","7-1-2001","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","178.4","BUREAU OF LABOR STATISTICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"1","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","7395","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"9",,,"2012",,,"04-11-2017","#",,"65074.256","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"4","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","15410","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","317400000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","SHARE OF HOUSEHOLDS THAT MOVED IN BEFORE 2000",,"LOS ANGELES COUNTY",,,,,"2015",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","28.799999","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"11","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","60446","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"10","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","1852","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"3","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","14767","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"6","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","3727","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"14","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","3285152.5","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","#",,"32","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","MEAN EARNINGS",,"LOS ANGELES CITY",,"9",,,"2014",,,"04-11-2017","$","MEAN EARNINGS FOR THOSE WITH EARNINGS","41227.554","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"11","2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","79377400","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"4","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","22772","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","SERVICE","LOS ANGELES CITY",,"4",,,"2014",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","12.661508","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"1","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","4800","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NEW COMMERCIAL PERMIT VALUES",,"LOS ANGELES COUNTY",,,"2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","215600000","CALIFORNIA HOMEBUILDING FOUNDATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES COUNTY",,,"1994","1994-04","1994","1994-02","4-1-1994","04-11-2017","#",,"-1216","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","MIX-USE PERMIT VALUES",,"LOS ANGELES CITY",,"8","2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","HISPANIC OR LATINO","LOS ANGELES CITY","FEMALE","7",,,"2012",,,"04-11-2017","#",,"92343.95","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES COUNTY",,,"2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","37747354","BOARD OF EQUALIZATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"10","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","3646","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"2","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","3414774.5","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"6","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","17033","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"4","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","11004861","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"15","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","5483","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1446443","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"2","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#",,"-3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"4","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-7","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"15","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","2441491.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"10","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","13782","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"3","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","2560","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","35 TO 54 YEARS","LOS ANGELES CITY",,"2",,,"2014",,,"04-11-2017","#",,"72045.835","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"14",,,"2015",,,"04-11-2017","#",,"246860.28","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"6","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","21658","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"8","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","3091609.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"10","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","978770","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"5","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","25511","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMITS",,"LOS ANGELES CITY",,"4","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","46.6","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$15,000 TO $24,999","LOS ANGELES CITY","FEMALE","2",,,"2013",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","12366.133","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"14","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-83","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"9","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#",,"2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"9","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"14","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"-112","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"10","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#","SEASONALLY ADJUSTED","420","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"15","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","57630","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"11","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","7380","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"2","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#",,"-6","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2005","2005-02","2004","2004-04","10-1-2004","04-11-2017","#","SEASONALLY ADJUSTED","314155.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"5","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","37763599","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY RACE","HISPANIC OR LATINO","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"166593.79","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","MORE THAN 150 EMPLOYEES","LOS ANGELES CITY",,"6","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","21346","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"9","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","57409","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","SINGLE-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"3","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","912529.8","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"10","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"15","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","COMMUTERS USING PUBLIC TRANSIT",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","%","SHARE OF ALL COMMUTERS","3.9954276","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"8","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","5014","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"1","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","$",,"41165","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"11","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","24573","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","COMMUTERS USING PUBLIC TRANSIT",,"LOS ANGELES CITY",,"3",,,"2015",,,"04-11-2017","%","SHARE OF ALL COMMUTERS","5.1669359","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"6","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","80595","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"13","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","5974","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"8","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","369","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"7","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","7159921.9","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"11","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","23704","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"8","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"6","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","24728787","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"LOS ANGELES MSA",,,"2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","207.8","BUREAU OF LABOR STATISTICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"12","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$75,000 TO $99,999","LOS ANGELES CITY","FEMALE","9",,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","153.86618","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","UNEMPLOYMENT RATE BY GENDER",,"LOS ANGELES CITY","FEMALE","7",,,"2014",,,"04-11-2017","%",,"9.7968435","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","EDUCATION/HEALTH","LOS ANGELES CITY",,"15","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"6","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"15","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","5251","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"9","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"-5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"13","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#",,"4","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"12","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#",,"-3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"2","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","#",,"-13","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"8","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","696","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
