"fiscal_year","vendor_name","dollar_amount","data_source"
"2014","CATS USA PEST CONTROL","437346.35","SMS"
"2016","SOUTH BAY FORD","436902.62","SMS"
"2013","D L T SOLUTIONS, LLC","435861.72","SMS"
"2012","V T P INC","434749.76","SMS"
"2012","HOT SHOTS ATHLETIC APPAREL","433850.37","SMS"
"2013","LAIDLAWS HARLEY-DAVIDSON SALES","433270.54","SMS"
"2016","VISTA AVIATION INC.","432025.75","SMS"
"2014","HOT SHOTS ATHLETIC APPAREL","431736.06","SMS"
"2017","AMERON POLE PRODUCTS","430704.73","SMS"
"2013","NEW CENTURY BMW MOTORCYCLES","429340.1","SMS"
"2016","FERGUSON ENTERPRISES INC","429200.77","SMS"
"2012","NEXUS IS, INC.","428321.11","SMS"
"2013","POWERLAND EQUIPMENT INC","427206.19","SMS"
"2012","STERNDAHL ENTERPRISES INC","427192.41","SMS"
"2015","LINCOLN EQUIPMENT INC","425927.79","SMS"
"2017","MEDICO PROFESSIONAL LINEN SVC","425556.47","SMS"
"2015","ROBERTSON HONDA","425109.63","SMS"
"2015","UNITED ROTARY BRUSH CORP","424406.38","SMS"
"2017","ENERSYS DELAWARE INC","424249","SMS"
"2014","JONES LUMBER CO INC","423791.59","SMS"
"2012","COBAN TECHNOLOGIES INC","423161.02","SMS"
"2015","ROYAL WHOLESALE ELECTRIC","422348.26","SMS"
"2013","HAWORTH","421690.20","SMS"
"2017","SOUTH BAY FORD","421481.14","SMS"
"2014","MOTION INDUSTRIES INC","421425.17","SMS"
"2016","AGUSTAWESTLAND PHILADELPHIA CORP","421029.05","SMS"
"2016","ENVIRONMENTAL SYS RESEARCH","415750","SMS"
"2017","LOGOS IMAGING","415226.10","SMS"
"2014","ASSI SECURITY INC","414381.71","SMS"
"2017","ASSI SECURITY INC","412747.48","SMS"
"2017","FLEETPRIDE INC","412348.80","SMS"
"2016","TARGET SPECIALTY PRODUCTS","412151.34","SMS"
"2015","ABCO TRADING COMPANY","411604.19","SMS"
"2015","VION CORPORATION","411437.33","SMS"
"2013","PRINTING TECHNOLOGY, INC.","409791.01","SMS"
"2012","SYSCO LOS ANGELES INC","408389.97","SMS"
"2014","RAYVERN LIGHTING SUPPLY CO","407755.64","SMS"
"2013","BUI UNIFORM COMPANY","406259.21","SMS"
"2017","BAUER COMPRESSORS INC","405425.18","SMS"
"2017","VICTOR MEDICAL COMPANY","404546.58","SMS"
"2015","CATS USA PEST CONTROL","403461.76","SMS"
"2017","MOTION INDUSTRIES INC","402458.71","SMS"
"2017","SOUTH COAST EMERG. VEHICLE SVC","402384.72","SMS"
"2013","REYNOLDS BUICK GMC","401352.15","SMS"
"2012","UNITED TRANSMISSION EXCHANGE","400408.10","SMS"
"2013","OMS ENTERPRISES LLC","400233.17","SMS"
"2014","ROBERTSON HONDA","399858.91","SMS"
"2017","KNOLL INC","399271.38","SMS"
"2012","CHART INTERNATIONAL, INC","398916.66","SMS"
"2016","FERNO WASHINGTON","398624.97","SMS"
"2016","DOOLEY ENTERPRISES","397918.02","SMS"
"2014","ROCKWELL ENGINEERING","397390.01","SMS"
"2012","NEWCO DISTRIBUTORS","394085.39","SMS"
"2013","MC PEEK'S DODGE OF ANAHEIM","393521.04","SMS"
"2015","WESTERN PACIFIC SIGNAL LLC","392408.18","SMS"
"2015","MALLORY SAFETY & SUPPLY LLC","391464.85","SMS"
"2016","SPECIALTY FILM & PACKAGING INC","391432.44","SMS"
"2014","BELTRANS RENTS AND SALES INC","391176.01","SMS"
"2016","QUALITY FENCE CO INC","390519.67","SMS"
"2016","AMERON POLE PRODUCTS","390500.13","SMS"
"2013","WESTERN MEDICAL SUPPLY INC","389784.12","SMS"
"2013","PRIVACY-POLICE","389663.32","SMS"
"2014","NEWARK","388869.62","SMS"
"2017","FIRE SERVICE SPECIFICATION  & SUPPLY","388442.15","SMS"
"2017","ROBERT SKEELS & CO","387307.70","SMS"
"2014","LOS ANGELES FREIGHTLINER","387248.92","SMS"
"2016","GOSS CONSTRUCTION CO INC","386476.32","SMS"
"2015","ROY'S HARDWOOD FLOORING","386219.37","SMS"
"2013","ORANGE COUNTY PUMP CORP","385661.85","SMS"
"2013","SCIQUEST INC.","385600","SMS"
"2017","POWERLAND EQUIPMENT INC","384946.88","SMS"
"2014","A T S NORTHEAST TOW INC","384709.47","SMS"
"2015","SPECIALTY FILM & PACKAGING INC","384428.97","SMS"
"2017","FERGUSON ENTERPRISES INC","384201.59","SMS"
"2016","TALLEY COMMUNICATIONS CORP","383182.47","SMS"
"2015","DUNCAN PARKING TECHNOLOGIES","383128.74","SMS"
"2016","VRIDE, INC","382146.64","SMS"
"2014","FERGUSON ENTERPRISES INC","381715.24","SMS"
"2016","ROTORCRAFT SUPPORT INC","381613.92","SMS"
"2015","ENTERPRISE RIDESHARE","381415.33","SMS"
"2012","D L T SOLUTIONS INC","380428.02","SMS"
"2012","CATS USA PEST CONTROL","380040.69","SMS"
"2017","CUMMINS  PACIFIC,  LLC","379855.95","SMS"
"2017","B N I PUBLICATIONS INC","379698.19","SMS"
"2013","FLEETPRIDE INC","378356.43","SMS"
"2015","HAWORTH","377752.90","SMS"
"2015","VISTA PAINT CORP","377490.40","SMS"
"2014","FLEETPRIDE INC","376562.86","SMS"
"2014","EMERGENCY LIGHTING EQUIP SVC CO","375240.72","SMS"
"2017","ANIXTER - LOS ANGELES","374919.63","SMS"
"2014","BOUND TREE MEDICAL LLC","373592.59","SMS"
"2017","VISTA AVIATION INC.","373104.46","SMS"
"2014","LAIDLAWS HARLEY-DAVIDSON SALES","372905.17","SMS"
"2016","WESTERN PACIFIC SIGNAL LLC","372786.56","SMS"
"2012","APPLIED BIOSYSTEMS LLC","372112.20","SMS"
"2015","FLEETPRIDE INC","371915.38","SMS"
"2017","TIFCO INDUSTRIES","370224.71","SMS"
"2014","SUPERIOR ELECTRIC MOTOR SVC","369923.10","SMS"
"2016","EBERHARD EQUIPMENT","369658.44","SMS"
