"fiscal_year","department_name","vendor_name","dollar_amount","expenditure_type","authority_name"
"2017","WATER AND POWER","PCMG, INC DBA PCM GOV, INC","7869153.43","233","233"
"2014","WATER AND POWER","ORACLE AMERICA, INC","7857261.17","51","51"
"2012","WATER AND POWER","MORGAN STANLEY","7847784.32","15","15"
"2021","WATER AND POWER","SE PIPE LINE CONSTRUCTION COMPANY","7820005.45","175","175"
"2018","WATER AND POWER","AIRBUS HELICOPTERS, INC.","7792532","4","4"
"2021","WATER AND POWER","US DEPT OF ENERGY-WAPA C/O OFFICE OF THE TREASURER","7754759.93","10","10"
"2020","WATER AND POWER","BP ENERGY COMPANY C/O OFFICE OF THE TREASURER","7718940.06","10","10"
"2022","WATER AND POWER","CITADEL ENERGY MARKETING LLC","7677043.8","6","6"
"2018","WATER AND POWER","COMMERCE ESCROW COMPANY C/O OFFICE OF THE TREASURER","7654793.82","2","2"
"2020","WATER AND POWER","PCMG, INC DBA PCM GOV, INC","7644415.97","115","115"
"2012","WATER AND POWER","ULTRA RESOURCES, INC","7612232.69","11","11"
"2013","WATER AND POWER","REYNOLDS BUICK, INC.","7602665.97","230","230"
"2012","WATER AND POWER","SRPAI&PD ELEC.SYS.REVENUE FUND C/O OFFICE OF THE TREASURER","7590150.75","5","5"
"2016","WATER AND POWER","STEWART TITLE OF CALIF. INC","7590000","1","1"
"2012","WATER AND POWER","SCE MOHAVE OPERATING TRUST A/C C/O OFFICE OF THE TREASURER","7565927.16","26","26"
"2012","WATER AND POWER","HERTZ EQUIPMENT RENTAL CORP","7560790.06","4848","4848"
"2022","WATER AND POWER","TAIHAN ELECTRIC USA LTD","7557466.18","11","11"
"2021","WATER AND POWER","UNITED STATES DEPARTMENT OF ENERGY-FRC","7542852.5","12","12"
"2019","WATER AND POWER","PCMG, INC DBA PCM GOV, INC","7536389.19","170","170"
"2013","WATER AND POWER","SOLAR WORLD CALIFORNIA SOLAR WORLD AMERICAS LLC","7528449.01","24","24"
"2021","WATER AND POWER","POWEREX C/O OFFICE OF THE TREASURER","7528118.01","14","14"
"2020","WATER AND POWER","RE BARREN RIDGE 1 LLC","7523129.35","8","8"
"2022","WATER AND POWER","FRONTIER-KEMPER CONSTRUCTORS, INC","7519444.67","6","6"
"2019","WATER AND POWER","POWER ENGINEERS, INC.","7493719.48","119","119"
"2022","WATER AND POWER","WORKDAY, INC.","7482993","9","9"
"2013","WATER AND POWER","U.S. ARMY CORPS OF ENGINEERS","7456670","3","3"
"2021","WATER AND POWER","ORACLE CORPORATION","7424601.00","27","27"
"2018","WATER AND POWER","ORACLE AMERICA, INC","7412115.12","36","36"
"2020","WATER AND POWER","GOLDEN STAR TECHNOLOGY, INC DBA GST INC","7394363.85","65","65"
"2018","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","7382813.28","5","5"
"2016","WATER AND POWER","PCMG, INC DBA PCM GOV, INC","7315306.33","150","150"
"2022","WATER AND POWER","COUNTY OF INYO","7265406","1","1"
"2019","WATER AND POWER","GE PACKAGED POWER, INC.","7253141.30","33","33"
"2015","WATER AND POWER","NOBLE AMERICAS GAS & POWER","7238197.19","11","11"
"2022","WATER AND POWER","AON (BERMUDA) LTD","7193032","3","3"
"2020","WATER AND POWER","ONESOURCE DISTRIBUTORS","7185353.76","643","643"
"2022","WATER AND POWER","OSMOSE UTILITIES SERVICES, INC","7183643.00","33","33"
"2022","WATER AND POWER","BARNARD CONSTRUCTION CO., INC.","7160470.87","3","3"
"2019","WATER AND POWER","AON (BERMUDA) LTD","7141250","8","8"
"2020","WATER AND POWER","SO CAL GAS CO","7135693.44","51","51"
"2020","WATER AND POWER","RELIABLE CONSTRUCTION SERVICES, LLC","7135293.39","1145","1145"
"2018","WATER AND POWER","SO CAL GAS CO","7085875.17","55","55"
"2018","WATER AND POWER","AON (BERMUDA) LTD","7080000","11","11"
"2018","WATER AND POWER","BEACON SOLAR 3, LLC","7051643.27","12","12"
"2016","WATER AND POWER","HERTZ EQUIPMENT RENTAL CORP-HERTZ CORP","7048647.98","2944","2944"
"2019","WATER AND POWER","BEACON SOLAR 1, LLC","7045638.83","12","12"
"2019","WATER AND POWER","SUNE BEACON SITE 2 LLC","7034908.64","12","12"
"2021","WATER AND POWER","WEBCOR/OBAYASHI/LYLES AJV","7014110.86","10","10"
"2021","WATER AND POWER","TRC SOLUTIONS, INC.","7002879.22","6","6"
"2019","WATER AND POWER","BEACON SOLAR 3, LLC","6983851.49","12","12"
"2016","WATER AND POWER","GE INTERNATIONAL, INC.","6965036.28","34","34"
"2020","WATER AND POWER","KERN RIVER GAS TRANSM CO C/O OFFICE OF THE TREASURER","6954438.16","9","9"
"2015","WATER AND POWER","CDM SMITH INC","6946251.82","80","80"
"2019","WATER AND POWER","SO CAL GAS CO","6929344.30","49","49"
"2019","WATER AND POWER","WORLEY PARSONS GROUP, INC","6908024.16","144","144"
"2018","WATER AND POWER","ANIXTER, INC","6900785.15","399","399"
"2013","WATER AND POWER","TAIHAN ELECTRIC USA LTD","6851614.11","21","21"
"2021","WATER AND POWER","COUNTY OF INYO","6842152","1","1"
"2019","WATER AND POWER","POWER PARTNERS, INC","6828384.18","344","344"
"2016","WATER AND POWER","USS CAL BUILDERS INC","6784921.89","10","10"
"2015","WATER AND POWER","WORLEY PARSONS GROUP, INC","6756891.61","110","110"
"2014","WATER AND POWER","QUINN RENTAL SRVCS","6725592.33","119","119"
"2014","WATER AND POWER","SEMPRA ENERGY TRADING CORP C/O OFFICE OF THE TREASURER","6725250","8","8"
"2014","WATER AND POWER","NEVADA POWER COMPANY C/O OFFICE OF THE TREASURER","6711575.50","20","20"
"2017","WATER AND POWER","WESCO DISTRIBUTION INC.","6693925.64","345","345"
"2015","WATER AND POWER","SANTA FE WIN WATER","6679391.71","18","18"
"2019","WATER AND POWER","ITRON, INC","6674535.90","57","57"
"2017","WATER AND POWER","LOS ANGELES TRUCK CENTERS LLC LOS ANGELES FREIGHTLINER","6674339.98","106","106"
"2017","WATER AND POWER","IDAHO POWER ELECTRIC TRADING","6657427.0","7","7"
"2019","WATER AND POWER","TRC SOLUTIONS, INC.","6653401.50","13","13"
"2012","WATER AND POWER","ASSOCIATED READY MIXED CONCRETE, INC","6653006.30","4033","4033"
"2013","WATER AND POWER","ASSOCIATED READY MIXED CONCRETE, INC","6626338.84","4242","4242"
"2018","WATER AND POWER","PCMG, INC DBA PCM GOV, INC","6615972.99","240","240"
"2020","WATER AND POWER","ASSOCIATED READY MIXED CONCRETE, INC","6591152.23","3262","3262"
"2015","WATER AND POWER","HENKELS & MC COY, INC","6548386.22","37","37"
"2015","WATER AND POWER","KDG CONSTRUCTION CONSULTING","6522589.03","25","25"
"2022","WATER AND POWER","K2 COMMODITIES, LLC","6520463.86","6","6"
"2017","WATER AND POWER","POWER PARTNERS, INC","6516460.93","289","289"
"2020","WATER AND POWER","COUNTY OF INYO","6492733","1","1"
"2014","WATER AND POWER","SPINIELLO COMPANIES","6485613.18","63","63"
"2013","WATER AND POWER","POSTMASTER, LOS ANGELES","6482010","327","327"
"2019","WATER AND POWER","STANTEC CONSULTING SERVICES, INC","6465501.25","331","331"
"2019","WATER AND POWER","GOLDEN STAR TECHNOLOGY, INC DBA GST INC","6465120.72","44","44"
"2017","WATER AND POWER","REYNOLDS BUICK, INC.","6461286.02","158","158"
"2018","WATER AND POWER","COUNTY OF INYO","6449488","2","2"
"2013","WATER AND POWER","CORPINFO SERVICES","6446915.64","79","79"
"2017","WATER AND POWER","POSTMASTER, LOS ANGELES","6432090","76","76"
"2019","WATER AND POWER","ORACLE AMERICA, INC","6407694.31","35","35"
"2018","WATER AND POWER","WELLS FARGO BANK, NA","6366789.11","15","15"
"2012","WATER AND POWER","POSTMASTER, LOS ANGELES","6348390.0","326","326"
"2018","WATER AND POWER","BEACON SOLAR 4, LLC","6329425.32","12","12"
"2020","WATER AND POWER","ITRON, INC","6321326.20","31","31"
"2021","WATER AND POWER","ORACLE AMERICA, INC","6317258.28","46","46"
"2017","WATER AND POWER","POWEREX C/O OFFICE OF THE TREASURER","6314939.32","25","25"
"2021","WATER AND POWER","K2 COMMODITIES, LLC","6292567.45","6","6"
"2014","WATER AND POWER","COMPUCOM SYSTEMS","6279195.96","140","140"
"2018","WATER AND POWER","POWEREX C/O OFFICE OF THE TREASURER","6265870.09","21","21"
"2019","WATER AND POWER","W. W. GRAINGER, INC.","6246820.25","6614","6614"
"2019","WATER AND POWER","COUNTY OF INYO","6214172","1","1"
"2020","WATER AND POWER","DEFINITI HEALTHCARE MANAGEMENT","6165621.66","103","103"
"2021","WATER AND POWER","ONESOURCE DISTRIBUTORS","6122063.85","351","351"
"2019","WATER AND POWER","ARCADIS U.S. INC","6102909.51","213","213"
"2014","WATER AND POWER","L. CURTI TRUCK & EQUIPMENT","6076139.85","550","550"
"2017","WATER AND POWER","UTILITY TREE SERVICE INC","6064081.21","407","407"
"2017","WATER AND POWER","LOS ANGELES COUNTY FLOOD CONTROL DISTRICT","6050000","2","2"
"2018","WATER AND POWER","POSTMASTER, LOS ANGELES","6032305","72","72"
"2018","WATER AND POWER","AVENTADOR UTILITY SOLUTIONS, LLC","6028700","10","10"
"2018","WATER AND POWER","ITRON, INC","6016691.11","46","46"
"2012","WATER AND POWER","HOWARD INDUSTRIES, INC","6010429.41","264","264"
"2016","WATER AND POWER","POSTMASTER, LOS ANGELES","6000215","63","63"
"2017","WATER AND POWER","G & W ELECTRIC COMPANY","5975704.46","18","18"
"2017","WATER AND POWER","HENKELS & MC COY, INC","5963197.23","174","174"
"2019","WATER AND POWER","POSTMASTER, LOS ANGELES","5942055","69","69"
"2022","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","5929098.20","81","81"
"2019","WATER AND POWER","CORPINFO SERVICES","5913560.43","79","79"
"2012","WATER AND POWER","THE OKONITE COMPANY","5900040.76","43","43"
"2014","WATER AND POWER","STEVE P. RADOS, INC","5889853.73","16","16"
"2019","WATER AND POWER","FIRST AMERICAN TITLE INSURANCE COMPANY","5885092.41","3","3"
"2018","WATER AND POWER","KUBOTA CORPORATION","5873500.31","4","4"
"2014","WATER AND POWER","HOWARD INDUSTRIES, INC","5868183.64","441","441"
"2020","WATER AND POWER","HDR ENGINEERING, INC","5860152.54","9","9"
"2013","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","5853934.50","21","21"
"2013","WATER AND POWER","ORACLE AMERICA, INC","5844625.93","23","23"
"2022","WATER AND POWER","ORACLE AMERICA, INC","5831574.21","41","41"
"2021","WATER AND POWER","RE BARREN RIDGE 1 LLC","5814324.68","5","5"
"2022","WATER AND POWER","UNION BANK, BAKERSFIELD, CA C/O OFFICE OF THE TREASURER","5790879","1","1"
"2021","WATER AND POWER","STEVE BUBALO CONSTRUCTION CO","5780651.96","5","5"
"2014","WATER AND POWER","NATIONAL EWP, INC","5770319.14","9","9"
"2018","WATER AND POWER","SE PIPE LINE CONSTRUCTION COMPANY","5754054.80","254","254"
"2014","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","5744830.22","9","9"
"2015","WATER AND POWER","L. CURTI TRUCK & EQUIPMENT","5702089.45","531","531"
"2016","WATER AND POWER","GENERAL ELECTRIC COMPANY","5701748.84","1","1"
"2019","WATER AND POWER","SUNE BEACON SITE 5 LLC","5670198.03","12","12"
"2021","WATER AND POWER","AON (BERMUDA) LTD","5665000","3","3"
"2013","WATER AND POWER","AECOM USA, INC","5661522.36","34","34"
"2018","WATER AND POWER","KDG CONSTRUCTION CONSULTING","5640553.72","29","29"
"2015","WATER AND POWER","CORPINFO SERVICES","5632626.32","60","60"
"2020","WATER AND POWER","SANIL ELECTRIC CO., LTD.","5630794.57","35","35"
"2016","WATER AND POWER","REYNOLDS BUICK, INC.","5615647.55","114","114"
"2019","WATER AND POWER","GP STRATEGIES CORPORATION","5613606.25","5","5"
"2017","WATER AND POWER","COUNTY OF INYO","5593673","1","1"
"2022","WATER AND POWER","SALT RIVER PROJECT C/O OFFICE OF THE TREASURER","5578954.37","6","6"
"2016","WATER AND POWER","COUNTY OF LOS ANGELES DEPARTMENT OF PUBLIC WORKS","5570000","2","2"
"2019","WATER AND POWER","BEACON SOLAR 4, LLC","5566250.13","11","11"
"2017","WATER AND POWER","SCHWEITZER ENGINEERING LABORATORIES, INC.","5562014.25","15","15"
"2016","WATER AND POWER","SHIHLIN ELECTRIC USA","5526412.44","59","59"
"2022","WATER AND POWER","RE BARREN RIDGE 1 LLC","5517277.54","5","5"
"2015","WATER AND POWER","POSTMASTER, LOS ANGELES","5501125","59","59"
"2021","WATER AND POWER","ANIXTER, INC","5492813.34","248","248"
"2021","WATER AND POWER","KOCH ENERGY SERVICES, LLC","5460504.75","6","6"
"2022","WATER AND POWER","GOLDEN HILLS PROPERTY, LLC","5430998.6","5","5"
"2016","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","5406108.58","5","5"
"2017","WATER AND POWER","CORPINFO SERVICES","5392281.50","135","135"
"2016","WATER AND POWER","COUNTY OF INYO","5382878","1","1"
"2022","WATER AND POWER","CALIFORNIA DEPARTMENT OF TAX AND FEE ADMINISTRATION","5378198.68","15","15"
"2021","WATER AND POWER","W.A. RASIC CONSTRUCTION CO.","5378079.62","4","4"
"2019","WATER AND POWER","AECOM TECHNICAL SERVICES, INC","5376919.07","247","247"
"2013","WATER AND POWER","SANTA FE WIN WATER","5362392.28","16","16"
"2015","WATER AND POWER","URS CORPORATION A NEVADA CORPORATION","5333668.03","141","141"
"2017","WATER AND POWER","TRC SOLUTIONS, INC.","5314924.19","6","6"
"2020","WATER AND POWER","ULTRA RESOURCES, INC","5297187.46","5","5"
"2020","WATER AND POWER","AECOM TECHNICAL SERVICES, INC","5296401.41","214","214"
"2021","WATER AND POWER","CITADEL ENERGY MARKETING LLC","5281540.76","4","4"
"2019","WATER AND POWER","LAND VERITAS CORP","5266875","2","2"
"2012","WATER AND POWER","DELTA DENTAL PLAN OF CALIFORNIA","5265123.06","24","24"
"2018","WATER AND POWER","L.A.C. MOTOR ENTERPRISES, INC","5235308.18","584","584"
"2017","WATER AND POWER","AIR SCIENCES, INC","5217094.53","227","227"
"2022","WATER AND POWER","GE INTERNATIONAL, INC.","5215943.88","50","50"
"2021","WATER AND POWER","ASSOCIATED READY MIXED CONCRETE, INC","5215043.99","2332","2332"
"2021","WATER AND POWER","FALCON FUELS, INC.","5204439.16","523","523"
"2020","WATER AND POWER","POWER ENGINEERS, INC.","5182461.50","84","84"
"2015","WATER AND POWER","WESCO DISTRIBUTION INC.","5167876.85","238","238"
"2015","WATER AND POWER","COUNTY OF INYO","5165856","1","1"
"2016","WATER AND POWER","POWEREX C/O OFFICE OF THE TREASURER","5141473.13","21","21"
"2017","WATER AND POWER","HAZEN AND SAWYER, PC","5103626.24","188","188"
"2022","WATER AND POWER","CHERYONG ELECTRIC","5102534.58","79","79"
"2014","WATER AND POWER","POSTMASTER, LOS ANGELES","5100000","255","255"
"2015","WATER AND POWER","U.S. PIPE & FOUNDRY CO.","5091559.98","184","184"
"2017","WATER AND POWER","OHL USA, INC.","5062472.38","10","10"
"2017","WATER AND POWER","WELLS FARGO BANK, NA","5052102.21","29","29"
"2016","WATER AND POWER","POWER PARTNERS, INC","5036325.76","209","209"
"2017","WATER AND POWER","AON (BERMUDA) LTD","5031165","16","16"
"2016","WATER AND POWER","HD SUPPLY POWER SOLUTIONS","5015266.25","249","249"
"2012","WATER AND POWER","CITY OF GLENDALE WATER & POWER","5002759.05","5","5"
"2014","WATER AND POWER","TAIHAN ELECTRIC USA LTD","4992970.71","17","17"
"2019","WATER AND POWER","ALLIANCE FOR SUSTAINABLE ENERGY, LLC","4990659","13","13"
"2020","WATER AND POWER","STANTEC CONSULTING SERVICES, INC","4978900.93","254","254"
"2014","WATER AND POWER","COUNTY OF INYO","4964685","1","1"
"2018","WATER AND POWER","AMERICAN INTEGRATED SERVICES","4956157.99","23","23"
"2022","WATER AND POWER","BEACON SOLAR 1, LLC","4948474.54","7","7"
"2014","WATER AND POWER","CALGON CARBON CORPORATION","4901148.86","9","9"
"2017","WATER AND POWER","L.A.C. MOTOR ENTERPRISES, INC","4866015.89","583","583"
"2015","WATER AND POWER","ALSTOM POWER, INC","4857622.12","9","9"
"2018","WATER AND POWER","DHHS, HCFA PART B MEDICARE C/O OFFICE OF THE TREASURER","4842647.30","24","24"
"2022","WATER AND POWER","CALIFORNIA CLEAN FUEL REWARD","4840639.90","2","2"
"2016","WATER AND POWER","IDAHO POWER ELECTRIC TRADING","4833837.0","10","10"
"2012","WATER AND POWER","MALCOLM PIRNIE INC ARCADIS","4828976.43","16","16"
"2021","WATER AND POWER","UNION BANK, BAKERSFIELD, CA C/O OFFICE OF THE TREASURER","4823240","1","1"
"2013","WATER AND POWER","COUNTY OF INYO","4812876","1","1"
"2018","WATER AND POWER","MORGAN STANLEY","4810708.45","15","15"
"2014","WATER AND POWER","CDM SMITH INC","4803483.73","67","67"
"2015","WATER AND POWER","HOWARD INDUSTRIES, INC","4800791.28","187","187"
"2016","WATER AND POWER","FERGUSON ENTERPRISES, INC","4785863.00","24","24"
"2012","WATER AND POWER","COUNTY OF INYO","4783835","1","1"
"2014","WATER AND POWER","TEREX UTILITIES, INC GENIE INDUSTRIES","4761121.92","3","3"
"2020","WATER AND POWER","W.A. RASIC CONSTRUCTION CO.","4758464.83","7","7"
"2022","WATER AND POWER","WELLS FARGO MERCHANT SERVICES LLC","4735313.89","12","12"
"2014","WATER AND POWER","NEXUS IS, INC","4727622.55","100","100"
"2015","WATER AND POWER","ABCO DEVELOPMENT CORPORATION","4721120.85","92","92"
"2019","WATER AND POWER","GE INTERNATIONAL, INC.","4712106.40","42","42"
"2015","WATER AND POWER","UTILITY TREE SERVICE INC","4690889.40","465","465"
"2019","WATER AND POWER","PCS ENERGY LLC","4690000","81","81"
"2012","WATER AND POWER","U.S. BANK NATIONAL ASSOCIATION","4669605.07","16","16"
"2021","WATER AND POWER","KERN RIVER GAS TRANSM CO C/O OFFICE OF THE TREASURER","4650175.11","6","6"
"2020","WATER AND POWER","TROJAN TECHNOLOGIES GROUP ULC","4648210.73","4","4"
"2014","WATER AND POWER","CORPINFO SERVICES","4641496.37","84","84"
"2013","WATER AND POWER","AMERICAN INTEGRATED SERVICES","4641443.99","8","8"
"2019","WATER AND POWER","K2 COMMODITIES, LLC","4639970.61","8","8"
"2017","WATER AND POWER","FIDELITY NATIONAL TITLE INSURANCE COMPANY","4633635.5","1","1"
"2015","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4632277.58","12","12"
"2022","WATER AND POWER","KERN RIVER GAS TRANSM CO C/O OFFICE OF THE TREASURER","4628208.05","6","6"
"2018","WATER AND POWER","AIR SCIENCES, INC","4627861.38","181","181"
"2016","WATER AND POWER","CDM SMITH INC","4627843.17","83","83"
"2013","WATER AND POWER","SHIHLIN ELECTRIC USA","4620460.9","10","10"
"2014","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4619757.89","22","22"
"2013","WATER AND POWER","NORTHWEST EXCAVATING, INC.","4606582.99","156","156"
"2020","WATER AND POWER","ORACLE AMERICA, INC","4589899.42","42","42"
"2015","WATER AND POWER","ASSOCIATED OF LOS ANGELES","4588560.91","3488","3488"
"2019","WATER AND POWER","CALMAT CO -DBA- VULCAN MATERIALS CO","4571751.2","1509","1509"
"2013","WATER AND POWER","DEFINITI HEALTHCARE MANAGEMENT","4564146.51","58","58"
"2016","WATER AND POWER","CORPINFO SERVICES","4554030.93","151","151"
"2012","WATER AND POWER","SUNRUN INC","4535768.85","320","320"
"2016","WATER AND POWER","WESCO DISTRIBUTION INC.","4534113.42","271","271"
"2018","WATER AND POWER","CDM SMITH INC","4520668.12","127","127"
"2020","WATER AND POWER","ARIZONA PUBLIC SERVICE OPERATING AGENT NAVAJO PROJECT","4509139.42","20","20"
"2021","WATER AND POWER","MARIO'S TREE SERVICE","4497600.15","27","27"
"2017","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4474871.21","12","12"
"2021","WATER AND POWER","GENERAL ELECTRIC PACKAGED POWER, LLC","4474256.95","30","30"
"2016","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4469907.86","12","12"
"2019","WATER AND POWER","VETERAN SUPPLY SERVICES, LLC","4457488.34","37","37"
"2013","WATER AND POWER","GENEX SERVICES INC","4454839.42","48","48"
"2017","WATER AND POWER","DHHS, HCFA PART B MEDICARE C/O OFFICE OF THE TREASURER","4452529.60","24","24"
"2018","WATER AND POWER","CORPINFO SERVICES","4450189.48","195","195"
"2019","WATER AND POWER","HAZEN AND SAWYER, PC","4422622.64","287","287"
"2017","WATER AND POWER","LAYFIELD USA CORPORATION","4421161.32","19","19"
"2012","WATER AND POWER","THE BOSTON CO","4418365.99","7","7"
"2014","WATER AND POWER","USS CAL BUILDERS INC","4418216.16","6","6"
"2022","WATER AND POWER","ROAD AND HIGHWAY BUILDERS, LLC","4414968.98","5","5"
"2018","WATER AND POWER","TAIKAI ELECTRIC, USA, INC.","4414740.80","9","9"
"2020","WATER AND POWER","STEVE P. RADOS, INC.","4408956.58","9","9"
"2019","WATER AND POWER","GLOBAL MICROSYSTEMS","4408311.94","42","42"
"2014","WATER AND POWER","NEPTUNE TECHNOLOGY GROUP INC.","4408151.60","20","20"
"2022","WATER AND POWER","ANIXTER, INC","4402970.50","171","171"
"2013","WATER AND POWER","ONESOURCE DISTRIBUTORS","4388782.97","327","327"
"2015","WATER AND POWER","LOS ANGELES TRUCK CENTERS LLC LOS ANGELES FREIGHTLINER","4387550.85","75","75"
"2020","WATER AND POWER","BEACON SOLAR 1, LLC","4379985.84","8","8"
"2019","WATER AND POWER","DHHS, HCFA PART B MEDICARE C/O OFFICE OF THE TREASURER","4374311.26","22","22"
"2020","WATER AND POWER","W.A. RASIC CONSTRUCTION CO","4361637.79","114","114"
"2019","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4357063.17","12","12"
"2014","WATER AND POWER","NTH GENERATION COMPUTING INC","4344103.11","3","3"
"2018","WATER AND POWER","POWER PARTNERS, INC","4332088.89","267","267"
"2019","WATER AND POWER","RELIABLE CONSTRUCTION SERVICES, LLC","4326603.01","411","411"
"2015","WATER AND POWER","PETRELLI ELECTRIC, INC.","4318833.17","21","21"
"2013","WATER AND POWER","WORLEY PARSONS GROUP, INC","4318037.96","163","163"
"2017","WATER AND POWER","EMERSON PROCESS MANAGEMENT POWER & WATER SOLUTIONS","4314707.14","24","24"
"2015","WATER AND POWER","BROWN & CALDWELL","4307927.86","89","89"
"2018","WATER AND POWER","POWER ENGINEERS, INC.","4302965.11","107","107"
"2020","WATER AND POWER","BEACON SOLAR 3, LLC","4302119.28","8","8"
"2015","WATER AND POWER","CGI TECHNOLOGIES AND SOLUTIONS INC","4287293.57","71","71"
"2017","WATER AND POWER","THE WRITE CONNECTION INC","4284742.54","301","301"
"2019","WATER AND POWER","WELLS FARGO BANK, NA","4272357.05","10","10"
"2015","WATER AND POWER","MOTOROLA SOLUTIONS, INC","4269817.61","6","6"
"2019","WATER AND POWER","L.A.C. MOTOR ENTERPRISES, INC","4250065.93","441","441"
"2015","WATER AND POWER","MORGAN STANLEY","4248522.92","16","16"
"2012","WATER AND POWER","MLADEN BUNTICH CONSTRUCTION COMPANY, INC","4244306.09","10","10"
"2017","WATER AND POWER","BOB WONDRIES MOTORS WONDRIES FLEET GROUP","4231256.57","90","90"
"2019","WATER AND POWER","WORLEYPARSONS GROUP INC","4212855.21","47","47"
"2019","WATER AND POWER","R.J. LALONDE","4194663.75","1001","1001"
"2018","WATER AND POWER","DELTA DENTAL OF CALIFORNIA","4186849.31","12","12"
"2017","WATER AND POWER","CDM SMITH INC","4166944.18","103","103"
"2022","WATER AND POWER","AECOM TECHNICAL SERVICES, INC","4164268.87","149","149"
"2019","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","4161856.43","13","13"
"2013","WATER AND POWER","THE OKONITE COMPANY","4160962.98","56","56"
"2017","WATER AND POWER","UNITED STATES PIPE AND FOUNDRY COMPANY","4160375.68","156","156"
"2022","WATER AND POWER","BEACON SOLAR 3, LLC","4159622.84","6","6"
"2012","WATER AND POWER","ORACLE AMERICA, INC","4159491.19","9","9"
"2017","WATER AND POWER","SANTA FE WIN WATER","4143077.94","19","19"
"2014","WATER AND POWER","UTILITY TREE SERVICE INC","4142230.18","239","239"
"2018","WATER AND POWER","BURKE, WILLIAMS & SORENSEN LLP","4137712.36","35","35"
"2012","WATER AND POWER","UNITED CONCORDIA DENTAL PLAN OF CA","4137619.44","72","72"
"2022","WATER AND POWER","STEVE BUBALO CONSTRUCTION CO","4135138.26","8","8"
"2017","WATER AND POWER","ALSTOM POWER, INC","4132230.31","3","3"
"2022","WATER AND POWER","WORLEY GROUP, INC.","4129087.06","77","77"
"2017","WATER AND POWER","METROPOLITAN WATER DISTRICT OF SOUTHERN CALIFORNIA","4120127.61","15","15"
"2020","WATER AND POWER","DHHS, HCFA PART B MEDICARE C/O OFFICE OF THE TREASURER","4112437.70","18","18"
"2013","WATER AND POWER","LOS ANGELES TRUCK CENTERS LLC LOS ANGELES FREIGHTLINER","4112128.92","42","42"
"2017","WATER AND POWER","FERGUSON ENTERPRISES, INC","4109308.70","16","16"
"2016","WATER AND POWER","CALGON CARBON CORPORATION","4089144.2","3","3"
"2021","WATER AND POWER","GOLDEN HILLS PROPERTY, LLC","4076893","3","3"
"2022","WATER AND POWER","DEFINITI HEALTHCARE MANAGEMENT","4074337.74","79","79"
"2016","WATER AND POWER","L.A.C. MOTOR ENTERPRISES, INC","4068471.83","346","346"
"2018","WATER AND POWER","JONES V CITY OF LOS ANGELES SETTLEMENT FUND","4062362.96","5","5"
"2018","WATER AND POWER","CALMAT CO -DBA- VULCAN MATERIALS CO","4060137.6","1609","1609"
"2019","WATER AND POWER","CORNERSTONE DEMOLITION","4057873.31","236","236"
"2018","WATER AND POWER","UNITED STATES PIPE AND FOUNDRY COMPANY","4057520.06","176","176"
"2016","WATER AND POWER","DAVEY TREE SURGERY COMPANY","4056017.09","386","386"
"2016","WATER AND POWER","TRENCH PLATE RENTAL COMPANY","4054069.48","2076","2076"
"2020","WATER AND POWER","SUNE BEACON SITE 2 LLC","4049550.16","7","7"
"2022","WATER AND POWER","CDM SMITH INC","4041613.73","51","51"
"2016","WATER AND POWER","ABB INC","4023656.72","55","55"
"2019","WATER AND POWER","GREAT BASIN UNIFIED AIR POLLUTION CONTROL DISTRICT","4015201","11","11"
"2015","WATER AND POWER","UNITED CONCORDIA DENTAL PLAN OF CA","4013233.97","72","72"
"2017","WATER AND POWER","SALT RIVER PROJECT C/O OFFICE OF THE TREASURER","4011738.51","25","25"
"2014","WATER AND POWER","UNITED CONCORDIA DENTAL PLAN OF CA","4008700.79","72","72"
"2013","WATER AND POWER","UNITED CONCORDIA DENTAL PLAN OF CA","4007423.68","72","72"
"2020","WATER AND POWER","POSTMASTER, LOS ANGELES","4004465","45","45"
"2022","WATER AND POWER","CH2M HILL","4004126.09","21","21"
"2018","WATER AND POWER","BAODING TIANWEI BAOBIAN ELECTRIC CO, LTD","4004000","7","7"
"2014","WATER AND POWER","AIR SCIENCES, INC","4001759.50","70","70"
"2015","WATER AND POWER","DAVEY TREE SURGERY COMPANY","3992469.16","311","311"
"2017","WATER AND POWER","POWER ENGINEERS, INC.","3988969.57","121","121"
"2017","WATER AND POWER","INTERNATIONAL BUSINESS MACHINES","3980054.83","5","5"
"2018","WATER AND POWER","WIPRO LIMITED","3978749.05","43","43"
"2017","WATER AND POWER","TYNDALE COMPANY, INC.","3966281.26","377","377"
"2020","WATER AND POWER","PCS ENERGY LLC","3965000","52","52"
"2016","WATER AND POWER","ASPEN ENVIRONMENTAL GROUP","3953986.68","34","34"
