"id_number","fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","business_tax_registration_certificate","government_activity","fund_group_name","fund_type","fund_name","account_name","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","contract_name","contract_link"
"9040","2012","PENSION","NOSSAMAN LLP","2011-08-02T00:00:00.000","6426.9","CO117635","0000113159","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000004373","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NOSSAMAN LLP","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-117635"
"9041","2012","PENSION","NOSSAMAN LLP","2011-08-02T00:00:00.000","8190.14","CO117635","0000113159","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","CONTRACTUAL","AD26120000004373","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NOSSAMAN LLP","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-117635"
"9152","2012","POLICE","L & R AUTO PARKS INC","2011-08-03T00:00:00.000","275","CO090483","0002242426","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004668","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BROADWAY-SPRING CENTER","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-090483"
"9153","2012","POLICE","L & R AUTO PARKS INC","2011-08-03T00:00:00.000","16000","CO090483","0002242426","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004668","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BROADWAY-SPRING CENTER","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-090483"
"9154","2012","POLICE","L & R AUTO PARKS INC","2011-08-03T00:00:00.000","275","CO090483","0002242426","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004668","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BROADWAY-SPRING CENTER","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-090483"
"9155","2012","POLICE","L & R AUTO PARKS INC","2011-08-03T00:00:00.000","275","CO090483","0002242426","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004668","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","BROADWAY-SPRING CENTER","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-090483"
"9178","2012","POLICE","CONTINENTAL INTERPRETING SERVICES INC","2011-08-02T00:00:00.000","200","CO108824","0000940413","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004387","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","CONTINENTAL INTERPRETING SERVI","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-108824"
"9218","2012","POLICE","THOMAS FRIERSON","2011-08-03T00:00:00.000","64",,"0000943660","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004675","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9266","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-08-02T00:00:00.000","262.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004400","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"9267","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-08-02T00:00:00.000","172.5","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004400","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"9268","2012","POLICE","LYNDEN J & ASSOCIATES INC","2011-08-02T00:00:00.000","165","CO110676","0000612029","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004400","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","LYNDEN J. AND ASSOCIATES INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-110676"
"9283","2012","HARBOR","L.C. ACTION POLICE SUPPLY","2011-08-02T00:00:00.000","9272.27",,"9999999999","TRANSPORTATION, COMMERCE AND ENTERPRISE","PROPRIETARY","ENTERPRISE","HARBOR REVENUE","OTHER EXPENDITURES","AD26120000004302","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9290","2012","POLICE","REED ELSEVIER INC","2011-08-03T00:00:00.000","3000",,"0000195276","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004681","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9460","2012","POLICE","A T S NORTHEAST TOW INC","2011-08-01T00:00:00.000","3919.5","CO107456","0000235286","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004203","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","A.T.S. NORTHEAST TOW, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107456"
"9461","2012","POLICE","A T S NORTHEAST TOW INC","2011-08-01T00:00:00.000","522.3","CO107456","0000235286","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004203","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","A.T.S. NORTHEAST TOW, INC.","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107456"
"9462","2012","POLICE","VIERTEL'S AUTOMOTIVE SERVICE INC","2011-08-01T00:00:00.000","261.8","CO107279","0000470947","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004204","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","VIERTEL'S AUTOMOTIVE SERVICES","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-107279"
"9501","2012","PENSION","LM CAPITAL GROUP LLC","2011-08-08T00:00:00.000","88565.58","CO502PEN","0000646751","PENSION","FIDUCIARY","PENSION TRUST","FIRE & POLICE TIER 2 GENERAL P","INVESTMENT MANAGER EXPENSE","AD26120000005342","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","LM CAPITAL GROUP LLC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-502PEN"
"9537","2012","POLICE","CALIFORNIA POLICE CHIEFS ASSO","2011-08-04T00:00:00.000","2000",,"6666666666","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OFFICE AND ADMINISTRATIVE","AD26120000004877","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9601","2012","POLICE","SGS TESTCOM INC","2011-08-04T00:00:00.000","31.53",,"0002580364","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","FIELD EQUIPMENT EXPENSE","AD26120000004883","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9763","2012","POLICE","KELMARK TOW LLC","2011-08-03T00:00:00.000","188.75","CO106804","0000205731","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004720","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NISSLEY CORPORATION","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-106804"
"9764","2012","POLICE","KELMARK TOW LLC","2011-08-03T00:00:00.000","411","CO106804","0000205731","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004720","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NISSLEY CORPORATION","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-106804"
"9765","2012","POLICE","KELMARK TOW LLC","2011-08-03T00:00:00.000","17","CO106804","0000205731","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004720","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","NISSLEY CORPORATION","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-106804"
"9886","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004746","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9887","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","11.22",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004747","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9888","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","103",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004748","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9889","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","285",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004749","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9890","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004750","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9891","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","28.56",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004751","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9892","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","184",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004752","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9893","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","701.8",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004753","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9894","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004754","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9895","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","1415.51",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004755","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9896","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","728.7",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004756","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9897","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","230",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004756","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9898","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004757","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9899","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","36.48",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004758","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9900","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","17.14",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004759","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9901","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","893.96",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 ICAC","AD26120000004760","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9902","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","38.76",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004761","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9903","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","750",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","NON REIMBURSABLE TRAINING","AD26120000004762","PERSONNEL SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9904","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","293.7",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","US DEPT OF JUSTICE ASSET FORFE","SPA-TRAVEL & TRAINING","AD26120000004763","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9905","2012","POLICE","PRIVACY-POLICE","2011-08-04T00:00:00.000","27.03",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRANSPORTATION","AD26120000004764","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9941","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","262",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","AD26120000005035","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9942","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","165",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000005036","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9943","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","463.95",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","REIMBURSABLE TRAINING","AD26120000005037","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9944","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","508.95",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","REIMBURSABLE TRAINING","AD26120000005038","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9945","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","512.43",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","REIMBURSABLE TRAINING","AD26120000005039","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9946","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","1661.76",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000005040","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"9947","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","511.23",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","REIMBURSABLE TRAINING","AD26120000005041","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10048","2012","POLICE","SEVENTH STREET GARAGE, INC.","2011-08-04T00:00:00.000","17","CO108069","0000066732","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004930","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","SEVENTH STREET GARAGE INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-108069"
"10049","2012","POLICE","SEVENTH STREET GARAGE, INC.","2011-08-04T00:00:00.000","329.8","CO108069","0000066732","PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","CONTRACTUAL SERVICES","AD26120000004930","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS","SEVENTH STREET GARAGE INC","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-108069"
"10150","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","150",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","WITNESS FEES ST CODE SEC680972","AD26120000004580","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10151","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","150",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","WITNESS FEES ST CODE SEC680972","AD26120000004581","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10152","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","150",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","WITNESS FEES ST CODE SEC680972","AD26120000004582","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10153","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","150",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","WITNESS FEES ST CODE SEC680972","AD26120000004583","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10171","2012","POLICE","PRIVACY-POLICE","2011-08-05T00:00:00.000","5200",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUE-OTHERS","AD26120000005084","MISCELLANEOUS REVENUES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10211","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","150",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","WITNESS FEES ST CODE SEC680972","AD26120000004584","POLICE DEPT SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10332","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","1081.02",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 ICAC","AD26120000004509","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10333","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","861.96",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 ICAC","AD26120000004510","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10334","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","60",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","GENERAL FUND (GENERAL BUDGET)","TRAVEL","AD26120000004511","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10335","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","836.96",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 ICAC","AD26120000004512","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10336","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","860.96",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 ICAC","AD26120000004513","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10399","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","511.23",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","GENERAL FUND","LAPD REVOLVING TRAINING FUND","REIMBURSABLE TRAINING","AD26120000004514","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
"10400","2012","POLICE","PRIVACY-POLICE","2011-08-03T00:00:00.000","798.48",,,"PROTECTION OF PERSONS AND PROPERTY","GOVERNMENTAL","SPECIAL REVENUE","POLICE DEPT GRANT","2010 IPETTA PROGRAM  GRANT","AD26120000004515","SUPPLIES & OTHER SERVICES",,"2","2012-02 (AUG)","2012-01","8","AUGUST,2011","AUGUST","FMS",,
