"fiscal_year","neighborhood_council","transaction_date","transaction_details","type_of_payment","amount","credits"
"2016","Bel Air-Beverly Crest","2016-03-23T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","23.6",
"2016","Bel Air-Beverly Crest","2016-03-15T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","107.25",
"2016","Bel Air-Beverly Crest","2016-03-10T00:00:00.000","LAURENCE M. LEIS ONLINE PMT WEB UN1708847668POS","Electronic debits","181.21",
"2016","Bel Air-Beverly Crest","2016-03-04T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","144.48",
"2016","Bel Air-Beverly Crest","2016-02-29T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","386.1",
"2016","Bel Air-Beverly Crest","2016-02-26T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","5.45",
"2016","Bel Air-Beverly Crest","2016-02-22T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","1801.8",
"2016","Bel Air-Beverly Crest","2016-02-22T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1708847668POS","Electronic debits","250",
"2016","Bel Air-Beverly Crest","2016-02-16T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","107.25",
"2016","Bel Air-Beverly Crest","2016-02-10T00:00:00.000","MP PRINTING & MA ONLINE PMT WEB UN1708847668POS","Electronic debits","3217.7",
"2016","Bel Air-Beverly Crest","2016-02-03T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","142.89",
"2016","Bel Air-Beverly Crest","2016-01-28T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","386.1",
"2016","Bel Air-Beverly Crest","2016-01-27T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","308.88",
"2016","Bel Air-Beverly Crest","2016-01-27T00:00:00.000","RALPHS 9040 W.BEVERLY WEST HOLLYWOO CA","Electronic debits","11.18",
"2016","Bel Air-Beverly Crest","2016-01-27T00:00:00.000","RALPHS 9040 W.BEVERLY WEST HOLLYWOO CA","Electronic debits","11.18",
"2016","Bel Air-Beverly Crest","2016-01-14T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","107.25",
"2016","Bel Air-Beverly Crest","2016-01-06T00:00:00.000","Lloyd Staffing","Checks","1029.6",
"2016","Bel Air-Beverly Crest","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Bel Air-Beverly Crest","2016-01-04T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","140",
"2016","Bel Air-Beverly Crest","2016-01-04T00:00:00.000","USPS 05455 LOS ANGELES CA LOS ANGELES CA","Electronic debits","350",
"2016","Bel Air-Beverly Crest","2015-12-31T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1708847668POS","Electronic debits","500",
"2016","Bel Air-Beverly Crest","2015-12-31T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","643.5",
"2016","Bel Air-Beverly Crest","2015-12-16T00:00:00.000","RALPHS 7257 SUNSET BLV WEST HOLLYWOO CA","Electronic debits","5.19",
"2016","Bel Air-Beverly Crest","2015-12-15T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","106.94",
"2016","Bel Air-Beverly Crest","2015-12-08T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","2445.3",
"2016","Bel Air-Beverly Crest","2015-12-02T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","140",
"2016","Bel Air-Beverly Crest","2015-11-27T00:00:00.000","AARON DEVANDRY","Checks","250",
"2016","Bel Air-Beverly Crest","2015-11-24T00:00:00.000","LLOYD STAFFING","Checks","1480.05",
"2016","Bel Air-Beverly Crest","2015-11-16T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","99",
"2016","Bel Air-Beverly Crest","2015-11-12T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","27.79",
"2016","Bel Air-Beverly Crest","2015-11-03T00:00:00.000","LLOYD STAFFING","Checks","1994.85",
"2016","Bel Air-Beverly Crest","2015-11-02T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","151.61",
"2016","Bel Air-Beverly Crest","2015-10-29T00:00:00.000","TRADER JOE LOS ANGELES CA LOS ANGELES CA","Electronic debits","10.38",
"2016","Bel Air-Beverly Crest","2015-10-22T00:00:00.000","AARON DEVANDRY","Checks","750",
"2016","Bel Air-Beverly Crest","2015-10-14T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","99",
"2016","Bel Air-Beverly Crest","2015-10-05T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","155",
"2016","Bel Air-Beverly Crest","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Bel Air-Beverly Crest","2015-09-17T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","35.43",
"2016","Bel Air-Beverly Crest","2015-09-17T00:00:00.000","TRADER JOE LOS ANGELES CA LOS ANGELES CA","Electronic debits","3.09",
"2016","Bel Air-Beverly Crest","2015-09-15T00:00:00.000","VERIZON*RE 800-VERIZON PA 800-VERIZON PA","Electronic debits","74.59",
"2016","Bel Air-Beverly Crest","2015-09-04T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","151.29",
"2016","Bel Air-Beverly Crest","2015-09-04T00:00:00.000","LA PRESS P LOS ANGELES CA LOS ANGELES CA","Electronic debits","5",
"2016","Bel Air-Beverly Crest","2015-08-25T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB UN1708847668POS","Electronic debits","965.25",
"2016","Bel Air-Beverly Crest","2015-08-24T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","9.1",
"2016","Bel Air-Beverly Crest","2015-08-21T00:00:00.000","Lloyd Staffing","Checks","64.35",
"2016","Bel Air-Beverly Crest","2015-08-11T00:00:00.000","Michael Kemp","Checks","37.15",
"2016","Bel Air-Beverly Crest","2015-08-11T00:00:00.000","CITY OF LA PUBLI ONLINE PMT WEB UN1708847668POS","Electronic debits","259.2",
"2016","Bel Air-Beverly Crest","2015-08-10T00:00:00.000","VERIZON*ON 800-VERIZON TX 800-VERIZON TX","Electronic debits","725.61",
"2016","Bel Air-Beverly Crest","2015-08-03T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","111.3",
"2016","Bel Air-Beverly Crest","2015-07-29T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB CKF708847668POS","Electronic debits","1029.6",
"2016","Bel Air-Beverly Crest","2015-07-28T00:00:00.000","LLOYD STAFFING ONLINE PMT WEB CKF708847668POS","Electronic debits","1544.4",
"2016","Bel Air-Beverly Crest","2015-07-27T00:00:00.000","UB CHECKING TRANSFER 4540","Electronic Credits",,"57.87"
"2016","Bel Air-Beverly Crest","2015-07-27T00:00:00.000","Cathy Palmer","Checks","25.19",
"2016","Bel Air-Beverly Crest","2015-07-27T00:00:00.000","UB CHECKING TRANSFER 3249","Electronic debits","57.87",
"2016","Bel Air-Beverly Crest","2015-07-23T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","38.7",
"2016","Bel Air-Beverly Crest","2015-07-23T00:00:00.000","GOOGLE *SV CC GOOGLE.CO CA CC GOOGLE.CO CA","Electronic debits","143.5",
"2016","Bel Air-Beverly Crest","2015-07-22T00:00:00.000","TRADER JOE LOS ANGELES CA LOS ANGELES CA","Electronic debits","10.38",
"2016","Bel Air-Beverly Crest","2015-07-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"9092.13"
"2016","Bel Air-Beverly Crest","2015-07-15T00:00:00.000","Irene Sandler","Checks","43.16",
"2016","Bel Air-Beverly Crest","2015-07-07T00:00:00.000","Citizens for LA Wild Life","Checks","1500",
"2016","Bel Air-Beverly Crest","2015-07-01T00:00:00.000","Lloyd Staffing","Checks","1029.6",
"2016","Boyle Heights","2016-06-23T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","69.22",
"2016","Boyle Heights","2016-06-20T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2016-06-20T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2016-06-20T00:00:00.000","COMMUNITY BEACON ONLINE PMT WEB UN1277454694POS","Electronic debits","900",
"2016","Boyle Heights","2016-05-31T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","91.56",
"2016","Boyle Heights","2016-05-24T00:00:00.000","EVERARDO SAUL VA ONLINE PMT WEB UN1277454694POS","Electronic debits","800",
"2016","Boyle Heights","2016-05-23T00:00:00.000","SQ *BOYLE LOS ANGELES CA LOS ANGELES CA","Electronic debits","16.35",
"2016","Boyle Heights","2016-05-23T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","105.88",
"2016","Boyle Heights","2016-05-18T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2016-05-18T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2016-05-18T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2016-05-09T00:00:00.000","OFFICE DEP LOS ANGELES CA LOS ANGELES CA","Electronic debits","20.42",
"2016","Boyle Heights","2016-05-09T00:00:00.000","SQ *BOYLE LOS ANGELES CA LOS ANGELES CA","Electronic debits","56.41",
"2016","Boyle Heights","2016-05-09T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","80.96",
"2016","Boyle Heights","2016-05-06T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","130.8",
"2016","Boyle Heights","2016-04-14T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2016-04-14T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2016-04-14T00:00:00.000","INNER CITY STRUG ONLINE PMT WEB UN1277454694POS","Electronic debits","1500",
"2016","Boyle Heights","2016-04-14T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2016-04-08T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"6243.08"
"2016","Boyle Heights","2016-03-18T00:00:00.000","EXCEL INTERPRETING & TRANSLATION","Checks","300",
"2016","Boyle Heights","2016-03-18T00:00:00.000","EXCEL INTERPRETING & TRANSLATION","Checks","225",
"2016","Boyle Heights","2016-03-16T00:00:00.000","ABUELITOS DE BOY ONLINE PMT WEB UN1277454694POS","Electronic debits","1500",
"2016","Boyle Heights","2016-03-16T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","386.64",
"2016","Boyle Heights","2016-03-09T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","104.64",
"2016","Boyle Heights","2016-02-25T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","73.45",
"2016","Boyle Heights","2016-02-19T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2016-02-19T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2016-02-09T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","34.88",
"2016","Boyle Heights","2016-02-08T00:00:00.000","TARGET LOS ANGELES CA LOS ANGELES CA","Electronic debits","28.86",
"2016","Boyle Heights","2016-01-28T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","74.31",
"2016","Boyle Heights","2016-01-21T00:00:00.000","Aaron Devandry","Checks","250",
"2016","Boyle Heights","2016-01-21T00:00:00.000","Aaron Devandry","Checks","250",
"2016","Boyle Heights","2016-01-19T00:00:00.000","Excel Interpreting LLC","Checks","225",
"2016","Boyle Heights","2016-01-19T00:00:00.000","Excel Interpreting LLC","Checks","225",
"2016","Boyle Heights","2016-01-14T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","22.89",
"2016","Boyle Heights","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Boyle Heights","2015-12-03T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","78.07",
"2016","Boyle Heights","2015-12-01T00:00:00.000","HOMEBOY SI 02136237955 CA 02136237955 CA","Electronic debits","1160",
"2016","Boyle Heights","2015-11-19T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","305",
"2016","Boyle Heights","2015-11-17T00:00:00.000","E.R. Copies","Checks","53.41",
"2016","Boyle Heights","2015-11-13T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2015-11-13T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","250",
"2016","Boyle Heights","2015-11-13T00:00:00.000","City Of LA Publishing","Checks","30.94",
"2016","Boyle Heights","2015-11-13T00:00:00.000","COMMUNITY PARTNE ONLINE PMT WEB UN1277454694POS","Electronic debits","1500",
"2016","Boyle Heights","2015-11-13T00:00:00.000","AARON DEVANDRY ONLINE PMT WEB UN1277454694POS","Electronic debits","500",
"2016","Boyle Heights","2015-11-09T00:00:00.000","TARGET LOS ANGELES CA LOS ANGELES CA","Electronic debits","120.34",
"2016","Boyle Heights","2015-11-09T00:00:00.000","OFFICE DEP LOS ANGELES CA LOS ANGELES CA","Electronic Credits",,"90.39"
"2016","Boyle Heights","2015-11-06T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","225",
"2016","Boyle Heights","2015-11-05T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","43.84",
"2016","Boyle Heights","2015-11-04T00:00:00.000","OFFICE DEP LOS ANGELES CA LOS ANGELES CA","Electronic debits","126.43",
"2016","Boyle Heights","2015-11-04T00:00:00.000","Appleone Employment","Checks","451.08",
"2016","Boyle Heights","2015-11-03T00:00:00.000","E.R. Copies","Checks","40.88",
"2016","Boyle Heights","2015-11-03T00:00:00.000","E.R. Copies","Checks","29",
"2016","Boyle Heights","2015-10-30T00:00:00.000","PROJECTO PASTORAL IMPACTO","Checks","145",
"2016","Boyle Heights","2015-10-29T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","61.43",
"2016","Boyle Heights","2015-10-28T00:00:00.000","EXCEL INTERPRETING, LLC","Checks","305",
"2016","Boyle Heights","2015-10-26T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","49.62",
"2016","Boyle Heights","2015-10-22T00:00:00.000","99-CENTS-O MONTEBELLO CA MONTEBELLO CA","Electronic debits","35.97",
"2016","Boyle Heights","2015-10-15T00:00:00.000","EXCEL INTERPRETING, LLC","Checks","305",
"2016","Boyle Heights","2015-10-15T00:00:00.000","EXCEL INTERPRETING, LLC","Checks","305",
"2016","Boyle Heights","2015-10-15T00:00:00.000","EXCEL INTERPRETING, LLC","Checks","225",
"2016","Boyle Heights","2015-10-06T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","27.99",
"2016","Boyle Heights","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Boyle Heights","2015-09-28T00:00:00.000","APPLEONE EMPLOYMENT SERVICE","Checks","531.63",
"2016","Boyle Heights","2015-09-24T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","83.32",
"2016","Boyle Heights","2015-09-24T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.17",
"2016","Boyle Heights","2015-09-15T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","24.51",
"2016","Boyle Heights","2015-09-14T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"145"
"2016","Boyle Heights","2015-08-27T00:00:00.000","SQ *LA MON LOS ANGELES CA LOS ANGELES CA","Electronic debits","32.94",
"2016","Boyle Heights","2015-08-27T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","97.53",
"2016","Boyle Heights","2015-08-26T00:00:00.000","Appleone Employment Services","Checks","547.74",
"2016","Boyle Heights","2015-08-21T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","305",
"2016","Boyle Heights","2015-08-18T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","11.98",
"2016","Boyle Heights","2015-08-14T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","21.26",
"2016","Boyle Heights","2015-08-12T00:00:00.000","TOYS R US ALHAMBRA CA ALHAMBRA CA","Electronic debits","39.68",
"2016","Boyle Heights","2015-08-10T00:00:00.000","City of LA Publishing Services","Checks","65.19",
"2016","Boyle Heights","2015-08-10T00:00:00.000","City of LA Publishing Services","Checks","22.62",
"2016","Boyle Heights","2015-08-10T00:00:00.000","City of LA Publishing Services","Checks","27.83",
"2016","Boyle Heights","2015-08-06T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","520",
"2016","Boyle Heights","2015-08-06T00:00:00.000","EXCEL INTERPRETI ONLINE PMT WEB UN1277454694POS","Electronic debits","520",
"2016","Boyle Heights","2015-08-06T00:00:00.000","Excel Interpreting, LLC","Checks","305",
"2016","Boyle Heights","2015-08-04T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","28.88",
"2016","Boyle Heights","2015-07-31T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","5",
"2016","Boyle Heights","2015-07-24T00:00:00.000","E.R. COPIE 213-481-1189 CA 213-481-1189 CA","Electronic debits","100.83",
"2016","Boyle Heights","2015-07-23T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","104.06",
"2016","Boyle Heights","2015-07-22T00:00:00.000","PUBLIC STO 800-567-0759 CA 800-567-0759 CA","Electronic debits","133",
"2016","Boyle Heights","2015-07-20T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES","Other Debits and Adjustments","33",
"2016","Boyle Heights","2015-07-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"5952.37"
"2016","Boyle Heights","2015-07-20T00:00:00.000","UB CHECKING TRANSFER 3231","Electronic Credits",,"201"
"2016","Boyle Heights","2015-07-20T00:00:00.000","CHECKING TRANSFER 4557","Electronic debits","201",
"2016","Boyle Heights","2015-07-17T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","800",
"2016","Boyle Heights","2015-07-17T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES 071615","Other Debits and Adjustments","33",
"2016","Boyle Heights","2015-07-16T00:00:00.000","Projecto Pastoral","Checks","2000",
"2016","Boyle Heights","2015-07-13T00:00:00.000","SQ *YEYA&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic debits","230",
"2016","Boyle Heights","2015-07-13T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic Credits",,"926.96"
"2016","Boyle Heights","2015-07-13T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","121.33",
"2016","Boyle Heights","2015-07-13T00:00:00.000","SQ *LA MON LOS ANGELES CA LOS ANGELES CA","Electronic debits","9",
"2016","Boyle Heights","2015-07-13T00:00:00.000","J & F ICE LOS ANGELES CA LOS ANGELES CA","Electronic debits","115",
"2016","Boyle Heights","2015-07-13T00:00:00.000","SQ *LA MON LOS ANGELES CA LOS ANGELES CA","Electronic debits","41.4",
"2016","Boyle Heights","2015-07-13T00:00:00.000","SQ *YEYA&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic Credits",,"30"
"2016","Boyle Heights","2015-07-10T00:00:00.000","4IMPRINT 877-4467746 WI 877-4467746 WI","Electronic debits","926.96",
"2016","Boyle Heights","2015-07-09T00:00:00.000","SQ *LA MON LOS ANGELES CA LOS ANGELES CA","Electronic debits","45.9",
"2016","Boyle Heights","2015-07-09T00:00:00.000","Appleone Employment Services","Checks","144.99",
"2016","Boyle Heights","2015-07-08T00:00:00.000","Excel Interpreting, LLC","Checks","305",
"2016","Boyle Heights","2015-07-06T00:00:00.000","City of LA Dept. of Recreations","Checks","1300",
"2016","Boyle Heights","2015-07-03T00:00:00.000","Lummis Day Community Foundation","Checks","2000",
"2016","Boyle Heights","2015-07-02T00:00:00.000","City of LA Publishing Services","Checks","302.4",
"2016","Boyle Heights","2015-07-02T00:00:00.000","City of LA Publishing Services","Checks","27.58",
"2016","Boyle Heights","2015-07-02T00:00:00.000","Plaza De La Raza","Checks","3500",
"2016","CANNDU","2016-06-30T00:00:00.000","SERVICE CHARGE W/PAPER STATEMENT","Other Debits and Adjustments","7",
"2016","CANNDU","2016-06-28T00:00:00.000","MICHAEL COLLINS","Checks","90",
"2016","CANNDU","2016-06-28T00:00:00.000","NIZE PRINTING","Checks","68",
"2016","CANNDU","2016-06-28T00:00:00.000","APPLEONE EMPLOYM ONLINE PMT WEB UN1158736330POS","Electronic debits","1547.7",
"2016","CANNDU","2016-06-27T00:00:00.000","YES PROMOTIONS","Checks","87.25",
"2016","CANNDU","2016-06-27T00:00:00.000","YES PROMOTIONS","Checks","810.97",
"2016","CANNDU","2016-06-27T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","33.03",
"2016","CANNDU","2016-06-24T00:00:00.000","CLEAR CHAN 08776767565 TX 08776767565 TX","Electronic debits","649.99",
"2016","CANNDU","2016-06-23T00:00:00.000","YES PROMOTIONS ONLINE PMT CCD UN1035818468POS","Electronic debits","820.05",
"2016","CANNDU","2016-06-23T00:00:00.000","ATT*BILL P 800-288-2020 TX 800-288-2020 TX","Electronic debits","135.7",
"2016","CANNDU","2016-06-23T00:00:00.000","EXCEL INTERPRETI ONLINE PMT CCD UN1035818468POS","Electronic debits","610",
"2016","CANNDU","2016-06-23T00:00:00.000","LISA CAHAN DAVIS ONLINE PMT CCD UN1035818468POS","Electronic debits","800",
"2016","CANNDU","2016-06-23T00:00:00.000","YES PROMOTIONS ONLINE PMT CCD UN1035818468POS","Electronic debits","1041.27",
"2016","CANNDU","2016-06-23T00:00:00.000","ALBERTSONS LOS ANGELES CA LOS ANGELES CA","Electronic debits","71.98",
"2016","CANNDU","2016-06-23T00:00:00.000","YES PROMOTIONS ONLINE PMT CCD UN1035818468POS","Electronic debits","1459.76",
"2016","CANNDU","2016-06-23T00:00:00.000","TAXI PRODUCTIONS ONLINE PMT CCD UN1035818468POS","Electronic debits","600",
"2016","CANNDU","2016-06-23T00:00:00.000","MOORE BUSINESS R ONLINE PMT CCD UN1035818468POS","Electronic debits","300.03",
"2016","CANNDU","2016-06-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"8079.25"
"2016","CANNDU","2016-06-20T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","121.28",
"2016","CANNDU","2016-06-14T00:00:00.000","TOTAL OVERDRAFT ITEM PAID FEES","Other Debits and Adjustments","33",
"2016","CANNDU","2016-06-13T00:00:00.000","WINCHELL&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic debits","154.78",
"2016","CANNDU","2016-06-13T00:00:00.000","WIENERSCHN CANYON COUNT CA CANYON COUNT CA","Electronic debits","50",
"2016","CANNDU","2016-06-13T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","8.38",
"2016","CANNDU","2016-06-13T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","10.53",
"2016","CANNDU","2016-06-13T00:00:00.000","O AND H JU LOS ANGELES CA LOS ANGELES CA","Electronic debits","141.7",
"2016","CANNDU","2016-06-13T00:00:00.000","WIENERSCHN CANYON COUNT CA CANYON COUNT CA","Electronic debits","700",
"2016","CANNDU","2016-06-13T00:00:00.000","STAPLES HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","10.79",
"2016","CANNDU","2016-06-09T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","54.96",
"2016","CANNDU","2016-06-07T00:00:00.000","HUICHO&#039;S B LOS ANGELES CA LOS ANGELES CA","Electronic debits","12",
"2016","CANNDU","2016-06-07T00:00:00.000","LA PUBLIC LIBRARY = ASCOT","Checks","154.5",
"2016","CANNDU","2016-06-06T00:00:00.000","SMARTNFINA LOS ANGELES CA LOS ANGELES CA","Electronic debits","53.55",
"2016","CANNDU","2016-06-06T00:00:00.000","STAPLES LOS ANGELES CA LOS ANGELES CA","Electronic debits","303.78",
"2016","CANNDU","2016-06-03T00:00:00.000","LA CITY RECREATION & PARKS","Checks","4450",
"2016","CANNDU","2016-06-03T00:00:00.000","EXCEL INTERPRETING LLC","Checks","957.5",
"2016","CANNDU","2016-05-31T00:00:00.000","BUZZ BARK CLEVELAND OH CLEVELAND OH","Electronic debits","240",
"2016","CANNDU","2016-05-31T00:00:00.000","MOORE BUSINESS RESULTS","Checks","367.28",
"2016","CANNDU","2016-05-31T00:00:00.000","DOLLAR TRE HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","7.54",
"2016","CANNDU","2016-05-27T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","17.35",
"2016","CANNDU","2016-05-27T00:00:00.000","99-CENTS-O HUNTINGTON P CA HUNTINGTON P CA","Electronic debits","17.08",
"2016","CANNDU","2016-05-26T00:00:00.000","RALPHS #02 CARSON CA CARSON CA","Electronic debits","119.96",
"2016","CANNDU","2016-05-26T00:00:00.000","DJAMSHID TABRIZI","Checks","125",
"2016","CANNDU","2016-05-26T00:00:00.000","ALBERTSONS CARSON CA CARSON CA","Electronic debits","54.63",
"2016","CANNDU","2016-05-25T00:00:00.000","LISA CAHAN DAVIS ONLINE PMT CCD UN1035818468POS","Electronic debits","600",
"2016","CANNDU","2016-05-25T00:00:00.000","PHANTOM LITHOGRA ONLINE PMT CCD UN1035818468POS","Electronic debits","5733.1",
"2016","CANNDU","2016-05-25T00:00:00.000","AAA FLAG & BANNE ONLINE PMT CCD UN1035818468POS","Electronic debits","2000",
