"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.68038218204 42.027750259113, -87.680374352038 42.028144936928, -87.680371777161 42.028263470703, -87.68037128196 42.028286683619, -87.680365059999 42.028570972334))","685","Custer","Avenue","Ave","536","552","535","553","60202","60202","Custer Avenue","528","598","529","599","700","AVE","CUSTER","CUSTER AVE","Local Street",,,"No","25","536-553 CUSTER AVE","City of Evanston",,"2022-03-21T16:04:59.000Z","299.11947060102119","Collector street"
"MULTILINESTRING ((-87.677284019272 42.051148301513, -87.677278759884 42.051290858282, -87.677261218427 42.052054431731, -87.677260753992 42.052074516364))","1989","Sheridan","Road","Rd","0","0","1881","1897","60201","60201","Sheridan Road","1882","1898","1881","1899","600","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Routes",,"No","25","1881-1897 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","337.59296972979604","Major street"
"MULTILINESTRING ((-87.706563966896 42.062170101339, -87.7072287795 42.062158993994, -87.707872484939 42.06214848125, -87.708080500718 42.062145992428))","1307","Lincoln","Street","St","2402","2424","2405","2425","60201","60201","Lincoln Street","2400","2498","2401","2499","0","ST","LINCOLN","LINCOLN ST","Local Street",,,"No","25","2402-2425 LINCOLN ST","City of Evanston",,"2022-03-21T15:59:55.000Z","411.9199739886044","Collector street"
"MULTILINESTRING ((-87.672142449096 42.037479840227, -87.672109316775 42.03908147697, -87.672086984786 42.03918318449))","1717","Sheridan","Road","Rd","1100","1138","1103","1145","60202","60202","Sheridan Road","1100","1198","1101","1199","200","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"No","25","1100-1145 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","621.29469774189613","Major street"
"MULTILINESTRING ((-87.686498000921 42.032823386411, -87.686632154625 42.032824773525, -87.688077796075 42.032834117171, -87.688481152461 42.032837124977))","1877","Washington","Street","St","1100","1120","1101","1125","60202","60202","Washington Street","1100","1198","1101","1199","0","ST","WASHINGTON","WASHINGTON ST","Local Street",,,"No","25","1100-1125 WASHINGTON ST","City of Evanston",,"2022-03-21T15:43:51.000Z","538.81130470178027","Local street"
"MULTILINESTRING ((-87.673626904466 42.040334224718, -87.674961859858 42.040348091921))","71","Burnham","Place","Pl","222","222","207","235","60202","60202","Burnham Place","208","298","207","299","0","PL","BURNHAM","BURNHAM PL","Main Road","Truck Prohibited",,"No","30","222-235 BURNHAM PL","City of Evanston",,"2022-03-21T15:45:36.000Z","362.67704159486027","Major street"
"MULTILINESTRING ((-87.69203957392 42.044921540062, -87.69202212743 42.045645930643))","1914","Wesley","Avenue","Ave","1504","1518","0","0","60201","60201","Wesley Avenue","1500","1522","1501","1521","1400","AVE","WESLEY","WESLEY AVE","Local Street",,,"No","25","1504-1518 WESLEY AVE","City of Evanston",,"2022-03-21T15:43:51.000Z","264.02442633211041","Local street"
"MULTILINESTRING ((-87.69013670034 42.022606434686, -87.690131737301 42.022916279634, -87.690131557513 42.022930466034, -87.690128777177 42.023155198752))","122","Asbury","Avenue","Ave","236","240","245","251","60202","60202","Asbury Avenue","236","298","237","299","1300","AVE","ASBURY","ASBURY AVE","Main Road",,,"Yes","30","236-251 ASBURY AVE","City of Evanston",,"2022-03-21T15:45:35.000Z","199.99123630216894","Major street"
"MULTILINESTRING ((-87.693237697922 42.024911482226, -87.693235826923 42.02502829148, -87.693227205726 42.025498815144, -87.693225169846 42.02581183222))","116","Ashland","Avenue","Ave","400","424","405","423","60202","60202","Ashland Avenue","400","498","401","499","1500","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25","400-423 ASHLAND AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","328.12409465184771","Local street"
"MULTILINESTRING ((-87.705363674462 42.041020448387, -87.705363351191 42.04103084703))","2003","Pitner","Avenue","Ave","0","0","0","0","0","0","Pitner Avenue","0","0","0","0","2300","AVE","PITNER","PITNER AVE","Local Street",,,"No","25","PITNER AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","3.7904749042831032","Local street"
"MULTILINESTRING ((-87.69637956437 42.062203736145, -87.696617654287 42.062206237294, -87.69665344523 42.062206600504, -87.696717625563 42.062207285836, -87.696800990199 42.06220815986, -87.697024130578 42.062210494925))","347","Lincoln","Street","St","0","0","0","0","60201","60201","Lincoln Street","1706","1798","1707","1799","0","ST","LINCOLN","LINCOLN ST","Main Road",,,"No","25",,"City of Evanston",,"2022-03-21T15:59:55.000Z","175.05384505049827","Collector street"
"MULTILINESTRING ((-87.720647837484 42.06915305864, -87.721699682165 42.06916776103, -87.721760247678 42.069168582893, -87.722609462579 42.069179440787))","1200","Isabella","Street","St","3114","3130","0","0","60201","60091","Isabella Street","3100","3198","3101","3199","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25","3114-3130 ISABELLA ST","City of Evanston",,"2022-03-21T15:46:40.000Z","532.72052654960805","Collector street"
"MULTILINESTRING ((-87.679384622114 42.033949379444, -87.679406099194 42.034051832045, -87.679552542363 42.034800974955, -87.679725984533 42.035692474377))","102","Chicago","Avenue","Ave","900","936","913","949","60202","60202","Chicago Avenue","900","998","901","999","600","AVE","CHICAGO","CHICAGO AVE","Main Road","Truck Routes",,"No","25","900-949 CHICAGO AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","641.95328466849332","Major street"
"MULTILINESTRING ((-87.715223852464 42.066779675732, -87.715826024631 42.066784316917, -87.715879717301 42.066784633248, -87.716532386886 42.066788691712))","1559","Park","Place","Pl","2924","2936","2919","2919","60201","60201","Park Place","2918","2936","2919","2937","2700","PL","PARK","PARK PL","Local Street",,,"No","25","2924-2919 PARK PL","City of Evanston",,"2022-03-21T15:43:49.000Z","355.33091159065458","Local street"
"MULTILINESTRING ((-87.676855414483 42.029399424335, -87.676870147421 42.029502168211, -87.677030856952 42.03029184561))","1112","Hinman","Avenue","Ave","632","680","631","653","60202","60202","Hinman Avenue","630","698","629","699","500","AVE","HINMAN","HINMAN AVE","Local Street",,,"No","25","632-653 HINMAN AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","328.72228369988659","Local street"
"MULTILINESTRING ((-87.678747686526 42.042631875008, -87.678742895582 42.043034060597, -87.678731548074 42.043641006103, -87.678721884937 42.043972666135, -87.678701946329 42.044064427186))","1119","Hinman","Avenue","Ave","1400","1426","1417","1433","60201","60201","Hinman Avenue","1400","1438","1401","1439","500","AVE","HINMAN","HINMAN AVE","Local Street",,,"No","25","1400-1433 HINMAN AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","522.54173194851319","Local street"
"MULTILINESTRING ((-87.708723872607 42.056747445778, -87.709332622447 42.056739972632, -87.709369191732 42.056739512856, -87.709378729874 42.056739400062, -87.709558301945 42.056736808778))","1573","Payne","Street","St","0","0","2529","2531","60201","60201","Payne Street","2508","2598","2509","2599","0","ST","PAYNE","PAYNE ST","Local Street",,,"No","25","2529-2531 PAYNE ST","City of Evanston",,"2022-03-21T15:43:49.000Z","226.647632652098","Local street"
"MULTILINESTRING ((-87.698058903047 42.06433757356, -87.698083219228 42.064443660188, -87.698087279789 42.064531358584))","16","Broadway","Avenue","Ave","0","0","0","0","60201","60201","Broadway Avenue","2600","2602","2601","2601","0","AVE","BROADWAY","BROADWAY AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","71.198034266102368","Local street"
"MULTILINESTRING ((-87.730578038704 42.062498797914, -87.730443738308 42.062613006023, -87.729872420009 42.063110840494, -87.729381040893 42.063535082714, -87.728883161156 42.063964529903, -87.728552763521 42.064250432351, -87.728547788077 42.064254714466))","1890","Gross Point","Road","Rd","2500","2548","2515","2555","60201","60201","Gross Point Road","2500","2554","2501","2555","0","RD","GROSS POINT","GROSS POINT RD","Main Road","Truck Routes",,"Yes","25","2500-2555 GROSS POINT RD","City of Evanston",,"2022-03-21T15:45:36.000Z","844.63908284491333","Major street"
"MULTILINESTRING ((-87.729756502166 42.065493041719, -87.729758319411 42.065623892895, -87.729764126687 42.065675650879, -87.729769061232 42.065718458307, -87.729787363353 42.065773026162, -87.729803765171 42.065810487896, -87.729828642205 42.065859108048, -87.729948968246 42.06601755745, -87.730082588422 42.066187821612, -87.730160612808 42.06628658245, -87.730229568787 42.066351267981, -87.730301237839 42.066397801379, -87.730372536059 42.066429047807, -87.730421692281 42.066445606374, -87.730458178271 42.066454524479, -87.730491662164 42.066461560772, -87.730538659034 42.066465018299, -87.730604274469 42.066470220087, -87.730919601163 42.06646592088))","1107","Hillside","Lane","Ln","2630","2668","2633","2667","60201","60201","Hillside Lane","2600","2698","2601","2699","0","LN","HILLSIDE","HILLSIDE LN","Local Street",,,"No","20","2630-2667 HILLSIDE LN","City of Evanston",,"2022-03-21T15:43:47.000Z","545.3551016882127","Local street"
"MULTILINESTRING ((-87.688451405061 42.04274092292, -87.688522905133 42.043905374007, -87.688540066565 42.044192455659))","1654","Ridge","Avenue","Ave","1408","1430","1425","1431","60201","60201","Ridge Avenue","1400","1438","1401","1439","1200","AVE","RIDGE","RIDGE AVE","Main Road","Truck Prohibited",,"No","30","1408-1431 RIDGE AVE","City of Evanston",,"2022-03-21T15:45:37.000Z","529.5145916578665","Major street"
"MULTILINESTRING ((-87.684708358859 42.053932415419, -87.68484035169 42.053933408285, -87.68535669475 42.053940303719, -87.685539338567 42.053942734291, -87.685919321136 42.053947265833))","890","Foster","Street","St","1000","1024","0","0","60201","60201","Foster Street","1000","1098","1001","1099","2000","ST","FOSTER","FOSTER ST","Local Street",,,"No","25","1000-1024 FOSTER ST","City of Evanston",,"2022-03-21T16:03:40.000Z","328.93389642267124","Collector street"
"MULTILINESTRING ((-87.68514780057 42.039429061553, -87.685956842866 42.039438622126, -87.686115448967 42.039440504522, -87.686593433593 42.039446711434))","269","Crain","Street","St","1000","1012","1011","1011","60202","60202","Crain Street","1000","1098","1001","1099","1200","ST","CRAIN","CRAIN ST","Local Street",,,"No","25","1000-1011 CRAIN ST","City of Evanston",,"2022-03-21T15:43:44.000Z","392.76534688448459","Local street"
"MULTILINESTRING ((-87.71899586908 42.067969325823, -87.71899233495 42.068324401166, -87.718983609135 42.069046013497, -87.71897158946 42.069130217137))","1401","Marcy","Avenue","Ave","2732","2760","2729","2763","60201","60201","Marcy Avenue","2700","2798","2701","2799","0","AVE","MARCY","MARCY AVE","Local Street",,,"No","25","2732-2763 MARCY AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","423.23898250309207","Local street"
"MULTILINESTRING ((-87.687184501796 42.035859592817, -87.687313283164 42.035861415407, -87.687950483359 42.035867607097, -87.688573218581 42.035873659108))","88","Lee","Street","St","0","0","1113","1115","60202","60202","Lee Street","1100","1198","1101","1199","1000","ST","LEE","LEE ST","Local Street",,,"No","25","1113-1115 LEE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","377.30744882951228","Local street"
"MULTILINESTRING ((-87.704805706285 42.06880288983, -87.704990993131 42.068964183888))","1","Prairie","Avenue","Ave","0","0","0","0","60201","60201","Prairie Avenue","2786","2798","2787","2799","0","AVE","PRAIRIE","PRAIRIE AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:49.000Z","77.369958690776741","Local street"
"MULTILINESTRING ((-87.720682304198 42.06645673163, -87.721376333751 42.066464111669, -87.721836786459 42.066468980873, -87.722663067238 42.066480103742, -87.722681663206 42.066480339899))","1970","Park","Place","Pl","3116","3128","3105","3135","60201","60201","Park Place","3100","3198","3101","3199","0","PL","PARK","PARK PL","Local Street",,,"No","25","3116-3135 PARK PL","City of Evanston",,"2022-03-21T15:43:49.000Z","542.97148240389458","Local street"
"MULTILINESTRING ((-87.69202212743 42.045645930643, -87.692386708023 42.045654196487, -87.692752369014 42.045661204885, -87.692905420959 42.045664144583, -87.6934782461 42.045674858532, -87.693558464806 42.045675223398))","1030","Grove","Street","St","1410","1424","1415","1425","60201","60201","Grove Street","1400","1498","1401","1499","0","ST","GROVE","GROVE ST","Local Street",,,"No","25","1410-1425 GROVE ST","City of Evanston",,"2022-03-21T15:43:45.000Z","417.45358158463904","Local street"
"MULTILINESTRING ((-87.690012961933 42.030857318931, -87.690142704377 42.030857744192, -87.690625785064 42.030845000537, -87.690689773755 42.030843300696, -87.691349638314 42.030834479939, -87.691743823545 42.030825871985))","1456","Monroe","Street","St","1312","1332","1311","1331","60202","60202","Monroe Street","1300","1398","1301","1399","0","ST","MONROE","MONROE ST","Local Street",,,"No","25","1312-1331 MONROE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","470.42753838937921","Local street"
"MULTILINESTRING ((-87.693588083629 42.050289459737, -87.693588023053 42.050295496566, -87.693574569318 42.050781303714, -87.693557258976 42.05155599514, -87.693549914137 42.052188813757))","429","Ashland","Avenue","Ave","1810","1848","1801","1843","60201","60201","Ashland Avenue","1800","1898","1801","1899","0","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25","1810-1843 ASHLAND AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","692.24736728903054","Local street"
"MULTILINESTRING ((-87.691928572478 42.052219499662, -87.692194855877 42.05221566383, -87.6927483867 42.052202975733, -87.69289101915 42.052200094562))","817","Emerson","Street","St","0","0","1403","1425","60201","60201","Emerson Street","1400","1424","1401","1425","1900","ST","EMERSON","EMERSON ST","Main Road","Truck Routes",,"No","30","1403-1425 EMERSON ST","City of Evanston",,"2022-03-21T15:45:36.000Z","261.49914158706082","Major street"
"MULTILINESTRING ((-87.686934196472 42.055761116073, -87.687634171991 42.055776636722, -87.688552731743 42.055794945513, -87.689081386605 42.055805707762, -87.689286958145 42.055809907577, -87.689431496497 42.055808715354, -87.689542889451 42.05580807795))","1786","Simpson","Street","St","1200","1238","1223","1223","60201","60201","Simpson Street","1200","1298","1201","1299","2100","ST","SIMPSON","SIMPSON ST","Local Street",,,"No","25","1200-1223 SIMPSON ST","City of Evanston",,"2022-03-21T15:43:50.000Z","708.73219543180369","Local street"
"MULTILINESTRING ((-87.671916776499 42.03388194526, -87.672401468397 42.033886768027, -87.672616819769 42.03388869395, -87.672686935068 42.033889317084))","1353","Main","Street","St","126","136","127","135","60202","60202","Main Street","100","198","101","199","900","ST","MAIN","MAIN ST","Main Road",,,"No","25","126-135 MAIN ST","City of Evanston",,"2022-03-21T15:45:37.000Z","209.25278118136589","Major street"
"MULTILINESTRING ((-87.703443748912 42.064053130633, -87.703445285597 42.064065323141))","1967","Hartrey","Avenue","Ave","0","0","0","0","60201","60201","Hartrey Avenue","0","0","0","0","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25","HARTREY AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","4.4627457915503097","Local street"
"MULTILINESTRING ((-87.715806918213 42.060718327264, -87.716799649921 42.060706129371, -87.71776019255 42.060694326518))","649","Colfax","Street","St","2944","2960","2945","2955","60201","60201","Colfax Street","2918","2998","2919","2999","2400","ST","COLFAX","COLFAX ST","Local Street",,,"No","25","2944-2955 COLFAX ST","City of Evanston",,"2022-03-21T15:43:44.000Z","530.50893914065625","Local street"
"MULTILINESTRING ((-87.700402391461 42.066242592752, -87.700841866863 42.0667650613))","950","Green Bay","Road","Rd","2664","2678","0","0","60201","60201","Green Bay Road","2660","2698","2661","2699","0","RD","GREEN BAY","GREEN BAY RD","Main Road","Truck Routes",,"No","30","2664-2678 GREEN BAY RD","City of Evanston",,"2022-03-21T15:45:36.000Z","224.70466773077948","Major street"
"MULTILINESTRING ((-87.723436290177 42.056658492839, -87.723416511348 42.056585914322, -87.723406950558 42.056515283578, -87.723407425024 42.05646569903))","1852","Trinity","Court","Ct","102","108","101","109","60201","60201","Trinity Court","100","198","101","199","0","CT","TRINITY","TRINITY CT","Local Street",,,"No","25","102-109 TRINITY CT","Private",,"2022-03-21T15:43:50.000Z","70.92872288859742","Local street"
"MULTILINESTRING ((-87.710802424548 42.056718015777, -87.710801941679 42.056827779743, -87.710799035455 42.057328930737))","455","Bennett","Avenue","Ave","2150","2150","2145","2153","60201","60201","Bennett Avenue","2140","2198","2141","2199","2700","AVE","BENNETT","BENNETT AVE","Local Street",,,"No","25","2150-2153 BENNETT AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","222.63111833240742","Local street"
"MULTILINESTRING ((-87.67311306814 42.044007551554, -87.674111498822 42.044014333383, -87.674668105162 42.044018105297, -87.674889157231 42.044020334131))","1247","Lake","Street","St","204","222","207","225","60201","60201","Lake Street","200","298","201","299","0","ST","LAKE","LAKE ST","Local Street",,,"No","25","204-225 LAKE ST","City of Evanston",,"2022-03-21T15:43:48.000Z","482.47143201237441","Local street"
"MULTILINESTRING ((-87.691452528191 42.053971073347, -87.691451348365 42.054058989791, -87.691434698315 42.054502134156, -87.691420896924 42.054870790353))","1921","Wesley","Avenue","Ave","2000","2024","0","0","60201","60201","Wesley Avenue","2000","2098","2001","2099","1400","AVE","WESLEY","WESLEY AVE","Local Street",,,"No","25","2000-2024 WESLEY AVE","City of Evanston",,"2022-03-21T15:43:51.000Z","327.99194532099972","Local street"
"MULTILINESTRING ((-87.678089620102 42.026678957507, -87.678098688943 42.026720528676, -87.678132619122 42.026896569227, -87.678149486977 42.027067545409, -87.678167227762 42.027268218559))","574","Chicago","Avenue","Ave","0","0","503","513","60202","60202","Chicago Avenue","500","512","501","513","0","AVE","CHICAGO","CHICAGO AVE","Main Road","Truck Routes",,"No","30","503-513 CHICAGO AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","215.92288187923299","Major street"
"MULTILINESTRING ((-87.690618167711 42.068803206007, -87.690828704537 42.068804933729))","173","Isabella","Street","St","0","0","0","0","60201","60091","Isabella Street","1396","1398","1397","1399","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25",,"City of Evanston",,"2022-03-21T15:46:40.000Z","57.170349832758596","Collector street"
"MULTILINESTRING ((-87.677980395371 42.022997321117, -87.678032279871 42.022969407186, -87.678719249517 42.022976153633, -87.678790124908 42.022976859684, -87.679210811172 42.022981343463))","1465","Mulford","Street","St","602","622","0","0","60202","60202","Mulford Street","600","622","601","623","300","ST","MULFORD","MULFORD ST","Local Street",,,"No","25","602-622 MULFORD ST","City of Evanston",,"2022-03-21T15:43:48.000Z","337.65069834326425","Local street"
"MULTILINESTRING ((-87.732463355707 42.062494923905, -87.732507153508 42.062495134339))","146","Harrison","Street","St","0","0","0","0","0","60201","Harrison Street","0","0","0","0","2500","ST","HARRISON","HARRISON ST","Local Street",,,"No","25","HARRISON ST","City of Evanston",,"2022-03-21T15:50:52.000Z","11.893751986994054","Major street"
"MULTILINESTRING ((-87.702021618142 42.052033014977, -87.702021101461 42.052263659315, -87.702018032988 42.052566076993, -87.702017482307 42.052617966145, -87.702006192054 42.053148268999, -87.701993402527 42.053621731886, -87.701991297392 42.053778521928))","1010","Grey","Avenue","Ave","1916","1944","1919","1943","60201","60201","Grey Avenue","1900","1998","1901","1999","2100","AVE","GREY","GREY AVE","Local Street",,,"No","25","1916-1943 GREY AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","636.16255349881897","Local street"
"MULTILINESTRING ((-87.690361001423 42.054026542516, -87.690371368874 42.054039086547, -87.690520088671 42.054218015905, -87.690641292456 42.05440173048, -87.690796761022 42.054656491087, -87.691013250848 42.055005580635, -87.691167431578 42.055231300252, -87.691323812308 42.05540686864, -87.691528713609 42.055642091867, -87.69162597695 42.0557721054))","942","Green Bay","Road","Rd","2000","2050","0","0","60201","60201","Green Bay Road","2000","2098","2001","2099","0","RD","GREEN BAY","GREEN BAY RD","Main Road","Truck Routes",,"No","30","2000-2050 GREEN BAY RD","City of Evanston",,"2022-03-21T15:45:36.000Z","724.35088917310816","Major street"
"MULTILINESTRING ((-87.725587984584 42.063628008865, -87.725599466521 42.064134696863, -87.725607029874 42.06446919536, -87.725604590418 42.064597554328))","1624","Prospect","Avenue","Ave","2530","2550","2529","2545","60201","60201","Prospect Avenue","2526","2598","2527","2599","3300","AVE","PROSPECT","PROSPECT AVE","Local Street",,,"No","25","2530-2545 PROSPECT AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","353.3692793879668","Local street"
"MULTILINESTRING ((-87.684683757955 42.055108891681, -87.684673545644 42.055591395174, -87.684672700236 42.055688945416, -87.684669680259 42.055783080602, -87.684668713688 42.055812931639))","1394","Maple","Avenue","Ave","2034","2034","2039","2049","60201","60201","Maple Avenue","2032","2098","2033","2099","1000","AVE","MAPLE","MAPLE AVE","Local Street",,,"No","25","2034-2049 MAPLE AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","256.60197699927721","Local street"
"MULTILINESTRING ((-87.704260848015 42.021632511299, -87.704259926604 42.02168865219, -87.704249631174 42.022053599254, -87.704243516636 42.022367746984))","2052","Hartrey","Avenue","Ave","222","222","213","235","60202","60202","Hartrey Avenue","214","298","213","299","2200","AVE","HARTREY","HARTREY AVE","Local Street",,,"No","25","222-235 HARTREY AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","267.97563195374892","Local street"
"MULTILINESTRING ((-87.680431770685 42.022130546977, -87.680431029536 42.02224256016, -87.680426877129 42.022986565821))","680","Custer","Avenue","Ave","230","240","223","249","60202","60202","Custer Avenue","224","298","223","299","700","AVE","CUSTER","CUSTER AVE","Local Street",,,"No","25","230-249 CUSTER AVE","City of Evanston",,"2022-03-21T16:04:59.000Z","311.95177768313022","Collector street"
"MULTILINESTRING ((-87.702417344379 42.052026903672, -87.702694455691 42.052022636489, -87.70338380269 42.052007075875, -87.703582863609 42.052005753442))","827","Emerson","Street","St","2114","2128","2109","2127","60201","60201","Emerson Street","2108","2198","2109","2199","1900","ST","EMERSON","EMERSON ST","Main Road","Truck Routes",,"No","30","2114-2127 EMERSON ST","City of Evanston",,"2022-03-21T15:45:36.000Z","316.65945772127657","Major street"
"MULTILINESTRING ((-87.721857485532 42.062554242862, -87.721856741467 42.062685519629, -87.721885645995 42.063338400064, -87.721911356089 42.064063270205, -87.721912284102 42.064089372127, -87.72193816954 42.064554206362))","1682","Ridgeway","Avenue","Ave","2500","2554","2501","2549","60201","60201","Ridgeway Avenue","2500","2598","2501","2599","0","AVE","RIDGEWAY","RIDGEWAY AVE","Local Street",,,"No","25","2500-2549 RIDGEWAY AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","729.19649409264764","Local street"
"MULTILINESTRING ((-87.693032021949 42.035834625879, -87.693029684771 42.035997781398, -87.693022322919 42.036338786198, -87.693017463148 42.036738557684, -87.693009928206 42.037093117689, -87.693007727492 42.037194996552, -87.693000864223 42.037504638167, -87.692999094338 42.037611266846))","417","Ashland","Avenue","Ave","1004","1042","1003","1037","60202","60202","Ashland Avenue","1000","1098","1001","1099","1500","AVE","ASHLAND","ASHLAND AVE","Local Street",,,"No","25","1004-1037 ASHLAND AVE","City of Evanston",,"2022-03-21T15:43:43.000Z","647.50605727787877","Local street"
"MULTILINESTRING ((-87.708653665042 42.034306642288, -87.708633268119 42.034370991949, -87.708626738421 42.034613020092))","1418","McDaniel","Avenue","Ave","0","0","0","0","60202","60202","McDaniel Avenue","900","916","901","917","2500","AVE","MCDANIEL","MCDANIEL AVE","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:48.000Z","112.31323306252571","Local street"
"MULTILINESTRING ((-87.68573791328 42.029003873205, -87.686542072886 42.029010054051, -87.686715123621 42.029011385822, -87.687097951765 42.029014666995))","1691","Seward","Street","St","1010","1024","1011","1025","60202","60202","Seward Street","1000","1098","1001","1099","0","ST","SEWARD","SEWARD ST","Local Street",,,"No","25","1010-1025 SEWARD ST","City of Evanston",,"2022-03-21T15:43:49.000Z","369.54181152204262","Local street"
"MULTILINESTRING ((-87.685912271806 42.023464197388, -87.68706795343 42.023469420405, -87.687156820043 42.02347074398))","1469","Mulford","Street","St","1002","1024","1005","1027","60202","60202","Mulford Street","1000","1098","1001","1099","0","ST","MULFORD","MULFORD ST","Local Street",,,"No","25","1002-1027 MULFORD ST","City of Evanston",,"2022-03-21T15:43:48.000Z","338.18221499994871","Local street"
"MULTILINESTRING ((-87.688627184756 42.045640411882, -87.689181262648 42.04564816059))","10586","Grove","Street","St","0","0","0","0","60201","60201","Grove Street","1200","1234","1201","1235","0","ST","GROVE","GROVE ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:45.000Z","150.52948714454587","Local street"
"MULTILINESTRING ((-87.67208785753 42.026659439172, -87.672078815915 42.027123482229, -87.672079176684 42.027212971902))","1439","Michigan","Avenue","Ave","0","0","503","503","60202","60202","Michigan Avenue","500","512","501","511","200","AVE","MICHIGAN","MICHIGAN AVE","Local Street",,,"No","25","503-503 MICHIGAN AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","201.7357881045186","Local street"
"MULTILINESTRING ((-87.693639968931 42.047151162259, -87.69375809711 42.047149241081, -87.693947574112 42.047140225704, -87.694315259674 42.047140791615, -87.694540691023 42.047133347521, -87.694855082566 42.047132215543, -87.695046541903 42.047127435397))","246","Davis","Street","St","1502","1522","1515","1525","60201","60201","Davis Street","1500","1598","1501","1599","1600","ST","DAVIS","DAVIS ST","Local Street",,,"No","25","1502-1525 DAVIS ST","City of Evanston",,"2022-03-21T15:43:44.000Z","382.25808116522938","Local street"
"MULTILINESTRING ((-87.700402391461 42.066242592752, -87.700691120477 42.066113041358))","1326","Livingston","Street","St","0","0","0","0","60201","60201","Livingston Street","1932","1998","1933","1999","0","ST","LIVINGSTON","LIVINGSTON ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:48.000Z","91.518777308266095","Local street"
"MULTILINESTRING ((-87.686569035774 42.068761962327, -87.686753083915 42.068764481256, -87.686918628509 42.068764864991, -87.687648799684 42.068773119111, -87.688242041996 42.068777443199, -87.688308608809 42.068775869005))","174","Isabella","Street","St","0","0","0","0","60201","60201","Isabella Street","1100","1198","1101","1199","2800","ST","ISABELLA","ISABELLA ST","Main Road",,,"No","25",,"City of Evanston",,"2022-03-21T15:46:40.000Z","472.39345704557775","Collector street"
"MULTILINESTRING ((-87.694759413373 42.065372058951, -87.69564424207 42.065382028168))","555","Chancellor","Street","St","1624","1624","1621","1621","60201","60201","Chancellor Street","1600","1698","1601","1699","0","ST","CHANCELLOR","CHANCELLOR ST","Local Street",,,"No","25","1624-1621 CHANCELLOR ST","City of Evanston",,"2022-03-21T15:43:43.000Z","240.29704471757449","Local street"
"MULTILINESTRING ((-87.696707767675 42.0593122775, -87.696782207173 42.059406321229, -87.696850107325 42.059487787819, -87.697010382578 42.059688972997, -87.697092085002 42.05978593816, -87.697244827617 42.059967186066, -87.697429243194 42.060173965322, -87.697440943976 42.060189671879, -87.697526954167 42.060305293454, -87.697756448753 42.060574477176, -87.69802166152 42.060873604876))","1605","Prairie","Avenue","Ave","2322","2340","0","0","60201","60201","Prairie Avenue","2300","2398","2301","2399","0","AVE","PRAIRIE","PRAIRIE AVE","Local Street",,"Dr. Mike Martin Drive","No","25","2322-2340 PRAIRIE AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","671.79251727390704","Local street"
