"study_id","study_class","treatment_focus_study","total_n_randomized","outcome_measure","outcome_measure_definition","arm","arm_n_randomized","treatment_name","ncptsd_treatment_name","treatment_focus_arm","treatment_focus_subclass","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharmacologic_biologic","nonpharmacologic_cognitive","control","other","collaborative_care","format","delivery_method","analysis_type","assessment_point_bucket","assessment_point","outcome_measure_score","outcome_measure_comments","military_status","active_duty_military","veteran","community","female_percent","female_percent_detail","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"otalora2018_Columbia_B_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive ideation",">0","B","9","Psychotherapy + lower-dose MDMA","MDMA-assisted psychotherapy","PTSD",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0.667","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_B_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Serious ideation","4 or 5","B","9","Psychotherapy + lower-dose MDMA","MDMA-assisted psychotherapy","PTSD",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_B_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive behavior",">0","B","9","Psychotherapy + lower-dose MDMA","MDMA-assisted psychotherapy","PTSD",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_0_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive ideation",">0","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","End of Treatment","0","0.2","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_0_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Serious ideation","4 or 5","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","End of Treatment","0","0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_0_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive behavior",">0","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","End of Treatment","0","0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive ideation",">0","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Serious ideation","4 or 5","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"otalora2018_Columbia_C_Baseline_ITT","Mixed: Psychotherapy & pharmacotherapy","PTSD","28","Columbia Suicide Severity Rating Scale (C-SSRS): Positive behavior",">0","C","6","Psychotherapy + control dose MDMA","MDMA-assisted psychotherapy","Control",,"Yes","Non-TF","Yes","Psychostimulant","No","Not Applicable","No","No","No","No","No","Individual","In person","ITT","Baseline",,"0","""There  were  no  reports  of  suicidal  behavior  during the study or long-term follow-up."" This is reflected in the data entered for Suicide harms (0 attempted suicides and 0 completed suicides).","Community","0","0","1","0.679",,"0.321","Mixed","Combat-related; Child physical abuse; Child sexual abuse; Accidents; Community/school violence; Other (ritual abuse, witnessing a crime)","Medium","Ot'alora GM, Grigsby J, Poulter B, et al. 3,4-methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: a randomized phase 2 controlled trial. J Psychopharmacol. 2018 Dec;32(12):1295-307. doi: 10.1177/0269881118806297. PMID: 30371148.",,"2020"
"philip2019a_Suicide_A_52_ITT","Nonpharmacologic biological","PTSD","50","Suicide attempt","Electronic medical record review, during 1-year followup period following end of treatment","A","25","Intermittent theta-burst transcranial magnetic stimulation","Transcranial magnetic stimualtion (TMS)","PTSD",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","Yes","No","No","No","No","Individual","In person","ITT","Assessment at ≥12 Months","52","0","Suicide attempt outcome was based on electronic medical record review: ""To determine suicide attempts or completions, notes were filtered by the text search “suicid[e]” and all occurrences were manually reviewed""

Other comments:
One participant in sham treatment (arm B) ""exhibited emergent homicidal ideation"", and one participant in active treatment (arm A) ""required hospitalization for suicidality during the follow-up period."" Both cases are reflected in % of participants with SAE data element in harms section.","Veteran","0","1","0","0.16",,"0.84","Mixed","combat-related, rape/sexual assault, accidents, illness/medical procedure, community/school violence, natural or manmade disasters, terrorism/political violence/forced displacement, other (unspecified childhood trauma, ""serious injury, harm, or death you caused to someone else"", ""other very stressful event/experiences"")","Medium","Philip NS, Barredo J, Aiken E, et al. Theta-burst transcranial magnetic stimulation for posttraumatic stress disorder. Am J Psychiatry. 2019 Jun 24;176(11):939-48. doi: 10.1176/appi.ajp.2019.18101160. PMID: 31230462.",,"2020"
"philip2019a_Suicide_B_52_ITT","Nonpharmacologic biological","PTSD","50","Suicide attempt","Electronic medical record review, during 1-year followup period following end of treatment","B","25","Sham intermittent theta-burst transcranial magnetic stimulation","Sham","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In person","ITT","Assessment at ≥12 Months","52","0","Suicide attempt outcome was based on electronic medical record review: ""To determine suicide attempts or completions, notes were filtered by the text search “suicid[e]” and all occurrences were manually reviewed""

Other comments:
One participant in sham treatment (arm B) ""exhibited emergent homicidal ideation"", and one participant in active treatment (arm A) ""required hospitalization for suicidality during the follow-up period."" Both cases are reflected in % of participants with SAE data element in harms section.","Veteran","0","1","0","0.16",,"0.84","Mixed","combat-related, rape/sexual assault, accidents, illness/medical procedure, community/school violence, natural or manmade disasters, terrorism/political violence/forced displacement, other (unspecified childhood trauma, ""serious injury, harm, or death you caused to someone else"", ""other very stressful event/experiences"")","Medium","Philip NS, Barredo J, Aiken E, et al. Theta-burst transcranial magnetic stimulation for posttraumatic stress disorder. Am J Psychiatry. 2019 Jun 24;176(11):939-48. doi: 10.1176/appi.ajp.2019.18101160. PMID: 31230462.","52101","2020"
"raskind2018_Suicidal_A_0_NA","Pharmacotherapy","PTSD","304","Suicidal ideation","New or worsening suicidal ideation","A","152","Prazosin","Prazosin","PTSD",,"No","Not Applicable","Yes","Adrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"End of Treatment","0","0.079",,"Veteran","0","1","0","0.023",,"0.977","Combat-related",,"Medium","Raskind MA, Peskind ER, Chow B, et al. Trial of prazosin for post-traumatic stress disorder in military veterans. N Engl J Med. 2018 Feb 8;378(6):507-17. doi: 10.1056/NEJMoa1507598. PMID: 29414272.","49659","2019"
"raskind2018_Suicidal_B_0_NA","Pharmacotherapy","PTSD","304","Suicidal ideation","New or worsening suicidal ideation","B","152","Placebo","Placebo","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"End of Treatment","0","0.151",,"Veteran","0","1","0","0.023",,"0.977","Combat-related",,"Medium","Raskind MA, Peskind ER, Chow B, et al. Trial of prazosin for post-traumatic stress disorder in military veterans. N Engl J Med. 2018 Feb 8;378(6):507-17. doi: 10.1056/NEJMoa1507598. PMID: 29414272.",,"2019"
"reger2016_Suicidal_A+B_0_ITT","Psychotherapy","PTSD","162","Suicidal ideation, BDI-II item 9","Proportion of participants with score ≥1","A+B",,,,,,,,,,,,,,,,,,,"ITT","End of Treatment","0","0.028","Proportion of participants with suicidal ideation at baseline also entered under study characteristics for overall sample.

Suicidal ideation analyzed with combined active treatment groups (arms A+B;) compared to waitlist control (arm C). Collapsing active treatment arms supported by lack of significant differences in treatment outcomes between these arms at end of treatment (in primary publication, Reger, 2016).","Active Duty Military","1","0","0","0.037",,"0.963","Combat-related",,"Medium","Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",,"2020"
"reger2016_Suicidal_A+B_Baseline_ITT","Psychotherapy","PTSD","162","Suicidal ideation, BDI-II item 9","Proportion of participants with score ≥1","A+B",,,,,,,,,,,,,,,,,,,"ITT","Baseline",,"0.102","Proportion of participants with suicidal ideation at baseline also entered under study characteristics for overall sample.

Suicidal ideation analyzed with combined active treatment groups (arms A+B;) compared to waitlist control (arm C). Collapsing active treatment arms supported by lack of significant differences in treatment outcomes between these arms at end of treatment (in primary publication, Reger, 2016).","Active Duty Military","1","0","0","0.037",,"0.963","Combat-related",,"Medium","Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",,"2020"
"reger2016_Suicidal_C_0_ITT","Psychotherapy","PTSD","162","Suicidal ideation, BDI-II item 9","Proportion of participants with score ≥1","C","54","Waitlist minimal attention","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","End of Treatment","0","0.185","Proportion of participants with suicidal ideation at baseline also entered under study characteristics for overall sample.

Suicidal ideation analyzed with combined active treatment groups (arms A+B;) compared to waitlist control (arm C). Collapsing active treatment arms supported by lack of significant differences in treatment outcomes between these arms at end of treatment (in primary publication, Reger, 2016).","Active Duty Military","1","0","0","0.037",,"0.963","Combat-related",,"Medium","Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.","45485","2020"
"reger2016_Suicidal_C_Baseline_ITT","Psychotherapy","PTSD","162","Suicidal ideation, BDI-II item 9","Proportion of participants with score ≥1","C","54","Waitlist minimal attention","Waitlist","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,"ITT","Baseline",,"0.13","Proportion of participants with suicidal ideation at baseline also entered under study characteristics for overall sample.

Suicidal ideation analyzed with combined active treatment groups (arms A+B;) compared to waitlist control (arm C). Collapsing active treatment arms supported by lack of significant differences in treatment outcomes between these arms at end of treatment (in primary publication, Reger, 2016).","Active Duty Military","1","0","0","0.037",,"0.963","Combat-related",,"Medium","Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",,"2020"
"resick2015_BeckSca_A_Baseline_Comp","Psychotherapy","PTSD","108","Beck Scale for Suicide Ideation (suicide ideation)","Endorsement of item 4 and/or item 5 on BSSI","A","56","CPT-Cognitive only version","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In person","Completer","Baseline",,"0.196","There were no suicide attempts during the study period (during treatment) in either treatment group. There was one suicide attempt in Arm B (PCT) during follow-up period, which is not counted as suicide harm (because it did not occur during treatment).

Data provided in Bryan 2016 for additional outcomes in subgroup of participants with active suicide ideation at baseline (RCI for suicide ideation, new-onset suicide ideation,  and severity of suicidal ideation using BSSI) . This data not entered since only for a subgroup or participants.","Active Duty Military","1","0","0","0.0741",,"0.9259","Mixed","combat-related, child sexual abuse","Medium","Resick PA, Wachen JS, Mintz J, et al. A randomized clinical trial of group cognitive processing therapy compared with group present-centered therapy for PTSD among active duty military personnel. J Consult Clin Psychol. 2015 Dec;83(6):1058-68. doi: 10.1037/ccp0000016. PMID: 25939018.",,"2020"
"resick2015_BeckSca_B_Baseline_Comp","Psychotherapy","PTSD","108","Beck Scale for Suicide Ideation (suicide ideation)","Endorsement of item 4 and/or item 5 on BSSI","B","52","PCT","Present Centered Therapy (PCT)","PTSD",,"Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In person","Completer","Baseline",,"0.154","There were no suicide attempts during the study period (during treatment) in either treatment group. There was one suicide attempt in Arm B (PCT) during follow-up period, which is not counted as suicide harm (because it did not occur during treatment).

Data provided in Bryan 2016 for additional outcomes in subgroup of participants with active suicide ideation at baseline (RCI for suicide ideation, new-onset suicide ideation,  and severity of suicidal ideation using BSSI) . This data not entered since only for a subgroup or participants.","Active Duty Military","1","0","0","0.0741",,"0.9259","Mixed","combat-related, child sexual abuse","Medium","Resick PA, Wachen JS, Mintz J, et al. A randomized clinical trial of group cognitive processing therapy compared with group present-centered therapy for PTSD among active duty military personnel. J Consult Clin Psychol. 2015 Dec;83(6):1058-68. doi: 10.1037/ccp0000016. PMID: 25939018.",,"2020"
"resick2017_BeckSca_A_0_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","Completer","End of Treatment","0","0.079","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_A_0_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","ITT","End of Treatment","0","0.092","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_A_26_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","Completer","Assessment at 6 to <12 Months","26","0.117","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_A_26_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","ITT","Assessment at 6 to <12 Months","26","0.124","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_A_Baseline_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","Completer","Baseline",,"0.178","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_A_Baseline_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","A","133","Group CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Group","In Person","ITT","Baseline",,"0.188","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_B_0_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","Completer","End of Treatment","0","0.052","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_B_0_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","ITT","End of Treatment","0","0.105","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_B_26_Comp","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","Completer","Assessment at 6 to <12 Months","26","0.049","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
"resick2017_BeckSca_B_26_ITT","Psychotherapy","PTSD","268","Beck Scale for Suicide Ideation","Percent with significant suicidality, using ""a dichotomous classification based on 2 threshold items that separate those with and without suicidality""","B","135","Individual CPT","Cognitive Processing Therapy (CPT)","PTSD",,"Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person","ITT","Assessment at 6 to <12 Months","26","0.059","Suicidal ideation and risk accounted for most of 47 visits to the ER and 31 hospitalizations, 65% of which occurred during post-treatment follow-up","Active Duty Military","1","0","0","0.09",,"0.91","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, other (noncombat death)","Medium","Resick PA, Wachen JS, Dondanville KA, et al. Effect of group vs individual cognitive processing therapy in active-duty military seeking treatment for posttraumatic stress disorder: a randomized clinical trial. JAMA Psychiatry. 2017 Jan;74(1):28-36.  PMID: 27893032.",,"2019"
