"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"nacasch2011_B","Psychotherapy","PTSD","Control",,"30","B","15",,"TAU","Treatment as usual (TAU)","Usual treatment with nondirective, psychodynamically oriented therapy and/or medication and counseling; therapy delivered by the same therapists as the PE intervention and was not focused on the traumatic event.","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,"1 hour","Weekly",,,,,,,,,,,,,,,"Veteran","0","1","0","0.0667",,"0.9333","Mixed","combat-related, terrorism/political violence","Medium","Nacasch N, Foa EB, Huppert JD, et al. Prolonged exposure therapy for combat- and terror-related posttraumatic stress disorder: a randomized control comparison with treatment as usual. J Clin Psychiatry. 2011 Sep;72(9):1174-80. doi: 10.4088/JCP.09m05682blu. PMID: 21208581.","35512","2019"
"nacasch2015_A","Psychotherapy","PTSD","PTSD",,"39","A","20",,"PE","Prolonged Exposure (PE)","Short-duration PE therapy according to treatment manual for PE (Foa et al., 2007), with imaginal exposure portion limited to 20 minutes of a 60-minute session. The first 2 sessions (pre-randomization) included treatment rationale, information gathering about trauma history, most disturbing trauma, breathing retraining, construction of in vivo exposure hierarchy and homework assignments. Remaining sessions (postrandomization) included homework review, imaginal exposure for 20 minutes followed by processing, and assignment of in vivo exposure homework.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Session length: 60 minutes
Imaginal exposure portion: 20 minutes",,,"10 to 15 sessions total","Supervisor and therapist agreed that the patient's self-reported symptoms of PTSD remained low and stable (minimum 10, maximum 15 sessions)","1",,,,,"13.60","2.23",,,,,"Veteran","0","1","0","0.3846",,"0.6154","Mixed","combat-related, rape/sexual assault, child sexual abuse, community/school violence, terrorism/political violence/forced displacement, accidents","Medium","Nacasch N, Huppert JD, Su Y-J, et al. Are 60-minute prolonged exposure sessions with 20-minute imaginal exposure to traumatic memories sufficient to successfully treat PTSD? A randomized nonininferiority clinical trial. Behav Ther. 2015 May;46(3):328-41. doi: 10.1016/j.beth.2014.12.002. PMID: 25892169.","43927","2019"
"nacasch2015_B","Psychotherapy","PTSD","PTSD",,"39","B","19",,"PE","Prolonged Exposure (PE)","Long-duration (typical) PE therapy according to treatment manual for PE (Foa et al., 2007), with imaginal exposure portion of 40 minutes and a 90-minute session. The first 2 sessions (prerandomization) included treatment rationale, information gathering about trauma history, most disturbing trauma, breathing retraining, construction of in vivo exposure hierarchy and homework assignments. Remaining sessions (postrandomization) included homework review, imaginal exposure for 40 minutes followed by processing, and assignment of in vivo exposure homework.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"Session length: 90 minutes
Imaginal exposure portion: 40 minutes",,,"10 to 15 sessions total","Supervisor and therapist agreed that the patient's self-reported symptoms of PTSD remained low and stable (minimum 10, maximum 15 sessions)","0.9474",,,,,"13.21","2.59",,,,,"Veteran","0","1","0","0.3846",,"0.6154","Mixed","combat-related, rape/sexual assault, child sexual abuse, community/school violence, terrorism/political violence/forced displacement, accidents","Medium","Nacasch N, Huppert JD, Su Y-J, et al. Are 60-minute prolonged exposure sessions with 20-minute imaginal exposure to traumatic memories sufficient to successfully treat PTSD? A randomized nonininferiority clinical trial. Behav Ther. 2015 May;46(3):328-41. doi: 10.1016/j.beth.2014.12.002. PMID: 25892169.","43927","2019"
"najavits2018_A","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","52","A","26",,"Creating Change","Creating Change","Individual, past-focused cognitive-behavioral therapy for PTSD/SUD; covered 17 topics relevant to both PTSD and SUD. Both interventions included ""a check-in, inspirational quotation, handouts, and check-out""; participants also allowed to ""attend nonstudy therapies and supports including 12-step self-help groups, except for current PTSD or PTSD/SUD evidence-based therapy models.""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","17",,,,,,,,"11.42","5.36",,,,,"Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"najavits2018_B","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","52","B","26",,"Seeking Safety","Seeking Safety","Individual, present-focused cognitive-behavioral therapy for PTSD/SUD; 17 of the 25 topics in Seeking Safety were used in order to keep dose of therapy the same between interventions (the 17 topics were same for all participants). Both interventions included ""a check-in, inspirational quotation, handouts, and check-out""; participants also allowed to ""attend nonstudy therapies and supports including 12-step self-help groups, except for current PTSD or PTSD/SUD evidence-based therapy models.""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","17",,,,,,,,"11.62","5.36",,,,,"Veteran","0","1","0","0.2692",,"0.7308","Mixed","combat-related, rape/sexual assault, other (NR)","Medium","Najavits LM, Krinsley K, Waring ME, et al. A randomized controlled trial for veterans with PTSD and substance use disorder: creating change versus seeking safety. Subst Use Misuse. 2018 Sep 19;53(11):1788-800. doi: 10.1080/10826084.2018.1432653. PMID: 29461920.","49779","2020"
"nam2013_A","Nonpharmacologic biological","PTSD","PTSD",,"18","A","9",,"rTMS","Transcranial magnetic stimualtion (TMS)","Low-frequency rTMS to the right prefrontal cortex","No","Not Applicable","No","Not Applicable","No","Not Applicable","Yes","No","No","No","No","Individual","In Person","1 Hz at 100% motor threshold, 18,000 pulses total","20 minutes","Daily","2.14",,,,,,,,,,,,,,"Community",,,"1","0.625",,"0.375","Mixed","intimate partner violence, accidents, community/school violence","Medium","Nam D-H, Pae C-U, Chae J-H. Low-frequency, repetitive transcranial magnetic stimulation for the treatment of patients with posttraumatic stress disorder: a double-blind, sham-controlled study. Clin Psychopharmacol Neurosci. 2013 Aug;11(2):96-102. doi: 10.9758/cpn.2013.11.2.96. PMID: 24023554.","46490","2019"
"nam2013_B","Nonpharmacologic biological","PTSD","Control",,"18","B","9",,"Sham rTMS","Sham","Identical rTMS treatment except lateral wing of coil raised 90 degrees off the head, with edge of medial wing of the coil still touching scalp.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"20 minutes","daily","2.14",,,,,,,,,,,,,,"Community",,,"1","0.625",,"0.375","Mixed","intimate partner violence, accidents, community/school violence","Medium","Nam D-H, Pae C-U, Chae J-H. Low-frequency, repetitive transcranial magnetic stimulation for the treatment of patients with posttraumatic stress disorder: a double-blind, sham-controlled study. Clin Psychopharmacol Neurosci. 2013 Aug;11(2):96-102. doi: 10.9758/cpn.2013.11.2.96. PMID: 24023554.","46490","2019"
"naylor2015_A","Pharmacotherapy","PTSD","PTSD",,"16","A",,,"Aripiprazole augmentation","Aripiprazole","Second-generation antipsychotic augmentation; all patients also continued baseline antidepressant treatment for PTSD. Following a 2-week placebo lead-in, aripiprazole 5 mg/day taken for 2 weeks, 5 to 10 mg/day for 2 weeks, 5 to 15 mg/day for 2 weeks, and finally 5 to 20 mg/day taken for 2 weeks.","No","Not Applicable","Yes","Antipsychotic","No","Not Applicable","No","No","No","No","No","Individual","In Person","Initiated at 5 mg, titrated to maximum 20 mg",,"Daily","8",,,,,,,,,,,"10.0 mg/day",,,"Veteran","0","1","0","0.3571",,"0.6429","Combat-related",,"High","Naylor JC, Kilts JD, Bradford DW, et al. A pilot randomized placebo-controlled trial of adjunctive aripiprazole for chronic PTSD in US military veterans resistant to antidepressant treatment. Int. Clin Psychopharmacol. 2015;30(3):167-74. doi: 10.1097/YIC.0000000000000061. PMID: 25647451.","46407","2019"
"naylor2015_B","Pharmacotherapy","PTSD","Control",,"16","B",,,"Placebo augmentation","Placebo","Augmentation with placebo capsules identical to active drug; all patients also continued baseline antidepressant treatment for PTSD. Double-blind treatment followed a 2-week placebo lead-in.","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Daily","8",,,,,,,,,,,,,,"Veteran","0","1","0","0.3571",,"0.6429","Combat-related",,"High","Naylor JC, Kilts JD, Bradford DW, et al. A pilot randomized placebo-controlled trial of adjunctive aripiprazole for chronic PTSD in US military veterans resistant to antidepressant treatment. Int. Clin Psychopharmacol. 2015;30(3):167-74. doi: 10.1097/YIC.0000000000000061. PMID: 25647451.","46407","2019"
"neuner2008_A","Psychotherapy","PTSD","PTSD",,"277","A","111",,"NET","Narrative Exposure Therapy (NET)","Carried out according to manual by Schauer et al. (2005). Participants construct a chronological account of his own biography. Then the counselor discussed traumatic experiences with focus on current emotional, physiological, cognitive, and behavioral reactions to the experience until habituation of the emotional reactions","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 to 2 hours","Twice weekly",,"6 sessions total",,,,,,,,,,,,,"Community",,,"1","0.5126",,"0.4874","Terrorism/political violence/forced displacement",,"Medium","Neuner F, Onyut PL, Ertl V, et al. Treatment of posttraumatic stress disorder by trained lay counselors in an African refugee settlement: a randomized controlled trial. J Consult Clin Psychol. 2008 Aug;76(4):686-94. doi: 10.1037/0022-006X.76.4.686. PMID: 18665696.","31216","2019"
"neuner2008_B","Psychotherapy","PTSD","PTSD",,"277","B","111",,"Trauma counseling","Trauma counseling","Counselors address psychological and social needs expressed by the participant by relating current problems to past traumatic experiences. Counselors can use narrative exposure of traumatic events as part of therapy, but is not required","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"1 to 2 hours","Twice weekly",,"6 sessions total",,,,,,,,,,,,,"Community",,,"1","0.5126",,"0.4874","Terrorism/political violence/forced displacement",,"Medium","Neuner F, Onyut PL, Ertl V, et al. Treatment of posttraumatic stress disorder by trained lay counselors in an African refugee settlement: a randomized controlled trial. J Consult Clin Psychol. 2008 Aug;76(4):686-94. doi: 10.1037/0022-006X.76.4.686. PMID: 18665696.","31216","2019"
"neuner2008_C","Psychotherapy","PTSD","Control",,"277","C","55",,"Waitlist","Waitlist",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.5126",,"0.4874","Terrorism/political violence/forced displacement",,"Medium","Neuner F, Onyut PL, Ertl V, et al. Treatment of posttraumatic stress disorder by trained lay counselors in an African refugee settlement: a randomized controlled trial. J Consult Clin Psychol. 2008 Aug;76(4):686-94. doi: 10.1037/0022-006X.76.4.686. PMID: 18665696.","31216","2019"
"neuner2010_A","Psychotherapy","PTSD","PTSD",,"32","A","16",,"NET","Narrative Exposure Therapy (NET)","Intervention according to manual by Schauer et al. (2005) containing psychoeducation and participants narrating their biography","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"NR (mean 120 minutes)","Once or twice weekly",,"terminated at therapist's discretion",,,,,,,"8.79","3.77",,,,,"Community",,,"1","0.3125",,"0.6875","Terrorism/political violence/forced displacement",,"Medium","Neuner F, Kurreck S, Ruf M, et al. Can asylum-seekers with posttraumatic stress disorder be successfully treated? A randomized controlled pilot study. Cogn Behav Ther. 2010;39(2):81-91. doi: 10.1080/16506070903121042. PMID: 19816834.","33877","2019"
"neuner2010_B","Psychotherapy","PTSD","Control",,"32","B","16",,"TAU","Treatment as usual (TAU)","Participants encouraged to continue their current treatment or were referred to institutions of public mental health care","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,"Community",,,"1","0.3125",,"0.6875","Terrorism/political violence/forced displacement",,"Medium","Neuner F, Kurreck S, Ruf M, et al. Can asylum-seekers with posttraumatic stress disorder be successfully treated? A randomized controlled pilot study. Cogn Behav Ther. 2010;39(2):81-91. doi: 10.1080/16506070903121042. PMID: 19816834.","33877","2019"
"neylan2006_A","Pharmacotherapy","PTSD","PTSD",,"63","A","29",,"Guanfacine","Guanfacine","Centrally acting alpha-2 receptor agonist","No","Not Applicable","Yes","Antiadrenergic","No","Not Applicable","No","No","No","No","No","Individual","In Person","0.5 mg at week 1, titrated by 0.5 mg per week up to 1 to 3 mg",,"Once daily","8",,,,,"assessed by pill count",,,,,,"2.4 mg/day","0.7",,"Veteran","0","1","0",,,,,,"Medium","Neylan TC, Lenoci M, Samuelson KW, et al. No improvement of posttraumatic stress disorder symptoms with guanfacine treatment. Am J Psychiatry. 2006 Dec;163(12):2186-8. doi: 10.1176/appi.ajp.163.12.2186. PMID: 17151174.","28964","2019"
"neylan2006_B","Pharmacotherapy","PTSD","Control",,"63","B","34",,"Placebo","Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,"Once daily","8",,,,,"assessed by pill count",,,,,,,,,"Veteran","0","1","0",,,,,,"Medium","Neylan TC, Lenoci M, Samuelson KW, et al. No improvement of posttraumatic stress disorder symptoms with guanfacine treatment. Am J Psychiatry. 2006 Dec;163(12):2186-8. doi: 10.1176/appi.ajp.163.12.2186. PMID: 17151174.","28964","2019"
"nidich2018_B","Mixed: Psychotherapy & CIH","PTSD","PTSD",,"202","B","68",,"PE","Prolonged Exposure (PE)","Trauma-focused behavioural treatment with graduated exposure to imaginal and in-vivo trauma experiences delivered Individually. Homework involved listening to imaginal and engaging in in-vivo exposures.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","12",,"≥8 sessions","0.6176",,,,,"8.2","3.7",,,,,"Veteran","0","1","0","0.1683",,"0.8317","Mixed","MST; Combat-related; Illness/medical procedure; Natural or manmade disasters; Other (life-threatening or serious injury; life-threatening illness)","Low","Nidich S, Mills PJ, Rainforth M, et al. Non-trauma-focused meditation versus exposure therapy in veterans with post-traumatic stress disorder: a randomised controlled trial. Lancet Psychiatry. 2018 Dec;5(12):975-86. doi: 10.1016/S2215-0366(18)30384-5. PMID: 30449712.","51386","2020"
"nidich2018_C","Mixed: Psychotherapy & CIH","PTSD","Control",,"202","C","66",,"PTSD health education","PTSD health education","Health education specific to PTSD veterans, including symptoms, negative coping behaviors, and healthy lifestyle. Group sessions fostered social support and personal expression","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Group","In Person",,"90 minutes","Weekly","12",,"≥8 sessions","0.6515",,,,,"7.9","3.6",,,,,"Veteran","0","1","0","0.1683",,"0.8317","Mixed","MST; Combat-related; Illness/medical procedure; Natural or manmade disasters; Other (life-threatening or serious injury; life-threatening illness)","Low","Nidich S, Mills PJ, Rainforth M, et al. Non-trauma-focused meditation versus exposure therapy in veterans with post-traumatic stress disorder: a randomised controlled trial. Lancet Psychiatry. 2018 Dec;5(12):975-86. doi: 10.1016/S2215-0366(18)30384-5. PMID: 30449712.","51386","2020"
"nidich2018_A","Mixed: Psychotherapy & CIH","PTSD","PTSD",,"202","A","68",,"Transcendental meditation","Transcendental meditation","Sitting meditation with eyes closed to quiet thoughts; PTSD symptoms not specifically addressed. Meditation technique taught in 5 sessions on consecutive days in a group format with lectures and some one-on-one instruction. Seven group maintenance sessions taught over the rest of the 3-month period. Home practice of two 20-minute daily sessions encouraged.","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No",,,,"Instructor sessions: 90 minutes","Daily for 5 days then on average every 11 days (""gradually spaced"")","12",,"≥8 sessions","0.75",,,,,"9.0","4.3",,,,,"Veteran","0","1","0","0.1683",,"0.8317","Mixed","MST; Combat-related; Illness/medical procedure; Natural or manmade disasters; Other (life-threatening or serious injury; life-threatening illness)","Low","Nidich S, Mills PJ, Rainforth M, et al. Non-trauma-focused meditation versus exposure therapy in veterans with post-traumatic stress disorder: a randomised controlled trial. Lancet Psychiatry. 2018 Dec;5(12):975-86. doi: 10.1016/S2215-0366(18)30384-5. PMID: 30449712.","51386","2020"
"nijdam2012_A","Psychotherapy","PTSD","PTSD",,"140","A","70",,"Brief eclectic psychotherapy","Brief Eclectic Psychotherapy (BEP)","Psychoeducation, imaginal exposure, cognitive restructuring and writing assignments","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"45 to 60 minutes","Weekly","16",,"completed treatment course","0.643",,,,,"14.7","4.5",,,,,"Community",,,"1","0.564",,"0.436","Mixed","rape/sexual assault, accidents, natural or manmade disasters, community/school violence, other (war-related)","Medium","Nijdam MJ, Gersons BP, Reitsma JB, et al. Brief eclectic psychotherapy v. Eye Movement Desensitization and Reprocessing therapy for post-traumatic stress disorder: randomised controlled trial. Br J Psychiatry. 2012 Mar;200(3):224-31. doi: 10.1192/bjp.bp.111.099234. PMID: 22322458.","38273","2019"
"nijdam2012_B","Psychotherapy","PTSD","PTSD",,"140","B","70",,"EMDR","Eye Movement Desensitization and Reprocessing (EMDR)","During EMDR therapy, the most distressing images of the traumatic event are identified and processed consecutively. After the patient has focused on an image with the corresponding negative cognition, the most distressing emotion and the bodily location of the emotion, the patient is continuously asked to follow the therapist’s finger making saccadic movements in alternation with the patient’s own associations.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","Weekly","16",,"completed treatment course","0.714",,,,,"6.5","3.8",,,,,"Community",,,"1","0.564",,"0.436","Mixed","rape/sexual assault, accidents, natural or manmade disasters, community/school violence, other (war-related)","Medium","Nijdam MJ, Gersons BP, Reitsma JB, et al. Brief eclectic psychotherapy v. Eye Movement Desensitization and Reprocessing therapy for post-traumatic stress disorder: randomised controlled trial. Br J Psychiatry. 2012 Mar;200(3):224-31. doi: 10.1192/bjp.bp.111.099234. PMID: 22322458.","38273","2019"
"niles2012_A","Complementary and integrative health (CIH)","PTSD","PTSD",,"33","A","17",,"Mindfulness","Mindfulness","2 in-person sessions and 6 phone sessions; participants given Mindfulness Handbook which covered mindfulness topics: defining mindfulness, noticing sensations, noticing thoughts and emotions, beginners' mind, choice, patience, and continuing to practice; in-person sessions included mindfulness exercises; participants instructed to practice with guided mindfulness exercises on provided CD and track practice.","No","Not Applicable","No","Not Applicable","Yes","Meditation","No","No","No","No","No","Individual","Mixed",,"Session length: 45-minute in-person sessions and 20-minute phone sessions","Weekly","8",,"Attended intervention and post-treatment assessment","0.76",,"Self-reported proportion of assigned readings completed and the amount of unguided practice",,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"High","Niles BL, Klunk-Gillis J, Ryngala DJ, et al. Comparing mindfulness and psychoeducation treatments for combat-related PTSD using a telehealth approach. Psychol Trauma. 2012 Sep;4(5):538-47. doi: 10.1037/a0026161","37920","2019"
"niles2012_B","Complementary and integrative health (CIH)","PTSD","Control",,"33","B","16",,"Psychoeducation","Psychoeducation","2 in-person sessions and 6 telephone sessions; participants given PTSD Education Handbook complementing treatment and providing education on issues of trust, safety, self-care, relationships and trauma, coping and healing, change, and moving forward; treatment focused on educating participants on how PTSD may affect their lives, and encouraged reflection and gave suggestions on positive coping without specific coping techniques (no relaxation exercises or behavioral activation).","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","Yes","No","Individual","Mixed",,"Session length: 45-minute in-person sessions and 20-minute phone sessions","Weekly","8",,"Attended intervention and post-treatment assessment","0.88",,"Self-reported proportion of assigned readings completed",,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"High","Niles BL, Klunk-Gillis J, Ryngala DJ, et al. Comparing mindfulness and psychoeducation treatments for combat-related PTSD using a telehealth approach. Psychol Trauma. 2012 Sep;4(5):538-47. doi: 10.1037/a0026161","37920","2019"
"noohi2017_A","Complementary and integrative health (CIH)","PTSD","PTSD",,"30","A","15",,"Neurofeedback","Neurofeedback","Treatment followed the alpha/theta protocol by El-Hage, Quide, Radua & Olff (2013) where participants relax with eyes closed. Participants asked to recall positive memory to increase cerebral theta waves. Feedback consisted of audio of river waves representing alpha waves and ocean waves representing theta waves","No","Not Applicable","No","Not Applicable","Yes","Relaxation","No","No","No","No","No","Individual","In Person",,"30 to 40 minutes","4 sessions per week","6","25 sessions total",,,,,,,,,,,,,"Community",,,"1","0",,"1","Combat-related",,"High","Noohi S, Miraghaie AM, Arabi A, et al. Effectiveness of neuro-feedback treatment with alpha/theta method on PTSD symptoms and their executing function. Biomed Res. 2017;28(5):2019-27.","47468","2019"
"noohi2017_B","Complementary and integrative health (CIH)","PTSD","Control",,"30","B","15",,"Control","Control",,"No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,,,,,,,,,,,,,,,"Community",,,"1","0",,"1","Combat-related",,"High","Noohi S, Miraghaie AM, Arabi A, et al. Effectiveness of neuro-feedback treatment with alpha/theta method on PTSD symptoms and their executing function. Biomed Res. 2017;28(5):2019-27.","47468","2019"
"nordbrandt2020_A","Complementary and integrative health (CIH)","PTSD","PTSD",,"318","A","105",,"Basic body awareness therapy + TAU","Exercise","Basic body awareness therapy: manualized physical exercise with ""slow, guided movements while standing, sitting and lying down, aiming at normalising and improving balance, muscle tension, free breathing and awareness."" Participants also encouraged to do exercises as homework.
TAU: interdisciplinary treatmen with medical doctor and psychologist; medical doctor focused on pharmacological treatment as needed and psychoeducation; psychologist followed manual for treatment - ""individual flexible CBT with elements of acceptance and commitment therapy, stress management and mindfulness.""","No","Not Applicable","No","Not Applicable","Yes","Other physical activity and recreational therapies","No","No","No","No","No","Individual","In Person",,"1 hour","Weekly","20",,"≥10 physiotherapy sessions","0.60",,,,,"10",,,,,,"Community","0","0","1","0.528",,"0.472","Mixed","combat-related, rape/sexual assault, terrorism/political violence/forced dsplacement, other (""violence from relatives"")","Medium","Nordbrandt MS, Sonne C, Mortensen EL, et al. Trauma-affected refugees treated with basic body awareness therapy or mixed physical activity as augmentation to treatment as usual-A pragmatic randomised controlled trial. PLoS ONE [Electronic Resource]. 2020;15(3):e0230300. doi: https://dx.doi.org/10.1371/journal.pone.0230300. PMID: 32163509.",,"2020"
"nordbrandt2020_B","Complementary and integrative health (CIH)","PTSD","PTSD",,"318","B","109",,"Mixed physical activity + TAU","Exercise","Mixed physical activity: followed manual; ""bsic exercises focusing on improving strength, endurance, balance and coordination, using simple tools such as water bottles, bicycle, resistance bands, grocery bags etc."" (tools selected which would allow participants to practice exercises at home). Participants also encouraged to do exercises as homework.
TAU: interdisciplinary treatmen with medical doctor and psychologist; medical doctor focused on pharmacological treatment as needed and psychoeducation; psychologist followed manual for treatment - ""individual flexible CBT with elements of acceptance and commitment therapy, stress management and mindfulness.""","No","Not Applicable","No","Not Applicable","Yes","Other physical activity and recreational therapies","No","No","No","No","No","Individual","In Person",,"2 hours","Twice weekly","20",,"≥10 physiotherapy sessions","0.5596",,,,,"10",,,,,,"Community","0","0","1","0.528",,"0.472","Mixed","combat-related, rape/sexual assault, terrorism/political violence/forced dsplacement, other (""violence from relatives"")","Medium","Nordbrandt MS, Sonne C, Mortensen EL, et al. Trauma-affected refugees treated with basic body awareness therapy or mixed physical activity as augmentation to treatment as usual-A pragmatic randomised controlled trial. PLoS ONE [Electronic Resource]. 2020;15(3):e0230300. doi: https://dx.doi.org/10.1371/journal.pone.0230300. PMID: 32163509.",,"2020"
"nordbrandt2020_C","Complementary and integrative health (CIH)","PTSD","Control",,"318","C","104",,"TAU","Treatment as usual (TAU)","Interdisciplinary treatmen with medical doctor and psychologist; medical doctor focused on pharmacological treatment as needed and psychoeducation; psychologist followed manual for treatment - ""individual flexible CBT with elements of acceptance and commitment therapy, stress management and mindfulness.""","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,"1 hour","Weekly","20",,,"1",,,,,,,,,,,"Community","0","0","1","0.528",,"0.472","Mixed","combat-related, rape/sexual assault, terrorism/political violence/forced dsplacement, other (""violence from relatives"")","Medium","Nordbrandt MS, Sonne C, Mortensen EL, et al. Trauma-affected refugees treated with basic body awareness therapy or mixed physical activity as augmentation to treatment as usual-A pragmatic randomised controlled trial. PLoS ONE [Electronic Resource]. 2020;15(3):e0230300. doi: https://dx.doi.org/10.1371/journal.pone.0230300. PMID: 32163509.",,"2020"
"norman2019_A","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","119","A","63",,"Concurrent Treatment for PTSD and Substance Use Disorder Prolonged Exposure (COPE)","Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE)","Integrated prolonged exposure with cognitive behavioral relapse prevention skills for SUD, includes in vivo and imaginal exposure","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","1-2 times per week",,"6-24","completed ≥12 sessions","0.3175",,,,,"8.4","4.6",,,,,"Veteran","0","1","0","0.1008",,"0.8992","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters","Medium","Norman SB, Trim R, Haller M, et al. Efficacy of integrated exposure therapy vs integrated coping skills therapy for comorbid posttraumatic stress disorder and alcohol use disorder: a randomized clinical trial. JAMA Psychiatry. 2019 Apr 24;76(8):791-9. doi: 10.1001/jamapsychiatry.2019.0638. PMID: 31017639.","52065","2020"
"norman2019_B","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","119","B","56",,"Seeking Safety (SS)","Seeking Safety","Cognitive behavioral and interpersonal techniques and case management","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes","1-2 times per week",,"6-24","completed ≥12 sessions","0.6607",,,,,"11.4","4.8",,,,,"Veteran","0","1","0","0.1008",,"0.8992","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters","Medium","Norman SB, Trim R, Haller M, et al. Efficacy of integrated exposure therapy vs integrated coping skills therapy for comorbid posttraumatic stress disorder and alcohol use disorder: a randomized clinical trial. JAMA Psychiatry. 2019 Apr 24;76(8):791-9. doi: 10.1001/jamapsychiatry.2019.0638. PMID: 31017639.","52065","2020"
"numata2014_A","Pharmacotherapy","PTSD","PTSD",,"43","A","21",,"Saikokeishikankyoto","Saikokeishikankyoto","Traditional Japanese-Chinese herbal formula containing a mixture of 7 dried herbs each registered in the Pharmacopoeia of Japan version 15","No","Not Applicable","No","Not Applicable","Yes","Natural products","No","No","No","No","No","Individual","In Person","2.5 grams (contains 1.17 grams herb extract)",,"3 times daily","2",,,,,,,,,,,,,,"Community",,,"1","0.4884",,"0.5116","Natural or manmade disasters",,"Medium","Numata T, GunFan S, Takayama S, et al. Treatment of posttraumatic stress disorder using the traditional Japanese herbal medicine saikokeishikankyoto: a randomized, observer-blinded, controlled trial in survivors of the great East Japan earthquake and tsunami. Evid Based Complement Alternat Med. 2014;2014:683293. doi: 10.1155/2014/683293. PMID: 24790634.","46973","2019"
