"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"KINGS","660022","Grocery Store","FOOD TRAIN INC","EUN JUN HA","368","7TH AVE",,,"BROOKLYN","NY","11218","POINT (-73.9825 40.665775)"
"ONEIDA","660060","Grocery Store","PRICERITE OF UTICA","PRRC INC","501","BLEEKER STREET",,,"UTICA","NY","13501","POINT (-75.221625 43.099454)"
"ONONDAGA","658929","Other","DOLLAR TREE #02917","DOLLAR TREE","3130","ERIE BLVD E",,,"DEWITT","NY","13214","POINT (-76.079263 43.055341)"
"ERIE","658851","Other","DOLLAR TREE #01055","DOLLAR TREE","2400","SENECA ST",,,"BUFFALO","NY","14210","POINT (-78.802285 42.848985)"
"NASSAU","659746","Dept. Store","MARSHALLS STORE #784","MARSHALLS OF MA, INC","565","JERICHO TURNPIKE",,,"SYOSSET","NY","11791","POINT (-73.496438 40.810891)"
"NEW YORK","659235","Floral Shop","THE 116 FLOWERS","JOSE RODRIGUEZ","232","E 116TH STREET",,,"NEW YORK","NY","10029","POINT (-73.938736 40.797406)"
"ROCKLAND","398966","Drug Store","RITE AID #1019","RITE AID OF NEW YORK INC","133","ROUTE 303",,,"VALLEY COTTAGE","NY","10989","POINT (-73.942496 41.121356)"
"NEW YORK","659725","Dept. Store","MARSHALLS STORE #1243","MARSHALLS OF MA, INC","2182","BROADWAY",,,"NEW YORK","NY","10024","POINT (-73.980608 40.782618)"
"NASSAU","286985","Roadside Stand","SCHLOSSER MAX JR","SCHLOSSER MAX JR","785","NASSAU ROAD",,,"UNIONDALE","NY","11553","POINT (-73.599705 40.69141)"
"SUFFOLK","474772","Grocery Store","STOP & SHOP SPRMKT #544","STOP & SHOP SUPERMARKET CO LLC","449","PORTION ROAD",,,"LAKE RONKONKOMA","NY","11779","POINT (-73.095638 40.829296)"
"HAMILTON","201044","Other","HAMILTON COUNTY SWCD","ROBERT L. MORRISON","103","COUNTY VIEW DR",,,"LAKE PLEASANT","NY","12108","POINT (-74.412146 43.469622)"
"ONONDAGA","312669","Drug Store","RITE AID #10756","ECKERD CORPORATION","1820","TEALL AVENUE",,,"SYRACUSE","NY","13206","POINT (-76.123213 43.073783)"
"HERKIMER","661751","Floral Shop","PHOEBES LLC","PHOEBE ORILIO","60","COLONIAL PLAZA",,,"ILION","NY","13357","POINT (-75.054515 43.010444)"
"BROOME","39777","Garden Center","BINGHAMTON AGWAY","RICHARD J REYNOLDS","145","BROAD AVENUE",,,"BINGHAMTON","NY","13904","POINT (-75.889869 42.117059)"
"NEW YORK","662143","Vehicle","MANHATTAN LINK INC","RODICA BALAN","425","EAST 63RD ST","SUITE W7C",,"NEW YORK","NY","10065","POINT (-73.958838 40.761558)"
"KINGS","657408","Hardware Store","CREST METRO CORP - DBA CREST HARDWARE","FRANQUINHA JOSEPH","558","METROPOLITAN AVE",,,"BROOKLYN","NY","11211","POINT (-73.950239 40.714057)"
"MONROE","267661","Grocery Store","ALDI INC #88","ALDI INC","4899","LAKE ROAD",,,"BROCKPORT","NY","14420","POINT (-77.943912 43.195028)"
"STEUBEN","460015","Other","STEUBEN COUNTY SWCD","BOARD OF DIRECTORS","415","WEST MORRIS STREET",,,"BATH","NY","14810","POINT (-77.33807 42.343094)"
"QUEENS","660410","Other","DOLLAR TREE #06464","DOLLAR TREE STORES INC","10803","ATLANTIC AVENUE",,,"RICHMOND HILL","NY","11418","POINT (-73.837557 40.69144)"
"NASSAU","660312","Grocery Store","7 ELEVEN FOOD STORE #32371B","7 ELEVEN INC","145","W. SUNRISE HWY",,,"FREEPORT","NY","11520","POINT (-73.588485 40.656421)"
"SUFFOLK","479969","Grocery Store","7 ELEVEN FOOD STORE  #33243A","CASTALDO PHILIP","2045","JERICHO TURNPIKE",,,"COMMACK","NY","11725","POINT (-73.27367 40.844994)"
"WESTCHESTER","659727","Dept. Store","MARSHALLS STORE #1152","MARSHALLS OF MA, INC","750","CENTRAL PARK AVENUE",,,"YONKERS","NY","10704","POINT (-73.857658 40.925517)"
"QUEENS","660347","Drug Store","CVS PHARMACY # 11038","CVS ALBANY LLC","153-01","10TH AVE",,,"WHITESTONE","NY","11357","POINT (-73.808229 40.793388)"
"NIAGARA","661188","Grocery Store","7 ELEVEN #35170A","RAWA S ANABI AND SAM ANABI","1","PARK AVENUE",,,"LOCKPORT","NY","14094","POINT (-78.697348 43.168839)"
"DELAWARE","122376","Hardware Store","HOBART HARDWARE PLUS","REINSHAGEN CHARLES","951","MAIN STREET",,,"HOBART","NY","13788",
"ERIE","658646","Landscaper","NAPIER AND SONS INC","NAPIER AND SONS INC/ JOHN G NAPIER","517","BRIGHTON RD",,,"TONAWANDA","NY","14150","POINT (-78.853919 42.991131)"
"WARREN","523281","Garden Center","TRACTOR SUPPLY COMPANY #721","TRACTOR SUPPLY COMPANY","751","UPPER GLEN STREET SUITE 1",,,"QUEENSBURY","NY","12804","POINT (-73.670884 43.329163)"
"NASSAU","282135","Dept. Store","WAL-MART #5293","WAL-MART STORES EAST LP","77","GREEN ACRES ROAD",,,"VALLEY STREAM","NY","11581","POINT (-73.724775 40.662287)"
"KINGS","610746","Garden Center","ATLANTIC TERMINAL GARDEN","JOSE P. PAZ","545","ATLANTIC AVENUE",,,"BROOKLYN","NY","11217","POINT (-73.979444 40.68483)"
"NASSAU","284770","Drug Store","WALGREENS #11641","WALGREEN EASTERN COMPANY INC","1300","FRANKLIN AVENUE",,,"GARDEN CITY","NY","115301760","POINT (-73.637639 40.73479)"
"MONROE","268139","Garden Center","FAIRPORT COUNTRYMAX","FARMINGTON FARM & GARDEN INC","897","TURK HILL ROAD",,,"FAIRPORT","NY","14450","POINT (-77.432155 43.100974)"
"QUEENS","659446","Floral Shop","CREATIVE FLOWERS AND PLANTS INC","JINSHUAI CHEN","89-02","QUEENS BLVD",,,"ELMHURST","NY","11373","POINT (-73.87457 40.734546)"
"WESTCHESTER","557404","Drug Store","CVS PHARMACY # 4609","CVS ALBANY LLC","601","NORTH BROADWAY",,,"WHITE PLAINS","NY","10603","POINT (-73.769331 41.053685)"
"SUFFOLK","662168","Dept. Store","MARSHALLS #1499","MARSHALLS","2102","MONTAUK HWY",,,"BRIDGEHAMPTON","NY","11932","POINT (-72.313946 40.93305)"
"SUFFOLK","479727","Garden Center","COUNTRY GARDENS AT BRIDGEHAMPTON","GARY KALISH","125","SNAKE HOLLOW ROA","BOX 649",,"BRIDGEHAMPTON","NY","11932",
"ALBANY","661103","Other","ATLANTIC IRRIGATION SPECIALTIES INC #243","ED STANTALONE","74","SWATLING ROAD",,,"LATHAM","NY","12110","POINT (-73.734655 42.748342)"
"KINGS","618512","Drug Store","RITE AID #3978","RITE AID OF NEW YORK INC","1679","BEDFORD AVENUE",,,"BROOKLYN","NY","112252601","POINT (-73.957023 40.665256)"
"NIAGARA","660333","Grocery Store","7 ELEVEN FOOD STORE #35174A","7 ELEVEN INC","2824","PINE AVE",,,"NIAGARA FALLS","NY","14301","POINT (-79.027244 43.095135)"
"STEUBEN","463919","Drug Store","WALGREENS #11716","WALGREEN EASTERN COMPANY INC","321","W WASHINGTON STREET",,,"BATH","NY","148101017","POINT (-77.330781 42.337756)"
"SENECA","656914","Garden Center","TRACTOR SUPPLY COMPANY #1496","TRACTOR SUPPLY COMPANY","2109","ROUTE 5 AND 20","UNIT 16",,"SENECA FALLS","NY","13148",
"WESTCHESTER","659371","Landscaper","VERDANT VIEW, LLC","KATHERINE MOREAU","10","TARRY- A BIT DRIVE",,,"WACCABUC","NY","10597","POINT (-73.595028 41.294962)"
"ERIE","660061","Garden Center","2723 CLINTON STREET LLC","GARY M. TOOMEY","2723","CLINTON STREET",,,"BUFFALO","NY","14224","POINT (-78.776712 42.868462)"
"NEW YORK","628672","Drug Store","RITE AID #4971","RITE AID OF NEW YORK INC","550","SECOND AVE",,,"NEW YORK","NY","100166307","POINT (-73.977038 40.742798)"
"ERIE","140042","Grocery Store","TOPS #0233","TOPS MARKETS LLC","252","SOUTH CASCADE DRIVE",,,"SPRINGVILLE","NY","14141","POINT (-78.689486 42.504039)"
"CAYUGA","659889","Grocery Store","OWASCO MARKET LLC","NATALIE PALMER","4892","GAHWILER RD",,,"AUBURN","NY","13021","POINT (-76.464714 42.854622)"
"ALBANY","14190","Dept. Store","WAL-MART #1997","WAL-MART STORES EAST LP","800","LOUDON ROAD",,,"LATHAM","NY","12110","POINT (-73.761472 42.746911)"
"MONROE","260453","Dept. Store","TARGET STORE #2528","TARGET CORPORATION","3181","CHILI AVENUE",,,"ROCHESTER","NY","14624","POINT (-77.748037 43.106216)"
"SUFFOLK","657516","Other","PETSMART INC #2104","PETSMART INC","3050","MIDDLE COUNTRY RD",,,"NESCONSET","NY","11767","POINT (-73.130283 40.86205)"
"NASSAU","280239","Grocery Store","7 ELEVEN FOOD STORE #39221A","HAIDER SOHAIL","306","NORTH BROADWAY",,,"HICKSVILLE","NY","11801","POINT (-73.530952 40.779426)"
"BRONX","660456","Grocery Store","SHOP RITE OF BRUCKNER BLVD.","WILLIAM SUMAS, JOHN SUMAS, JOHN VAN ORDE","1994","BRUCKNER BLVD.",,,"BRONX","NY","10473","POINT (-73.856826 40.825952)"
"KINGS","659059","Drug Store","CVS PHARMACY # 6766","CVS ALBANY, LLC","168","MONTAGUE ST",,,"BROOKLYN","NY","11201","POINT (-73.992253 40.694231)"
"WAYNE","540189","Grocery Store","BREENS MARKET INC","BREENS MARKETS INC","611","EAST MAINS STREET",,,"PALMYRA","NY","14522","POINT (-77.220723 43.061982)"
"MONROE","658345","Grocery Store","TOPS #429","TOPS MARKETS LLC","999","EAST RIDGE RD",,,"ROCHESTER","NY","14621","POINT (-77.59025 43.197187)"
"SUFFOLK","470844","Grocery Store","WILD BY NATURE INC #203","JOSEPH BROWN","260","WEST MONTAUK HIGHWAY",,,"HAMPTON BAYS","NY","11946","POINT (-72.547763 40.867108)"
"NEW YORK","628089","Grocery Store","DAGOSTINO SPRMKTS #25","DAGOSTINO SUPERMARKETS INC","155","EAST 38TH STREET",,,"NEW YORK","NY","10016","POINT (-73.976621 40.748398)"
"ERIE","148761","Drug Store","RITE AID #1500","RITE AID OF NEW YORK INC","6000","TRANSIT ROAD",,,"DEPEW","NY","140431530","POINT (-78.696908 42.918686)"
"BROOME","30346","Grocery Store","WEIS MARKETS INC # 222","WEIS MARKETS INC/JONATHON H. WEIS","100","RANO BLVD",,,"VESTAL","NY","13850","POINT (-76.003618 42.0942)"
"ESSEX","157385","Hardware Store","COAKLEY HIGH PEAKS ACE HARDWARE","COAKLEY JOHN P SONS INC","622","LAKE FLOWER AVE",,,"SARANAC LAKE","NY","12983","POINT (-74.115712 44.311631)"
"ERIE","661167","Grocery Store","7 ELEVEN #35127A","RAWA S ANABI AND SAM ANABI","398","DINGENS STREET",,,"BUFFALO","NY","14206","POINT (-78.800948 42.877731)"
"RICHMOND","659698","Dept. Store","TJ MAXX STORE #1432","TJX COMPANIES INC","245","BRICKTOWN WAY",,,"STATEN ISLAND","NY","10309","POINT (-74.231307 40.529576)"
"SUFFOLK","662132","Grocery Store","SAJGOHNUD INC D/B/A 7 ELEVEN STORE #16361F","MUHAMMAD SAJJAD","33","MIDDLE COUNTRY RD",,,"CORAM","NY","11727","POINT (-72.978699 40.874353)"
"CAYUGA","58009","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #63","KPH HEALTHCARE SERVIES INC","187","STATE STREET",,,"AUBURN","NY","13021","POINT (-76.571669 42.938239)"
"COLUMBIA","106186","Garden Center","CHATHAM AGWAY","MILLERTON COOP INC","2574","ROUTE 66",,,"CHATHAM","NY","12037","POINT (-73.605247 42.344926)"
"ONONDAGA","310722","Dept. Store","WAL-MART #1831","WAL-MART STORES EAST LP","8770","DELL DR",,,"LIVERPOOL","NY","13090",
"CHAUTAUQUA","60068","Grocery Store","SINCLAIRVILLE SUPERETTE","SINCLAIRVILLE SUPERMARKET INC","18","MAIN STREET","PO BOX 509",,"SINCLAIRVILLE","NY","14782","POINT (-79.25975 42.264006)"
"RENSSELAER","388684","Drug Store","RITE AID #1561","RITE AID OF NEW YORK INC","272","HOOSICK STREET",,,"TROY","NY","12180","POINT (-73.669806 42.738234)"
"NASSAU","286675","Drug Store","CVS PHARMACY # 2061","CVS ALBANY LLC","1797","DUTCH BROADWAY",,,"ELMONT","NY","11003","POINT (-73.708593 40.689685)"
"MONROE","266679","Drug Store","CVS PHARMACY # 2067","CVS ALBANY LLC","2580","EAST HENRIETTA ROAD",,,"ROCHESTER","NY","14623","POINT (-77.60763 43.069163)"
"WAYNE","658788","Grocery Store","TOPS #428","TOPS MARKETS, LLC","2140","WALWORTH PENFIELD ROAD",,,"WALWORTH","NY","14568","POINT (-77.280981 43.13919)"
"KINGS","611710","Drug Store","WALGREENS #11808","WALGREENS","4915","FLATLANDS AVE",,,"BROOKLYN","NY","11234","POINT (-73.927774 40.626197)"
"ST. LAWRENCE","407509","Other","BIG LOTS #1260","BIG LOTS STORES INC","138","HARTE HAVEN PLAZA",,,"MASSENA","NY","13662","POINT (-74.881035 44.92012)"
"ONONDAGA","657989","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #113","KPH HEALTHCARE SERVICES INC","307","NOTTINGHAM RD",,,"SYRACUSE","NY","13210","POINT (-76.111526 43.028764)"
"NEW YORK","659140","Drug Store","DUANE READE #14335","DUANE READE, INC","320","W. 145TH STREET",,,"NEW YORK","NY","10039","POINT (-73.943123 40.823341)"
"SUFFOLK","479381","Drug Store","RITE AID #10623","GENOVESE DRUG STORES INC","1200","DEER PARK AVENUE",,,"NORTH BABYLON","NY","11703","POINT (-73.320495 40.736975)"
"CLINTON","97076","Other","BIG LOTS #1196","BIG LOTS STORES INC","316","CORNELIA STREET",,,"PLATTSBURGH","NY","12901","POINT (-73.478472 44.697376)"
"KINGS","656994","Other","PETCO #3711","PETCO ANIMAL SUPPLIES, INC.","2601","86TH STREET",,,"BROOKLYN","NY","11223","POINT (-73.985072 40.596631)"
"ST. LAWRENCE","661950","Other","FLACKVILLE GARDENS & GIFTS","CATHERINE M. AMELL","5843","COUNTY ROUTE 10",,,"HEUVELTON","NY","13654","POINT (-75.358406 44.659825)"
"ROCKLAND","657801","Drug Store","WALGREENS #13611","WALGREEN EASTERN CO INC","16","RTE 59",,,"NYACK","NY","10960","POINT (-73.929375 41.092581)"
"WYOMING","564868","Dept. Store","WAL-MART #2043","WAL-MART STORES EAST LP","2348","ROUTE 19",,,"WARSAW","NY","14569","POINT (-78.126001 42.766576)"
"ULSTER","510233","Other","CORNELL COOPERATIVE EXTENSION ULSTER COUNTY","COR COOP EXT ULSTER CTY/LYDIA REIDEY","232","PLAZA ROAD",,,"KINGSTON","NY","12401","POINT (-74.017476 41.93671)"
"SUFFOLK","476240","Drug Store","CVS PHARMACY # 1228","CVS ALBANY LLC","753","FORT SALONGA ROAD",,,"NORTHPORT","NY","11768","POINT (-73.335133 40.89618)"
"BRONX","604782","Drug Store","WALGREENS #11172","WALGREEN EASTERN COMPANY INC","1371","METROPOLITAN AVENUE",,,"BRONX","NY","104627403","POINT (-73.861149 40.834903)"
"COLUMBIA","104813","Other","OCEAN STATE JOB LOT #504","OCEAN STATE JOBBERS INC","2827","US HIGHWAY 9",,,"VALATIE","NY","12184","POINT (-73.684412 42.419422)"
"SUFFOLK","661275","Dept. Store","TRANSFORM KM LLC #9423","ROBERT RIECKER",,"BRIDGEHAMPTON COMMONS","BUILDING #82",,"BRIDGEHAMPTON","NY","11932","POINT (-72.304472 40.943618)"
"SUFFOLK","660582","Drug Store","WALGREENS #18339","WALGREEN EASTERN CO INC","4500","SUNRISE HWY.",,,"OAKDALE","NY","11769","POINT (-73.11867 40.753209)"
"WYOMING","659233","Roadside Stand","GLOSSER FARMS","VAN & HEATHER GLOSSER","100","MARKET STREET",,,"VARYSBURG","NY","14167",
"FRANKLIN","168733","Other","FRANKLIN CO SOIL&WATER","WILLIAM WOOD","151","FINNEY BOULEVARD",,,"MALONE","NY","129539622","POINT (-74.301123 44.83946)"
"BRONX","609914","Hardware Store","HOME DEPOT THE #6877","HOME DEPOT USA INC","2560","BRUCKNER ROAD",,,"BRONX","NY","10465","POINT (-73.839443 40.828062)"
"CHENANGO","659426","Roadside Stand","PIRES FARMERS MARKET LLC","RICHARD W. WILLIAMS","6066","STATE HIGHWAY 12",,,"NORWICH","NY","13815","POINT (-75.524998 42.545053)"
"WARREN","660325","Grocery Store","PRICE CHOPPER #0040","PRICE CHOPPER OPERATING CO INC","677","UPPER GLEN STREET",,,"QUEENSBURY","NY","12804","POINT (-73.6671 43.32548)"
"SUFFOLK","471375","Grocery Store","7 ELEVEN FOOD STORE  #11198E","SAID MARY","356","LAKE AVENUE",,,"ST JAMES","NY","11780","POINT (-73.156911 40.879313)"
"JEFFERSON","225970","Other","BIG LOTS #1022","BIG LOTS STORES INC","1125","ARSENAL STREET",,,"WATERTOWN","NY","13601","POINT (-75.939853 43.976869)"
"SARATOGA","659987","Floral Shop","THE COUNTRY FLORIST","ARNOLD MALISZEWSKI","225","KINGSLEY ROAD",,,"BURNT HILLS","NY","12027","POINT (-73.895325 42.908989)"
"SENECA","458012","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #65","KPH HEALTHCARE SERVICES INC","2085","ROUTES 5 & 20",,,"SENECA FALLS","NY","13148",
"ERIE","148362","Hardware Store","HOME DEPOT THE #1286","HOME DEPOT USA INC","4405","MILESTRIP ROAD",,,"BUFFALO","NY","14219","POINT (-78.814236 42.789783)"
"DUTCHESS","133840","Dept. Store","WAL-MART #1810","WAL-MART STORES EAST LP","26","WEST MERRITT BLVD",,,"FISHKILL","NY","12524","POINT (-73.895729 41.529287)"
"ONONDAGA","659990","Other","DOLLAR TREE #07161","DOLLAR TREE","700","WOLF STREET",,,"SYRACUSE","NY","13208","POINT (-76.160633 43.076024)"
"SARATOGA","662178","Hardware Store","ROBINSON HARDWARE OF CP CORP","JUDD ROBINSON","135","LAPP RD",,,"CLIFTON PARK","NY","12065","POINT (-73.7755 42.820026)"
"ERIE","146455","Dept. Store","TARGET STORE #1011","TARGET CORPORATION","8290","TRANSIT ROAD",,,"WILLIAMSVILLE","NY","14221","POINT (-78.696937 42.995903)"
"JEFFERSON","222063","Dept. Store","TARGET STORE #2253","TARGET CORPORATION","21800","TOWNE CENTER DRIVE",,,"WATERTOWN","NY","136015898","POINT (-75.962838 43.973439)"
"SCHENECTADY","426116","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8396","MARTINS FOODS OF SOUTH BURLINGTON LLC","3333","CONSAUL ROAD",,,"NISKAYUNA","NY","12309","POINT (-73.891907 42.782258)"
"TOMPKINS","657372","Grocery Store","P&C FRESH MARKET","GREGORY YOUNG","315","PINE TREE RD",,,"ITHACA","NY","14850","POINT (-76.465166 42.43762)"
"QUEENS","659491","Dept. Store","TARGET STORE #3230","TARGET CORPORATION/JANINE L BROWN-WIESE","7000","AUSTIN ST",,,"FOREST HILLS","NY","11375","POINT (-73.847813 40.721263)"
"QUEENS","638848","Grocery Store","7 ELEVEN FOOD STORE  #32720A","HOU ROBERT T","127-02","14TH AVENUE",,,"COLLEGE POINT","NY","11356","POINT (-73.840957 40.785272)"
"JEFFERSON","221824","Drug Store","WALGREENS #10239","WALGREEN EASTERN COMPANY INC","1655","STATE STREET",,,"WATERTOWN","NY","136013555","POINT (-75.882296 43.967564)"
"ALBANY","661948","Other","BILL DORAN COMPANY","WILLIAM LAFEVER","5","AVIS DRIVE",,,"LATHAM","NY","12110","POINT (-73.777608 42.750891)"
"NASSAU","662005","Grocery Store","1368 FOOD LLC","NOAH AND DANIEL KATZ","1368","PENINSULA BLVD",,,"HEWLETT","NY","11557","POINT (-73.702655 40.644446)"
"KINGS","662098","Grocery Store","PRECYCLE, LLC","KATERINA BOGATIREVA","321","STARR STREET",,,"BROOKLYN","NY","11237","POINT (-73.920288 40.707932)"
"NEW YORK","659317","Other","ROSANNA FOOD CORP","RUBEN LUNA","592","MALCOLM X BLVD",,,"NEW YORK","NY","10037","POINT (-73.938566 40.817126)"
"SCHENECTADY","422390","Grocery Store","PRICE CHOPPER #0038","PRICE CHOPPER OPERATING CO INC","290","SARATOGA ROAD",,,"SCOTIA","NY","12302","POINT (-73.930308 42.873385)"
"WESTCHESTER","659624","Dept. Store","TJ MAXX STORE #128","TJX COMPANIES INC","600","EAST SANFORD BLVD",,,"MOUNT VERNON","NY","10550",
"SULLIVAN","482605","Grocery Store","PECKS MARKET OF CALLICOON","LEE REIMER","9","LOWER MAIN ST","PO BOX 411",,"CALLICOON","NY","12723","POINT (-75.056614 41.765559)"
"ULSTER","512351","Hardware Store","LOWE'S HOME CTR #2326","LOWES HOME CENTERS, LLC","650","ROUTE 299",,,"HIGHLAND","NY","12528","POINT (-74.034561 41.737657)"
"ERIE","142967","Other","OLLIES BARGAIN OUTLET INC #56","BUTLER MARK/SWYGERT JOHN","2150","WALDEN AVENUE",,,"CHEEKTOWAGA","NY","14225","POINT (-78.756356 42.907317)"
"KINGS","614264","Drug Store","WALGREENS #11141","WALGREEN EASTERN COMPANY INC","1366","BROADWAY",,,"BROOKLYN","NY","11221","POINT (-73.922108 40.689521)"
"SUFFOLK","658136","Other","IRON & IVY LLC","ELIZABETH CURTIN","126","LONG LANE",,,"EAST HAMPTON","NY","11937","POINT (-72.208608 40.971921)"
"HERKIMER","216665","Roadside Stand","T&J FRUITS&VEGS","DIGRISTINA JOSEPH JR","221","SOUTH CAROLINE ST",,,"HERKIMER","NY","13350","POINT (-74.992395 43.021562)"
"ONEIDA","660081","Grocery Store","ALDI INC #37","ALDI INC","121","HERKIMER ROAD",,,"UTICA","NY","13502","POINT (-75.208012 43.11543)"
"ONTARIO","325977","Other","BJS WHOLESALE CLUB #0313","BJS WHOLESALE CLUB INC","3635","BERRYFIELDS ROAD",,,"GENEVA","NY","14456","POINT (-77.021344 42.85572)"
"WESTCHESTER","556029","Drug Store","CVS PHARMACY # 807","CVS ALBANY LLC","1024","BROADWAY THORNWOOD CENTER",,,"THORNWOOD","NY","14580",
"RENSSELAER","660655","Drug Store","WALGREENS #19764","WALGREEN EASTERN CO INC","22","MAIN ST.",,,"HOOSICK FALLS","NY","12090","POINT (-73.350609 42.901216)"
"KINGS","610012","Garden Center","MILL LANE NURSERY INC","NICK DRAGONETTI","1875","RALPH AVENUE",,,"BROOKLYN","NY","11234","POINT (-73.918482 40.631557)"
"SUFFOLK","658937","Other","DOLLAR TREE #03093","DOLLAR TREE","5014","JERICHO TPKE",,,"COMMACK","NY","11725","POINT (-73.308527 40.841165)"
"OTSEGO","659652","Dept. Store","TJ MAXX STORE #1164","TJX COMPANIES INC","5006","STATE HIGHWAY 23",,,"ONEONTA","NY","13820","POINT (-75.045799 42.448663)"
"KINGS","659448","Other","DOLLAR TREE #06209","DOLLAR TREE STORES, INC/GARY PHILBIN","344","PENNSYLVANIA AVENUE",,,"BROOKLYN","NY","11207","POINT (-73.89514 40.669046)"
"ST. LAWRENCE","402077","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #91","KPH HEALTHCARE SERVICES INC","48","MAPLE STREET",,,"POTSDAM","NY","13676","POINT (-74.993456 44.667274)"
"ROCKLAND","659683","Dept. Store","TJ MAXX STORE #396","TJX COMPANIES INC","49","AIRPORT EXEC BYPASS ROAD",,,"SPRING VALLEY","NY","10977",
"ONONDAGA","659411","Other","PET SUPPLIES PLUS #9061","PSP STORES, LLC/CHRISTOPHER ROWLAND","7954","BREWERTON ROAD",,,"CICERO","NY","13039","POINT (-76.122334 43.15605)"
"CATTARAUGUS","41461","Grocery Store","ALDI INC #84","ALDI INC","2731","WEST STATE STREET",,,"OLEAN","NY","14760","POINT (-78.462893 42.077019)"
"CATTARAUGUS","660375","Grocery Store","7 ELEVEN FOOD STORE #35105A","7 ELEVEN INC","12223","OLEAN ROAD",,,"YORKSHIRE","NY","14173",
"ALBANY","16808","Grocery Store","HANNAFORD SUPERMARKET & PHARMACY #8393","MARTINS FOODS OF SOUTH BURLINGTON LLC","5239","WESTERN TURNPIKE",,,"GUILDERLAND","NY","12009","POINT (-73.934476 42.715686)"
"QUEENS","659171","Grocery Store","STOP & SHOP SPRMKT #2580","STOP & SHOP SUPERMARKET COMPANY LLC","213-215","26TH AVENUE",,,"BAYSIDE","NY","11360",
"SUFFOLK","479958","Dept. Store","WAL-MART #2915","WAL-MART STORES EAST LP","3990","NESCONSET HIGHWAY",,,"EAST SETAUKET","NY","11733","POINT (-73.076904 40.901727)"
"NIAGARA","659237","Other","CAMBRIA CORN MAZE","LEANNA AND JOHN OHOL","5274","LOCKPORT JUNCTION RD",,,"LOCKPORT","NY","14094","POINT (-78.754607 43.156418)"
"ONONDAGA","661684","Garden Center","MORGAN MEILE GARDEN CENTER LLC","JAKE AND DANIEL MEILE","6278","THOMPSON RD",,,"SYRACUSE","NY","13206","POINT (-76.089083 43.075301)"
"ULSTER","516742","Dept. Store","SAMS CLUB #6201","SAMS EAST INC","801","FRANK SOTTILE BLVD",,,"KINGSTON","NY","12401","POINT (-73.98332 41.969886)"
"NEW YORK","659288","Floral Shop","TJ FLOWERS & EVENTS","KI CHUL KIM","1640","YORK AVENUE",,,"NEW YORK","NY","10028","POINT (-73.946937 40.776174)"
"OSWEGO","659642","Dept. Store","TJ MAXX STORE #1274","TJX COMPANIES INC","137","STATE ROUTE 104 E",,,"OSWEGO","NY","13126","POINT (-76.486381 43.460793)"
"SARATOGA","415648","Roadside Stand","BOBS LANDSCAPING","MEAGER ROBERT & BARBARA","14","EASY STREET",,,"MECHANICVILLE","NY","12118","POINT (-73.789124 42.950363)"
"SUFFOLK","661159","Grocery Store","7 ELEVEN #39694B","AMANDEEP KAUR","70","WEST SUFFOLK AVENUE",,,"CENTRAL ISLIP","NY","11722","POINT (-73.210901 40.788716)"
"ERIE","141792","Drug Store","RITE AID #10835","ECKERD CORPORATION","798","HARLEM ROAD",,,"WEST SENECA","NY","14224","POINT (-78.787217 42.865049)"
"ULSTER","660547","Drug Store","WALGREENS #19993","WALGREEN EASTERN CO INC","50","N. MAIN STREET",,,"ELLENVILLE","NY","12428","POINT (-74.392672 41.720645)"
"NASSAU","657033","Grocery Store","STOP & SHOP SPRMKT #2565","STOP & SHOP SUPERMARKET COMPANY, LLC","465","ATLANTIC AVE",,,"OCEANSIDE","NY","11572","POINT (-73.653535 40.640672)"
"NASSAU","285166","Drug Store","WALGREENS #3102","WALGREEN EASTERN COMPANY INC","210","SOUTH BROADWAY",,,"HICKSVILLE","NY","11801","POINT (-73.519538 40.763952)"
"KINGS","610916","Dept. Store","TARGET STORE #2212","TARGET STORE","1598","FLATBUSH AVENUE",,,"BROOKLYN","NY","11210","POINT (-73.946292 40.63153)"
"SCHOHARIE","661109","Roadside Stand","WENDYS FRESH VEGGIES","WENDY E BRUMAGHIM","5346","STATE ROUTE 10",,,"COBLESKILL","NY","12043",
"WESTCHESTER","661961","Grocery Store","PRIMITIVA, LLC","JOHN, CHRISTOPHER, JOSEPH DECICCO","422","OLD POST ROAD",,,"BEDFORD","NY","10506","POINT (-73.655575 41.194995)"
"FRANKLIN","167769","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #39","KPH HEALTHCARE SERVICES","94","DEMARS BLVD SUITE 2",,,"TUPPER LAKE","NY","12986","POINT (-74.465166 44.233573)"
"CHAUTAUQUA","63886","Drug Store","WALGREENS #11729","WALGREEN EASTERN COMPANY INC","327","MAIN STREET",,,"DUNKIRK","NY","14048","POINT (-79.328409 42.484585)"
"NEW YORK","628633","Drug Store","RITE AID #4205","RITE AID OF NEW YORK INC","81","1ST AVENUE",,,"NEW YORK","NY","100039429","POINT (-73.986728 40.725666)"
