"unitnumber","acquisitiondate","make","manufacturer","model","modelyear","statusdescription","categoryclassdesc","maintlocationname","ltd_fuelquantity","ltdusage1","meter1","class1description","usingdepartment","usingdescription","age","ltdcontributions","purchasecost","changedate"
"W278","2013-12-16T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","9696.08","76137","76137","ON","420-2145","Water Resources","7","23778.49","24699","2020-10-22T11:53:42.000"
"R6297","2018-04-18T00:00:00.000","PETERBILT","PETERBILT","520","2018","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","26737","27372","ON","450-2281","Sanitation","2","0","0","2020-10-20T07:17:47.000"
"E223","1999-07-01T00:00:00.000","FORD","FORD","F250SD","1999","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, DIESEL","Truck Shop","9218.16","126055","126055","ON","400-2343","Stormwater","21","30013","24403","2020-10-19T06:53:12.000"
"W7856","2018-04-18T00:00:00.000","STIHL","STIHL","MS201TCM 16","2018","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","2","0","537.16","2020-07-06T15:45:19.000"
"K942","2011-02-10T00:00:00.000","FORD","FORD","E350","2011","Reached end of economical life","VAN, 1 TON, 15 PASSENGER, E85","Car Shop","5553.83","56078","56078","ON","190-1573","Parks and Recreation","9","23819","23819","2020-10-21T01:02:19.000"
"R7809","2018-04-27T00:00:00.000","STIHL","STIHL","BR430","2018","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","323.86","2020-09-09T09:10:20.000"
"W406","2019-04-23T00:00:00.000","KENWORTH","KENWORTH","T370","2019","Active unit","TRUCK, DUAL CONTROLS, VACUUM JET, DIESEL","Specialty Equipment Shop","561.28","2726","4006","ON","420-2117","Water Resources","1","105578.2","311060","2020-10-23T10:48:47.000"
"B19010","2019-09-20T00:00:00.000","KIA","KIA","NIRO HYBRID","2019","Active unit","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","246","6930","6930","ON","110-1125","Codes Compliance","1","7590.32","23827.33","2020-10-20T01:01:40.000"
"E8409","2014-06-27T00:00:00.000","JOHNDEERE","JOHNDEERE","1445","2014","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","466.14","575","575","OFF","400-1321","Stormwater","6","24597.3","24597.3","2020-09-02T08:34:26.000"
"F7112","2011-02-23T00:00:00.000","STIHL","STIHL","BG86","2011","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","9","0","197.46","2020-06-30T16:13:22.000"
"W497","2018-02-01T00:00:00.000","FORD","FORD","F550SD","2017","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","307.13","2126","2401","ON","420-2181","Water Resources","2","47372.21","81438.4","2020-10-19T14:17:27.000"
"K455","2016-05-02T00:00:00.000","FORD","FORD","F550SD","2016","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","3616.99","32786","32786","ON","190-2469","Parks and Recreation","4","63792.61","75451","2020-10-20T01:01:59.000"
"E7707","2016-11-16T00:00:00.000","STIHL","STIHL","HT130","2017","Active unit","SAW, POLE FIXED, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","4","0","394.96","2020-06-30T15:13:26.000"
"R7816","2018-04-27T00:00:00.000","STIHL","STIHL","BG86Z","2018","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","197.46","2020-06-26T15:11:34.000"
"R215","2012-07-18T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E85","Car Shop","5307.45","50319","50319","ON","450-2317","Sanitation","8","21694.7","17894.7","2020-10-22T12:04:05.000"
"E747","2010-09-29T00:00:00.000","FINNCORP","FINNCORP","T75T","2010","Active unit","SEEDER, PULL, DIESEL","Specialty Equipment Shop","97.59","207","207","OFF","400-1265","Stormwater","10","29990","29990","2020-09-09T13:44:16.000"
"K8245","1992-09-17T00:00:00.000","SARLO","SARLO","524SPX I/C","1992","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","110-1125","Codes Compliance","28","444","444","2020-03-05T09:16:44.000"
"W7022","2010-07-14T00:00:00.000","STIHL","STIHL","TS420","2010","Active unit","SAW, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","10","0","813.66","2020-07-06T14:11:28.000"
"E884","2014-04-08T00:00:00.000","WELLSCARGO","WELLSCARGO","TW122","2014","Active unit","TRAILER, ENCLOSED CARGO","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","6","7524","7524","2020-04-23T09:29:04.000"
"C156","2017-08-10T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2137.71","23028","23028","ON","110-1125","Codes Compliance","3","13099.02","18400","2020-10-23T01:01:58.000"
"F7015","2010-02-24T00:00:00.000","ECHO","ECHO","QV675","2010","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","10","1389","1389","2020-10-22T09:31:26.000"
"E323","2004-08-19T00:00:00.000","FORD","FORD","F750","2005","Active unit","TRUCK, DUMP, 3-5 CU YD, CREW CAB, DIESEL","Truck Shop","7086.01","40614","40614","ON","400-1309","Stormwater","16","52879","52879","2020-10-17T01:02:33.000"
"W217","2016-01-25T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","5904.97","57861","57861","ON","420-2117","Water Resources","4","24427.2","28343.7","2020-10-22T09:35:31.000"
"C201","2013-10-31T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","4036.96","30662","30662","ON","282-1885","Enterprise","7","32515","24699","2020-10-23T01:01:54.000"
"W116","2016-07-08T00:00:00.000","FORD","FORD","EXPLORER","2017","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","838.01","22947","23068","ON","420-2077","Water Resources","4","18396.47","24670","2020-10-19T13:56:02.000"
"R7837","2018-04-27T00:00:00.000","STIHL","STIHL","MS261 18","2018","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","0","442.36","2020-06-26T15:16:14.000"
"SC151","2012-03-16T00:00:00.000","FORD","FORD","ESCAPE","2012","Reached end of economical life","UTILITY, COMPACT, 4DR, E10","Car Shop","6839.07","122212","122212","ON","420-2049","Water Resources","8","17407","17407","2020-10-22T01:02:53.000"
"K955","2017-10-09T00:00:00.000","FORD","FORD","T350","2017","Active unit","VAN, 1 TON, 15 PASSENGER, E10","Car Shop","1325.1","12468","12468","ON","190-1573","Parks and Recreation","3","14150.13","30540","2020-10-22T01:03:03.000"
"K7382","2013-08-28T00:00:00.000","STIHL","STIHL","HL100 135","2013","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","7","0","410.76","2020-07-01T15:40:24.000"
"W418","2014-04-28T00:00:00.000","INTERNATNL","INTERNATNL","4300 SBA 4X2","2014","Active unit","TRUCK, CRANE, 0-25 FT, DIESEL","Specialty Equipment Shop","1483.35","6001","6001","ON","420-2117","Water Resources","6","125086.5","155952","2020-10-20T07:54:36.000"
"K7639","2015-12-22T00:00:00.000","HONDA","HONDA","EU7000ISA","2016","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2389","Parks and Recreation","5","3957.93","3589.96","2020-03-05T14:41:29.000"
"R100","2013-04-10T00:00:00.000","FORD","FORD","ESCAPE","2013","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1741.69","33814","33814","ON","450-2313","Sanitation","7","26382.2","18617","2020-10-22T11:42:31.000"
"K7179","2011-02-01T00:00:00.000","HONDA","HONDA","EU2000IAN1","2011","Active unit","GENERATOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1585","Parks and Recreation","9","1022","985","2020-07-01T13:32:56.000"
"SR256","2019-02-13T00:00:00.000","FORD","FORD","F250SD","2008","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","984.6","6330","98471","ON","800-2521","Fleet Management","1","0","0","2020-10-20T07:50:14.000"
"F124","2007-06-18T00:00:00.000","FORD","FORD","ESCAPE HYB","2008","Reached end of economical life","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","5285.18","112052","112052","ON","150-1493","Fire Rescue","13","19984","23510","2020-10-15T07:42:29.000"
"R8094","2014-10-30T00:00:00.000","PETERBILT","PETERBILT","320","2015","Active unit","TRUCK, COMPACTOR, FRONT LOAD, ARM, CNG","Sanitation Shop","0","109884","109884","ON","450-2269","Sanitation","6","0","261799.5","2020-10-23T11:04:30.000"
"W282","2017-10-12T00:00:00.000","FORD","FORD","F250SD","2017","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","9900.96","73415","73415","ON","420-2117","Water Resources","3","23220.43","29093","2020-10-26T01:01:51.000"
"W325","2013-12-17T00:00:00.000","INTERNATNL","INTERNATNL","4300","2014","Active unit","TRUCK, DUMP, 3-5 CU YD, DIESEL","Truck Shop","10713.22","68075","68075","ON","420-2145","Water Resources","7","88161.42","83649","2020-10-22T11:52:45.000"
"W221","2019-05-14T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2019","Active unit","TRUCK, PICKUP, 1/2 TON, REGULAR CAB, E10","Car Shop","1475.73","18945","18945","ON","420-2129","Water Resources","1","5469.44","23347.33","2020-10-21T01:02:26.000"
"E456A","2018-01-18T00:00:00.000","ELGIN","ELGIN","WHIRLWIND","2018","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","0","2333","2334","ON","400-1325","Stormwater","2","31020.48","58453","2020-10-22T11:33:40.000"
"B19008","2019-09-12T00:00:00.000","KIA","KIA","NIRO HYBRID","2019","Active unit","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","177.68","4455","4455","ON","110-1125","Codes Compliance","1","12190.32","23827.33","2020-10-22T01:02:12.000"
"R6557","2017-12-01T00:00:00.000","PETERBILT","PETERBILT","520","2017","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","32882","26728","ON","450-2285","Sanitation","3","0","0","2020-10-16T22:47:45.000"
"C159","2017-08-15T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1790.97","16672","16672","ON","110-1125","Codes Compliance","3","12562.23","18400","2020-10-21T01:02:21.000"
"F7605","1996-11-08T00:00:00.000","TEMPE","TEMPE","BD21H5.5","1996","Active unit","BLOWER, SMOKE, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","24","0","1","2020-06-30T16:19:25.000"
"W6305","2013-03-20T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HPX","2013","Reached end of economical life","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","43.42","1678","1678","OFF","800-2521","Fleet Management","7","10873","10873","2020-10-16T01:01:45.000"
"K8913","2018-11-14T00:00:00.000","TORO","TORO","5910/31699","2019","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","1691.16","766","766","OFF","190-2425","Parks and Recreation","2","60906.35","105088.97","2020-10-22T09:21:40.000"
"W274","2013-10-31T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","7286.84","56665","56665","ON","420-2117","Water Resources","7","24404.49","24699","2020-10-23T01:02:17.000"
"K6418","2014-06-18T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HPX","2014","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","7","3777","3777","OFF","190-2357","Parks and Recreation","6","15323.01","10608.17","2020-10-22T09:13:59.000"
"C282","2007-07-24T00:00:00.000","FORD","FORD","F150","2007","Reached end of economical life","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E10","Car Shop","10194.34","103286","103286","ON","370-1553","Construction Services","13","16935","16935","2020-10-23T01:01:48.000"
"Z20050","2019-12-09T00:00:00.000","STIHL","STIHL","FC91","2020","Active unit","EDGER, GRASS, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","420-2077","Water Resources","1","0","276.46","2020-07-23T11:14:31.000"
"R202","2015-12-15T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E85","Car Shop","5172.93","44444","44444","ON","450-2253","Sanitation","5","24569.86","25732.7","2020-10-24T01:01:40.000"
"E8410","2014-06-27T00:00:00.000","JOHNDEERE","JOHNDEERE","1445","2014","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","61.91","1006","1006","OFF","400-1321","Stormwater","6","27005.13","24597.3","2020-10-21T15:10:02.000"
"E7149","2011-03-25T00:00:00.000","STIHL","STIHL","MS200T 16","2011","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","9","0","489.76","2020-06-30T14:21:57.000"
"F20009","2020-09-17T00:00:00.000","ROBBINS","ROBBINS","MID FRAME","2020","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","420-2173","Water Resources","0","0","1975","2020-10-01T10:47:19.000"
"K8102","2014-09-16T00:00:00.000","HONDA","HONDA","FC600A","2014","Active unit","CULTIVATOR TILLER, E10","Specialty Equipment Shop","0","0","0","OFF","190-1597","Parks and Recreation","6","1199","1199","2020-07-17T10:42:24.000"
"R4148","2008-07-01T00:00:00.000","KENWORTH","KENWORTH","T370","2008","Active unit","TRUCK, COMPACTOR, REAR LOAD, DIESEL","Sanitation Shop","15177.01","69401","69401","ON","450-2277","Sanitation","12","0","1","2020-10-24T01:02:09.000"
"F140","2018-09-21T00:00:00.000","FORD","FORD","ESCAPE","2018","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1359.21","17813","17935","ON","150-1493","Fire Rescue","2","6641.28","18900","2020-10-22T01:01:42.000"
"W888","2008-04-15T00:00:00.000","TOWMASTER","TOWMASTER","T10T","2008","Active unit","TRAILER, FLAT BED TILTING","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","12","6510","6510","2020-10-21T14:16:06.000"
"K6614","2006-03-01T00:00:00.000","WOODS","WOODS","HB84","2006","Active unit","BLADE, PULL-BEHIND","Specialty Equipment Shop","0","0","0","OFF","190-2471","Parks and Recreation","14","1500","1500","2020-03-09T09:46:33.000"
"K6600","2015-12-17T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","2637","2638","OFF","190-2393","Parks and Recreation","5","14357.76","10736.52","2020-10-22T11:04:48.000"
"W293","2019-05-07T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","1284.36","10674","10674","ON","420-2181","Water Resources","1","7197.92","30726","2020-10-25T01:01:46.000"
"E245","2012-09-10T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","7855.71","56871","56871","ON","400-1265","Stormwater","8","24674.7","24674.7","2020-10-24T01:01:53.000"
"R8806","2018-04-30T00:00:00.000","TORO","TORO","30672","2018","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","1080.63","2716.33","2020-07-20T08:26:51.000"
"W485","2016-06-13T00:00:00.000","FORD","FORD","F550SD","2016","Active unit","TRUCK, PICKUP, 2 TON, UTILITY, CREW, DIESEL","Truck Shop","4678.25","30570","30570","ON","420-2117","Water Resources","4","36973.47","47106","2020-10-24T01:02:19.000"
"W431","2019-05-14T00:00:00.000","PETERBILT","PETERBILT","567","2019","Active unit","TRUCK, RODDER, VACUUM JET, DIESEL","Truck Shop","4431.48","7237","7237","ON","420-2145","Water Resources","1","205711.04","407818","2020-10-21T08:57:52.000"
"K20049","2020-09-03T00:00:00.000","STIHL","STIHL","FC91","2020","Active unit","EDGER, GRASS, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","0","0","276.46","2020-09-10T13:04:30.000"
"F100","2010-02-11T00:00:00.000","FORD","FORD","ESCAPE HYB","2010","Reached end of economical life","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","2114.07","56761","56761","ON","150-1485","Fire Rescue","10","27276","27276","2020-10-22T01:02:09.000"
"W899","2008-11-03T00:00:00.000","C&B TRAILR","C&B TRAILR","SS500FT","2009","Reached end of economical life","TRAILER, TANKER, FUEL","Specialty Equipment Shop","0","0","0","OFF","420-2205","Water Resources","12","22300","22300","2020-10-14T10:40:47.000"
"SK8210","2019-01-22T00:00:00.000","TORO","TORO","5910","2012","Reached end of economical life","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","1965.31","4838","4838","OFF","190-2437","Parks and Recreation","1","0","0","2020-10-23T07:45:10.000"
"Y05002","2005-06-01T00:00:00.000","KONI","STERTIL-KONI","ST-1072","2005","Active unit","VEHICLE LIFT DEVICE, COLUMN, ELECTRIC","Truck Shop","0","0","0","OFF","800-2521","Fleet Management","15","0","0","2020-08-17T10:14:29.000"
"M215","1999-04-20T00:00:00.000","FORD","FORD","RANGER","1999","Active unit","TRUCK, PICKUP, 1/4 TON, REGULAR CAB, E10","Car Shop","2063.18","37502","37502","ON","800-2521","Fleet Management","21","13402","11561","2020-09-15T08:30:49.000"
"C20001","2019-09-23T00:00:00.000","CHEVROLET","CHEVROLET","COLORADO","2020","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","1001.04","11439","11550","ON","083-1021","Community","1","10621.16","23797.33","2020-10-23T01:01:55.000"
"K6634","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","592","593","OFF","190-1577","Parks and Recreation","4","14014.58","11064","2020-10-16T11:21:37.000"
"R251","2007-10-19T00:00:00.000","FORD","FORD","F250SD","2008","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","7796.22","69534","69534","ON","450-2265","Sanitation","13","29090","16834","2020-10-15T12:56:46.000"
"SW230","2007-08-06T00:00:00.000","FORD","FORD","RANGER","2008","Reached end of economical life","TRUCK, PICKUP, 1/4 TON, REGULAR CAB, E10","Car Shop","2986.13","36591","36591","ON","800-2521","Fleet Management","13","11030","11030","2020-10-16T10:06:15.000"
"R7604","2016-02-23T00:00:00.000","STIHL","STIHL","MS261 18","2016","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","4","0","1","2020-06-26T15:07:44.000"
"A7500","2015-07-22T00:00:00.000","STIHL","STIHL","MS211","2015","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","282-1877","Enterprise","5","0","252.76","2020-03-29T16:23:55.000"
"E8807","2017-12-29T00:00:00.000","JOHNDEERE","JOHNDEERE","1570","2018","Active unit","MOWER, DECK, RIDING, DIESEL","Specialty Equipment Shop","223.15","644","644","OFF","400-1321","Stormwater","3","18563.16","29113.84","2020-10-21T08:47:56.000"
"C278","2005-07-14T00:00:00.000","FORD","FORD","F250SD","2005","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","1782.82","20502","20502","ON","282-2461","Enterprise","15","32515","16235","2020-10-21T01:01:36.000"
"E876","2010-08-12T00:00:00.000","GRADALL","GRADALL","XL5100 6X6","2010","Active unit","GRADEALL, TRUCK MOUNT, DIESEL","Specialty Equipment Shop","24350.08","6350","6350","OFF","400-1313","Stormwater","10","387038","355680","2020-10-21T15:13:10.000"
"W106","2013-04-30T00:00:00.000","FORD","FORD","ESCAPE","2013","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2477.96","50585","50585","ON","420-2117","Water Resources","7","22026.18","18617","2020-10-22T12:06:31.000"
"W895","2008-04-16T00:00:00.000","TOWMASTER","TOWMASTER","T10T","2008","Reached end of economical life","TRAILER, FLAT BED TILTING","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","12","6510","6510","2020-08-06T07:09:45.000"
"E8420","2014-09-17T00:00:00.000","JOHNDEERE","JOHNDEERE","310SK","2014","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","7580.21","4991","4991","OFF","400-1313","Stormwater","6","68652.72","91537.25","2020-10-21T08:47:57.000"
"K7510","2015-08-13T00:00:00.000","HONDA","HONDA","WB30XT3A","2015","Active unit","PUMP, CENTRIFUGAL, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2357","Parks and Recreation","5","0","529.69","2020-07-01T16:06:19.000"
"E7860","2008-07-29T00:00:00.000","STIHL","STIHL","HT101 12","2008","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","12","0","473.96","2020-06-30T15:55:52.000"
"E7911","2019-01-30T00:00:00.000","STIHL","STIHL","HT103 12","2019","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","1","0","473.96","2020-06-30T15:57:48.000"
"E337","2012-04-18T00:00:00.000","INTERNATNL","INTERNATNL","7600 SBA 6X4","2013","Active unit","TRUCK, DUMP, 12-14 CU YD, DIESEL","Specialty Equipment Shop","20686.03","78437","78437","ON","400-1313","Stormwater","8","123731","123731","2020-10-22T01:02:48.000"
"C151","2018-10-12T00:00:00.000","FORD","FORD","ESCAPE","2018","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","1113.29","17408","17408","ON","210-1741","City Clerk","2","9230.29","18900","2020-10-23T01:01:53.000"
"W326","2014-02-13T00:00:00.000","FORD","FORD","F550SD","2014","Active unit","TRUCK, DUMP, 1-2 CU YD, DIESEL","Truck Shop","8180.94","67646","67646","ON","420-2145","Water Resources","6","40449.35","44068","2020-10-23T01:02:18.000"
"B19003","2019-09-10T00:00:00.000","KIA","KIA","NIRO HYBRID","2019","Active unit","UTILITY, COMPACT, 4DR, HYBRID","Car Shop","81.29","2468","2468","ON","110-1125","Codes Compliance","1","8970.32","23827.33","2020-10-26T08:55:59.000"
"V20001","2019-11-01T00:00:00.000","BE","BE","B3065HJ","2020","Active unit","WASHER, PRESSURE, E10","Specialty Equipment Shop","0","0","0","OFF","190-1713","Parks and Recreation","1","0","809","2020-07-06T13:49:25.000"
"F7011","2000-08-02T00:00:00.000","STIHL","STIHL","TS510AVE","2000","Active unit","SAW, CONCRETE, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","20","0","911","2020-03-05T07:59:31.000"
"C230","2015-12-08T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2016","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","4008.46","54623","54623","ON","370-1553","Construction Services","5","24898.21","21011.7","2020-10-22T01:02:18.000"
"R527","2001-12-18T00:00:00.000","STECO","STECO","SEO3896","2001","Active unit","TRAILER, DUMP","Sanitation Shop","0","96330","96330","OFF","450-2305","Sanitation","19","0","41831","2020-10-01T14:31:00.000"
"R8873","2014-01-08T00:00:00.000","KENWORTH","KENWORTH","T440","2014","Active unit","TRUCK, CONTAINER, ROLL OFF, DIESEL","Sanitation Shop","50840.76","214554","214554","ON","450-2273","Sanitation","6","0","156676","2020-10-23T18:41:51.000"
"S285","2007-07-28T00:00:00.000","FORD","FORD","F150","2007","Reached end of economical life","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E10","Car Shop","10527.77","107784","107784","ON","800-2521","Fleet Management","13","16935","16935","2020-10-16T01:02:01.000"
"E7347","2013-09-04T00:00:00.000","STIHL","STIHL","BG86","2013","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1281","Stormwater","7","0","197.46","2020-06-30T14:36:27.000"
"C163","2017-08-15T00:00:00.000","FORD","FORD","ESCAPE","2017","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","2431.63","28492","28492","ON","110-1125","Codes Compliance","3","12741.16","18400","2020-10-19T14:06:02.000"
"F434","2018-06-21T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2019","Active unit","AMBULANCE, TYPE 1, MEDIUM DUTY, DIESEL","Truck Shop","6409.16","37155","37358","ON","150-1513","Fire Rescue","2","0","0","2020-10-26T01:02:00.000"
"F20006","2020-06-29T00:00:00.000","TRIPLE CRO","TRIPLE CROWN","5X10 UTILITY","2020","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","0","0","1504.24","2020-10-20T06:57:52.000"
"W859","2015-01-15T00:00:00.000","THOMPSON","THOMPSON","6V-DDRT-4","2011","Active unit","PUMP, TRASH, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","0","97","97","OFF","420-2173","Water Resources","5","0","0","2020-10-23T14:32:11.000"
"E7541","2005-07-13T00:00:00.000","STIHL","STIHL","FS100RX","2005","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1297","Stormwater","15","0","260.66","2020-06-30T14:58:58.000"
"R7140","2011-03-16T00:00:00.000","STIHL","STIHL","FS250R","2011","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","9","0","1","2020-08-25T10:35:56.000"
"K20047","2020-09-03T00:00:00.000","STIHL","STIHL","FS91R","2020","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","0","0","268.56","2020-09-10T13:00:47.000"
"E7204","2012-01-15T00:00:00.000","STIHL","STIHL","FS250","2012","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","8","0","458.16","2020-06-30T14:26:17.000"
"W6304","2013-03-20T00:00:00.000","JOHNDEERE","JOHNDEERE","GATOR HPX","2013","Reached end of economical life","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","2903","2904","OFF","420-2177","Water Resources","7","10873","10873","2020-09-15T14:12:10.000"
"R6321","2010-12-21T00:00:00.000","AUTOCAR","AUTOCAR","ACX64","2011","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, DIESEL","Sanitation Shop","65027.37","116081","116081","ON","450-2281","Sanitation","10","0","1","2020-10-23T01:02:19.000"
"F4","2010-10-08T00:00:00.000","FORD","FORD","FUSION HYBRI","2011","Active unit","AUTO, INTERMEDIATE, 4DR, HYBRID","Car Shop","1272.43","56422","56422","ON","150-1493","Fire Rescue","10","25750","25750","2020-10-15T06:52:58.000"
"W253","2016-07-21T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E85","Car Shop","1757.34","17618","17900","ON","420-2161","Water Resources","4","20539.5","24522.95","2020-10-17T01:02:05.000"
